"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_przecietny_czas_trwania_budowy_nowych_budynkow_mieszkalnych_wielorodzinnych_mc"
"27971",1420000,"Powiat płoński",2003,NA
"27972",1421000,"Powiat pruszkowski",2003,NA
"27973",1422000,"Powiat przasnyski",2003,NA
"27974",1423000,"Powiat przysuski",2003,NA
"27975",1424000,"Powiat pułtuski",2003,NA
"27976",1425000,"Powiat radomski",2003,NA
"27977",1426000,"Powiat siedlecki",2003,NA
"27978",1427000,"Powiat sierpecki",2003,NA
"27979",1428000,"Powiat sochaczewski",2003,NA
"27980",1429000,"Powiat sokołowski",2003,NA
"27981",1430000,"Powiat szydłowiecki",2003,NA
"27982",1432000,"Powiat warszawski zachodni",2003,NA
"27983",1433000,"Powiat węgrowski",2003,NA
"27984",1434000,"Powiat wołomiński",2003,NA
"27985",1435000,"Powiat wyszkowski",2003,NA
"27986",1436000,"Powiat zwoleński",2003,NA
"27987",1437000,"Powiat żuromiński",2003,NA
"27988",1438000,"Powiat żyrardowski",2003,NA
"27989",1461000,"Powiat m.Ostrołęka",2003,NA
"27990",1462000,"Powiat m.Płock",2003,NA
"27991",1463000,"Powiat m.Radom",2003,NA
"27992",1464000,"Powiat m.Siedlce",2003,NA
"27993",1465000,"Powiat m. st. Warszawa",2003,NA
"27994",1601000,"Powiat brzeski",2003,NA
"27995",1602000,"Powiat głubczycki",2003,NA
"27996",1603000,"Powiat kędzierzyńsko-kozielski",2003,NA
"27997",1604000,"Powiat kluczborski",2003,NA
"27998",1605000,"Powiat krapkowicki",2003,NA
"27999",1606000,"Powiat namysłowski",2003,NA
"28000",1607000,"Powiat nyski",2003,NA
"28001",1608000,"Powiat oleski",2003,NA
"28002",1609000,"Powiat opolski",2003,NA
"28003",1610000,"Powiat prudnicki",2003,NA
"28004",1611000,"Powiat strzelecki",2003,NA
"28005",1661000,"Powiat m.Opole",2003,NA
"28006",1801000,"Powiat bieszczadzki",2003,NA
"28007",1802000,"Powiat brzozowski",2003,NA
"28008",1803000,"Powiat dębicki",2003,NA
"28009",1804000,"Powiat jarosławski",2003,NA
"28010",1805000,"Powiat jasielski",2003,NA
"28011",1806000,"Powiat kolbuszowski",2003,NA
"28012",1807000,"Powiat krośnieński",2003,NA
"28013",1808000,"Powiat leżajski",2003,NA
"28014",1809000,"Powiat lubaczowski",2003,NA
"28015",1810000,"Powiat łańcucki",2003,NA
"28016",1811000,"Powiat mielecki",2003,NA
"28017",1812000,"Powiat niżański",2003,NA
"28018",1813000,"Powiat przemyski",2003,NA
"28019",1814000,"Powiat przeworski",2003,NA
"28020",1815000,"Powiat ropczycko-sędziszowski",2003,NA
"28021",1816000,"Powiat rzeszowski",2003,NA
"28022",1817000,"Powiat sanocki",2003,NA
"28023",1818000,"Powiat stalowowolski",2003,NA
"28024",1819000,"Powiat strzyżowski",2003,NA
"28025",1820000,"Powiat tarnobrzeski",2003,NA
"28026",1821000,"Powiat leski",2003,NA
"28027",1861000,"Powiat m.Krosno",2003,NA
"28028",1862000,"Powiat m.Przemyśl",2003,NA
"28029",1863000,"Powiat m.Rzeszów",2003,NA
"28030",1864000,"Powiat m.Tarnobrzeg",2003,NA
"28031",2001000,"Powiat augustowski",2003,NA
"28032",2002000,"Powiat białostocki",2003,NA
"28033",2003000,"Powiat bielski",2003,NA
"28034",2004000,"Powiat grajewski",2003,NA
"28035",2005000,"Powiat hajnowski",2003,NA
"28036",2006000,"Powiat kolneński",2003,NA
"28037",2007000,"Powiat łomżyński",2003,NA
"28038",2008000,"Powiat moniecki",2003,NA
"28039",2009000,"Powiat sejneński",2003,NA
"28040",2010000,"Powiat siemiatycki",2003,NA
"28041",2011000,"Powiat sokólski",2003,NA
"28042",2012000,"Powiat suwalski",2003,NA
"28043",2013000,"Powiat wysokomazowiecki",2003,NA
"28044",2014000,"Powiat zambrowski",2003,NA
"28045",2061000,"Powiat m.Białystok",2003,NA
"28046",2062000,"Powiat m.Łomża",2003,NA
"28047",2063000,"Powiat m.Suwałki",2003,NA
"28048",2201000,"Powiat bytowski",2003,NA
"28049",2202000,"Powiat chojnicki",2003,NA
"28050",2203000,"Powiat człuchowski",2003,NA
"28051",2204000,"Powiat gdański",2003,NA
"28052",2205000,"Powiat kartuski",2003,NA
"28053",2206000,"Powiat kościerski",2003,NA
"28054",2207000,"Powiat kwidzyński",2003,NA
"28055",2208000,"Powiat lęborski",2003,NA
"28056",2209000,"Powiat malborski",2003,NA
"28057",2210000,"Powiat nowodworski",2003,NA
"28058",2211000,"Powiat pucki",2003,NA
"28059",2212000,"Powiat słupski",2003,NA
"28060",2213000,"Powiat starogardzki",2003,NA
"28061",2214000,"Powiat tczewski",2003,NA
"28062",2215000,"Powiat wejherowski",2003,NA
"28063",2216000,"Powiat sztumski",2003,NA
"28064",2261000,"Powiat m.Gdańsk",2003,NA
"28065",2262000,"Powiat m.Gdynia",2003,NA
"28066",2263000,"Powiat m.Słupsk",2003,NA
"28067",2264000,"Powiat m.Sopot",2003,NA
"28068",2401000,"Powiat będziński",2003,NA
"28069",2402000,"Powiat bielski",2003,NA
"28070",2403000,"Powiat cieszyński",2003,NA
"28071",2404000,"Powiat częstochowski",2003,NA
"28072",2405000,"Powiat gliwicki",2003,NA
"28073",2406000,"Powiat kłobucki",2003,NA
"28074",2407000,"Powiat lubliniecki",2003,NA
"28075",2408000,"Powiat mikołowski",2003,NA
"28076",2409000,"Powiat myszkowski",2003,NA
"28077",2410000,"Powiat pszczyński",2003,NA
"28078",2411000,"Powiat raciborski",2003,NA
"28079",2412000,"Powiat rybnicki",2003,NA
"28080",2413000,"Powiat tarnogórski",2003,NA
"28081",2414000,"Powiat bieruńsko-lędziński",2003,NA
"28082",2415000,"Powiat wodzisławski",2003,NA
"28083",2416000,"Powiat zawierciański",2003,NA
"28084",2417000,"Powiat żywiecki",2003,NA
"28085",2461000,"Powiat m.Bielsko-Biała",2003,NA
"28086",2462000,"Powiat m.Bytom",2003,NA
"28087",2463000,"Powiat m.Chorzów",2003,NA
"28088",2464000,"Powiat m.Częstochowa",2003,NA
"28089",2465000,"Powiat m.Dąbrowa Górnicza",2003,NA
"28090",2466000,"Powiat m.Gliwice",2003,NA
"28091",2467000,"Powiat m.Jastrzębie-Zdrój",2003,NA
"28092",2468000,"Powiat m.Jaworzno",2003,NA
"28093",2469000,"Powiat m.Katowice",2003,NA
"28094",2470000,"Powiat m.Mysłowice",2003,NA
"28095",2471000,"Powiat m.Piekary Śląskie",2003,NA
"28096",2472000,"Powiat m.Ruda Śląska",2003,NA
"28097",2473000,"Powiat m.Rybnik",2003,NA
"28098",2474000,"Powiat m.Siemianowice Śląskie",2003,NA
"28099",2475000,"Powiat m.Sosnowiec",2003,NA
"28100",2476000,"Powiat m.Świętochłowice",2003,NA
"28101",2477000,"Powiat m.Tychy",2003,NA
"28102",2478000,"Powiat m.Zabrze",2003,NA
"28103",2479000,"Powiat m.Żory",2003,NA
"28104",2601000,"Powiat buski",2003,NA
"28105",2602000,"Powiat jędrzejowski",2003,NA
"28106",2603000,"Powiat kazimierski",2003,NA
"28107",2604000,"Powiat kielecki",2003,NA
"28108",2605000,"Powiat konecki",2003,NA
"28109",2606000,"Powiat opatowski",2003,NA
"28110",2607000,"Powiat ostrowiecki",2003,NA
"28111",2608000,"Powiat pińczowski",2003,NA
"28112",2609000,"Powiat sandomierski",2003,NA
"28113",2610000,"Powiat skarżyski",2003,NA
"28114",2611000,"Powiat starachowicki",2003,NA
"28115",2612000,"Powiat staszowski",2003,NA
"28116",2613000,"Powiat włoszczowski",2003,NA
"28117",2661000,"Powiat m.Kielce",2003,NA
"28118",2801000,"Powiat bartoszycki",2003,NA
"28119",2802000,"Powiat braniewski",2003,NA
"28120",2803000,"Powiat działdowski",2003,NA
"28121",2804000,"Powiat elbląski",2003,NA
"28122",2805000,"Powiat ełcki",2003,NA
"28123",2806000,"Powiat giżycki",2003,NA
"28124",2807000,"Powiat iławski",2003,NA
"28125",2808000,"Powiat kętrzyński",2003,NA
"28126",2809000,"Powiat lidzbarski",2003,NA
"28127",2810000,"Powiat mrągowski",2003,NA
"28128",2811000,"Powiat nidzicki",2003,NA
"28129",2812000,"Powiat nowomiejski",2003,NA
"28130",2813000,"Powiat olecki",2003,NA
"28131",2814000,"Powiat olsztyński",2003,NA
"28132",2815000,"Powiat ostródzki",2003,NA
"28133",2816000,"Powiat piski",2003,NA
"28134",2817000,"Powiat szczycieński",2003,NA
"28135",2818000,"Powiat gołdapski",2003,NA
"28136",2819000,"Powiat węgorzewski",2003,NA
"28137",2861000,"Powiat m.Elbląg",2003,NA
"28138",2862000,"Powiat m.Olsztyn",2003,NA
"28139",3001000,"Powiat chodzieski",2003,NA
"28140",3002000,"Powiat czarnkowsko-trzcianecki",2003,NA
"28141",3003000,"Powiat gnieźnieński",2003,NA
"28142",3004000,"Powiat gostyński",2003,NA
"28143",3005000,"Powiat grodziski",2003,NA
"28144",3006000,"Powiat jarociński",2003,NA
"28145",3007000,"Powiat kaliski",2003,NA
"28146",3008000,"Powiat kępiński",2003,NA
"28147",3009000,"Powiat kolski",2003,NA
"28148",3010000,"Powiat koniński",2003,NA
"28149",3011000,"Powiat kościański",2003,NA
"28150",3012000,"Powiat krotoszyński",2003,NA
"28151",3013000,"Powiat leszczyński",2003,NA
"28152",3014000,"Powiat międzychodzki",2003,NA
"28153",3015000,"Powiat nowotomyski",2003,NA
"28154",3016000,"Powiat obornicki",2003,NA
"28155",3017000,"Powiat ostrowski",2003,NA
"28156",3018000,"Powiat ostrzeszowski",2003,NA
"28157",3019000,"Powiat pilski",2003,NA
"28158",3020000,"Powiat pleszewski",2003,NA
"28159",3021000,"Powiat poznański",2003,NA
"28160",3022000,"Powiat rawicki",2003,NA
"28161",3023000,"Powiat słupecki",2003,NA
"28162",3024000,"Powiat szamotulski",2003,NA
"28163",3025000,"Powiat średzki",2003,NA
"28164",3026000,"Powiat śremski",2003,NA
"28165",3027000,"Powiat turecki",2003,NA
"28166",3028000,"Powiat wągrowiecki",2003,NA
"28167",3029000,"Powiat wolsztyński",2003,NA
"28168",3030000,"Powiat wrzesiński",2003,NA
"28169",3031000,"Powiat złotowski",2003,NA
"28170",3061000,"Powiat m.Kalisz",2003,NA
"28171",3062000,"Powiat m.Konin",2003,NA
"28172",3063000,"Powiat m.Leszno",2003,NA
"28173",3064000,"Powiat m.Poznań",2003,NA
"28174",3201000,"Powiat białogardzki",2003,NA
"28175",3202000,"Powiat choszczeński",2003,NA
"28176",3203000,"Powiat drawski",2003,NA
"28177",3204000,"Powiat goleniowski",2003,NA
"28178",3205000,"Powiat gryficki",2003,NA
"28179",3206000,"Powiat gryfiński",2003,NA
"28180",3207000,"Powiat kamieński",2003,NA
"28181",3208000,"Powiat kołobrzeski",2003,NA
"28182",3209000,"Powiat koszaliński",2003,NA
"28183",3210000,"Powiat myśliborski",2003,NA
"28184",3211000,"Powiat policki",2003,NA
"28185",3212000,"Powiat pyrzycki",2003,NA
"28186",3213000,"Powiat sławieński",2003,NA
"28187",3214000,"Powiat stargardzki",2003,NA
"28188",3215000,"Powiat szczecinecki",2003,NA
"28189",3216000,"Powiat świdwiński",2003,NA
"28190",3217000,"Powiat wałecki",2003,NA
"28191",3218000,"Powiat łobeski",2003,NA
"28192",3261000,"Powiat m.Koszalin",2003,NA
"28193",3262000,"Powiat m.Szczecin",2003,NA
"28194",3263000,"Powiat m.Świnoujście",2003,NA
"28195",201000,"Powiat bolesławiecki",2004,NA
"28196",202000,"Powiat dzierżoniowski",2004,NA
"28197",203000,"Powiat głogowski",2004,NA
"28198",204000,"Powiat górowski",2004,NA
"28199",205000,"Powiat jaworski",2004,NA
"28200",206000,"Powiat jeleniogórski",2004,NA
"28201",207000,"Powiat kamiennogórski",2004,NA
"28202",208000,"Powiat kłodzki",2004,NA
"28203",209000,"Powiat legnicki",2004,NA
"28204",210000,"Powiat lubański",2004,NA
"28205",211000,"Powiat lubiński",2004,NA
"28206",212000,"Powiat lwówecki",2004,NA
"28207",213000,"Powiat milicki",2004,NA
"28208",214000,"Powiat oleśnicki",2004,NA
"28209",215000,"Powiat oławski",2004,NA
"28210",216000,"Powiat polkowicki",2004,NA
"28211",217000,"Powiat strzeliński",2004,NA
"28212",218000,"Powiat średzki",2004,NA
"28213",219000,"Powiat świdnicki",2004,NA
"28214",220000,"Powiat trzebnicki",2004,NA
"28215",221000,"Powiat wałbrzyski",2004,NA
"28216",222000,"Powiat wołowski",2004,NA
"28217",223000,"Powiat wrocławski",2004,NA
"28218",224000,"Powiat ząbkowicki",2004,NA
"28219",225000,"Powiat zgorzelecki",2004,NA
"28220",226000,"Powiat złotoryjski",2004,NA
"28221",261000,"Powiat m.Jelenia Góra",2004,NA
"28222",262000,"Powiat m.Legnica",2004,NA
"28223",263000,"Powiat m.Wałbrzych do 2002",2004,NA
"28224",264000,"Powiat m.Wrocław",2004,NA
"28225",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"28226",401000,"Powiat aleksandrowski",2004,NA
"28227",402000,"Powiat brodnicki",2004,NA
"28228",403000,"Powiat bydgoski",2004,NA
"28229",404000,"Powiat chełmiński",2004,NA
"28230",405000,"Powiat golubsko-dobrzyński",2004,NA
"28231",406000,"Powiat grudziądzki",2004,NA
"28232",407000,"Powiat inowrocławski",2004,NA
"28233",408000,"Powiat lipnowski",2004,NA
"28234",409000,"Powiat mogileński",2004,NA
"28235",410000,"Powiat nakielski",2004,NA
"28236",411000,"Powiat radziejowski",2004,NA
"28237",412000,"Powiat rypiński",2004,NA
"28238",413000,"Powiat sępoleński",2004,NA
"28239",414000,"Powiat świecki",2004,NA
"28240",415000,"Powiat toruński",2004,NA
"28241",416000,"Powiat tucholski",2004,NA
"28242",417000,"Powiat wąbrzeski",2004,NA
"28243",418000,"Powiat włocławski",2004,NA
"28244",419000,"Powiat żniński",2004,NA
"28245",461000,"Powiat m.Bydgoszcz",2004,NA
"28246",462000,"Powiat m.Grudziądz",2004,NA
"28247",463000,"Powiat m.Toruń",2004,NA
"28248",464000,"Powiat m.Włocławek",2004,NA
"28249",601000,"Powiat bialski",2004,NA
"28250",602000,"Powiat biłgorajski",2004,NA
"28251",603000,"Powiat chełmski",2004,NA
"28252",604000,"Powiat hrubieszowski",2004,NA
"28253",605000,"Powiat janowski",2004,NA
"28254",606000,"Powiat krasnostawski",2004,NA
"28255",607000,"Powiat kraśnicki",2004,NA
"28256",608000,"Powiat lubartowski",2004,NA
"28257",609000,"Powiat lubelski",2004,NA
"28258",610000,"Powiat łęczyński",2004,NA
"28259",611000,"Powiat łukowski",2004,NA
"28260",612000,"Powiat opolski",2004,NA
"28261",613000,"Powiat parczewski",2004,NA
"28262",614000,"Powiat puławski",2004,NA
"28263",615000,"Powiat radzyński",2004,NA
"28264",616000,"Powiat rycki",2004,NA
"28265",617000,"Powiat świdnicki",2004,NA
"28266",618000,"Powiat tomaszowski",2004,NA
"28267",619000,"Powiat włodawski",2004,NA
"28268",620000,"Powiat zamojski",2004,NA
"28269",661000,"Powiat m.Biała Podlaska",2004,NA
"28270",662000,"Powiat m.Chełm",2004,NA
"28271",663000,"Powiat m.Lublin",2004,NA
"28272",664000,"Powiat m.Zamość",2004,NA
"28273",801000,"Powiat gorzowski",2004,NA
"28274",802000,"Powiat krośnieński",2004,NA
"28275",803000,"Powiat międzyrzecki",2004,NA
"28276",804000,"Powiat nowosolski",2004,NA
"28277",805000,"Powiat słubicki",2004,NA
"28278",806000,"Powiat strzelecko-drezdenecki",2004,NA
"28279",807000,"Powiat sulęciński",2004,NA
"28280",808000,"Powiat świebodziński",2004,NA
"28281",809000,"Powiat zielonogórski",2004,NA
"28282",810000,"Powiat żagański",2004,NA
"28283",811000,"Powiat żarski",2004,NA
"28284",812000,"Powiat wschowski",2004,NA
"28285",861000,"Powiat m.Gorzów Wielkopolski",2004,NA
"28286",862000,"Powiat m.Zielona Góra",2004,NA
"28287",1001000,"Powiat bełchatowski",2004,NA
"28288",1002000,"Powiat kutnowski",2004,NA
"28289",1003000,"Powiat łaski",2004,NA
"28290",1004000,"Powiat łęczycki",2004,NA
"28291",1005000,"Powiat łowicki",2004,NA
"28292",1006000,"Powiat łódzki wschodni",2004,NA
"28293",1007000,"Powiat opoczyński",2004,NA
"28294",1008000,"Powiat pabianicki",2004,NA
"28295",1009000,"Powiat pajęczański",2004,NA
"28296",1010000,"Powiat piotrkowski",2004,NA
"28297",1011000,"Powiat poddębicki",2004,NA
"28298",1012000,"Powiat radomszczański",2004,NA
"28299",1013000,"Powiat rawski",2004,NA
"28300",1014000,"Powiat sieradzki",2004,NA
"28301",1015000,"Powiat skierniewicki",2004,NA
"28302",1016000,"Powiat tomaszowski",2004,NA
"28303",1017000,"Powiat wieluński",2004,NA
"28304",1018000,"Powiat wieruszowski",2004,NA
"28305",1019000,"Powiat zduńskowolski",2004,NA
"28306",1020000,"Powiat zgierski",2004,NA
"28307",1021000,"Powiat brzeziński",2004,NA
"28308",1061000,"Powiat m.Łódź",2004,NA
"28309",1062000,"Powiat m.Piotrków Trybunalski",2004,NA
"28310",1063000,"Powiat m.Skierniewice",2004,NA
"28311",1201000,"Powiat bocheński",2004,NA
"28312",1202000,"Powiat brzeski",2004,NA
"28313",1203000,"Powiat chrzanowski",2004,NA
"28314",1204000,"Powiat dąbrowski",2004,NA
"28315",1205000,"Powiat gorlicki",2004,NA
"28316",1206000,"Powiat krakowski",2004,NA
"28317",1207000,"Powiat limanowski",2004,NA
"28318",1208000,"Powiat miechowski",2004,NA
"28319",1209000,"Powiat myślenicki",2004,NA
"28320",1210000,"Powiat nowosądecki",2004,NA
"28321",1211000,"Powiat nowotarski",2004,NA
"28322",1212000,"Powiat olkuski",2004,NA
"28323",1213000,"Powiat oświęcimski",2004,NA
"28324",1214000,"Powiat proszowicki",2004,NA
"28325",1215000,"Powiat suski",2004,NA
"28326",1216000,"Powiat tarnowski",2004,NA
"28327",1217000,"Powiat tatrzański",2004,NA
"28328",1218000,"Powiat wadowicki",2004,NA
"28329",1219000,"Powiat wielicki",2004,NA
"28330",1261000,"Powiat m.Kraków",2004,NA
"28331",1262000,"Powiat m.Nowy Sącz",2004,NA
"28332",1263000,"Powiat m.Tarnów",2004,NA
"28333",1401000,"Powiat białobrzeski",2004,NA
"28334",1402000,"Powiat ciechanowski",2004,NA
"28335",1403000,"Powiat garwoliński",2004,NA
"28336",1404000,"Powiat gostyniński",2004,NA
"28337",1405000,"Powiat grodziski",2004,NA
"28338",1406000,"Powiat grójecki",2004,NA
"28339",1407000,"Powiat kozienicki",2004,NA
"28340",1408000,"Powiat legionowski",2004,NA
"28341",1409000,"Powiat lipski",2004,NA
"28342",1410000,"Powiat łosicki",2004,NA
"28343",1411000,"Powiat makowski",2004,NA
"28344",1412000,"Powiat miński",2004,NA
"28345",1413000,"Powiat mławski",2004,NA
"28346",1414000,"Powiat nowodworski",2004,NA
"28347",1415000,"Powiat ostrołęcki",2004,NA
"28348",1416000,"Powiat ostrowski",2004,NA
"28349",1417000,"Powiat otwocki",2004,NA
"28350",1418000,"Powiat piaseczyński",2004,NA
"28351",1419000,"Powiat płocki",2004,NA
"28352",1420000,"Powiat płoński",2004,NA
"28353",1421000,"Powiat pruszkowski",2004,NA
"28354",1422000,"Powiat przasnyski",2004,NA
"28355",1423000,"Powiat przysuski",2004,NA
"28356",1424000,"Powiat pułtuski",2004,NA
"28357",1425000,"Powiat radomski",2004,NA
"28358",1426000,"Powiat siedlecki",2004,NA
"28359",1427000,"Powiat sierpecki",2004,NA
"28360",1428000,"Powiat sochaczewski",2004,NA
"28361",1429000,"Powiat sokołowski",2004,NA
"28362",1430000,"Powiat szydłowiecki",2004,NA
"28363",1432000,"Powiat warszawski zachodni",2004,NA
"28364",1433000,"Powiat węgrowski",2004,NA
"28365",1434000,"Powiat wołomiński",2004,NA
"28366",1435000,"Powiat wyszkowski",2004,NA
"28367",1436000,"Powiat zwoleński",2004,NA
"28368",1437000,"Powiat żuromiński",2004,NA
"28369",1438000,"Powiat żyrardowski",2004,NA
"28370",1461000,"Powiat m.Ostrołęka",2004,NA
"28371",1462000,"Powiat m.Płock",2004,NA
"28372",1463000,"Powiat m.Radom",2004,NA
"28373",1464000,"Powiat m.Siedlce",2004,NA
"28374",1465000,"Powiat m. st. Warszawa",2004,NA
"28375",1601000,"Powiat brzeski",2004,NA
"28376",1602000,"Powiat głubczycki",2004,NA
"28377",1603000,"Powiat kędzierzyńsko-kozielski",2004,NA
"28378",1604000,"Powiat kluczborski",2004,NA
"28379",1605000,"Powiat krapkowicki",2004,NA
"28380",1606000,"Powiat namysłowski",2004,NA
"28381",1607000,"Powiat nyski",2004,NA
"28382",1608000,"Powiat oleski",2004,NA
"28383",1609000,"Powiat opolski",2004,NA
"28384",1610000,"Powiat prudnicki",2004,NA
"28385",1611000,"Powiat strzelecki",2004,NA
"28386",1661000,"Powiat m.Opole",2004,NA
"28387",1801000,"Powiat bieszczadzki",2004,NA
"28388",1802000,"Powiat brzozowski",2004,NA
"28389",1803000,"Powiat dębicki",2004,NA
"28390",1804000,"Powiat jarosławski",2004,NA
"28391",1805000,"Powiat jasielski",2004,NA
"28392",1806000,"Powiat kolbuszowski",2004,NA
"28393",1807000,"Powiat krośnieński",2004,NA
"28394",1808000,"Powiat leżajski",2004,NA
"28395",1809000,"Powiat lubaczowski",2004,NA
"28396",1810000,"Powiat łańcucki",2004,NA
"28397",1811000,"Powiat mielecki",2004,NA
"28398",1812000,"Powiat niżański",2004,NA
"28399",1813000,"Powiat przemyski",2004,NA
"28400",1814000,"Powiat przeworski",2004,NA
"28401",1815000,"Powiat ropczycko-sędziszowski",2004,NA
"28402",1816000,"Powiat rzeszowski",2004,NA
"28403",1817000,"Powiat sanocki",2004,NA
"28404",1818000,"Powiat stalowowolski",2004,NA
"28405",1819000,"Powiat strzyżowski",2004,NA
"28406",1820000,"Powiat tarnobrzeski",2004,NA
"28407",1821000,"Powiat leski",2004,NA
"28408",1861000,"Powiat m.Krosno",2004,NA
"28409",1862000,"Powiat m.Przemyśl",2004,NA
"28410",1863000,"Powiat m.Rzeszów",2004,NA
"28411",1864000,"Powiat m.Tarnobrzeg",2004,NA
"28412",2001000,"Powiat augustowski",2004,NA
"28413",2002000,"Powiat białostocki",2004,NA
"28414",2003000,"Powiat bielski",2004,NA
"28415",2004000,"Powiat grajewski",2004,NA
"28416",2005000,"Powiat hajnowski",2004,NA
"28417",2006000,"Powiat kolneński",2004,NA
"28418",2007000,"Powiat łomżyński",2004,NA
"28419",2008000,"Powiat moniecki",2004,NA
"28420",2009000,"Powiat sejneński",2004,NA
"28421",2010000,"Powiat siemiatycki",2004,NA
"28422",2011000,"Powiat sokólski",2004,NA
"28423",2012000,"Powiat suwalski",2004,NA
"28424",2013000,"Powiat wysokomazowiecki",2004,NA
"28425",2014000,"Powiat zambrowski",2004,NA
"28426",2061000,"Powiat m.Białystok",2004,NA
"28427",2062000,"Powiat m.Łomża",2004,NA
"28428",2063000,"Powiat m.Suwałki",2004,NA
"28429",2201000,"Powiat bytowski",2004,NA
"28430",2202000,"Powiat chojnicki",2004,NA
"28431",2203000,"Powiat człuchowski",2004,NA
"28432",2204000,"Powiat gdański",2004,NA
"28433",2205000,"Powiat kartuski",2004,NA
"28434",2206000,"Powiat kościerski",2004,NA
"28435",2207000,"Powiat kwidzyński",2004,NA
"28436",2208000,"Powiat lęborski",2004,NA
"28437",2209000,"Powiat malborski",2004,NA
"28438",2210000,"Powiat nowodworski",2004,NA
"28439",2211000,"Powiat pucki",2004,NA
"28440",2212000,"Powiat słupski",2004,NA
"28441",2213000,"Powiat starogardzki",2004,NA
"28442",2214000,"Powiat tczewski",2004,NA
"28443",2215000,"Powiat wejherowski",2004,NA
"28444",2216000,"Powiat sztumski",2004,NA
"28445",2261000,"Powiat m.Gdańsk",2004,NA
"28446",2262000,"Powiat m.Gdynia",2004,NA
