"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_od_40_do_60_m2_zl"
"23353",1437000,"Powiat żuromiński",2016,2061
"23354",1438000,"Powiat żyrardowski",2016,2789
"23355",1461000,"Powiat m.Ostrołęka",2016,2659
"23356",1462000,"Powiat m.Płock",2016,3244
"23357",1463000,"Powiat m.Radom",2016,2397
"23358",1464000,"Powiat m.Siedlce",2016,3573
"23359",1465000,"Powiat m. st. Warszawa",2016,7191
"23360",1601000,"Powiat brzeski",2016,2482
"23361",1602000,"Powiat głubczycki",2016,1336
"23362",1603000,"Powiat kędzierzyńsko-kozielski",2016,2182
"23363",1604000,"Powiat kluczborski",2016,2306
"23364",1605000,"Powiat krapkowicki",2016,2412
"23365",1606000,"Powiat namysłowski",2016,3147
"23366",1607000,"Powiat nyski",2016,2174
"23367",1608000,"Powiat oleski",2016,2333
"23368",1609000,"Powiat opolski",2016,2251
"23369",1610000,"Powiat prudnicki",2016,1430
"23370",1611000,"Powiat strzelecki",2016,2328
"23371",1661000,"Powiat m.Opole",2016,3760
"23372",1801000,"Powiat bieszczadzki",2016,1204
"23373",1802000,"Powiat brzozowski",2016,2567
"23374",1803000,"Powiat dębicki",2016,2729
"23375",1804000,"Powiat jarosławski",2016,2773
"23376",1805000,"Powiat jasielski",2016,2236
"23377",1806000,"Powiat kolbuszowski",2016,0
"23378",1807000,"Powiat krośnieński",2016,2024
"23379",1808000,"Powiat leżajski",2016,1923
"23380",1809000,"Powiat lubaczowski",2016,2013
"23381",1810000,"Powiat łańcucki",2016,2721
"23382",1811000,"Powiat mielecki",2016,3132
"23383",1812000,"Powiat niżański",2016,2346
"23384",1813000,"Powiat przemyski",2016,2399
"23385",1814000,"Powiat przeworski",2016,2719
"23386",1815000,"Powiat ropczycko-sędziszowski",2016,3000
"23387",1816000,"Powiat rzeszowski",2016,3551
"23388",1817000,"Powiat sanocki",2016,2425
"23389",1818000,"Powiat stalowowolski",2016,2738
"23390",1819000,"Powiat strzyżowski",2016,2609
"23391",1820000,"Powiat tarnobrzeski",2016,2082
"23392",1821000,"Powiat leski",2016,2218
"23393",1861000,"Powiat m.Krosno",2016,2605
"23394",1862000,"Powiat m.Przemyśl",2016,2826
"23395",1863000,"Powiat m.Rzeszów",2016,4260
"23396",1864000,"Powiat m.Tarnobrzeg",2016,2242
"23397",2001000,"Powiat augustowski",2016,3782
"23398",2002000,"Powiat białostocki",2016,2661
"23399",2003000,"Powiat bielski",2016,0
"23400",2004000,"Powiat grajewski",2016,2278
"23401",2005000,"Powiat hajnowski",2016,2084
"23402",2006000,"Powiat kolneński",2016,2225
"23403",2007000,"Powiat łomżyński",2016,0
"23404",2008000,"Powiat moniecki",2016,2066
"23405",2009000,"Powiat sejneński",2016,2000
"23406",2010000,"Powiat siemiatycki",2016,2428
"23407",2011000,"Powiat sokólski",2016,2490
"23408",2012000,"Powiat suwalski",2016,1331
"23409",2013000,"Powiat wysokomazowiecki",2016,3425
"23410",2014000,"Powiat zambrowski",2016,2545
"23411",2061000,"Powiat m.Białystok",2016,3919
"23412",2062000,"Powiat m.Łomża",2016,2995
"23413",2063000,"Powiat m.Suwałki",2016,3074
"23414",2201000,"Powiat bytowski",2016,2954
"23415",2202000,"Powiat chojnicki",2016,3122
"23416",2203000,"Powiat człuchowski",2016,2037
"23417",2204000,"Powiat gdański",2016,3988
"23418",2205000,"Powiat kartuski",2016,3186
"23419",2206000,"Powiat kościerski",2016,2941
"23420",2207000,"Powiat kwidzyński",2016,2638
"23421",2208000,"Powiat lęborski",2016,2625
"23422",2209000,"Powiat malborski",2016,2641
"23423",2210000,"Powiat nowodworski",2016,3631
"23424",2211000,"Powiat pucki",2016,3726
"23425",2212000,"Powiat słupski",2016,2934
"23426",2213000,"Powiat starogardzki",2016,2965
"23427",2214000,"Powiat tczewski",2016,3337
"23428",2215000,"Powiat wejherowski",2016,4000
"23429",2216000,"Powiat sztumski",2016,1687
"23430",2261000,"Powiat m.Gdańsk",2016,5249
"23431",2262000,"Powiat m.Gdynia",2016,4783
"23432",2263000,"Powiat m.Słupsk",2016,3124
"23433",2264000,"Powiat m.Sopot",2016,7959
"23434",2401000,"Powiat będziński",2016,2342
"23435",2402000,"Powiat bielski",2016,2238
"23436",2403000,"Powiat cieszyński",2016,2874
"23437",2404000,"Powiat częstochowski",2016,1536
"23438",2405000,"Powiat gliwicki",2016,2425
"23439",2406000,"Powiat kłobucki",2016,2542
"23440",2407000,"Powiat lubliniecki",2016,2246
"23441",2408000,"Powiat mikołowski",2016,2834
"23442",2409000,"Powiat myszkowski",2016,1914
"23443",2410000,"Powiat pszczyński",2016,2153
"23444",2411000,"Powiat raciborski",2016,1720
"23445",2412000,"Powiat rybnicki",2016,1792
"23446",2413000,"Powiat tarnogórski",2016,2385
"23447",2414000,"Powiat bieruńsko-lędziński",2016,2456
"23448",2415000,"Powiat wodzisławski",2016,1824
"23449",2416000,"Powiat zawierciański",2016,1750
"23450",2417000,"Powiat żywiecki",2016,2835
"23451",2461000,"Powiat m.Bielsko-Biała",2016,3146
"23452",2462000,"Powiat m.Bytom",2016,1833
"23453",2463000,"Powiat m.Chorzów",2016,2603
"23454",2464000,"Powiat m.Częstochowa",2016,2607
"23455",2465000,"Powiat m.Dąbrowa Górnicza",2016,2551
"23456",2466000,"Powiat m.Gliwice",2016,2989
"23457",2467000,"Powiat m.Jastrzębie-Zdrój",2016,2192
"23458",2468000,"Powiat m.Jaworzno",2016,2953
"23459",2469000,"Powiat m.Katowice",2016,3302
"23460",2470000,"Powiat m.Mysłowice",2016,2448
"23461",2471000,"Powiat m.Piekary Śląskie",2016,2265
"23462",2472000,"Powiat m.Ruda Śląska",2016,2151
"23463",2473000,"Powiat m.Rybnik",2016,2321
"23464",2474000,"Powiat m.Siemianowice Śląskie",2016,2535
"23465",2475000,"Powiat m.Sosnowiec",2016,2458
"23466",2476000,"Powiat m.Świętochłowice",2016,2282
"23467",2477000,"Powiat m.Tychy",2016,3231
"23468",2478000,"Powiat m.Zabrze",2016,2414
"23469",2479000,"Powiat m.Żory",2016,2513
"23470",2601000,"Powiat buski",2016,2826
"23471",2602000,"Powiat jędrzejowski",2016,2381
"23472",2603000,"Powiat kazimierski",2016,1550
"23473",2604000,"Powiat kielecki",2016,2333
"23474",2605000,"Powiat konecki",2016,2407
"23475",2606000,"Powiat opatowski",2016,1354
"23476",2607000,"Powiat ostrowiecki",2016,2069
"23477",2608000,"Powiat pińczowski",2016,2058
"23478",2609000,"Powiat sandomierski",2016,2937
"23479",2610000,"Powiat skarżyski",2016,2164
"23480",2611000,"Powiat starachowicki",2016,2261
"23481",2612000,"Powiat staszowski",2016,2426
"23482",2613000,"Powiat włoszczowski",2016,2867
"23483",2661000,"Powiat m.Kielce",2016,3492
"23484",2801000,"Powiat bartoszycki",2016,2023
"23485",2802000,"Powiat braniewski",2016,2282
"23486",2803000,"Powiat działdowski",2016,2517
"23487",2804000,"Powiat elbląski",2016,2317
"23488",2805000,"Powiat ełcki",2016,2515
"23489",2806000,"Powiat giżycki",2016,2915
"23490",2807000,"Powiat iławski",2016,3232
"23491",2808000,"Powiat kętrzyński",2016,1837
"23492",2809000,"Powiat lidzbarski",2016,2178
"23493",2810000,"Powiat mrągowski",2016,2878
"23494",2811000,"Powiat nidzicki",2016,2290
"23495",2812000,"Powiat nowomiejski",2016,2246
"23496",2813000,"Powiat olecki",2016,2636
"23497",2814000,"Powiat olsztyński",2016,2912
"23498",2815000,"Powiat ostródzki",2016,2553
"23499",2816000,"Powiat piski",2016,2128
"23500",2817000,"Powiat szczycieński",2016,2635
"23501",2818000,"Powiat gołdapski",2016,1522
"23502",2819000,"Powiat węgorzewski",2016,2401
"23503",2861000,"Powiat m.Elbląg",2016,2878
"23504",2862000,"Powiat m.Olsztyn",2016,4103
"23505",3001000,"Powiat chodzieski",2016,2385
"23506",3002000,"Powiat czarnkowsko-trzcianecki",2016,1782
"23507",3003000,"Powiat gnieźnieński",2016,2988
"23508",3004000,"Powiat gostyński",2016,2382
"23509",3005000,"Powiat grodziski",2016,2620
"23510",3006000,"Powiat jarociński",2016,2883
"23511",3007000,"Powiat kaliski",2016,1373
"23512",3008000,"Powiat kępiński",2016,3236
"23513",3009000,"Powiat kolski",2016,2386
"23514",3010000,"Powiat koniński",2016,2679
"23515",3011000,"Powiat kościański",2016,2478
"23516",3012000,"Powiat krotoszyński",2016,2526
"23517",3013000,"Powiat leszczyński",2016,2433
"23518",3014000,"Powiat międzychodzki",2016,2393
"23519",3015000,"Powiat nowotomyski",2016,2891
"23520",3016000,"Powiat obornicki",2016,3149
"23521",3017000,"Powiat ostrowski",2016,2792
"23522",3018000,"Powiat ostrzeszowski",2016,3013
"23523",3019000,"Powiat pilski",2016,2748
"23524",3020000,"Powiat pleszewski",2016,2361
"23525",3021000,"Powiat poznański",2016,4147
"23526",3022000,"Powiat rawicki",2016,2493
"23527",3023000,"Powiat słupecki",2016,3009
"23528",3024000,"Powiat szamotulski",2016,2759
"23529",3025000,"Powiat średzki",2016,3593
"23530",3026000,"Powiat śremski",2016,2863
"23531",3027000,"Powiat turecki",2016,2394
"23532",3028000,"Powiat wągrowiecki",2016,3335
"23533",3029000,"Powiat wolsztyński",2016,2169
"23534",3030000,"Powiat wrzesiński",2016,3299
"23535",3031000,"Powiat złotowski",2016,2129
"23536",3061000,"Powiat m.Kalisz",2016,2708
"23537",3062000,"Powiat m.Konin",2016,2979
"23538",3063000,"Powiat m.Leszno",2016,3124
"23539",3064000,"Powiat m.Poznań",2016,5192
"23540",3201000,"Powiat białogardzki",2016,1884
"23541",3202000,"Powiat choszczeński",2016,2214
"23542",3203000,"Powiat drawski",2016,2250
"23543",3204000,"Powiat goleniowski",2016,2833
"23544",3205000,"Powiat gryficki",2016,2421
"23545",3206000,"Powiat gryfiński",2016,2385
"23546",3207000,"Powiat kamieński",2016,3735
"23547",3208000,"Powiat kołobrzeski",2016,4363
"23548",3209000,"Powiat koszaliński",2016,2295
"23549",3210000,"Powiat myśliborski",2016,2185
"23550",3211000,"Powiat policki",2016,3873
"23551",3212000,"Powiat pyrzycki",2016,1833
"23552",3213000,"Powiat sławieński",2016,3132
"23553",3214000,"Powiat stargardzki",2016,3321
"23554",3215000,"Powiat szczecinecki",2016,2326
"23555",3216000,"Powiat świdwiński",2016,1983
"23556",3217000,"Powiat wałecki",2016,2277
"23557",3218000,"Powiat łobeski",2016,1531
"23558",3261000,"Powiat m.Koszalin",2016,3259
"23559",3262000,"Powiat m.Szczecin",2016,3920
"23560",3263000,"Powiat m.Świnoujście",2016,4991
"23561",201000,"Powiat bolesławiecki",2017,2676
"23562",202000,"Powiat dzierżoniowski",2017,2141
"23563",203000,"Powiat głogowski",2017,3196
"23564",204000,"Powiat górowski",2017,0
"23565",205000,"Powiat jaworski",2017,2264
"23566",206000,"Powiat jeleniogórski",2017,2020
"23567",207000,"Powiat kamiennogórski",2017,1671
"23568",208000,"Powiat kłodzki",2017,2109
"23569",209000,"Powiat legnicki",2017,2072
"23570",210000,"Powiat lubański",2017,2298
"23571",211000,"Powiat lubiński",2017,3082
"23572",212000,"Powiat lwówecki",2017,1254
"23573",213000,"Powiat milicki",2017,2874
"23574",214000,"Powiat oleśnicki",2017,3302
"23575",215000,"Powiat oławski",2017,3422
"23576",216000,"Powiat polkowicki",2017,2429
"23577",217000,"Powiat strzeliński",2017,2565
"23578",218000,"Powiat średzki",2017,2885
"23579",219000,"Powiat świdnicki",2017,2676
"23580",220000,"Powiat trzebnicki",2017,3754
"23581",221000,"Powiat wałbrzyski",2017,1516
"23582",222000,"Powiat wołowski",2017,2467
"23583",223000,"Powiat wrocławski",2017,4268
"23584",224000,"Powiat ząbkowicki",2017,1824
"23585",225000,"Powiat zgorzelecki",2017,2679
"23586",226000,"Powiat złotoryjski",2017,2450
"23587",261000,"Powiat m.Jelenia Góra",2017,2703
"23588",262000,"Powiat m.Legnica",2017,2757
"23589",264000,"Powiat m.Wrocław",2017,5274
"23590",265000,"Powiat m.Wałbrzych od 2013",2017,2211
"23591",401000,"Powiat aleksandrowski",2017,3394
"23592",402000,"Powiat brodnicki",2017,2564
"23593",403000,"Powiat bydgoski",2017,2912
"23594",404000,"Powiat chełmiński",2017,2911
"23595",405000,"Powiat golubsko-dobrzyński",2017,2442
"23596",406000,"Powiat grudziądzki",2017,1665
"23597",407000,"Powiat inowrocławski",2017,2922
"23598",408000,"Powiat lipnowski",2017,2058
"23599",409000,"Powiat mogileński",2017,2051
"23600",410000,"Powiat nakielski",2017,2816
"23601",411000,"Powiat radziejowski",2017,2505
"23602",412000,"Powiat rypiński",2017,1935
"23603",413000,"Powiat sępoleński",2017,1762
"23604",414000,"Powiat świecki",2017,2844
"23605",415000,"Powiat toruński",2017,2775
"23606",416000,"Powiat tucholski",2017,2277
"23607",417000,"Powiat wąbrzeski",2017,2288
"23608",418000,"Powiat włocławski",2017,1521
"23609",419000,"Powiat żniński",2017,2244
"23610",461000,"Powiat m.Bydgoszcz",2017,3906
"23611",462000,"Powiat m.Grudziądz",2017,2574
"23612",463000,"Powiat m.Toruń",2017,4225
"23613",464000,"Powiat m.Włocławek",2017,2573
"23614",601000,"Powiat bialski",2017,2751
"23615",602000,"Powiat biłgorajski",2017,3145
"23616",603000,"Powiat chełmski",2017,2628
"23617",604000,"Powiat hrubieszowski",2017,2083
"23618",605000,"Powiat janowski",2017,2626
"23619",606000,"Powiat krasnostawski",2017,2200
"23620",607000,"Powiat kraśnicki",2017,2391
"23621",608000,"Powiat lubartowski",2017,3277
"23622",609000,"Powiat lubelski",2017,3615
"23623",610000,"Powiat łęczyński",2017,3146
"23624",611000,"Powiat łukowski",2017,3101
"23625",612000,"Powiat opolski",2017,2479
"23626",613000,"Powiat parczewski",2017,2862
"23627",614000,"Powiat puławski",2017,3494
"23628",615000,"Powiat radzyński",2017,3088
"23629",616000,"Powiat rycki",2017,2851
"23630",617000,"Powiat świdnicki",2017,3895
"23631",618000,"Powiat tomaszowski",2017,2147
"23632",619000,"Powiat włodawski",2017,2000
"23633",620000,"Powiat zamojski",2017,1455
"23634",661000,"Powiat m.Biała Podlaska",2017,2990
"23635",662000,"Powiat m.Chełm",2017,2667
"23636",663000,"Powiat m.Lublin",2017,4652
"23637",664000,"Powiat m.Zamość",2017,2981
"23638",801000,"Powiat gorzowski",2017,2874
"23639",802000,"Powiat krośnieński",2017,2406
"23640",803000,"Powiat międzyrzecki",2017,2202
"23641",804000,"Powiat nowosolski",2017,2708
"23642",805000,"Powiat słubicki",2017,2672
"23643",806000,"Powiat strzelecko-drezdenecki",2017,2464
"23644",807000,"Powiat sulęciński",2017,2174
"23645",808000,"Powiat świebodziński",2017,2538
"23646",809000,"Powiat zielonogórski",2017,2444
"23647",810000,"Powiat żagański",2017,1871
"23648",811000,"Powiat żarski",2017,2268
"23649",812000,"Powiat wschowski",2017,2257
"23650",861000,"Powiat m.Gorzów Wielkopolski",2017,2884
"23651",862000,"Powiat m.Zielona Góra",2017,3518
"23652",1001000,"Powiat bełchatowski",2017,2625
"23653",1002000,"Powiat kutnowski",2017,2919
"23654",1003000,"Powiat łaski",2017,2444
"23655",1004000,"Powiat łęczycki",2017,2324
"23656",1005000,"Powiat łowicki",2017,2956
"23657",1006000,"Powiat łódzki wschodni",2017,2624
"23658",1007000,"Powiat opoczyński",2017,2718
"23659",1008000,"Powiat pabianicki",2017,2626
"23660",1009000,"Powiat pajęczański",2017,0
"23661",1010000,"Powiat piotrkowski",2017,1663
"23662",1011000,"Powiat poddębicki",2017,2980
"23663",1012000,"Powiat radomszczański",2017,2624
"23664",1013000,"Powiat rawski",2017,2879
"23665",1014000,"Powiat sieradzki",2017,2387
"23666",1015000,"Powiat skierniewicki",2017,1881
"23667",1016000,"Powiat tomaszowski",2017,2531
"23668",1017000,"Powiat wieluński",2017,2688
"23669",1018000,"Powiat wieruszowski",2017,2345
"23670",1019000,"Powiat zduńskowolski",2017,2503
"23671",1020000,"Powiat zgierski",2017,2633
"23672",1021000,"Powiat brzeziński",2017,2766
"23673",1061000,"Powiat m.Łódź",2017,3564
"23674",1062000,"Powiat m.Piotrków Trybunalski",2017,2852
"23675",1063000,"Powiat m.Skierniewice",2017,3541
"23676",1201000,"Powiat bocheński",2017,3845
"23677",1202000,"Powiat brzeski",2017,3524
"23678",1203000,"Powiat chrzanowski",2017,2741
"23679",1204000,"Powiat dąbrowski",2017,2693
"23680",1205000,"Powiat gorlicki",2017,2733
"23681",1206000,"Powiat krakowski",2017,4131
"23682",1207000,"Powiat limanowski",2017,3090
"23683",1208000,"Powiat miechowski",2017,2999
"23684",1209000,"Powiat myślenicki",2017,4671
"23685",1210000,"Powiat nowosądecki",2017,3251
"23686",1211000,"Powiat nowotarski",2017,4069
"23687",1212000,"Powiat olkuski",2017,2744
"23688",1213000,"Powiat oświęcimski",2017,2720
"23689",1214000,"Powiat proszowicki",2017,2918
"23690",1215000,"Powiat suski",2017,2860
"23691",1216000,"Powiat tarnowski",2017,0
"23692",1217000,"Powiat tatrzański",2017,6954
"23693",1218000,"Powiat wadowicki",2017,3382
"23694",1219000,"Powiat wielicki",2017,4887
"23695",1261000,"Powiat m.Kraków",2017,6005
"23696",1262000,"Powiat m.Nowy Sącz",2017,3195
"23697",1263000,"Powiat m.Tarnów",2017,2881
"23698",1401000,"Powiat białobrzeski",2017,2985
"23699",1402000,"Powiat ciechanowski",2017,2543
"23700",1403000,"Powiat garwoliński",2017,1667
"23701",1404000,"Powiat gostyniński",2017,2362
"23702",1405000,"Powiat grodziski",2017,4567
"23703",1406000,"Powiat grójecki",2017,3159
"23704",1407000,"Powiat kozienicki",2017,3056
"23705",1408000,"Powiat legionowski",2017,4886
"23706",1409000,"Powiat lipski",2017,0
"23707",1410000,"Powiat łosicki",2017,1986
"23708",1411000,"Powiat makowski",2017,0
"23709",1412000,"Powiat miński",2017,4185
"23710",1413000,"Powiat mławski",2017,2608
"23711",1414000,"Powiat nowodworski",2017,3609
"23712",1415000,"Powiat ostrołęcki",2017,0
"23713",1416000,"Powiat ostrowski",2017,2879
"23714",1417000,"Powiat otwocki",2017,4466
"23715",1418000,"Powiat piaseczyński",2017,5667
"23716",1419000,"Powiat płocki",2017,2819
"23717",1420000,"Powiat płoński",2017,2420
"23718",1421000,"Powiat pruszkowski",2017,4995
"23719",1422000,"Powiat przasnyski",2017,2778
"23720",1423000,"Powiat przysuski",2017,2173
"23721",1424000,"Powiat pułtuski",2017,2521
"23722",1425000,"Powiat radomski",2017,1867
"23723",1426000,"Powiat siedlecki",2017,0
"23724",1427000,"Powiat sierpecki",2017,2260
"23725",1428000,"Powiat sochaczewski",2017,3243
"23726",1429000,"Powiat sokołowski",2017,3302
"23727",1430000,"Powiat szydłowiecki",2017,2811
"23728",1432000,"Powiat warszawski zachodni",2017,5037
"23729",1433000,"Powiat węgrowski",2017,2500
"23730",1434000,"Powiat wołomiński",2017,5099
"23731",1435000,"Powiat wyszkowski",2017,4202
"23732",1436000,"Powiat zwoleński",2017,2341
"23733",1437000,"Powiat żuromiński",2017,2490
"23734",1438000,"Powiat żyrardowski",2017,3087
"23735",1461000,"Powiat m.Ostrołęka",2017,2580
"23736",1462000,"Powiat m.Płock",2017,3209
"23737",1463000,"Powiat m.Radom",2017,2753
"23738",1464000,"Powiat m.Siedlce",2017,3664
"23739",1465000,"Powiat m. st. Warszawa",2017,7708
"23740",1601000,"Powiat brzeski",2017,2479
"23741",1602000,"Powiat głubczycki",2017,1502
"23742",1603000,"Powiat kędzierzyńsko-kozielski",2017,2272
"23743",1604000,"Powiat kluczborski",2017,2367
"23744",1605000,"Powiat krapkowicki",2017,2237
"23745",1606000,"Powiat namysłowski",2017,3251
"23746",1607000,"Powiat nyski",2017,2289
"23747",1608000,"Powiat oleski",2017,2529
"23748",1609000,"Powiat opolski",2017,2364
"23749",1610000,"Powiat prudnicki",2017,1641
"23750",1611000,"Powiat strzelecki",2017,1906
"23751",1661000,"Powiat m.Opole",2017,4187
"23752",1801000,"Powiat bieszczadzki",2017,2075
"23753",1802000,"Powiat brzozowski",2017,2174
"23754",1803000,"Powiat dębicki",2017,2839
"23755",1804000,"Powiat jarosławski",2017,3066
"23756",1805000,"Powiat jasielski",2017,2378
"23757",1806000,"Powiat kolbuszowski",2017,3287
"23758",1807000,"Powiat krośnieński",2017,1832
"23759",1808000,"Powiat leżajski",2017,1906
"23760",1809000,"Powiat lubaczowski",2017,1820
"23761",1810000,"Powiat łańcucki",2017,3611
"23762",1811000,"Powiat mielecki",2017,3319
"23763",1812000,"Powiat niżański",2017,2424
"23764",1813000,"Powiat przemyski",2017,3200
"23765",1814000,"Powiat przeworski",2017,2926
"23766",1815000,"Powiat ropczycko-sędziszowski",2017,3333
"23767",1816000,"Powiat rzeszowski",2017,4034
"23768",1817000,"Powiat sanocki",2017,2696
"23769",1818000,"Powiat stalowowolski",2017,2714
"23770",1819000,"Powiat strzyżowski",2017,2898
"23771",1820000,"Powiat tarnobrzeski",2017,2066
"23772",1821000,"Powiat leski",2017,1994
"23773",1861000,"Powiat m.Krosno",2017,2676
"23774",1862000,"Powiat m.Przemyśl",2017,2807
"23775",1863000,"Powiat m.Rzeszów",2017,4451
"23776",1864000,"Powiat m.Tarnobrzeg",2017,2421
"23777",2001000,"Powiat augustowski",2017,3500
"23778",2002000,"Powiat białostocki",2017,2601
"23779",2003000,"Powiat bielski",2017,0
"23780",2004000,"Powiat grajewski",2017,2476
"23781",2005000,"Powiat hajnowski",2017,2018
"23782",2006000,"Powiat kolneński",2017,2249
"23783",2007000,"Powiat łomżyński",2017,1479
"23784",2008000,"Powiat moniecki",2017,3213
"23785",2009000,"Powiat sejneński",2017,2111
"23786",2010000,"Powiat siemiatycki",2017,2463
"23787",2011000,"Powiat sokólski",2017,1905
"23788",2012000,"Powiat suwalski",2017,1646
"23789",2013000,"Powiat wysokomazowiecki",2017,3878
"23790",2014000,"Powiat zambrowski",2017,2609
"23791",2061000,"Powiat m.Białystok",2017,4124
"23792",2062000,"Powiat m.Łomża",2017,3031
"23793",2063000,"Powiat m.Suwałki",2017,3192
"23794",2201000,"Powiat bytowski",2017,2970
"23795",2202000,"Powiat chojnicki",2017,3046
"23796",2203000,"Powiat człuchowski",2017,1902
"23797",2204000,"Powiat gdański",2017,4432
"23798",2205000,"Powiat kartuski",2017,3378
"23799",2206000,"Powiat kościerski",2017,3059
"23800",2207000,"Powiat kwidzyński",2017,2767
"23801",2208000,"Powiat lęborski",2017,2635
"23802",2209000,"Powiat malborski",2017,2516
"23803",2210000,"Powiat nowodworski",2017,3400
"23804",2211000,"Powiat pucki",2017,4573
"23805",2212000,"Powiat słupski",2017,3242
"23806",2213000,"Powiat starogardzki",2017,3030
"23807",2214000,"Powiat tczewski",2017,3479
"23808",2215000,"Powiat wejherowski",2017,4286
"23809",2216000,"Powiat sztumski",2017,1828
"23810",2261000,"Powiat m.Gdańsk",2017,5891
"23811",2262000,"Powiat m.Gdynia",2017,5500
"23812",2263000,"Powiat m.Słupsk",2017,3205
"23813",2264000,"Powiat m.Sopot",2017,8750
"23814",2401000,"Powiat będziński",2017,2429
"23815",2402000,"Powiat bielski",2017,2641
"23816",2403000,"Powiat cieszyński",2017,2890
"23817",2404000,"Powiat częstochowski",2017,1619
"23818",2405000,"Powiat gliwicki",2017,2527
"23819",2406000,"Powiat kłobucki",2017,2371
"23820",2407000,"Powiat lubliniecki",2017,2727
"23821",2408000,"Powiat mikołowski",2017,2786
"23822",2409000,"Powiat myszkowski",2017,2027
"23823",2410000,"Powiat pszczyński",2017,2396
"23824",2411000,"Powiat raciborski",2017,1825
"23825",2412000,"Powiat rybnicki",2017,2203
"23826",2413000,"Powiat tarnogórski",2017,2294
"23827",2414000,"Powiat bieruńsko-lędziński",2017,2693
"23828",2415000,"Powiat wodzisławski",2017,1931
"23829",2416000,"Powiat zawierciański",2017,1828
"23830",2417000,"Powiat żywiecki",2017,3451
"23831",2461000,"Powiat m.Bielsko-Biała",2017,3266
"23832",2462000,"Powiat m.Bytom",2017,1907
"23833",2463000,"Powiat m.Chorzów",2017,2816
"23834",2464000,"Powiat m.Częstochowa",2017,2834
"23835",2465000,"Powiat m.Dąbrowa Górnicza",2017,2504
"23836",2466000,"Powiat m.Gliwice",2017,3077
"23837",2467000,"Powiat m.Jastrzębie-Zdrój",2017,1975
"23838",2468000,"Powiat m.Jaworzno",2017,2993
"23839",2469000,"Powiat m.Katowice",2017,3448
"23840",2470000,"Powiat m.Mysłowice",2017,2510
"23841",2471000,"Powiat m.Piekary Śląskie",2017,2167
"23842",2472000,"Powiat m.Ruda Śląska",2017,2300
"23843",2473000,"Powiat m.Rybnik",2017,2438
"23844",2474000,"Powiat m.Siemianowice Śląskie",2017,2645
"23845",2475000,"Powiat m.Sosnowiec",2017,2424
"23846",2476000,"Powiat m.Świętochłowice",2017,2229
"23847",2477000,"Powiat m.Tychy",2017,3438
"23848",2478000,"Powiat m.Zabrze",2017,2346
"23849",2479000,"Powiat m.Żory",2017,2432
"23850",2601000,"Powiat buski",2017,3066
"23851",2602000,"Powiat jędrzejowski",2017,2600
"23852",2603000,"Powiat kazimierski",2017,2268
"23853",2604000,"Powiat kielecki",2017,0
"23854",2605000,"Powiat konecki",2017,2483
"23855",2606000,"Powiat opatowski",2017,2537
"23856",2607000,"Powiat ostrowiecki",2017,2113
"23857",2608000,"Powiat pińczowski",2017,2123
"23858",2609000,"Powiat sandomierski",2017,2825
"23859",2610000,"Powiat skarżyski",2017,2000
"23860",2611000,"Powiat starachowicki",2017,2515
"23861",2612000,"Powiat staszowski",2017,2407
"23862",2613000,"Powiat włoszczowski",2017,2631
"23863",2661000,"Powiat m.Kielce",2017,3528
"23864",2801000,"Powiat bartoszycki",2017,2102
"23865",2802000,"Powiat braniewski",2017,2174
"23866",2803000,"Powiat działdowski",2017,2376
"23867",2804000,"Powiat elbląski",2017,1829
"23868",2805000,"Powiat ełcki",2017,2692
"23869",2806000,"Powiat giżycki",2017,2965
"23870",2807000,"Powiat iławski",2017,3228
"23871",2808000,"Powiat kętrzyński",2017,1798
"23872",2809000,"Powiat lidzbarski",2017,2395
"23873",2810000,"Powiat mrągowski",2017,2752
"23874",2811000,"Powiat nidzicki",2017,2174
"23875",2812000,"Powiat nowomiejski",2017,2530
"23876",2813000,"Powiat olecki",2017,2390
"23877",2814000,"Powiat olsztyński",2017,2951
"23878",2815000,"Powiat ostródzki",2017,2543
"23879",2816000,"Powiat piski",2017,2176
"23880",2817000,"Powiat szczycieński",2017,2832
"23881",2818000,"Powiat gołdapski",2017,1640
"23882",2819000,"Powiat węgorzewski",2017,3028
"23883",2861000,"Powiat m.Elbląg",2017,3043
"23884",2862000,"Powiat m.Olsztyn",2017,4149
"23885",3001000,"Powiat chodzieski",2017,2586
"23886",3002000,"Powiat czarnkowsko-trzcianecki",2017,2170
"23887",3003000,"Powiat gnieźnieński",2017,3191
"23888",3004000,"Powiat gostyński",2017,2784
"23889",3005000,"Powiat grodziski",2017,2894
"23890",3006000,"Powiat jarociński",2017,2583
"23891",3007000,"Powiat kaliski",2017,1623
"23892",3008000,"Powiat kępiński",2017,3684
"23893",3009000,"Powiat kolski",2017,2372
"23894",3010000,"Powiat koniński",2017,2407
"23895",3011000,"Powiat kościański",2017,2508
"23896",3012000,"Powiat krotoszyński",2017,2681
"23897",3013000,"Powiat leszczyński",2017,2402
"23898",3014000,"Powiat międzychodzki",2017,2027
"23899",3015000,"Powiat nowotomyski",2017,2903
"23900",3016000,"Powiat obornicki",2017,3370
"23901",3017000,"Powiat ostrowski",2017,2830
"23902",3018000,"Powiat ostrzeszowski",2017,3030
