"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_wypadki_drogowe_na_100_tys_ludnosci_osoba"
"572",1801000,"Powiat bieszczadzki",2003,NA
"573",1802000,"Powiat brzozowski",2003,NA
"574",1803000,"Powiat dębicki",2003,NA
"575",1804000,"Powiat jarosławski",2003,NA
"576",1805000,"Powiat jasielski",2003,NA
"577",1806000,"Powiat kolbuszowski",2003,NA
"578",1807000,"Powiat krośnieński",2003,NA
"579",1808000,"Powiat leżajski",2003,NA
"580",1809000,"Powiat lubaczowski",2003,NA
"581",1810000,"Powiat łańcucki",2003,NA
"582",1811000,"Powiat mielecki",2003,NA
"583",1812000,"Powiat niżański",2003,NA
"584",1813000,"Powiat przemyski",2003,NA
"585",1814000,"Powiat przeworski",2003,NA
"586",1815000,"Powiat ropczycko-sędziszowski",2003,NA
"587",1816000,"Powiat rzeszowski",2003,NA
"588",1817000,"Powiat sanocki",2003,NA
"589",1818000,"Powiat stalowowolski",2003,NA
"590",1819000,"Powiat strzyżowski",2003,NA
"591",1820000,"Powiat tarnobrzeski",2003,NA
"592",1821000,"Powiat leski",2003,NA
"593",1861000,"Powiat m.Krosno",2003,NA
"594",1862000,"Powiat m.Przemyśl",2003,NA
"595",1863000,"Powiat m.Rzeszów",2003,NA
"596",1864000,"Powiat m.Tarnobrzeg",2003,NA
"597",2001000,"Powiat augustowski",2003,NA
"598",2002000,"Powiat białostocki",2003,NA
"599",2003000,"Powiat bielski",2003,NA
"600",2004000,"Powiat grajewski",2003,NA
"601",2005000,"Powiat hajnowski",2003,NA
"602",2006000,"Powiat kolneński",2003,NA
"603",2007000,"Powiat łomżyński",2003,NA
"604",2008000,"Powiat moniecki",2003,NA
"605",2009000,"Powiat sejneński",2003,NA
"606",2010000,"Powiat siemiatycki",2003,NA
"607",2011000,"Powiat sokólski",2003,NA
"608",2012000,"Powiat suwalski",2003,NA
"609",2013000,"Powiat wysokomazowiecki",2003,NA
"610",2014000,"Powiat zambrowski",2003,NA
"611",2061000,"Powiat m.Białystok",2003,NA
"612",2062000,"Powiat m.Łomża",2003,NA
"613",2063000,"Powiat m.Suwałki",2003,NA
"614",2201000,"Powiat bytowski",2003,NA
"615",2202000,"Powiat chojnicki",2003,NA
"616",2203000,"Powiat człuchowski",2003,NA
"617",2204000,"Powiat gdański",2003,NA
"618",2205000,"Powiat kartuski",2003,NA
"619",2206000,"Powiat kościerski",2003,NA
"620",2207000,"Powiat kwidzyński",2003,NA
"621",2208000,"Powiat lęborski",2003,NA
"622",2209000,"Powiat malborski",2003,NA
"623",2210000,"Powiat nowodworski",2003,NA
"624",2211000,"Powiat pucki",2003,NA
"625",2212000,"Powiat słupski",2003,NA
"626",2213000,"Powiat starogardzki",2003,NA
"627",2214000,"Powiat tczewski",2003,NA
"628",2215000,"Powiat wejherowski",2003,NA
"629",2216000,"Powiat sztumski",2003,NA
"630",2261000,"Powiat m.Gdańsk",2003,NA
"631",2262000,"Powiat m.Gdynia",2003,NA
"632",2263000,"Powiat m.Słupsk",2003,NA
"633",2264000,"Powiat m.Sopot",2003,NA
"634",2401000,"Powiat będziński",2003,NA
"635",2402000,"Powiat bielski",2003,NA
"636",2403000,"Powiat cieszyński",2003,NA
"637",2404000,"Powiat częstochowski",2003,NA
"638",2405000,"Powiat gliwicki",2003,NA
"639",2406000,"Powiat kłobucki",2003,NA
"640",2407000,"Powiat lubliniecki",2003,NA
"641",2408000,"Powiat mikołowski",2003,NA
"642",2409000,"Powiat myszkowski",2003,NA
"643",2410000,"Powiat pszczyński",2003,NA
"644",2411000,"Powiat raciborski",2003,NA
"645",2412000,"Powiat rybnicki",2003,NA
"646",2413000,"Powiat tarnogórski",2003,NA
"647",2414000,"Powiat bieruńsko-lędziński",2003,NA
"648",2415000,"Powiat wodzisławski",2003,NA
"649",2416000,"Powiat zawierciański",2003,NA
"650",2417000,"Powiat żywiecki",2003,NA
"651",2461000,"Powiat m.Bielsko-Biała",2003,NA
"652",2462000,"Powiat m.Bytom",2003,NA
"653",2463000,"Powiat m.Chorzów",2003,NA
"654",2464000,"Powiat m.Częstochowa",2003,NA
"655",2465000,"Powiat m.Dąbrowa Górnicza",2003,NA
"656",2466000,"Powiat m.Gliwice",2003,NA
"657",2467000,"Powiat m.Jastrzębie-Zdrój",2003,NA
"658",2468000,"Powiat m.Jaworzno",2003,NA
"659",2469000,"Powiat m.Katowice",2003,NA
"660",2470000,"Powiat m.Mysłowice",2003,NA
"661",2471000,"Powiat m.Piekary Śląskie",2003,NA
"662",2472000,"Powiat m.Ruda Śląska",2003,NA
"663",2473000,"Powiat m.Rybnik",2003,NA
"664",2474000,"Powiat m.Siemianowice Śląskie",2003,NA
"665",2475000,"Powiat m.Sosnowiec",2003,NA
"666",2476000,"Powiat m.Świętochłowice",2003,NA
"667",2477000,"Powiat m.Tychy",2003,NA
"668",2478000,"Powiat m.Zabrze",2003,NA
"669",2479000,"Powiat m.Żory",2003,NA
"670",2601000,"Powiat buski",2003,NA
"671",2602000,"Powiat jędrzejowski",2003,NA
"672",2603000,"Powiat kazimierski",2003,NA
"673",2604000,"Powiat kielecki",2003,NA
"674",2605000,"Powiat konecki",2003,NA
"675",2606000,"Powiat opatowski",2003,NA
"676",2607000,"Powiat ostrowiecki",2003,NA
"677",2608000,"Powiat pińczowski",2003,NA
"678",2609000,"Powiat sandomierski",2003,NA
"679",2610000,"Powiat skarżyski",2003,NA
"680",2611000,"Powiat starachowicki",2003,NA
"681",2612000,"Powiat staszowski",2003,NA
"682",2613000,"Powiat włoszczowski",2003,NA
"683",2661000,"Powiat m.Kielce",2003,NA
"684",2801000,"Powiat bartoszycki",2003,NA
"685",2802000,"Powiat braniewski",2003,NA
"686",2803000,"Powiat działdowski",2003,NA
"687",2804000,"Powiat elbląski",2003,NA
"688",2805000,"Powiat ełcki",2003,NA
"689",2806000,"Powiat giżycki",2003,NA
"690",2807000,"Powiat iławski",2003,NA
"691",2808000,"Powiat kętrzyński",2003,NA
"692",2809000,"Powiat lidzbarski",2003,NA
"693",2810000,"Powiat mrągowski",2003,NA
"694",2811000,"Powiat nidzicki",2003,NA
"695",2812000,"Powiat nowomiejski",2003,NA
"696",2813000,"Powiat olecki",2003,NA
"697",2814000,"Powiat olsztyński",2003,NA
"698",2815000,"Powiat ostródzki",2003,NA
"699",2816000,"Powiat piski",2003,NA
"700",2817000,"Powiat szczycieński",2003,NA
"701",2818000,"Powiat gołdapski",2003,NA
"702",2819000,"Powiat węgorzewski",2003,NA
"703",2861000,"Powiat m.Elbląg",2003,NA
"704",2862000,"Powiat m.Olsztyn",2003,NA
"705",3001000,"Powiat chodzieski",2003,NA
"706",3002000,"Powiat czarnkowsko-trzcianecki",2003,NA
"707",3003000,"Powiat gnieźnieński",2003,NA
"708",3004000,"Powiat gostyński",2003,NA
"709",3005000,"Powiat grodziski",2003,NA
"710",3006000,"Powiat jarociński",2003,NA
"711",3007000,"Powiat kaliski",2003,NA
"712",3008000,"Powiat kępiński",2003,NA
"713",3009000,"Powiat kolski",2003,NA
"714",3010000,"Powiat koniński",2003,NA
"715",3011000,"Powiat kościański",2003,NA
"716",3012000,"Powiat krotoszyński",2003,NA
"717",3013000,"Powiat leszczyński",2003,NA
"718",3014000,"Powiat międzychodzki",2003,NA
"719",3015000,"Powiat nowotomyski",2003,NA
"720",3016000,"Powiat obornicki",2003,NA
"721",3017000,"Powiat ostrowski",2003,NA
"722",3018000,"Powiat ostrzeszowski",2003,NA
"723",3019000,"Powiat pilski",2003,NA
"724",3020000,"Powiat pleszewski",2003,NA
"725",3021000,"Powiat poznański",2003,NA
"726",3022000,"Powiat rawicki",2003,NA
"727",3023000,"Powiat słupecki",2003,NA
"728",3024000,"Powiat szamotulski",2003,NA
"729",3025000,"Powiat średzki",2003,NA
"730",3026000,"Powiat śremski",2003,NA
"731",3027000,"Powiat turecki",2003,NA
"732",3028000,"Powiat wągrowiecki",2003,NA
"733",3029000,"Powiat wolsztyński",2003,NA
"734",3030000,"Powiat wrzesiński",2003,NA
"735",3031000,"Powiat złotowski",2003,NA
"736",3061000,"Powiat m.Kalisz",2003,NA
"737",3062000,"Powiat m.Konin",2003,NA
"738",3063000,"Powiat m.Leszno",2003,NA
"739",3064000,"Powiat m.Poznań",2003,NA
"740",3201000,"Powiat białogardzki",2003,NA
"741",3202000,"Powiat choszczeński",2003,NA
"742",3203000,"Powiat drawski",2003,NA
"743",3204000,"Powiat goleniowski",2003,NA
"744",3205000,"Powiat gryficki",2003,NA
"745",3206000,"Powiat gryfiński",2003,NA
"746",3207000,"Powiat kamieński",2003,NA
"747",3208000,"Powiat kołobrzeski",2003,NA
"748",3209000,"Powiat koszaliński",2003,NA
"749",3210000,"Powiat myśliborski",2003,NA
"750",3211000,"Powiat policki",2003,NA
"751",3212000,"Powiat pyrzycki",2003,NA
"752",3213000,"Powiat sławieński",2003,NA
"753",3214000,"Powiat stargardzki",2003,NA
"754",3215000,"Powiat szczecinecki",2003,NA
"755",3216000,"Powiat świdwiński",2003,NA
"756",3217000,"Powiat wałecki",2003,NA
"757",3218000,"Powiat łobeski",2003,NA
"758",3261000,"Powiat m.Koszalin",2003,NA
"759",3262000,"Powiat m.Szczecin",2003,NA
"760",3263000,"Powiat m.Świnoujście",2003,NA
"761",201000,"Powiat bolesławiecki",2004,NA
"762",202000,"Powiat dzierżoniowski",2004,NA
"763",203000,"Powiat głogowski",2004,NA
"764",204000,"Powiat górowski",2004,NA
"765",205000,"Powiat jaworski",2004,NA
"766",206000,"Powiat jeleniogórski",2004,NA
"767",207000,"Powiat kamiennogórski",2004,NA
"768",208000,"Powiat kłodzki",2004,NA
"769",209000,"Powiat legnicki",2004,NA
"770",210000,"Powiat lubański",2004,NA
"771",211000,"Powiat lubiński",2004,NA
"772",212000,"Powiat lwówecki",2004,NA
"773",213000,"Powiat milicki",2004,NA
"774",214000,"Powiat oleśnicki",2004,NA
"775",215000,"Powiat oławski",2004,NA
"776",216000,"Powiat polkowicki",2004,NA
"777",217000,"Powiat strzeliński",2004,NA
"778",218000,"Powiat średzki",2004,NA
"779",219000,"Powiat świdnicki",2004,NA
"780",220000,"Powiat trzebnicki",2004,NA
"781",221000,"Powiat wałbrzyski",2004,NA
"782",222000,"Powiat wołowski",2004,NA
"783",223000,"Powiat wrocławski",2004,NA
"784",224000,"Powiat ząbkowicki",2004,NA
"785",225000,"Powiat zgorzelecki",2004,NA
"786",226000,"Powiat złotoryjski",2004,NA
"787",261000,"Powiat m.Jelenia Góra",2004,NA
"788",262000,"Powiat m.Legnica",2004,NA
"789",264000,"Powiat m.Wrocław",2004,NA
"790",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"791",401000,"Powiat aleksandrowski",2004,NA
"792",402000,"Powiat brodnicki",2004,NA
"793",403000,"Powiat bydgoski",2004,NA
"794",404000,"Powiat chełmiński",2004,NA
"795",405000,"Powiat golubsko-dobrzyński",2004,NA
"796",406000,"Powiat grudziądzki",2004,NA
"797",407000,"Powiat inowrocławski",2004,NA
"798",408000,"Powiat lipnowski",2004,NA
"799",409000,"Powiat mogileński",2004,NA
"800",410000,"Powiat nakielski",2004,NA
"801",411000,"Powiat radziejowski",2004,NA
"802",412000,"Powiat rypiński",2004,NA
"803",413000,"Powiat sępoleński",2004,NA
"804",414000,"Powiat świecki",2004,NA
"805",415000,"Powiat toruński",2004,NA
"806",416000,"Powiat tucholski",2004,NA
"807",417000,"Powiat wąbrzeski",2004,NA
"808",418000,"Powiat włocławski",2004,NA
"809",419000,"Powiat żniński",2004,NA
"810",461000,"Powiat m.Bydgoszcz",2004,NA
"811",462000,"Powiat m.Grudziądz",2004,NA
"812",463000,"Powiat m.Toruń",2004,NA
"813",464000,"Powiat m.Włocławek",2004,NA
"814",601000,"Powiat bialski",2004,NA
"815",602000,"Powiat biłgorajski",2004,NA
"816",603000,"Powiat chełmski",2004,NA
"817",604000,"Powiat hrubieszowski",2004,NA
"818",605000,"Powiat janowski",2004,NA
"819",606000,"Powiat krasnostawski",2004,NA
"820",607000,"Powiat kraśnicki",2004,NA
"821",608000,"Powiat lubartowski",2004,NA
"822",609000,"Powiat lubelski",2004,NA
"823",610000,"Powiat łęczyński",2004,NA
"824",611000,"Powiat łukowski",2004,NA
"825",612000,"Powiat opolski",2004,NA
"826",613000,"Powiat parczewski",2004,NA
"827",614000,"Powiat puławski",2004,NA
"828",615000,"Powiat radzyński",2004,NA
"829",616000,"Powiat rycki",2004,NA
"830",617000,"Powiat świdnicki",2004,NA
"831",618000,"Powiat tomaszowski",2004,NA
"832",619000,"Powiat włodawski",2004,NA
"833",620000,"Powiat zamojski",2004,NA
"834",661000,"Powiat m.Biała Podlaska",2004,NA
"835",662000,"Powiat m.Chełm",2004,NA
"836",663000,"Powiat m.Lublin",2004,NA
"837",664000,"Powiat m.Zamość",2004,NA
"838",801000,"Powiat gorzowski",2004,NA
"839",802000,"Powiat krośnieński",2004,NA
"840",803000,"Powiat międzyrzecki",2004,NA
"841",804000,"Powiat nowosolski",2004,NA
"842",805000,"Powiat słubicki",2004,NA
"843",806000,"Powiat strzelecko-drezdenecki",2004,NA
"844",807000,"Powiat sulęciński",2004,NA
"845",808000,"Powiat świebodziński",2004,NA
"846",809000,"Powiat zielonogórski",2004,NA
"847",810000,"Powiat żagański",2004,NA
"848",811000,"Powiat żarski",2004,NA
"849",812000,"Powiat wschowski",2004,NA
"850",861000,"Powiat m.Gorzów Wielkopolski",2004,NA
"851",862000,"Powiat m.Zielona Góra",2004,NA
"852",1001000,"Powiat bełchatowski",2004,NA
"853",1002000,"Powiat kutnowski",2004,NA
"854",1003000,"Powiat łaski",2004,NA
"855",1004000,"Powiat łęczycki",2004,NA
"856",1005000,"Powiat łowicki",2004,NA
"857",1006000,"Powiat łódzki wschodni",2004,NA
"858",1007000,"Powiat opoczyński",2004,NA
"859",1008000,"Powiat pabianicki",2004,NA
"860",1009000,"Powiat pajęczański",2004,NA
"861",1010000,"Powiat piotrkowski",2004,NA
"862",1011000,"Powiat poddębicki",2004,NA
"863",1012000,"Powiat radomszczański",2004,NA
"864",1013000,"Powiat rawski",2004,NA
"865",1014000,"Powiat sieradzki",2004,NA
"866",1015000,"Powiat skierniewicki",2004,NA
"867",1016000,"Powiat tomaszowski",2004,NA
"868",1017000,"Powiat wieluński",2004,NA
"869",1018000,"Powiat wieruszowski",2004,NA
"870",1019000,"Powiat zduńskowolski",2004,NA
"871",1020000,"Powiat zgierski",2004,NA
"872",1021000,"Powiat brzeziński",2004,NA
"873",1061000,"Powiat m.Łódź",2004,NA
"874",1062000,"Powiat m.Piotrków Trybunalski",2004,NA
"875",1063000,"Powiat m.Skierniewice",2004,NA
"876",1201000,"Powiat bocheński",2004,NA
"877",1202000,"Powiat brzeski",2004,NA
"878",1203000,"Powiat chrzanowski",2004,NA
"879",1204000,"Powiat dąbrowski",2004,NA
"880",1205000,"Powiat gorlicki",2004,NA
"881",1206000,"Powiat krakowski",2004,NA
"882",1207000,"Powiat limanowski",2004,NA
"883",1208000,"Powiat miechowski",2004,NA
"884",1209000,"Powiat myślenicki",2004,NA
"885",1210000,"Powiat nowosądecki",2004,NA
"886",1211000,"Powiat nowotarski",2004,NA
"887",1212000,"Powiat olkuski",2004,NA
"888",1213000,"Powiat oświęcimski",2004,NA
"889",1214000,"Powiat proszowicki",2004,NA
"890",1215000,"Powiat suski",2004,NA
"891",1216000,"Powiat tarnowski",2004,NA
"892",1217000,"Powiat tatrzański",2004,NA
"893",1218000,"Powiat wadowicki",2004,NA
"894",1219000,"Powiat wielicki",2004,NA
"895",1261000,"Powiat m.Kraków",2004,NA
"896",1262000,"Powiat m.Nowy Sącz",2004,NA
"897",1263000,"Powiat m.Tarnów",2004,NA
"898",1401000,"Powiat białobrzeski",2004,NA
"899",1402000,"Powiat ciechanowski",2004,NA
"900",1403000,"Powiat garwoliński",2004,NA
"901",1404000,"Powiat gostyniński",2004,NA
"902",1405000,"Powiat grodziski",2004,NA
"903",1406000,"Powiat grójecki",2004,NA
"904",1407000,"Powiat kozienicki",2004,NA
"905",1408000,"Powiat legionowski",2004,NA
"906",1409000,"Powiat lipski",2004,NA
"907",1410000,"Powiat łosicki",2004,NA
"908",1411000,"Powiat makowski",2004,NA
"909",1412000,"Powiat miński",2004,NA
"910",1413000,"Powiat mławski",2004,NA
"911",1414000,"Powiat nowodworski",2004,NA
"912",1415000,"Powiat ostrołęcki",2004,NA
"913",1416000,"Powiat ostrowski",2004,NA
"914",1417000,"Powiat otwocki",2004,NA
"915",1418000,"Powiat piaseczyński",2004,NA
"916",1419000,"Powiat płocki",2004,NA
"917",1420000,"Powiat płoński",2004,NA
"918",1421000,"Powiat pruszkowski",2004,NA
"919",1422000,"Powiat przasnyski",2004,NA
"920",1423000,"Powiat przysuski",2004,NA
"921",1424000,"Powiat pułtuski",2004,NA
"922",1425000,"Powiat radomski",2004,NA
"923",1426000,"Powiat siedlecki",2004,NA
"924",1427000,"Powiat sierpecki",2004,NA
"925",1428000,"Powiat sochaczewski",2004,NA
"926",1429000,"Powiat sokołowski",2004,NA
"927",1430000,"Powiat szydłowiecki",2004,NA
"928",1432000,"Powiat warszawski zachodni",2004,NA
"929",1433000,"Powiat węgrowski",2004,NA
"930",1434000,"Powiat wołomiński",2004,NA
"931",1435000,"Powiat wyszkowski",2004,NA
"932",1436000,"Powiat zwoleński",2004,NA
"933",1437000,"Powiat żuromiński",2004,NA
"934",1438000,"Powiat żyrardowski",2004,NA
"935",1461000,"Powiat m.Ostrołęka",2004,NA
"936",1462000,"Powiat m.Płock",2004,NA
"937",1463000,"Powiat m.Radom",2004,NA
"938",1464000,"Powiat m.Siedlce",2004,NA
"939",1465000,"Powiat m. st. Warszawa",2004,NA
"940",1601000,"Powiat brzeski",2004,NA
"941",1602000,"Powiat głubczycki",2004,NA
"942",1603000,"Powiat kędzierzyńsko-kozielski",2004,NA
"943",1604000,"Powiat kluczborski",2004,NA
"944",1605000,"Powiat krapkowicki",2004,NA
"945",1606000,"Powiat namysłowski",2004,NA
"946",1607000,"Powiat nyski",2004,NA
"947",1608000,"Powiat oleski",2004,NA
"948",1609000,"Powiat opolski",2004,NA
"949",1610000,"Powiat prudnicki",2004,NA
"950",1611000,"Powiat strzelecki",2004,NA
"951",1661000,"Powiat m.Opole",2004,NA
"952",1801000,"Powiat bieszczadzki",2004,NA
"953",1802000,"Powiat brzozowski",2004,NA
"954",1803000,"Powiat dębicki",2004,NA
"955",1804000,"Powiat jarosławski",2004,NA
"956",1805000,"Powiat jasielski",2004,NA
"957",1806000,"Powiat kolbuszowski",2004,NA
"958",1807000,"Powiat krośnieński",2004,NA
"959",1808000,"Powiat leżajski",2004,NA
"960",1809000,"Powiat lubaczowski",2004,NA
"961",1810000,"Powiat łańcucki",2004,NA
"962",1811000,"Powiat mielecki",2004,NA
"963",1812000,"Powiat niżański",2004,NA
"964",1813000,"Powiat przemyski",2004,NA
"965",1814000,"Powiat przeworski",2004,NA
"966",1815000,"Powiat ropczycko-sędziszowski",2004,NA
"967",1816000,"Powiat rzeszowski",2004,NA
"968",1817000,"Powiat sanocki",2004,NA
"969",1818000,"Powiat stalowowolski",2004,NA
"970",1819000,"Powiat strzyżowski",2004,NA
"971",1820000,"Powiat tarnobrzeski",2004,NA
"972",1821000,"Powiat leski",2004,NA
"973",1861000,"Powiat m.Krosno",2004,NA
"974",1862000,"Powiat m.Przemyśl",2004,NA
"975",1863000,"Powiat m.Rzeszów",2004,NA
"976",1864000,"Powiat m.Tarnobrzeg",2004,NA
"977",2001000,"Powiat augustowski",2004,NA
"978",2002000,"Powiat białostocki",2004,NA
"979",2003000,"Powiat bielski",2004,NA
"980",2004000,"Powiat grajewski",2004,NA
"981",2005000,"Powiat hajnowski",2004,NA
"982",2006000,"Powiat kolneński",2004,NA
"983",2007000,"Powiat łomżyński",2004,NA
"984",2008000,"Powiat moniecki",2004,NA
"985",2009000,"Powiat sejneński",2004,NA
"986",2010000,"Powiat siemiatycki",2004,NA
"987",2011000,"Powiat sokólski",2004,NA
"988",2012000,"Powiat suwalski",2004,NA
"989",2013000,"Powiat wysokomazowiecki",2004,NA
"990",2014000,"Powiat zambrowski",2004,NA
"991",2061000,"Powiat m.Białystok",2004,NA
"992",2062000,"Powiat m.Łomża",2004,NA
"993",2063000,"Powiat m.Suwałki",2004,NA
"994",2201000,"Powiat bytowski",2004,NA
"995",2202000,"Powiat chojnicki",2004,NA
"996",2203000,"Powiat człuchowski",2004,NA
"997",2204000,"Powiat gdański",2004,NA
"998",2205000,"Powiat kartuski",2004,NA
"999",2206000,"Powiat kościerski",2004,NA
"1000",2207000,"Powiat kwidzyński",2004,NA
"1001",2208000,"Powiat lęborski",2004,NA
"1002",2209000,"Powiat malborski",2004,NA
"1003",2210000,"Powiat nowodworski",2004,NA
"1004",2211000,"Powiat pucki",2004,NA
"1005",2212000,"Powiat słupski",2004,NA
"1006",2213000,"Powiat starogardzki",2004,NA
"1007",2214000,"Powiat tczewski",2004,NA
"1008",2215000,"Powiat wejherowski",2004,NA
"1009",2216000,"Powiat sztumski",2004,NA
"1010",2261000,"Powiat m.Gdańsk",2004,NA
"1011",2262000,"Powiat m.Gdynia",2004,NA
"1012",2263000,"Powiat m.Słupsk",2004,NA
"1013",2264000,"Powiat m.Sopot",2004,NA
"1014",2401000,"Powiat będziński",2004,NA
"1015",2402000,"Powiat bielski",2004,NA
"1016",2403000,"Powiat cieszyński",2004,NA
"1017",2404000,"Powiat częstochowski",2004,NA
"1018",2405000,"Powiat gliwicki",2004,NA
"1019",2406000,"Powiat kłobucki",2004,NA
"1020",2407000,"Powiat lubliniecki",2004,NA
"1021",2408000,"Powiat mikołowski",2004,NA
"1022",2409000,"Powiat myszkowski",2004,NA
"1023",2410000,"Powiat pszczyński",2004,NA
"1024",2411000,"Powiat raciborski",2004,NA
"1025",2412000,"Powiat rybnicki",2004,NA
"1026",2413000,"Powiat tarnogórski",2004,NA
"1027",2414000,"Powiat bieruńsko-lędziński",2004,NA
"1028",2415000,"Powiat wodzisławski",2004,NA
"1029",2416000,"Powiat zawierciański",2004,NA
"1030",2417000,"Powiat żywiecki",2004,NA
"1031",2461000,"Powiat m.Bielsko-Biała",2004,NA
"1032",2462000,"Powiat m.Bytom",2004,NA
"1033",2463000,"Powiat m.Chorzów",2004,NA
"1034",2464000,"Powiat m.Częstochowa",2004,NA
"1035",2465000,"Powiat m.Dąbrowa Górnicza",2004,NA
"1036",2466000,"Powiat m.Gliwice",2004,NA
"1037",2467000,"Powiat m.Jastrzębie-Zdrój",2004,NA
"1038",2468000,"Powiat m.Jaworzno",2004,NA
"1039",2469000,"Powiat m.Katowice",2004,NA
"1040",2470000,"Powiat m.Mysłowice",2004,NA
"1041",2471000,"Powiat m.Piekary Śląskie",2004,NA
"1042",2472000,"Powiat m.Ruda Śląska",2004,NA
"1043",2473000,"Powiat m.Rybnik",2004,NA
"1044",2474000,"Powiat m.Siemianowice Śląskie",2004,NA
"1045",2475000,"Powiat m.Sosnowiec",2004,NA
"1046",2476000,"Powiat m.Świętochłowice",2004,NA
"1047",2477000,"Powiat m.Tychy",2004,NA
"1048",2478000,"Powiat m.Zabrze",2004,NA
"1049",2479000,"Powiat m.Żory",2004,NA
"1050",2601000,"Powiat buski",2004,NA
"1051",2602000,"Powiat jędrzejowski",2004,NA
"1052",2603000,"Powiat kazimierski",2004,NA
"1053",2604000,"Powiat kielecki",2004,NA
"1054",2605000,"Powiat konecki",2004,NA
"1055",2606000,"Powiat opatowski",2004,NA
"1056",2607000,"Powiat ostrowiecki",2004,NA
"1057",2608000,"Powiat pińczowski",2004,NA
"1058",2609000,"Powiat sandomierski",2004,NA
"1059",2610000,"Powiat skarżyski",2004,NA
"1060",2611000,"Powiat starachowicki",2004,NA
"1061",2612000,"Powiat staszowski",2004,NA
"1062",2613000,"Powiat włoszczowski",2004,NA
"1063",2661000,"Powiat m.Kielce",2004,NA
