"","Kod","Nazwa","rok","Dochody_powiatu_na_1_mieszkanca_ogolem_zl"
"609",3030000,"Powiat wrzesiński",2003,428
"610",3031000,"Powiat złotowski",2003,433
"611",3201000,"Powiat białogardzki",2003,861
"612",3202000,"Powiat choszczeński",2003,472
"613",3203000,"Powiat drawski",2003,485
"614",3204000,"Powiat goleniowski",2003,519
"615",3205000,"Powiat gryficki",2003,595
"616",3206000,"Powiat gryfiński",2003,503
"617",3207000,"Powiat kamieński",2003,625
"618",3208000,"Powiat kołobrzeski",2003,520
"619",3209000,"Powiat koszaliński",2003,598
"620",3210000,"Powiat myśliborski",2003,535
"621",3211000,"Powiat policki",2003,487
"622",3212000,"Powiat pyrzycki",2003,514
"623",3213000,"Powiat sławieński",2003,477
"624",3214000,"Powiat stargardzki",2003,448
"625",3215000,"Powiat szczecinecki",2003,597
"626",3216000,"Powiat świdwiński",2003,541
"627",3217000,"Powiat wałecki",2003,380
"628",3218000,"Powiat łobeski",2003,452
"629",201000,"Powiat bolesławiecki",2004,441
"630",202000,"Powiat dzierżoniowski",2004,501
"631",203000,"Powiat głogowski",2004,624
"632",204000,"Powiat górowski",2004,584
"633",205000,"Powiat jaworski",2004,616
"634",206000,"Powiat jeleniogórski",2004,664
"635",207000,"Powiat kamiennogórski",2004,538
"636",208000,"Powiat kłodzki",2004,617
"637",209000,"Powiat legnicki",2004,700
"638",210000,"Powiat lubański",2004,550
"639",211000,"Powiat lubiński",2004,487
"640",212000,"Powiat lwówecki",2004,670
"641",213000,"Powiat milicki",2004,819
"642",214000,"Powiat oleśnicki",2004,549
"643",215000,"Powiat oławski",2004,430
"644",216000,"Powiat polkowicki",2004,370
"645",217000,"Powiat strzeliński",2004,571
"646",218000,"Powiat średzki",2004,432
"647",219000,"Powiat świdnicki",2004,541
"648",220000,"Powiat trzebnicki",2004,455
"649",221000,"Powiat wałbrzyski",2004,504
"650",222000,"Powiat wołowski",2004,588
"651",223000,"Powiat wrocławski",2004,498
"652",224000,"Powiat ząbkowicki",2004,673
"653",225000,"Powiat zgorzelecki",2004,520
"654",226000,"Powiat złotoryjski",2004,570
"655",401000,"Powiat aleksandrowski",2004,519
"656",402000,"Powiat brodnicki",2004,440
"657",403000,"Powiat bydgoski",2004,342
"658",404000,"Powiat chełmiński",2004,632
"659",405000,"Powiat golubsko-dobrzyński",2004,474
"660",406000,"Powiat grudziądzki",2004,289
"661",407000,"Powiat inowrocławski",2004,514
"662",408000,"Powiat lipnowski",2004,424
"663",409000,"Powiat mogileński",2004,592
"664",410000,"Powiat nakielski",2004,439
"665",411000,"Powiat radziejowski",2004,595
"666",412000,"Powiat rypiński",2004,486
"667",413000,"Powiat sępoleński",2004,619
"668",414000,"Powiat świecki",2004,422
"669",415000,"Powiat toruński",2004,460
"670",416000,"Powiat tucholski",2004,637
"671",417000,"Powiat wąbrzeski",2004,520
"672",418000,"Powiat włocławski",2004,419
"673",419000,"Powiat żniński",2004,520
"674",601000,"Powiat bialski",2004,459
"675",602000,"Powiat biłgorajski",2004,639
"676",603000,"Powiat chełmski",2004,410
"677",604000,"Powiat hrubieszowski",2004,464
"678",605000,"Powiat janowski",2004,547
"679",606000,"Powiat krasnostawski",2004,644
"680",607000,"Powiat kraśnicki",2004,500
"681",608000,"Powiat lubartowski",2004,423
"682",609000,"Powiat lubelski",2004,390
"683",610000,"Powiat łęczyński",2004,468
"684",611000,"Powiat łukowski",2004,504
"685",612000,"Powiat opolski",2004,402
"686",613000,"Powiat parczewski",2004,538
"687",614000,"Powiat puławski",2004,457
"688",615000,"Powiat radzyński",2004,415
"689",616000,"Powiat rycki",2004,518
"690",617000,"Powiat świdnicki",2004,457
"691",618000,"Powiat tomaszowski",2004,528
"692",619000,"Powiat włodawski",2004,685
"693",620000,"Powiat zamojski",2004,274
"694",801000,"Powiat gorzowski",2004,459
"695",802000,"Powiat krośnieński",2004,536
"696",803000,"Powiat międzyrzecki",2004,618
"697",804000,"Powiat nowosolski",2004,528
"698",805000,"Powiat słubicki",2004,569
"699",806000,"Powiat strzelecko-drezdenecki",2004,572
"700",807000,"Powiat sulęciński",2004,619
"701",808000,"Powiat świebodziński",2004,735
"702",809000,"Powiat zielonogórski",2004,492
"703",810000,"Powiat żagański",2004,488
"704",811000,"Powiat żarski",2004,615
"705",812000,"Powiat wschowski",2004,598
"706",1001000,"Powiat bełchatowski",2004,469
"707",1002000,"Powiat kutnowski",2004,612
"708",1003000,"Powiat łaski",2004,461
"709",1004000,"Powiat łęczycki",2004,586
"710",1005000,"Powiat łowicki",2004,482
"711",1006000,"Powiat łódzki wschodni",2004,427
"712",1007000,"Powiat opoczyński",2004,426
"713",1008000,"Powiat pabianicki",2004,424
"714",1009000,"Powiat pajęczański",2004,351
"715",1010000,"Powiat piotrkowski",2004,351
"716",1011000,"Powiat poddębicki",2004,608
"717",1012000,"Powiat radomszczański",2004,548
"718",1013000,"Powiat rawski",2004,615
"719",1014000,"Powiat sieradzki",2004,546
"720",1015000,"Powiat skierniewicki",2004,259
"721",1016000,"Powiat tomaszowski",2004,469
"722",1017000,"Powiat wieluński",2004,494
"723",1018000,"Powiat wieruszowski",2004,510
"724",1019000,"Powiat zduńskowolski",2004,525
"725",1020000,"Powiat zgierski",2004,450
"726",1021000,"Powiat brzeziński",2004,544
"727",1201000,"Powiat bocheński",2004,459
"728",1202000,"Powiat brzeski",2004,429
"729",1203000,"Powiat chrzanowski",2004,390
"730",1204000,"Powiat dąbrowski",2004,398
"731",1205000,"Powiat gorlicki",2004,544
"732",1206000,"Powiat krakowski",2004,309
"733",1207000,"Powiat limanowski",2004,471
"734",1208000,"Powiat miechowski",2004,660
"735",1209000,"Powiat myślenicki",2004,423
"736",1210000,"Powiat nowosądecki",2004,323
"737",1211000,"Powiat nowotarski",2004,425
"738",1212000,"Powiat olkuski",2004,451
"739",1213000,"Powiat oświęcimski",2004,547
"740",1214000,"Powiat proszowicki",2004,459
"741",1215000,"Powiat suski",2004,519
"742",1216000,"Powiat tarnowski",2004,308
"743",1217000,"Powiat tatrzański",2004,539
"744",1218000,"Powiat wadowicki",2004,448
"745",1219000,"Powiat wielicki",2004,273
"746",1401000,"Powiat białobrzeski",2004,459
"747",1402000,"Powiat ciechanowski",2004,563
"748",1403000,"Powiat garwoliński",2004,586
"749",1404000,"Powiat gostyniński",2004,578
"750",1405000,"Powiat grodziski",2004,683
"751",1406000,"Powiat grójecki",2004,437
"752",1407000,"Powiat kozienicki",2004,502
"753",1408000,"Powiat legionowski",2004,371
"754",1409000,"Powiat lipski",2004,665
"755",1410000,"Powiat łosicki",2004,579
"756",1411000,"Powiat makowski",2004,549
"757",1412000,"Powiat miński",2004,472
"758",1413000,"Powiat mławski",2004,459
"759",1414000,"Powiat nowodworski",2004,387
"760",1415000,"Powiat ostrołęcki",2004,436
"761",1416000,"Powiat ostrowski",2004,464
"762",1417000,"Powiat otwocki",2004,471
"763",1418000,"Powiat piaseczyński",2004,629
"764",1419000,"Powiat płocki",2004,472
"765",1420000,"Powiat płoński",2004,487
"766",1421000,"Powiat pruszkowski",2004,439
"767",1422000,"Powiat przasnyski",2004,628
"768",1423000,"Powiat przysuski",2004,658
"769",1424000,"Powiat pułtuski",2004,631
"770",1425000,"Powiat radomski",2004,421
"771",1426000,"Powiat siedlecki",2004,231
"772",1427000,"Powiat sierpecki",2004,511
"773",1428000,"Powiat sochaczewski",2004,475
"774",1429000,"Powiat sokołowski",2004,515
"775",1430000,"Powiat szydłowiecki",2004,444
"776",1432000,"Powiat warszawski zachodni",2004,479
"777",1433000,"Powiat węgrowski",2004,492
"778",1434000,"Powiat wołomiński",2004,293
"779",1435000,"Powiat wyszkowski",2004,541
"780",1436000,"Powiat zwoleński",2004,429
"781",1437000,"Powiat żuromiński",2004,535
"782",1438000,"Powiat żyrardowski",2004,447
"783",1601000,"Powiat brzeski",2004,589
"784",1602000,"Powiat głubczycki",2004,720
"785",1603000,"Powiat kędzierzyńsko-kozielski",2004,457
"786",1604000,"Powiat kluczborski",2004,601
"787",1605000,"Powiat krapkowicki",2004,297
"788",1606000,"Powiat namysłowski",2004,503
"789",1607000,"Powiat nyski",2004,491
"790",1608000,"Powiat oleski",2004,491
"791",1609000,"Powiat opolski",2004,312
"792",1610000,"Powiat prudnicki",2004,493
"793",1611000,"Powiat strzelecki",2004,464
"794",1801000,"Powiat bieszczadzki",2004,723
"795",1802000,"Powiat brzozowski",2004,429
"796",1803000,"Powiat dębicki",2004,493
"797",1804000,"Powiat jarosławski",2004,566
"798",1805000,"Powiat jasielski",2004,479
"799",1806000,"Powiat kolbuszowski",2004,393
"800",1807000,"Powiat krośnieński",2004,334
"801",1808000,"Powiat leżajski",2004,569
"802",1809000,"Powiat lubaczowski",2004,863
"803",1810000,"Powiat łańcucki",2004,408
"804",1811000,"Powiat mielecki",2004,516
"805",1812000,"Powiat niżański",2004,381
"806",1813000,"Powiat przemyski",2004,290
"807",1814000,"Powiat przeworski",2004,372
"808",1815000,"Powiat ropczycko-sędziszowski",2004,486
"809",1816000,"Powiat rzeszowski",2004,309
"810",1817000,"Powiat sanocki",2004,476
"811",1818000,"Powiat stalowowolski",2004,469
"812",1819000,"Powiat strzyżowski",2004,479
"813",1820000,"Powiat tarnobrzeski",2004,457
"814",1821000,"Powiat leski",2004,660
"815",2001000,"Powiat augustowski",2004,567
"816",2002000,"Powiat białostocki",2004,463
"817",2003000,"Powiat bielski",2004,593
"818",2004000,"Powiat grajewski",2004,497
"819",2005000,"Powiat hajnowski",2004,520
"820",2006000,"Powiat kolneński",2004,372
"821",2007000,"Powiat łomżyński",2004,382
"822",2008000,"Powiat moniecki",2004,445
"823",2009000,"Powiat sejneński",2004,597
"824",2010000,"Powiat siemiatycki",2004,511
"825",2011000,"Powiat sokólski",2004,458
"826",2012000,"Powiat suwalski",2004,463
"827",2013000,"Powiat wysokomazowiecki",2004,561
"828",2014000,"Powiat zambrowski",2004,520
"829",2201000,"Powiat bytowski",2004,588
"830",2202000,"Powiat chojnicki",2004,553
"831",2203000,"Powiat człuchowski",2004,711
"832",2204000,"Powiat gdański",2004,293
"833",2205000,"Powiat kartuski",2004,429
"834",2206000,"Powiat kościerski",2004,583
"835",2207000,"Powiat kwidzyński",2004,675
"836",2208000,"Powiat lęborski",2004,673
"837",2209000,"Powiat malborski",2004,645
"838",2210000,"Powiat nowodworski",2004,575
"839",2211000,"Powiat pucki",2004,486
"840",2212000,"Powiat słupski",2004,482
"841",2213000,"Powiat starogardzki",2004,515
"842",2214000,"Powiat tczewski",2004,575
"843",2215000,"Powiat wejherowski",2004,423
"844",2216000,"Powiat sztumski",2004,562
"845",2401000,"Powiat będziński",2004,406
"846",2402000,"Powiat bielski",2004,292
"847",2403000,"Powiat cieszyński",2004,529
"848",2404000,"Powiat częstochowski",2004,273
"849",2405000,"Powiat gliwicki",2004,293
"850",2406000,"Powiat kłobucki",2004,333
"851",2407000,"Powiat lubliniecki",2004,618
"852",2408000,"Powiat mikołowski",2004,463
"853",2409000,"Powiat myszkowski",2004,394
"854",2410000,"Powiat pszczyński",2004,424
"855",2411000,"Powiat raciborski",2004,718
"856",2412000,"Powiat rybnicki",2004,279
"857",2413000,"Powiat tarnogórski",2004,619
"858",2414000,"Powiat bieruńsko-lędziński",2004,344
"859",2415000,"Powiat wodzisławski",2004,450
"860",2416000,"Powiat zawierciański",2004,485
"861",2417000,"Powiat żywiecki",2004,448
"862",2601000,"Powiat buski",2004,666
"863",2602000,"Powiat jędrzejowski",2004,531
"864",2603000,"Powiat kazimierski",2004,615
"865",2604000,"Powiat kielecki",2004,330
"866",2605000,"Powiat konecki",2004,475
"867",2606000,"Powiat opatowski",2004,719
"868",2607000,"Powiat ostrowiecki",2004,554
"869",2608000,"Powiat pińczowski",2004,537
"870",2609000,"Powiat sandomierski",2004,548
"871",2610000,"Powiat skarżyski",2004,583
"872",2611000,"Powiat starachowicki",2004,566
"873",2612000,"Powiat staszowski",2004,574
"874",2613000,"Powiat włoszczowski",2004,495
"875",2801000,"Powiat bartoszycki",2004,557
"876",2802000,"Powiat braniewski",2004,591
"877",2803000,"Powiat działdowski",2004,501
"878",2804000,"Powiat elbląski",2004,607
"879",2805000,"Powiat ełcki",2004,654
"880",2806000,"Powiat giżycki",2004,643
"881",2807000,"Powiat iławski",2004,519
"882",2808000,"Powiat kętrzyński",2004,640
"883",2809000,"Powiat lidzbarski",2004,583
"884",2810000,"Powiat mrągowski",2004,610
"885",2811000,"Powiat nidzicki",2004,604
"886",2812000,"Powiat nowomiejski",2004,455
"887",2813000,"Powiat olecki",2004,711
"888",2814000,"Powiat olsztyński",2004,472
"889",2815000,"Powiat ostródzki",2004,549
"890",2816000,"Powiat piski",2004,591
"891",2817000,"Powiat szczycieński",2004,586
"892",2818000,"Powiat gołdapski",2004,568
"893",2819000,"Powiat węgorzewski",2004,860
"894",3001000,"Powiat chodzieski",2004,598
"895",3002000,"Powiat czarnkowsko-trzcianecki",2004,674
"896",3003000,"Powiat gnieźnieński",2004,551
"897",3004000,"Powiat gostyński",2004,542
"898",3005000,"Powiat grodziski",2004,389
"899",3006000,"Powiat jarociński",2004,481
"900",3007000,"Powiat kaliski",2004,281
"901",3008000,"Powiat kępiński",2004,444
"902",3009000,"Powiat kolski",2004,487
"903",3010000,"Powiat koniński",2004,294
"904",3011000,"Powiat kościański",2004,419
"905",3012000,"Powiat krotoszyński",2004,559
"906",3013000,"Powiat leszczyński",2004,297
"907",3014000,"Powiat międzychodzki",2004,704
"908",3015000,"Powiat nowotomyski",2004,440
"909",3016000,"Powiat obornicki",2004,464
"910",3017000,"Powiat ostrowski",2004,475
"911",3018000,"Powiat ostrzeszowski",2004,658
"912",3019000,"Powiat pilski",2004,580
"913",3020000,"Powiat pleszewski",2004,694
"914",3021000,"Powiat poznański",2004,314
"915",3022000,"Powiat rawicki",2004,486
"916",3023000,"Powiat słupecki",2004,617
"917",3024000,"Powiat szamotulski",2004,511
"918",3025000,"Powiat średzki",2004,544
"919",3026000,"Powiat śremski",2004,515
"920",3027000,"Powiat turecki",2004,505
"921",3028000,"Powiat wągrowiecki",2004,523
"922",3029000,"Powiat wolsztyński",2004,536
"923",3030000,"Powiat wrzesiński",2004,571
"924",3031000,"Powiat złotowski",2004,512
"925",3201000,"Powiat białogardzki",2004,843
"926",3202000,"Powiat choszczeński",2004,538
"927",3203000,"Powiat drawski",2004,573
"928",3204000,"Powiat goleniowski",2004,617
"929",3205000,"Powiat gryficki",2004,690
"930",3206000,"Powiat gryfiński",2004,575
"931",3207000,"Powiat kamieński",2004,702
"932",3208000,"Powiat kołobrzeski",2004,565
"933",3209000,"Powiat koszaliński",2004,701
"934",3210000,"Powiat myśliborski",2004,592
"935",3211000,"Powiat policki",2004,539
"936",3212000,"Powiat pyrzycki",2004,569
"937",3213000,"Powiat sławieński",2004,529
"938",3214000,"Powiat stargardzki",2004,531
"939",3215000,"Powiat szczecinecki",2004,671
"940",3216000,"Powiat świdwiński",2004,610
"941",3217000,"Powiat wałecki",2004,429
"942",3218000,"Powiat łobeski",2004,554
"943",201000,"Powiat bolesławiecki",2005,468
"944",202000,"Powiat dzierżoniowski",2005,525
"945",203000,"Powiat głogowski",2005,705
"946",204000,"Powiat górowski",2005,670
"947",205000,"Powiat jaworski",2005,624
"948",206000,"Powiat jeleniogórski",2005,649
"949",207000,"Powiat kamiennogórski",2005,578
"950",208000,"Powiat kłodzki",2005,649
"951",209000,"Powiat legnicki",2005,635
"952",210000,"Powiat lubański",2005,582
"953",211000,"Powiat lubiński",2005,560
"954",212000,"Powiat lwówecki",2005,692
"955",213000,"Powiat milicki",2005,840
"956",214000,"Powiat oleśnicki",2005,614
"957",215000,"Powiat oławski",2005,477
"958",216000,"Powiat polkowicki",2005,437
"959",217000,"Powiat strzeliński",2005,631
"960",218000,"Powiat średzki",2005,485
"961",219000,"Powiat świdnicki",2005,615
"962",220000,"Powiat trzebnicki",2005,479
"963",221000,"Powiat wałbrzyski",2005,530
"964",222000,"Powiat wołowski",2005,617
"965",223000,"Powiat wrocławski",2005,460
"966",224000,"Powiat ząbkowicki",2005,740
"967",225000,"Powiat zgorzelecki",2005,539
"968",226000,"Powiat złotoryjski",2005,638
"969",401000,"Powiat aleksandrowski",2005,515
"970",402000,"Powiat brodnicki",2005,506
"971",403000,"Powiat bydgoski",2005,375
"972",404000,"Powiat chełmiński",2005,637
"973",405000,"Powiat golubsko-dobrzyński",2005,494
"974",406000,"Powiat grudziądzki",2005,318
"975",407000,"Powiat inowrocławski",2005,562
"976",408000,"Powiat lipnowski",2005,464
"977",409000,"Powiat mogileński",2005,649
"978",410000,"Powiat nakielski",2005,489
"979",411000,"Powiat radziejowski",2005,642
"980",412000,"Powiat rypiński",2005,522
"981",413000,"Powiat sępoleński",2005,678
"982",414000,"Powiat świecki",2005,504
"983",415000,"Powiat toruński",2005,556
"984",416000,"Powiat tucholski",2005,790
"985",417000,"Powiat wąbrzeski",2005,832
"986",418000,"Powiat włocławski",2005,428
"987",419000,"Powiat żniński",2005,558
"988",601000,"Powiat bialski",2005,464
"989",602000,"Powiat biłgorajski",2005,609
"990",603000,"Powiat chełmski",2005,430
"991",604000,"Powiat hrubieszowski",2005,498
"992",605000,"Powiat janowski",2005,620
"993",606000,"Powiat krasnostawski",2005,718
"994",607000,"Powiat kraśnicki",2005,555
"995",608000,"Powiat lubartowski",2005,481
"996",609000,"Powiat lubelski",2005,444
"997",610000,"Powiat łęczyński",2005,600
"998",611000,"Powiat łukowski",2005,563
"999",612000,"Powiat opolski",2005,419
"1000",613000,"Powiat parczewski",2005,552
"1001",614000,"Powiat puławski",2005,529
"1002",615000,"Powiat radzyński",2005,415
"1003",616000,"Powiat rycki",2005,555
"1004",617000,"Powiat świdnicki",2005,508
"1005",618000,"Powiat tomaszowski",2005,539
"1006",619000,"Powiat włodawski",2005,786
"1007",620000,"Powiat zamojski",2005,284
"1008",801000,"Powiat gorzowski",2005,457
"1009",802000,"Powiat krośnieński",2005,618
"1010",803000,"Powiat międzyrzecki",2005,722
"1011",804000,"Powiat nowosolski",2005,582
"1012",805000,"Powiat słubicki",2005,668
"1013",806000,"Powiat strzelecko-drezdenecki",2005,624
"1014",807000,"Powiat sulęciński",2005,798
"1015",808000,"Powiat świebodziński",2005,752
"1016",809000,"Powiat zielonogórski",2005,552
"1017",810000,"Powiat żagański",2005,558
"1018",811000,"Powiat żarski",2005,679
"1019",812000,"Powiat wschowski",2005,680
"1020",1001000,"Powiat bełchatowski",2005,543
"1021",1002000,"Powiat kutnowski",2005,672
"1022",1003000,"Powiat łaski",2005,585
"1023",1004000,"Powiat łęczycki",2005,609
"1024",1005000,"Powiat łowicki",2005,532
"1025",1006000,"Powiat łódzki wschodni",2005,448
"1026",1007000,"Powiat opoczyński",2005,437
"1027",1008000,"Powiat pabianicki",2005,474
"1028",1009000,"Powiat pajęczański",2005,388
"1029",1010000,"Powiat piotrkowski",2005,379
"1030",1011000,"Powiat poddębicki",2005,518
"1031",1012000,"Powiat radomszczański",2005,583
"1032",1013000,"Powiat rawski",2005,712
"1033",1014000,"Powiat sieradzki",2005,635
"1034",1015000,"Powiat skierniewicki",2005,269
"1035",1016000,"Powiat tomaszowski",2005,524
"1036",1017000,"Powiat wieluński",2005,556
"1037",1018000,"Powiat wieruszowski",2005,587
"1038",1019000,"Powiat zduńskowolski",2005,576
"1039",1020000,"Powiat zgierski",2005,469
"1040",1021000,"Powiat brzeziński",2005,504
"1041",1201000,"Powiat bocheński",2005,508
"1042",1202000,"Powiat brzeski",2005,460
"1043",1203000,"Powiat chrzanowski",2005,439
"1044",1204000,"Powiat dąbrowski",2005,430
"1045",1205000,"Powiat gorlicki",2005,603
"1046",1206000,"Powiat krakowski",2005,353
