"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_noclegi_udzielone_turystom_krajowym_w_turystycznych_obiektach_noclegowych_ogolem_na_10_tys_mieszkancow_ogolem"
"65380",2012000,"Powiat suwalski",2011,9139
"65381",2013000,"Powiat wysokomazowiecki",2011,584
"65382",2014000,"Powiat zambrowski",2011,671
"65383",2061000,"Powiat m.Białystok",2011,6863
"65384",2062000,"Powiat m.Łomża",2011,1608
"65385",2063000,"Powiat m.Suwałki",2011,6102
"65386",2201000,"Powiat bytowski",2011,5985
"65387",2202000,"Powiat chojnicki",2011,10128
"65388",2203000,"Powiat człuchowski",2011,9316
"65389",2204000,"Powiat gdański",2011,9948
"65390",2205000,"Powiat kartuski",2011,6003
"65391",2206000,"Powiat kościerski",2011,28419
"65392",2207000,"Powiat kwidzyński",2011,2268
"65393",2208000,"Powiat lęborski",2011,68310
"65394",2209000,"Powiat malborski",2011,10680
"65395",2210000,"Powiat nowodworski",2011,105329
"65396",2211000,"Powiat pucki",2011,122387
"65397",2212000,"Powiat słupski",2011,80235
"65398",2213000,"Powiat starogardzki",2011,3267
"65399",2214000,"Powiat tczewski",2011,3759
"65400",2215000,"Powiat wejherowski",2011,4897
"65401",2216000,"Powiat sztumski",2011,515
"65402",2261000,"Powiat m.Gdańsk",2011,18139
"65403",2262000,"Powiat m.Gdynia",2011,7568
"65404",2263000,"Powiat m.Słupsk",2011,4357
"65405",2264000,"Powiat m.Sopot",2011,122472
"65406",2401000,"Powiat będziński",2011,4548
"65407",2402000,"Powiat bielski",2011,19976
"65408",2403000,"Powiat cieszyński",2011,91098
"65409",2404000,"Powiat częstochowski",2011,2053
"65410",2405000,"Powiat gliwicki",2011,2233
"65411",2406000,"Powiat kłobucki",2011,4780
"65412",2407000,"Powiat lubliniecki",2011,3954
"65413",2408000,"Powiat mikołowski",2011,2848
"65414",2409000,"Powiat myszkowski",2011,3766
"65415",2410000,"Powiat pszczyński",2011,10719
"65416",2411000,"Powiat raciborski",2011,2244
"65417",2412000,"Powiat rybnicki",2011,387
"65418",2413000,"Powiat tarnogórski",2011,4038
"65419",2414000,"Powiat bieruńsko-lędziński",2011,763
"65420",2415000,"Powiat wodzisławski",2011,2376
"65421",2416000,"Powiat zawierciański",2011,8228
"65422",2417000,"Powiat żywiecki",2011,16564
"65423",2461000,"Powiat m.Bielsko-Biała",2011,6789
"65424",2462000,"Powiat m.Bytom",2011,1304
"65425",2463000,"Powiat m.Chorzów",2011,3180
"65426",2464000,"Powiat m.Częstochowa",2011,9065
"65427",2465000,"Powiat m.Dąbrowa Górnicza",2011,1961
"65428",2466000,"Powiat m.Gliwice",2011,6525
"65429",2467000,"Powiat m.Jastrzębie-Zdrój",2011,6642
"65430",2468000,"Powiat m.Jaworzno",2011,3390
"65431",2469000,"Powiat m.Katowice",2011,9078
"65432",2470000,"Powiat m.Mysłowice",2011,894
"65433",2471000,"Powiat m.Piekary Śląskie",2011,2035
"65434",2472000,"Powiat m.Ruda Śląska",2011,5107
"65435",2473000,"Powiat m.Rybnik",2011,2767
"65436",2474000,"Powiat m.Siemianowice Śląskie",2011,3416
"65437",2475000,"Powiat m.Sosnowiec",2011,1881
"65438",2476000,"Powiat m.Świętochłowice",2011,0
"65439",2477000,"Powiat m.Tychy",2011,3000
"65440",2478000,"Powiat m.Zabrze",2011,3687
"65441",2479000,"Powiat m.Żory",2011,3184
"65442",2601000,"Powiat buski",2011,70842
"65443",2602000,"Powiat jędrzejowski",2011,2641
"65444",2603000,"Powiat kazimierski",2011,1452
"65445",2604000,"Powiat kielecki",2011,7640
"65446",2605000,"Powiat konecki",2011,7575
"65447",2606000,"Powiat opatowski",2011,646
"65448",2607000,"Powiat ostrowiecki",2011,3185
"65449",2608000,"Powiat pińczowski",2011,2817
"65450",2609000,"Powiat sandomierski",2011,5921
"65451",2610000,"Powiat skarżyski",2011,4797
"65452",2611000,"Powiat starachowicki",2011,2748
"65453",2612000,"Powiat staszowski",2011,6147
"65454",2613000,"Powiat włoszczowski",2011,1718
"65455",2661000,"Powiat m.Kielce",2011,9308
"65456",2801000,"Powiat bartoszycki",2011,1844
"65457",2802000,"Powiat braniewski",2011,4327
"65458",2803000,"Powiat działdowski",2011,9941
"65459",2804000,"Powiat elbląski",2011,3710
"65460",2805000,"Powiat ełcki",2011,6115
"65461",2806000,"Powiat giżycki",2011,39109
"65462",2807000,"Powiat iławski",2011,6778
"65463",2808000,"Powiat kętrzyński",2011,4660
"65464",2809000,"Powiat lidzbarski",2011,6350
"65465",2810000,"Powiat mrągowski",2011,67898
"65466",2811000,"Powiat nidzicki",2011,1682
"65467",2812000,"Powiat nowomiejski",2011,3243
"65468",2813000,"Powiat olecki",2011,2330
"65469",2814000,"Powiat olsztyński",2011,21297
"65470",2815000,"Powiat ostródzki",2011,22572
"65471",2816000,"Powiat piski",2011,21490
"65472",2817000,"Powiat szczycieński",2011,11753
"65473",2818000,"Powiat gołdapski",2011,46071
"65474",2819000,"Powiat węgorzewski",2011,15158
"65475",2861000,"Powiat m.Elbląg",2011,5669
"65476",2862000,"Powiat m.Olsztyn",2011,15326
"65477",3001000,"Powiat chodzieski",2011,6862
"65478",3002000,"Powiat czarnkowsko-trzcianecki",2011,2416
"65479",3003000,"Powiat gnieźnieński",2011,11439
"65480",3004000,"Powiat gostyński",2011,2973
"65481",3005000,"Powiat grodziski",2011,7591
"65482",3006000,"Powiat jarociński",2011,9356
"65483",3007000,"Powiat kaliski",2011,1468
"65484",3008000,"Powiat kępiński",2011,1798
"65485",3009000,"Powiat kolski",2011,871
"65486",3010000,"Powiat koniński",2011,17015
"65487",3011000,"Powiat kościański",2011,3325
"65488",3012000,"Powiat krotoszyński",2011,2388
"65489",3013000,"Powiat leszczyński",2011,18065
"65490",3014000,"Powiat międzychodzki",2011,32196
"65491",3015000,"Powiat nowotomyski",2011,6921
"65492",3016000,"Powiat obornicki",2011,4347
"65493",3017000,"Powiat ostrowski",2011,3908
"65494",3018000,"Powiat ostrzeszowski",2011,5370
"65495",3019000,"Powiat pilski",2011,4554
"65496",3020000,"Powiat pleszewski",2011,6555
"65497",3021000,"Powiat poznański",2011,7929
"65498",3022000,"Powiat rawicki",2011,1968
"65499",3023000,"Powiat słupecki",2011,2610
"65500",3024000,"Powiat szamotulski",2011,3321
"65501",3025000,"Powiat średzki",2011,4310
"65502",3026000,"Powiat śremski",2011,4728
"65503",3027000,"Powiat turecki",2011,1551
"65504",3028000,"Powiat wągrowiecki",2011,7759
"65505",3029000,"Powiat wolsztyński",2011,15060
"65506",3030000,"Powiat wrzesiński",2011,5603
"65507",3031000,"Powiat złotowski",2011,1844
"65508",3061000,"Powiat m.Kalisz",2011,4169
"65509",3062000,"Powiat m.Konin",2011,3319
"65510",3063000,"Powiat m.Leszno",2011,4985
"65511",3064000,"Powiat m.Poznań",2011,12916
"65512",3201000,"Powiat białogardzki",2011,2710
"65513",3202000,"Powiat choszczeński",2011,3973
"65514",3203000,"Powiat drawski",2011,10004
"65515",3204000,"Powiat goleniowski",2011,5424
"65516",3205000,"Powiat gryficki",2011,148280
"65517",3206000,"Powiat gryfiński",2011,6435
"65518",3207000,"Powiat kamieński",2011,214479
"65519",3208000,"Powiat kołobrzeski",2011,302969
"65520",3209000,"Powiat koszaliński",2011,123254
"65521",3210000,"Powiat myśliborski",2011,6160
"65522",3211000,"Powiat policki",2011,7696
"65523",3212000,"Powiat pyrzycki",2011,164
"65524",3213000,"Powiat sławieński",2011,145274
"65525",3214000,"Powiat stargardzki",2011,5438
"65526",3215000,"Powiat szczecinecki",2011,6168
"65527",3216000,"Powiat świdwiński",2011,14134
"65528",3217000,"Powiat wałecki",2011,14756
"65529",3218000,"Powiat łobeski",2011,997
"65530",3261000,"Powiat m.Koszalin",2011,4901
"65531",3262000,"Powiat m.Szczecin",2011,11529
"65532",3263000,"Powiat m.Świnoujście",2011,142936
"65533",201000,"Powiat bolesławiecki",2012,3990
"65534",202000,"Powiat dzierżoniowski",2012,5468
"65535",203000,"Powiat głogowski",2012,3645
"65536",204000,"Powiat górowski",2012,1067
"65537",205000,"Powiat jaworski",2012,2460
"65538",206000,"Powiat jeleniogórski",2012,215269
"65539",207000,"Powiat kamiennogórski",2012,5500
"65540",208000,"Powiat kłodzki",2012,52600
"65541",209000,"Powiat legnicki",2012,4272
"65542",210000,"Powiat lubański",2012,37505
"65543",211000,"Powiat lubiński",2012,4294
"65544",212000,"Powiat lwówecki",2012,8019
"65545",213000,"Powiat milicki",2012,8165
"65546",214000,"Powiat oleśnicki",2012,2404
"65547",215000,"Powiat oławski",2012,2769
"65548",216000,"Powiat polkowicki",2012,7697
"65549",217000,"Powiat strzeliński",2012,1368
"65550",218000,"Powiat średzki",2012,3827
"65551",219000,"Powiat świdnicki",2012,3999
"65552",220000,"Powiat trzebnicki",2012,3144
"65553",221000,"Powiat wałbrzyski",2012,18616
"65554",222000,"Powiat wołowski",2012,2302
"65555",223000,"Powiat wrocławski",2012,3743
"65556",224000,"Powiat ząbkowicki",2012,5320
"65557",225000,"Powiat zgorzelecki",2012,4576
"65558",226000,"Powiat złotoryjski",2012,1319
"65559",261000,"Powiat m.Jelenia Góra",2012,19860
"65560",262000,"Powiat m.Legnica",2012,5947
"65561",263000,"Powiat m.Wałbrzych do 2002",2012,NA
"65562",264000,"Powiat m.Wrocław",2012,13971
"65563",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"65564",401000,"Powiat aleksandrowski",2012,224275
"65565",402000,"Powiat brodnicki",2012,8801
"65566",403000,"Powiat bydgoski",2012,7277
"65567",404000,"Powiat chełmiński",2012,2161
"65568",405000,"Powiat golubsko-dobrzyński",2012,4141
"65569",406000,"Powiat grudziądzki",2012,1716
"65570",407000,"Powiat inowrocławski",2012,31002
"65571",408000,"Powiat lipnowski",2012,1976
"65572",409000,"Powiat mogileński",2012,5929
"65573",410000,"Powiat nakielski",2012,557
"65574",411000,"Powiat radziejowski",2012,1457
"65575",412000,"Powiat rypiński",2012,1747
"65576",413000,"Powiat sępoleński",2012,6068
"65577",414000,"Powiat świecki",2012,6530
"65578",415000,"Powiat toruński",2012,3188
"65579",416000,"Powiat tucholski",2012,19382
"65580",417000,"Powiat wąbrzeski",2012,2158
"65581",418000,"Powiat włocławski",2012,11576
"65582",419000,"Powiat żniński",2012,9536
"65583",461000,"Powiat m.Bydgoszcz",2012,5085
"65584",462000,"Powiat m.Grudziądz",2012,5265
"65585",463000,"Powiat m.Toruń",2012,12675
"65586",464000,"Powiat m.Włocławek",2012,3783
"65587",601000,"Powiat bialski",2012,3874
"65588",602000,"Powiat biłgorajski",2012,1938
"65589",603000,"Powiat chełmski",2012,662
"65590",604000,"Powiat hrubieszowski",2012,515
"65591",605000,"Powiat janowski",2012,8847
"65592",606000,"Powiat krasnostawski",2012,1508
"65593",607000,"Powiat kraśnicki",2012,140
"65594",608000,"Powiat lubartowski",2012,4604
"65595",609000,"Powiat lubelski",2012,2040
"65596",610000,"Powiat łęczyński",2012,1067
"65597",611000,"Powiat łukowski",2012,1132
"65598",612000,"Powiat opolski",2012,2085
"65599",613000,"Powiat parczewski",2012,5534
"65600",614000,"Powiat puławski",2012,47103
"65601",615000,"Powiat radzyński",2012,743
"65602",616000,"Powiat rycki",2012,1121
"65603",617000,"Powiat świdnicki",2012,1174
"65604",618000,"Powiat tomaszowski",2012,5235
"65605",619000,"Powiat włodawski",2012,19990
"65606",620000,"Powiat zamojski",2012,8289
"65607",661000,"Powiat m.Biała Podlaska",2012,5094
"65608",662000,"Powiat m.Chełm",2012,4314
"65609",663000,"Powiat m.Lublin",2012,6124
"65610",664000,"Powiat m.Zamość",2012,10858
"65611",801000,"Powiat gorzowski",2012,6569
"65612",802000,"Powiat krośnieński",2012,9139
"65613",803000,"Powiat międzyrzecki",2012,15660
"65614",804000,"Powiat nowosolski",2012,3477
"65615",805000,"Powiat słubicki",2012,21832
"65616",806000,"Powiat strzelecko-drezdenecki",2012,22679
"65617",807000,"Powiat sulęciński",2012,17127
"65618",808000,"Powiat świebodziński",2012,31154
"65619",809000,"Powiat zielonogórski",2012,4677
"65620",810000,"Powiat żagański",2012,4081
"65621",811000,"Powiat żarski",2012,2912
"65622",812000,"Powiat wschowski",2012,27253
"65623",861000,"Powiat m.Gorzów Wielkopolski",2012,6183
"65624",862000,"Powiat m.Zielona Góra",2012,7037
"65625",1001000,"Powiat bełchatowski",2012,10871
"65626",1002000,"Powiat kutnowski",2012,4071
"65627",1003000,"Powiat łaski",2012,4120
"65628",1004000,"Powiat łęczycki",2012,1937
"65629",1005000,"Powiat łowicki",2012,4270
"65630",1006000,"Powiat łódzki wschodni",2012,6008
"65631",1007000,"Powiat opoczyński",2012,914
"65632",1008000,"Powiat pabianicki",2012,4425
"65633",1009000,"Powiat pajęczański",2012,1795
"65634",1010000,"Powiat piotrkowski",2012,12720
"65635",1011000,"Powiat poddębicki",2012,6967
"65636",1012000,"Powiat radomszczański",2012,2448
"65637",1013000,"Powiat rawski",2012,30145
"65638",1014000,"Powiat sieradzki",2012,2882
"65639",1015000,"Powiat skierniewicki",2012,990
"65640",1016000,"Powiat tomaszowski",2012,22236
"65641",1017000,"Powiat wieluński",2012,11308
"65642",1018000,"Powiat wieruszowski",2012,3205
"65643",1019000,"Powiat zduńskowolski",2012,3409
"65644",1020000,"Powiat zgierski",2012,6724
"65645",1021000,"Powiat brzeziński",2012,5496
"65646",1061000,"Powiat m.Łódź",2012,7494
"65647",1062000,"Powiat m.Piotrków Trybunalski",2012,5302
"65648",1063000,"Powiat m.Skierniewice",2012,1715
"65649",1201000,"Powiat bocheński",2012,7614
"65650",1202000,"Powiat brzeski",2012,4158
"65651",1203000,"Powiat chrzanowski",2012,473
"65652",1204000,"Powiat dąbrowski",2012,321
"65653",1205000,"Powiat gorlicki",2012,17415
"65654",1206000,"Powiat krakowski",2012,4199
"65655",1207000,"Powiat limanowski",2012,5108
"65656",1208000,"Powiat miechowski",2012,3370
"65657",1209000,"Powiat myślenicki",2012,2850
"65658",1210000,"Powiat nowosądecki",2012,75157
"65659",1211000,"Powiat nowotarski",2012,41235
"65660",1212000,"Powiat olkuski",2012,2442
"65661",1213000,"Powiat oświęcimski",2012,2143
"65662",1214000,"Powiat proszowicki",2012,3592
"65663",1215000,"Powiat suski",2012,11575
"65664",1216000,"Powiat tarnowski",2012,2230
"65665",1217000,"Powiat tatrzański",2012,301925
"65666",1218000,"Powiat wadowicki",2012,7997
"65667",1219000,"Powiat wielicki",2012,7820
"65668",1261000,"Powiat m.Kraków",2012,21258
"65669",1262000,"Powiat m.Nowy Sącz",2012,3117
"65670",1263000,"Powiat m.Tarnów",2012,5596
"65671",1401000,"Powiat białobrzeski",2012,1286
"65672",1402000,"Powiat ciechanowski",2012,1945
"65673",1403000,"Powiat garwoliński",2012,4405
"65674",1404000,"Powiat gostyniński",2012,1212
"65675",1405000,"Powiat grodziski",2012,2244
"65676",1406000,"Powiat grójecki",2012,3477
"65677",1407000,"Powiat kozienicki",2012,4383
"65678",1408000,"Powiat legionowski",2012,23213
"65679",1409000,"Powiat lipski",2012,278
"65680",1410000,"Powiat łosicki",2012,9085
"65681",1411000,"Powiat makowski",2012,856
"65682",1412000,"Powiat miński",2012,3760
"65683",1413000,"Powiat mławski",2012,1373
"65684",1414000,"Powiat nowodworski",2012,3635
"65685",1415000,"Powiat ostrołęcki",2012,945
"65686",1416000,"Powiat ostrowski",2012,3154
"65687",1417000,"Powiat otwocki",2012,5326
"65688",1418000,"Powiat piaseczyński",2012,3932
"65689",1419000,"Powiat płocki",2012,6176
"65690",1420000,"Powiat płoński",2012,2102
"65691",1421000,"Powiat pruszkowski",2012,6221
"65692",1422000,"Powiat przasnyski",2012,1426
"65693",1423000,"Powiat przysuski",2012,2776
"65694",1424000,"Powiat pułtuski",2012,3279
"65695",1425000,"Powiat radomski",2012,860
"65696",1426000,"Powiat siedlecki",2012,1429
"65697",1427000,"Powiat sierpecki",2012,1542
"65698",1428000,"Powiat sochaczewski",2012,2038
"65699",1429000,"Powiat sokołowski",2012,541
"65700",1430000,"Powiat szydłowiecki",2012,6246
"65701",1432000,"Powiat warszawski zachodni",2012,6752
"65702",1433000,"Powiat węgrowski",2012,2407
"65703",1434000,"Powiat wołomiński",2012,2353
"65704",1435000,"Powiat wyszkowski",2012,4570
"65705",1436000,"Powiat zwoleński",2012,191
"65706",1437000,"Powiat żuromiński",2012,99
"65707",1438000,"Powiat żyrardowski",2012,8858
"65708",1461000,"Powiat m.Ostrołęka",2012,3156
"65709",1462000,"Powiat m.Płock",2012,3115
"65710",1463000,"Powiat m.Radom",2012,3228
"65711",1464000,"Powiat m.Siedlce",2012,3662
"65712",1465000,"Powiat m. st. Warszawa",2012,14804
"65713",1601000,"Powiat brzeski",2012,1050
"65714",1602000,"Powiat głubczycki",2012,3782
"65715",1603000,"Powiat kędzierzyńsko-kozielski",2012,2156
"65716",1604000,"Powiat kluczborski",2012,1146
"65717",1605000,"Powiat krapkowicki",2012,8026
"65718",1606000,"Powiat namysłowski",2012,2424
"65719",1607000,"Powiat nyski",2012,16601
"65720",1608000,"Powiat oleski",2012,1555
"65721",1609000,"Powiat opolski",2012,2955
"65722",1610000,"Powiat prudnicki",2012,1802
"65723",1611000,"Powiat strzelecki",2012,7082
"65724",1661000,"Powiat m.Opole",2012,5039
"65725",1801000,"Powiat bieszczadzki",2012,42379
"65726",1802000,"Powiat brzozowski",2012,1566
"65727",1803000,"Powiat dębicki",2012,3817
"65728",1804000,"Powiat jarosławski",2012,3355
"65729",1805000,"Powiat jasielski",2012,3250
"65730",1806000,"Powiat kolbuszowski",2012,536
"65731",1807000,"Powiat krośnieński",2012,45984
"65732",1808000,"Powiat leżajski",2012,2449
"65733",1809000,"Powiat lubaczowski",2012,13703
"65734",1810000,"Powiat łańcucki",2012,3293
"65735",1811000,"Powiat mielecki",2012,2014
"65736",1812000,"Powiat niżański",2012,2595
"65737",1813000,"Powiat przemyski",2012,3117
"65738",1814000,"Powiat przeworski",2012,2086
"65739",1815000,"Powiat ropczycko-sędziszowski",2012,5143
"65740",1816000,"Powiat rzeszowski",2012,5492
"65741",1817000,"Powiat sanocki",2012,4380
"65742",1818000,"Powiat stalowowolski",2012,4684
"65743",1819000,"Powiat strzyżowski",2012,3329
"65744",1820000,"Powiat tarnobrzeski",2012,5096
"65745",1821000,"Powiat leski",2012,230799
"65746",1861000,"Powiat m.Krosno",2012,6248
"65747",1862000,"Powiat m.Przemyśl",2012,8587
"65748",1863000,"Powiat m.Rzeszów",2012,10005
"65749",1864000,"Powiat m.Tarnobrzeg",2012,4244
"65750",2001000,"Powiat augustowski",2012,32925
"65751",2002000,"Powiat białostocki",2012,5362
"65752",2003000,"Powiat bielski",2012,3413
"65753",2004000,"Powiat grajewski",2012,8171
"65754",2005000,"Powiat hajnowski",2012,16313
"65755",2006000,"Powiat kolneński",2012,1127
"65756",2007000,"Powiat łomżyński",2012,5559
"65757",2008000,"Powiat moniecki",2012,3263
"65758",2009000,"Powiat sejneński",2012,13243
"65759",2010000,"Powiat siemiatycki",2012,2863
"65760",2011000,"Powiat sokólski",2012,2139
"65761",2012000,"Powiat suwalski",2012,10194
"65762",2013000,"Powiat wysokomazowiecki",2012,1116
"65763",2014000,"Powiat zambrowski",2012,231
"65764",2061000,"Powiat m.Białystok",2012,6542
"65765",2062000,"Powiat m.Łomża",2012,1962
"65766",2063000,"Powiat m.Suwałki",2012,5046
"65767",2201000,"Powiat bytowski",2012,7433
"65768",2202000,"Powiat chojnicki",2012,12153
"65769",2203000,"Powiat człuchowski",2012,9443
"65770",2204000,"Powiat gdański",2012,9875
"65771",2205000,"Powiat kartuski",2012,7213
"65772",2206000,"Powiat kościerski",2012,28807
"65773",2207000,"Powiat kwidzyński",2012,2580
"65774",2208000,"Powiat lęborski",2012,73387
"65775",2209000,"Powiat malborski",2012,10658
"65776",2210000,"Powiat nowodworski",2012,126725
"65777",2211000,"Powiat pucki",2012,141211
"65778",2212000,"Powiat słupski",2012,85256
"65779",2213000,"Powiat starogardzki",2012,3427
"65780",2214000,"Powiat tczewski",2012,5421
"65781",2215000,"Powiat wejherowski",2012,6433
"65782",2216000,"Powiat sztumski",2012,1244
"65783",2261000,"Powiat m.Gdańsk",2012,20889
"65784",2262000,"Powiat m.Gdynia",2012,6963
"65785",2263000,"Powiat m.Słupsk",2012,4855
"65786",2264000,"Powiat m.Sopot",2012,120348
"65787",2401000,"Powiat będziński",2012,5406
"65788",2402000,"Powiat bielski",2012,21919
"65789",2403000,"Powiat cieszyński",2012,90799
"65790",2404000,"Powiat częstochowski",2012,2025
"65791",2405000,"Powiat gliwicki",2012,1956
"65792",2406000,"Powiat kłobucki",2012,4610
"65793",2407000,"Powiat lubliniecki",2012,4021
"65794",2408000,"Powiat mikołowski",2012,2690
"65795",2409000,"Powiat myszkowski",2012,4203
"65796",2410000,"Powiat pszczyński",2012,10930
