"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_noclegi_udzielone_turystom_krajowym_w_turystycznych_obiektach_noclegowych_ogolem_na_10_tys_mieszkancow_ogolem"
"67007",3007000,"Powiat kaliski",2015,3302
"67008",3008000,"Powiat kępiński",2015,915
"67009",3009000,"Powiat kolski",2015,1321
"67010",3010000,"Powiat koniński",2015,15528
"67011",3011000,"Powiat kościański",2015,2742
"67012",3012000,"Powiat krotoszyński",2015,3251
"67013",3013000,"Powiat leszczyński",2015,29721
"67014",3014000,"Powiat międzychodzki",2015,23060
"67015",3015000,"Powiat nowotomyski",2015,8426
"67016",3016000,"Powiat obornicki",2015,2545
"67017",3017000,"Powiat ostrowski",2015,4205
"67018",3018000,"Powiat ostrzeszowski",2015,4994
"67019",3019000,"Powiat pilski",2015,5136
"67020",3020000,"Powiat pleszewski",2015,6001
"67021",3021000,"Powiat poznański",2015,7667
"67022",3022000,"Powiat rawicki",2015,1821
"67023",3023000,"Powiat słupecki",2015,5915
"67024",3024000,"Powiat szamotulski",2015,3413
"67025",3025000,"Powiat średzki",2015,7439
"67026",3026000,"Powiat śremski",2015,4433
"67027",3027000,"Powiat turecki",2015,635
"67028",3028000,"Powiat wągrowiecki",2015,9273
"67029",3029000,"Powiat wolsztyński",2015,10731
"67030",3030000,"Powiat wrzesiński",2015,6093
"67031",3031000,"Powiat złotowski",2015,3649
"67032",3061000,"Powiat m.Kalisz",2015,3277
"67033",3062000,"Powiat m.Konin",2015,2046
"67034",3063000,"Powiat m.Leszno",2015,3971
"67035",3064000,"Powiat m.Poznań",2015,17574
"67036",3201000,"Powiat białogardzki",2015,4146
"67037",3202000,"Powiat choszczeński",2015,3305
"67038",3203000,"Powiat drawski",2015,12944
"67039",3204000,"Powiat goleniowski",2015,6582
"67040",3205000,"Powiat gryficki",2015,173706
"67041",3206000,"Powiat gryfiński",2015,5500
"67042",3207000,"Powiat kamieński",2015,228351
"67043",3208000,"Powiat kołobrzeski",2015,388001
"67044",3209000,"Powiat koszaliński",2015,149550
"67045",3210000,"Powiat myśliborski",2015,4434
"67046",3211000,"Powiat policki",2015,8188
"67047",3212000,"Powiat pyrzycki",2015,919
"67048",3213000,"Powiat sławieński",2015,179757
"67049",3214000,"Powiat stargardzki",2015,6192
"67050",3215000,"Powiat szczecinecki",2015,6550
"67051",3216000,"Powiat świdwiński",2015,17757
"67052",3217000,"Powiat wałecki",2015,16124
"67053",3218000,"Powiat łobeski",2015,2378
"67054",3261000,"Powiat m.Koszalin",2015,6270
"67055",3262000,"Powiat m.Szczecin",2015,14709
"67056",3263000,"Powiat m.Świnoujście",2015,200929
"67057",201000,"Powiat bolesławiecki",2016,6422
"67058",202000,"Powiat dzierżoniowski",2016,6999
"67059",203000,"Powiat głogowski",2016,0
"67060",204000,"Powiat górowski",2016,0
"67061",205000,"Powiat jaworski",2016,5772
"67062",206000,"Powiat jeleniogórski",2016,277402
"67063",207000,"Powiat kamiennogórski",2016,5393
"67064",208000,"Powiat kłodzki",2016,99628
"67065",209000,"Powiat legnicki",2016,4547
"67066",210000,"Powiat lubański",2016,83217
"67067",211000,"Powiat lubiński",2016,6082
"67068",212000,"Powiat lwówecki",2016,9065
"67069",213000,"Powiat milicki",2016,8051
"67070",214000,"Powiat oleśnicki",2016,3994
"67071",215000,"Powiat oławski",2016,5460
"67072",216000,"Powiat polkowicki",2016,5410
"67073",217000,"Powiat strzeliński",2016,659
"67074",218000,"Powiat średzki",2016,4218
"67075",219000,"Powiat świdnicki",2016,6555
"67076",220000,"Powiat trzebnicki",2016,4075
"67077",221000,"Powiat wałbrzyski",2016,49170
"67078",222000,"Powiat wołowski",2016,2669
"67079",223000,"Powiat wrocławski",2016,9277
"67080",224000,"Powiat ząbkowicki",2016,8675
"67081",225000,"Powiat zgorzelecki",2016,7139
"67082",226000,"Powiat złotoryjski",2016,1841
"67083",261000,"Powiat m.Jelenia Góra",2016,33048
"67084",262000,"Powiat m.Legnica",2016,8946
"67085",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"67086",264000,"Powiat m.Wrocław",2016,19351
"67087",265000,"Powiat m.Wałbrzych od 2013",2016,7485
"67088",401000,"Powiat aleksandrowski",2016,244684
"67089",402000,"Powiat brodnicki",2016,14163
"67090",403000,"Powiat bydgoski",2016,8260
"67091",404000,"Powiat chełmiński",2016,2206
"67092",405000,"Powiat golubsko-dobrzyński",2016,7031
"67093",406000,"Powiat grudziądzki",2016,0
"67094",407000,"Powiat inowrocławski",2016,37961
"67095",408000,"Powiat lipnowski",2016,1087
"67096",409000,"Powiat mogileński",2016,5069
"67097",410000,"Powiat nakielski",2016,2023
"67098",411000,"Powiat radziejowski",2016,1463
"67099",412000,"Powiat rypiński",2016,0
"67100",413000,"Powiat sępoleński",2016,8175
"67101",414000,"Powiat świecki",2016,8239
"67102",415000,"Powiat toruński",2016,8546
"67103",416000,"Powiat tucholski",2016,13028
"67104",417000,"Powiat wąbrzeski",2016,2252
"67105",418000,"Powiat włocławski",2016,9684
"67106",419000,"Powiat żniński",2016,16941
"67107",461000,"Powiat m.Bydgoszcz",2016,8132
"67108",462000,"Powiat m.Grudziądz",2016,7332
"67109",463000,"Powiat m.Toruń",2016,21500
"67110",464000,"Powiat m.Włocławek",2016,5292
"67111",601000,"Powiat bialski",2016,6874
"67112",602000,"Powiat biłgorajski",2016,1844
"67113",603000,"Powiat chełmski",2016,588
"67114",604000,"Powiat hrubieszowski",2016,1901
"67115",605000,"Powiat janowski",2016,11711
"67116",606000,"Powiat krasnostawski",2016,1551
"67117",607000,"Powiat kraśnicki",2016,0
"67118",608000,"Powiat lubartowski",2016,5627
"67119",609000,"Powiat lubelski",2016,3003
"67120",610000,"Powiat łęczyński",2016,2290
"67121",611000,"Powiat łukowski",2016,0
"67122",612000,"Powiat opolski",2016,1616
"67123",613000,"Powiat parczewski",2016,7036
"67124",614000,"Powiat puławski",2016,54660
"67125",615000,"Powiat radzyński",2016,811
"67126",616000,"Powiat rycki",2016,2708
"67127",617000,"Powiat świdnicki",2016,3444
"67128",618000,"Powiat tomaszowski",2016,6570
"67129",619000,"Powiat włodawski",2016,28121
"67130",620000,"Powiat zamojski",2016,14050
"67131",661000,"Powiat m.Biała Podlaska",2016,5967
"67132",662000,"Powiat m.Chełm",2016,4573
"67133",663000,"Powiat m.Lublin",2016,8751
"67134",664000,"Powiat m.Zamość",2016,14839
"67135",801000,"Powiat gorzowski",2016,6096
"67136",802000,"Powiat krośnieński",2016,9811
"67137",803000,"Powiat międzyrzecki",2016,16879
"67138",804000,"Powiat nowosolski",2016,4909
"67139",805000,"Powiat słubicki",2016,25727
"67140",806000,"Powiat strzelecko-drezdenecki",2016,24535
"67141",807000,"Powiat sulęciński",2016,23063
"67142",808000,"Powiat świebodziński",2016,30610
"67143",809000,"Powiat zielonogórski",2016,5465
"67144",810000,"Powiat żagański",2016,4230
"67145",811000,"Powiat żarski",2016,1998
"67146",812000,"Powiat wschowski",2016,27109
"67147",861000,"Powiat m.Gorzów Wielkopolski",2016,6145
"67148",862000,"Powiat m.Zielona Góra",2016,5223
"67149",1001000,"Powiat bełchatowski",2016,9971
"67150",1002000,"Powiat kutnowski",2016,4545
"67151",1003000,"Powiat łaski",2016,6121
"67152",1004000,"Powiat łęczycki",2016,1780
"67153",1005000,"Powiat łowicki",2016,2176
"67154",1006000,"Powiat łódzki wschodni",2016,4968
"67155",1007000,"Powiat opoczyński",2016,1126
"67156",1008000,"Powiat pabianicki",2016,6223
"67157",1009000,"Powiat pajęczański",2016,1793
"67158",1010000,"Powiat piotrkowski",2016,13197
"67159",1011000,"Powiat poddębicki",2016,25367
"67160",1012000,"Powiat radomszczański",2016,2949
"67161",1013000,"Powiat rawski",2016,26944
"67162",1014000,"Powiat sieradzki",2016,4715
"67163",1015000,"Powiat skierniewicki",2016,0
"67164",1016000,"Powiat tomaszowski",2016,19307
"67165",1017000,"Powiat wieluński",2016,9603
"67166",1018000,"Powiat wieruszowski",2016,3424
"67167",1019000,"Powiat zduńskowolski",2016,2323
"67168",1020000,"Powiat zgierski",2016,6122
"67169",1021000,"Powiat brzeziński",2016,4832
"67170",1061000,"Powiat m.Łódź",2016,10027
"67171",1062000,"Powiat m.Piotrków Trybunalski",2016,4213
"67172",1063000,"Powiat m.Skierniewice",2016,0
"67173",1201000,"Powiat bocheński",2016,8275
"67174",1202000,"Powiat brzeski",2016,3932
"67175",1203000,"Powiat chrzanowski",2016,606
"67176",1204000,"Powiat dąbrowski",2016,767
"67177",1205000,"Powiat gorlicki",2016,18667
"67178",1206000,"Powiat krakowski",2016,6088
"67179",1207000,"Powiat limanowski",2016,7223
"67180",1208000,"Powiat miechowski",2016,8812
"67181",1209000,"Powiat myślenicki",2016,5631
"67182",1210000,"Powiat nowosądecki",2016,91695
"67183",1211000,"Powiat nowotarski",2016,48378
"67184",1212000,"Powiat olkuski",2016,2286
"67185",1213000,"Powiat oświęcimski",2016,4020
"67186",1214000,"Powiat proszowicki",2016,2082
"67187",1215000,"Powiat suski",2016,18043
"67188",1216000,"Powiat tarnowski",2016,3479
"67189",1217000,"Powiat tatrzański",2016,356098
"67190",1218000,"Powiat wadowicki",2016,13346
"67191",1219000,"Powiat wielicki",2016,11131
"67192",1261000,"Powiat m.Kraków",2016,29235
"67193",1262000,"Powiat m.Nowy Sącz",2016,5268
"67194",1263000,"Powiat m.Tarnów",2016,6640
"67195",1401000,"Powiat białobrzeski",2016,2546
"67196",1402000,"Powiat ciechanowski",2016,6091
"67197",1403000,"Powiat garwoliński",2016,4312
"67198",1404000,"Powiat gostyniński",2016,0
"67199",1405000,"Powiat grodziski",2016,8252
"67200",1406000,"Powiat grójecki",2016,4095
"67201",1407000,"Powiat kozienicki",2016,8874
"67202",1408000,"Powiat legionowski",2016,34571
"67203",1409000,"Powiat lipski",2016,0
"67204",1410000,"Powiat łosicki",2016,7555
"67205",1411000,"Powiat makowski",2016,567
"67206",1412000,"Powiat miński",2016,4483
"67207",1413000,"Powiat mławski",2016,0
"67208",1414000,"Powiat nowodworski",2016,5160
"67209",1415000,"Powiat ostrołęcki",2016,1544
"67210",1416000,"Powiat ostrowski",2016,2946
"67211",1417000,"Powiat otwocki",2016,9488
"67212",1418000,"Powiat piaseczyński",2016,6045
"67213",1419000,"Powiat płocki",2016,4899
"67214",1420000,"Powiat płoński",2016,4893
"67215",1421000,"Powiat pruszkowski",2016,10688
"67216",1422000,"Powiat przasnyski",2016,1578
"67217",1423000,"Powiat przysuski",2016,3710
"67218",1424000,"Powiat pułtuski",2016,3236
"67219",1425000,"Powiat radomski",2016,1229
"67220",1426000,"Powiat siedlecki",2016,1130
"67221",1427000,"Powiat sierpecki",2016,0
"67222",1428000,"Powiat sochaczewski",2016,3648
"67223",1429000,"Powiat sokołowski",2016,415
"67224",1430000,"Powiat szydłowiecki",2016,10195
"67225",1432000,"Powiat warszawski zachodni",2016,11558
"67226",1433000,"Powiat węgrowski",2016,6715
"67227",1434000,"Powiat wołomiński",2016,3380
"67228",1435000,"Powiat wyszkowski",2016,4670
"67229",1436000,"Powiat zwoleński",2016,0
"67230",1437000,"Powiat żuromiński",2016,0
"67231",1438000,"Powiat żyrardowski",2016,9273
"67232",1461000,"Powiat m.Ostrołęka",2016,2491
"67233",1462000,"Powiat m.Płock",2016,6523
"67234",1463000,"Powiat m.Radom",2016,3623
"67235",1464000,"Powiat m.Siedlce",2016,7665
"67236",1465000,"Powiat m. st. Warszawa",2016,18675
"67237",1601000,"Powiat brzeski",2016,4408
"67238",1602000,"Powiat głubczycki",2016,2235
"67239",1603000,"Powiat kędzierzyńsko-kozielski",2016,2700
"67240",1604000,"Powiat kluczborski",2016,5524
"67241",1605000,"Powiat krapkowicki",2016,6023
"67242",1606000,"Powiat namysłowski",2016,3547
"67243",1607000,"Powiat nyski",2016,19899
"67244",1608000,"Powiat oleski",2016,3486
"67245",1609000,"Powiat opolski",2016,7322
"67246",1610000,"Powiat prudnicki",2016,3952
"67247",1611000,"Powiat strzelecki",2016,6781
"67248",1661000,"Powiat m.Opole",2016,10909
"67249",1801000,"Powiat bieszczadzki",2016,131817
"67250",1802000,"Powiat brzozowski",2016,2087
"67251",1803000,"Powiat dębicki",2016,4458
"67252",1804000,"Powiat jarosławski",2016,7075
"67253",1805000,"Powiat jasielski",2016,1587
"67254",1806000,"Powiat kolbuszowski",2016,762
"67255",1807000,"Powiat krośnieński",2016,45872
"67256",1808000,"Powiat leżajski",2016,2872
"67257",1809000,"Powiat lubaczowski",2016,37234
"67258",1810000,"Powiat łańcucki",2016,5939
"67259",1811000,"Powiat mielecki",2016,3361
"67260",1812000,"Powiat niżański",2016,3465
"67261",1813000,"Powiat przemyski",2016,5416
"67262",1814000,"Powiat przeworski",2016,3840
"67263",1815000,"Powiat ropczycko-sędziszowski",2016,5515
"67264",1816000,"Powiat rzeszowski",2016,7034
"67265",1817000,"Powiat sanocki",2016,9621
"67266",1818000,"Powiat stalowowolski",2016,3903
"67267",1819000,"Powiat strzyżowski",2016,2197
"67268",1820000,"Powiat tarnobrzeski",2016,4909
"67269",1821000,"Powiat leski",2016,268790
"67270",1861000,"Powiat m.Krosno",2016,8013
"67271",1862000,"Powiat m.Przemyśl",2016,10841
"67272",1863000,"Powiat m.Rzeszów",2016,13913
"67273",1864000,"Powiat m.Tarnobrzeg",2016,3830
"67274",2001000,"Powiat augustowski",2016,31736
"67275",2002000,"Powiat białostocki",2016,7831
"67276",2003000,"Powiat bielski",2016,4846
"67277",2004000,"Powiat grajewski",2016,9142
"67278",2005000,"Powiat hajnowski",2016,26547
"67279",2006000,"Powiat kolneński",2016,0
"67280",2007000,"Powiat łomżyński",2016,3887
"67281",2008000,"Powiat moniecki",2016,6136
"67282",2009000,"Powiat sejneński",2016,15058
"67283",2010000,"Powiat siemiatycki",2016,3494
"67284",2011000,"Powiat sokólski",2016,2399
"67285",2012000,"Powiat suwalski",2016,12263
"67286",2013000,"Powiat wysokomazowiecki",2016,3290
"67287",2014000,"Powiat zambrowski",2016,0
"67288",2061000,"Powiat m.Białystok",2016,6979
"67289",2062000,"Powiat m.Łomża",2016,2532
"67290",2063000,"Powiat m.Suwałki",2016,10277
"67291",2201000,"Powiat bytowski",2016,8652
"67292",2202000,"Powiat chojnicki",2016,14690
"67293",2203000,"Powiat człuchowski",2016,17419
"67294",2204000,"Powiat gdański",2016,14151
"67295",2205000,"Powiat kartuski",2016,11840
"67296",2206000,"Powiat kościerski",2016,41113
"67297",2207000,"Powiat kwidzyński",2016,3520
"67298",2208000,"Powiat lęborski",2016,88485
"67299",2209000,"Powiat malborski",2016,9079
"67300",2210000,"Powiat nowodworski",2016,205282
"67301",2211000,"Powiat pucki",2016,187797
"67302",2212000,"Powiat słupski",2016,99766
"67303",2213000,"Powiat starogardzki",2016,6764
"67304",2214000,"Powiat tczewski",2016,6322
"67305",2215000,"Powiat wejherowski",2016,8748
"67306",2216000,"Powiat sztumski",2016,941
"67307",2261000,"Powiat m.Gdańsk",2016,28389
"67308",2262000,"Powiat m.Gdynia",2016,10392
"67309",2263000,"Powiat m.Słupsk",2016,6636
"67310",2264000,"Powiat m.Sopot",2016,159843
"67311",2401000,"Powiat będziński",2016,5754
"67312",2402000,"Powiat bielski",2016,26948
"67313",2403000,"Powiat cieszyński",2016,88553
"67314",2404000,"Powiat częstochowski",2016,1943
"67315",2405000,"Powiat gliwicki",2016,1636
"67316",2406000,"Powiat kłobucki",2016,3602
"67317",2407000,"Powiat lubliniecki",2016,6303
"67318",2408000,"Powiat mikołowski",2016,1490
"67319",2409000,"Powiat myszkowski",2016,4103
"67320",2410000,"Powiat pszczyński",2016,7650
"67321",2411000,"Powiat raciborski",2016,4280
"67322",2412000,"Powiat rybnicki",2016,0
"67323",2413000,"Powiat tarnogórski",2016,3995
"67324",2414000,"Powiat bieruńsko-lędziński",2016,3542
"67325",2415000,"Powiat wodzisławski",2016,2077
"67326",2416000,"Powiat zawierciański",2016,13649
"67327",2417000,"Powiat żywiecki",2016,22991
"67328",2461000,"Powiat m.Bielsko-Biała",2016,9072
"67329",2462000,"Powiat m.Bytom",2016,2214
"67330",2463000,"Powiat m.Chorzów",2016,7725
"67331",2464000,"Powiat m.Częstochowa",2016,10772
"67332",2465000,"Powiat m.Dąbrowa Górnicza",2016,2287
"67333",2466000,"Powiat m.Gliwice",2016,9373
"67334",2467000,"Powiat m.Jastrzębie-Zdrój",2016,0
"67335",2468000,"Powiat m.Jaworzno",2016,5619
"67336",2469000,"Powiat m.Katowice",2016,15674
"67337",2470000,"Powiat m.Mysłowice",2016,0
"67338",2471000,"Powiat m.Piekary Śląskie",2016,4364
"67339",2472000,"Powiat m.Ruda Śląska",2016,3623
"67340",2473000,"Powiat m.Rybnik",2016,2623
"67341",2474000,"Powiat m.Siemianowice Śląskie",2016,0
"67342",2475000,"Powiat m.Sosnowiec",2016,2692
"67343",2476000,"Powiat m.Świętochłowice",2016,0
"67344",2477000,"Powiat m.Tychy",2016,4961
"67345",2478000,"Powiat m.Zabrze",2016,4970
"67346",2479000,"Powiat m.Żory",2016,4694
"67347",2601000,"Powiat buski",2016,104169
"67348",2602000,"Powiat jędrzejowski",2016,2855
"67349",2603000,"Powiat kazimierski",2016,1658
"67350",2604000,"Powiat kielecki",2016,10377
"67351",2605000,"Powiat konecki",2016,6923
"67352",2606000,"Powiat opatowski",2016,2386
"67353",2607000,"Powiat ostrowiecki",2016,3610
"67354",2608000,"Powiat pińczowski",2016,2371
"67355",2609000,"Powiat sandomierski",2016,9318
"67356",2610000,"Powiat skarżyski",2016,5601
"67357",2611000,"Powiat starachowicki",2016,6282
"67358",2612000,"Powiat staszowski",2016,4152
"67359",2613000,"Powiat włoszczowski",2016,1902
"67360",2661000,"Powiat m.Kielce",2016,11629
"67361",2801000,"Powiat bartoszycki",2016,3453
"67362",2802000,"Powiat braniewski",2016,3641
"67363",2803000,"Powiat działdowski",2016,5746
"67364",2804000,"Powiat elbląski",2016,5901
"67365",2805000,"Powiat ełcki",2016,6776
"67366",2806000,"Powiat giżycki",2016,53479
"67367",2807000,"Powiat iławski",2016,16071
"67368",2808000,"Powiat kętrzyński",2016,4920
"67369",2809000,"Powiat lidzbarski",2016,12252
"67370",2810000,"Powiat mrągowski",2016,116150
"67371",2811000,"Powiat nidzicki",2016,4879
"67372",2812000,"Powiat nowomiejski",2016,3177
"67373",2813000,"Powiat olecki",2016,6126
"67374",2814000,"Powiat olsztyński",2016,23275
"67375",2815000,"Powiat ostródzki",2016,27977
"67376",2816000,"Powiat piski",2016,27285
"67377",2817000,"Powiat szczycieński",2016,17323
"67378",2818000,"Powiat gołdapski",2016,55927
"67379",2819000,"Powiat węgorzewski",2016,18869
"67380",2861000,"Powiat m.Elbląg",2016,9037
"67381",2862000,"Powiat m.Olsztyn",2016,18581
"67382",3001000,"Powiat chodzieski",2016,7655
"67383",3002000,"Powiat czarnkowsko-trzcianecki",2016,3268
"67384",3003000,"Powiat gnieźnieński",2016,11115
"67385",3004000,"Powiat gostyński",2016,2098
"67386",3005000,"Powiat grodziski",2016,7063
"67387",3006000,"Powiat jarociński",2016,8313
"67388",3007000,"Powiat kaliski",2016,3374
"67389",3008000,"Powiat kępiński",2016,1216
"67390",3009000,"Powiat kolski",2016,1122
"67391",3010000,"Powiat koniński",2016,15841
"67392",3011000,"Powiat kościański",2016,2527
"67393",3012000,"Powiat krotoszyński",2016,2657
"67394",3013000,"Powiat leszczyński",2016,30839
"67395",3014000,"Powiat międzychodzki",2016,30858
"67396",3015000,"Powiat nowotomyski",2016,8965
"67397",3016000,"Powiat obornicki",2016,3509
"67398",3017000,"Powiat ostrowski",2016,4967
"67399",3018000,"Powiat ostrzeszowski",2016,5232
"67400",3019000,"Powiat pilski",2016,4755
"67401",3020000,"Powiat pleszewski",2016,7336
"67402",3021000,"Powiat poznański",2016,8366
"67403",3022000,"Powiat rawicki",2016,1799
"67404",3023000,"Powiat słupecki",2016,6099
"67405",3024000,"Powiat szamotulski",2016,3488
"67406",3025000,"Powiat średzki",2016,10328
"67407",3026000,"Powiat śremski",2016,4313
"67408",3027000,"Powiat turecki",2016,1091
"67409",3028000,"Powiat wągrowiecki",2016,8200
"67410",3029000,"Powiat wolsztyński",2016,12038
"67411",3030000,"Powiat wrzesiński",2016,5331
"67412",3031000,"Powiat złotowski",2016,3700
"67413",3061000,"Powiat m.Kalisz",2016,4090
"67414",3062000,"Powiat m.Konin",2016,2178
"67415",3063000,"Powiat m.Leszno",2016,4663
"67416",3064000,"Powiat m.Poznań",2016,18662
"67417",3201000,"Powiat białogardzki",2016,3691
"67418",3202000,"Powiat choszczeński",2016,2944
"67419",3203000,"Powiat drawski",2016,14341
"67420",3204000,"Powiat goleniowski",2016,6040
"67421",3205000,"Powiat gryficki",2016,190576
"67422",3206000,"Powiat gryfiński",2016,8202
"67423",3207000,"Powiat kamieński",2016,256364
"67424",3208000,"Powiat kołobrzeski",2016,396423
"67425",3209000,"Powiat koszaliński",2016,180375
"67426",3210000,"Powiat myśliborski",2016,4912
"67427",3211000,"Powiat policki",2016,8318
"67428",3212000,"Powiat pyrzycki",2016,2040
"67429",3213000,"Powiat sławieński",2016,198272
"67430",3214000,"Powiat stargardzki",2016,8372
"67431",3215000,"Powiat szczecinecki",2016,6739
"67432",3216000,"Powiat świdwiński",2016,17070
"67433",3217000,"Powiat wałecki",2016,17789
"67434",3218000,"Powiat łobeski",2016,2527
"67435",3261000,"Powiat m.Koszalin",2016,6622
"67436",3262000,"Powiat m.Szczecin",2016,14012
"67437",3263000,"Powiat m.Świnoujście",2016,230997
"67438",201000,"Powiat bolesławiecki",2017,6778
"67439",202000,"Powiat dzierżoniowski",2017,6614
"67440",203000,"Powiat głogowski",2017,3939
"67441",204000,"Powiat górowski",2017,0
"67442",205000,"Powiat jaworski",2017,8961
"67443",206000,"Powiat jeleniogórski",2017,279820
"67444",207000,"Powiat kamiennogórski",2017,5663
"67445",208000,"Powiat kłodzki",2017,107253
"67446",209000,"Powiat legnicki",2017,4276
"67447",210000,"Powiat lubański",2017,84674
"67448",211000,"Powiat lubiński",2017,6854
"67449",212000,"Powiat lwówecki",2017,9512
"67450",213000,"Powiat milicki",2017,8530
"67451",214000,"Powiat oleśnicki",2017,5132
"67452",215000,"Powiat oławski",2017,5565
"67453",216000,"Powiat polkowicki",2017,0
"67454",217000,"Powiat strzeliński",2017,682
"67455",218000,"Powiat średzki",2017,3677
"67456",219000,"Powiat świdnicki",2017,6523
"67457",220000,"Powiat trzebnicki",2017,4077
"67458",221000,"Powiat wałbrzyski",2017,50876
"67459",222000,"Powiat wołowski",2017,2775
"67460",223000,"Powiat wrocławski",2017,10312
"67461",224000,"Powiat ząbkowicki",2017,8927
"67462",225000,"Powiat zgorzelecki",2017,10435
"67463",226000,"Powiat złotoryjski",2017,1884
"67464",261000,"Powiat m.Jelenia Góra",2017,40638
"67465",262000,"Powiat m.Legnica",2017,9741
"67466",263000,"Powiat m.Wałbrzych do 2002",2017,NA
"67467",264000,"Powiat m.Wrocław",2017,19344
"67468",265000,"Powiat m.Wałbrzych od 2013",2017,8366
"67469",401000,"Powiat aleksandrowski",2017,257533
"67470",402000,"Powiat brodnicki",2017,14174
"67471",403000,"Powiat bydgoski",2017,8072
"67472",404000,"Powiat chełmiński",2017,2198
"67473",405000,"Powiat golubsko-dobrzyński",2017,8856
"67474",406000,"Powiat grudziądzki",2017,2463
"67475",407000,"Powiat inowrocławski",2017,36663
"67476",408000,"Powiat lipnowski",2017,2133
"67477",409000,"Powiat mogileński",2017,4479
"67478",410000,"Powiat nakielski",2017,2280
"67479",411000,"Powiat radziejowski",2017,1282
"67480",412000,"Powiat rypiński",2017,1404
"67481",413000,"Powiat sępoleński",2017,8727
"67482",414000,"Powiat świecki",2017,9657
"67483",415000,"Powiat toruński",2017,8331
"67484",416000,"Powiat tucholski",2017,12746
"67485",417000,"Powiat wąbrzeski",2017,2663
"67486",418000,"Powiat włocławski",2017,31033
"67487",419000,"Powiat żniński",2017,20384
"67488",461000,"Powiat m.Bydgoszcz",2017,9453
"67489",462000,"Powiat m.Grudziądz",2017,8276
"67490",463000,"Powiat m.Toruń",2017,22437
"67491",464000,"Powiat m.Włocławek",2017,5551
"67492",601000,"Powiat bialski",2017,10097
"67493",602000,"Powiat biłgorajski",2017,2243
"67494",603000,"Powiat chełmski",2017,505
"67495",604000,"Powiat hrubieszowski",2017,1884
"67496",605000,"Powiat janowski",2017,11218
"67497",606000,"Powiat krasnostawski",2017,2703
"67498",607000,"Powiat kraśnicki",2017,572
"67499",608000,"Powiat lubartowski",2017,4138
"67500",609000,"Powiat lubelski",2017,4086
"67501",610000,"Powiat łęczyński",2017,2813
"67502",611000,"Powiat łukowski",2017,458
"67503",612000,"Powiat opolski",2017,3527
"67504",613000,"Powiat parczewski",2017,6648
"67505",614000,"Powiat puławski",2017,56478
"67506",615000,"Powiat radzyński",2017,600
"67507",616000,"Powiat rycki",2017,2094
"67508",617000,"Powiat świdnicki",2017,3585
"67509",618000,"Powiat tomaszowski",2017,5086
"67510",619000,"Powiat włodawski",2017,26946
"67511",620000,"Powiat zamojski",2017,14483
"67512",661000,"Powiat m.Biała Podlaska",2017,6754
"67513",662000,"Powiat m.Chełm",2017,5186
"67514",663000,"Powiat m.Lublin",2017,11279
"67515",664000,"Powiat m.Zamość",2017,15193
"67516",801000,"Powiat gorzowski",2017,5245
"67517",802000,"Powiat krośnieński",2017,9810
"67518",803000,"Powiat międzyrzecki",2017,15407
"67519",804000,"Powiat nowosolski",2017,2526
"67520",805000,"Powiat słubicki",2017,27737
"67521",806000,"Powiat strzelecko-drezdenecki",2017,20220
"67522",807000,"Powiat sulęciński",2017,22740
"67523",808000,"Powiat świebodziński",2017,24310
"67524",809000,"Powiat zielonogórski",2017,6812
"67525",810000,"Powiat żagański",2017,4226
"67526",811000,"Powiat żarski",2017,2149
"67527",812000,"Powiat wschowski",2017,24138
"67528",861000,"Powiat m.Gorzów Wielkopolski",2017,7326
"67529",862000,"Powiat m.Zielona Góra",2017,6140
"67530",1001000,"Powiat bełchatowski",2017,9740
"67531",1002000,"Powiat kutnowski",2017,3788
"67532",1003000,"Powiat łaski",2017,5815
"67533",1004000,"Powiat łęczycki",2017,0
"67534",1005000,"Powiat łowicki",2017,2326
"67535",1006000,"Powiat łódzki wschodni",2017,4470
"67536",1007000,"Powiat opoczyński",2017,1034
"67537",1008000,"Powiat pabianicki",2017,6043
"67538",1009000,"Powiat pajęczański",2017,2887
"67539",1010000,"Powiat piotrkowski",2017,13785
"67540",1011000,"Powiat poddębicki",2017,26499
"67541",1012000,"Powiat radomszczański",2017,2953
"67542",1013000,"Powiat rawski",2017,13096
"67543",1014000,"Powiat sieradzki",2017,4888
"67544",1015000,"Powiat skierniewicki",2017,1196
"67545",1016000,"Powiat tomaszowski",2017,19840
"67546",1017000,"Powiat wieluński",2017,9302
"67547",1018000,"Powiat wieruszowski",2017,3529
"67548",1019000,"Powiat zduńskowolski",2017,3305
"67549",1020000,"Powiat zgierski",2017,5503
"67550",1021000,"Powiat brzeziński",2017,4416
"67551",1061000,"Powiat m.Łódź",2017,11025
"67552",1062000,"Powiat m.Piotrków Trybunalski",2017,4517
"67553",1063000,"Powiat m.Skierniewice",2017,0
"67554",1201000,"Powiat bocheński",2017,9525
"67555",1202000,"Powiat brzeski",2017,3528
"67556",1203000,"Powiat chrzanowski",2017,665
"67557",1204000,"Powiat dąbrowski",2017,720
"67558",1205000,"Powiat gorlicki",2017,18919
"67559",1206000,"Powiat krakowski",2017,5863
"67560",1207000,"Powiat limanowski",2017,8453
"67561",1208000,"Powiat miechowski",2017,9039
