"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_ogolem_szt"
"1750",2014000,"Powiat zambrowski",2019,NA
"1751",2061000,"Powiat m.Białystok",2019,NA
"1752",2062000,"Powiat m.Łomża",2019,NA
"1753",2063000,"Powiat m.Suwałki",2019,NA
"1754",2201000,"Powiat bytowski",2019,NA
"1755",2202000,"Powiat chojnicki",2019,NA
"1756",2203000,"Powiat człuchowski",2019,NA
"1757",2204000,"Powiat gdański",2019,NA
"1758",2205000,"Powiat kartuski",2019,NA
"1759",2206000,"Powiat kościerski",2019,NA
"1760",2207000,"Powiat kwidzyński",2019,NA
"1761",2208000,"Powiat lęborski",2019,NA
"1762",2209000,"Powiat malborski",2019,NA
"1763",2210000,"Powiat nowodworski",2019,NA
"1764",2211000,"Powiat pucki",2019,NA
"1765",2212000,"Powiat słupski",2019,NA
"1766",2213000,"Powiat starogardzki",2019,NA
"1767",2214000,"Powiat tczewski",2019,NA
"1768",2215000,"Powiat wejherowski",2019,NA
"1769",2216000,"Powiat sztumski",2019,NA
"1770",2261000,"Powiat m.Gdańsk",2019,NA
"1771",2262000,"Powiat m.Gdynia",2019,NA
"1772",2263000,"Powiat m.Słupsk",2019,NA
"1773",2264000,"Powiat m.Sopot",2019,NA
"1774",2401000,"Powiat będziński",2019,NA
"1775",2402000,"Powiat bielski",2019,NA
"1776",2403000,"Powiat cieszyński",2019,NA
"1777",2404000,"Powiat częstochowski",2019,NA
"1778",2405000,"Powiat gliwicki",2019,NA
"1779",2406000,"Powiat kłobucki",2019,NA
"1780",2407000,"Powiat lubliniecki",2019,NA
"1781",2408000,"Powiat mikołowski",2019,NA
"1782",2409000,"Powiat myszkowski",2019,NA
"1783",2410000,"Powiat pszczyński",2019,NA
"1784",2411000,"Powiat raciborski",2019,NA
"1785",2412000,"Powiat rybnicki",2019,NA
"1786",2413000,"Powiat tarnogórski",2019,NA
"1787",2414000,"Powiat bieruńsko-lędziński",2019,NA
"1788",2415000,"Powiat wodzisławski",2019,NA
"1789",2416000,"Powiat zawierciański",2019,NA
"1790",2417000,"Powiat żywiecki",2019,NA
"1791",2461000,"Powiat m.Bielsko-Biała",2019,NA
"1792",2462000,"Powiat m.Bytom",2019,NA
"1793",2463000,"Powiat m.Chorzów",2019,NA
"1794",2464000,"Powiat m.Częstochowa",2019,NA
"1795",2465000,"Powiat m.Dąbrowa Górnicza",2019,NA
"1796",2466000,"Powiat m.Gliwice",2019,NA
"1797",2467000,"Powiat m.Jastrzębie-Zdrój",2019,NA
"1798",2468000,"Powiat m.Jaworzno",2019,NA
"1799",2469000,"Powiat m.Katowice",2019,NA
"1800",2470000,"Powiat m.Mysłowice",2019,NA
"1801",2471000,"Powiat m.Piekary Śląskie",2019,NA
"1802",2472000,"Powiat m.Ruda Śląska",2019,NA
"1803",2473000,"Powiat m.Rybnik",2019,NA
"1804",2474000,"Powiat m.Siemianowice Śląskie",2019,NA
"1805",2475000,"Powiat m.Sosnowiec",2019,NA
"1806",2476000,"Powiat m.Świętochłowice",2019,NA
"1807",2477000,"Powiat m.Tychy",2019,NA
"1808",2478000,"Powiat m.Zabrze",2019,NA
"1809",2479000,"Powiat m.Żory",2019,NA
"1810",2601000,"Powiat buski",2019,NA
"1811",2602000,"Powiat jędrzejowski",2019,NA
"1812",2603000,"Powiat kazimierski",2019,NA
"1813",2604000,"Powiat kielecki",2019,NA
"1814",2605000,"Powiat konecki",2019,NA
"1815",2606000,"Powiat opatowski",2019,NA
"1816",2607000,"Powiat ostrowiecki",2019,NA
"1817",2608000,"Powiat pińczowski",2019,NA
"1818",2609000,"Powiat sandomierski",2019,NA
"1819",2610000,"Powiat skarżyski",2019,NA
"1820",2611000,"Powiat starachowicki",2019,NA
"1821",2612000,"Powiat staszowski",2019,NA
"1822",2613000,"Powiat włoszczowski",2019,NA
"1823",2661000,"Powiat m.Kielce",2019,NA
"1824",2801000,"Powiat bartoszycki",2019,NA
"1825",2802000,"Powiat braniewski",2019,NA
"1826",2803000,"Powiat działdowski",2019,NA
"1827",2804000,"Powiat elbląski",2019,NA
"1828",2805000,"Powiat ełcki",2019,NA
"1829",2806000,"Powiat giżycki",2019,NA
"1830",2807000,"Powiat iławski",2019,NA
"1831",2808000,"Powiat kętrzyński",2019,NA
"1832",2809000,"Powiat lidzbarski",2019,NA
"1833",2810000,"Powiat mrągowski",2019,NA
"1834",2811000,"Powiat nidzicki",2019,NA
"1835",2812000,"Powiat nowomiejski",2019,NA
"1836",2813000,"Powiat olecki",2019,NA
"1837",2814000,"Powiat olsztyński",2019,NA
"1838",2815000,"Powiat ostródzki",2019,NA
"1839",2816000,"Powiat piski",2019,NA
"1840",2817000,"Powiat szczycieński",2019,NA
"1841",2818000,"Powiat gołdapski",2019,NA
"1842",2819000,"Powiat węgorzewski",2019,NA
"1843",2861000,"Powiat m.Elbląg",2019,NA
"1844",2862000,"Powiat m.Olsztyn",2019,NA
"1845",3001000,"Powiat chodzieski",2019,NA
"1846",3002000,"Powiat czarnkowsko-trzcianecki",2019,NA
"1847",3003000,"Powiat gnieźnieński",2019,NA
"1848",3004000,"Powiat gostyński",2019,NA
"1849",3005000,"Powiat grodziski",2019,NA
"1850",3006000,"Powiat jarociński",2019,NA
"1851",3007000,"Powiat kaliski",2019,NA
"1852",3008000,"Powiat kępiński",2019,NA
"1853",3009000,"Powiat kolski",2019,NA
"1854",3010000,"Powiat koniński",2019,NA
"1855",3011000,"Powiat kościański",2019,NA
"1856",3012000,"Powiat krotoszyński",2019,NA
"1857",3013000,"Powiat leszczyński",2019,NA
"1858",3014000,"Powiat międzychodzki",2019,NA
"1859",3015000,"Powiat nowotomyski",2019,NA
"1860",3016000,"Powiat obornicki",2019,NA
"1861",3017000,"Powiat ostrowski",2019,NA
"1862",3018000,"Powiat ostrzeszowski",2019,NA
"1863",3019000,"Powiat pilski",2019,NA
"1864",3020000,"Powiat pleszewski",2019,NA
"1865",3021000,"Powiat poznański",2019,NA
"1866",3022000,"Powiat rawicki",2019,NA
"1867",3023000,"Powiat słupecki",2019,NA
"1868",3024000,"Powiat szamotulski",2019,NA
"1869",3025000,"Powiat średzki",2019,NA
"1870",3026000,"Powiat śremski",2019,NA
"1871",3027000,"Powiat turecki",2019,NA
"1872",3028000,"Powiat wągrowiecki",2019,NA
"1873",3029000,"Powiat wolsztyński",2019,NA
"1874",3030000,"Powiat wrzesiński",2019,NA
"1875",3031000,"Powiat złotowski",2019,NA
"1876",3061000,"Powiat m.Kalisz",2019,NA
"1877",3062000,"Powiat m.Konin",2019,NA
"1878",3063000,"Powiat m.Leszno",2019,NA
"1879",3064000,"Powiat m.Poznań",2019,NA
"1880",3201000,"Powiat białogardzki",2019,NA
"1881",3202000,"Powiat choszczeński",2019,NA
"1882",3203000,"Powiat drawski",2019,NA
"1883",3204000,"Powiat goleniowski",2019,NA
"1884",3205000,"Powiat gryficki",2019,NA
"1885",3206000,"Powiat gryfiński",2019,NA
"1886",3207000,"Powiat kamieński",2019,NA
"1887",3208000,"Powiat kołobrzeski",2019,NA
"1888",3209000,"Powiat koszaliński",2019,NA
"1889",3210000,"Powiat myśliborski",2019,NA
"1890",3211000,"Powiat policki",2019,NA
"1891",3212000,"Powiat pyrzycki",2019,NA
"1892",3213000,"Powiat sławieński",2019,NA
"1893",3214000,"Powiat stargardzki",2019,NA
"1894",3215000,"Powiat szczecinecki",2019,NA
"1895",3216000,"Powiat świdwiński",2019,NA
"1896",3217000,"Powiat wałecki",2019,NA
"1897",3218000,"Powiat łobeski",2019,NA
"1898",3261000,"Powiat m.Koszalin",2019,NA
"1899",3262000,"Powiat m.Szczecin",2019,NA
"1900",3263000,"Powiat m.Świnoujście",2019,NA
