"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_majatkowe_ogolem_zl"
"7169",2605000,"Powiat konecki",2000,247831
"7170",2606000,"Powiat opatowski",2000,10476114
"7171",2607000,"Powiat ostrowiecki",2000,1013089
"7172",2608000,"Powiat pińczowski",2000,219670
"7173",2609000,"Powiat sandomierski",2000,4103179
"7174",2610000,"Powiat skarżyski",2000,2231805
"7175",2611000,"Powiat starachowicki",2000,32126709
"7176",2612000,"Powiat staszowski",2000,2455160
"7177",2613000,"Powiat włoszczowski",2000,451803
"7178",2801000,"Powiat bartoszycki",2000,3259976
"7179",2802000,"Powiat braniewski",2000,371901
"7180",2803000,"Powiat działdowski",2000,1800684
"7181",2804000,"Powiat elbląski",2000,5092556
"7182",2805000,"Powiat ełcki",2000,6693406
"7183",2806000,"Powiat giżycki",2000,2528249
"7184",2807000,"Powiat iławski",2000,4100775
"7185",2808000,"Powiat kętrzyński",2000,1021033
"7186",2809000,"Powiat lidzbarski",2000,1285914
"7187",2810000,"Powiat mrągowski",2000,2374471
"7188",2811000,"Powiat nidzicki",2000,1024950
"7189",2812000,"Powiat nowomiejski",2000,2104955
"7190",2813000,"Powiat olecki",2000,4787339
"7191",2814000,"Powiat olsztyński",2000,1826293
"7192",2815000,"Powiat ostródzki",2000,6132337
"7193",2816000,"Powiat piski",2000,633739
"7194",2817000,"Powiat szczycieński",2000,3230680
"7195",2818000,"Powiat gołdapski",2000,NA
"7196",2819000,"Powiat węgorzewski",2000,NA
"7197",3001000,"Powiat chodzieski",2000,2110451
"7198",3002000,"Powiat czarnkowsko-trzcianecki",2000,2745287
"7199",3003000,"Powiat gnieźnieński",2000,5605918
"7200",3004000,"Powiat gostyński",2000,4320851
"7201",3005000,"Powiat grodziski",2000,1821082
"7202",3006000,"Powiat jarociński",2000,1294313
"7203",3007000,"Powiat kaliski",2000,2554561
"7204",3008000,"Powiat kępiński",2000,2770475
"7205",3009000,"Powiat kolski",2000,1845489
"7206",3010000,"Powiat koniński",2000,3508334
"7207",3011000,"Powiat kościański",2000,768580
"7208",3012000,"Powiat krotoszyński",2000,3017353
"7209",3013000,"Powiat leszczyński",2000,236427
"7210",3014000,"Powiat międzychodzki",2000,878936
"7211",3015000,"Powiat nowotomyski",2000,1367718
"7212",3016000,"Powiat obornicki",2000,538255
"7213",3017000,"Powiat ostrowski",2000,5332080
"7214",3018000,"Powiat ostrzeszowski",2000,1124548
"7215",3019000,"Powiat pilski",2000,2158997
"7216",3020000,"Powiat pleszewski",2000,2603388
"7217",3021000,"Powiat poznański",2000,4708620
"7218",3022000,"Powiat rawicki",2000,1033649
"7219",3023000,"Powiat słupecki",2000,1863424
"7220",3024000,"Powiat szamotulski",2000,4231775
"7221",3025000,"Powiat średzki",2000,693964
"7222",3026000,"Powiat śremski",2000,574163
"7223",3027000,"Powiat turecki",2000,1282688
"7224",3028000,"Powiat wągrowiecki",2000,2037850
"7225",3029000,"Powiat wolsztyński",2000,2251485
"7226",3030000,"Powiat wrzesiński",2000,1711837
"7227",3031000,"Powiat złotowski",2000,4333317
"7228",3201000,"Powiat białogardzki",2000,7205682
"7229",3202000,"Powiat choszczeński",2000,424629
"7230",3203000,"Powiat drawski",2000,2766504
"7231",3204000,"Powiat goleniowski",2000,2476700
"7232",3205000,"Powiat gryficki",2000,2923026
"7233",3206000,"Powiat gryfiński",2000,854975
"7234",3207000,"Powiat kamieński",2000,1225402
"7235",3208000,"Powiat kołobrzeski",2000,661248
"7236",3209000,"Powiat koszaliński",2000,832869
"7237",3210000,"Powiat myśliborski",2000,711247
"7238",3211000,"Powiat policki",2000,860251
"7239",3212000,"Powiat pyrzycki",2000,374732
"7240",3213000,"Powiat sławieński",2000,434783
"7241",3214000,"Powiat stargardzki",2000,17457982
"7242",3215000,"Powiat szczecinecki",2000,3440496
"7243",3216000,"Powiat świdwiński",2000,996141
"7244",3217000,"Powiat wałecki",2000,126425
"7245",3218000,"Powiat łobeski",2000,NA
"7246",201000,"Powiat bolesławiecki",2001,3844028
"7247",202000,"Powiat dzierżoniowski",2001,1519300
"7248",203000,"Powiat głogowski",2001,8113110
"7249",204000,"Powiat górowski",2001,1376232
"7250",205000,"Powiat jaworski",2001,1218892
"7251",206000,"Powiat jeleniogórski",2001,4976344
"7252",207000,"Powiat kamiennogórski",2001,2934970
"7253",208000,"Powiat kłodzki",2001,16425351
"7254",209000,"Powiat legnicki",2001,631657
"7255",210000,"Powiat lubański",2001,4412590
"7256",211000,"Powiat lubiński",2001,1524024
"7257",212000,"Powiat lwówecki",2001,1325723
"7258",213000,"Powiat milicki",2001,11870416
"7259",214000,"Powiat oleśnicki",2001,4329727
"7260",215000,"Powiat oławski",2001,2347838
"7261",216000,"Powiat polkowicki",2001,2497988
"7262",217000,"Powiat strzeliński",2001,3169696
"7263",218000,"Powiat średzki",2001,4590098
"7264",219000,"Powiat świdnicki",2001,19719913
"7265",220000,"Powiat trzebnicki",2001,3946581
"7266",221000,"Powiat wałbrzyski",2001,2395257
"7267",222000,"Powiat wołowski",2001,2675092
"7268",223000,"Powiat wrocławski",2001,1375446
"7269",224000,"Powiat ząbkowicki",2001,995411
"7270",225000,"Powiat zgorzelecki",2001,989952
"7271",226000,"Powiat złotoryjski",2001,636500
"7272",401000,"Powiat aleksandrowski",2001,1147005
"7273",402000,"Powiat brodnicki",2001,3739483
"7274",403000,"Powiat bydgoski",2001,1434000
"7275",404000,"Powiat chełmiński",2001,1459210
"7276",405000,"Powiat golubsko-dobrzyński",2001,1246679
"7277",406000,"Powiat grudziądzki",2001,455023
"7278",407000,"Powiat inowrocławski",2001,1718874
"7279",408000,"Powiat lipnowski",2001,1420935
"7280",409000,"Powiat mogileński",2001,875316
"7281",410000,"Powiat nakielski",2001,2859131
"7282",411000,"Powiat radziejowski",2001,674804
"7283",412000,"Powiat rypiński",2001,1537224
"7284",413000,"Powiat sępoleński",2001,1868761
"7285",414000,"Powiat świecki",2001,4207286
"7286",415000,"Powiat toruński",2001,2321591
"7287",416000,"Powiat tucholski",2001,2932578
"7288",417000,"Powiat wąbrzeski",2001,750186
"7289",418000,"Powiat włocławski",2001,1907560
"7290",419000,"Powiat żniński",2001,2013480
"7291",601000,"Powiat bialski",2001,2523720
"7292",602000,"Powiat biłgorajski",2001,9320799
"7293",603000,"Powiat chełmski",2001,877683
"7294",604000,"Powiat hrubieszowski",2001,284509
"7295",605000,"Powiat janowski",2001,2485975
"7296",606000,"Powiat krasnostawski",2001,3795465
"7297",607000,"Powiat kraśnicki",2001,2955059
"7298",608000,"Powiat lubartowski",2001,2131502
"7299",609000,"Powiat lubelski",2001,2331083
"7300",610000,"Powiat łęczyński",2001,7650813
"7301",611000,"Powiat łukowski",2001,4085758
"7302",612000,"Powiat opolski",2001,4005719
"7303",613000,"Powiat parczewski",2001,2157113
"7304",614000,"Powiat puławski",2001,2085487
"7305",615000,"Powiat radzyński",2001,3790193
"7306",616000,"Powiat rycki",2001,4824673
"7307",617000,"Powiat świdnicki",2001,589549
"7308",618000,"Powiat tomaszowski",2001,2706767
"7309",619000,"Powiat włodawski",2001,2619128
"7310",620000,"Powiat zamojski",2001,2422484
"7311",801000,"Powiat gorzowski",2001,3160545
"7312",802000,"Powiat krośnieński",2001,774386
"7313",803000,"Powiat międzyrzecki",2001,826774
"7314",804000,"Powiat nowosolski",2001,5011814
"7315",805000,"Powiat słubicki",2001,1565519
"7316",806000,"Powiat strzelecko-drezdenecki",2001,3583742
"7317",807000,"Powiat sulęciński",2001,4057685
"7318",808000,"Powiat świebodziński",2001,3044727
"7319",809000,"Powiat zielonogórski",2001,2512529
"7320",810000,"Powiat żagański",2001,420969
"7321",811000,"Powiat żarski",2001,2381236
"7322",812000,"Powiat wschowski",2001,NA
"7323",1001000,"Powiat bełchatowski",2001,3679304
"7324",1002000,"Powiat kutnowski",2001,2033443
"7325",1003000,"Powiat łaski",2001,1951919
"7326",1004000,"Powiat łęczycki",2001,2032395
"7327",1005000,"Powiat łowicki",2001,5335809
"7328",1006000,"Powiat łódzki wschodni",2001,10965089
"7329",1007000,"Powiat opoczyński",2001,3461179
"7330",1008000,"Powiat pabianicki",2001,2211419
"7331",1009000,"Powiat pajęczański",2001,1367559
"7332",1010000,"Powiat piotrkowski",2001,951701
"7333",1011000,"Powiat poddębicki",2001,16011825
"7334",1012000,"Powiat radomszczański",2001,12589922
"7335",1013000,"Powiat rawski",2001,3887290
"7336",1014000,"Powiat sieradzki",2001,2701597
"7337",1015000,"Powiat skierniewicki",2001,971586
"7338",1016000,"Powiat tomaszowski",2001,4800840
"7339",1017000,"Powiat wieluński",2001,3080795
"7340",1018000,"Powiat wieruszowski",2001,2601677
"7341",1019000,"Powiat zduńskowolski",2001,2892802
"7342",1020000,"Powiat zgierski",2001,2295217
"7343",1021000,"Powiat brzeziński",2001,NA
"7344",1201000,"Powiat bocheński",2001,2364950
"7345",1202000,"Powiat brzeski",2001,7082852
"7346",1203000,"Powiat chrzanowski",2001,10883402
"7347",1204000,"Powiat dąbrowski",2001,3543243
"7348",1205000,"Powiat gorlicki",2001,2511936
"7349",1206000,"Powiat krakowski",2001,5356631
"7350",1207000,"Powiat limanowski",2001,5949865
"7351",1208000,"Powiat miechowski",2001,635409
"7352",1209000,"Powiat myślenicki",2001,2615450
"7353",1210000,"Powiat nowosądecki",2001,9639581
"7354",1211000,"Powiat nowotarski",2001,29409600
"7355",1212000,"Powiat olkuski",2001,3742719
"7356",1213000,"Powiat oświęcimski",2001,8490551
"7357",1214000,"Powiat proszowicki",2001,1927582
"7358",1215000,"Powiat suski",2001,3890624
"7359",1216000,"Powiat tarnowski",2001,9293315
"7360",1217000,"Powiat tatrzański",2001,2294990
"7361",1218000,"Powiat wadowicki",2001,4595899
"7362",1219000,"Powiat wielicki",2001,1979034
"7363",1401000,"Powiat białobrzeski",2001,822830
"7364",1402000,"Powiat ciechanowski",2001,138330
"7365",1403000,"Powiat garwoliński",2001,14196815
"7366",1404000,"Powiat gostyniński",2001,1324318
"7367",1405000,"Powiat grodziski",2001,38568436
"7368",1406000,"Powiat grójecki",2001,3125516
"7369",1407000,"Powiat kozienicki",2001,1393251
"7370",1408000,"Powiat legionowski",2001,5524206
"7371",1409000,"Powiat lipski",2001,1391814
"7372",1410000,"Powiat łosicki",2001,1086820
"7373",1411000,"Powiat makowski",2001,1793715
"7374",1412000,"Powiat miński",2001,5311118
"7375",1413000,"Powiat mławski",2001,1907621
"7376",1414000,"Powiat nowodworski",2001,3595143
"7377",1415000,"Powiat ostrołęcki",2001,5902814
"7378",1416000,"Powiat ostrowski",2001,3013042
"7379",1417000,"Powiat otwocki",2001,1335685
"7380",1418000,"Powiat piaseczyński",2001,935713
"7381",1419000,"Powiat płocki",2001,9055192
"7382",1420000,"Powiat płoński",2001,6367617
"7383",1421000,"Powiat pruszkowski",2001,3237254
"7384",1422000,"Powiat przasnyski",2001,46688396
"7385",1423000,"Powiat przysuski",2001,2091044
"7386",1424000,"Powiat pułtuski",2001,2700180
"7387",1425000,"Powiat radomski",2001,5622328
"7388",1426000,"Powiat siedlecki",2001,793310
"7389",1427000,"Powiat sierpecki",2001,1374298
"7390",1428000,"Powiat sochaczewski",2001,3571295
"7391",1429000,"Powiat sokołowski",2001,1533504
"7392",1430000,"Powiat szydłowiecki",2001,462256
"7393",1431000,"Powiat warszawski",2001,9444836
"7394",1432000,"Powiat warszawski zachodni",2001,1740720
"7395",1433000,"Powiat węgrowski",2001,3811986
"7396",1434000,"Powiat wołomiński",2001,5317052
"7397",1435000,"Powiat wyszkowski",2001,5158491
"7398",1436000,"Powiat zwoleński",2001,972769
"7399",1437000,"Powiat żuromiński",2001,1069186
"7400",1438000,"Powiat żyrardowski",2001,1485295
"7401",1601000,"Powiat brzeski",2001,6619630
"7402",1602000,"Powiat głubczycki",2001,1083149
"7403",1603000,"Powiat kędzierzyńsko-kozielski",2001,3742034
"7404",1604000,"Powiat kluczborski",2001,569754
"7405",1605000,"Powiat krapkowicki",2001,592831
"7406",1606000,"Powiat namysłowski",2001,2793271
"7407",1607000,"Powiat nyski",2001,2721862
"7408",1608000,"Powiat oleski",2001,1577606
"7409",1609000,"Powiat opolski",2001,4246607
"7410",1610000,"Powiat prudnicki",2001,1754054
"7411",1611000,"Powiat strzelecki",2001,3320092
"7412",1801000,"Powiat bieszczadzki",2001,1000926
"7413",1802000,"Powiat brzozowski",2001,4172885
"7414",1803000,"Powiat dębicki",2001,3327727
"7415",1804000,"Powiat jarosławski",2001,11112398
"7416",1805000,"Powiat jasielski",2001,5953656
"7417",1806000,"Powiat kolbuszowski",2001,2530267
"7418",1807000,"Powiat krośnieński",2001,846475
"7419",1808000,"Powiat leżajski",2001,2739765
"7420",1809000,"Powiat lubaczowski",2001,13682566
"7421",1810000,"Powiat łańcucki",2001,2111266
"7422",1811000,"Powiat mielecki",2001,15878473
"7423",1812000,"Powiat niżański",2001,2428614
"7424",1813000,"Powiat przemyski",2001,2254993
"7425",1814000,"Powiat przeworski",2001,6653123
"7426",1815000,"Powiat ropczycko-sędziszowski",2001,6122772
"7427",1816000,"Powiat rzeszowski",2001,14674946
"7428",1817000,"Powiat sanocki",2001,7059061
"7429",1818000,"Powiat stalowowolski",2001,4514030
"7430",1819000,"Powiat strzyżowski",2001,2692265
"7431",1820000,"Powiat tarnobrzeski",2001,2515919
"7432",1821000,"Powiat leski",2001,NA
"7433",2001000,"Powiat augustowski",2001,5177914
"7434",2002000,"Powiat białostocki",2001,5092598
"7435",2003000,"Powiat bielski",2001,5833055
"7436",2004000,"Powiat grajewski",2001,2988693
"7437",2005000,"Powiat hajnowski",2001,5335003
"7438",2006000,"Powiat kolneński",2001,1304259
"7439",2007000,"Powiat łomżyński",2001,870430
"7440",2008000,"Powiat moniecki",2001,1647870
"7441",2009000,"Powiat sejneński",2001,1446082
"7442",2010000,"Powiat siemiatycki",2001,4559836
"7443",2011000,"Powiat sokólski",2001,5214126
"7444",2012000,"Powiat suwalski",2001,1692399
"7445",2013000,"Powiat wysokomazowiecki",2001,6958191
"7446",2014000,"Powiat zambrowski",2001,1727035
"7447",2201000,"Powiat bytowski",2001,2707329
"7448",2202000,"Powiat chojnicki",2001,20164988
"7449",2203000,"Powiat człuchowski",2001,6125080
"7450",2204000,"Powiat gdański",2001,1566678
"7451",2205000,"Powiat kartuski",2001,3234437
"7452",2206000,"Powiat kościerski",2001,899610
"7453",2207000,"Powiat kwidzyński",2001,11566988
"7454",2208000,"Powiat lęborski",2001,1770071
"7455",2209000,"Powiat malborski",2001,2085764
"7456",2210000,"Powiat nowodworski",2001,708179
"7457",2211000,"Powiat pucki",2001,8963308
"7458",2212000,"Powiat słupski",2001,9925842
"7459",2213000,"Powiat starogardzki",2001,5157884
"7460",2214000,"Powiat tczewski",2001,3658780
"7461",2215000,"Powiat wejherowski",2001,2126661
"7462",2216000,"Powiat sztumski",2001,NA
"7463",2401000,"Powiat będziński",2001,2265372
"7464",2402000,"Powiat bielski",2001,2996587
"7465",2403000,"Powiat cieszyński",2001,9706668
"7466",2404000,"Powiat częstochowski",2001,3436684
"7467",2405000,"Powiat gliwicki",2001,8182370
"7468",2406000,"Powiat kłobucki",2001,3312632
"7469",2407000,"Powiat lubliniecki",2001,2529116
"7470",2408000,"Powiat mikołowski",2001,3119319
"7471",2409000,"Powiat myszkowski",2001,1765006
"7472",2410000,"Powiat pszczyński",2001,728218
"7473",2411000,"Powiat raciborski",2001,11464984
"7474",2412000,"Powiat rybnicki",2001,178179
"7475",2413000,"Powiat tarnogórski",2001,3434563
"7476",2414000,"Powiat bieruńsko-lędziński",2001,271793
"7477",2415000,"Powiat wodzisławski",2001,3540109
"7478",2416000,"Powiat zawierciański",2001,1972353
"7479",2417000,"Powiat żywiecki",2001,10753785
"7480",2601000,"Powiat buski",2001,1124771
"7481",2602000,"Powiat jędrzejowski",2001,3056546
"7482",2603000,"Powiat kazimierski",2001,309898
"7483",2604000,"Powiat kielecki",2001,2749263
"7484",2605000,"Powiat konecki",2001,918859
"7485",2606000,"Powiat opatowski",2001,14221894
"7486",2607000,"Powiat ostrowiecki",2001,2319027
"7487",2608000,"Powiat pińczowski",2001,11448242
"7488",2609000,"Powiat sandomierski",2001,3678039
"7489",2610000,"Powiat skarżyski",2001,623209
"7490",2611000,"Powiat starachowicki",2001,22012122
"7491",2612000,"Powiat staszowski",2001,3094973
"7492",2613000,"Powiat włoszczowski",2001,914114
"7493",2801000,"Powiat bartoszycki",2001,2050387
"7494",2802000,"Powiat braniewski",2001,1642816
"7495",2803000,"Powiat działdowski",2001,1651054
"7496",2804000,"Powiat elbląski",2001,3300057
"7497",2805000,"Powiat ełcki",2001,2616127
"7498",2806000,"Powiat giżycki",2001,2577906
"7499",2807000,"Powiat iławski",2001,4709437
"7500",2808000,"Powiat kętrzyński",2001,2449911
"7501",2809000,"Powiat lidzbarski",2001,1925613
"7502",2810000,"Powiat mrągowski",2001,1998940
"7503",2811000,"Powiat nidzicki",2001,907656
"7504",2812000,"Powiat nowomiejski",2001,833471
"7505",2813000,"Powiat olecki",2001,3423075
"7506",2814000,"Powiat olsztyński",2001,6405874
"7507",2815000,"Powiat ostródzki",2001,3757155
"7508",2816000,"Powiat piski",2001,1713634
"7509",2817000,"Powiat szczycieński",2001,6610278
"7510",2818000,"Powiat gołdapski",2001,NA
"7511",2819000,"Powiat węgorzewski",2001,NA
"7512",3001000,"Powiat chodzieski",2001,1573241
"7513",3002000,"Powiat czarnkowsko-trzcianecki",2001,3172934
"7514",3003000,"Powiat gnieźnieński",2001,5032005
"7515",3004000,"Powiat gostyński",2001,3664154
"7516",3005000,"Powiat grodziski",2001,5000557
"7517",3006000,"Powiat jarociński",2001,2764439
"7518",3007000,"Powiat kaliski",2001,4729746
"7519",3008000,"Powiat kępiński",2001,2685836
"7520",3009000,"Powiat kolski",2001,6822076
"7521",3010000,"Powiat koniński",2001,4362106
"7522",3011000,"Powiat kościański",2001,2693692
"7523",3012000,"Powiat krotoszyński",2001,2339774
"7524",3013000,"Powiat leszczyński",2001,389561
"7525",3014000,"Powiat międzychodzki",2001,424357
"7526",3015000,"Powiat nowotomyski",2001,2847205
"7527",3016000,"Powiat obornicki",2001,1039384
"7528",3017000,"Powiat ostrowski",2001,3154944
"7529",3018000,"Powiat ostrzeszowski",2001,1959511
"7530",3019000,"Powiat pilski",2001,3774767
"7531",3020000,"Powiat pleszewski",2001,4182420
"7532",3021000,"Powiat poznański",2001,6724428
"7533",3022000,"Powiat rawicki",2001,1074056
"7534",3023000,"Powiat słupecki",2001,5040067
"7535",3024000,"Powiat szamotulski",2001,4786812
"7536",3025000,"Powiat średzki",2001,3001003
"7537",3026000,"Powiat śremski",2001,391140
"7538",3027000,"Powiat turecki",2001,1010087
"7539",3028000,"Powiat wągrowiecki",2001,1088858
"7540",3029000,"Powiat wolsztyński",2001,3481144
"7541",3030000,"Powiat wrzesiński",2001,4267335
"7542",3031000,"Powiat złotowski",2001,6408534
"7543",3201000,"Powiat białogardzki",2001,11710526
"7544",3202000,"Powiat choszczeński",2001,788594
"7545",3203000,"Powiat drawski",2001,1053072
"7546",3204000,"Powiat goleniowski",2001,8424479
"7547",3205000,"Powiat gryficki",2001,1035994
"7548",3206000,"Powiat gryfiński",2001,2009182
"7549",3207000,"Powiat kamieński",2001,1052463
"7550",3208000,"Powiat kołobrzeski",2001,446540
"7551",3209000,"Powiat koszaliński",2001,1185201
"7552",3210000,"Powiat myśliborski",2001,830819
"7553",3211000,"Powiat policki",2001,562636
"7554",3212000,"Powiat pyrzycki",2001,1193366
"7555",3213000,"Powiat sławieński",2001,236354
"7556",3214000,"Powiat stargardzki",2001,21893620
"7557",3215000,"Powiat szczecinecki",2001,2620428
