"","Kod","Nazwa","rok","Mieszkania_oddane_do_uzytkowania_ogolem_mieszkania"
"591",1816000,"Powiat rzeszowski",1996,169
"592",1817000,"Powiat sanocki",1996,41
"593",1818000,"Powiat stalowowolski",1996,205
"594",1819000,"Powiat strzyżowski",1996,37
"595",1820000,"Powiat tarnobrzeski",1996,49
"596",1821000,"Powiat leski",1996,NA
"597",1861000,"Powiat m.Krosno",1996,74
"598",1862000,"Powiat m.Przemyśl",1996,72
"599",1863000,"Powiat m.Rzeszów",1996,141
"600",1864000,"Powiat m.Tarnobrzeg",1996,69
"601",2001000,"Powiat augustowski",1996,95
"602",2002000,"Powiat białostocki",1996,447
"603",2003000,"Powiat bielski",1996,157
"604",2004000,"Powiat grajewski",1996,65
"605",2005000,"Powiat hajnowski",1996,73
"606",2006000,"Powiat kolneński",1996,52
"607",2007000,"Powiat łomżyński",1996,126
"608",2008000,"Powiat moniecki",1996,49
"609",2009000,"Powiat sejneński",1996,36
"610",2010000,"Powiat siemiatycki",1996,79
"611",2011000,"Powiat sokólski",1996,80
"612",2012000,"Powiat suwalski",1996,25
"613",2013000,"Powiat wysokomazowiecki",1996,74
"614",2014000,"Powiat zambrowski",1996,99
"615",2061000,"Powiat m.Białystok",1996,2600
"616",2062000,"Powiat m.Łomża",1996,188
"617",2063000,"Powiat m.Suwałki",1996,333
"618",2201000,"Powiat bytowski",1996,38
"619",2202000,"Powiat chojnicki",1996,68
"620",2203000,"Powiat człuchowski",1996,17
"621",2204000,"Powiat gdański",1996,108
"622",2205000,"Powiat kartuski",1996,103
"623",2206000,"Powiat kościerski",1996,49
"624",2207000,"Powiat kwidzyński",1996,131
"625",2208000,"Powiat lęborski",1996,103
"626",2209000,"Powiat malborski",1996,70
"627",2210000,"Powiat nowodworski",1996,22
"628",2211000,"Powiat pucki",1996,91
"629",2212000,"Powiat słupski",1996,50
"630",2213000,"Powiat starogardzki",1996,147
"631",2214000,"Powiat tczewski",1996,216
"632",2215000,"Powiat wejherowski",1996,378
"633",2216000,"Powiat sztumski",1996,NA
"634",2261000,"Powiat m.Gdańsk",1996,1185
"635",2262000,"Powiat m.Gdynia",1996,735
"636",2263000,"Powiat m.Słupsk",1996,162
"637",2264000,"Powiat m.Sopot",1996,72
"638",2401000,"Powiat będziński",1996,83
"639",2402000,"Powiat bielski",1996,207
"640",2403000,"Powiat cieszyński",1996,263
"641",2404000,"Powiat częstochowski",1996,137
"642",2405000,"Powiat gliwicki",1996,20
"643",2406000,"Powiat kłobucki",1996,73
"644",2407000,"Powiat lubliniecki",1996,69
"645",2408000,"Powiat mikołowski",1996,94
"646",2409000,"Powiat myszkowski",1996,94
"647",2410000,"Powiat pszczyński",1996,152
"648",2411000,"Powiat raciborski",1996,42
"649",2412000,"Powiat rybnicki",1996,63
"650",2413000,"Powiat tarnogórski",1996,89
"651",2414000,"Powiat bieruńsko-lędziński",1996,47
"652",2415000,"Powiat wodzisławski",1996,139
"653",2416000,"Powiat zawierciański",1996,119
"654",2417000,"Powiat żywiecki",1996,225
"655",2461000,"Powiat m.Bielsko-Biała",1996,270
"656",2462000,"Powiat m.Bytom",1996,19
"657",2463000,"Powiat m.Chorzów",1996,1
"658",2464000,"Powiat m.Częstochowa",1996,499
"659",2465000,"Powiat m.Dąbrowa Górnicza",1996,69
"660",2466000,"Powiat m.Gliwice",1996,58
"661",2467000,"Powiat m.Jastrzębie-Zdrój",1996,41
"662",2468000,"Powiat m.Jaworzno",1996,58
"663",2469000,"Powiat m.Katowice",1996,186
"664",2470000,"Powiat m.Mysłowice",1996,29
"665",2471000,"Powiat m.Piekary Śląskie",1996,13
"666",2472000,"Powiat m.Ruda Śląska",1996,52
"667",2473000,"Powiat m.Rybnik",1996,126
"668",2474000,"Powiat m.Siemianowice Śląskie",1996,38
"669",2475000,"Powiat m.Sosnowiec",1996,51
"670",2476000,"Powiat m.Świętochłowice",1996,2
"671",2477000,"Powiat m.Tychy",1996,59
"672",2478000,"Powiat m.Zabrze",1996,12
"673",2479000,"Powiat m.Żory",1996,44
"674",2601000,"Powiat buski",1996,132
"675",2602000,"Powiat jędrzejowski",1996,151
"676",2603000,"Powiat kazimierski",1996,39
"677",2604000,"Powiat kielecki",1996,303
"678",2605000,"Powiat konecki",1996,134
"679",2606000,"Powiat opatowski",1996,92
"680",2607000,"Powiat ostrowiecki",1996,109
"681",2608000,"Powiat pińczowski",1996,45
"682",2609000,"Powiat sandomierski",1996,183
"683",2610000,"Powiat skarżyski",1996,54
"684",2611000,"Powiat starachowicki",1996,88
"685",2612000,"Powiat staszowski",1996,148
"686",2613000,"Powiat włoszczowski",1996,73
"687",2661000,"Powiat m.Kielce",1996,696
"688",2801000,"Powiat bartoszycki",1996,39
"689",2802000,"Powiat braniewski",1996,39
"690",2803000,"Powiat działdowski",1996,59
"691",2804000,"Powiat elbląski",1996,30
"692",2805000,"Powiat ełcki",1996,251
"693",2806000,"Powiat giżycki",1996,237
"694",2807000,"Powiat iławski",1996,129
"695",2808000,"Powiat kętrzyński",1996,117
"696",2809000,"Powiat lidzbarski",1996,32
"697",2810000,"Powiat mrągowski",1996,130
"698",2811000,"Powiat nidzicki",1996,59
"699",2812000,"Powiat nowomiejski",1996,56
"700",2813000,"Powiat olecki",1996,30
"701",2814000,"Powiat olsztyński",1996,52
"702",2815000,"Powiat ostródzki",1996,129
"703",2816000,"Powiat piski",1996,24
"704",2817000,"Powiat szczycieński",1996,57
"705",2818000,"Powiat gołdapski",1996,NA
"706",2819000,"Powiat węgorzewski",1996,NA
"707",2861000,"Powiat m.Elbląg",1996,403
"708",2862000,"Powiat m.Olsztyn",1996,786
"709",3001000,"Powiat chodzieski",1996,29
"710",3002000,"Powiat czarnkowsko-trzcianecki",1996,50
"711",3003000,"Powiat gnieźnieński",1996,113
"712",3004000,"Powiat gostyński",1996,102
"713",3005000,"Powiat grodziski",1996,17
"714",3006000,"Powiat jarociński",1996,119
"715",3007000,"Powiat kaliski",1996,33
"716",3008000,"Powiat kępiński",1996,119
"717",3009000,"Powiat kolski",1996,114
"718",3010000,"Powiat koniński",1996,141
"719",3011000,"Powiat kościański",1996,65
"720",3012000,"Powiat krotoszyński",1996,55
"721",3013000,"Powiat leszczyński",1996,37
"722",3014000,"Powiat międzychodzki",1996,41
"723",3015000,"Powiat nowotomyski",1996,75
"724",3016000,"Powiat obornicki",1996,85
"725",3017000,"Powiat ostrowski",1996,137
"726",3018000,"Powiat ostrzeszowski",1996,50
"727",3019000,"Powiat pilski",1996,180
"728",3020000,"Powiat pleszewski",1996,75
"729",3021000,"Powiat poznański",1996,536
"730",3022000,"Powiat rawicki",1996,41
"731",3023000,"Powiat słupecki",1996,113
"732",3024000,"Powiat szamotulski",1996,79
"733",3025000,"Powiat średzki",1996,76
"734",3026000,"Powiat śremski",1996,56
"735",3027000,"Powiat turecki",1996,127
"736",3028000,"Powiat wągrowiecki",1996,34
"737",3029000,"Powiat wolsztyński",1996,38
"738",3030000,"Powiat wrzesiński",1996,82
"739",3031000,"Powiat złotowski",1996,43
"740",3061000,"Powiat m.Kalisz",1996,285
"741",3062000,"Powiat m.Konin",1996,224
"742",3063000,"Powiat m.Leszno",1996,122
"743",3064000,"Powiat m.Poznań",1996,1469
"744",3201000,"Powiat białogardzki",1996,17
"745",3202000,"Powiat choszczeński",1996,33
"746",3203000,"Powiat drawski",1996,18
"747",3204000,"Powiat goleniowski",1996,77
"748",3205000,"Powiat gryficki",1996,24
"749",3206000,"Powiat gryfiński",1996,31
"750",3207000,"Powiat kamieński",1996,89
"751",3208000,"Powiat kołobrzeski",1996,177
"752",3209000,"Powiat koszaliński",1996,42
"753",3210000,"Powiat myśliborski",1996,101
"754",3211000,"Powiat policki",1996,316
"755",3212000,"Powiat pyrzycki",1996,16
"756",3213000,"Powiat sławieński",1996,48
"757",3214000,"Powiat stargardzki",1996,47
"758",3215000,"Powiat szczecinecki",1996,84
"759",3216000,"Powiat świdwiński",1996,15
"760",3217000,"Powiat wałecki",1996,142
"761",3218000,"Powiat łobeski",1996,NA
"762",3261000,"Powiat m.Koszalin",1996,114
"763",3262000,"Powiat m.Szczecin",1996,1175
"764",3263000,"Powiat m.Świnoujście",1996,89
"765",201000,"Powiat bolesławiecki",1997,154
"766",202000,"Powiat dzierżoniowski",1997,101
"767",203000,"Powiat głogowski",1997,160
"768",204000,"Powiat górowski",1997,29
"769",205000,"Powiat jaworski",1997,21
"770",206000,"Powiat jeleniogórski",1997,72
"771",207000,"Powiat kamiennogórski",1997,32
"772",208000,"Powiat kłodzki",1997,202
"773",209000,"Powiat legnicki",1997,76
"774",210000,"Powiat lubański",1997,21
"775",211000,"Powiat lubiński",1997,147
"776",212000,"Powiat lwówecki",1997,29
"777",213000,"Powiat milicki",1997,34
"778",214000,"Powiat oleśnicki",1997,100
"779",215000,"Powiat oławski",1997,124
"780",216000,"Powiat polkowicki",1997,139
"781",217000,"Powiat strzeliński",1997,39
"782",218000,"Powiat średzki",1997,71
"783",219000,"Powiat świdnicki",1997,126
"784",220000,"Powiat trzebnicki",1997,67
"785",221000,"Powiat wałbrzyski",1997,16
"786",222000,"Powiat wołowski",1997,57
"787",223000,"Powiat wrocławski",1997,170
"788",224000,"Powiat ząbkowicki",1997,35
"789",225000,"Powiat zgorzelecki",1997,148
"790",226000,"Powiat złotoryjski",1997,27
"791",261000,"Powiat m.Jelenia Góra",1997,136
"792",262000,"Powiat m.Legnica",1997,52
"793",263000,"Powiat m.Wałbrzych do 2002",1997,65
"794",264000,"Powiat m.Wrocław",1997,1830
"795",265000,"Powiat m.Wałbrzych od 2013",1997,NA
"796",401000,"Powiat aleksandrowski",1997,95
"797",402000,"Powiat brodnicki",1997,126
"798",403000,"Powiat bydgoski",1997,133
"799",404000,"Powiat chełmiński",1997,95
"800",405000,"Powiat golubsko-dobrzyński",1997,47
"801",406000,"Powiat grudziądzki",1997,24
"802",407000,"Powiat inowrocławski",1997,324
"803",408000,"Powiat lipnowski",1997,54
"804",409000,"Powiat mogileński",1997,131
"805",410000,"Powiat nakielski",1997,76
"806",411000,"Powiat radziejowski",1997,64
"807",412000,"Powiat rypiński",1997,78
"808",413000,"Powiat sępoleński",1997,27
"809",414000,"Powiat świecki",1997,125
"810",415000,"Powiat toruński",1997,61
"811",416000,"Powiat tucholski",1997,78
"812",417000,"Powiat wąbrzeski",1997,25
"813",418000,"Powiat włocławski",1997,88
"814",419000,"Powiat żniński",1997,98
"815",461000,"Powiat m.Bydgoszcz",1997,947
"816",462000,"Powiat m.Grudziądz",1997,84
"817",463000,"Powiat m.Toruń",1997,1273
"818",464000,"Powiat m.Włocławek",1997,539
"819",601000,"Powiat bialski",1997,220
"820",602000,"Powiat biłgorajski",1997,249
"821",603000,"Powiat chełmski",1997,79
"822",604000,"Powiat hrubieszowski",1997,96
"823",605000,"Powiat janowski",1997,61
"824",606000,"Powiat krasnostawski",1997,107
"825",607000,"Powiat kraśnicki",1997,215
"826",608000,"Powiat lubartowski",1997,93
"827",609000,"Powiat lubelski",1997,108
"828",610000,"Powiat łęczyński",1997,126
"829",611000,"Powiat łukowski",1997,220
"830",612000,"Powiat opolski",1997,64
"831",613000,"Powiat parczewski",1997,33
"832",614000,"Powiat puławski",1997,182
"833",615000,"Powiat radzyński",1997,25
"834",616000,"Powiat rycki",1997,69
"835",617000,"Powiat świdnicki",1997,27
"836",618000,"Powiat tomaszowski",1997,254
"837",619000,"Powiat włodawski",1997,38
"838",620000,"Powiat zamojski",1997,94
"839",661000,"Powiat m.Biała Podlaska",1997,349
"840",662000,"Powiat m.Chełm",1997,331
"841",663000,"Powiat m.Lublin",1997,1429
"842",664000,"Powiat m.Zamość",1997,265
"843",801000,"Powiat gorzowski",1997,136
"844",802000,"Powiat krośnieński",1997,39
"845",803000,"Powiat międzyrzecki",1997,31
"846",804000,"Powiat nowosolski",1997,175
"847",805000,"Powiat słubicki",1997,111
"848",806000,"Powiat strzelecko-drezdenecki",1997,47
"849",807000,"Powiat sulęciński",1997,19
"850",808000,"Powiat świebodziński",1997,25
"851",809000,"Powiat zielonogórski",1997,102
"852",810000,"Powiat żagański",1997,97
"853",811000,"Powiat żarski",1997,47
"854",812000,"Powiat wschowski",1997,NA
"855",861000,"Powiat m.Gorzów Wielkopolski",1997,415
"856",862000,"Powiat m.Zielona Góra",1997,430
"857",1001000,"Powiat bełchatowski",1997,182
"858",1002000,"Powiat kutnowski",1997,170
"859",1003000,"Powiat łaski",1997,41
"860",1004000,"Powiat łęczycki",1997,41
"861",1005000,"Powiat łowicki",1997,189
"862",1006000,"Powiat łódzki wschodni",1997,180
"863",1007000,"Powiat opoczyński",1997,255
"864",1008000,"Powiat pabianicki",1997,201
"865",1009000,"Powiat pajęczański",1997,46
"866",1010000,"Powiat piotrkowski",1997,118
"867",1011000,"Powiat poddębicki",1997,98
"868",1012000,"Powiat radomszczański",1997,255
"869",1013000,"Powiat rawski",1997,15
"870",1014000,"Powiat sieradzki",1997,115
"871",1015000,"Powiat skierniewicki",1997,2
"872",1016000,"Powiat tomaszowski",1997,381
"873",1017000,"Powiat wieluński",1997,68
"874",1018000,"Powiat wieruszowski",1997,29
"875",1019000,"Powiat zduńskowolski",1997,71
"876",1020000,"Powiat zgierski",1997,322
"877",1021000,"Powiat brzeziński",1997,NA
"878",1061000,"Powiat m.Łódź",1997,1398
"879",1062000,"Powiat m.Piotrków Trybunalski",1997,151
"880",1063000,"Powiat m.Skierniewice",1997,72
"881",1201000,"Powiat bocheński",1997,245
"882",1202000,"Powiat brzeski",1997,195
"883",1203000,"Powiat chrzanowski",1997,121
"884",1204000,"Powiat dąbrowski",1997,49
"885",1205000,"Powiat gorlicki",1997,239
"886",1206000,"Powiat krakowski",1997,515
"887",1207000,"Powiat limanowski",1997,223
"888",1208000,"Powiat miechowski",1997,34
"889",1209000,"Powiat myślenicki",1997,219
"890",1210000,"Powiat nowosądecki",1997,151
"891",1211000,"Powiat nowotarski",1997,363
"892",1212000,"Powiat olkuski",1997,131
"893",1213000,"Powiat oświęcimski",1997,280
"894",1214000,"Powiat proszowicki",1997,83
"895",1215000,"Powiat suski",1997,165
"896",1216000,"Powiat tarnowski",1997,342
"897",1217000,"Powiat tatrzański",1997,162
"898",1218000,"Powiat wadowicki",1997,416
"899",1219000,"Powiat wielicki",1997,221
"900",1261000,"Powiat m.Kraków",1997,3035
"901",1262000,"Powiat m.Nowy Sącz",1997,167
"902",1263000,"Powiat m.Tarnów",1997,282
"903",1401000,"Powiat białobrzeski",1997,69
"904",1402000,"Powiat ciechanowski",1997,95
"905",1403000,"Powiat garwoliński",1997,198
"906",1404000,"Powiat gostyniński",1997,118
"907",1405000,"Powiat grodziski",1997,365
"908",1406000,"Powiat grójecki",1997,126
"909",1407000,"Powiat kozienicki",1997,103
"910",1408000,"Powiat legionowski",1997,242
"911",1409000,"Powiat lipski",1997,105
"912",1410000,"Powiat łosicki",1997,87
"913",1411000,"Powiat makowski",1997,79
"914",1412000,"Powiat miński",1997,414
"915",1413000,"Powiat mławski",1997,304
"916",1414000,"Powiat nowodworski",1997,145
"917",1415000,"Powiat ostrołęcki",1997,154
"918",1416000,"Powiat ostrowski",1997,162
"919",1417000,"Powiat otwocki",1997,376
"920",1418000,"Powiat piaseczyński",1997,529
"921",1419000,"Powiat płocki",1997,60
"922",1420000,"Powiat płoński",1997,96
"923",1421000,"Powiat pruszkowski",1997,673
"924",1422000,"Powiat przasnyski",1997,98
"925",1423000,"Powiat przysuski",1997,111
"926",1424000,"Powiat pułtuski",1997,92
"927",1425000,"Powiat radomski",1997,243
"928",1426000,"Powiat siedlecki",1997,78
"929",1427000,"Powiat sierpecki",1997,90
"930",1428000,"Powiat sochaczewski",1997,91
"931",1429000,"Powiat sokołowski",1997,184
"932",1430000,"Powiat szydłowiecki",1997,66
"933",1431000,"Powiat warszawski",1997,4085
"934",1432000,"Powiat warszawski zachodni",1997,426
"935",1433000,"Powiat węgrowski",1997,81
"936",1434000,"Powiat wołomiński",1997,1173
"937",1435000,"Powiat wyszkowski",1997,179
"938",1436000,"Powiat zwoleński",1997,56
"939",1437000,"Powiat żuromiński",1997,29
"940",1438000,"Powiat żyrardowski",1997,91
"941",1461000,"Powiat m.Ostrołęka",1997,243
"942",1462000,"Powiat m.Płock",1997,617
"943",1463000,"Powiat m.Radom",1997,525
"944",1464000,"Powiat m.Siedlce",1997,201
"945",1465000,"Powiat m. st. Warszawa",1997,NA
"946",1601000,"Powiat brzeski",1997,171
"947",1602000,"Powiat głubczycki",1997,28
"948",1603000,"Powiat kędzierzyńsko-kozielski",1997,163
"949",1604000,"Powiat kluczborski",1997,9
"950",1605000,"Powiat krapkowicki",1997,36
"951",1606000,"Powiat namysłowski",1997,25
"952",1607000,"Powiat nyski",1997,147
"953",1608000,"Powiat oleski",1997,50
"954",1609000,"Powiat opolski",1997,101
"955",1610000,"Powiat prudnicki",1997,23
"956",1611000,"Powiat strzelecki",1997,39
"957",1661000,"Powiat m.Opole",1997,260
"958",1801000,"Powiat bieszczadzki",1997,18
"959",1802000,"Powiat brzozowski",1997,18
"960",1803000,"Powiat dębicki",1997,216
"961",1804000,"Powiat jarosławski",1997,73
"962",1805000,"Powiat jasielski",1997,168
"963",1806000,"Powiat kolbuszowski",1997,84
"964",1807000,"Powiat krośnieński",1997,157
"965",1808000,"Powiat leżajski",1997,109
"966",1809000,"Powiat lubaczowski",1997,54
"967",1810000,"Powiat łańcucki",1997,95
"968",1811000,"Powiat mielecki",1997,270
"969",1812000,"Powiat niżański",1997,42
"970",1813000,"Powiat przemyski",1997,16
"971",1814000,"Powiat przeworski",1997,134
"972",1815000,"Powiat ropczycko-sędziszowski",1997,102
"973",1816000,"Powiat rzeszowski",1997,299
"974",1817000,"Powiat sanocki",1997,101
"975",1818000,"Powiat stalowowolski",1997,218
"976",1819000,"Powiat strzyżowski",1997,46
"977",1820000,"Powiat tarnobrzeski",1997,62
"978",1821000,"Powiat leski",1997,NA
"979",1861000,"Powiat m.Krosno",1997,63
"980",1862000,"Powiat m.Przemyśl",1997,115
"981",1863000,"Powiat m.Rzeszów",1997,345
"982",1864000,"Powiat m.Tarnobrzeg",1997,100
"983",2001000,"Powiat augustowski",1997,142
"984",2002000,"Powiat białostocki",1997,436
"985",2003000,"Powiat bielski",1997,146
"986",2004000,"Powiat grajewski",1997,116
"987",2005000,"Powiat hajnowski",1997,87
"988",2006000,"Powiat kolneński",1997,46
"989",2007000,"Powiat łomżyński",1997,25
"990",2008000,"Powiat moniecki",1997,32
"991",2009000,"Powiat sejneński",1997,57
"992",2010000,"Powiat siemiatycki",1997,132
"993",2011000,"Powiat sokólski",1997,107
"994",2012000,"Powiat suwalski",1997,26
"995",2013000,"Powiat wysokomazowiecki",1997,74
"996",2014000,"Powiat zambrowski",1997,115
"997",2061000,"Powiat m.Białystok",1997,2127
"998",2062000,"Powiat m.Łomża",1997,526
"999",2063000,"Powiat m.Suwałki",1997,208
"1000",2201000,"Powiat bytowski",1997,73
"1001",2202000,"Powiat chojnicki",1997,84
"1002",2203000,"Powiat człuchowski",1997,33
"1003",2204000,"Powiat gdański",1997,167
"1004",2205000,"Powiat kartuski",1997,179
"1005",2206000,"Powiat kościerski",1997,51
"1006",2207000,"Powiat kwidzyński",1997,78
"1007",2208000,"Powiat lęborski",1997,173
"1008",2209000,"Powiat malborski",1997,90
"1009",2210000,"Powiat nowodworski",1997,16
"1010",2211000,"Powiat pucki",1997,198
"1011",2212000,"Powiat słupski",1997,58
"1012",2213000,"Powiat starogardzki",1997,168
"1013",2214000,"Powiat tczewski",1997,271
"1014",2215000,"Powiat wejherowski",1997,401
"1015",2216000,"Powiat sztumski",1997,NA
"1016",2261000,"Powiat m.Gdańsk",1997,1787
"1017",2262000,"Powiat m.Gdynia",1997,1327
"1018",2263000,"Powiat m.Słupsk",1997,267
"1019",2264000,"Powiat m.Sopot",1997,118
"1020",2401000,"Powiat będziński",1997,64
"1021",2402000,"Powiat bielski",1997,292
"1022",2403000,"Powiat cieszyński",1997,445
"1023",2404000,"Powiat częstochowski",1997,155
"1024",2405000,"Powiat gliwicki",1997,51
"1025",2406000,"Powiat kłobucki",1997,270
"1026",2407000,"Powiat lubliniecki",1997,168
"1027",2408000,"Powiat mikołowski",1997,80
"1028",2409000,"Powiat myszkowski",1997,109
"1029",2410000,"Powiat pszczyński",1997,219
"1030",2411000,"Powiat raciborski",1997,170
"1031",2412000,"Powiat rybnicki",1997,124
"1032",2413000,"Powiat tarnogórski",1997,79
"1033",2414000,"Powiat bieruńsko-lędziński",1997,56
"1034",2415000,"Powiat wodzisławski",1997,195
"1035",2416000,"Powiat zawierciański",1997,151
"1036",2417000,"Powiat żywiecki",1997,319
"1037",2461000,"Powiat m.Bielsko-Biała",1997,260
"1038",2462000,"Powiat m.Bytom",1997,24
"1039",2463000,"Powiat m.Chorzów",1997,0
"1040",2464000,"Powiat m.Częstochowa",1997,579
"1041",2465000,"Powiat m.Dąbrowa Górnicza",1997,237
"1042",2466000,"Powiat m.Gliwice",1997,100
"1043",2467000,"Powiat m.Jastrzębie-Zdrój",1997,105
"1044",2468000,"Powiat m.Jaworzno",1997,64
"1045",2469000,"Powiat m.Katowice",1997,87
"1046",2470000,"Powiat m.Mysłowice",1997,37
"1047",2471000,"Powiat m.Piekary Śląskie",1997,9
"1048",2472000,"Powiat m.Ruda Śląska",1997,12
"1049",2473000,"Powiat m.Rybnik",1997,153
"1050",2474000,"Powiat m.Siemianowice Śląskie",1997,65
"1051",2475000,"Powiat m.Sosnowiec",1997,98
