"","Kod","Nazwa","rok","DROGI_PUBLICZNE_POWIATOWE_CTAB_drogi_gminne_i_powiatowe_o_twardej_nawierzchni_na_10_tys_ludnosci_km"
"6225",1408000,"Powiat legionowski",2006,33.3
"6226",1409000,"Powiat lipski",2006,114.7
"6227",1410000,"Powiat łosicki",2006,137.5
"6228",1411000,"Powiat makowski",2006,107.2
"6229",1412000,"Powiat miński",2006,54.6
"6230",1413000,"Powiat mławski",2006,107
"6231",1414000,"Powiat nowodworski",2006,57.9
"6232",1415000,"Powiat ostrołęcki",2006,132.8
"6233",1416000,"Powiat ostrowski",2006,87.8
"6234",1417000,"Powiat otwocki",2006,34.6
"6235",1418000,"Powiat piaseczyński",2006,43.2
"6236",1419000,"Powiat płocki",2006,81
"6237",1420000,"Powiat płoński",2006,114.9
"6238",1421000,"Powiat pruszkowski",2006,36
"6239",1422000,"Powiat przasnyski",2006,119.1
"6240",1423000,"Powiat przysuski",2006,104
"6241",1424000,"Powiat pułtuski",2006,127
"6242",1425000,"Powiat radomski",2006,66.2
"6243",1426000,"Powiat siedlecki",2006,111
"6244",1427000,"Powiat sierpecki",2006,90.8
"6245",1428000,"Powiat sochaczewski",2006,65
"6246",1429000,"Powiat sokołowski",2006,109
"6247",1430000,"Powiat szydłowiecki",2006,85.3
"6248",1432000,"Powiat warszawski zachodni",2006,43.4
"6249",1433000,"Powiat węgrowski",2006,81.1
"6250",1434000,"Powiat wołomiński",2006,49.6
"6251",1435000,"Powiat wyszkowski",2006,68.4
"6252",1436000,"Powiat zwoleński",2006,92.2
"6253",1437000,"Powiat żuromiński",2006,113.4
"6254",1438000,"Powiat żyrardowski",2006,59.2
"6255",1461000,"Powiat m.Ostrołęka",2006,18.1
"6256",1462000,"Powiat m.Płock",2006,13
"6257",1463000,"Powiat m.Radom",2006,14.1
"6258",1464000,"Powiat m.Siedlce",2006,13.6
"6259",1465000,"Powiat m. st. Warszawa",2006,10
"6260",1601000,"Powiat brzeski",2006,53.7
"6261",1602000,"Powiat głubczycki",2006,100.7
"6262",1603000,"Powiat kędzierzyńsko-kozielski",2006,50.1
"6263",1604000,"Powiat kluczborski",2006,75.9
"6264",1605000,"Powiat krapkowicki",2006,64.4
"6265",1606000,"Powiat namysłowski",2006,91.6
"6266",1607000,"Powiat nyski",2006,57.2
"6267",1608000,"Powiat oleski",2006,82.6
"6268",1609000,"Powiat opolski",2006,81.8
"6269",1610000,"Powiat prudnicki",2006,70.2
"6270",1611000,"Powiat strzelecki",2006,77.7
"6271",1661000,"Powiat m.Opole",2006,13.5
"6272",1801000,"Powiat bieszczadzki",2006,154.5
"6273",1802000,"Powiat brzozowski",2006,53.3
"6274",1803000,"Powiat dębicki",2006,71.5
"6275",1804000,"Powiat jarosławski",2006,59.4
"6276",1805000,"Powiat jasielski",2006,54.3
"6277",1806000,"Powiat kolbuszowski",2006,69
"6278",1807000,"Powiat krośnieński",2006,64.2
"6279",1808000,"Powiat leżajski",2006,53.2
"6280",1809000,"Powiat lubaczowski",2006,88.1
"6281",1810000,"Powiat łańcucki",2006,53.3
"6282",1811000,"Powiat mielecki",2006,60.3
"6283",1812000,"Powiat niżański",2006,72.2
"6284",1813000,"Powiat przemyski",2006,84.8
"6285",1814000,"Powiat przeworski",2006,64.7
"6286",1815000,"Powiat ropczycko-sędziszowski",2006,61.8
"6287",1816000,"Powiat rzeszowski",2006,63.7
"6288",1817000,"Powiat sanocki",2006,47.3
"6289",1818000,"Powiat stalowowolski",2006,34.6
"6290",1819000,"Powiat strzyżowski",2006,70.1
"6291",1820000,"Powiat tarnobrzeski",2006,69.4
"6292",1821000,"Powiat leski",2006,79.5
"6293",1861000,"Powiat m.Krosno",2006,25
"6294",1862000,"Powiat m.Przemyśl",2006,17.9
"6295",1863000,"Powiat m.Rzeszów",2006,10.4
"6296",1864000,"Powiat m.Tarnobrzeg",2006,23.1
"6297",2001000,"Powiat augustowski",2006,81.5
"6298",2002000,"Powiat białostocki",2006,85.9
"6299",2003000,"Powiat bielski",2006,120
"6300",2004000,"Powiat grajewski",2006,98.9
"6301",2005000,"Powiat hajnowski",2006,103.6
"6302",2006000,"Powiat kolneński",2006,113.7
"6303",2007000,"Powiat łomżyński",2006,112.8
"6304",2008000,"Powiat moniecki",2006,110.7
"6305",2009000,"Powiat sejneński",2006,122.5
"6306",2010000,"Powiat siemiatycki",2006,139.1
"6307",2011000,"Powiat sokólski",2006,117.1
"6308",2012000,"Powiat suwalski",2006,139.4
"6309",2013000,"Powiat wysokomazowiecki",2006,140.3
"6310",2014000,"Powiat zambrowski",2006,88
"6311",2061000,"Powiat m.Białystok",2006,9.4
"6312",2062000,"Powiat m.Łomża",2006,11.4
"6313",2063000,"Powiat m.Suwałki",2006,13.5
"6314",2201000,"Powiat bytowski",2006,97.9
"6315",2202000,"Powiat chojnicki",2006,48.1
"6316",2203000,"Powiat człuchowski",2006,111.5
"6317",2204000,"Powiat gdański",2006,60.4
"6318",2205000,"Powiat kartuski",2006,46.5
"6319",2206000,"Powiat kościerski",2006,66.1
"6320",2207000,"Powiat kwidzyński",2006,41.9
"6321",2208000,"Powiat lęborski",2006,47.3
"6322",2209000,"Powiat malborski",2006,63.2
"6323",2210000,"Powiat nowodworski",2006,155
"6324",2211000,"Powiat pucki",2006,43.8
"6325",2212000,"Powiat słupski",2006,91.3
"6326",2213000,"Powiat starogardzki",2006,47.6
"6327",2214000,"Powiat tczewski",2006,36.7
"6328",2215000,"Powiat wejherowski",2006,33.8
"6329",2216000,"Powiat sztumski",2006,72.5
"6330",2261000,"Powiat m.Gdańsk",2006,11.6
"6331",2262000,"Powiat m.Gdynia",2006,10.9
"6332",2263000,"Powiat m.Słupsk",2006,9.3
"6333",2264000,"Powiat m.Sopot",2006,14
"6334",2401000,"Powiat będziński",2006,40.1
"6335",2402000,"Powiat bielski",2006,75.8
"6336",2403000,"Powiat cieszyński",2006,90.8
"6337",2404000,"Powiat częstochowski",2006,82.3
"6338",2405000,"Powiat gliwicki",2006,58.4
"6339",2406000,"Powiat kłobucki",2006,102.4
"6340",2407000,"Powiat lubliniecki",2006,92.2
"6341",2408000,"Powiat mikołowski",2006,46.8
"6342",2409000,"Powiat myszkowski",2006,66.3
"6343",2410000,"Powiat pszczyński",2006,53.7
"6344",2411000,"Powiat raciborski",2006,48.6
"6345",2412000,"Powiat rybnicki",2006,51.7
"6346",2413000,"Powiat tarnogórski",2006,45
"6347",2414000,"Powiat bieruńsko-lędziński",2006,60.2
"6348",2415000,"Powiat wodzisławski",2006,43.5
"6349",2416000,"Powiat zawierciański",2006,89.4
"6350",2417000,"Powiat żywiecki",2006,78.2
"6351",2461000,"Powiat m.Bielsko-Biała",2006,28.6
"6352",2462000,"Powiat m.Bytom",2006,9.2
"6353",2463000,"Powiat m.Chorzów",2006,11.3
"6354",2464000,"Powiat m.Częstochowa",2006,16.1
"6355",2465000,"Powiat m.Dąbrowa Górnicza",2006,25.6
"6356",2466000,"Powiat m.Gliwice",2006,15.3
"6357",2467000,"Powiat m.Jastrzębie-Zdrój",2006,30.2
"6358",2468000,"Powiat m.Jaworzno",2006,25.1
"6359",2469000,"Powiat m.Katowice",2006,15.5
"6360",2470000,"Powiat m.Mysłowice",2006,15.9
"6361",2471000,"Powiat m.Piekary Śląskie",2006,21.3
"6362",2472000,"Powiat m.Ruda Śląska",2006,15.4
"6363",2473000,"Powiat m.Rybnik",2006,24.1
"6364",2474000,"Powiat m.Siemianowice Śląskie",2006,12
"6365",2475000,"Powiat m.Sosnowiec",2006,13.7
"6366",2476000,"Powiat m.Świętochłowice",2006,13
"6367",2477000,"Powiat m.Tychy",2006,18.6
"6368",2478000,"Powiat m.Zabrze",2006,13.6
"6369",2479000,"Powiat m.Żory",2006,16.5
"6370",2601000,"Powiat buski",2006,161.8
"6371",2602000,"Powiat jędrzejowski",2006,107.4
"6372",2603000,"Powiat kazimierski",2006,129.4
"6373",2604000,"Powiat kielecki",2006,78.2
"6374",2605000,"Powiat konecki",2006,88.8
"6375",2606000,"Powiat opatowski",2006,156.3
"6376",2607000,"Powiat ostrowiecki",2006,49.4
"6377",2608000,"Powiat pińczowski",2006,121.2
"6378",2609000,"Powiat sandomierski",2006,85.1
"6379",2610000,"Powiat skarżyski",2006,35.8
"6380",2611000,"Powiat starachowicki",2006,45.9
"6381",2612000,"Powiat staszowski",2006,171.8
"6382",2613000,"Powiat włoszczowski",2006,121.1
"6383",2661000,"Powiat m.Kielce",2006,10.9
"6384",2801000,"Powiat bartoszycki",2006,75.6
"6385",2802000,"Powiat braniewski",2006,89.3
"6386",2803000,"Powiat działdowski",2006,71.6
"6387",2804000,"Powiat elbląski",2006,132.9
"6388",2805000,"Powiat ełcki",2006,41.6
"6389",2806000,"Powiat giżycki",2006,60.2
"6390",2807000,"Powiat iławski",2006,76.4
"6391",2808000,"Powiat kętrzyński",2006,67.4
"6392",2809000,"Powiat lidzbarski",2006,63
"6393",2810000,"Powiat mrągowski",2006,83.2
"6394",2811000,"Powiat nidzicki",2006,108.6
"6395",2812000,"Powiat nowomiejski",2006,96.8
"6396",2813000,"Powiat olecki",2006,91.3
"6397",2814000,"Powiat olsztyński",2006,72.2
"6398",2815000,"Powiat ostródzki",2006,64
"6399",2816000,"Powiat piski",2006,77.6
"6400",2817000,"Powiat szczycieński",2006,82.3
"6401",2818000,"Powiat gołdapski",2006,80.9
"6402",2819000,"Powiat węgorzewski",2006,97.4
"6403",2861000,"Powiat m.Elbląg",2006,13.1
"6404",2862000,"Powiat m.Olsztyn",2006,10.5
"6405",3001000,"Powiat chodzieski",2006,73.1
"6406",3002000,"Powiat czarnkowsko-trzcianecki",2006,51.1
"6407",3003000,"Powiat gnieźnieński",2006,75.3
"6408",3004000,"Powiat gostyński",2006,163
"6409",3005000,"Powiat grodziski",2006,70
"6410",3006000,"Powiat jarociński",2006,73.5
"6411",3007000,"Powiat kaliski",2006,108
"6412",3008000,"Powiat kępiński",2006,74.3
"6413",3009000,"Powiat kolski",2006,102.7
"6414",3010000,"Powiat koniński",2006,114.2
"6415",3011000,"Powiat kościański",2006,59.5
"6416",3012000,"Powiat krotoszyński",2006,96.7
"6417",3013000,"Powiat leszczyński",2006,93.9
"6418",3014000,"Powiat międzychodzki",2006,55.4
"6419",3015000,"Powiat nowotomyski",2006,56
"6420",3016000,"Powiat obornicki",2006,63.5
"6421",3017000,"Powiat ostrowski",2006,59.4
"6422",3018000,"Powiat ostrzeszowski",2006,117.1
"6423",3019000,"Powiat pilski",2006,51.2
"6424",3020000,"Powiat pleszewski",2006,109.8
"6425",3021000,"Powiat poznański",2006,45.7
"6426",3022000,"Powiat rawicki",2006,76.4
"6427",3023000,"Powiat słupecki",2006,112.6
"6428",3024000,"Powiat szamotulski",2006,74
"6429",3025000,"Powiat średzki",2006,87
"6430",3026000,"Powiat śremski",2006,62.8
"6431",3027000,"Powiat turecki",2006,78.7
"6432",3028000,"Powiat wągrowiecki",2006,101.8
"6433",3029000,"Powiat wolsztyński",2006,57.3
"6434",3030000,"Powiat wrzesiński",2006,73.1
"6435",3031000,"Powiat złotowski",2006,86
"6436",3061000,"Powiat m.Kalisz",2006,12.7
"6437",3062000,"Powiat m.Konin",2006,13.3
"6438",3063000,"Powiat m.Leszno",2006,12.7
"6439",3064000,"Powiat m.Poznań",2006,13.5
"6440",3201000,"Powiat białogardzki",2006,73.6
"6441",3202000,"Powiat choszczeński",2006,95.5
"6442",3203000,"Powiat drawski",2006,83.8
"6443",3204000,"Powiat goleniowski",2006,84.2
"6444",3205000,"Powiat gryficki",2006,72.2
"6445",3206000,"Powiat gryfiński",2006,86.3
"6446",3207000,"Powiat kamieński",2006,75.2
"6447",3208000,"Powiat kołobrzeski",2006,55.1
"6448",3209000,"Powiat koszaliński",2006,92.5
"6449",3210000,"Powiat myśliborski",2006,79
"6450",3211000,"Powiat policki",2006,45.1
"6451",3212000,"Powiat pyrzycki",2006,89.1
"6452",3213000,"Powiat sławieński",2006,107.3
"6453",3214000,"Powiat stargardzki",2006,64
"6454",3215000,"Powiat szczecinecki",2006,81.2
"6455",3216000,"Powiat świdwiński",2006,80.2
"6456",3217000,"Powiat wałecki",2006,57.7
"6457",3218000,"Powiat łobeski",2006,107.7
"6458",3261000,"Powiat m.Koszalin",2006,9.6
"6459",3262000,"Powiat m.Szczecin",2006,12.7
"6460",3263000,"Powiat m.Świnoujście",2006,23.5
"6461",201000,"Powiat bolesławiecki",2007,60.4
"6462",202000,"Powiat dzierżoniowski",2007,42
"6463",203000,"Powiat głogowski",2007,34.7
"6464",204000,"Powiat górowski",2007,114.6
"6465",205000,"Powiat jaworski",2007,103.2
"6466",206000,"Powiat jeleniogórski",2007,100.7
"6467",207000,"Powiat kamiennogórski",2007,69.6
"6468",208000,"Powiat kłodzki",2007,78.7
"6469",209000,"Powiat legnicki",2007,85.8
"6470",210000,"Powiat lubański",2007,72.8
"6471",211000,"Powiat lubiński",2007,35.3
"6472",212000,"Powiat lwówecki",2007,116
"6473",213000,"Powiat milicki",2007,98
"6474",214000,"Powiat oleśnicki",2007,72.4
"6475",215000,"Powiat oławski",2007,43.6
"6476",216000,"Powiat polkowicki",2007,62.5
"6477",217000,"Powiat strzeliński",2007,110.3
"6478",218000,"Powiat średzki",2007,85.3
"6479",219000,"Powiat świdnicki",2007,41.7
"6480",220000,"Powiat trzebnicki",2007,70.8
"6481",221000,"Powiat wałbrzyski",2007,28.9
"6482",222000,"Powiat wołowski",2007,65.7
"6483",223000,"Powiat wrocławski",2007,87.1
"6484",224000,"Powiat ząbkowicki",2007,78.8
"6485",225000,"Powiat zgorzelecki",2007,51.5
"6486",226000,"Powiat złotoryjski",2007,81.1
"6487",261000,"Powiat m.Jelenia Góra",2007,23.2
"6488",262000,"Powiat m.Legnica",2007,18.2
"6489",264000,"Powiat m.Wrocław",2007,11.8
"6490",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"6491",401000,"Powiat aleksandrowski",2007,75
"6492",402000,"Powiat brodnicki",2007,77.4
"6493",403000,"Powiat bydgoski",2007,59.1
"6494",404000,"Powiat chełmiński",2007,80.9
"6495",405000,"Powiat golubsko-dobrzyński",2007,78.3
"6496",406000,"Powiat grudziądzki",2007,151.9
"6497",407000,"Powiat inowrocławski",2007,52.8
"6498",408000,"Powiat lipnowski",2007,71.9
"6499",409000,"Powiat mogileński",2007,136.2
"6500",410000,"Powiat nakielski",2007,70.4
"6501",411000,"Powiat radziejowski",2007,148.8
"6502",412000,"Powiat rypiński",2007,78.8
"6503",413000,"Powiat sępoleński",2007,112.2
"6504",414000,"Powiat świecki",2007,77.5
"6505",415000,"Powiat toruński",2007,64.4
"6506",416000,"Powiat tucholski",2007,102.8
"6507",417000,"Powiat wąbrzeski",2007,79.6
"6508",418000,"Powiat włocławski",2007,110.9
"6509",419000,"Powiat żniński",2007,112.3
"6510",461000,"Powiat m.Bydgoszcz",2007,10.3
"6511",462000,"Powiat m.Grudziądz",2007,12
"6512",463000,"Powiat m.Toruń",2007,9.8
"6513",464000,"Powiat m.Włocławek",2007,10.1
"6514",601000,"Powiat bialski",2007,113.7
"6515",602000,"Powiat biłgorajski",2007,80.4
"6516",603000,"Powiat chełmski",2007,115.5
"6517",604000,"Powiat hrubieszowski",2007,130.9
"6518",605000,"Powiat janowski",2007,103
"6519",606000,"Powiat krasnostawski",2007,100.9
"6520",607000,"Powiat kraśnicki",2007,68
"6521",608000,"Powiat lubartowski",2007,72.3
"6522",609000,"Powiat lubelski",2007,95.2
"6523",610000,"Powiat łęczyński",2007,87.2
"6524",611000,"Powiat łukowski",2007,89.6
"6525",612000,"Powiat opolski",2007,85.6
"6526",613000,"Powiat parczewski",2007,108.6
"6527",614000,"Powiat puławski",2007,53.3
"6528",615000,"Powiat radzyński",2007,106.7
"6529",616000,"Powiat rycki",2007,86
"6530",617000,"Powiat świdnicki",2007,51.2
"6531",618000,"Powiat tomaszowski",2007,103.2
"6532",619000,"Powiat włodawski",2007,85.9
"6533",620000,"Powiat zamojski",2007,99.7
"6534",661000,"Powiat m.Biała Podlaska",2007,18.8
"6535",662000,"Powiat m.Chełm",2007,14.9
"6536",663000,"Powiat m.Lublin",2007,7.4
"6537",664000,"Powiat m.Zamość",2007,13.8
"6538",801000,"Powiat gorzowski",2007,75.4
"6539",802000,"Powiat krośnieński",2007,78.4
"6540",803000,"Powiat międzyrzecki",2007,71.4
"6541",804000,"Powiat nowosolski",2007,38.7
"6542",805000,"Powiat słubicki",2007,74.1
"6543",806000,"Powiat strzelecko-drezdenecki",2007,77.7
"6544",807000,"Powiat sulęciński",2007,107.7
"6545",808000,"Powiat świebodziński",2007,85.2
"6546",809000,"Powiat zielonogórski",2007,70.9
"6547",810000,"Powiat żagański",2007,70.4
"6548",811000,"Powiat żarski",2007,80
"6549",812000,"Powiat wschowski",2007,53.5
"6550",861000,"Powiat m.Gorzów Wielkopolski",2007,9.7
"6551",862000,"Powiat m.Zielona Góra",2007,12.9
"6552",1001000,"Powiat bełchatowski",2007,68.2
"6553",1002000,"Powiat kutnowski",2007,96.1
"6554",1003000,"Powiat łaski",2007,83.3
"6555",1004000,"Powiat łęczycki",2007,138.5
"6556",1005000,"Powiat łowicki",2007,116.3
"6557",1006000,"Powiat łódzki wschodni",2007,65.8
"6558",1007000,"Powiat opoczyński",2007,76.9
"6559",1008000,"Powiat pabianicki",2007,34
"6560",1009000,"Powiat pajęczański",2007,108.8
"6561",1010000,"Powiat piotrkowski",2007,114.6
"6562",1011000,"Powiat poddębicki",2007,95.6
"6563",1012000,"Powiat radomszczański",2007,81.3
"6564",1013000,"Powiat rawski",2007,93.2
"6565",1014000,"Powiat sieradzki",2007,76.7
"6566",1015000,"Powiat skierniewicki",2007,135.1
"6567",1016000,"Powiat tomaszowski",2007,73
"6568",1017000,"Powiat wieluński",2007,75.2
"6569",1018000,"Powiat wieruszowski",2007,123.2
"6570",1019000,"Powiat zduńskowolski",2007,48.6
"6571",1020000,"Powiat zgierski",2007,46.1
"6572",1021000,"Powiat brzeziński",2007,87.8
"6573",1061000,"Powiat m.Łódź",2007,9.7
"6574",1062000,"Powiat m.Piotrków Trybunalski",2007,17.9
"6575",1063000,"Powiat m.Skierniewice",2007,22.6
"6576",1201000,"Powiat bocheński",2007,82.4
"6577",1202000,"Powiat brzeski",2007,81.6
"6578",1203000,"Powiat chrzanowski",2007,57.9
"6579",1204000,"Powiat dąbrowski",2007,146.1
"6580",1205000,"Powiat gorlicki",2007,73.7
"6581",1206000,"Powiat krakowski",2007,80.2
"6582",1207000,"Powiat limanowski",2007,80.7
"6583",1208000,"Powiat miechowski",2007,193.3
"6584",1209000,"Powiat myślenicki",2007,58.2
"6585",1210000,"Powiat nowosądecki",2007,112.8
"6586",1211000,"Powiat nowotarski",2007,56.2
"6587",1212000,"Powiat olkuski",2007,62.1
"6588",1213000,"Powiat oświęcimski",2007,45.4
"6589",1214000,"Powiat proszowicki",2007,162.2
"6590",1215000,"Powiat suski",2007,56.7
"6591",1216000,"Powiat tarnowski",2007,97
"6592",1217000,"Powiat tatrzański",2007,55.3
"6593",1218000,"Powiat wadowicki",2007,69.4
"6594",1219000,"Powiat wielicki",2007,73.3
"6595",1261000,"Powiat m.Kraków",2007,12
"6596",1262000,"Powiat m.Nowy Sącz",2007,23.7
"6597",1263000,"Powiat m.Tarnów",2007,22.8
"6598",1401000,"Powiat białobrzeski",2007,127.9
"6599",1402000,"Powiat ciechanowski",2007,89.6
"6600",1403000,"Powiat garwoliński",2007,76.3
"6601",1404000,"Powiat gostyniński",2007,84.8
"6602",1405000,"Powiat grodziski",2007,40.7
"6603",1406000,"Powiat grójecki",2007,97.7
"6604",1407000,"Powiat kozienicki",2007,78.7
"6605",1408000,"Powiat legionowski",2007,34.9
"6606",1409000,"Powiat lipski",2007,119.3
"6607",1410000,"Powiat łosicki",2007,140.7
"6608",1411000,"Powiat makowski",2007,113.5
"6609",1412000,"Powiat miński",2007,55.6
"6610",1413000,"Powiat mławski",2007,110.5
"6611",1414000,"Powiat nowodworski",2007,60.8
"6612",1415000,"Powiat ostrołęcki",2007,135.1
"6613",1416000,"Powiat ostrowski",2007,90.4
"6614",1417000,"Powiat otwocki",2007,34.9
"6615",1418000,"Powiat piaseczyński",2007,42.2
"6616",1419000,"Powiat płocki",2007,82.4
"6617",1420000,"Powiat płoński",2007,119.5
"6618",1421000,"Powiat pruszkowski",2007,36.5
"6619",1422000,"Powiat przasnyski",2007,123
"6620",1423000,"Powiat przysuski",2007,106.2
"6621",1424000,"Powiat pułtuski",2007,130.8
"6622",1425000,"Powiat radomski",2007,68.6
"6623",1426000,"Powiat siedlecki",2007,112.8
"6624",1427000,"Powiat sierpecki",2007,95.9
"6625",1428000,"Powiat sochaczewski",2007,66.9
"6626",1429000,"Powiat sokołowski",2007,110.8
"6627",1430000,"Powiat szydłowiecki",2007,86.8
"6628",1432000,"Powiat warszawski zachodni",2007,44
"6629",1433000,"Powiat węgrowski",2007,83
"6630",1434000,"Powiat wołomiński",2007,49.3
"6631",1435000,"Powiat wyszkowski",2007,70.3
"6632",1436000,"Powiat zwoleński",2007,93.4
"6633",1437000,"Powiat żuromiński",2007,116.3
"6634",1438000,"Powiat żyrardowski",2007,59.5
"6635",1461000,"Powiat m.Ostrołęka",2007,18.2
"6636",1462000,"Powiat m.Płock",2007,13.2
"6637",1463000,"Powiat m.Radom",2007,10
"6638",1464000,"Powiat m.Siedlce",2007,13.7
"6639",1465000,"Powiat m. st. Warszawa",2007,10.3
"6640",1601000,"Powiat brzeski",2007,55.3
"6641",1602000,"Powiat głubczycki",2007,101.4
"6642",1603000,"Powiat kędzierzyńsko-kozielski",2007,50.5
"6643",1604000,"Powiat kluczborski",2007,78.1
"6644",1605000,"Powiat krapkowicki",2007,63.1
"6645",1606000,"Powiat namysłowski",2007,92.7
"6646",1607000,"Powiat nyski",2007,57.9
"6647",1608000,"Powiat oleski",2007,83.5
"6648",1609000,"Powiat opolski",2007,81.6
"6649",1610000,"Powiat prudnicki",2007,70.9
"6650",1611000,"Powiat strzelecki",2007,78.4
"6651",1661000,"Powiat m.Opole",2007,13.6
"6652",1801000,"Powiat bieszczadzki",2007,155
"6653",1802000,"Powiat brzozowski",2007,54.1
"6654",1803000,"Powiat dębicki",2007,71.7
"6655",1804000,"Powiat jarosławski",2007,61.5
"6656",1805000,"Powiat jasielski",2007,54.9
"6657",1806000,"Powiat kolbuszowski",2007,71.4
"6658",1807000,"Powiat krośnieński",2007,64.4
"6659",1808000,"Powiat leżajski",2007,53.6
"6660",1809000,"Powiat lubaczowski",2007,89
"6661",1810000,"Powiat łańcucki",2007,54
"6662",1811000,"Powiat mielecki",2007,59.6
"6663",1812000,"Powiat niżański",2007,73.6
"6664",1813000,"Powiat przemyski",2007,88.5
"6665",1814000,"Powiat przeworski",2007,67.8
"6666",1815000,"Powiat ropczycko-sędziszowski",2007,63.1
"6667",1816000,"Powiat rzeszowski",2007,65.8
"6668",1817000,"Powiat sanocki",2007,47.6
"6669",1818000,"Powiat stalowowolski",2007,36.1
"6670",1819000,"Powiat strzyżowski",2007,67.6
"6671",1820000,"Powiat tarnobrzeski",2007,72.2
"6672",1821000,"Powiat leski",2007,80.3
"6673",1861000,"Powiat m.Krosno",2007,25.5
"6674",1862000,"Powiat m.Przemyśl",2007,18.6
"6675",1863000,"Powiat m.Rzeszów",2007,10.7
"6676",1864000,"Powiat m.Tarnobrzeg",2007,23
"6677",2001000,"Powiat augustowski",2007,83
"6678",2002000,"Powiat białostocki",2007,87.4
"6679",2003000,"Powiat bielski",2007,120.9
"6680",2004000,"Powiat grajewski",2007,100.5
"6681",2005000,"Powiat hajnowski",2007,109.8
"6682",2006000,"Powiat kolneński",2007,117.2
"6683",2007000,"Powiat łomżyński",2007,114.7
"6684",2008000,"Powiat moniecki",2007,111.2
"6685",2009000,"Powiat sejneński",2007,148.8
"6686",2010000,"Powiat siemiatycki",2007,146.8
"6687",2011000,"Powiat sokólski",2007,118.1
"6688",2012000,"Powiat suwalski",2007,143
"6689",2013000,"Powiat wysokomazowiecki",2007,145.5
"6690",2014000,"Powiat zambrowski",2007,87.7
"6691",2061000,"Powiat m.Białystok",2007,9.6
"6692",2062000,"Powiat m.Łomża",2007,11.5
"6693",2063000,"Powiat m.Suwałki",2007,13.9
