"","Kod","Nazwa","rok","DROGI_PUBLICZNE_POWIATOWE_CTAB_drogi_gminne_i_powiatowe_o_gruntowej_nawierzchni_na_10_tys_ludnosci_km"
"17639",1422000,"Powiat przasnyski",2006,61
"17640",1423000,"Powiat przysuski",2006,49.8
"17641",1424000,"Powiat pułtuski",2006,110.1
"17642",1425000,"Powiat radomski",2006,43.4
"17643",1426000,"Powiat siedlecki",2006,64.5
"17644",1427000,"Powiat sierpecki",2006,60.7
"17645",1428000,"Powiat sochaczewski",2006,56.7
"17646",1429000,"Powiat sokołowski",2006,63.1
"17647",1430000,"Powiat szydłowiecki",2006,41
"17648",1432000,"Powiat warszawski zachodni",2006,47.4
"17649",1433000,"Powiat węgrowski",2006,74.4
"17650",1434000,"Powiat wołomiński",2006,56.7
"17651",1435000,"Powiat wyszkowski",2006,68.2
"17652",1436000,"Powiat zwoleński",2006,118.6
"17653",1437000,"Powiat żuromiński",2006,131.9
"17654",1438000,"Powiat żyrardowski",2006,40
"17655",1461000,"Powiat m.Ostrołęka",2006,4.7
"17656",1462000,"Powiat m.Płock",2006,6.1
"17657",1463000,"Powiat m.Radom",2006,0.2
"17658",1464000,"Powiat m.Siedlce",2006,6.2
"17659",1465000,"Powiat m. st. Warszawa",2006,2.3
"17660",1601000,"Powiat brzeski",2006,21
"17661",1602000,"Powiat głubczycki",2006,14.4
"17662",1603000,"Powiat kędzierzyńsko-kozielski",2006,4.6
"17663",1604000,"Powiat kluczborski",2006,31.6
"17664",1605000,"Powiat krapkowicki",2006,12.2
"17665",1606000,"Powiat namysłowski",2006,61.2
"17666",1607000,"Powiat nyski",2006,31.1
"17667",1608000,"Powiat oleski",2006,42
"17668",1609000,"Powiat opolski",2006,37.2
"17669",1610000,"Powiat prudnicki",2006,28.5
"17670",1611000,"Powiat strzelecki",2006,19.7
"17671",1661000,"Powiat m.Opole",2006,6
"17672",1801000,"Powiat bieszczadzki",2006,24.6
"17673",1802000,"Powiat brzozowski",2006,19
"17674",1803000,"Powiat dębicki",2006,18.5
"17675",1804000,"Powiat jarosławski",2006,25.5
"17676",1805000,"Powiat jasielski",2006,24.3
"17677",1806000,"Powiat kolbuszowski",2006,41
"17678",1807000,"Powiat krośnieński",2006,10.9
"17679",1808000,"Powiat leżajski",2006,10.6
"17680",1809000,"Powiat lubaczowski",2006,24.2
"17681",1810000,"Powiat łańcucki",2006,7.4
"17682",1811000,"Powiat mielecki",2006,13.8
"17683",1812000,"Powiat niżański",2006,30.5
"17684",1813000,"Powiat przemyski",2006,50.4
"17685",1814000,"Powiat przeworski",2006,30.2
"17686",1815000,"Powiat ropczycko-sędziszowski",2006,26.4
"17687",1816000,"Powiat rzeszowski",2006,20.9
"17688",1817000,"Powiat sanocki",2006,26.2
"17689",1818000,"Powiat stalowowolski",2006,30.6
"17690",1819000,"Powiat strzyżowski",2006,14.8
"17691",1820000,"Powiat tarnobrzeski",2006,38
"17692",1821000,"Powiat leski",2006,33.3
"17693",1861000,"Powiat m.Krosno",2006,2.4
"17694",1862000,"Powiat m.Przemyśl",2006,8.6
"17695",1863000,"Powiat m.Rzeszów",2006,0
"17696",1864000,"Powiat m.Tarnobrzeg",2006,5.2
"17697",2001000,"Powiat augustowski",2006,98.9
"17698",2002000,"Powiat białostocki",2006,78.3
"17699",2003000,"Powiat bielski",2006,77.8
"17700",2004000,"Powiat grajewski",2006,82.5
"17701",2005000,"Powiat hajnowski",2006,112.3
"17702",2006000,"Powiat kolneński",2006,82
"17703",2007000,"Powiat łomżyński",2006,119.9
"17704",2008000,"Powiat moniecki",2006,98.5
"17705",2009000,"Powiat sejneński",2006,285.5
"17706",2010000,"Powiat siemiatycki",2006,138.8
"17707",2011000,"Powiat sokólski",2006,109
"17708",2012000,"Powiat suwalski",2006,324
"17709",2013000,"Powiat wysokomazowiecki",2006,105.9
"17710",2014000,"Powiat zambrowski",2006,69.3
"17711",2061000,"Powiat m.Białystok",2006,1.3
"17712",2062000,"Powiat m.Łomża",2006,2.4
"17713",2063000,"Powiat m.Suwałki",2006,6.2
"17714",2201000,"Powiat bytowski",2006,132.9
"17715",2202000,"Powiat chojnicki",2006,70.4
"17716",2203000,"Powiat człuchowski",2006,102.6
"17717",2204000,"Powiat gdański",2006,31.1
"17718",2205000,"Powiat kartuski",2006,74.8
"17719",2206000,"Powiat kościerski",2006,117.6
"17720",2207000,"Powiat kwidzyński",2006,34.6
"17721",2208000,"Powiat lęborski",2006,24.8
"17722",2209000,"Powiat malborski",2006,40.8
"17723",2210000,"Powiat nowodworski",2006,60.3
"17724",2211000,"Powiat pucki",2006,36.3
"17725",2212000,"Powiat słupski",2006,45.2
"17726",2213000,"Powiat starogardzki",2006,75.2
"17727",2214000,"Powiat tczewski",2006,43.6
"17728",2215000,"Powiat wejherowski",2006,29.1
"17729",2216000,"Powiat sztumski",2006,80.9
"17730",2261000,"Powiat m.Gdańsk",2006,3.2
"17731",2262000,"Powiat m.Gdynia",2006,3.5
"17732",2263000,"Powiat m.Słupsk",2006,1.4
"17733",2264000,"Powiat m.Sopot",2006,0.5
"17734",2401000,"Powiat będziński",2006,5
"17735",2402000,"Powiat bielski",2006,18.7
"17736",2403000,"Powiat cieszyński",2006,17
"17737",2404000,"Powiat częstochowski",2006,45.2
"17738",2405000,"Powiat gliwicki",2006,14.2
"17739",2406000,"Powiat kłobucki",2006,36.2
"17740",2407000,"Powiat lubliniecki",2006,60.2
"17741",2408000,"Powiat mikołowski",2006,6.9
"17742",2409000,"Powiat myszkowski",2006,43.1
"17743",2410000,"Powiat pszczyński",2006,13.1
"17744",2411000,"Powiat raciborski",2006,12.6
"17745",2412000,"Powiat rybnicki",2006,11.2
"17746",2413000,"Powiat tarnogórski",2006,21
"17747",2414000,"Powiat bieruńsko-lędziński",2006,4
"17748",2415000,"Powiat wodzisławski",2006,2.2
"17749",2416000,"Powiat zawierciański",2006,23.9
"17750",2417000,"Powiat żywiecki",2006,37.9
"17751",2461000,"Powiat m.Bielsko-Biała",2006,6.3
"17752",2462000,"Powiat m.Bytom",2006,0.3
"17753",2463000,"Powiat m.Chorzów",2006,0.2
"17754",2464000,"Powiat m.Częstochowa",2006,6.3
"17755",2465000,"Powiat m.Dąbrowa Górnicza",2006,1.3
"17756",2466000,"Powiat m.Gliwice",2006,1.9
"17757",2467000,"Powiat m.Jastrzębie-Zdrój",2006,3.9
"17758",2468000,"Powiat m.Jaworzno",2006,8.6
"17759",2469000,"Powiat m.Katowice",2006,0.4
"17760",2470000,"Powiat m.Mysłowice",2006,3.3
"17761",2471000,"Powiat m.Piekary Śląskie",2006,1.7
"17762",2472000,"Powiat m.Ruda Śląska",2006,0.8
"17763",2473000,"Powiat m.Rybnik",2006,3.1
"17764",2474000,"Powiat m.Siemianowice Śląskie",2006,0.5
"17765",2475000,"Powiat m.Sosnowiec",2006,0.6
"17766",2476000,"Powiat m.Świętochłowice",2006,0.3
"17767",2477000,"Powiat m.Tychy",2006,3.2
"17768",2478000,"Powiat m.Zabrze",2006,0
"17769",2479000,"Powiat m.Żory",2006,5.7
"17770",2601000,"Powiat buski",2006,65.1
"17771",2602000,"Powiat jędrzejowski",2006,26.6
"17772",2603000,"Powiat kazimierski",2006,93.1
"17773",2604000,"Powiat kielecki",2006,22.9
"17774",2605000,"Powiat konecki",2006,71.5
"17775",2606000,"Powiat opatowski",2006,86.1
"17776",2607000,"Powiat ostrowiecki",2006,23.7
"17777",2608000,"Powiat pińczowski",2006,16.9
"17778",2609000,"Powiat sandomierski",2006,32.5
"17779",2610000,"Powiat skarżyski",2006,14
"17780",2611000,"Powiat starachowicki",2006,11.4
"17781",2612000,"Powiat staszowski",2006,94.5
"17782",2613000,"Powiat włoszczowski",2006,48.6
"17783",2661000,"Powiat m.Kielce",2006,5.2
"17784",2801000,"Powiat bartoszycki",2006,53.6
"17785",2802000,"Powiat braniewski",2006,82.6
"17786",2803000,"Powiat działdowski",2006,78.7
"17787",2804000,"Powiat elbląski",2006,153.5
"17788",2805000,"Powiat ełcki",2006,40.4
"17789",2806000,"Powiat giżycki",2006,79.3
"17790",2807000,"Powiat iławski",2006,50.9
"17791",2808000,"Powiat kętrzyński",2006,65.6
"17792",2809000,"Powiat lidzbarski",2006,79.1
"17793",2810000,"Powiat mrągowski",2006,56.6
"17794",2811000,"Powiat nidzicki",2006,97.1
"17795",2812000,"Powiat nowomiejski",2006,93
"17796",2813000,"Powiat olecki",2006,127.9
"17797",2814000,"Powiat olsztyński",2006,89.1
"17798",2815000,"Powiat ostródzki",2006,73.5
"17799",2816000,"Powiat piski",2006,60.6
"17800",2817000,"Powiat szczycieński",2006,116.4
"17801",2818000,"Powiat gołdapski",2006,147.5
"17802",2819000,"Powiat węgorzewski",2006,128.7
"17803",2861000,"Powiat m.Elbląg",2006,1.4
"17804",2862000,"Powiat m.Olsztyn",2006,4.7
"17805",3001000,"Powiat chodzieski",2006,50
"17806",3002000,"Powiat czarnkowsko-trzcianecki",2006,49.9
"17807",3003000,"Powiat gnieźnieński",2006,53.2
"17808",3004000,"Powiat gostyński",2006,31.2
"17809",3005000,"Powiat grodziski",2006,77.7
"17810",3006000,"Powiat jarociński",2006,29
"17811",3007000,"Powiat kaliski",2006,70.3
"17812",3008000,"Powiat kępiński",2006,67
"17813",3009000,"Powiat kolski",2006,58.5
"17814",3010000,"Powiat koniński",2006,47.1
"17815",3011000,"Powiat kościański",2006,41.2
"17816",3012000,"Powiat krotoszyński",2006,51.8
"17817",3013000,"Powiat leszczyński",2006,45.3
"17818",3014000,"Powiat międzychodzki",2006,82.4
"17819",3015000,"Powiat nowotomyski",2006,124.5
"17820",3016000,"Powiat obornicki",2006,54.1
"17821",3017000,"Powiat ostrowski",2006,37
"17822",3018000,"Powiat ostrzeszowski",2006,101.2
"17823",3019000,"Powiat pilski",2006,53.6
"17824",3020000,"Powiat pleszewski",2006,87.2
"17825",3021000,"Powiat poznański",2006,52.3
"17826",3022000,"Powiat rawicki",2006,33.2
"17827",3023000,"Powiat słupecki",2006,54.1
"17828",3024000,"Powiat szamotulski",2006,61.6
"17829",3025000,"Powiat średzki",2006,56.3
"17830",3026000,"Powiat śremski",2006,31.7
"17831",3027000,"Powiat turecki",2006,72.8
"17832",3028000,"Powiat wągrowiecki",2006,50.9
"17833",3029000,"Powiat wolsztyński",2006,43.5
"17834",3030000,"Powiat wrzesiński",2006,49
"17835",3031000,"Powiat złotowski",2006,45.2
"17836",3061000,"Powiat m.Kalisz",2006,11.3
"17837",3062000,"Powiat m.Konin",2006,4.7
"17838",3063000,"Powiat m.Leszno",2006,7.2
"17839",3064000,"Powiat m.Poznań",2006,3.3
"17840",3201000,"Powiat białogardzki",2006,42
"17841",3202000,"Powiat choszczeński",2006,85.2
"17842",3203000,"Powiat drawski",2006,35.6
"17843",3204000,"Powiat goleniowski",2006,14
"17844",3205000,"Powiat gryficki",2006,51.5
"17845",3206000,"Powiat gryfiński",2006,54.6
"17846",3207000,"Powiat kamieński",2006,38.9
"17847",3208000,"Powiat kołobrzeski",2006,36
"17848",3209000,"Powiat koszaliński",2006,51.6
"17849",3210000,"Powiat myśliborski",2006,48.6
"17850",3211000,"Powiat policki",2006,33.1
"17851",3212000,"Powiat pyrzycki",2006,41.8
"17852",3213000,"Powiat sławieński",2006,27.6
"17853",3214000,"Powiat stargardzki",2006,37.1
"17854",3215000,"Powiat szczecinecki",2006,45.1
"17855",3216000,"Powiat świdwiński",2006,27.1
"17856",3217000,"Powiat wałecki",2006,30.4
"17857",3218000,"Powiat łobeski",2006,61.3
"17858",3261000,"Powiat m.Koszalin",2006,1.4
"17859",3262000,"Powiat m.Szczecin",2006,3.9
"17860",3263000,"Powiat m.Świnoujście",2006,5.2
"17861",201000,"Powiat bolesławiecki",2007,13.6
"17862",202000,"Powiat dzierżoniowski",2007,18.8
"17863",203000,"Powiat głogowski",2007,14.7
"17864",204000,"Powiat górowski",2007,43.2
"17865",205000,"Powiat jaworski",2007,19.3
"17866",206000,"Powiat jeleniogórski",2007,25.7
"17867",207000,"Powiat kamiennogórski",2007,32.4
"17868",208000,"Powiat kłodzki",2007,12.9
"17869",209000,"Powiat legnicki",2007,43.4
"17870",210000,"Powiat lubański",2007,22.1
"17871",211000,"Powiat lubiński",2007,7.9
"17872",212000,"Powiat lwówecki",2007,15.9
"17873",213000,"Powiat milicki",2007,26.2
"17874",214000,"Powiat oleśnicki",2007,30.4
"17875",215000,"Powiat oławski",2007,13.5
"17876",216000,"Powiat polkowicki",2007,48.1
"17877",217000,"Powiat strzeliński",2007,27.7
"17878",218000,"Powiat średzki",2007,46.2
"17879",219000,"Powiat świdnicki",2007,11.9
"17880",220000,"Powiat trzebnicki",2007,36.4
"17881",221000,"Powiat wałbrzyski",2007,3.2
"17882",222000,"Powiat wołowski",2007,39.5
"17883",223000,"Powiat wrocławski",2007,15.3
"17884",224000,"Powiat ząbkowicki",2007,5.8
"17885",225000,"Powiat zgorzelecki",2007,8.4
"17886",226000,"Powiat złotoryjski",2007,20.8
"17887",261000,"Powiat m.Jelenia Góra",2007,2.2
"17888",262000,"Powiat m.Legnica",2007,4.6
"17889",264000,"Powiat m.Wrocław",2007,2.8
"17890",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"17891",401000,"Powiat aleksandrowski",2007,65.1
"17892",402000,"Powiat brodnicki",2007,117
"17893",403000,"Powiat bydgoski",2007,66.4
"17894",404000,"Powiat chełmiński",2007,65.4
"17895",405000,"Powiat golubsko-dobrzyński",2007,66.3
"17896",406000,"Powiat grudziądzki",2007,108
"17897",407000,"Powiat inowrocławski",2007,23.1
"17898",408000,"Powiat lipnowski",2007,168.8
"17899",409000,"Powiat mogileński",2007,49.6
"17900",410000,"Powiat nakielski",2007,67.7
"17901",411000,"Powiat radziejowski",2007,112.6
"17902",412000,"Powiat rypiński",2007,112.5
"17903",413000,"Powiat sępoleński",2007,64.3
"17904",414000,"Powiat świecki",2007,59.5
"17905",415000,"Powiat toruński",2007,93.9
"17906",416000,"Powiat tucholski",2007,93.2
"17907",417000,"Powiat wąbrzeski",2007,161.9
"17908",418000,"Powiat włocławski",2007,102.3
"17909",419000,"Powiat żniński",2007,43.8
"17910",461000,"Powiat m.Bydgoszcz",2007,4.6
"17911",462000,"Powiat m.Grudziądz",2007,7
"17912",463000,"Powiat m.Toruń",2007,6.9
"17913",464000,"Powiat m.Włocławek",2007,7.5
"17914",601000,"Powiat bialski",2007,164.7
"17915",602000,"Powiat biłgorajski",2007,26.6
"17916",603000,"Powiat chełmski",2007,89.1
"17917",604000,"Powiat hrubieszowski",2007,70.1
"17918",605000,"Powiat janowski",2007,85.4
"17919",606000,"Powiat krasnostawski",2007,45.7
"17920",607000,"Powiat kraśnicki",2007,38.5
"17921",608000,"Powiat lubartowski",2007,86.2
"17922",609000,"Powiat lubelski",2007,60.5
"17923",610000,"Powiat łęczyński",2007,54.7
"17924",611000,"Powiat łukowski",2007,37.8
"17925",612000,"Powiat opolski",2007,55
"17926",613000,"Powiat parczewski",2007,115.9
"17927",614000,"Powiat puławski",2007,30.7
"17928",615000,"Powiat radzyński",2007,117
"17929",616000,"Powiat rycki",2007,38.2
"17930",617000,"Powiat świdnicki",2007,50.9
"17931",618000,"Powiat tomaszowski",2007,58.9
"17932",619000,"Powiat włodawski",2007,124.4
"17933",620000,"Powiat zamojski",2007,50.2
"17934",661000,"Powiat m.Biała Podlaska",2007,15
"17935",662000,"Powiat m.Chełm",2007,5
"17936",663000,"Powiat m.Lublin",2007,5.8
"17937",664000,"Powiat m.Zamość",2007,4.7
"17938",801000,"Powiat gorzowski",2007,72.4
"17939",802000,"Powiat krośnieński",2007,72.5
"17940",803000,"Powiat międzyrzecki",2007,93.2
"17941",804000,"Powiat nowosolski",2007,42.4
"17942",805000,"Powiat słubicki",2007,89
"17943",806000,"Powiat strzelecko-drezdenecki",2007,87.1
"17944",807000,"Powiat sulęciński",2007,92.2
"17945",808000,"Powiat świebodziński",2007,63.8
"17946",809000,"Powiat zielonogórski",2007,83.8
"17947",810000,"Powiat żagański",2007,41.6
"17948",811000,"Powiat żarski",2007,34.6
"17949",812000,"Powiat wschowski",2007,74.8
"17950",861000,"Powiat m.Gorzów Wielkopolski",2007,2.5
"17951",862000,"Powiat m.Zielona Góra",2007,1.9
"17952",1001000,"Powiat bełchatowski",2007,39.1
"17953",1002000,"Powiat kutnowski",2007,41.4
"17954",1003000,"Powiat łaski",2007,57.8
"17955",1004000,"Powiat łęczycki",2007,62.7
"17956",1005000,"Powiat łowicki",2007,32.5
"17957",1006000,"Powiat łódzki wschodni",2007,59.6
"17958",1007000,"Powiat opoczyński",2007,28.1
"17959",1008000,"Powiat pabianicki",2007,29.6
"17960",1009000,"Powiat pajęczański",2007,38.9
"17961",1010000,"Powiat piotrkowski",2007,30
"17962",1011000,"Powiat poddębicki",2007,92.2
"17963",1012000,"Powiat radomszczański",2007,29.3
"17964",1013000,"Powiat rawski",2007,39.8
"17965",1014000,"Powiat sieradzki",2007,27.5
"17966",1015000,"Powiat skierniewicki",2007,41
"17967",1016000,"Powiat tomaszowski",2007,37.1
"17968",1017000,"Powiat wieluński",2007,45.1
"17969",1018000,"Powiat wieruszowski",2007,98.1
"17970",1019000,"Powiat zduńskowolski",2007,18.3
"17971",1020000,"Powiat zgierski",2007,41.4
"17972",1021000,"Powiat brzeziński",2007,12
"17973",1061000,"Powiat m.Łódź",2007,3.5
"17974",1062000,"Powiat m.Piotrków Trybunalski",2007,9.1
"17975",1063000,"Powiat m.Skierniewice",2007,6.9
"17976",1201000,"Powiat bocheński",2007,15.9
"17977",1202000,"Powiat brzeski",2007,18.6
"17978",1203000,"Powiat chrzanowski",2007,5.3
"17979",1204000,"Powiat dąbrowski",2007,28.3
"17980",1205000,"Powiat gorlicki",2007,62.4
"17981",1206000,"Powiat krakowski",2007,19.8
"17982",1207000,"Powiat limanowski",2007,27
"17983",1208000,"Powiat miechowski",2007,40.8
"17984",1209000,"Powiat myślenicki",2007,4.4
"17985",1210000,"Powiat nowosądecki",2007,60.5
"17986",1211000,"Powiat nowotarski",2007,27.2
"17987",1212000,"Powiat olkuski",2007,14.9
"17988",1213000,"Powiat oświęcimski",2007,4.7
"17989",1214000,"Powiat proszowicki",2007,45.7
"17990",1215000,"Powiat suski",2007,59.6
"17991",1216000,"Powiat tarnowski",2007,40.7
"17992",1217000,"Powiat tatrzański",2007,1.6
"17993",1218000,"Powiat wadowicki",2007,16.2
"17994",1219000,"Powiat wielicki",2007,9.5
"17995",1261000,"Powiat m.Kraków",2007,0.8
"17996",1262000,"Powiat m.Nowy Sącz",2007,5
"17997",1263000,"Powiat m.Tarnów",2007,3.8
"17998",1401000,"Powiat białobrzeski",2007,178.3
"17999",1402000,"Powiat ciechanowski",2007,72
"18000",1403000,"Powiat garwoliński",2007,46.3
"18001",1404000,"Powiat gostyniński",2007,58.8
"18002",1405000,"Powiat grodziski",2007,38.6
"18003",1406000,"Powiat grójecki",2007,53.5
"18004",1407000,"Powiat kozienicki",2007,72.3
"18005",1408000,"Powiat legionowski",2007,14.1
"18006",1409000,"Powiat lipski",2007,148.9
"18007",1410000,"Powiat łosicki",2007,153.7
"18008",1411000,"Powiat makowski",2007,108.2
"18009",1412000,"Powiat miński",2007,67
"18010",1413000,"Powiat mławski",2007,46.6
"18011",1414000,"Powiat nowodworski",2007,48.3
"18012",1415000,"Powiat ostrołęcki",2007,69.2
"18013",1416000,"Powiat ostrowski",2007,92.9
"18014",1417000,"Powiat otwocki",2007,63.1
"18015",1418000,"Powiat piaseczyński",2007,27.7
"18016",1419000,"Powiat płocki",2007,111.7
"18017",1420000,"Powiat płoński",2007,112.7
"18018",1421000,"Powiat pruszkowski",2007,12.2
"18019",1422000,"Powiat przasnyski",2007,58.5
"18020",1423000,"Powiat przysuski",2007,48.2
"18021",1424000,"Powiat pułtuski",2007,112.6
"18022",1425000,"Powiat radomski",2007,39.8
"18023",1426000,"Powiat siedlecki",2007,64.3
"18024",1427000,"Powiat sierpecki",2007,68.4
"18025",1428000,"Powiat sochaczewski",2007,55.6
"18026",1429000,"Powiat sokołowski",2007,63.4
"18027",1430000,"Powiat szydłowiecki",2007,39.9
"18028",1432000,"Powiat warszawski zachodni",2007,45.4
"18029",1433000,"Powiat węgrowski",2007,73.6
"18030",1434000,"Powiat wołomiński",2007,55
"18031",1435000,"Powiat wyszkowski",2007,64.9
"18032",1436000,"Powiat zwoleński",2007,118.1
"18033",1437000,"Powiat żuromiński",2007,128.9
"18034",1438000,"Powiat żyrardowski",2007,39.5
"18035",1461000,"Powiat m.Ostrołęka",2007,4.5
"18036",1462000,"Powiat m.Płock",2007,5.9
"18037",1463000,"Powiat m.Radom",2007,3
"18038",1464000,"Powiat m.Siedlce",2007,6.3
"18039",1465000,"Powiat m. st. Warszawa",2007,2.2
"18040",1601000,"Powiat brzeski",2007,21.1
"18041",1602000,"Powiat głubczycki",2007,14.5
"18042",1603000,"Powiat kędzierzyńsko-kozielski",2007,4.5
"18043",1604000,"Powiat kluczborski",2007,30.5
"18044",1605000,"Powiat krapkowicki",2007,13.3
"18045",1606000,"Powiat namysłowski",2007,61.7
"18046",1607000,"Powiat nyski",2007,31.1
"18047",1608000,"Powiat oleski",2007,42.1
"18048",1609000,"Powiat opolski",2007,35.7
"18049",1610000,"Powiat prudnicki",2007,28.7
"18050",1611000,"Powiat strzelecki",2007,19.8
"18051",1661000,"Powiat m.Opole",2007,6
"18052",1801000,"Powiat bieszczadzki",2007,24.7
"18053",1802000,"Powiat brzozowski",2007,18.6
"18054",1803000,"Powiat dębicki",2007,18.3
"18055",1804000,"Powiat jarosławski",2007,23
"18056",1805000,"Powiat jasielski",2007,24
"18057",1806000,"Powiat kolbuszowski",2007,38.6
"18058",1807000,"Powiat krośnieński",2007,10.7
"18059",1808000,"Powiat leżajski",2007,10.4
"18060",1809000,"Powiat lubaczowski",2007,23.7
"18061",1810000,"Powiat łańcucki",2007,7
"18062",1811000,"Powiat mielecki",2007,14.2
"18063",1812000,"Powiat niżański",2007,29.8
"18064",1813000,"Powiat przemyski",2007,46.9
"18065",1814000,"Powiat przeworski",2007,28.9
"18066",1815000,"Powiat ropczycko-sędziszowski",2007,25.5
"18067",1816000,"Powiat rzeszowski",2007,20.6
"18068",1817000,"Powiat sanocki",2007,26
"18069",1818000,"Powiat stalowowolski",2007,30.1
"18070",1819000,"Powiat strzyżowski",2007,13.4
"18071",1820000,"Powiat tarnobrzeski",2007,35.4
"18072",1821000,"Powiat leski",2007,32.8
"18073",1861000,"Powiat m.Krosno",2007,2.3
"18074",1862000,"Powiat m.Przemyśl",2007,7.7
"18075",1863000,"Powiat m.Rzeszów",2007,0
"18076",1864000,"Powiat m.Tarnobrzeg",2007,5.4
"18077",2001000,"Powiat augustowski",2007,97.7
