"","Kod","Nazwa","rok","Budynki_mieszkalne_w_gminie_ogolem"
"574",1803000,"Powiat dębicki",2009,25667
"575",1804000,"Powiat jarosławski",2009,23953
"576",1805000,"Powiat jasielski",2009,25051
"577",1806000,"Powiat kolbuszowski",2009,15093
"578",1807000,"Powiat krośnieński",2009,27832
"579",1808000,"Powiat leżajski",2009,14940
"580",1809000,"Powiat lubaczowski",2009,12408
"581",1810000,"Powiat łańcucki",2009,19808
"582",1811000,"Powiat mielecki",2009,23689
"583",1812000,"Powiat niżański",2009,16949
"584",1813000,"Powiat przemyski",2009,17658
"585",1814000,"Powiat przeworski",2009,19682
"586",1815000,"Powiat ropczycko-sędziszowski",2009,16323
"587",1816000,"Powiat rzeszowski",2009,44365
"588",1817000,"Powiat sanocki",2009,16914
"589",1818000,"Powiat stalowowolski",2009,16034
"590",1819000,"Powiat strzyżowski",2009,15508
"591",1820000,"Powiat tarnobrzeski",2009,10716
"592",1821000,"Powiat leski",2009,5377
"593",1861000,"Powiat m.Krosno",2009,5945
"594",1862000,"Powiat m.Przemyśl",2009,4993
"595",1863000,"Powiat m.Rzeszów",2009,14985
"596",1864000,"Powiat m.Tarnobrzeg",2009,4089
"597",2001000,"Powiat augustowski",2009,12136
"598",2002000,"Powiat białostocki",2009,36247
"599",2003000,"Powiat bielski",2009,16889
"600",2004000,"Powiat grajewski",2009,8748
"601",2005000,"Powiat hajnowski",2009,15841
"602",2006000,"Powiat kolneński",2009,7817
"603",2007000,"Powiat łomżyński",2009,13882
"604",2008000,"Powiat moniecki",2009,10526
"605",2009000,"Powiat sejneński",2009,5303
"606",2010000,"Powiat siemiatycki",2009,14446
"607",2011000,"Powiat sokólski",2009,19406
"608",2012000,"Powiat suwalski",2009,9120
"609",2013000,"Powiat wysokomazowiecki",2009,14768
"610",2014000,"Powiat zambrowski",2009,7002
"611",2061000,"Powiat m.Białystok",2009,20315
"612",2062000,"Powiat m.Łomża",2009,4708
"613",2063000,"Powiat m.Suwałki",2009,4900
"614",2201000,"Powiat bytowski",2009,11146
"615",2202000,"Powiat chojnicki",2009,14072
"616",2203000,"Powiat człuchowski",2009,7312
"617",2204000,"Powiat gdański",2009,14955
"618",2205000,"Powiat kartuski",2009,21501
"619",2206000,"Powiat kościerski",2009,11973
"620",2207000,"Powiat kwidzyński",2009,9480
"621",2208000,"Powiat lęborski",2009,7323
"622",2209000,"Powiat malborski",2009,6674
"623",2210000,"Powiat nowodworski",2009,6282
"624",2211000,"Powiat pucki",2009,14420
"625",2212000,"Powiat słupski",2009,13815
"626",2213000,"Powiat starogardzki",2009,20456
"627",2214000,"Powiat tczewski",2009,11220
"628",2215000,"Powiat wejherowski",2009,27590
"629",2216000,"Powiat sztumski",2009,5620
"630",2261000,"Powiat m.Gdańsk",2009,26547
"631",2262000,"Powiat m.Gdynia",2009,16782
"632",2263000,"Powiat m.Słupsk",2009,4970
"633",2264000,"Powiat m.Sopot",2009,2698
"634",2401000,"Powiat będziński",2009,24651
"635",2402000,"Powiat bielski",2009,34632
"636",2403000,"Powiat cieszyński",2009,36343
"637",2404000,"Powiat częstochowski",2009,38604
"638",2405000,"Powiat gliwicki",2009,16516
"639",2406000,"Powiat kłobucki",2009,22527
"640",2407000,"Powiat lubliniecki",2009,16001
"641",2408000,"Powiat mikołowski",2009,15128
"642",2409000,"Powiat myszkowski",2009,19047
"643",2410000,"Powiat pszczyński",2009,18945
"644",2411000,"Powiat raciborski",2009,17735
"645",2412000,"Powiat rybnicki",2009,14258
"646",2413000,"Powiat tarnogórski",2009,23133
"647",2414000,"Powiat bieruńsko-lędziński",2009,10218
"648",2415000,"Powiat wodzisławski",2009,27614
"649",2416000,"Powiat zawierciański",2009,27541
"650",2417000,"Powiat żywiecki",2009,39347
"651",2461000,"Powiat m.Bielsko-Biała",2009,19180
"652",2462000,"Powiat m.Bytom",2009,8364
"653",2463000,"Powiat m.Chorzów",2009,4292
"654",2464000,"Powiat m.Częstochowa",2009,23079
"655",2465000,"Powiat m.Dąbrowa Górnicza",2009,12224
"656",2466000,"Powiat m.Gliwice",2009,13135
"657",2467000,"Powiat m.Jastrzębie-Zdrój",2009,6360
"658",2468000,"Powiat m.Jaworzno",2009,11765
"659",2469000,"Powiat m.Katowice",2009,17728
"660",2470000,"Powiat m.Mysłowice",2009,6986
"661",2471000,"Powiat m.Piekary Śląskie",2009,5549
"662",2472000,"Powiat m.Ruda Śląska",2009,7356
"663",2473000,"Powiat m.Rybnik",2009,18197
"664",2474000,"Powiat m.Siemianowice Śląskie",2009,2870
"665",2475000,"Powiat m.Sosnowiec",2009,11753
"666",2476000,"Powiat m.Świętochłowice",2009,2016
"667",2477000,"Powiat m.Tychy",2009,7133
"668",2478000,"Powiat m.Zabrze",2009,9712
"669",2479000,"Powiat m.Żory",2009,5069
"670",2601000,"Powiat buski",2009,19455
"671",2602000,"Powiat jędrzejowski",2009,22710
"672",2603000,"Powiat kazimierski",2009,9693
"673",2604000,"Powiat kielecki",2009,50398
"674",2605000,"Powiat konecki",2009,21490
"675",2606000,"Powiat opatowski",2009,15612
"676",2607000,"Powiat ostrowiecki",2009,20567
"677",2608000,"Powiat pińczowski",2009,10609
"678",2609000,"Powiat sandomierski",2009,18678
"679",2610000,"Powiat skarżyski",2009,13370
"680",2611000,"Powiat starachowicki",2009,16988
"681",2612000,"Powiat staszowski",2009,17011
"682",2613000,"Powiat włoszczowski",2009,12875
"683",2661000,"Powiat m.Kielce",2009,14946
"684",2801000,"Powiat bartoszycki",2009,7226
"685",2802000,"Powiat braniewski",2009,5270
"686",2803000,"Powiat działdowski",2009,11209
"687",2804000,"Powiat elbląski",2009,8901
"688",2805000,"Powiat ełcki",2009,7443
"689",2806000,"Powiat giżycki",2009,6888
"690",2807000,"Powiat iławski",2009,12565
"691",2808000,"Powiat kętrzyński",2009,6706
"692",2809000,"Powiat lidzbarski",2009,5353
"693",2810000,"Powiat mrągowski",2009,7048
"694",2811000,"Powiat nidzicki",2009,5085
"695",2812000,"Powiat nowomiejski",2009,8666
"696",2813000,"Powiat olecki",2009,4578
"697",2814000,"Powiat olsztyński",2009,19599
"698",2815000,"Powiat ostródzki",2009,13278
"699",2816000,"Powiat piski",2009,7326
"700",2817000,"Powiat szczycieński",2009,11595
"701",2818000,"Powiat gołdapski",2009,3460
"702",2819000,"Powiat węgorzewski",2009,3779
"703",2861000,"Powiat m.Elbląg",2009,6372
"704",2862000,"Powiat m.Olsztyn",2009,9252
"705",3001000,"Powiat chodzieski",2009,7400
"706",3002000,"Powiat czarnkowsko-trzcianecki",2009,14649
"707",3003000,"Powiat gnieźnieński",2009,17649
"708",3004000,"Powiat gostyński",2009,12646
"709",3005000,"Powiat grodziski",2009,9195
"710",3006000,"Powiat jarociński",2009,12422
"711",3007000,"Powiat kaliski",2009,19178
"712",3008000,"Powiat kępiński",2009,10929
"713",3009000,"Powiat kolski",2009,18713
"714",3010000,"Powiat koniński",2009,30748
"715",3011000,"Powiat kościański",2009,13204
"716",3012000,"Powiat krotoszyński",2009,13568
"717",3013000,"Powiat leszczyński",2009,10503
"718",3014000,"Powiat międzychodzki",2009,5738
"719",3015000,"Powiat nowotomyski",2009,13098
"720",3016000,"Powiat obornicki",2009,8324
"721",3017000,"Powiat ostrowski",2009,28823
"722",3018000,"Powiat ostrzeszowski",2009,12504
"723",3019000,"Powiat pilski",2009,15894
"724",3020000,"Powiat pleszewski",2009,11654
"725",3021000,"Powiat poznański",2009,60701
"726",3022000,"Powiat rawicki",2009,10014
"727",3023000,"Powiat słupecki",2009,12457
"728",3024000,"Powiat szamotulski",2009,14874
"729",3025000,"Powiat średzki",2009,8632
"730",3026000,"Powiat śremski",2009,7111
"731",3027000,"Powiat turecki",2009,17037
"732",3028000,"Powiat wągrowiecki",2009,10736
"733",3029000,"Powiat wolsztyński",2009,10583
"734",3030000,"Powiat wrzesiński",2009,13004
"735",3031000,"Powiat złotowski",2009,10176
"736",3061000,"Powiat m.Kalisz",2009,9032
"737",3062000,"Powiat m.Konin",2009,6708
"738",3063000,"Powiat m.Leszno",2009,6842
"739",3064000,"Powiat m.Poznań",2009,38705
"740",3201000,"Powiat białogardzki",2009,5487
"741",3202000,"Powiat choszczeński",2009,6987
"742",3203000,"Powiat drawski",2009,7715
"743",3204000,"Powiat goleniowski",2009,10609
"744",3205000,"Powiat gryficki",2009,8127
"745",3206000,"Powiat gryfiński",2009,10589
"746",3207000,"Powiat kamieński",2009,7713
"747",3208000,"Powiat kołobrzeski",2009,8466
"748",3209000,"Powiat koszaliński",2009,10405
"749",3210000,"Powiat myśliborski",2009,8394
"750",3211000,"Powiat policki",2009,8058
"751",3212000,"Powiat pyrzycki",2009,5659
"752",3213000,"Powiat sławieński",2009,8914
"753",3214000,"Powiat stargardzki",2009,11683
"754",3215000,"Powiat szczecinecki",2009,8398
"755",3216000,"Powiat świdwiński",2009,5802
"756",3217000,"Powiat wałecki",2009,6474
"757",3218000,"Powiat łobeski",2009,5251
"758",3261000,"Powiat m.Koszalin",2009,7044
"759",3262000,"Powiat m.Szczecin",2009,24303
"760",3263000,"Powiat m.Świnoujście",2009,2704
"761",201000,"Powiat bolesławiecki",2010,13122
"762",202000,"Powiat dzierżoniowski",2010,10958
"763",203000,"Powiat głogowski",2010,7363
"764",204000,"Powiat górowski",2010,6503
"765",205000,"Powiat jaworski",2010,6938
"766",206000,"Powiat jeleniogórski",2010,10720
"767",207000,"Powiat kamiennogórski",2010,5347
"768",208000,"Powiat kłodzki",2010,23030
"769",209000,"Powiat legnicki",2010,9197
"770",210000,"Powiat lubański",2010,8386
"771",211000,"Powiat lubiński",2010,9305
"772",212000,"Powiat lwówecki",2010,8763
"773",213000,"Powiat milicki",2010,6412
"774",214000,"Powiat oleśnicki",2010,14907
"775",215000,"Powiat oławski",2010,9179
"776",216000,"Powiat polkowicki",2010,8059
"777",217000,"Powiat strzeliński",2010,7562
"778",218000,"Powiat średzki",2010,9354
"779",219000,"Powiat świdnicki",2010,15386
"780",220000,"Powiat trzebnicki",2010,14775
"781",221000,"Powiat wałbrzyski",2010,14391
"782",222000,"Powiat wołowski",2010,7359
"783",223000,"Powiat wrocławski",2010,24493
"784",224000,"Powiat ząbkowicki",2010,11372
"785",225000,"Powiat zgorzelecki",2010,12523
"786",226000,"Powiat złotoryjski",2010,6484
"787",261000,"Powiat m.Jelenia Góra",2010,7285
"788",262000,"Powiat m.Legnica",2010,6430
"789",264000,"Powiat m.Wrocław",2010,36493
"790",265000,"Powiat m.Wałbrzych od 2013",2010,NA
"791",401000,"Powiat aleksandrowski",2010,11962
"792",402000,"Powiat brodnicki",2010,14160
"793",403000,"Powiat bydgoski",2010,20901
"794",404000,"Powiat chełmiński",2010,7411
"795",405000,"Powiat golubsko-dobrzyński",2010,8128
"796",406000,"Powiat grudziądzki",2010,7410
"797",407000,"Powiat inowrocławski",2010,17318
"798",408000,"Powiat lipnowski",2010,13853
"799",409000,"Powiat mogileński",2010,8216
"800",410000,"Powiat nakielski",2010,12236
"801",411000,"Powiat radziejowski",2010,9679
"802",412000,"Powiat rypiński",2010,7971
"803",413000,"Powiat sępoleński",2010,6690
"804",414000,"Powiat świecki",2010,16188
"805",415000,"Powiat toruński",2010,17668
"806",416000,"Powiat tucholski",2010,9494
"807",417000,"Powiat wąbrzeski",2010,5776
"808",418000,"Powiat włocławski",2010,20278
"809",419000,"Powiat żniński",2010,10641
"810",461000,"Powiat m.Bydgoszcz",2010,22570
"811",462000,"Powiat m.Grudziądz",2010,5191
"812",463000,"Powiat m.Toruń",2010,12985
"813",464000,"Powiat m.Włocławek",2010,8068
"814",601000,"Powiat bialski",2010,31734
"815",602000,"Powiat biłgorajski",2010,24973
"816",603000,"Powiat chełmski",2010,24390
"817",604000,"Powiat hrubieszowski",2010,16345
"818",605000,"Powiat janowski",2010,11438
"819",606000,"Powiat krasnostawski",2010,19700
"820",607000,"Powiat kraśnicki",2010,21087
"821",608000,"Powiat lubartowski",2010,23376
"822",609000,"Powiat lubelski",2010,41613
"823",610000,"Powiat łęczyński",2010,11188
"824",611000,"Powiat łukowski",2010,24957
"825",612000,"Powiat opolski",2010,15933
"826",613000,"Powiat parczewski",2010,9662
"827",614000,"Powiat puławski",2010,23338
"828",615000,"Powiat radzyński",2010,15787
"829",616000,"Powiat rycki",2010,14031
"830",617000,"Powiat świdnicki",2010,12385
"831",618000,"Powiat tomaszowski",2010,22309
"832",619000,"Powiat włodawski",2010,9553
"833",620000,"Powiat zamojski",2010,33051
"834",661000,"Powiat m.Biała Podlaska",2010,8098
"835",662000,"Powiat m.Chełm",2010,6540
"836",663000,"Powiat m.Lublin",2010,21308
"837",664000,"Powiat m.Zamość",2010,5936
"838",801000,"Powiat gorzowski",2010,12284
"839",802000,"Powiat krośnieński",2010,9744
"840",803000,"Powiat międzyrzecki",2010,8351
"841",804000,"Powiat nowosolski",2010,12037
"842",805000,"Powiat słubicki",2010,6665
"843",806000,"Powiat strzelecko-drezdenecki",2010,7964
"844",807000,"Powiat sulęciński",2010,6155
"845",808000,"Powiat świebodziński",2010,8006
"846",809000,"Powiat zielonogórski",2010,17285
"847",810000,"Powiat żagański",2010,11169
"848",811000,"Powiat żarski",2010,14706
"849",812000,"Powiat wschowski",2010,6595
"850",861000,"Powiat m.Gorzów Wielkopolski",2010,7085
"851",862000,"Powiat m.Zielona Góra",2010,8007
"852",1001000,"Powiat bełchatowski",2010,20935
"853",1002000,"Powiat kutnowski",2010,17047
"854",1003000,"Powiat łaski",2010,12719
"855",1004000,"Powiat łęczycki",2010,10879
"856",1005000,"Powiat łowicki",2010,19093
"857",1006000,"Powiat łódzki wschodni",2010,18438
"858",1007000,"Powiat opoczyński",2010,19855
"859",1008000,"Powiat pabianicki",2010,19071
"860",1009000,"Powiat pajęczański",2010,14381
"861",1010000,"Powiat piotrkowski",2010,26525
"862",1011000,"Powiat poddębicki",2010,12108
"863",1012000,"Powiat radomszczański",2010,29413
"864",1013000,"Powiat rawski",2010,10884
"865",1014000,"Powiat sieradzki",2010,24261
"866",1015000,"Powiat skierniewicki",2010,11341
"867",1016000,"Powiat tomaszowski",2010,23589
"868",1017000,"Powiat wieluński",2010,17564
"869",1018000,"Powiat wieruszowski",2010,10791
"870",1019000,"Powiat zduńskowolski",2010,11506
"871",1020000,"Powiat zgierski",2010,30898
"872",1021000,"Powiat brzeziński",2010,7594
"873",1061000,"Powiat m.Łódź",2010,42716
"874",1062000,"Powiat m.Piotrków Trybunalski",2010,6949
"875",1063000,"Powiat m.Skierniewice",2010,6100
"876",1201000,"Powiat bocheński",2010,24099
"877",1202000,"Powiat brzeski",2010,22830
"878",1203000,"Powiat chrzanowski",2010,23251
"879",1204000,"Powiat dąbrowski",2010,14418
"880",1205000,"Powiat gorlicki",2010,22751
"881",1206000,"Powiat krakowski",2010,65445
"882",1207000,"Powiat limanowski",2010,28547
"883",1208000,"Powiat miechowski",2010,14019
"884",1209000,"Powiat myślenicki",2010,27491
"885",1210000,"Powiat nowosądecki",2010,42756
"886",1211000,"Powiat nowotarski",2010,41446
"887",1212000,"Powiat olkuski",2010,22062
"888",1213000,"Powiat oświęcimski",2010,25456
"889",1214000,"Powiat proszowicki",2010,11004
"890",1215000,"Powiat suski",2010,21451
"891",1216000,"Powiat tarnowski",2010,48898
"892",1217000,"Powiat tatrzański",2010,16270
"893",1218000,"Powiat wadowicki",2010,32896
"894",1219000,"Powiat wielicki",2010,28702
"895",1261000,"Powiat m.Kraków",2010,44223
"896",1262000,"Powiat m.Nowy Sącz",2010,10656
"897",1263000,"Powiat m.Tarnów",2010,10519
"898",1401000,"Powiat białobrzeski",2010,9810
"899",1402000,"Powiat ciechanowski",2010,16537
"900",1403000,"Powiat garwoliński",2010,27404
"901",1404000,"Powiat gostyniński",2010,9609
"902",1405000,"Powiat grodziski",2010,20773
"903",1406000,"Powiat grójecki",2010,24142
"904",1407000,"Powiat kozienicki",2010,14961
"905",1408000,"Powiat legionowski",2010,19322
"906",1409000,"Powiat lipski",2010,11648
"907",1410000,"Powiat łosicki",2010,9333
"908",1411000,"Powiat makowski",2010,11485
"909",1412000,"Powiat miński",2010,36079
"910",1413000,"Powiat mławski",2010,15430
"911",1414000,"Powiat nowodworski",2010,15696
"912",1415000,"Powiat ostrołęcki",2010,22040
"913",1416000,"Powiat ostrowski",2010,17903
"914",1417000,"Powiat otwocki",2010,26989
"915",1418000,"Powiat piaseczyński",2010,35848
"916",1419000,"Powiat płocki",2010,27808
"917",1420000,"Powiat płoński",2010,19853
"918",1421000,"Powiat pruszkowski",2010,28883
"919",1422000,"Powiat przasnyski",2010,11086
"920",1423000,"Powiat przysuski",2010,12611
"921",1424000,"Powiat pułtuski",2010,11588
"922",1425000,"Powiat radomski",2010,34785
"923",1426000,"Powiat siedlecki",2010,24015
"924",1427000,"Powiat sierpecki",2010,11108
"925",1428000,"Powiat sochaczewski",2010,18116
"926",1429000,"Powiat sokołowski",2010,15997
"927",1430000,"Powiat szydłowiecki",2010,10164
"928",1432000,"Powiat warszawski zachodni",2010,26786
"929",1433000,"Powiat węgrowski",2010,19330
"930",1434000,"Powiat wołomiński",2010,47383
"931",1435000,"Powiat wyszkowski",2010,15600
"932",1436000,"Powiat zwoleński",2010,10457
"933",1437000,"Powiat żuromiński",2010,8934
"934",1438000,"Powiat żyrardowski",2010,14112
"935",1461000,"Powiat m.Ostrołęka",2010,4885
"936",1462000,"Powiat m.Płock",2010,8741
"937",1463000,"Powiat m.Radom",2010,19773
"938",1464000,"Powiat m.Siedlce",2010,7227
"939",1465000,"Powiat m. st. Warszawa",2010,84769
"940",1601000,"Powiat brzeski",2010,11881
"941",1602000,"Powiat głubczycki",2010,9078
"942",1603000,"Powiat kędzierzyńsko-kozielski",2010,14922
"943",1604000,"Powiat kluczborski",2010,10357
"944",1605000,"Powiat krapkowicki",2010,11795
"945",1606000,"Powiat namysłowski",2010,7684
"946",1607000,"Powiat nyski",2010,20739
"947",1608000,"Powiat oleski",2010,14075
"948",1609000,"Powiat opolski",2010,30789
"949",1610000,"Powiat prudnicki",2010,10722
"950",1611000,"Powiat strzelecki",2010,14360
"951",1661000,"Powiat m.Opole",2010,9751
"952",1801000,"Powiat bieszczadzki",2010,3466
"953",1802000,"Powiat brzozowski",2010,16712
"954",1803000,"Powiat dębicki",2010,25851
"955",1804000,"Powiat jarosławski",2010,23756
"956",1805000,"Powiat jasielski",2010,25132
"957",1806000,"Powiat kolbuszowski",2010,15140
"958",1807000,"Powiat krośnieński",2010,27943
"959",1808000,"Powiat leżajski",2010,15015
"960",1809000,"Powiat lubaczowski",2010,12401
"961",1810000,"Powiat łańcucki",2010,19980
"962",1811000,"Powiat mielecki",2010,23692
"963",1812000,"Powiat niżański",2010,16858
"964",1813000,"Powiat przemyski",2010,17543
"965",1814000,"Powiat przeworski",2010,19491
"966",1815000,"Powiat ropczycko-sędziszowski",2010,16344
"967",1816000,"Powiat rzeszowski",2010,43307
"968",1817000,"Powiat sanocki",2010,17030
"969",1818000,"Powiat stalowowolski",2010,16109
"970",1819000,"Powiat strzyżowski",2010,15549
"971",1820000,"Powiat tarnobrzeski",2010,10711
"972",1821000,"Powiat leski",2010,5433
"973",1861000,"Powiat m.Krosno",2010,5982
"974",1862000,"Powiat m.Przemyśl",2010,5064
"975",1863000,"Powiat m.Rzeszów",2010,16625
"976",1864000,"Powiat m.Tarnobrzeg",2010,4040
"977",2001000,"Powiat augustowski",2010,12172
"978",2002000,"Powiat białostocki",2010,37039
"979",2003000,"Powiat bielski",2010,17042
"980",2004000,"Powiat grajewski",2010,8805
"981",2005000,"Powiat hajnowski",2010,16031
"982",2006000,"Powiat kolneński",2010,7859
"983",2007000,"Powiat łomżyński",2010,13929
"984",2008000,"Powiat moniecki",2010,10611
"985",2009000,"Powiat sejneński",2010,5313
"986",2010000,"Powiat siemiatycki",2010,14454
"987",2011000,"Powiat sokólski",2010,19388
"988",2012000,"Powiat suwalski",2010,9185
"989",2013000,"Powiat wysokomazowiecki",2010,14818
"990",2014000,"Powiat zambrowski",2010,7025
"991",2061000,"Powiat m.Białystok",2010,20492
"992",2062000,"Powiat m.Łomża",2010,4725
"993",2063000,"Powiat m.Suwałki",2010,4920
"994",2201000,"Powiat bytowski",2010,11289
"995",2202000,"Powiat chojnicki",2010,14256
"996",2203000,"Powiat człuchowski",2010,7415
"997",2204000,"Powiat gdański",2010,15671
"998",2205000,"Powiat kartuski",2010,22212
"999",2206000,"Powiat kościerski",2010,12162
"1000",2207000,"Powiat kwidzyński",2010,9658
"1001",2208000,"Powiat lęborski",2010,7441
"1002",2209000,"Powiat malborski",2010,6723
"1003",2210000,"Powiat nowodworski",2010,6381
