"","Kod","Nazwa","rok","Budynki_mieszkalne_w_gminie_ogolem"
"3133",1002000,"Powiat kutnowski",2016,17126
"3134",1003000,"Powiat łaski",2016,13361
"3135",1004000,"Powiat łęczycki",2016,10898
"3136",1005000,"Powiat łowicki",2016,19421
"3137",1006000,"Powiat łódzki wschodni",2016,19621
"3138",1007000,"Powiat opoczyński",2016,20248
"3139",1008000,"Powiat pabianicki",2016,20897
"3140",1009000,"Powiat pajęczański",2016,14552
"3141",1010000,"Powiat piotrkowski",2016,27604
"3142",1011000,"Powiat poddębicki",2016,12459
"3143",1012000,"Powiat radomszczański",2016,30186
"3144",1013000,"Powiat rawski",2016,11249
"3145",1014000,"Powiat sieradzki",2016,25052
"3146",1015000,"Powiat skierniewicki",2016,11830
"3147",1016000,"Powiat tomaszowski",2016,24509
"3148",1017000,"Powiat wieluński",2016,18254
"3149",1018000,"Powiat wieruszowski",2016,11114
"3150",1019000,"Powiat zduńskowolski",2016,12411
"3151",1020000,"Powiat zgierski",2016,33673
"3152",1021000,"Powiat brzeziński",2016,8009
"3153",1061000,"Powiat m.Łódź",2016,44944
"3154",1062000,"Powiat m.Piotrków Trybunalski",2016,7435
"3155",1063000,"Powiat m.Skierniewice",2016,6407
"3156",1201000,"Powiat bocheński",2016,25744
"3157",1202000,"Powiat brzeski",2016,23968
"3158",1203000,"Powiat chrzanowski",2016,24312
"3159",1204000,"Powiat dąbrowski",2016,14981
"3160",1205000,"Powiat gorlicki",2016,24201
"3161",1206000,"Powiat krakowski",2016,73984
"3162",1207000,"Powiat limanowski",2016,30631
"3163",1208000,"Powiat miechowski",2016,14147
"3164",1209000,"Powiat myślenicki",2016,30146
"3165",1210000,"Powiat nowosądecki",2016,46666
"3166",1211000,"Powiat nowotarski",2016,43813
"3167",1212000,"Powiat olkuski",2016,22929
"3168",1213000,"Powiat oświęcimski",2016,27434
"3169",1214000,"Powiat proszowicki",2016,11392
"3170",1215000,"Powiat suski",2016,21801
"3171",1216000,"Powiat tarnowski",2016,51806
"3172",1217000,"Powiat tatrzański",2016,16920
"3173",1218000,"Powiat wadowicki",2016,34923
"3174",1219000,"Powiat wielicki",2016,32939
"3175",1261000,"Powiat m.Kraków",2016,48442
"3176",1262000,"Powiat m.Nowy Sącz",2016,11719
"3177",1263000,"Powiat m.Tarnów",2016,11163
"3178",1401000,"Powiat białobrzeski",2016,10188
"3179",1402000,"Powiat ciechanowski",2016,17473
"3180",1403000,"Powiat garwoliński",2016,28678
"3181",1404000,"Powiat gostyniński",2016,10099
"3182",1405000,"Powiat grodziski",2016,23410
"3183",1406000,"Powiat grójecki",2016,25162
"3184",1407000,"Powiat kozienicki",2016,15796
"3185",1408000,"Powiat legionowski",2016,23318
"3186",1409000,"Powiat lipski",2016,11876
"3187",1410000,"Powiat łosicki",2016,9462
"3188",1411000,"Powiat makowski",2016,12043
"3189",1412000,"Powiat miński",2016,38881
"3190",1413000,"Powiat mławski",2016,15973
"3191",1414000,"Powiat nowodworski",2016,16886
"3192",1415000,"Powiat ostrołęcki",2016,23595
"3193",1416000,"Powiat ostrowski",2016,18702
"3194",1417000,"Powiat otwocki",2016,29405
"3195",1418000,"Powiat piaseczyński",2016,43533
"3196",1419000,"Powiat płocki",2016,30697
"3197",1420000,"Powiat płoński",2016,21396
"3198",1421000,"Powiat pruszkowski",2016,32397
"3199",1422000,"Powiat przasnyski",2016,11391
"3200",1423000,"Powiat przysuski",2016,13020
"3201",1424000,"Powiat pułtuski",2016,12981
"3202",1425000,"Powiat radomski",2016,37833
"3203",1426000,"Powiat siedlecki",2016,24972
"3204",1427000,"Powiat sierpecki",2016,11443
"3205",1428000,"Powiat sochaczewski",2016,19167
"3206",1429000,"Powiat sokołowski",2016,15870
"3207",1430000,"Powiat szydłowiecki",2016,10756
"3208",1432000,"Powiat warszawski zachodni",2016,31169
"3209",1433000,"Powiat węgrowski",2016,20109
"3210",1434000,"Powiat wołomiński",2016,52161
"3211",1435000,"Powiat wyszkowski",2016,16907
"3212",1436000,"Powiat zwoleński",2016,10774
"3213",1437000,"Powiat żuromiński",2016,9056
"3214",1438000,"Powiat żyrardowski",2016,14901
"3215",1461000,"Powiat m.Ostrołęka",2016,5240
"3216",1462000,"Powiat m.Płock",2016,9660
"3217",1463000,"Powiat m.Radom",2016,21254
"3218",1464000,"Powiat m.Siedlce",2016,7720
"3219",1465000,"Powiat m. st. Warszawa",2016,92616
"3220",1601000,"Powiat brzeski",2016,12725
"3221",1602000,"Powiat głubczycki",2016,9193
"3222",1603000,"Powiat kędzierzyńsko-kozielski",2016,15326
"3223",1604000,"Powiat kluczborski",2016,10731
"3224",1605000,"Powiat krapkowicki",2016,12096
"3225",1606000,"Powiat namysłowski",2016,8273
"3226",1607000,"Powiat nyski",2016,21924
"3227",1608000,"Powiat oleski",2016,14320
"3228",1609000,"Powiat opolski",2016,32597
"3229",1610000,"Powiat prudnicki",2016,10821
"3230",1611000,"Powiat strzelecki",2016,14713
"3231",1661000,"Powiat m.Opole",2016,10190
"3232",1801000,"Powiat bieszczadzki",2016,3745
"3233",1802000,"Powiat brzozowski",2016,17100
"3234",1803000,"Powiat dębicki",2016,26854
"3235",1804000,"Powiat jarosławski",2016,24661
"3236",1805000,"Powiat jasielski",2016,25721
"3237",1806000,"Powiat kolbuszowski",2016,15541
"3238",1807000,"Powiat krośnieński",2016,29142
"3239",1808000,"Powiat leżajski",2016,15561
"3240",1809000,"Powiat lubaczowski",2016,13040
"3241",1810000,"Powiat łańcucki",2016,20949
"3242",1811000,"Powiat mielecki",2016,25717
"3243",1812000,"Powiat niżański",2016,17072
"3244",1813000,"Powiat przemyski",2016,18664
"3245",1814000,"Powiat przeworski",2016,20138
"3246",1815000,"Powiat ropczycko-sędziszowski",2016,17358
"3247",1816000,"Powiat rzeszowski",2016,46165
"3248",1817000,"Powiat sanocki",2016,18066
"3249",1818000,"Powiat stalowowolski",2016,16930
"3250",1819000,"Powiat strzyżowski",2016,15958
"3251",1820000,"Powiat tarnobrzeski",2016,11222
"3252",1821000,"Powiat leski",2016,5925
"3253",1861000,"Powiat m.Krosno",2016,6400
"3254",1862000,"Powiat m.Przemyśl",2016,5250
"3255",1863000,"Powiat m.Rzeszów",2016,19457
"3256",1864000,"Powiat m.Tarnobrzeg",2016,4464
"3257",2001000,"Powiat augustowski",2016,12658
"3258",2002000,"Powiat białostocki",2016,40616
"3259",2003000,"Powiat bielski",2016,17430
"3260",2004000,"Powiat grajewski",2016,8892
"3261",2005000,"Powiat hajnowski",2016,16135
"3262",2006000,"Powiat kolneński",2016,7973
"3263",2007000,"Powiat łomżyński",2016,14277
"3264",2008000,"Powiat moniecki",2016,10530
"3265",2009000,"Powiat sejneński",2016,5572
"3266",2010000,"Powiat siemiatycki",2016,14408
"3267",2011000,"Powiat sokólski",2016,19803
"3268",2012000,"Powiat suwalski",2016,9739
"3269",2013000,"Powiat wysokomazowiecki",2016,14916
"3270",2014000,"Powiat zambrowski",2016,7296
"3271",2061000,"Powiat m.Białystok",2016,22135
"3272",2062000,"Powiat m.Łomża",2016,5057
"3273",2063000,"Powiat m.Suwałki",2016,5146
"3274",2201000,"Powiat bytowski",2016,12352
"3275",2202000,"Powiat chojnicki",2016,16436
"3276",2203000,"Powiat człuchowski",2016,8134
"3277",2204000,"Powiat gdański",2016,19314
"3278",2205000,"Powiat kartuski",2016,28047
"3279",2206000,"Powiat kościerski",2016,13706
"3280",2207000,"Powiat kwidzyński",2016,10551
"3281",2208000,"Powiat lęborski",2016,8524
"3282",2209000,"Powiat malborski",2016,7289
"3283",2210000,"Powiat nowodworski",2016,7027
"3284",2211000,"Powiat pucki",2016,18185
"3285",2212000,"Powiat słupski",2016,16510
"3286",2213000,"Powiat starogardzki",2016,23277
"3287",2214000,"Powiat tczewski",2016,12495
"3288",2215000,"Powiat wejherowski",2016,33449
"3289",2216000,"Powiat sztumski",2016,6010
"3290",2261000,"Powiat m.Gdańsk",2016,29038
"3291",2262000,"Powiat m.Gdynia",2016,17808
"3292",2263000,"Powiat m.Słupsk",2016,5442
"3293",2264000,"Powiat m.Sopot",2016,2778
"3294",2401000,"Powiat będziński",2016,26238
"3295",2402000,"Powiat bielski",2016,38190
"3296",2403000,"Powiat cieszyński",2016,39637
"3297",2404000,"Powiat częstochowski",2016,41513
"3298",2405000,"Powiat gliwicki",2016,18364
"3299",2406000,"Powiat kłobucki",2016,24002
"3300",2407000,"Powiat lubliniecki",2016,17539
"3301",2408000,"Powiat mikołowski",2016,17410
"3302",2409000,"Powiat myszkowski",2016,20139
"3303",2410000,"Powiat pszczyński",2016,21152
"3304",2411000,"Powiat raciborski",2016,18325
"3305",2412000,"Powiat rybnicki",2016,15335
"3306",2413000,"Powiat tarnogórski",2016,25893
"3307",2414000,"Powiat bieruńsko-lędziński",2016,11450
"3308",2415000,"Powiat wodzisławski",2016,29141
"3309",2416000,"Powiat zawierciański",2016,28543
"3310",2417000,"Powiat żywiecki",2016,42186
"3311",2461000,"Powiat m.Bielsko-Biała",2016,21161
"3312",2462000,"Powiat m.Bytom",2016,8689
"3313",2463000,"Powiat m.Chorzów",2016,4608
"3314",2464000,"Powiat m.Częstochowa",2016,24615
"3315",2465000,"Powiat m.Dąbrowa Górnicza",2016,12938
"3316",2466000,"Powiat m.Gliwice",2016,14283
"3317",2467000,"Powiat m.Jastrzębie-Zdrój",2016,7111
"3318",2468000,"Powiat m.Jaworzno",2016,12664
"3319",2469000,"Powiat m.Katowice",2016,19194
"3320",2470000,"Powiat m.Mysłowice",2016,7964
"3321",2471000,"Powiat m.Piekary Śląskie",2016,5719
"3322",2472000,"Powiat m.Ruda Śląska",2016,8296
"3323",2473000,"Powiat m.Rybnik",2016,19760
"3324",2474000,"Powiat m.Siemianowice Śląskie",2016,3094
"3325",2475000,"Powiat m.Sosnowiec",2016,12337
"3326",2476000,"Powiat m.Świętochłowice",2016,2154
"3327",2477000,"Powiat m.Tychy",2016,8288
"3328",2478000,"Powiat m.Zabrze",2016,10224
"3329",2479000,"Powiat m.Żory",2016,5920
"3330",2601000,"Powiat buski",2016,20277
"3331",2602000,"Powiat jędrzejowski",2016,23158
"3332",2603000,"Powiat kazimierski",2016,9576
"3333",2604000,"Powiat kielecki",2016,54670
"3334",2605000,"Powiat konecki",2016,22570
"3335",2606000,"Powiat opatowski",2016,15340
"3336",2607000,"Powiat ostrowiecki",2016,21054
"3337",2608000,"Powiat pińczowski",2016,10922
"3338",2609000,"Powiat sandomierski",2016,18894
"3339",2610000,"Powiat skarżyski",2016,13822
"3340",2611000,"Powiat starachowicki",2016,17877
"3341",2612000,"Powiat staszowski",2016,18363
"3342",2613000,"Powiat włoszczowski",2016,13660
"3343",2661000,"Powiat m.Kielce",2016,15729
"3344",2801000,"Powiat bartoszycki",2016,7618
"3345",2802000,"Powiat braniewski",2016,5556
"3346",2803000,"Powiat działdowski",2016,12008
"3347",2804000,"Powiat elbląski",2016,10115
"3348",2805000,"Powiat ełcki",2016,8478
"3349",2806000,"Powiat giżycki",2016,7360
"3350",2807000,"Powiat iławski",2016,13675
"3351",2808000,"Powiat kętrzyński",2016,6969
"3352",2809000,"Powiat lidzbarski",2016,5723
"3353",2810000,"Powiat mrągowski",2016,7744
"3354",2811000,"Powiat nidzicki",2016,5515
"3355",2812000,"Powiat nowomiejski",2016,9294
"3356",2813000,"Powiat olecki",2016,4919
"3357",2814000,"Powiat olsztyński",2016,23097
"3358",2815000,"Powiat ostródzki",2016,14606
"3359",2816000,"Powiat piski",2016,8010
"3360",2817000,"Powiat szczycieński",2016,13113
"3361",2818000,"Powiat gołdapski",2016,3720
"3362",2819000,"Powiat węgorzewski",2016,3988
"3363",2861000,"Powiat m.Elbląg",2016,6744
"3364",2862000,"Powiat m.Olsztyn",2016,9917
"3365",3001000,"Powiat chodzieski",2016,7927
"3366",3002000,"Powiat czarnkowsko-trzcianecki",2016,15902
"3367",3003000,"Powiat gnieźnieński",2016,20778
"3368",3004000,"Powiat gostyński",2016,13540
"3369",3005000,"Powiat grodziski",2016,9884
"3370",3006000,"Powiat jarociński",2016,13081
"3371",3007000,"Powiat kaliski",2016,20532
"3372",3008000,"Powiat kępiński",2016,11793
"3373",3009000,"Powiat kolski",2016,19263
"3374",3010000,"Powiat koniński",2016,32886
"3375",3011000,"Powiat kościański",2016,14363
"3376",3012000,"Powiat krotoszyński",2016,14443
"3377",3013000,"Powiat leszczyński",2016,12351
"3378",3014000,"Powiat międzychodzki",2016,6679
"3379",3015000,"Powiat nowotomyski",2016,14613
"3380",3016000,"Powiat obornicki",2016,9286
"3381",3017000,"Powiat ostrowski",2016,31125
"3382",3018000,"Powiat ostrzeszowski",2016,13406
"3383",3019000,"Powiat pilski",2016,17329
"3384",3020000,"Powiat pleszewski",2016,12461
"3385",3021000,"Powiat poznański",2016,80496
"3386",3022000,"Powiat rawicki",2016,10910
"3387",3023000,"Powiat słupecki",2016,13174
"3388",3024000,"Powiat szamotulski",2016,17385
"3389",3025000,"Powiat średzki",2016,9778
"3390",3026000,"Powiat śremski",2016,8348
"3391",3027000,"Powiat turecki",2016,17771
"3392",3028000,"Powiat wągrowiecki",2016,12001
"3393",3029000,"Powiat wolsztyński",2016,11264
"3394",3030000,"Powiat wrzesiński",2016,14121
"3395",3031000,"Powiat złotowski",2016,11091
"3396",3061000,"Powiat m.Kalisz",2016,9636
"3397",3062000,"Powiat m.Konin",2016,7139
"3398",3063000,"Powiat m.Leszno",2016,7697
"3399",3064000,"Powiat m.Poznań",2016,42279
"3400",3201000,"Powiat białogardzki",2016,5832
"3401",3202000,"Powiat choszczeński",2016,7613
"3402",3203000,"Powiat drawski",2016,8351
"3403",3204000,"Powiat goleniowski",2016,12231
"3404",3205000,"Powiat gryficki",2016,8985
"3405",3206000,"Powiat gryfiński",2016,11726
"3406",3207000,"Powiat kamieński",2016,8729
"3407",3208000,"Powiat kołobrzeski",2016,9535
"3408",3209000,"Powiat koszaliński",2016,12397
"3409",3210000,"Powiat myśliborski",2016,9174
"3410",3211000,"Powiat policki",2016,10904
"3411",3212000,"Powiat pyrzycki",2016,6097
"3412",3213000,"Powiat sławieński",2016,9699
"3413",3214000,"Powiat stargardzki",2016,13270
"3414",3215000,"Powiat szczecinecki",2016,8996
"3415",3216000,"Powiat świdwiński",2016,6129
"3416",3217000,"Powiat wałecki",2016,6916
"3417",3218000,"Powiat łobeski",2016,5452
"3418",3261000,"Powiat m.Koszalin",2016,8342
"3419",3262000,"Powiat m.Szczecin",2016,26751
"3420",3263000,"Powiat m.Świnoujście",2016,2900
"3421",201000,"Powiat bolesławiecki",2017,14679
"3422",202000,"Powiat dzierżoniowski",2017,11807
"3423",203000,"Powiat głogowski",2017,8671
"3424",204000,"Powiat górowski",2017,6877
"3425",205000,"Powiat jaworski",2017,7447
"3426",206000,"Powiat jeleniogórski",2017,11817
"3427",207000,"Powiat kamiennogórski",2017,5672
"3428",208000,"Powiat kłodzki",2017,24712
"3429",209000,"Powiat legnicki",2017,10557
"3430",210000,"Powiat lubański",2017,8927
"3431",211000,"Powiat lubiński",2017,11156
"3432",212000,"Powiat lwówecki",2017,9178
"3433",213000,"Powiat milicki",2017,6924
"3434",214000,"Powiat oleśnicki",2017,17168
"3435",215000,"Powiat oławski",2017,10686
"3436",216000,"Powiat polkowicki",2017,9329
"3437",217000,"Powiat strzeliński",2017,8206
"3438",218000,"Powiat średzki",2017,11345
"3439",219000,"Powiat świdnicki",2017,17020
"3440",220000,"Powiat trzebnicki",2017,17004
"3441",221000,"Powiat wałbrzyski",2017,7448
"3442",222000,"Powiat wołowski",2017,8011
"3443",223000,"Powiat wrocławski",2017,35249
"3444",224000,"Powiat ząbkowicki",2017,11735
"3445",225000,"Powiat zgorzelecki",2017,13524
"3446",226000,"Powiat złotoryjski",2017,6935
"3447",261000,"Powiat m.Jelenia Góra",2017,7673
"3448",262000,"Powiat m.Legnica",2017,6876
"3449",264000,"Powiat m.Wrocław",2017,40865
"3450",265000,"Powiat m.Wałbrzych od 2013",2017,7605
"3451",401000,"Powiat aleksandrowski",2017,12597
"3452",402000,"Powiat brodnicki",2017,15370
"3453",403000,"Powiat bydgoski",2017,26268
"3454",404000,"Powiat chełmiński",2017,8090
"3455",405000,"Powiat golubsko-dobrzyński",2017,8816
"3456",406000,"Powiat grudziądzki",2017,8142
"3457",407000,"Powiat inowrocławski",2017,18829
"3458",408000,"Powiat lipnowski",2017,14762
"3459",409000,"Powiat mogileński",2017,8630
"3460",410000,"Powiat nakielski",2017,13461
"3461",411000,"Powiat radziejowski",2017,9778
"3462",412000,"Powiat rypiński",2017,8461
"3463",413000,"Powiat sępoleński",2017,7139
"3464",414000,"Powiat świecki",2017,17326
"3465",415000,"Powiat toruński",2017,22299
"3466",416000,"Powiat tucholski",2017,10328
"3467",417000,"Powiat wąbrzeski",2017,6109
"3468",418000,"Powiat włocławski",2017,21678
"3469",419000,"Powiat żniński",2017,11564
"3470",461000,"Powiat m.Bydgoszcz",2017,23224
"3471",462000,"Powiat m.Grudziądz",2017,5901
"3472",463000,"Powiat m.Toruń",2017,14000
"3473",464000,"Powiat m.Włocławek",2017,8405
"3474",601000,"Powiat bialski",2017,33021
"3475",602000,"Powiat biłgorajski",2017,25811
"3476",603000,"Powiat chełmski",2017,25334
"3477",604000,"Powiat hrubieszowski",2017,16358
"3478",605000,"Powiat janowski",2017,11699
"3479",606000,"Powiat krasnostawski",2017,19642
"3480",607000,"Powiat kraśnicki",2017,21552
"3481",608000,"Powiat lubartowski",2017,24116
"3482",609000,"Powiat lubelski",2017,45240
"3483",610000,"Powiat łęczyński",2017,11948
"3484",611000,"Powiat łukowski",2017,26086
"3485",612000,"Powiat opolski",2017,15392
"3486",613000,"Powiat parczewski",2017,9880
"3487",614000,"Powiat puławski",2017,24088
"3488",615000,"Powiat radzyński",2017,15987
"3489",616000,"Powiat rycki",2017,14490
"3490",617000,"Powiat świdnicki",2017,13138
"3491",618000,"Powiat tomaszowski",2017,22709
"3492",619000,"Powiat włodawski",2017,9805
"3493",620000,"Powiat zamojski",2017,34274
"3494",661000,"Powiat m.Biała Podlaska",2017,8403
"3495",662000,"Powiat m.Chełm",2017,6823
"3496",663000,"Powiat m.Lublin",2017,22748
"3497",664000,"Powiat m.Zamość",2017,6318
"3498",801000,"Powiat gorzowski",2017,14304
"3499",802000,"Powiat krośnieński",2017,10361
"3500",803000,"Powiat międzyrzecki",2017,9091
"3501",804000,"Powiat nowosolski",2017,12942
"3502",805000,"Powiat słubicki",2017,7326
"3503",806000,"Powiat strzelecko-drezdenecki",2017,8623
"3504",807000,"Powiat sulęciński",2017,6720
"3505",808000,"Powiat świebodziński",2017,8662
"3506",809000,"Powiat zielonogórski",2017,14597
"3507",810000,"Powiat żagański",2017,11686
"3508",811000,"Powiat żarski",2017,15545
"3509",812000,"Powiat wschowski",2017,7243
"3510",861000,"Powiat m.Gorzów Wielkopolski",2017,7662
"3511",862000,"Powiat m.Zielona Góra",2017,14065
"3512",1001000,"Powiat bełchatowski",2017,22671
"3513",1002000,"Powiat kutnowski",2017,17219
"3514",1003000,"Powiat łaski",2017,13454
"3515",1004000,"Powiat łęczycki",2017,10912
"3516",1005000,"Powiat łowicki",2017,19489
"3517",1006000,"Powiat łódzki wschodni",2017,19843
"3518",1007000,"Powiat opoczyński",2017,20406
"3519",1008000,"Powiat pabianicki",2017,21167
"3520",1009000,"Powiat pajęczański",2017,14640
"3521",1010000,"Powiat piotrkowski",2017,27850
"3522",1011000,"Powiat poddębicki",2017,12542
"3523",1012000,"Powiat radomszczański",2017,30343
"3524",1013000,"Powiat rawski",2017,11320
"3525",1014000,"Powiat sieradzki",2017,25169
"3526",1015000,"Powiat skierniewicki",2017,11866
"3527",1016000,"Powiat tomaszowski",2017,24665
"3528",1017000,"Powiat wieluński",2017,18341
"3529",1018000,"Powiat wieruszowski",2017,11239
"3530",1019000,"Powiat zduńskowolski",2017,12556
"3531",1020000,"Powiat zgierski",2017,34253
"3532",1021000,"Powiat brzeziński",2017,8066
"3533",1061000,"Powiat m.Łódź",2017,45420
"3534",1062000,"Powiat m.Piotrków Trybunalski",2017,7488
"3535",1063000,"Powiat m.Skierniewice",2017,6486
"3536",1201000,"Powiat bocheński",2017,26131
"3537",1202000,"Powiat brzeski",2017,24344
"3538",1203000,"Powiat chrzanowski",2017,24484
"3539",1204000,"Powiat dąbrowski",2017,15104
"3540",1205000,"Powiat gorlicki",2017,24514
"3541",1206000,"Powiat krakowski",2017,75135
"3542",1207000,"Powiat limanowski",2017,31051
"3543",1208000,"Powiat miechowski",2017,14209
"3544",1209000,"Powiat myślenicki",2017,30572
"3545",1210000,"Powiat nowosądecki",2017,46853
"3546",1211000,"Powiat nowotarski",2017,44311
"3547",1212000,"Powiat olkuski",2017,23070
"3548",1213000,"Powiat oświęcimski",2017,27717
"3549",1214000,"Powiat proszowicki",2017,11482
"3550",1215000,"Powiat suski",2017,22114
"3551",1216000,"Powiat tarnowski",2017,52374
"3552",1217000,"Powiat tatrzański",2017,16994
"3553",1218000,"Powiat wadowicki",2017,35441
"3554",1219000,"Powiat wielicki",2017,33499
"3555",1261000,"Powiat m.Kraków",2017,49150
"3556",1262000,"Powiat m.Nowy Sącz",2017,11835
"3557",1263000,"Powiat m.Tarnów",2017,11263
"3558",1401000,"Powiat białobrzeski",2017,10210
"3559",1402000,"Powiat ciechanowski",2017,17579
"3560",1403000,"Powiat garwoliński",2017,28959
"3561",1404000,"Powiat gostyniński",2017,10144
"3562",1405000,"Powiat grodziski",2017,23820
"3563",1406000,"Powiat grójecki",2017,25356
"3564",1407000,"Powiat kozienicki",2017,15946
"3565",1408000,"Powiat legionowski",2017,23933
"3566",1409000,"Powiat lipski",2017,11917
"3567",1410000,"Powiat łosicki",2017,9509
"3568",1411000,"Powiat makowski",2017,12109
"3569",1412000,"Powiat miński",2017,39223
"3570",1413000,"Powiat mławski",2017,16042
"3571",1414000,"Powiat nowodworski",2017,17052
"3572",1415000,"Powiat ostrołęcki",2017,23805
"3573",1416000,"Powiat ostrowski",2017,18797
"3574",1417000,"Powiat otwocki",2017,29637
"3575",1418000,"Powiat piaseczyński",2017,44168
"3576",1419000,"Powiat płocki",2017,31080
"3577",1420000,"Powiat płoński",2017,21551
"3578",1421000,"Powiat pruszkowski",2017,32770
"3579",1422000,"Powiat przasnyski",2017,11453
"3580",1423000,"Powiat przysuski",2017,13065
"3581",1424000,"Powiat pułtuski",2017,13092
"3582",1425000,"Powiat radomski",2017,38261
"3583",1426000,"Powiat siedlecki",2017,25160
"3584",1427000,"Powiat sierpecki",2017,11532
"3585",1428000,"Powiat sochaczewski",2017,19345
"3586",1429000,"Powiat sokołowski",2017,15922
"3587",1430000,"Powiat szydłowiecki",2017,10893
"3588",1432000,"Powiat warszawski zachodni",2017,31843
"3589",1433000,"Powiat węgrowski",2017,20199
"3590",1434000,"Powiat wołomiński",2017,52852
"3591",1435000,"Powiat wyszkowski",2017,17144
"3592",1436000,"Powiat zwoleński",2017,10859
"3593",1437000,"Powiat żuromiński",2017,9092
"3594",1438000,"Powiat żyrardowski",2017,15106
"3595",1461000,"Powiat m.Ostrołęka",2017,5277
"3596",1462000,"Powiat m.Płock",2017,9727
"3597",1463000,"Powiat m.Radom",2017,21438
"3598",1464000,"Powiat m.Siedlce",2017,7765
"3599",1465000,"Powiat m. st. Warszawa",2017,93363
"3600",1601000,"Powiat brzeski",2017,12853
"3601",1602000,"Powiat głubczycki",2017,9209
"3602",1603000,"Powiat kędzierzyńsko-kozielski",2017,15381
"3603",1604000,"Powiat kluczborski",2017,10787
"3604",1605000,"Powiat krapkowicki",2017,12137
"3605",1606000,"Powiat namysłowski",2017,8371
"3606",1607000,"Powiat nyski",2017,22087
"3607",1608000,"Powiat oleski",2017,14383
"3608",1609000,"Powiat opolski",2017,29908
"3609",1610000,"Powiat prudnicki",2017,10832
"3610",1611000,"Powiat strzelecki",2017,14776
"3611",1661000,"Powiat m.Opole",2017,13278
"3612",1801000,"Powiat bieszczadzki",2017,3770
"3613",1802000,"Powiat brzozowski",2017,17219
"3614",1803000,"Powiat dębicki",2017,27168
"3615",1804000,"Powiat jarosławski",2017,24871
"3616",1805000,"Powiat jasielski",2017,25869
"3617",1806000,"Powiat kolbuszowski",2017,15745
"3618",1807000,"Powiat krośnieński",2017,29421
"3619",1808000,"Powiat leżajski",2017,15646
"3620",1809000,"Powiat lubaczowski",2017,13158
"3621",1810000,"Powiat łańcucki",2017,21125
"3622",1811000,"Powiat mielecki",2017,25997
"3623",1812000,"Powiat niżański",2017,17168
"3624",1813000,"Powiat przemyski",2017,18802
"3625",1814000,"Powiat przeworski",2017,20323
"3626",1815000,"Powiat ropczycko-sędziszowski",2017,17495
"3627",1816000,"Powiat rzeszowski",2017,46569
"3628",1817000,"Powiat sanocki",2017,18224
"3629",1818000,"Powiat stalowowolski",2017,17005
"3630",1819000,"Powiat strzyżowski",2017,16066
"3631",1820000,"Powiat tarnobrzeski",2017,11312
"3632",1821000,"Powiat leski",2017,6024
"3633",1861000,"Powiat m.Krosno",2017,6459
"3634",1862000,"Powiat m.Przemyśl",2017,5287
"3635",1863000,"Powiat m.Rzeszów",2017,20117
"3636",1864000,"Powiat m.Tarnobrzeg",2017,4525
"3637",2001000,"Powiat augustowski",2017,12774
"3638",2002000,"Powiat białostocki",2017,41406
"3639",2003000,"Powiat bielski",2017,17509
"3640",2004000,"Powiat grajewski",2017,8931
"3641",2005000,"Powiat hajnowski",2017,16224
"3642",2006000,"Powiat kolneński",2017,8032
"3643",2007000,"Powiat łomżyński",2017,14390
"3644",2008000,"Powiat moniecki",2017,10585
"3645",2009000,"Powiat sejneński",2017,5605
"3646",2010000,"Powiat siemiatycki",2017,14460
"3647",2011000,"Powiat sokólski",2017,19882
"3648",2012000,"Powiat suwalski",2017,9821
"3649",2013000,"Powiat wysokomazowiecki",2017,14999
"3650",2014000,"Powiat zambrowski",2017,7355
"3651",2061000,"Powiat m.Białystok",2017,22517
"3652",2062000,"Powiat m.Łomża",2017,5095
"3653",2063000,"Powiat m.Suwałki",2017,5193
"3654",2201000,"Powiat bytowski",2017,12490
"3655",2202000,"Powiat chojnicki",2017,16683
"3656",2203000,"Powiat człuchowski",2017,8223
"3657",2204000,"Powiat gdański",2017,19908
"3658",2205000,"Powiat kartuski",2017,28752
"3659",2206000,"Powiat kościerski",2017,13881
"3660",2207000,"Powiat kwidzyński",2017,10636
"3661",2208000,"Powiat lęborski",2017,8634
"3662",2209000,"Powiat malborski",2017,7357
"3663",2210000,"Powiat nowodworski",2017,7105
"3664",2211000,"Powiat pucki",2017,18680
"3665",2212000,"Powiat słupski",2017,16933
"3666",2213000,"Powiat starogardzki",2017,23518
"3667",2214000,"Powiat tczewski",2017,12606
"3668",2215000,"Powiat wejherowski",2017,33914
"3669",2216000,"Powiat sztumski",2017,6047
"3670",2261000,"Powiat m.Gdańsk",2017,29419
"3671",2262000,"Powiat m.Gdynia",2017,17908
"3672",2263000,"Powiat m.Słupsk",2017,5545
"3673",2264000,"Powiat m.Sopot",2017,2787
"3674",2401000,"Powiat będziński",2017,26481
"3675",2402000,"Powiat bielski",2017,38632
"3676",2403000,"Powiat cieszyński",2017,40074
"3677",2404000,"Powiat częstochowski",2017,41761
"3678",2405000,"Powiat gliwicki",2017,18639
"3679",2406000,"Powiat kłobucki",2017,24138
"3680",2407000,"Powiat lubliniecki",2017,17740
"3681",2408000,"Powiat mikołowski",2017,17824
"3682",2409000,"Powiat myszkowski",2017,20293
"3683",2410000,"Powiat pszczyński",2017,21478
"3684",2411000,"Powiat raciborski",2017,18388
"3685",2412000,"Powiat rybnicki",2017,15458
"3686",2413000,"Powiat tarnogórski",2017,26370
