"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_niepelnosprawnosc"
"11193",1437000,"Powiat żuromiński",2018,219
"11194",1438000,"Powiat żyrardowski",2018,630
"11195",1461000,"Powiat m.Ostrołęka",2018,695
"11196",1462000,"Powiat m.Płock",2018,957
"11197",1463000,"Powiat m.Radom",2018,2387
"11198",1464000,"Powiat m.Siedlce",2018,741
"11199",1465000,"Powiat m. st. Warszawa",2018,12343
"11200",1601000,"Powiat brzeski",2018,967
"11201",1602000,"Powiat głubczycki",2018,438
"11202",1603000,"Powiat kędzierzyńsko-kozielski",2018,807
"11203",1604000,"Powiat kluczborski",2018,569
"11204",1605000,"Powiat krapkowicki",2018,538
"11205",1606000,"Powiat namysłowski",2018,386
"11206",1607000,"Powiat nyski",2018,1352
"11207",1608000,"Powiat oleski",2018,508
"11208",1609000,"Powiat opolski",2018,603
"11209",1610000,"Powiat prudnicki",2018,344
"11210",1611000,"Powiat strzelecki",2018,631
"11211",1661000,"Powiat m.Opole",2018,804
"11212",1801000,"Powiat bieszczadzki",2018,257
"11213",1802000,"Powiat brzozowski",2018,620
"11214",1803000,"Powiat dębicki",2018,1351
"11215",1804000,"Powiat jarosławski",2018,1091
"11216",1805000,"Powiat jasielski",2018,1494
"11217",1806000,"Powiat kolbuszowski",2018,822
"11218",1807000,"Powiat krośnieński",2018,1027
"11219",1808000,"Powiat leżajski",2018,608
"11220",1809000,"Powiat lubaczowski",2018,537
"11221",1810000,"Powiat łańcucki",2018,694
"11222",1811000,"Powiat mielecki",2018,1022
"11223",1812000,"Powiat niżański",2018,757
"11224",1813000,"Powiat przemyski",2018,949
"11225",1814000,"Powiat przeworski",2018,664
"11226",1815000,"Powiat ropczycko-sędziszowski",2018,671
"11227",1816000,"Powiat rzeszowski",2018,1387
"11228",1817000,"Powiat sanocki",2018,900
"11229",1818000,"Powiat stalowowolski",2018,1187
"11230",1819000,"Powiat strzyżowski",2018,687
"11231",1820000,"Powiat tarnobrzeski",2018,642
"11232",1821000,"Powiat leski",2018,294
"11233",1861000,"Powiat m.Krosno",2018,483
"11234",1862000,"Powiat m.Przemyśl",2018,668
"11235",1863000,"Powiat m.Rzeszów",2018,1388
"11236",1864000,"Powiat m.Tarnobrzeg",2018,463
"11237",2001000,"Powiat augustowski",2018,382
"11238",2002000,"Powiat białostocki",2018,1448
"11239",2003000,"Powiat bielski",2018,825
"11240",2004000,"Powiat grajewski",2018,446
"11241",2005000,"Powiat hajnowski",2018,632
"11242",2006000,"Powiat kolneński",2018,236
"11243",2007000,"Powiat łomżyński",2018,347
"11244",2008000,"Powiat moniecki",2018,397
"11245",2009000,"Powiat sejneński",2018,201
"11246",2010000,"Powiat siemiatycki",2018,498
"11247",2011000,"Powiat sokólski",2018,674
"11248",2012000,"Powiat suwalski",2018,340
"11249",2013000,"Powiat wysokomazowiecki",2018,324
"11250",2014000,"Powiat zambrowski",2018,334
"11251",2061000,"Powiat m.Białystok",2018,2667
"11252",2062000,"Powiat m.Łomża",2018,445
"11253",2063000,"Powiat m.Suwałki",2018,996
"11254",2201000,"Powiat bytowski",2018,1139
"11255",2202000,"Powiat chojnicki",2018,1413
"11256",2203000,"Powiat człuchowski",2018,919
"11257",2204000,"Powiat gdański",2018,1125
"11258",2205000,"Powiat kartuski",2018,1366
"11259",2206000,"Powiat kościerski",2018,1141
"11260",2207000,"Powiat kwidzyński",2018,1421
"11261",2208000,"Powiat lęborski",2018,1585
"11262",2209000,"Powiat malborski",2018,1141
"11263",2210000,"Powiat nowodworski",2018,515
"11264",2211000,"Powiat pucki",2018,888
"11265",2212000,"Powiat słupski",2018,1843
"11266",2213000,"Powiat starogardzki",2018,1595
"11267",2214000,"Powiat tczewski",2018,1626
"11268",2215000,"Powiat wejherowski",2018,2906
"11269",2216000,"Powiat sztumski",2018,702
"11270",2261000,"Powiat m.Gdańsk",2018,3230
"11271",2262000,"Powiat m.Gdynia",2018,2476
"11272",2263000,"Powiat m.Słupsk",2018,1772
"11273",2264000,"Powiat m.Sopot",2018,482
"11274",2401000,"Powiat będziński",2018,1112
"11275",2402000,"Powiat bielski",2018,897
"11276",2403000,"Powiat cieszyński",2018,1292
"11277",2404000,"Powiat częstochowski",2018,970
"11278",2405000,"Powiat gliwicki",2018,578
"11279",2406000,"Powiat kłobucki",2018,550
"11280",2407000,"Powiat lubliniecki",2018,541
"11281",2408000,"Powiat mikołowski",2018,442
"11282",2409000,"Powiat myszkowski",2018,631
"11283",2410000,"Powiat pszczyński",2018,462
"11284",2411000,"Powiat raciborski",2018,597
"11285",2412000,"Powiat rybnicki",2018,294
"11286",2413000,"Powiat tarnogórski",2018,900
"11287",2414000,"Powiat bieruńsko-lędziński",2018,301
"11288",2415000,"Powiat wodzisławski",2018,762
"11289",2416000,"Powiat zawierciański",2018,1112
"11290",2417000,"Powiat żywiecki",2018,971
"11291",2461000,"Powiat m.Bielsko-Biała",2018,1090
"11292",2462000,"Powiat m.Bytom",2018,1609
"11293",2463000,"Powiat m.Chorzów",2018,1203
"11294",2464000,"Powiat m.Częstochowa",2018,2733
"11295",2465000,"Powiat m.Dąbrowa Górnicza",2018,697
"11296",2466000,"Powiat m.Gliwice",2018,1245
"11297",2467000,"Powiat m.Jastrzębie-Zdrój",2018,413
"11298",2468000,"Powiat m.Jaworzno",2018,505
"11299",2469000,"Powiat m.Katowice",2018,2305
"11300",2470000,"Powiat m.Mysłowice",2018,512
"11301",2471000,"Powiat m.Piekary Śląskie",2018,328
"11302",2472000,"Powiat m.Ruda Śląska",2018,1253
"11303",2473000,"Powiat m.Rybnik",2018,988
"11304",2474000,"Powiat m.Siemianowice Śląskie",2018,800
"11305",2475000,"Powiat m.Sosnowiec",2018,1768
"11306",2476000,"Powiat m.Świętochłowice",2018,463
"11307",2477000,"Powiat m.Tychy",2018,922
"11308",2478000,"Powiat m.Zabrze",2018,1045
"11309",2479000,"Powiat m.Żory",2018,213
"11310",2601000,"Powiat buski",2018,717
"11311",2602000,"Powiat jędrzejowski",2018,854
"11312",2603000,"Powiat kazimierski",2018,234
"11313",2604000,"Powiat kielecki",2018,2457
"11314",2605000,"Powiat konecki",2018,1253
"11315",2606000,"Powiat opatowski",2018,700
"11316",2607000,"Powiat ostrowiecki",2018,1525
"11317",2608000,"Powiat pińczowski",2018,382
"11318",2609000,"Powiat sandomierski",2018,857
"11319",2610000,"Powiat skarżyski",2018,1035
"11320",2611000,"Powiat starachowicki",2018,1288
"11321",2612000,"Powiat staszowski",2018,948
"11322",2613000,"Powiat włoszczowski",2018,404
"11323",2661000,"Powiat m.Kielce",2018,3249
"11324",2801000,"Powiat bartoszycki",2018,1161
"11325",2802000,"Powiat braniewski",2018,662
"11326",2803000,"Powiat działdowski",2018,652
"11327",2804000,"Powiat elbląski",2018,1174
"11328",2805000,"Powiat ełcki",2018,1158
"11329",2806000,"Powiat giżycki",2018,719
"11330",2807000,"Powiat iławski",2018,1527
"11331",2808000,"Powiat kętrzyński",2018,1228
"11332",2809000,"Powiat lidzbarski",2018,693
"11333",2810000,"Powiat mrągowski",2018,815
"11334",2811000,"Powiat nidzicki",2018,516
"11335",2812000,"Powiat nowomiejski",2018,811
"11336",2813000,"Powiat olecki",2018,227
"11337",2814000,"Powiat olsztyński",2018,1481
"11338",2815000,"Powiat ostródzki",2018,1485
"11339",2816000,"Powiat piski",2018,545
"11340",2817000,"Powiat szczycieński",2018,1205
"11341",2818000,"Powiat gołdapski",2018,276
"11342",2819000,"Powiat węgorzewski",2018,260
"11343",2861000,"Powiat m.Elbląg",2018,1978
"11344",2862000,"Powiat m.Olsztyn",2018,2119
"11345",3001000,"Powiat chodzieski",2018,404
"11346",3002000,"Powiat czarnkowsko-trzcianecki",2018,915
"11347",3003000,"Powiat gnieźnieński",2018,1226
"11348",3004000,"Powiat gostyński",2018,582
"11349",3005000,"Powiat grodziski",2018,441
"11350",3006000,"Powiat jarociński",2018,509
"11351",3007000,"Powiat kaliski",2018,672
"11352",3008000,"Powiat kępiński",2018,561
"11353",3009000,"Powiat kolski",2018,841
"11354",3010000,"Powiat koniński",2018,1163
"11355",3011000,"Powiat kościański",2018,769
"11356",3012000,"Powiat krotoszyński",2018,574
"11357",3013000,"Powiat leszczyński",2018,486
"11358",3014000,"Powiat międzychodzki",2018,394
"11359",3015000,"Powiat nowotomyski",2018,602
"11360",3016000,"Powiat obornicki",2018,621
"11361",3017000,"Powiat ostrowski",2018,1465
"11362",3018000,"Powiat ostrzeszowski",2018,522
"11363",3019000,"Powiat pilski",2018,1461
"11364",3020000,"Powiat pleszewski",2018,930
"11365",3021000,"Powiat poznański",2018,1721
"11366",3022000,"Powiat rawicki",2018,522
"11367",3023000,"Powiat słupecki",2018,586
"11368",3024000,"Powiat szamotulski",2018,800
"11369",3025000,"Powiat średzki",2018,451
"11370",3026000,"Powiat śremski",2018,560
"11371",3027000,"Powiat turecki",2018,838
"11372",3028000,"Powiat wągrowiecki",2018,850
"11373",3029000,"Powiat wolsztyński",2018,353
"11374",3030000,"Powiat wrzesiński",2018,874
"11375",3031000,"Powiat złotowski",2018,996
"11376",3061000,"Powiat m.Kalisz",2018,1447
"11377",3062000,"Powiat m.Konin",2018,933
"11378",3063000,"Powiat m.Leszno",2018,680
"11379",3064000,"Powiat m.Poznań",2018,3785
"11380",3201000,"Powiat białogardzki",2018,392
"11381",3202000,"Powiat choszczeński",2018,697
"11382",3203000,"Powiat drawski",2018,415
"11383",3204000,"Powiat goleniowski",2018,950
"11384",3205000,"Powiat gryficki",2018,847
"11385",3206000,"Powiat gryfiński",2018,1073
"11386",3207000,"Powiat kamieński",2018,586
"11387",3208000,"Powiat kołobrzeski",2018,735
"11388",3209000,"Powiat koszaliński",2018,622
"11389",3210000,"Powiat myśliborski",2018,782
"11390",3211000,"Powiat policki",2018,623
"11391",3212000,"Powiat pyrzycki",2018,486
"11392",3213000,"Powiat sławieński",2018,674
"11393",3214000,"Powiat stargardzki",2018,1323
"11394",3215000,"Powiat szczecinecki",2018,1097
"11395",3216000,"Powiat świdwiński",2018,567
"11396",3217000,"Powiat wałecki",2018,535
"11397",3218000,"Powiat łobeski",2018,342
"11398",3261000,"Powiat m.Koszalin",2018,1010
"11399",3262000,"Powiat m.Szczecin",2018,2964
"11400",3263000,"Powiat m.Świnoujście",2018,388
