"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_przecietny_czas_trwania_budowy_nowych_budynkow_mieszkalnych_jednorodzinnych_mc"
"25675",1410000,"Powiat łosicki",2015,48.6
"25676",1411000,"Powiat makowski",2015,66.5
"25677",1412000,"Powiat miński",2015,61.4
"25678",1413000,"Powiat mławski",2015,58.4
"25679",1414000,"Powiat nowodworski",2015,72.9
"25680",1415000,"Powiat ostrołęcki",2015,72.6
"25681",1416000,"Powiat ostrowski",2015,67.6
"25682",1417000,"Powiat otwocki",2015,68.9
"25683",1418000,"Powiat piaseczyński",2015,60.2
"25684",1419000,"Powiat płocki",2015,64.5
"25685",1420000,"Powiat płoński",2015,66.4
"25686",1421000,"Powiat pruszkowski",2015,54.3
"25687",1422000,"Powiat przasnyski",2015,63
"25688",1423000,"Powiat przysuski",2015,75.4
"25689",1424000,"Powiat pułtuski",2015,66.1
"25690",1425000,"Powiat radomski",2015,67.5
"25691",1426000,"Powiat siedlecki",2015,58.4
"25692",1427000,"Powiat sierpecki",2015,62.1
"25693",1428000,"Powiat sochaczewski",2015,60.4
"25694",1429000,"Powiat sokołowski",2015,59.3
"25695",1430000,"Powiat szydłowiecki",2015,84
"25696",1432000,"Powiat warszawski zachodni",2015,60.2
"25697",1433000,"Powiat węgrowski",2015,68.4
"25698",1434000,"Powiat wołomiński",2015,58.5
"25699",1435000,"Powiat wyszkowski",2015,74.9
"25700",1436000,"Powiat zwoleński",2015,53.7
"25701",1437000,"Powiat żuromiński",2015,53.2
"25702",1438000,"Powiat żyrardowski",2015,67.3
"25703",1461000,"Powiat m.Ostrołęka",2015,74.1
"25704",1462000,"Powiat m.Płock",2015,46.2
"25705",1463000,"Powiat m.Radom",2015,69.5
"25706",1464000,"Powiat m.Siedlce",2015,76.5
"25707",1465000,"Powiat m. st. Warszawa",2015,60.9
"25708",1601000,"Powiat brzeski",2015,53.6
"25709",1602000,"Powiat głubczycki",2015,50
"25710",1603000,"Powiat kędzierzyńsko-kozielski",2015,52.8
"25711",1604000,"Powiat kluczborski",2015,45.9
"25712",1605000,"Powiat krapkowicki",2015,50
"25713",1606000,"Powiat namysłowski",2015,57.1
"25714",1607000,"Powiat nyski",2015,57.8
"25715",1608000,"Powiat oleski",2015,55.6
"25716",1609000,"Powiat opolski",2015,54.7
"25717",1610000,"Powiat prudnicki",2015,44.5
"25718",1611000,"Powiat strzelecki",2015,49.2
"25719",1661000,"Powiat m.Opole",2015,56.1
"25720",1801000,"Powiat bieszczadzki",2015,59.4
"25721",1802000,"Powiat brzozowski",2015,66.8
"25722",1803000,"Powiat dębicki",2015,82.8
"25723",1804000,"Powiat jarosławski",2015,68
"25724",1805000,"Powiat jasielski",2015,74.9
"25725",1806000,"Powiat kolbuszowski",2015,78.3
"25726",1807000,"Powiat krośnieński",2015,67
"25727",1808000,"Powiat leżajski",2015,77.4
"25728",1809000,"Powiat lubaczowski",2015,63.6
"25729",1810000,"Powiat łańcucki",2015,70.8
"25730",1811000,"Powiat mielecki",2015,68.1
"25731",1812000,"Powiat niżański",2015,72.9
"25732",1813000,"Powiat przemyski",2015,74
"25733",1814000,"Powiat przeworski",2015,65.1
"25734",1815000,"Powiat ropczycko-sędziszowski",2015,74.4
"25735",1816000,"Powiat rzeszowski",2015,68.1
"25736",1817000,"Powiat sanocki",2015,69.3
"25737",1818000,"Powiat stalowowolski",2015,63.2
"25738",1819000,"Powiat strzyżowski",2015,86.4
"25739",1820000,"Powiat tarnobrzeski",2015,63.2
"25740",1821000,"Powiat leski",2015,64
"25741",1861000,"Powiat m.Krosno",2015,65.4
"25742",1862000,"Powiat m.Przemyśl",2015,75.1
"25743",1863000,"Powiat m.Rzeszów",2015,63.7
"25744",1864000,"Powiat m.Tarnobrzeg",2015,51.2
"25745",2001000,"Powiat augustowski",2015,60.2
"25746",2002000,"Powiat białostocki",2015,46.7
"25747",2003000,"Powiat bielski",2015,51.1
"25748",2004000,"Powiat grajewski",2015,77.5
"25749",2005000,"Powiat hajnowski",2015,62.9
"25750",2006000,"Powiat kolneński",2015,55.3
"25751",2007000,"Powiat łomżyński",2015,47.3
"25752",2008000,"Powiat moniecki",2015,58.6
"25753",2009000,"Powiat sejneński",2015,62.7
"25754",2010000,"Powiat siemiatycki",2015,62.9
"25755",2011000,"Powiat sokólski",2015,58.5
"25756",2012000,"Powiat suwalski",2015,63.2
"25757",2013000,"Powiat wysokomazowiecki",2015,48.5
"25758",2014000,"Powiat zambrowski",2015,39.3
"25759",2061000,"Powiat m.Białystok",2015,41.9
"25760",2062000,"Powiat m.Łomża",2015,45.9
"25761",2063000,"Powiat m.Suwałki",2015,71.2
"25762",2201000,"Powiat bytowski",2015,65
"25763",2202000,"Powiat chojnicki",2015,62.3
"25764",2203000,"Powiat człuchowski",2015,49.4
"25765",2204000,"Powiat gdański",2015,64.9
"25766",2205000,"Powiat kartuski",2015,46.3
"25767",2206000,"Powiat kościerski",2015,70.3
"25768",2207000,"Powiat kwidzyński",2015,50.4
"25769",2208000,"Powiat lęborski",2015,54.5
"25770",2209000,"Powiat malborski",2015,39.2
"25771",2210000,"Powiat nowodworski",2015,36
"25772",2211000,"Powiat pucki",2015,59.8
"25773",2212000,"Powiat słupski",2015,42.7
"25774",2213000,"Powiat starogardzki",2015,62.2
"25775",2214000,"Powiat tczewski",2015,52.9
"25776",2215000,"Powiat wejherowski",2015,68.3
"25777",2216000,"Powiat sztumski",2015,47.8
"25778",2261000,"Powiat m.Gdańsk",2015,74.8
"25779",2262000,"Powiat m.Gdynia",2015,53.8
"25780",2263000,"Powiat m.Słupsk",2015,33.1
"25781",2264000,"Powiat m.Sopot",2015,56.3
"25782",2401000,"Powiat będziński",2015,51.2
"25783",2402000,"Powiat bielski",2015,60.7
"25784",2403000,"Powiat cieszyński",2015,58.5
"25785",2404000,"Powiat częstochowski",2015,69.3
"25786",2405000,"Powiat gliwicki",2015,51.2
"25787",2406000,"Powiat kłobucki",2015,79.1
"25788",2407000,"Powiat lubliniecki",2015,76.5
"25789",2408000,"Powiat mikołowski",2015,39
"25790",2409000,"Powiat myszkowski",2015,92.2
"25791",2410000,"Powiat pszczyński",2015,48.1
"25792",2411000,"Powiat raciborski",2015,36.1
"25793",2412000,"Powiat rybnicki",2015,48.3
"25794",2413000,"Powiat tarnogórski",2015,50.6
"25795",2414000,"Powiat bieruńsko-lędziński",2015,53.3
"25796",2415000,"Powiat wodzisławski",2015,34.7
"25797",2416000,"Powiat zawierciański",2015,49.7
"25798",2417000,"Powiat żywiecki",2015,74.7
"25799",2461000,"Powiat m.Bielsko-Biała",2015,60.7
"25800",2462000,"Powiat m.Bytom",2015,44.3
"25801",2463000,"Powiat m.Chorzów",2015,36.8
"25802",2464000,"Powiat m.Częstochowa",2015,62.4
"25803",2465000,"Powiat m.Dąbrowa Górnicza",2015,54.2
"25804",2466000,"Powiat m.Gliwice",2015,47.1
"25805",2467000,"Powiat m.Jastrzębie-Zdrój",2015,39
"25806",2468000,"Powiat m.Jaworzno",2015,28.6
"25807",2469000,"Powiat m.Katowice",2015,44.9
"25808",2470000,"Powiat m.Mysłowice",2015,52
"25809",2471000,"Powiat m.Piekary Śląskie",2015,43.7
"25810",2472000,"Powiat m.Ruda Śląska",2015,36.7
"25811",2473000,"Powiat m.Rybnik",2015,42.5
"25812",2474000,"Powiat m.Siemianowice Śląskie",2015,32
"25813",2475000,"Powiat m.Sosnowiec",2015,37.7
"25814",2476000,"Powiat m.Świętochłowice",2015,68.8
"25815",2477000,"Powiat m.Tychy",2015,40.1
"25816",2478000,"Powiat m.Zabrze",2015,31.6
"25817",2479000,"Powiat m.Żory",2015,49
"25818",2601000,"Powiat buski",2015,76.1
"25819",2602000,"Powiat jędrzejowski",2015,78.7
"25820",2603000,"Powiat kazimierski",2015,57
"25821",2604000,"Powiat kielecki",2015,75
"25822",2605000,"Powiat konecki",2015,74.6
"25823",2606000,"Powiat opatowski",2015,59.7
"25824",2607000,"Powiat ostrowiecki",2015,63.8
"25825",2608000,"Powiat pińczowski",2015,67.4
"25826",2609000,"Powiat sandomierski",2015,55
"25827",2610000,"Powiat skarżyski",2015,86.5
"25828",2611000,"Powiat starachowicki",2015,65.9
"25829",2612000,"Powiat staszowski",2015,84.3
"25830",2613000,"Powiat włoszczowski",2015,85.7
"25831",2661000,"Powiat m.Kielce",2015,79.4
"25832",2801000,"Powiat bartoszycki",2015,43.4
"25833",2802000,"Powiat braniewski",2015,61.1
"25834",2803000,"Powiat działdowski",2015,50.2
"25835",2804000,"Powiat elbląski",2015,46.3
"25836",2805000,"Powiat ełcki",2015,53.9
"25837",2806000,"Powiat giżycki",2015,58.7
"25838",2807000,"Powiat iławski",2015,38.7
"25839",2808000,"Powiat kętrzyński",2015,39.3
"25840",2809000,"Powiat lidzbarski",2015,49.4
"25841",2810000,"Powiat mrągowski",2015,45.2
"25842",2811000,"Powiat nidzicki",2015,32.1
"25843",2812000,"Powiat nowomiejski",2015,46.2
"25844",2813000,"Powiat olecki",2015,56.1
"25845",2814000,"Powiat olsztyński",2015,35.5
"25846",2815000,"Powiat ostródzki",2015,51
"25847",2816000,"Powiat piski",2015,43.7
"25848",2817000,"Powiat szczycieński",2015,41.9
"25849",2818000,"Powiat gołdapski",2015,75.1
"25850",2819000,"Powiat węgorzewski",2015,40.3
"25851",2861000,"Powiat m.Elbląg",2015,44.2
"25852",2862000,"Powiat m.Olsztyn",2015,57.9
"25853",3001000,"Powiat chodzieski",2015,41
"25854",3002000,"Powiat czarnkowsko-trzcianecki",2015,42.3
"25855",3003000,"Powiat gnieźnieński",2015,35
"25856",3004000,"Powiat gostyński",2015,31.5
"25857",3005000,"Powiat grodziski",2015,41.1
"25858",3006000,"Powiat jarociński",2015,39.7
"25859",3007000,"Powiat kaliski",2015,45.4
"25860",3008000,"Powiat kępiński",2015,44
"25861",3009000,"Powiat kolski",2015,48.2
"25862",3010000,"Powiat koniński",2015,48.2
"25863",3011000,"Powiat kościański",2015,48.9
"25864",3012000,"Powiat krotoszyński",2015,48
"25865",3013000,"Powiat leszczyński",2015,46.8
"25866",3014000,"Powiat międzychodzki",2015,34.4
"25867",3015000,"Powiat nowotomyski",2015,41.2
"25868",3016000,"Powiat obornicki",2015,45.7
"25869",3017000,"Powiat ostrowski",2015,49
"25870",3018000,"Powiat ostrzeszowski",2015,52.7
"25871",3019000,"Powiat pilski",2015,41.4
"25872",3020000,"Powiat pleszewski",2015,49.9
"25873",3021000,"Powiat poznański",2015,34.2
"25874",3022000,"Powiat rawicki",2015,40
"25875",3023000,"Powiat słupecki",2015,44.4
"25876",3024000,"Powiat szamotulski",2015,44
"25877",3025000,"Powiat średzki",2015,41.1
"25878",3026000,"Powiat śremski",2015,42.6
"25879",3027000,"Powiat turecki",2015,53.3
"25880",3028000,"Powiat wągrowiecki",2015,40.4
"25881",3029000,"Powiat wolsztyński",2015,54.5
"25882",3030000,"Powiat wrzesiński",2015,46.3
"25883",3031000,"Powiat złotowski",2015,45
"25884",3061000,"Powiat m.Kalisz",2015,42.1
"25885",3062000,"Powiat m.Konin",2015,42.4
"25886",3063000,"Powiat m.Leszno",2015,33.8
"25887",3064000,"Powiat m.Poznań",2015,35.9
"25888",3201000,"Powiat białogardzki",2015,48.5
"25889",3202000,"Powiat choszczeński",2015,54.4
"25890",3203000,"Powiat drawski",2015,39.5
"25891",3204000,"Powiat goleniowski",2015,59
"25892",3205000,"Powiat gryficki",2015,46.5
"25893",3206000,"Powiat gryfiński",2015,45.7
"25894",3207000,"Powiat kamieński",2015,49
"25895",3208000,"Powiat kołobrzeski",2015,65.3
"25896",3209000,"Powiat koszaliński",2015,58.8
"25897",3210000,"Powiat myśliborski",2015,67.7
"25898",3211000,"Powiat policki",2015,42.3
"25899",3212000,"Powiat pyrzycki",2015,37.5
"25900",3213000,"Powiat sławieński",2015,46.5
"25901",3214000,"Powiat stargardzki",2015,52.6
"25902",3215000,"Powiat szczecinecki",2015,49.3
"25903",3216000,"Powiat świdwiński",2015,40.8
"25904",3217000,"Powiat wałecki",2015,45.1
"25905",3218000,"Powiat łobeski",2015,71.5
"25906",3261000,"Powiat m.Koszalin",2015,52.4
"25907",3262000,"Powiat m.Szczecin",2015,49.8
"25908",3263000,"Powiat m.Świnoujście",2015,38.4
"25909",201000,"Powiat bolesławiecki",2016,25.9
"25910",202000,"Powiat dzierżoniowski",2016,27.1
"25911",203000,"Powiat głogowski",2016,27.2
"25912",204000,"Powiat górowski",2016,28.2
"25913",205000,"Powiat jaworski",2016,44.9
"25914",206000,"Powiat jeleniogórski",2016,47.9
"25915",207000,"Powiat kamiennogórski",2016,34.7
"25916",208000,"Powiat kłodzki",2016,22.3
"25917",209000,"Powiat legnicki",2016,50.5
"25918",210000,"Powiat lubański",2016,61.5
"25919",211000,"Powiat lubiński",2016,44
"25920",212000,"Powiat lwówecki",2016,57.2
"25921",213000,"Powiat milicki",2016,65.5
"25922",214000,"Powiat oleśnicki",2016,39.2
"25923",215000,"Powiat oławski",2016,46.8
"25924",216000,"Powiat polkowicki",2016,44.7
"25925",217000,"Powiat strzeliński",2016,43.6
"25926",218000,"Powiat średzki",2016,24.8
"25927",219000,"Powiat świdnicki",2016,27.7
"25928",220000,"Powiat trzebnicki",2016,42.9
"25929",221000,"Powiat wałbrzyski",2016,41.3
"25930",222000,"Powiat wołowski",2016,58.5
"25931",223000,"Powiat wrocławski",2016,41.1
"25932",224000,"Powiat ząbkowicki",2016,29.6
"25933",225000,"Powiat zgorzelecki",2016,27.5
"25934",226000,"Powiat złotoryjski",2016,28.2
"25935",261000,"Powiat m.Jelenia Góra",2016,64.5
"25936",262000,"Powiat m.Legnica",2016,21.5
"25937",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"25938",264000,"Powiat m.Wrocław",2016,38.4
"25939",265000,"Powiat m.Wałbrzych od 2013",2016,38.2
"25940",401000,"Powiat aleksandrowski",2016,51.9
"25941",402000,"Powiat brodnicki",2016,40.3
"25942",403000,"Powiat bydgoski",2016,51.2
"25943",404000,"Powiat chełmiński",2016,43.4
"25944",405000,"Powiat golubsko-dobrzyński",2016,46.6
"25945",406000,"Powiat grudziądzki",2016,43.7
"25946",407000,"Powiat inowrocławski",2016,38.8
"25947",408000,"Powiat lipnowski",2016,52.7
"25948",409000,"Powiat mogileński",2016,41.2
"25949",410000,"Powiat nakielski",2016,49.6
"25950",411000,"Powiat radziejowski",2016,43.6
"25951",412000,"Powiat rypiński",2016,47.6
"25952",413000,"Powiat sępoleński",2016,47
"25953",414000,"Powiat świecki",2016,49
"25954",415000,"Powiat toruński",2016,46.9
"25955",416000,"Powiat tucholski",2016,53.7
"25956",417000,"Powiat wąbrzeski",2016,53.3
"25957",418000,"Powiat włocławski",2016,62.3
"25958",419000,"Powiat żniński",2016,49.6
"25959",461000,"Powiat m.Bydgoszcz",2016,49
"25960",462000,"Powiat m.Grudziądz",2016,33.3
"25961",463000,"Powiat m.Toruń",2016,64.2
"25962",464000,"Powiat m.Włocławek",2016,43.8
"25963",601000,"Powiat bialski",2016,65
"25964",602000,"Powiat biłgorajski",2016,61.4
"25965",603000,"Powiat chełmski",2016,55
"25966",604000,"Powiat hrubieszowski",2016,48.1
"25967",605000,"Powiat janowski",2016,67
"25968",606000,"Powiat krasnostawski",2016,65.6
"25969",607000,"Powiat kraśnicki",2016,61.5
"25970",608000,"Powiat lubartowski",2016,52
"25971",609000,"Powiat lubelski",2016,51.8
"25972",610000,"Powiat łęczyński",2016,46.8
"25973",611000,"Powiat łukowski",2016,61.8
"25974",612000,"Powiat opolski",2016,51.1
"25975",613000,"Powiat parczewski",2016,49.9
"25976",614000,"Powiat puławski",2016,54.7
"25977",615000,"Powiat radzyński",2016,69.7
"25978",616000,"Powiat rycki",2016,65.3
"25979",617000,"Powiat świdnicki",2016,62.1
"25980",618000,"Powiat tomaszowski",2016,78.9
"25981",619000,"Powiat włodawski",2016,58.3
"25982",620000,"Powiat zamojski",2016,69.8
"25983",661000,"Powiat m.Biała Podlaska",2016,64
"25984",662000,"Powiat m.Chełm",2016,87.5
"25985",663000,"Powiat m.Lublin",2016,43.2
"25986",664000,"Powiat m.Zamość",2016,61.2
"25987",801000,"Powiat gorzowski",2016,49.1
"25988",802000,"Powiat krośnieński",2016,46.6
"25989",803000,"Powiat międzyrzecki",2016,50.9
"25990",804000,"Powiat nowosolski",2016,75.2
"25991",805000,"Powiat słubicki",2016,41.9
"25992",806000,"Powiat strzelecko-drezdenecki",2016,54.1
"25993",807000,"Powiat sulęciński",2016,52.6
"25994",808000,"Powiat świebodziński",2016,44.4
"25995",809000,"Powiat zielonogórski",2016,51.6
"25996",810000,"Powiat żagański",2016,48.2
"25997",811000,"Powiat żarski",2016,52.7
"25998",812000,"Powiat wschowski",2016,64.3
"25999",861000,"Powiat m.Gorzów Wielkopolski",2016,52.7
"26000",862000,"Powiat m.Zielona Góra",2016,37.1
"26001",1001000,"Powiat bełchatowski",2016,50.1
"26002",1002000,"Powiat kutnowski",2016,48
"26003",1003000,"Powiat łaski",2016,58.1
"26004",1004000,"Powiat łęczycki",2016,53.9
"26005",1005000,"Powiat łowicki",2016,46.4
"26006",1006000,"Powiat łódzki wschodni",2016,52.7
"26007",1007000,"Powiat opoczyński",2016,62.9
"26008",1008000,"Powiat pabianicki",2016,48.2
"26009",1009000,"Powiat pajęczański",2016,68
"26010",1010000,"Powiat piotrkowski",2016,60.8
"26011",1011000,"Powiat poddębicki",2016,54
"26012",1012000,"Powiat radomszczański",2016,63
"26013",1013000,"Powiat rawski",2016,50.3
"26014",1014000,"Powiat sieradzki",2016,68.6
"26015",1015000,"Powiat skierniewicki",2016,55.7
"26016",1016000,"Powiat tomaszowski",2016,61.5
"26017",1017000,"Powiat wieluński",2016,54.9
"26018",1018000,"Powiat wieruszowski",2016,67
"26019",1019000,"Powiat zduńskowolski",2016,61.9
"26020",1020000,"Powiat zgierski",2016,57.7
"26021",1021000,"Powiat brzeziński",2016,59.4
"26022",1061000,"Powiat m.Łódź",2016,51.8
"26023",1062000,"Powiat m.Piotrków Trybunalski",2016,61.3
"26024",1063000,"Powiat m.Skierniewice",2016,37.4
"26025",1201000,"Powiat bocheński",2016,73.1
"26026",1202000,"Powiat brzeski",2016,76.5
"26027",1203000,"Powiat chrzanowski",2016,54.5
"26028",1204000,"Powiat dąbrowski",2016,76
"26029",1205000,"Powiat gorlicki",2016,72.5
"26030",1206000,"Powiat krakowski",2016,46.6
"26031",1207000,"Powiat limanowski",2016,72.6
"26032",1208000,"Powiat miechowski",2016,84.1
"26033",1209000,"Powiat myślenicki",2016,65.2
"26034",1210000,"Powiat nowosądecki",2016,75.4
"26035",1211000,"Powiat nowotarski",2016,75.4
"26036",1212000,"Powiat olkuski",2016,67.7
"26037",1213000,"Powiat oświęcimski",2016,62
"26038",1214000,"Powiat proszowicki",2016,66.6
"26039",1215000,"Powiat suski",2016,80.8
"26040",1216000,"Powiat tarnowski",2016,67.5
"26041",1217000,"Powiat tatrzański",2016,53.3
"26042",1218000,"Powiat wadowicki",2016,67.5
"26043",1219000,"Powiat wielicki",2016,46.1
"26044",1261000,"Powiat m.Kraków",2016,43.8
"26045",1262000,"Powiat m.Nowy Sącz",2016,64.8
"26046",1263000,"Powiat m.Tarnów",2016,46.6
"26047",1401000,"Powiat białobrzeski",2016,75.4
"26048",1402000,"Powiat ciechanowski",2016,61.5
"26049",1403000,"Powiat garwoliński",2016,83.8
"26050",1404000,"Powiat gostyniński",2016,65
"26051",1405000,"Powiat grodziski",2016,47.8
"26052",1406000,"Powiat grójecki",2016,63.2
"26053",1407000,"Powiat kozienicki",2016,72.4
"26054",1408000,"Powiat legionowski",2016,47.9
"26055",1409000,"Powiat lipski",2016,57
"26056",1410000,"Powiat łosicki",2016,30.7
"26057",1411000,"Powiat makowski",2016,70.1
"26058",1412000,"Powiat miński",2016,56
"26059",1413000,"Powiat mławski",2016,54.7
"26060",1414000,"Powiat nowodworski",2016,75.3
"26061",1415000,"Powiat ostrołęcki",2016,78.9
"26062",1416000,"Powiat ostrowski",2016,68.8
"26063",1417000,"Powiat otwocki",2016,76.3
"26064",1418000,"Powiat piaseczyński",2016,55.2
"26065",1419000,"Powiat płocki",2016,58.2
"26066",1420000,"Powiat płoński",2016,66.7
"26067",1421000,"Powiat pruszkowski",2016,51.7
"26068",1422000,"Powiat przasnyski",2016,82.4
"26069",1423000,"Powiat przysuski",2016,69.6
"26070",1424000,"Powiat pułtuski",2016,71.1
"26071",1425000,"Powiat radomski",2016,65.6
"26072",1426000,"Powiat siedlecki",2016,71.8
"26073",1427000,"Powiat sierpecki",2016,45.9
"26074",1428000,"Powiat sochaczewski",2016,68.7
"26075",1429000,"Powiat sokołowski",2016,61.7
"26076",1430000,"Powiat szydłowiecki",2016,82.2
"26077",1432000,"Powiat warszawski zachodni",2016,58.8
"26078",1433000,"Powiat węgrowski",2016,71.9
"26079",1434000,"Powiat wołomiński",2016,51.6
"26080",1435000,"Powiat wyszkowski",2016,67.5
"26081",1436000,"Powiat zwoleński",2016,58
"26082",1437000,"Powiat żuromiński",2016,55.7
"26083",1438000,"Powiat żyrardowski",2016,63.4
"26084",1461000,"Powiat m.Ostrołęka",2016,67.2
"26085",1462000,"Powiat m.Płock",2016,46
"26086",1463000,"Powiat m.Radom",2016,69.6
"26087",1464000,"Powiat m.Siedlce",2016,60.8
"26088",1465000,"Powiat m. st. Warszawa",2016,49.3
"26089",1601000,"Powiat brzeski",2016,55.4
"26090",1602000,"Powiat głubczycki",2016,59.4
"26091",1603000,"Powiat kędzierzyńsko-kozielski",2016,58.9
"26092",1604000,"Powiat kluczborski",2016,66.2
"26093",1605000,"Powiat krapkowicki",2016,53.2
"26094",1606000,"Powiat namysłowski",2016,55.8
"26095",1607000,"Powiat nyski",2016,70
"26096",1608000,"Powiat oleski",2016,68.5
"26097",1609000,"Powiat opolski",2016,60.9
"26098",1610000,"Powiat prudnicki",2016,63.9
"26099",1611000,"Powiat strzelecki",2016,57.7
"26100",1661000,"Powiat m.Opole",2016,47.5
"26101",1801000,"Powiat bieszczadzki",2016,77.5
"26102",1802000,"Powiat brzozowski",2016,74.6
"26103",1803000,"Powiat dębicki",2016,83.6
"26104",1804000,"Powiat jarosławski",2016,73.6
"26105",1805000,"Powiat jasielski",2016,78.5
"26106",1806000,"Powiat kolbuszowski",2016,76.2
"26107",1807000,"Powiat krośnieński",2016,76.8
"26108",1808000,"Powiat leżajski",2016,69.2
"26109",1809000,"Powiat lubaczowski",2016,73.8
"26110",1810000,"Powiat łańcucki",2016,77.3
"26111",1811000,"Powiat mielecki",2016,64.3
"26112",1812000,"Powiat niżański",2016,88
"26113",1813000,"Powiat przemyski",2016,70.5
"26114",1814000,"Powiat przeworski",2016,70.9
"26115",1815000,"Powiat ropczycko-sędziszowski",2016,78.7
"26116",1816000,"Powiat rzeszowski",2016,66.1
"26117",1817000,"Powiat sanocki",2016,66.9
"26118",1818000,"Powiat stalowowolski",2016,69.8
"26119",1819000,"Powiat strzyżowski",2016,89.4
"26120",1820000,"Powiat tarnobrzeski",2016,66.3
"26121",1821000,"Powiat leski",2016,87
"26122",1861000,"Powiat m.Krosno",2016,95.9
"26123",1862000,"Powiat m.Przemyśl",2016,65.5
"26124",1863000,"Powiat m.Rzeszów",2016,58.8
"26125",1864000,"Powiat m.Tarnobrzeg",2016,55
"26126",2001000,"Powiat augustowski",2016,63.9
"26127",2002000,"Powiat białostocki",2016,45.7
"26128",2003000,"Powiat bielski",2016,44.9
"26129",2004000,"Powiat grajewski",2016,46.3
"26130",2005000,"Powiat hajnowski",2016,69.4
"26131",2006000,"Powiat kolneński",2016,56.5
"26132",2007000,"Powiat łomżyński",2016,54.6
"26133",2008000,"Powiat moniecki",2016,66.1
"26134",2009000,"Powiat sejneński",2016,63.5
"26135",2010000,"Powiat siemiatycki",2016,71.2
"26136",2011000,"Powiat sokólski",2016,64.7
"26137",2012000,"Powiat suwalski",2016,67.2
"26138",2013000,"Powiat wysokomazowiecki",2016,43.3
"26139",2014000,"Powiat zambrowski",2016,53.4
"26140",2061000,"Powiat m.Białystok",2016,40.2
"26141",2062000,"Powiat m.Łomża",2016,44.6
"26142",2063000,"Powiat m.Suwałki",2016,52
"26143",2201000,"Powiat bytowski",2016,63.8
"26144",2202000,"Powiat chojnicki",2016,63.6
"26145",2203000,"Powiat człuchowski",2016,58.7
"26146",2204000,"Powiat gdański",2016,65.1
"26147",2205000,"Powiat kartuski",2016,46.5
"26148",2206000,"Powiat kościerski",2016,69
"26149",2207000,"Powiat kwidzyński",2016,45.8
"26150",2208000,"Powiat lęborski",2016,43
"26151",2209000,"Powiat malborski",2016,45.1
"26152",2210000,"Powiat nowodworski",2016,53.9
"26153",2211000,"Powiat pucki",2016,57
"26154",2212000,"Powiat słupski",2016,36.8
"26155",2213000,"Powiat starogardzki",2016,64.9
"26156",2214000,"Powiat tczewski",2016,51.3
"26157",2215000,"Powiat wejherowski",2016,63.5
"26158",2216000,"Powiat sztumski",2016,39.5
"26159",2261000,"Powiat m.Gdańsk",2016,59.4
"26160",2262000,"Powiat m.Gdynia",2016,66.2
"26161",2263000,"Powiat m.Słupsk",2016,32.9
"26162",2264000,"Powiat m.Sopot",2016,25.8
"26163",2401000,"Powiat będziński",2016,46.5
"26164",2402000,"Powiat bielski",2016,61.5
"26165",2403000,"Powiat cieszyński",2016,43.3
"26166",2404000,"Powiat częstochowski",2016,74.1
"26167",2405000,"Powiat gliwicki",2016,54
"26168",2406000,"Powiat kłobucki",2016,66.8
"26169",2407000,"Powiat lubliniecki",2016,70
"26170",2408000,"Powiat mikołowski",2016,39.4
"26171",2409000,"Powiat myszkowski",2016,77.4
"26172",2410000,"Powiat pszczyński",2016,51.3
"26173",2411000,"Powiat raciborski",2016,45.7
"26174",2412000,"Powiat rybnicki",2016,36.9
"26175",2413000,"Powiat tarnogórski",2016,49.8
"26176",2414000,"Powiat bieruńsko-lędziński",2016,45
"26177",2415000,"Powiat wodzisławski",2016,36.3
"26178",2416000,"Powiat zawierciański",2016,52
"26179",2417000,"Powiat żywiecki",2016,64.5
"26180",2461000,"Powiat m.Bielsko-Biała",2016,55.7
"26181",2462000,"Powiat m.Bytom",2016,36
"26182",2463000,"Powiat m.Chorzów",2016,42.6
"26183",2464000,"Powiat m.Częstochowa",2016,66.6
"26184",2465000,"Powiat m.Dąbrowa Górnicza",2016,51.3
"26185",2466000,"Powiat m.Gliwice",2016,43.1
"26186",2467000,"Powiat m.Jastrzębie-Zdrój",2016,47.3
"26187",2468000,"Powiat m.Jaworzno",2016,38.9
"26188",2469000,"Powiat m.Katowice",2016,37.6
"26189",2470000,"Powiat m.Mysłowice",2016,45.6
"26190",2471000,"Powiat m.Piekary Śląskie",2016,45.3
"26191",2472000,"Powiat m.Ruda Śląska",2016,35.3
"26192",2473000,"Powiat m.Rybnik",2016,36.7
"26193",2474000,"Powiat m.Siemianowice Śląskie",2016,37.7
"26194",2475000,"Powiat m.Sosnowiec",2016,40.5
"26195",2476000,"Powiat m.Świętochłowice",2016,14.8
"26196",2477000,"Powiat m.Tychy",2016,37.4
"26197",2478000,"Powiat m.Zabrze",2016,30.8
"26198",2479000,"Powiat m.Żory",2016,39.6
"26199",2601000,"Powiat buski",2016,75.7
"26200",2602000,"Powiat jędrzejowski",2016,77.1
"26201",2603000,"Powiat kazimierski",2016,72.8
"26202",2604000,"Powiat kielecki",2016,76.2
"26203",2605000,"Powiat konecki",2016,80.7
"26204",2606000,"Powiat opatowski",2016,61.7
"26205",2607000,"Powiat ostrowiecki",2016,64
"26206",2608000,"Powiat pińczowski",2016,61.1
"26207",2609000,"Powiat sandomierski",2016,52.1
