"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_sieroctwo"
"3622",1811000,"Powiat mielecki",2018,2
"3623",1812000,"Powiat niżański",2018,0
"3624",1813000,"Powiat przemyski",2018,3
"3625",1814000,"Powiat przeworski",2018,1
"3626",1815000,"Powiat ropczycko-sędziszowski",2018,0
"3627",1816000,"Powiat rzeszowski",2018,3
"3628",1817000,"Powiat sanocki",2018,0
"3629",1818000,"Powiat stalowowolski",2018,0
"3630",1819000,"Powiat strzyżowski",2018,0
"3631",1820000,"Powiat tarnobrzeski",2018,3
"3632",1821000,"Powiat leski",2018,2
"3633",1861000,"Powiat m.Krosno",2018,1
"3634",1862000,"Powiat m.Przemyśl",2018,1
"3635",1863000,"Powiat m.Rzeszów",2018,0
"3636",1864000,"Powiat m.Tarnobrzeg",2018,1
"3637",2001000,"Powiat augustowski",2018,0
"3638",2002000,"Powiat białostocki",2018,7
"3639",2003000,"Powiat bielski",2018,1
"3640",2004000,"Powiat grajewski",2018,1
"3641",2005000,"Powiat hajnowski",2018,4
"3642",2006000,"Powiat kolneński",2018,2
"3643",2007000,"Powiat łomżyński",2018,0
"3644",2008000,"Powiat moniecki",2018,3
"3645",2009000,"Powiat sejneński",2018,1
"3646",2010000,"Powiat siemiatycki",2018,3
"3647",2011000,"Powiat sokólski",2018,1
"3648",2012000,"Powiat suwalski",2018,8
"3649",2013000,"Powiat wysokomazowiecki",2018,0
"3650",2014000,"Powiat zambrowski",2018,0
"3651",2061000,"Powiat m.Białystok",2018,1
"3652",2062000,"Powiat m.Łomża",2018,0
"3653",2063000,"Powiat m.Suwałki",2018,0
"3654",2201000,"Powiat bytowski",2018,1
"3655",2202000,"Powiat chojnicki",2018,0
"3656",2203000,"Powiat człuchowski",2018,0
"3657",2204000,"Powiat gdański",2018,0
"3658",2205000,"Powiat kartuski",2018,3
"3659",2206000,"Powiat kościerski",2018,0
"3660",2207000,"Powiat kwidzyński",2018,0
"3661",2208000,"Powiat lęborski",2018,0
"3662",2209000,"Powiat malborski",2018,1
"3663",2210000,"Powiat nowodworski",2018,4
"3664",2211000,"Powiat pucki",2018,0
"3665",2212000,"Powiat słupski",2018,2
"3666",2213000,"Powiat starogardzki",2018,4
"3667",2214000,"Powiat tczewski",2018,4
"3668",2215000,"Powiat wejherowski",2018,5
"3669",2216000,"Powiat sztumski",2018,1
"3670",2261000,"Powiat m.Gdańsk",2018,0
"3671",2262000,"Powiat m.Gdynia",2018,2
"3672",2263000,"Powiat m.Słupsk",2018,0
"3673",2264000,"Powiat m.Sopot",2018,0
"3674",2401000,"Powiat będziński",2018,1
"3675",2402000,"Powiat bielski",2018,0
"3676",2403000,"Powiat cieszyński",2018,3
"3677",2404000,"Powiat częstochowski",2018,1
"3678",2405000,"Powiat gliwicki",2018,1
"3679",2406000,"Powiat kłobucki",2018,5
"3680",2407000,"Powiat lubliniecki",2018,0
"3681",2408000,"Powiat mikołowski",2018,2
"3682",2409000,"Powiat myszkowski",2018,0
"3683",2410000,"Powiat pszczyński",2018,0
"3684",2411000,"Powiat raciborski",2018,0
"3685",2412000,"Powiat rybnicki",2018,0
"3686",2413000,"Powiat tarnogórski",2018,1
"3687",2414000,"Powiat bieruńsko-lędziński",2018,0
"3688",2415000,"Powiat wodzisławski",2018,1
"3689",2416000,"Powiat zawierciański",2018,0
"3690",2417000,"Powiat żywiecki",2018,12
"3691",2461000,"Powiat m.Bielsko-Biała",2018,2
"3692",2462000,"Powiat m.Bytom",2018,1
"3693",2463000,"Powiat m.Chorzów",2018,3
"3694",2464000,"Powiat m.Częstochowa",2018,0
"3695",2465000,"Powiat m.Dąbrowa Górnicza",2018,0
"3696",2466000,"Powiat m.Gliwice",2018,4
"3697",2467000,"Powiat m.Jastrzębie-Zdrój",2018,0
"3698",2468000,"Powiat m.Jaworzno",2018,0
"3699",2469000,"Powiat m.Katowice",2018,3
"3700",2470000,"Powiat m.Mysłowice",2018,0
"3701",2471000,"Powiat m.Piekary Śląskie",2018,1
"3702",2472000,"Powiat m.Ruda Śląska",2018,0
"3703",2473000,"Powiat m.Rybnik",2018,0
"3704",2474000,"Powiat m.Siemianowice Śląskie",2018,0
"3705",2475000,"Powiat m.Sosnowiec",2018,0
"3706",2476000,"Powiat m.Świętochłowice",2018,0
"3707",2477000,"Powiat m.Tychy",2018,0
"3708",2478000,"Powiat m.Zabrze",2018,0
"3709",2479000,"Powiat m.Żory",2018,0
"3710",2601000,"Powiat buski",2018,1
"3711",2602000,"Powiat jędrzejowski",2018,1
"3712",2603000,"Powiat kazimierski",2018,0
"3713",2604000,"Powiat kielecki",2018,5
"3714",2605000,"Powiat konecki",2018,3
"3715",2606000,"Powiat opatowski",2018,1
"3716",2607000,"Powiat ostrowiecki",2018,0
"3717",2608000,"Powiat pińczowski",2018,3
"3718",2609000,"Powiat sandomierski",2018,2
"3719",2610000,"Powiat skarżyski",2018,3
"3720",2611000,"Powiat starachowicki",2018,0
"3721",2612000,"Powiat staszowski",2018,3
"3722",2613000,"Powiat włoszczowski",2018,0
"3723",2661000,"Powiat m.Kielce",2018,10
"3724",2801000,"Powiat bartoszycki",2018,1
"3725",2802000,"Powiat braniewski",2018,2
"3726",2803000,"Powiat działdowski",2018,2
"3727",2804000,"Powiat elbląski",2018,0
"3728",2805000,"Powiat ełcki",2018,2
"3729",2806000,"Powiat giżycki",2018,1
"3730",2807000,"Powiat iławski",2018,3
"3731",2808000,"Powiat kętrzyński",2018,1
"3732",2809000,"Powiat lidzbarski",2018,3
"3733",2810000,"Powiat mrągowski",2018,0
"3734",2811000,"Powiat nidzicki",2018,1
"3735",2812000,"Powiat nowomiejski",2018,0
"3736",2813000,"Powiat olecki",2018,2
"3737",2814000,"Powiat olsztyński",2018,1
"3738",2815000,"Powiat ostródzki",2018,3
"3739",2816000,"Powiat piski",2018,0
"3740",2817000,"Powiat szczycieński",2018,1
"3741",2818000,"Powiat gołdapski",2018,0
"3742",2819000,"Powiat węgorzewski",2018,0
"3743",2861000,"Powiat m.Elbląg",2018,2
"3744",2862000,"Powiat m.Olsztyn",2018,5
"3745",3001000,"Powiat chodzieski",2018,0
"3746",3002000,"Powiat czarnkowsko-trzcianecki",2018,1
"3747",3003000,"Powiat gnieźnieński",2018,1
"3748",3004000,"Powiat gostyński",2018,0
"3749",3005000,"Powiat grodziski",2018,2
"3750",3006000,"Powiat jarociński",2018,1
"3751",3007000,"Powiat kaliski",2018,0
"3752",3008000,"Powiat kępiński",2018,1
"3753",3009000,"Powiat kolski",2018,1
"3754",3010000,"Powiat koniński",2018,0
"3755",3011000,"Powiat kościański",2018,3
"3756",3012000,"Powiat krotoszyński",2018,0
"3757",3013000,"Powiat leszczyński",2018,0
"3758",3014000,"Powiat międzychodzki",2018,2
"3759",3015000,"Powiat nowotomyski",2018,0
"3760",3016000,"Powiat obornicki",2018,2
"3761",3017000,"Powiat ostrowski",2018,2
"3762",3018000,"Powiat ostrzeszowski",2018,2
"3763",3019000,"Powiat pilski",2018,2
"3764",3020000,"Powiat pleszewski",2018,7
"3765",3021000,"Powiat poznański",2018,6
"3766",3022000,"Powiat rawicki",2018,0
"3767",3023000,"Powiat słupecki",2018,0
"3768",3024000,"Powiat szamotulski",2018,1
"3769",3025000,"Powiat średzki",2018,0
"3770",3026000,"Powiat śremski",2018,0
"3771",3027000,"Powiat turecki",2018,2
"3772",3028000,"Powiat wągrowiecki",2018,2
"3773",3029000,"Powiat wolsztyński",2018,1
"3774",3030000,"Powiat wrzesiński",2018,0
"3775",3031000,"Powiat złotowski",2018,2
"3776",3061000,"Powiat m.Kalisz",2018,0
"3777",3062000,"Powiat m.Konin",2018,1
"3778",3063000,"Powiat m.Leszno",2018,2
"3779",3064000,"Powiat m.Poznań",2018,34
"3780",3201000,"Powiat białogardzki",2018,3
"3781",3202000,"Powiat choszczeński",2018,0
"3782",3203000,"Powiat drawski",2018,2
"3783",3204000,"Powiat goleniowski",2018,1
"3784",3205000,"Powiat gryficki",2018,3
"3785",3206000,"Powiat gryfiński",2018,5
"3786",3207000,"Powiat kamieński",2018,0
"3787",3208000,"Powiat kołobrzeski",2018,0
"3788",3209000,"Powiat koszaliński",2018,0
"3789",3210000,"Powiat myśliborski",2018,1
"3790",3211000,"Powiat policki",2018,2
"3791",3212000,"Powiat pyrzycki",2018,2
"3792",3213000,"Powiat sławieński",2018,1
"3793",3214000,"Powiat stargardzki",2018,7
"3794",3215000,"Powiat szczecinecki",2018,3
"3795",3216000,"Powiat świdwiński",2018,2
"3796",3217000,"Powiat wałecki",2018,6
"3797",3218000,"Powiat łobeski",2018,1
"3798",3261000,"Powiat m.Koszalin",2018,1
"3799",3262000,"Powiat m.Szczecin",2018,5
"3800",3263000,"Powiat m.Świnoujście",2018,1
