"","Kod","Nazwa","rok","POJAZDY_CTAB_samochody_osobowe_szt"
"14947",810000,"Powiat żagański",2017,50916
"14948",811000,"Powiat żarski",2017,65481
"14949",812000,"Powiat wschowski",2017,23338
"14950",861000,"Powiat m.Gorzów Wielkopolski",2017,69369
"14951",862000,"Powiat m.Zielona Góra",2017,75175
"14952",1001000,"Powiat bełchatowski",2017,68553
"14953",1002000,"Powiat kutnowski",2017,61865
"14954",1003000,"Powiat łaski",2017,35187
"14955",1004000,"Powiat łęczycki",2017,34221
"14956",1005000,"Powiat łowicki",2017,48737
"14957",1006000,"Powiat łódzki wschodni",2017,47955
"14958",1007000,"Powiat opoczyński",2017,42288
"14959",1008000,"Powiat pabianicki",2017,73419
"14960",1009000,"Powiat pajęczański",2017,31040
"14961",1010000,"Powiat piotrkowski",2017,53323
"14962",1011000,"Powiat poddębicki",2017,26907
"14963",1012000,"Powiat radomszczański",2017,66340
"14964",1013000,"Powiat rawski",2017,31073
"14965",1014000,"Powiat sieradzki",2017,76286
"14966",1015000,"Powiat skierniewicki",2017,24845
"14967",1016000,"Powiat tomaszowski",2017,67051
"14968",1017000,"Powiat wieluński",2017,46643
"14969",1018000,"Powiat wieruszowski",2017,29252
"14970",1019000,"Powiat zduńskowolski",2017,41165
"14971",1020000,"Powiat zgierski",2017,94130
"14972",1021000,"Powiat brzeziński",2017,20445
"14973",1061000,"Powiat m.Łódź",2017,380267
"14974",1062000,"Powiat m.Piotrków Trybunalski",2017,39050
"14975",1063000,"Powiat m.Skierniewice",2017,25644
"14976",1201000,"Powiat bocheński",2017,55367
"14977",1202000,"Powiat brzeski",2017,50023
"14978",1203000,"Powiat chrzanowski",2017,71870
"14979",1204000,"Powiat dąbrowski",2017,32334
"14980",1205000,"Powiat gorlicki",2017,53745
"14981",1206000,"Powiat krakowski",2017,172887
"14982",1207000,"Powiat limanowski",2017,70467
"14983",1208000,"Powiat miechowski",2017,29731
"14984",1209000,"Powiat myślenicki",2017,74167
"14985",1210000,"Powiat nowosądecki",2017,93038
"14986",1211000,"Powiat nowotarski",2017,79816
"14987",1212000,"Powiat olkuski",2017,66269
"14988",1213000,"Powiat oświęcimski",2017,87719
"14989",1214000,"Powiat proszowicki",2017,28766
"14990",1215000,"Powiat suski",2017,43841
"14991",1216000,"Powiat tarnowski",2017,109126
"14992",1217000,"Powiat tatrzański",2017,31471
"14993",1218000,"Powiat wadowicki",2017,91072
"14994",1219000,"Powiat wielicki",2017,75819
"14995",1261000,"Powiat m.Kraków",2017,468657
"14996",1262000,"Powiat m.Nowy Sącz",2017,40642
"14997",1263000,"Powiat m.Tarnów",2017,53033
"14998",1401000,"Powiat białobrzeski",2017,24180
"14999",1402000,"Powiat ciechanowski",2017,55341
"15000",1403000,"Powiat garwoliński",2017,67117
"15001",1404000,"Powiat gostyniński",2017,32330
"15002",1405000,"Powiat grodziski",2017,58812
"15003",1406000,"Powiat grójecki",2017,72814
"15004",1407000,"Powiat kozienicki",2017,39224
"15005",1408000,"Powiat legionowski",2017,69597
"15006",1409000,"Powiat lipski",2017,22920
"15007",1410000,"Powiat łosicki",2017,21679
"15008",1411000,"Powiat makowski",2017,30933
"15009",1412000,"Powiat miński",2017,85018
"15010",1413000,"Powiat mławski",2017,45692
"15011",1414000,"Powiat nowodworski",2017,57575
"15012",1415000,"Powiat ostrołęcki",2017,51690
"15013",1416000,"Powiat ostrowski",2017,43043
"15014",1417000,"Powiat otwocki",2017,71958
"15015",1418000,"Powiat piaseczyński",2017,102700
"15016",1419000,"Powiat płocki",2017,87390
"15017",1420000,"Powiat płoński",2017,58127
"15018",1421000,"Powiat pruszkowski",2017,102732
"15019",1422000,"Powiat przasnyski",2017,33972
"15020",1423000,"Powiat przysuski",2017,27723
"15021",1424000,"Powiat pułtuski",2017,34814
"15022",1425000,"Powiat radomski",2017,82220
"15023",1426000,"Powiat siedlecki",2017,47305
"15024",1427000,"Powiat sierpecki",2017,42354
"15025",1428000,"Powiat sochaczewski",2017,57916
"15026",1429000,"Powiat sokołowski",2017,32910
"15027",1430000,"Powiat szydłowiecki",2017,22768
"15028",1432000,"Powiat warszawski zachodni",2017,87968
"15029",1433000,"Powiat węgrowski",2017,39241
"15030",1434000,"Powiat wołomiński",2017,130160
"15031",1435000,"Powiat wyszkowski",2017,42667
"15032",1436000,"Powiat zwoleński",2017,24351
"15033",1437000,"Powiat żuromiński",2017,24232
"15034",1438000,"Powiat żyrardowski",2017,53880
"15035",1461000,"Powiat m.Ostrołęka",2017,24761
"15036",1462000,"Powiat m.Płock",2017,74800
"15037",1463000,"Powiat m.Radom",2017,105136
"15038",1464000,"Powiat m.Siedlce",2017,39640
"15039",1465000,"Powiat m. st. Warszawa",2017,1261803
"15040",1601000,"Powiat brzeski",2017,58229
"15041",1602000,"Powiat głubczycki",2017,30221
"15042",1603000,"Powiat kędzierzyńsko-kozielski",2017,53183
"15043",1604000,"Powiat kluczborski",2017,39338
"15044",1605000,"Powiat krapkowicki",2017,38674
"15045",1606000,"Powiat namysłowski",2017,28312
"15046",1607000,"Powiat nyski",2017,85515
"15047",1608000,"Powiat oleski",2017,42578
"15048",1609000,"Powiat opolski",2017,85414
"15049",1610000,"Powiat prudnicki",2017,33375
"15050",1611000,"Powiat strzelecki",2017,41348
"15051",1661000,"Powiat m.Opole",2017,83381
"15052",1801000,"Powiat bieszczadzki",2017,16646
"15053",1802000,"Powiat brzozowski",2017,31821
"15054",1803000,"Powiat dębicki",2017,72092
"15055",1804000,"Powiat jarosławski",2017,78869
"15056",1805000,"Powiat jasielski",2017,67452
"15057",1806000,"Powiat kolbuszowski",2017,33898
"15058",1807000,"Powiat krośnieński",2017,56008
"15059",1808000,"Powiat leżajski",2017,30479
"15060",1809000,"Powiat lubaczowski",2017,27504
"15061",1810000,"Powiat łańcucki",2017,40946
"15062",1811000,"Powiat mielecki",2017,69600
"15063",1812000,"Powiat niżański",2017,30992
"15064",1813000,"Powiat przemyski",2017,42585
"15065",1814000,"Powiat przeworski",2017,39327
"15066",1815000,"Powiat ropczycko-sędziszowski",2017,37175
"15067",1816000,"Powiat rzeszowski",2017,87065
"15068",1817000,"Powiat sanocki",2017,46547
"15069",1818000,"Powiat stalowowolski",2017,49164
"15070",1819000,"Powiat strzyżowski",2017,33613
"15071",1820000,"Powiat tarnobrzeski",2017,27351
"15072",1821000,"Powiat leski",2017,17677
"15073",1861000,"Powiat m.Krosno",2017,23799
"15074",1862000,"Powiat m.Przemyśl",2017,47142
"15075",1863000,"Powiat m.Rzeszów",2017,103057
"15076",1864000,"Powiat m.Tarnobrzeg",2017,22587
"15077",2001000,"Powiat augustowski",2017,29296
"15078",2002000,"Powiat białostocki",2017,75753
"15079",2003000,"Powiat bielski",2017,33244
"15080",2004000,"Powiat grajewski",2017,22132
"15081",2005000,"Powiat hajnowski",2017,23893
"15082",2006000,"Powiat kolneński",2017,19895
"15083",2007000,"Powiat łomżyński",2017,29854
"15084",2008000,"Powiat moniecki",2017,19614
"15085",2009000,"Powiat sejneński",2017,12514
"15086",2010000,"Powiat siemiatycki",2017,26055
"15087",2011000,"Powiat sokólski",2017,36550
"15088",2012000,"Powiat suwalski",2017,22364
"15089",2013000,"Powiat wysokomazowiecki",2017,34367
"15090",2014000,"Powiat zambrowski",2017,21993
"15091",2061000,"Powiat m.Białystok",2017,127969
"15092",2062000,"Powiat m.Łomża",2017,28554
"15093",2063000,"Powiat m.Suwałki",2017,32366
"15094",2201000,"Powiat bytowski",2017,49261
"15095",2202000,"Powiat chojnicki",2017,55653
"15096",2203000,"Powiat człuchowski",2017,33177
"15097",2204000,"Powiat gdański",2017,71415
"15098",2205000,"Powiat kartuski",2017,83959
"15099",2206000,"Powiat kościerski",2017,44386
"15100",2207000,"Powiat kwidzyński",2017,48343
"15101",2208000,"Powiat lęborski",2017,36680
"15102",2209000,"Powiat malborski",2017,34836
"15103",2210000,"Powiat nowodworski",2017,21172
"15104",2211000,"Powiat pucki",2017,47276
"15105",2212000,"Powiat słupski",2017,55819
"15106",2213000,"Powiat starogardzki",2017,69668
"15107",2214000,"Powiat tczewski",2017,64496
"15108",2215000,"Powiat wejherowski",2017,106788
"15109",2216000,"Powiat sztumski",2017,25463
"15110",2261000,"Powiat m.Gdańsk",2017,275418
"15111",2262000,"Powiat m.Gdynia",2017,143918
"15112",2263000,"Powiat m.Słupsk",2017,46292
"15113",2264000,"Powiat m.Sopot",2017,26767
"15114",2401000,"Powiat będziński",2017,85429
"15115",2402000,"Powiat bielski",2017,96919
"15116",2403000,"Powiat cieszyński",2017,104002
"15117",2404000,"Powiat częstochowski",2017,84780
"15118",2405000,"Powiat gliwicki",2017,66406
"15119",2406000,"Powiat kłobucki",2017,59430
"15120",2407000,"Powiat lubliniecki",2017,45848
"15121",2408000,"Powiat mikołowski",2017,56575
"15122",2409000,"Powiat myszkowski",2017,49755
"15123",2410000,"Powiat pszczyński",2017,65354
"15124",2411000,"Powiat raciborski",2017,54442
"15125",2412000,"Powiat rybnicki",2017,45807
"15126",2413000,"Powiat tarnogórski",2017,73369
"15127",2414000,"Powiat bieruńsko-lędziński",2017,33629
"15128",2415000,"Powiat wodzisławski",2017,88293
"15129",2416000,"Powiat zawierciański",2017,65079
"15130",2417000,"Powiat żywiecki",2017,79932
"15131",2461000,"Powiat m.Bielsko-Biała",2017,106207
"15132",2462000,"Powiat m.Bytom",2017,77572
"15133",2463000,"Powiat m.Chorzów",2017,47652
"15134",2464000,"Powiat m.Częstochowa",2017,121160
"15135",2465000,"Powiat m.Dąbrowa Górnicza",2017,69733
"15136",2466000,"Powiat m.Gliwice",2017,109502
"15137",2467000,"Powiat m.Jastrzębie-Zdrój",2017,47001
"15138",2468000,"Powiat m.Jaworzno",2017,48941
"15139",2469000,"Powiat m.Katowice",2017,208617
"15140",2470000,"Powiat m.Mysłowice",2017,40998
"15141",2471000,"Powiat m.Piekary Śląskie",2017,27353
"15142",2472000,"Powiat m.Ruda Śląska",2017,67524
"15143",2473000,"Powiat m.Rybnik",2017,77226
"15144",2474000,"Powiat m.Siemianowice Śląskie",2017,32936
"15145",2475000,"Powiat m.Sosnowiec",2017,109710
"15146",2476000,"Powiat m.Świętochłowice",2017,22718
"15147",2477000,"Powiat m.Tychy",2017,70963
"15148",2478000,"Powiat m.Zabrze",2017,83942
"15149",2479000,"Powiat m.Żory",2017,34209
"15150",2601000,"Powiat buski",2017,40842
"15151",2602000,"Powiat jędrzejowski",2017,46814
"15152",2603000,"Powiat kazimierski",2017,21266
"15153",2604000,"Powiat kielecki",2017,114660
"15154",2605000,"Powiat konecki",2017,42667
"15155",2606000,"Powiat opatowski",2017,32661
"15156",2607000,"Powiat ostrowiecki",2017,50647
"15157",2608000,"Powiat pińczowski",2017,22751
"15158",2609000,"Powiat sandomierski",2017,45951
"15159",2610000,"Powiat skarżyski",2017,37286
"15160",2611000,"Powiat starachowicki",2017,51777
"15161",2612000,"Powiat staszowski",2017,46058
"15162",2613000,"Powiat włoszczowski",2017,25230
"15163",2661000,"Powiat m.Kielce",2017,102079
"15164",2801000,"Powiat bartoszycki",2017,32524
"15165",2802000,"Powiat braniewski",2017,23506
"15166",2803000,"Powiat działdowski",2017,36252
"15167",2804000,"Powiat elbląski",2017,34646
"15168",2805000,"Powiat ełcki",2017,35830
"15169",2806000,"Powiat giżycki",2017,29910
"15170",2807000,"Powiat iławski",2017,49840
"15171",2808000,"Powiat kętrzyński",2017,32782
"15172",2809000,"Powiat lidzbarski",2017,23366
"15173",2810000,"Powiat mrągowski",2017,25198
"15174",2811000,"Powiat nidzicki",2017,17710
"15175",2812000,"Powiat nowomiejski",2017,26648
"15176",2813000,"Powiat olecki",2017,18615
"15177",2814000,"Powiat olsztyński",2017,68603
"15178",2815000,"Powiat ostródzki",2017,59007
"15179",2816000,"Powiat piski",2017,26699
"15180",2817000,"Powiat szczycieński",2017,39216
"15181",2818000,"Powiat gołdapski",2017,13148
"15182",2819000,"Powiat węgorzewski",2017,13296
"15183",2861000,"Powiat m.Elbląg",2017,57133
"15184",2862000,"Powiat m.Olsztyn",2017,87598
"15185",3001000,"Powiat chodzieski",2017,33225
"15186",3002000,"Powiat czarnkowsko-trzcianecki",2017,56533
"15187",3003000,"Powiat gnieźnieński",2017,86425
"15188",3004000,"Powiat gostyński",2017,51726
"15189",3005000,"Powiat grodziski",2017,36464
"15190",3006000,"Powiat jarociński",2017,47309
"15191",3007000,"Powiat kaliski",2017,57387
"15192",3008000,"Powiat kępiński",2017,39446
"15193",3009000,"Powiat kolski",2017,56580
"15194",3010000,"Powiat koniński",2017,89295
"15195",3011000,"Powiat kościański",2017,54180
"15196",3012000,"Powiat krotoszyński",2017,50589
"15197",3013000,"Powiat leszczyński",2017,37438
"15198",3014000,"Powiat międzychodzki",2017,23691
"15199",3015000,"Powiat nowotomyski",2017,52643
"15200",3016000,"Powiat obornicki",2017,40578
"15201",3017000,"Powiat ostrowski",2017,100513
"15202",3018000,"Powiat ostrzeszowski",2017,37948
"15203",3019000,"Powiat pilski",2017,78142
"15204",3020000,"Powiat pleszewski",2017,46413
"15205",3021000,"Powiat poznański",2017,232860
"15206",3022000,"Powiat rawicki",2017,39173
"15207",3023000,"Powiat słupecki",2017,40408
"15208",3024000,"Powiat szamotulski",2017,62248
"15209",3025000,"Powiat średzki",2017,35684
"15210",3026000,"Powiat śremski",2017,36847
"15211",3027000,"Powiat turecki",2017,55800
"15212",3028000,"Powiat wągrowiecki",2017,47105
"15213",3029000,"Powiat wolsztyński",2017,34969
"15214",3030000,"Powiat wrzesiński",2017,44745
"15215",3031000,"Powiat złotowski",2017,37545
"15216",3061000,"Powiat m.Kalisz",2017,65903
"15217",3062000,"Powiat m.Konin",2017,42897
"15218",3063000,"Powiat m.Leszno",2017,35042
"15219",3064000,"Powiat m.Poznań",2017,371610
"15220",3201000,"Powiat białogardzki",2017,25781
"15221",3202000,"Powiat choszczeński",2017,28318
"15222",3203000,"Powiat drawski",2017,31896
"15223",3204000,"Powiat goleniowski",2017,51072
"15224",3205000,"Powiat gryficki",2017,35374
"15225",3206000,"Powiat gryfiński",2017,52615
"15226",3207000,"Powiat kamieński",2017,28697
"15227",3208000,"Powiat kołobrzeski",2017,43648
"15228",3209000,"Powiat koszaliński",2017,37875
"15229",3210000,"Powiat myśliborski",2017,42301
"15230",3211000,"Powiat policki",2017,42959
"15231",3212000,"Powiat pyrzycki",2017,25039
"15232",3213000,"Powiat sławieński",2017,32779
"15233",3214000,"Powiat stargardzki",2017,67299
"15234",3215000,"Powiat szczecinecki",2017,35695
"15235",3216000,"Powiat świdwiński",2017,26916
"15236",3217000,"Powiat wałecki",2017,27979
"15237",3218000,"Powiat łobeski",2017,21582
"15238",3261000,"Powiat m.Koszalin",2017,53583
"15239",3262000,"Powiat m.Szczecin",2017,214074
"15240",3263000,"Powiat m.Świnoujście",2017,20432
"15241",201000,"Powiat bolesławiecki",2018,49599
"15242",202000,"Powiat dzierżoniowski",2018,56864
"15243",203000,"Powiat głogowski",2018,48220
"15244",204000,"Powiat górowski",2018,24245
"15245",205000,"Powiat jaworski",2018,33995
"15246",206000,"Powiat jeleniogórski",2018,38717
"15247",207000,"Powiat kamiennogórski",2018,23788
"15248",208000,"Powiat kłodzki",2018,102119
"15249",209000,"Powiat legnicki",2018,34644
"15250",210000,"Powiat lubański",2018,35562
"15251",211000,"Powiat lubiński",2018,63155
"15252",212000,"Powiat lwówecki",2018,30505
"15253",213000,"Powiat milicki",2018,25771
"15254",214000,"Powiat oleśnicki",2018,66757
"15255",215000,"Powiat oławski",2018,49720
"15256",216000,"Powiat polkowicki",2018,35415
"15257",217000,"Powiat strzeliński",2018,32286
"15258",218000,"Powiat średzki",2018,37349
"15259",219000,"Powiat świdnicki",2018,92938
"15260",220000,"Powiat trzebnicki",2018,57210
"15261",221000,"Powiat wałbrzyski",2018,53539
"15262",222000,"Powiat wołowski",2018,31475
"15263",223000,"Powiat wrocławski",2018,94366
"15264",224000,"Powiat ząbkowicki",2018,44525
"15265",225000,"Powiat zgorzelecki",2018,54730
"15266",226000,"Powiat złotoryjski",2018,28114
"15267",261000,"Powiat m.Jelenia Góra",2018,48321
"15268",262000,"Powiat m.Legnica",2018,52684
"15269",263000,"Powiat m.Wałbrzych do 2002",2018,NA
"15270",264000,"Powiat m.Wrocław",2018,442005
"15271",265000,"Powiat m.Wałbrzych od 2013",2018,35342
"15272",401000,"Powiat aleksandrowski",2018,32083
"15273",402000,"Powiat brodnicki",2018,49172
"15274",403000,"Powiat bydgoski",2018,73791
"15275",404000,"Powiat chełmiński",2018,27886
"15276",405000,"Powiat golubsko-dobrzyński",2018,31284
"15277",406000,"Powiat grudziądzki",2018,27531
"15278",407000,"Powiat inowrocławski",2018,92311
"15279",408000,"Powiat lipnowski",2018,43262
"15280",409000,"Powiat mogileński",2018,30807
"15281",410000,"Powiat nakielski",2018,50779
"15282",411000,"Powiat radziejowski",2018,29547
"15283",412000,"Powiat rypiński",2018,28102
"15284",413000,"Powiat sępoleński",2018,27667
"15285",414000,"Powiat świecki",2018,60841
"15286",415000,"Powiat toruński",2018,62417
"15287",416000,"Powiat tucholski",2018,33811
"15288",417000,"Powiat wąbrzeski",2018,22118
"15289",418000,"Powiat włocławski",2018,58881
"15290",419000,"Powiat żniński",2018,44867
"15291",461000,"Powiat m.Bydgoszcz",2018,208691
"15292",462000,"Powiat m.Grudziądz",2018,42483
"15293",463000,"Powiat m.Toruń",2018,108108
"15294",464000,"Powiat m.Włocławek",2018,56866
"15295",601000,"Powiat bialski",2018,74416
"15296",602000,"Powiat biłgorajski",2018,54897
"15297",603000,"Powiat chełmski",2018,53805
"15298",604000,"Powiat hrubieszowski",2018,35210
"15299",605000,"Powiat janowski",2018,22373
"15300",606000,"Powiat krasnostawski",2018,36216
"15301",607000,"Powiat kraśnicki",2018,54250
"15302",608000,"Powiat lubartowski",2018,50192
"15303",609000,"Powiat lubelski",2018,101367
"15304",610000,"Powiat łęczyński",2018,38149
"15305",611000,"Powiat łukowski",2018,61412
"15306",612000,"Powiat opolski",2018,37275
"15307",613000,"Powiat parczewski",2018,23249
"15308",614000,"Powiat puławski",2018,64784
"15309",615000,"Powiat radzyński",2018,37636
"15310",616000,"Powiat rycki",2018,37670
"15311",617000,"Powiat świdnicki",2018,43656
"15312",618000,"Powiat tomaszowski",2018,47844
"15313",619000,"Powiat włodawski",2018,27269
"15314",620000,"Powiat zamojski",2018,60977
"15315",661000,"Powiat m.Biała Podlaska",2018,34925
"15316",662000,"Powiat m.Chełm",2018,37555
"15317",663000,"Powiat m.Lublin",2018,189281
"15318",664000,"Powiat m.Zamość",2018,31857
"15319",801000,"Powiat gorzowski",2018,49125
"15320",802000,"Powiat krośnieński",2018,39374
"15321",803000,"Powiat międzyrzecki",2018,37883
"15322",804000,"Powiat nowosolski",2018,49920
"15323",805000,"Powiat słubicki",2018,29872
"15324",806000,"Powiat strzelecko-drezdenecki",2018,35675
"15325",807000,"Powiat sulęciński",2018,24552
"15326",808000,"Powiat świebodziński",2018,35890
"15327",809000,"Powiat zielonogórski",2018,57322
"15328",810000,"Powiat żagański",2018,52857
"15329",811000,"Powiat żarski",2018,67862
"15330",812000,"Powiat wschowski",2018,24065
"15331",861000,"Powiat m.Gorzów Wielkopolski",2018,72963
"15332",862000,"Powiat m.Zielona Góra",2018,80335
"15333",1001000,"Powiat bełchatowski",2018,71067
"15334",1002000,"Powiat kutnowski",2018,63980
"15335",1003000,"Powiat łaski",2018,36422
"15336",1004000,"Powiat łęczycki",2018,35426
"15337",1005000,"Powiat łowicki",2018,50232
"15338",1006000,"Powiat łódzki wschodni",2018,50149
"15339",1007000,"Powiat opoczyński",2018,43624
"15340",1008000,"Powiat pabianicki",2018,75324
"15341",1009000,"Powiat pajęczański",2018,32048
"15342",1010000,"Powiat piotrkowski",2018,55560
"15343",1011000,"Powiat poddębicki",2018,27707
"15344",1012000,"Powiat radomszczański",2018,68777
"15345",1013000,"Powiat rawski",2018,32139
"15346",1014000,"Powiat sieradzki",2018,79296
"15347",1015000,"Powiat skierniewicki",2018,25611
"15348",1016000,"Powiat tomaszowski",2018,69343
"15349",1017000,"Powiat wieluński",2018,48179
"15350",1018000,"Powiat wieruszowski",2018,30247
"15351",1019000,"Powiat zduńskowolski",2018,42793
"15352",1020000,"Powiat zgierski",2018,97501
"15353",1021000,"Powiat brzeziński",2018,21256
"15354",1061000,"Powiat m.Łódź",2018,396349
"15355",1062000,"Powiat m.Piotrków Trybunalski",2018,40444
"15356",1063000,"Powiat m.Skierniewice",2018,26430
"15357",1201000,"Powiat bocheński",2018,57774
"15358",1202000,"Powiat brzeski",2018,52019
"15359",1203000,"Powiat chrzanowski",2018,74023
"15360",1204000,"Powiat dąbrowski",2018,33401
"15361",1205000,"Powiat gorlicki",2018,55733
"15362",1206000,"Powiat krakowski",2018,178958
"15363",1207000,"Powiat limanowski",2018,73142
"15364",1208000,"Powiat miechowski",2018,30866
"15365",1209000,"Powiat myślenicki",2018,77085
"15366",1210000,"Powiat nowosądecki",2018,96769
"15367",1211000,"Powiat nowotarski",2018,83449
"15368",1212000,"Powiat olkuski",2018,68348
"15369",1213000,"Powiat oświęcimski",2018,90570
"15370",1214000,"Powiat proszowicki",2018,29804
"15371",1215000,"Powiat suski",2018,45757
"15372",1216000,"Powiat tarnowski",2018,113940
"15373",1217000,"Powiat tatrzański",2018,32672
"15374",1218000,"Powiat wadowicki",2018,94888
"15375",1219000,"Powiat wielicki",2018,79160
"15376",1261000,"Powiat m.Kraków",2018,493021
"15377",1262000,"Powiat m.Nowy Sącz",2018,43007
"15378",1263000,"Powiat m.Tarnów",2018,55101
"15379",1401000,"Powiat białobrzeski",2018,25012
"15380",1402000,"Powiat ciechanowski",2018,57510
"15381",1403000,"Powiat garwoliński",2018,70368
"15382",1404000,"Powiat gostyniński",2018,33404
"15383",1405000,"Powiat grodziski",2018,63095
"15384",1406000,"Powiat grójecki",2018,75207
"15385",1407000,"Powiat kozienicki",2018,40521
"15386",1408000,"Powiat legionowski",2018,75719
"15387",1409000,"Powiat lipski",2018,23630
"15388",1410000,"Powiat łosicki",2018,22565
"15389",1411000,"Powiat makowski",2018,32127
"15390",1412000,"Powiat miński",2018,88578
"15391",1413000,"Powiat mławski",2018,47564
"15392",1414000,"Powiat nowodworski",2018,60775
"15393",1415000,"Powiat ostrołęcki",2018,54095
"15394",1416000,"Powiat ostrowski",2018,44594
"15395",1417000,"Powiat otwocki",2018,75125
"15396",1418000,"Powiat piaseczyński",2018,108530
"15397",1419000,"Powiat płocki",2018,90831
"15398",1420000,"Powiat płoński",2018,60237
"15399",1421000,"Powiat pruszkowski",2018,107424
"15400",1422000,"Powiat przasnyski",2018,35396
"15401",1423000,"Powiat przysuski",2018,28741
"15402",1424000,"Powiat pułtuski",2018,36316
"15403",1425000,"Powiat radomski",2018,85776
"15404",1426000,"Powiat siedlecki",2018,49014
"15405",1427000,"Powiat sierpecki",2018,43568
"15406",1428000,"Powiat sochaczewski",2018,60254
"15407",1429000,"Powiat sokołowski",2018,33926
"15408",1430000,"Powiat szydłowiecki",2018,23685
"15409",1432000,"Powiat warszawski zachodni",2018,93711
"15410",1433000,"Powiat węgrowski",2018,40708
"15411",1434000,"Powiat wołomiński",2018,136796
"15412",1435000,"Powiat wyszkowski",2018,44519
"15413",1436000,"Powiat zwoleński",2018,25217
"15414",1437000,"Powiat żuromiński",2018,24943
"15415",1438000,"Powiat żyrardowski",2018,55939
"15416",1461000,"Powiat m.Ostrołęka",2018,25882
"15417",1462000,"Powiat m.Płock",2018,78203
"15418",1463000,"Powiat m.Radom",2018,109301
"15419",1464000,"Powiat m.Siedlce",2018,41723
"15420",1465000,"Powiat m. st. Warszawa",2018,1332923
"15421",1601000,"Powiat brzeski",2018,60191
"15422",1602000,"Powiat głubczycki",2018,31012
"15423",1603000,"Powiat kędzierzyńsko-kozielski",2018,54755
"15424",1604000,"Powiat kluczborski",2018,40475
"15425",1605000,"Powiat krapkowicki",2018,39830
"15426",1606000,"Powiat namysłowski",2018,29400
"15427",1607000,"Powiat nyski",2018,88421
"15428",1608000,"Powiat oleski",2018,43602
"15429",1609000,"Powiat opolski",2018,87475
"15430",1610000,"Powiat prudnicki",2018,34306
"15431",1611000,"Powiat strzelecki",2018,42541
"15432",1661000,"Powiat m.Opole",2018,88156
"15433",1801000,"Powiat bieszczadzki",2018,17304
"15434",1802000,"Powiat brzozowski",2018,33019
"15435",1803000,"Powiat dębicki",2018,75012
"15436",1804000,"Powiat jarosławski",2018,82378
"15437",1805000,"Powiat jasielski",2018,69451
"15438",1806000,"Powiat kolbuszowski",2018,35074
"15439",1807000,"Powiat krośnieński",2018,57934
"15440",1808000,"Powiat leżajski",2018,31588
"15441",1809000,"Powiat lubaczowski",2018,28489
"15442",1810000,"Powiat łańcucki",2018,42454
"15443",1811000,"Powiat mielecki",2018,71999
"15444",1812000,"Powiat niżański",2018,32026
"15445",1813000,"Powiat przemyski",2018,45126
"15446",1814000,"Powiat przeworski",2018,41368
"15447",1815000,"Powiat ropczycko-sędziszowski",2018,38747
"15448",1816000,"Powiat rzeszowski",2018,91554
"15449",1817000,"Powiat sanocki",2018,48307
"15450",1818000,"Powiat stalowowolski",2018,50666
"15451",1819000,"Powiat strzyżowski",2018,34861
"15452",1820000,"Powiat tarnobrzeski",2018,28307
"15453",1821000,"Powiat leski",2018,18277
"15454",1861000,"Powiat m.Krosno",2018,24642
"15455",1862000,"Powiat m.Przemyśl",2018,51345
"15456",1863000,"Powiat m.Rzeszów",2018,108750
"15457",1864000,"Powiat m.Tarnobrzeg",2018,23198
"15458",2001000,"Powiat augustowski",2018,30330
"15459",2002000,"Powiat białostocki",2018,79482
"15460",2003000,"Powiat bielski",2018,34428
"15461",2004000,"Powiat grajewski",2018,22897
"15462",2005000,"Powiat hajnowski",2018,24627
"15463",2006000,"Powiat kolneński",2018,20697
"15464",2007000,"Powiat łomżyński",2018,30935
"15465",2008000,"Powiat moniecki",2018,20391
"15466",2009000,"Powiat sejneński",2018,12871
"15467",2010000,"Powiat siemiatycki",2018,26875
"15468",2011000,"Powiat sokólski",2018,37642
"15469",2012000,"Powiat suwalski",2018,23097
"15470",2013000,"Powiat wysokomazowiecki",2018,35566
"15471",2014000,"Powiat zambrowski",2018,22871
"15472",2061000,"Powiat m.Białystok",2018,134603
"15473",2062000,"Powiat m.Łomża",2018,29443
"15474",2063000,"Powiat m.Suwałki",2018,33732
"15475",2201000,"Powiat bytowski",2018,51046
"15476",2202000,"Powiat chojnicki",2018,58315
"15477",2203000,"Powiat człuchowski",2018,34360
"15478",2204000,"Powiat gdański",2018,75127
"15479",2205000,"Powiat kartuski",2018,87427
"15480",2206000,"Powiat kościerski",2018,46090
"15481",2207000,"Powiat kwidzyński",2018,50229
"15482",2208000,"Powiat lęborski",2018,38116
"15483",2209000,"Powiat malborski",2018,36096
"15484",2210000,"Powiat nowodworski",2018,22093
"15485",2211000,"Powiat pucki",2018,49164
"15486",2212000,"Powiat słupski",2018,58658
"15487",2213000,"Powiat starogardzki",2018,72753
"15488",2214000,"Powiat tczewski",2018,66438
"15489",2215000,"Powiat wejherowski",2018,111427
"15490",2216000,"Powiat sztumski",2018,26496
"15491",2261000,"Powiat m.Gdańsk",2018,288384
"15492",2262000,"Powiat m.Gdynia",2018,148242
"15493",2263000,"Powiat m.Słupsk",2018,48118
"15494",2264000,"Powiat m.Sopot",2018,26917
"15495",2401000,"Powiat będziński",2018,87816
"15496",2402000,"Powiat bielski",2018,100236
"15497",2403000,"Powiat cieszyński",2018,107541
"15498",2404000,"Powiat częstochowski",2018,87364
"15499",2405000,"Powiat gliwicki",2018,68540
"15500",2406000,"Powiat kłobucki",2018,60824
