"","Kod","Nazwa","rok","Liczba_kwoty_wyplaconych_dodatkow_mieszkaniowych_ogolem_kwota_zl"
"6235",1418000,"Powiat piaseczyński",2005,1610583
"6236",1419000,"Powiat płocki",2005,608042
"6237",1420000,"Powiat płoński",2005,1074874
"6238",1421000,"Powiat pruszkowski",2005,2154033
"6239",1422000,"Powiat przasnyski",2005,1252270
"6240",1423000,"Powiat przysuski",2005,185713
"6241",1424000,"Powiat pułtuski",2005,1143182
"6242",1425000,"Powiat radomski",2005,1485622
"6243",1426000,"Powiat siedlecki",2005,335518
"6244",1427000,"Powiat sierpecki",2005,1515929
"6245",1428000,"Powiat sochaczewski",2005,1681155
"6246",1429000,"Powiat sokołowski",2005,494411
"6247",1430000,"Powiat szydłowiecki",2005,637573
"6248",1432000,"Powiat warszawski zachodni",2005,372070
"6249",1433000,"Powiat węgrowski",2005,789951
"6250",1434000,"Powiat wołomiński",2005,920644
"6251",1435000,"Powiat wyszkowski",2005,910629
"6252",1436000,"Powiat zwoleński",2005,213000
"6253",1437000,"Powiat żuromiński",2005,1198002
"6254",1438000,"Powiat żyrardowski",2005,3695410
"6255",1461000,"Powiat m.Ostrołęka",2005,3903185
"6256",1462000,"Powiat m.Płock",2005,6529449
"6257",1463000,"Powiat m.Radom",2005,12399887
"6258",1464000,"Powiat m.Siedlce",2005,2778510
"6259",1465000,"Powiat m. st. Warszawa",2005,38834886
"6260",1601000,"Powiat brzeski",2005,4795357
"6261",1602000,"Powiat głubczycki",2005,1335025
"6262",1603000,"Powiat kędzierzyńsko-kozielski",2005,3886383
"6263",1604000,"Powiat kluczborski",2005,2593912
"6264",1605000,"Powiat krapkowicki",2005,1346291
"6265",1606000,"Powiat namysłowski",2005,1186873
"6266",1607000,"Powiat nyski",2005,5137283
"6267",1608000,"Powiat oleski",2005,982226
"6268",1609000,"Powiat opolski",2005,1607132
"6269",1610000,"Powiat prudnicki",2005,1855489
"6270",1611000,"Powiat strzelecki",2005,1634801
"6271",1661000,"Powiat m.Opole",2005,4014166
"6272",1801000,"Powiat bieszczadzki",2005,1185561
"6273",1802000,"Powiat brzozowski",2005,303318
"6274",1803000,"Powiat dębicki",2005,2877804
"6275",1804000,"Powiat jarosławski",2005,2330318
"6276",1805000,"Powiat jasielski",2005,3543995
"6277",1806000,"Powiat kolbuszowski",2005,552524
"6278",1807000,"Powiat krośnieński",2005,513253
"6279",1808000,"Powiat leżajski",2005,906098
"6280",1809000,"Powiat lubaczowski",2005,1190084
"6281",1810000,"Powiat łańcucki",2005,448990
"6282",1811000,"Powiat mielecki",2005,2414014
"6283",1812000,"Powiat niżański",2005,1053607
"6284",1813000,"Powiat przemyski",2005,428185
"6285",1814000,"Powiat przeworski",2005,944516
"6286",1815000,"Powiat ropczycko-sędziszowski",2005,361340
"6287",1816000,"Powiat rzeszowski",2005,574590
"6288",1817000,"Powiat sanocki",2005,2443515
"6289",1818000,"Powiat stalowowolski",2005,1924486
"6290",1819000,"Powiat strzyżowski",2005,425038
"6291",1820000,"Powiat tarnobrzeski",2005,1379039
"6292",1821000,"Powiat leski",2005,504938
"6293",1861000,"Powiat m.Krosno",2005,1294987
"6294",1862000,"Powiat m.Przemyśl",2005,6566448
"6295",1863000,"Powiat m.Rzeszów",2005,10636346
"6296",1864000,"Powiat m.Tarnobrzeg",2005,3544907
"6297",2001000,"Powiat augustowski",2005,1321911
"6298",2002000,"Powiat białostocki",2005,2452679
"6299",2003000,"Powiat bielski",2005,1808061
"6300",2004000,"Powiat grajewski",2005,1584175
"6301",2005000,"Powiat hajnowski",2005,1616482
"6302",2006000,"Powiat kolneński",2005,1230778
"6303",2007000,"Powiat łomżyński",2005,349400
"6304",2008000,"Powiat moniecki",2005,1165793
"6305",2009000,"Powiat sejneński",2005,697546
"6306",2010000,"Powiat siemiatycki",2005,439224
"6307",2011000,"Powiat sokólski",2005,2405155
"6308",2012000,"Powiat suwalski",2005,655713
"6309",2013000,"Powiat wysokomazowiecki",2005,741590
"6310",2014000,"Powiat zambrowski",2005,1531570
"6311",2061000,"Powiat m.Białystok",2005,17594737
"6312",2062000,"Powiat m.Łomża",2005,5276457
"6313",2063000,"Powiat m.Suwałki",2005,5606337
"6314",2201000,"Powiat bytowski",2005,1985893
"6315",2202000,"Powiat chojnicki",2005,3700275
"6316",2203000,"Powiat człuchowski",2005,2340756
"6317",2204000,"Powiat gdański",2005,1600235
"6318",2205000,"Powiat kartuski",2005,1451368
"6319",2206000,"Powiat kościerski",2005,2178500
"6320",2207000,"Powiat kwidzyński",2005,4351834
"6321",2208000,"Powiat lęborski",2005,3200301
"6322",2209000,"Powiat malborski",2005,3200200
"6323",2210000,"Powiat nowodworski",2005,1547661
"6324",2211000,"Powiat pucki",2005,1217680
"6325",2212000,"Powiat słupski",2005,2755941
"6326",2213000,"Powiat starogardzki",2005,4189215
"6327",2214000,"Powiat tczewski",2005,5233496
"6328",2215000,"Powiat wejherowski",2005,5206152
"6329",2216000,"Powiat sztumski",2005,3303818
"6330",2261000,"Powiat m.Gdańsk",2005,18867684
"6331",2262000,"Powiat m.Gdynia",2005,7287871
"6332",2263000,"Powiat m.Słupsk",2005,4411876
"6333",2264000,"Powiat m.Sopot",2005,867005
"6334",2401000,"Powiat będziński",2005,6670582
"6335",2402000,"Powiat bielski",2005,1652551
"6336",2403000,"Powiat cieszyński",2005,3243263
"6337",2404000,"Powiat częstochowski",2005,907609
"6338",2405000,"Powiat gliwicki",2005,3436104
"6339",2406000,"Powiat kłobucki",2005,372714
"6340",2407000,"Powiat lubliniecki",2005,1228022
"6341",2408000,"Powiat mikołowski",2005,2648804
"6342",2409000,"Powiat myszkowski",2005,2363139
"6343",2410000,"Powiat pszczyński",2005,1239703
"6344",2411000,"Powiat raciborski",2005,3581412
"6345",2412000,"Powiat rybnicki",2005,1349653
"6346",2413000,"Powiat tarnogórski",2005,5026185
"6347",2414000,"Powiat bieruńsko-lędziński",2005,588800
"6348",2415000,"Powiat wodzisławski",2005,3832704
"6349",2416000,"Powiat zawierciański",2005,4574224
"6350",2417000,"Powiat żywiecki",2005,1072981
"6351",2461000,"Powiat m.Bielsko-Biała",2005,6983547
"6352",2462000,"Powiat m.Bytom",2005,12909959
"6353",2463000,"Powiat m.Chorzów",2005,14577729
"6354",2464000,"Powiat m.Częstochowa",2005,14049450
"6355",2465000,"Powiat m.Dąbrowa Górnicza",2005,6739401
"6356",2466000,"Powiat m.Gliwice",2005,11832936
"6357",2467000,"Powiat m.Jastrzębie-Zdrój",2005,3057824
"6358",2468000,"Powiat m.Jaworzno",2005,2678563
"6359",2469000,"Powiat m.Katowice",2005,20020322
"6360",2470000,"Powiat m.Mysłowice",2005,5332547
"6361",2471000,"Powiat m.Piekary Śląskie",2005,3361535
"6362",2472000,"Powiat m.Ruda Śląska",2005,8590159
"6363",2473000,"Powiat m.Rybnik",2005,5632234
"6364",2474000,"Powiat m.Siemianowice Śląskie",2005,6464723
"6365",2475000,"Powiat m.Sosnowiec",2005,13391206
"6366",2476000,"Powiat m.Świętochłowice",2005,4724633
"6367",2477000,"Powiat m.Tychy",2005,8746067
"6368",2478000,"Powiat m.Zabrze",2005,14550146
"6369",2479000,"Powiat m.Żory",2005,1717685
"6370",2601000,"Powiat buski",2005,1195402
"6371",2602000,"Powiat jędrzejowski",2005,1063026
"6372",2603000,"Powiat kazimierski",2005,208796
"6373",2604000,"Powiat kielecki",2005,783429
"6374",2605000,"Powiat konecki",2005,1204897
"6375",2606000,"Powiat opatowski",2005,655118
"6376",2607000,"Powiat ostrowiecki",2005,3757274
"6377",2608000,"Powiat pińczowski",2005,1199749
"6378",2609000,"Powiat sandomierski",2005,1297717
"6379",2610000,"Powiat skarżyski",2005,2618386
"6380",2611000,"Powiat starachowicki",2005,2656432
"6381",2612000,"Powiat staszowski",2005,773132
"6382",2613000,"Powiat włoszczowski",2005,521002
"6383",2661000,"Powiat m.Kielce",2005,6727332
"6384",2801000,"Powiat bartoszycki",2005,4653753
"6385",2802000,"Powiat braniewski",2005,2325203
"6386",2803000,"Powiat działdowski",2005,2595384
"6387",2804000,"Powiat elbląski",2005,1849649
"6388",2805000,"Powiat ełcki",2005,4479332
"6389",2806000,"Powiat giżycki",2005,3846744
"6390",2807000,"Powiat iławski",2005,2398739
"6391",2808000,"Powiat kętrzyński",2005,4023807
"6392",2809000,"Powiat lidzbarski",2005,1836840
"6393",2810000,"Powiat mrągowski",2005,2536538
"6394",2811000,"Powiat nidzicki",2005,316703
"6395",2812000,"Powiat nowomiejski",2005,800457
"6396",2813000,"Powiat olecki",2005,2033782
"6397",2814000,"Powiat olsztyński",2005,3094442
"6398",2815000,"Powiat ostródzki",2005,3576578
"6399",2816000,"Powiat piski",2005,3859686
"6400",2817000,"Powiat szczycieński",2005,2096793
"6401",2818000,"Powiat gołdapski",2005,2711887
"6402",2819000,"Powiat węgorzewski",2005,1430634
"6403",2861000,"Powiat m.Elbląg",2005,7968956
"6404",2862000,"Powiat m.Olsztyn",2005,9378941
"6405",3001000,"Powiat chodzieski",2005,1526494
"6406",3002000,"Powiat czarnkowsko-trzcianecki",2005,3018313
"6407",3003000,"Powiat gnieźnieński",2005,3043510
"6408",3004000,"Powiat gostyński",2005,1901349
"6409",3005000,"Powiat grodziski",2005,891155
"6410",3006000,"Powiat jarociński",2005,1950240
"6411",3007000,"Powiat kaliski",2005,585823
"6412",3008000,"Powiat kępiński",2005,819707
"6413",3009000,"Powiat kolski",2005,2692673
"6414",3010000,"Powiat koniński",2005,1187157
"6415",3011000,"Powiat kościański",2005,2191514
"6416",3012000,"Powiat krotoszyński",2005,2554353
"6417",3013000,"Powiat leszczyński",2005,614813
"6418",3014000,"Powiat międzychodzki",2005,1298989
"6419",3015000,"Powiat nowotomyski",2005,1124185
"6420",3016000,"Powiat obornicki",2005,1784068
"6421",3017000,"Powiat ostrowski",2005,4846684
"6422",3018000,"Powiat ostrzeszowski",2005,948463
"6423",3019000,"Powiat pilski",2005,6482760
"6424",3020000,"Powiat pleszewski",2005,1924854
"6425",3021000,"Powiat poznański",2005,5087652
"6426",3022000,"Powiat rawicki",2005,1060243
"6427",3023000,"Powiat słupecki",2005,1390020
"6428",3024000,"Powiat szamotulski",2005,2405885
"6429",3025000,"Powiat średzki",2005,526994
"6430",3026000,"Powiat śremski",2005,2653542
"6431",3027000,"Powiat turecki",2005,1821953
"6432",3028000,"Powiat wągrowiecki",2005,3048635
"6433",3029000,"Powiat wolsztyński",2005,677668
"6434",3030000,"Powiat wrzesiński",2005,3016537
"6435",3031000,"Powiat złotowski",2005,3106844
"6436",3061000,"Powiat m.Kalisz",2005,9069254
"6437",3062000,"Powiat m.Konin",2005,5299122
"6438",3063000,"Powiat m.Leszno",2005,3611157
"6439",3064000,"Powiat m.Poznań",2005,21125084
"6440",3201000,"Powiat białogardzki",2005,2246925
"6441",3202000,"Powiat choszczeński",2005,2454744
"6442",3203000,"Powiat drawski",2005,4313076
"6443",3204000,"Powiat goleniowski",2005,2796925
"6444",3205000,"Powiat gryficki",2005,3220402
"6445",3206000,"Powiat gryfiński",2005,2760537
"6446",3207000,"Powiat kamieński",2005,2103745
"6447",3208000,"Powiat kołobrzeski",2005,2473423
"6448",3209000,"Powiat koszaliński",2005,1919192
"6449",3210000,"Powiat myśliborski",2005,3407310
"6450",3211000,"Powiat policki",2005,1846736
"6451",3212000,"Powiat pyrzycki",2005,1716836
"6452",3213000,"Powiat sławieński",2005,1897402
"6453",3214000,"Powiat stargardzki",2005,6756703
"6454",3215000,"Powiat szczecinecki",2005,4790023
"6455",3216000,"Powiat świdwiński",2005,2093573
"6456",3217000,"Powiat wałecki",2005,3349969
"6457",3218000,"Powiat łobeski",2005,1798561
"6458",3261000,"Powiat m.Koszalin",2005,5241181
"6459",3262000,"Powiat m.Szczecin",2005,21765178
"6460",3263000,"Powiat m.Świnoujście",2005,1183601
"6461",201000,"Powiat bolesławiecki",2006,2033606
"6462",202000,"Powiat dzierżoniowski",2006,5196149
"6463",203000,"Powiat głogowski",2006,4570929
"6464",204000,"Powiat górowski",2006,1307424
"6465",205000,"Powiat jaworski",2006,1941026
"6466",206000,"Powiat jeleniogórski",2006,1467919
"6467",207000,"Powiat kamiennogórski",2006,1230163
"6468",208000,"Powiat kłodzki",2006,6986610
"6469",209000,"Powiat legnicki",2006,1578602
"6470",210000,"Powiat lubański",2006,2015909
"6471",211000,"Powiat lubiński",2006,2769778
"6472",212000,"Powiat lwówecki",2006,1177679
"6473",213000,"Powiat milicki",2006,669808
"6474",214000,"Powiat oleśnicki",2006,3460484
"6475",215000,"Powiat oławski",2006,2217939
"6476",216000,"Powiat polkowicki",2006,1684447
"6477",217000,"Powiat strzeliński",2006,1222052
"6478",218000,"Powiat średzki",2006,489988
"6479",219000,"Powiat świdnicki",2006,3860462
"6480",220000,"Powiat trzebnicki",2006,1401256
"6481",221000,"Powiat wałbrzyski",2006,11983253
"6482",222000,"Powiat wołowski",2006,1302885
"6483",223000,"Powiat wrocławski",2006,640074
"6484",224000,"Powiat ząbkowicki",2006,2096894
"6485",225000,"Powiat zgorzelecki",2006,2726391
"6486",226000,"Powiat złotoryjski",2006,1524130
"6487",261000,"Powiat m.Jelenia Góra",2006,2064458
"6488",262000,"Powiat m.Legnica",2006,6374525
"6489",264000,"Powiat m.Wrocław",2006,17977537
"6490",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"6491",401000,"Powiat aleksandrowski",2006,1038286
"6492",402000,"Powiat brodnicki",2006,2632226
"6493",403000,"Powiat bydgoski",2006,3239259
"6494",404000,"Powiat chełmiński",2006,2015758
"6495",405000,"Powiat golubsko-dobrzyński",2006,1524801
"6496",406000,"Powiat grudziądzki",2006,1547651
"6497",407000,"Powiat inowrocławski",2006,8695707
"6498",408000,"Powiat lipnowski",2006,1284805
"6499",409000,"Powiat mogileński",2006,1684766
"6500",410000,"Powiat nakielski",2006,3655388
"6501",411000,"Powiat radziejowski",2006,947774
"6502",412000,"Powiat rypiński",2006,1613174
"6503",413000,"Powiat sępoleński",2006,2535514
"6504",414000,"Powiat świecki",2006,3063778
"6505",415000,"Powiat toruński",2006,3076034
"6506",416000,"Powiat tucholski",2006,1751540
"6507",417000,"Powiat wąbrzeski",2006,1608027
"6508",418000,"Powiat włocławski",2006,1184743
"6509",419000,"Powiat żniński",2006,3429161
"6510",461000,"Powiat m.Bydgoszcz",2006,20332007
"6511",462000,"Powiat m.Grudziądz",2006,11042502
"6512",463000,"Powiat m.Toruń",2006,12279464
"6513",464000,"Powiat m.Włocławek",2006,5533442
"6514",601000,"Powiat bialski",2006,2004005
"6515",602000,"Powiat biłgorajski",2006,1143284
"6516",603000,"Powiat chełmski",2006,738503
"6517",604000,"Powiat hrubieszowski",2006,1962085
"6518",605000,"Powiat janowski",2006,400937
"6519",606000,"Powiat krasnostawski",2006,853587
"6520",607000,"Powiat kraśnicki",2006,1230045
"6521",608000,"Powiat lubartowski",2006,852363
"6522",609000,"Powiat lubelski",2006,1025037
"6523",610000,"Powiat łęczyński",2006,1286581
"6524",611000,"Powiat łukowski",2006,1369334
"6525",612000,"Powiat opolski",2006,1903408
"6526",613000,"Powiat parczewski",2006,722143
"6527",614000,"Powiat puławski",2006,2558486
"6528",615000,"Powiat radzyński",2006,1367914
"6529",616000,"Powiat rycki",2006,841616
"6530",617000,"Powiat świdnicki",2006,1548675
"6531",618000,"Powiat tomaszowski",2006,1608343
"6532",619000,"Powiat włodawski",2006,1065472
"6533",620000,"Powiat zamojski",2006,489925
"6534",661000,"Powiat m.Biała Podlaska",2006,2903557
"6535",662000,"Powiat m.Chełm",2006,3557086
"6536",663000,"Powiat m.Lublin",2006,18614962
"6537",664000,"Powiat m.Zamość",2006,5616510
"6538",801000,"Powiat gorzowski",2006,1465687
"6539",802000,"Powiat krośnieński",2006,2007722
"6540",803000,"Powiat międzyrzecki",2006,2830613
"6541",804000,"Powiat nowosolski",2006,4242235
"6542",805000,"Powiat słubicki",2006,1329733
"6543",806000,"Powiat strzelecko-drezdenecki",2006,1733308
"6544",807000,"Powiat sulęciński",2006,1022158
"6545",808000,"Powiat świebodziński",2006,1356421
"6546",809000,"Powiat zielonogórski",2006,2032491
"6547",810000,"Powiat żagański",2006,3753331
"6548",811000,"Powiat żarski",2006,3609567
"6549",812000,"Powiat wschowski",2006,1261469
"6550",861000,"Powiat m.Gorzów Wielkopolski",2006,7886731
"6551",862000,"Powiat m.Zielona Góra",2006,3971290
"6552",1001000,"Powiat bełchatowski",2006,3182579
"6553",1002000,"Powiat kutnowski",2006,4296657
"6554",1003000,"Powiat łaski",2006,1125668
"6555",1004000,"Powiat łęczycki",2006,990002
"6556",1005000,"Powiat łowicki",2006,1241784
"6557",1006000,"Powiat łódzki wschodni",2006,698706
"6558",1007000,"Powiat opoczyński",2006,776461
"6559",1008000,"Powiat pabianicki",2006,2906350
"6560",1009000,"Powiat pajęczański",2006,251197
"6561",1010000,"Powiat piotrkowski",2006,639894
"6562",1011000,"Powiat poddębicki",2006,653145
"6563",1012000,"Powiat radomszczański",2006,2075971
"6564",1013000,"Powiat rawski",2006,954400
"6565",1014000,"Powiat sieradzki",2006,2965330
"6566",1015000,"Powiat skierniewicki",2006,7450
"6567",1016000,"Powiat tomaszowski",2006,2532414
"6568",1017000,"Powiat wieluński",2006,1503664
"6569",1018000,"Powiat wieruszowski",2006,544237
"6570",1019000,"Powiat zduńskowolski",2006,2538418
"6571",1020000,"Powiat zgierski",2006,5133878
"6572",1021000,"Powiat brzeziński",2006,458276
"6573",1061000,"Powiat m.Łódź",2006,40916069
"6574",1062000,"Powiat m.Piotrków Trybunalski",2006,4059999
"6575",1063000,"Powiat m.Skierniewice",2006,1139641
"6576",1201000,"Powiat bocheński",2006,703052
"6577",1202000,"Powiat brzeski",2006,503208
"6578",1203000,"Powiat chrzanowski",2006,3491972
"6579",1204000,"Powiat dąbrowski",2006,355718
"6580",1205000,"Powiat gorlicki",2006,2005234
"6581",1206000,"Powiat krakowski",2006,1243186
"6582",1207000,"Powiat limanowski",2006,606365
"6583",1208000,"Powiat miechowski",2006,453821
"6584",1209000,"Powiat myślenicki",2006,350638
"6585",1210000,"Powiat nowosądecki",2006,1241543
"6586",1211000,"Powiat nowotarski",2006,1029561
"6587",1212000,"Powiat olkuski",2006,2457710
"6588",1213000,"Powiat oświęcimski",2006,4082750
"6589",1214000,"Powiat proszowicki",2006,410355
"6590",1215000,"Powiat suski",2006,173690
"6591",1216000,"Powiat tarnowski",2006,502252
"6592",1217000,"Powiat tatrzański",2006,976627
"6593",1218000,"Powiat wadowicki",2006,2032861
"6594",1219000,"Powiat wielicki",2006,264322
"6595",1261000,"Powiat m.Kraków",2006,22395512
"6596",1262000,"Powiat m.Nowy Sącz",2006,3881578
"6597",1263000,"Powiat m.Tarnów",2006,5633992
"6598",1401000,"Powiat białobrzeski",2006,147547
"6599",1402000,"Powiat ciechanowski",2006,3704023
"6600",1403000,"Powiat garwoliński",2006,583219
"6601",1404000,"Powiat gostyniński",2006,1191468
"6602",1405000,"Powiat grodziski",2006,1061639
"6603",1406000,"Powiat grójecki",2006,465899
"6604",1407000,"Powiat kozienicki",2006,740441
"6605",1408000,"Powiat legionowski",2006,1503674
"6606",1409000,"Powiat lipski",2006,281893
"6607",1410000,"Powiat łosicki",2006,425532
"6608",1411000,"Powiat makowski",2006,824446
"6609",1412000,"Powiat miński",2006,1147602
"6610",1413000,"Powiat mławski",2006,1730390
"6611",1414000,"Powiat nowodworski",2006,1983230
"6612",1415000,"Powiat ostrołęcki",2006,844069
"6613",1416000,"Powiat ostrowski",2006,1211483
"6614",1417000,"Powiat otwocki",2006,1225378
"6615",1418000,"Powiat piaseczyński",2006,1232262
"6616",1419000,"Powiat płocki",2006,561909
"6617",1420000,"Powiat płoński",2006,1060113
"6618",1421000,"Powiat pruszkowski",2006,2147120
"6619",1422000,"Powiat przasnyski",2006,843222
"6620",1423000,"Powiat przysuski",2006,185830
"6621",1424000,"Powiat pułtuski",2006,1229187
"6622",1425000,"Powiat radomski",2006,1347854
"6623",1426000,"Powiat siedlecki",2006,267418
"6624",1427000,"Powiat sierpecki",2006,1502403
"6625",1428000,"Powiat sochaczewski",2006,1844100
"6626",1429000,"Powiat sokołowski",2006,510958
"6627",1430000,"Powiat szydłowiecki",2006,612828
"6628",1432000,"Powiat warszawski zachodni",2006,350613
"6629",1433000,"Powiat węgrowski",2006,828832
"6630",1434000,"Powiat wołomiński",2006,928184
"6631",1435000,"Powiat wyszkowski",2006,857584
"6632",1436000,"Powiat zwoleński",2006,207507
"6633",1437000,"Powiat żuromiński",2006,1019507
"6634",1438000,"Powiat żyrardowski",2006,3491179
"6635",1461000,"Powiat m.Ostrołęka",2006,3700619
