"","Kod","Nazwa","rok","Wydatki_powiatow_na_1_mieszkanca_ogolem_zl"
"607",3028000,"Powiat wągrowiecki",2003,456
"608",3029000,"Powiat wolsztyński",2003,508
"609",3030000,"Powiat wrzesiński",2003,451
"610",3031000,"Powiat złotowski",2003,439
"611",3201000,"Powiat białogardzki",2003,925
"612",3202000,"Powiat choszczeński",2003,490
"613",3203000,"Powiat drawski",2003,496
"614",3204000,"Powiat goleniowski",2003,521
"615",3205000,"Powiat gryficki",2003,595
"616",3206000,"Powiat gryfiński",2003,543
"617",3207000,"Powiat kamieński",2003,721
"618",3208000,"Powiat kołobrzeski",2003,539
"619",3209000,"Powiat koszaliński",2003,616
"620",3210000,"Powiat myśliborski",2003,557
"621",3211000,"Powiat policki",2003,486
"622",3212000,"Powiat pyrzycki",2003,550
"623",3213000,"Powiat sławieński",2003,491
"624",3214000,"Powiat stargardzki",2003,433
"625",3215000,"Powiat szczecinecki",2003,621
"626",3216000,"Powiat świdwiński",2003,535
"627",3217000,"Powiat wałecki",2003,385
"628",3218000,"Powiat łobeski",2003,462
"629",201000,"Powiat bolesławiecki",2004,448
"630",202000,"Powiat dzierżoniowski",2004,480
"631",203000,"Powiat głogowski",2004,641
"632",204000,"Powiat górowski",2004,617
"633",205000,"Powiat jaworski",2004,607
"634",206000,"Powiat jeleniogórski",2004,648
"635",207000,"Powiat kamiennogórski",2004,660
"636",208000,"Powiat kłodzki",2004,686
"637",209000,"Powiat legnicki",2004,717
"638",210000,"Powiat lubański",2004,554
"639",211000,"Powiat lubiński",2004,430
"640",212000,"Powiat lwówecki",2004,651
"641",213000,"Powiat milicki",2004,825
"642",214000,"Powiat oleśnicki",2004,545
"643",215000,"Powiat oławski",2004,417
"644",216000,"Powiat polkowicki",2004,331
"645",217000,"Powiat strzeliński",2004,519
"646",218000,"Powiat średzki",2004,423
"647",219000,"Powiat świdnicki",2004,543
"648",220000,"Powiat trzebnicki",2004,458
"649",221000,"Powiat wałbrzyski",2004,489
"650",222000,"Powiat wołowski",2004,593
"651",223000,"Powiat wrocławski",2004,397
"652",224000,"Powiat ząbkowicki",2004,662
"653",225000,"Powiat zgorzelecki",2004,494
"654",226000,"Powiat złotoryjski",2004,573
"655",401000,"Powiat aleksandrowski",2004,535
"656",402000,"Powiat brodnicki",2004,424
"657",403000,"Powiat bydgoski",2004,323
"658",404000,"Powiat chełmiński",2004,574
"659",405000,"Powiat golubsko-dobrzyński",2004,449
"660",406000,"Powiat grudziądzki",2004,345
"661",407000,"Powiat inowrocławski",2004,507
"662",408000,"Powiat lipnowski",2004,415
"663",409000,"Powiat mogileński",2004,571
"664",410000,"Powiat nakielski",2004,475
"665",411000,"Powiat radziejowski",2004,572
"666",412000,"Powiat rypiński",2004,463
"667",413000,"Powiat sępoleński",2004,612
"668",414000,"Powiat świecki",2004,402
"669",415000,"Powiat toruński",2004,433
"670",416000,"Powiat tucholski",2004,618
"671",417000,"Powiat wąbrzeski",2004,543
"672",418000,"Powiat włocławski",2004,387
"673",419000,"Powiat żniński",2004,508
"674",601000,"Powiat bialski",2004,460
"675",602000,"Powiat biłgorajski",2004,631
"676",603000,"Powiat chełmski",2004,387
"677",604000,"Powiat hrubieszowski",2004,466
"678",605000,"Powiat janowski",2004,543
"679",606000,"Powiat krasnostawski",2004,656
"680",607000,"Powiat kraśnicki",2004,492
"681",608000,"Powiat lubartowski",2004,437
"682",609000,"Powiat lubelski",2004,401
"683",610000,"Powiat łęczyński",2004,461
"684",611000,"Powiat łukowski",2004,504
"685",612000,"Powiat opolski",2004,412
"686",613000,"Powiat parczewski",2004,529
"687",614000,"Powiat puławski",2004,444
"688",615000,"Powiat radzyński",2004,406
"689",616000,"Powiat rycki",2004,526
"690",617000,"Powiat świdnicki",2004,437
"691",618000,"Powiat tomaszowski",2004,518
"692",619000,"Powiat włodawski",2004,696
"693",620000,"Powiat zamojski",2004,267
"694",801000,"Powiat gorzowski",2004,463
"695",802000,"Powiat krośnieński",2004,501
"696",803000,"Powiat międzyrzecki",2004,605
"697",804000,"Powiat nowosolski",2004,522
"698",805000,"Powiat słubicki",2004,588
"699",806000,"Powiat strzelecko-drezdenecki",2004,534
"700",807000,"Powiat sulęciński",2004,626
"701",808000,"Powiat świebodziński",2004,741
"702",809000,"Powiat zielonogórski",2004,481
"703",810000,"Powiat żagański",2004,549
"704",811000,"Powiat żarski",2004,633
"705",812000,"Powiat wschowski",2004,658
"706",1001000,"Powiat bełchatowski",2004,484
"707",1002000,"Powiat kutnowski",2004,598
"708",1003000,"Powiat łaski",2004,451
"709",1004000,"Powiat łęczycki",2004,614
"710",1005000,"Powiat łowicki",2004,493
"711",1006000,"Powiat łódzki wschodni",2004,412
"712",1007000,"Powiat opoczyński",2004,433
"713",1008000,"Powiat pabianicki",2004,419
"714",1009000,"Powiat pajęczański",2004,365
"715",1010000,"Powiat piotrkowski",2004,352
"716",1011000,"Powiat poddębicki",2004,598
"717",1012000,"Powiat radomszczański",2004,562
"718",1013000,"Powiat rawski",2004,688
"719",1014000,"Powiat sieradzki",2004,575
"720",1015000,"Powiat skierniewicki",2004,268
"721",1016000,"Powiat tomaszowski",2004,455
"722",1017000,"Powiat wieluński",2004,492
"723",1018000,"Powiat wieruszowski",2004,493
"724",1019000,"Powiat zduńskowolski",2004,545
"725",1020000,"Powiat zgierski",2004,439
"726",1021000,"Powiat brzeziński",2004,547
"727",1201000,"Powiat bocheński",2004,474
"728",1202000,"Powiat brzeski",2004,446
"729",1203000,"Powiat chrzanowski",2004,378
"730",1204000,"Powiat dąbrowski",2004,375
"731",1205000,"Powiat gorlicki",2004,526
"732",1206000,"Powiat krakowski",2004,309
"733",1207000,"Powiat limanowski",2004,449
"734",1208000,"Powiat miechowski",2004,628
"735",1209000,"Powiat myślenicki",2004,407
"736",1210000,"Powiat nowosądecki",2004,343
"737",1211000,"Powiat nowotarski",2004,426
"738",1212000,"Powiat olkuski",2004,461
"739",1213000,"Powiat oświęcimski",2004,546
"740",1214000,"Powiat proszowicki",2004,507
"741",1215000,"Powiat suski",2004,544
"742",1216000,"Powiat tarnowski",2004,299
"743",1217000,"Powiat tatrzański",2004,523
"744",1218000,"Powiat wadowicki",2004,440
"745",1219000,"Powiat wielicki",2004,276
"746",1401000,"Powiat białobrzeski",2004,481
"747",1402000,"Powiat ciechanowski",2004,553
"748",1403000,"Powiat garwoliński",2004,594
"749",1404000,"Powiat gostyniński",2004,558
"750",1405000,"Powiat grodziski",2004,661
"751",1406000,"Powiat grójecki",2004,511
"752",1407000,"Powiat kozienicki",2004,523
"753",1408000,"Powiat legionowski",2004,348
"754",1409000,"Powiat lipski",2004,660
"755",1410000,"Powiat łosicki",2004,591
"756",1411000,"Powiat makowski",2004,563
"757",1412000,"Powiat miński",2004,477
"758",1413000,"Powiat mławski",2004,441
"759",1414000,"Powiat nowodworski",2004,378
"760",1415000,"Powiat ostrołęcki",2004,461
"761",1416000,"Powiat ostrowski",2004,471
"762",1417000,"Powiat otwocki",2004,514
"763",1418000,"Powiat piaseczyński",2004,597
"764",1419000,"Powiat płocki",2004,444
"765",1420000,"Powiat płoński",2004,483
"766",1421000,"Powiat pruszkowski",2004,411
"767",1422000,"Powiat przasnyski",2004,605
"768",1423000,"Powiat przysuski",2004,667
"769",1424000,"Powiat pułtuski",2004,707
"770",1425000,"Powiat radomski",2004,424
"771",1426000,"Powiat siedlecki",2004,232
"772",1427000,"Powiat sierpecki",2004,497
"773",1428000,"Powiat sochaczewski",2004,515
"774",1429000,"Powiat sokołowski",2004,588
"775",1430000,"Powiat szydłowiecki",2004,450
"776",1432000,"Powiat warszawski zachodni",2004,463
"777",1433000,"Powiat węgrowski",2004,519
"778",1434000,"Powiat wołomiński",2004,303
"779",1435000,"Powiat wyszkowski",2004,573
"780",1436000,"Powiat zwoleński",2004,430
"781",1437000,"Powiat żuromiński",2004,540
"782",1438000,"Powiat żyrardowski",2004,420
"783",1601000,"Powiat brzeski",2004,572
"784",1602000,"Powiat głubczycki",2004,701
"785",1603000,"Powiat kędzierzyńsko-kozielski",2004,443
"786",1604000,"Powiat kluczborski",2004,650
"787",1605000,"Powiat krapkowicki",2004,268
"788",1606000,"Powiat namysłowski",2004,533
"789",1607000,"Powiat nyski",2004,473
"790",1608000,"Powiat oleski",2004,486
"791",1609000,"Powiat opolski",2004,339
"792",1610000,"Powiat prudnicki",2004,506
"793",1611000,"Powiat strzelecki",2004,470
"794",1801000,"Powiat bieszczadzki",2004,742
"795",1802000,"Powiat brzozowski",2004,436
"796",1803000,"Powiat dębicki",2004,477
"797",1804000,"Powiat jarosławski",2004,542
"798",1805000,"Powiat jasielski",2004,469
"799",1806000,"Powiat kolbuszowski",2004,423
"800",1807000,"Powiat krośnieński",2004,331
"801",1808000,"Powiat leżajski",2004,562
"802",1809000,"Powiat lubaczowski",2004,910
"803",1810000,"Powiat łańcucki",2004,407
"804",1811000,"Powiat mielecki",2004,527
"805",1812000,"Powiat niżański",2004,388
"806",1813000,"Powiat przemyski",2004,282
"807",1814000,"Powiat przeworski",2004,393
"808",1815000,"Powiat ropczycko-sędziszowski",2004,480
"809",1816000,"Powiat rzeszowski",2004,312
"810",1817000,"Powiat sanocki",2004,487
"811",1818000,"Powiat stalowowolski",2004,475
"812",1819000,"Powiat strzyżowski",2004,490
"813",1820000,"Powiat tarnobrzeski",2004,439
"814",1821000,"Powiat leski",2004,743
"815",2001000,"Powiat augustowski",2004,549
"816",2002000,"Powiat białostocki",2004,437
"817",2003000,"Powiat bielski",2004,589
"818",2004000,"Powiat grajewski",2004,485
"819",2005000,"Powiat hajnowski",2004,535
"820",2006000,"Powiat kolneński",2004,364
"821",2007000,"Powiat łomżyński",2004,374
"822",2008000,"Powiat moniecki",2004,477
"823",2009000,"Powiat sejneński",2004,622
"824",2010000,"Powiat siemiatycki",2004,514
"825",2011000,"Powiat sokólski",2004,495
"826",2012000,"Powiat suwalski",2004,496
"827",2013000,"Powiat wysokomazowiecki",2004,557
"828",2014000,"Powiat zambrowski",2004,496
"829",2201000,"Powiat bytowski",2004,610
"830",2202000,"Powiat chojnicki",2004,557
"831",2203000,"Powiat człuchowski",2004,679
"832",2204000,"Powiat gdański",2004,269
"833",2205000,"Powiat kartuski",2004,432
"834",2206000,"Powiat kościerski",2004,610
"835",2207000,"Powiat kwidzyński",2004,629
"836",2208000,"Powiat lęborski",2004,655
"837",2209000,"Powiat malborski",2004,646
"838",2210000,"Powiat nowodworski",2004,642
"839",2211000,"Powiat pucki",2004,536
"840",2212000,"Powiat słupski",2004,456
"841",2213000,"Powiat starogardzki",2004,514
"842",2214000,"Powiat tczewski",2004,583
"843",2215000,"Powiat wejherowski",2004,407
"844",2216000,"Powiat sztumski",2004,551
"845",2401000,"Powiat będziński",2004,390
"846",2402000,"Powiat bielski",2004,283
"847",2403000,"Powiat cieszyński",2004,531
"848",2404000,"Powiat częstochowski",2004,293
"849",2405000,"Powiat gliwicki",2004,282
"850",2406000,"Powiat kłobucki",2004,327
"851",2407000,"Powiat lubliniecki",2004,612
"852",2408000,"Powiat mikołowski",2004,453
"853",2409000,"Powiat myszkowski",2004,395
"854",2410000,"Powiat pszczyński",2004,383
"855",2411000,"Powiat raciborski",2004,706
"856",2412000,"Powiat rybnicki",2004,250
"857",2413000,"Powiat tarnogórski",2004,615
"858",2414000,"Powiat bieruńsko-lędziński",2004,313
"859",2415000,"Powiat wodzisławski",2004,430
"860",2416000,"Powiat zawierciański",2004,495
"861",2417000,"Powiat żywiecki",2004,429
"862",2601000,"Powiat buski",2004,666
"863",2602000,"Powiat jędrzejowski",2004,529
"864",2603000,"Powiat kazimierski",2004,635
"865",2604000,"Powiat kielecki",2004,313
"866",2605000,"Powiat konecki",2004,455
"867",2606000,"Powiat opatowski",2004,716
"868",2607000,"Powiat ostrowiecki",2004,578
"869",2608000,"Powiat pińczowski",2004,547
"870",2609000,"Powiat sandomierski",2004,528
"871",2610000,"Powiat skarżyski",2004,590
"872",2611000,"Powiat starachowicki",2004,591
"873",2612000,"Powiat staszowski",2004,581
"874",2613000,"Powiat włoszczowski",2004,493
"875",2801000,"Powiat bartoszycki",2004,585
"876",2802000,"Powiat braniewski",2004,618
"877",2803000,"Powiat działdowski",2004,492
"878",2804000,"Powiat elbląski",2004,543
"879",2805000,"Powiat ełcki",2004,650
"880",2806000,"Powiat giżycki",2004,634
"881",2807000,"Powiat iławski",2004,521
"882",2808000,"Powiat kętrzyński",2004,727
"883",2809000,"Powiat lidzbarski",2004,593
"884",2810000,"Powiat mrągowski",2004,628
"885",2811000,"Powiat nidzicki",2004,583
"886",2812000,"Powiat nowomiejski",2004,443
"887",2813000,"Powiat olecki",2004,694
"888",2814000,"Powiat olsztyński",2004,533
"889",2815000,"Powiat ostródzki",2004,539
"890",2816000,"Powiat piski",2004,611
"891",2817000,"Powiat szczycieński",2004,520
"892",2818000,"Powiat gołdapski",2004,577
"893",2819000,"Powiat węgorzewski",2004,879
"894",3001000,"Powiat chodzieski",2004,610
"895",3002000,"Powiat czarnkowsko-trzcianecki",2004,672
"896",3003000,"Powiat gnieźnieński",2004,540
"897",3004000,"Powiat gostyński",2004,551
"898",3005000,"Powiat grodziski",2004,399
"899",3006000,"Powiat jarociński",2004,494
"900",3007000,"Powiat kaliski",2004,268
"901",3008000,"Powiat kępiński",2004,441
"902",3009000,"Powiat kolski",2004,482
"903",3010000,"Powiat koniński",2004,271
"904",3011000,"Powiat kościański",2004,440
"905",3012000,"Powiat krotoszyński",2004,570
"906",3013000,"Powiat leszczyński",2004,282
"907",3014000,"Powiat międzychodzki",2004,678
"908",3015000,"Powiat nowotomyski",2004,418
"909",3016000,"Powiat obornicki",2004,498
"910",3017000,"Powiat ostrowski",2004,474
"911",3018000,"Powiat ostrzeszowski",2004,639
"912",3019000,"Powiat pilski",2004,574
"913",3020000,"Powiat pleszewski",2004,777
"914",3021000,"Powiat poznański",2004,310
"915",3022000,"Powiat rawicki",2004,470
"916",3023000,"Powiat słupecki",2004,612
"917",3024000,"Powiat szamotulski",2004,481
"918",3025000,"Powiat średzki",2004,526
"919",3026000,"Powiat śremski",2004,544
"920",3027000,"Powiat turecki",2004,514
"921",3028000,"Powiat wągrowiecki",2004,541
"922",3029000,"Powiat wolsztyński",2004,514
"923",3030000,"Powiat wrzesiński",2004,491
"924",3031000,"Powiat złotowski",2004,482
"925",3201000,"Powiat białogardzki",2004,825
"926",3202000,"Powiat choszczeński",2004,521
"927",3203000,"Powiat drawski",2004,559
"928",3204000,"Powiat goleniowski",2004,572
"929",3205000,"Powiat gryficki",2004,668
"930",3206000,"Powiat gryfiński",2004,626
"931",3207000,"Powiat kamieński",2004,707
"932",3208000,"Powiat kołobrzeski",2004,582
"933",3209000,"Powiat koszaliński",2004,688
"934",3210000,"Powiat myśliborski",2004,588
"935",3211000,"Powiat policki",2004,510
"936",3212000,"Powiat pyrzycki",2004,703
"937",3213000,"Powiat sławieński",2004,559
"938",3214000,"Powiat stargardzki",2004,501
"939",3215000,"Powiat szczecinecki",2004,672
"940",3216000,"Powiat świdwiński",2004,617
"941",3217000,"Powiat wałecki",2004,418
"942",3218000,"Powiat łobeski",2004,534
"943",201000,"Powiat bolesławiecki",2005,542
"944",202000,"Powiat dzierżoniowski",2005,499
"945",203000,"Powiat głogowski",2005,640
"946",204000,"Powiat górowski",2005,661
"947",205000,"Powiat jaworski",2005,607
"948",206000,"Powiat jeleniogórski",2005,779
"949",207000,"Powiat kamiennogórski",2005,532
"950",208000,"Powiat kłodzki",2005,747
"951",209000,"Powiat legnicki",2005,652
"952",210000,"Powiat lubański",2005,648
"953",211000,"Powiat lubiński",2005,524
"954",212000,"Powiat lwówecki",2005,694
"955",213000,"Powiat milicki",2005,838
"956",214000,"Powiat oleśnicki",2005,669
"957",215000,"Powiat oławski",2005,470
"958",216000,"Powiat polkowicki",2005,373
"959",217000,"Powiat strzeliński",2005,605
"960",218000,"Powiat średzki",2005,440
"961",219000,"Powiat świdnicki",2005,608
"962",220000,"Powiat trzebnicki",2005,456
"963",221000,"Powiat wałbrzyski",2005,535
"964",222000,"Powiat wołowski",2005,603
"965",223000,"Powiat wrocławski",2005,460
"966",224000,"Powiat ząbkowicki",2005,711
"967",225000,"Powiat zgorzelecki",2005,536
"968",226000,"Powiat złotoryjski",2005,690
"969",401000,"Powiat aleksandrowski",2005,500
"970",402000,"Powiat brodnicki",2005,462
"971",403000,"Powiat bydgoski",2005,366
"972",404000,"Powiat chełmiński",2005,582
"973",405000,"Powiat golubsko-dobrzyński",2005,490
"974",406000,"Powiat grudziądzki",2005,304
"975",407000,"Powiat inowrocławski",2005,544
"976",408000,"Powiat lipnowski",2005,446
"977",409000,"Powiat mogileński",2005,648
"978",410000,"Powiat nakielski",2005,498
"979",411000,"Powiat radziejowski",2005,632
"980",412000,"Powiat rypiński",2005,507
"981",413000,"Powiat sępoleński",2005,686
"982",414000,"Powiat świecki",2005,560
"983",415000,"Powiat toruński",2005,541
"984",416000,"Powiat tucholski",2005,751
"985",417000,"Powiat wąbrzeski",2005,920
"986",418000,"Powiat włocławski",2005,427
"987",419000,"Powiat żniński",2005,585
"988",601000,"Powiat bialski",2005,470
"989",602000,"Powiat biłgorajski",2005,614
"990",603000,"Powiat chełmski",2005,430
"991",604000,"Powiat hrubieszowski",2005,501
"992",605000,"Powiat janowski",2005,594
"993",606000,"Powiat krasnostawski",2005,777
"994",607000,"Powiat kraśnicki",2005,562
"995",608000,"Powiat lubartowski",2005,478
"996",609000,"Powiat lubelski",2005,443
"997",610000,"Powiat łęczyński",2005,671
"998",611000,"Powiat łukowski",2005,609
"999",612000,"Powiat opolski",2005,440
"1000",613000,"Powiat parczewski",2005,583
"1001",614000,"Powiat puławski",2005,518
"1002",615000,"Powiat radzyński",2005,443
"1003",616000,"Powiat rycki",2005,577
"1004",617000,"Powiat świdnicki",2005,511
"1005",618000,"Powiat tomaszowski",2005,537
"1006",619000,"Powiat włodawski",2005,810
"1007",620000,"Powiat zamojski",2005,274
"1008",801000,"Powiat gorzowski",2005,474
"1009",802000,"Powiat krośnieński",2005,605
"1010",803000,"Powiat międzyrzecki",2005,731
"1011",804000,"Powiat nowosolski",2005,613
"1012",805000,"Powiat słubicki",2005,715
"1013",806000,"Powiat strzelecko-drezdenecki",2005,567
"1014",807000,"Powiat sulęciński",2005,842
"1015",808000,"Powiat świebodziński",2005,756
"1016",809000,"Powiat zielonogórski",2005,503
"1017",810000,"Powiat żagański",2005,560
"1018",811000,"Powiat żarski",2005,664
"1019",812000,"Powiat wschowski",2005,656
"1020",1001000,"Powiat bełchatowski",2005,520
"1021",1002000,"Powiat kutnowski",2005,666
"1022",1003000,"Powiat łaski",2005,591
"1023",1004000,"Powiat łęczycki",2005,644
"1024",1005000,"Powiat łowicki",2005,519
"1025",1006000,"Powiat łódzki wschodni",2005,442
"1026",1007000,"Powiat opoczyński",2005,439
"1027",1008000,"Powiat pabianicki",2005,461
"1028",1009000,"Powiat pajęczański",2005,388
"1029",1010000,"Powiat piotrkowski",2005,388
"1030",1011000,"Powiat poddębicki",2005,539
"1031",1012000,"Powiat radomszczański",2005,580
"1032",1013000,"Powiat rawski",2005,740
"1033",1014000,"Powiat sieradzki",2005,621
"1034",1015000,"Powiat skierniewicki",2005,330
"1035",1016000,"Powiat tomaszowski",2005,532
"1036",1017000,"Powiat wieluński",2005,568
"1037",1018000,"Powiat wieruszowski",2005,616
"1038",1019000,"Powiat zduńskowolski",2005,626
"1039",1020000,"Powiat zgierski",2005,465
"1040",1021000,"Powiat brzeziński",2005,563
"1041",1201000,"Powiat bocheński",2005,515
"1042",1202000,"Powiat brzeski",2005,454
"1043",1203000,"Powiat chrzanowski",2005,432
"1044",1204000,"Powiat dąbrowski",2005,402
"1045",1205000,"Powiat gorlicki",2005,610
"1046",1206000,"Powiat krakowski",2005,371
