"","Kod","Nazwa","rok","Przestepstwa_stwierdzone_przez_Policje_w_zakonczonych_postepowaniach_przygotowawczych_wskaznik_wykrywalnosci_sprawcow_przestepstw_stwierdzonych_przez_Policje_ogolem_proc"
"17530",461000,"Powiat m.Bydgoszcz",2012,NA
"17531",462000,"Powiat m.Grudziądz",2012,NA
"17532",463000,"Powiat m.Toruń",2012,NA
"17533",464000,"Powiat m.Włocławek",2012,NA
"17534",601000,"Powiat bialski",2012,NA
"17535",602000,"Powiat biłgorajski",2012,NA
"17536",603000,"Powiat chełmski",2012,NA
"17537",604000,"Powiat hrubieszowski",2012,NA
"17538",605000,"Powiat janowski",2012,NA
"17539",606000,"Powiat krasnostawski",2012,NA
"17540",607000,"Powiat kraśnicki",2012,NA
"17541",608000,"Powiat lubartowski",2012,NA
"17542",609000,"Powiat lubelski",2012,NA
"17543",610000,"Powiat łęczyński",2012,NA
"17544",611000,"Powiat łukowski",2012,NA
"17545",612000,"Powiat opolski",2012,NA
"17546",613000,"Powiat parczewski",2012,NA
"17547",614000,"Powiat puławski",2012,NA
"17548",615000,"Powiat radzyński",2012,NA
"17549",616000,"Powiat rycki",2012,NA
"17550",617000,"Powiat świdnicki",2012,NA
"17551",618000,"Powiat tomaszowski",2012,NA
"17552",619000,"Powiat włodawski",2012,NA
"17553",620000,"Powiat zamojski",2012,NA
"17554",661000,"Powiat m.Biała Podlaska",2012,NA
"17555",662000,"Powiat m.Chełm",2012,NA
"17556",663000,"Powiat m.Lublin",2012,NA
"17557",664000,"Powiat m.Zamość",2012,NA
"17558",801000,"Powiat gorzowski",2012,NA
"17559",802000,"Powiat krośnieński",2012,NA
"17560",803000,"Powiat międzyrzecki",2012,NA
"17561",804000,"Powiat nowosolski",2012,NA
"17562",805000,"Powiat słubicki",2012,NA
"17563",806000,"Powiat strzelecko-drezdenecki",2012,NA
"17564",807000,"Powiat sulęciński",2012,NA
"17565",808000,"Powiat świebodziński",2012,NA
"17566",809000,"Powiat zielonogórski",2012,NA
"17567",810000,"Powiat żagański",2012,NA
"17568",811000,"Powiat żarski",2012,NA
"17569",812000,"Powiat wschowski",2012,NA
"17570",861000,"Powiat m.Gorzów Wielkopolski",2012,NA
"17571",862000,"Powiat m.Zielona Góra",2012,NA
"17572",1001000,"Powiat bełchatowski",2012,NA
"17573",1002000,"Powiat kutnowski",2012,NA
"17574",1003000,"Powiat łaski",2012,NA
"17575",1004000,"Powiat łęczycki",2012,NA
"17576",1005000,"Powiat łowicki",2012,NA
"17577",1006000,"Powiat łódzki wschodni",2012,NA
"17578",1007000,"Powiat opoczyński",2012,NA
"17579",1008000,"Powiat pabianicki",2012,NA
"17580",1009000,"Powiat pajęczański",2012,NA
"17581",1010000,"Powiat piotrkowski",2012,NA
"17582",1011000,"Powiat poddębicki",2012,NA
"17583",1012000,"Powiat radomszczański",2012,NA
"17584",1013000,"Powiat rawski",2012,NA
"17585",1014000,"Powiat sieradzki",2012,NA
"17586",1015000,"Powiat skierniewicki",2012,NA
"17587",1016000,"Powiat tomaszowski",2012,NA
"17588",1017000,"Powiat wieluński",2012,NA
"17589",1018000,"Powiat wieruszowski",2012,NA
"17590",1019000,"Powiat zduńskowolski",2012,NA
"17591",1020000,"Powiat zgierski",2012,NA
"17592",1021000,"Powiat brzeziński",2012,NA
"17593",1061000,"Powiat m.Łódź",2012,NA
"17594",1062000,"Powiat m.Piotrków Trybunalski",2012,NA
"17595",1063000,"Powiat m.Skierniewice",2012,NA
"17596",1201000,"Powiat bocheński",2012,NA
"17597",1202000,"Powiat brzeski",2012,NA
"17598",1203000,"Powiat chrzanowski",2012,NA
"17599",1204000,"Powiat dąbrowski",2012,NA
"17600",1205000,"Powiat gorlicki",2012,NA
"17601",1206000,"Powiat krakowski",2012,NA
"17602",1207000,"Powiat limanowski",2012,NA
"17603",1208000,"Powiat miechowski",2012,NA
"17604",1209000,"Powiat myślenicki",2012,NA
"17605",1210000,"Powiat nowosądecki",2012,NA
"17606",1211000,"Powiat nowotarski",2012,NA
"17607",1212000,"Powiat olkuski",2012,NA
"17608",1213000,"Powiat oświęcimski",2012,NA
"17609",1214000,"Powiat proszowicki",2012,NA
"17610",1215000,"Powiat suski",2012,NA
"17611",1216000,"Powiat tarnowski",2012,NA
"17612",1217000,"Powiat tatrzański",2012,NA
"17613",1218000,"Powiat wadowicki",2012,NA
"17614",1219000,"Powiat wielicki",2012,NA
"17615",1261000,"Powiat m.Kraków",2012,NA
"17616",1262000,"Powiat m.Nowy Sącz",2012,NA
"17617",1263000,"Powiat m.Tarnów",2012,NA
"17618",1401000,"Powiat białobrzeski",2012,NA
"17619",1402000,"Powiat ciechanowski",2012,NA
"17620",1403000,"Powiat garwoliński",2012,NA
"17621",1404000,"Powiat gostyniński",2012,NA
"17622",1405000,"Powiat grodziski",2012,NA
"17623",1406000,"Powiat grójecki",2012,NA
"17624",1407000,"Powiat kozienicki",2012,NA
"17625",1408000,"Powiat legionowski",2012,NA
"17626",1409000,"Powiat lipski",2012,NA
"17627",1410000,"Powiat łosicki",2012,NA
"17628",1411000,"Powiat makowski",2012,NA
"17629",1412000,"Powiat miński",2012,NA
"17630",1413000,"Powiat mławski",2012,NA
"17631",1414000,"Powiat nowodworski",2012,NA
"17632",1415000,"Powiat ostrołęcki",2012,NA
"17633",1416000,"Powiat ostrowski",2012,NA
"17634",1417000,"Powiat otwocki",2012,NA
"17635",1418000,"Powiat piaseczyński",2012,NA
"17636",1419000,"Powiat płocki",2012,NA
"17637",1420000,"Powiat płoński",2012,NA
"17638",1421000,"Powiat pruszkowski",2012,NA
"17639",1422000,"Powiat przasnyski",2012,NA
"17640",1423000,"Powiat przysuski",2012,NA
"17641",1424000,"Powiat pułtuski",2012,NA
"17642",1425000,"Powiat radomski",2012,NA
"17643",1426000,"Powiat siedlecki",2012,NA
"17644",1427000,"Powiat sierpecki",2012,NA
"17645",1428000,"Powiat sochaczewski",2012,NA
"17646",1429000,"Powiat sokołowski",2012,NA
"17647",1430000,"Powiat szydłowiecki",2012,NA
"17648",1432000,"Powiat warszawski zachodni",2012,NA
"17649",1433000,"Powiat węgrowski",2012,NA
"17650",1434000,"Powiat wołomiński",2012,NA
"17651",1435000,"Powiat wyszkowski",2012,NA
"17652",1436000,"Powiat zwoleński",2012,NA
"17653",1437000,"Powiat żuromiński",2012,NA
"17654",1438000,"Powiat żyrardowski",2012,NA
"17655",1461000,"Powiat m.Ostrołęka",2012,NA
"17656",1462000,"Powiat m.Płock",2012,NA
"17657",1463000,"Powiat m.Radom",2012,NA
"17658",1464000,"Powiat m.Siedlce",2012,NA
"17659",1465000,"Powiat m. st. Warszawa",2012,NA
"17660",1601000,"Powiat brzeski",2012,NA
"17661",1602000,"Powiat głubczycki",2012,NA
"17662",1603000,"Powiat kędzierzyńsko-kozielski",2012,NA
"17663",1604000,"Powiat kluczborski",2012,NA
"17664",1605000,"Powiat krapkowicki",2012,NA
"17665",1606000,"Powiat namysłowski",2012,NA
"17666",1607000,"Powiat nyski",2012,NA
"17667",1608000,"Powiat oleski",2012,NA
"17668",1609000,"Powiat opolski",2012,NA
"17669",1610000,"Powiat prudnicki",2012,NA
"17670",1611000,"Powiat strzelecki",2012,NA
"17671",1661000,"Powiat m.Opole",2012,NA
"17672",1801000,"Powiat bieszczadzki",2012,NA
"17673",1802000,"Powiat brzozowski",2012,NA
"17674",1803000,"Powiat dębicki",2012,NA
"17675",1804000,"Powiat jarosławski",2012,NA
"17676",1805000,"Powiat jasielski",2012,NA
"17677",1806000,"Powiat kolbuszowski",2012,NA
"17678",1807000,"Powiat krośnieński",2012,NA
"17679",1808000,"Powiat leżajski",2012,NA
"17680",1809000,"Powiat lubaczowski",2012,NA
"17681",1810000,"Powiat łańcucki",2012,NA
"17682",1811000,"Powiat mielecki",2012,NA
"17683",1812000,"Powiat niżański",2012,NA
"17684",1813000,"Powiat przemyski",2012,NA
"17685",1814000,"Powiat przeworski",2012,NA
"17686",1815000,"Powiat ropczycko-sędziszowski",2012,NA
"17687",1816000,"Powiat rzeszowski",2012,NA
"17688",1817000,"Powiat sanocki",2012,NA
"17689",1818000,"Powiat stalowowolski",2012,NA
"17690",1819000,"Powiat strzyżowski",2012,NA
"17691",1820000,"Powiat tarnobrzeski",2012,NA
"17692",1821000,"Powiat leski",2012,NA
"17693",1861000,"Powiat m.Krosno",2012,NA
"17694",1862000,"Powiat m.Przemyśl",2012,NA
"17695",1863000,"Powiat m.Rzeszów",2012,NA
"17696",1864000,"Powiat m.Tarnobrzeg",2012,NA
"17697",2001000,"Powiat augustowski",2012,NA
"17698",2002000,"Powiat białostocki",2012,NA
"17699",2003000,"Powiat bielski",2012,NA
"17700",2004000,"Powiat grajewski",2012,NA
"17701",2005000,"Powiat hajnowski",2012,NA
"17702",2006000,"Powiat kolneński",2012,NA
"17703",2007000,"Powiat łomżyński",2012,NA
"17704",2008000,"Powiat moniecki",2012,NA
"17705",2009000,"Powiat sejneński",2012,NA
"17706",2010000,"Powiat siemiatycki",2012,NA
"17707",2011000,"Powiat sokólski",2012,NA
"17708",2012000,"Powiat suwalski",2012,NA
"17709",2013000,"Powiat wysokomazowiecki",2012,NA
"17710",2014000,"Powiat zambrowski",2012,NA
"17711",2061000,"Powiat m.Białystok",2012,NA
"17712",2062000,"Powiat m.Łomża",2012,NA
"17713",2063000,"Powiat m.Suwałki",2012,NA
"17714",2201000,"Powiat bytowski",2012,NA
"17715",2202000,"Powiat chojnicki",2012,NA
"17716",2203000,"Powiat człuchowski",2012,NA
"17717",2204000,"Powiat gdański",2012,NA
"17718",2205000,"Powiat kartuski",2012,NA
"17719",2206000,"Powiat kościerski",2012,NA
"17720",2207000,"Powiat kwidzyński",2012,NA
"17721",2208000,"Powiat lęborski",2012,NA
"17722",2209000,"Powiat malborski",2012,NA
"17723",2210000,"Powiat nowodworski",2012,NA
"17724",2211000,"Powiat pucki",2012,NA
"17725",2212000,"Powiat słupski",2012,NA
"17726",2213000,"Powiat starogardzki",2012,NA
"17727",2214000,"Powiat tczewski",2012,NA
"17728",2215000,"Powiat wejherowski",2012,NA
"17729",2216000,"Powiat sztumski",2012,NA
"17730",2261000,"Powiat m.Gdańsk",2012,NA
"17731",2262000,"Powiat m.Gdynia",2012,NA
"17732",2263000,"Powiat m.Słupsk",2012,NA
"17733",2264000,"Powiat m.Sopot",2012,NA
"17734",2401000,"Powiat będziński",2012,NA
"17735",2402000,"Powiat bielski",2012,NA
"17736",2403000,"Powiat cieszyński",2012,NA
"17737",2404000,"Powiat częstochowski",2012,NA
"17738",2405000,"Powiat gliwicki",2012,NA
"17739",2406000,"Powiat kłobucki",2012,NA
"17740",2407000,"Powiat lubliniecki",2012,NA
"17741",2408000,"Powiat mikołowski",2012,NA
"17742",2409000,"Powiat myszkowski",2012,NA
"17743",2410000,"Powiat pszczyński",2012,NA
"17744",2411000,"Powiat raciborski",2012,NA
"17745",2412000,"Powiat rybnicki",2012,NA
"17746",2413000,"Powiat tarnogórski",2012,NA
"17747",2414000,"Powiat bieruńsko-lędziński",2012,NA
"17748",2415000,"Powiat wodzisławski",2012,NA
"17749",2416000,"Powiat zawierciański",2012,NA
"17750",2417000,"Powiat żywiecki",2012,NA
"17751",2461000,"Powiat m.Bielsko-Biała",2012,NA
"17752",2462000,"Powiat m.Bytom",2012,NA
"17753",2463000,"Powiat m.Chorzów",2012,NA
"17754",2464000,"Powiat m.Częstochowa",2012,NA
"17755",2465000,"Powiat m.Dąbrowa Górnicza",2012,NA
"17756",2466000,"Powiat m.Gliwice",2012,NA
"17757",2467000,"Powiat m.Jastrzębie-Zdrój",2012,NA
"17758",2468000,"Powiat m.Jaworzno",2012,NA
"17759",2469000,"Powiat m.Katowice",2012,NA
"17760",2470000,"Powiat m.Mysłowice",2012,NA
"17761",2471000,"Powiat m.Piekary Śląskie",2012,NA
"17762",2472000,"Powiat m.Ruda Śląska",2012,NA
"17763",2473000,"Powiat m.Rybnik",2012,NA
"17764",2474000,"Powiat m.Siemianowice Śląskie",2012,NA
"17765",2475000,"Powiat m.Sosnowiec",2012,NA
"17766",2476000,"Powiat m.Świętochłowice",2012,NA
"17767",2477000,"Powiat m.Tychy",2012,NA
"17768",2478000,"Powiat m.Zabrze",2012,NA
"17769",2479000,"Powiat m.Żory",2012,NA
"17770",2601000,"Powiat buski",2012,NA
"17771",2602000,"Powiat jędrzejowski",2012,NA
"17772",2603000,"Powiat kazimierski",2012,NA
"17773",2604000,"Powiat kielecki",2012,NA
"17774",2605000,"Powiat konecki",2012,NA
"17775",2606000,"Powiat opatowski",2012,NA
"17776",2607000,"Powiat ostrowiecki",2012,NA
"17777",2608000,"Powiat pińczowski",2012,NA
"17778",2609000,"Powiat sandomierski",2012,NA
"17779",2610000,"Powiat skarżyski",2012,NA
"17780",2611000,"Powiat starachowicki",2012,NA
"17781",2612000,"Powiat staszowski",2012,NA
"17782",2613000,"Powiat włoszczowski",2012,NA
"17783",2661000,"Powiat m.Kielce",2012,NA
"17784",2801000,"Powiat bartoszycki",2012,NA
"17785",2802000,"Powiat braniewski",2012,NA
"17786",2803000,"Powiat działdowski",2012,NA
"17787",2804000,"Powiat elbląski",2012,NA
"17788",2805000,"Powiat ełcki",2012,NA
"17789",2806000,"Powiat giżycki",2012,NA
"17790",2807000,"Powiat iławski",2012,NA
"17791",2808000,"Powiat kętrzyński",2012,NA
"17792",2809000,"Powiat lidzbarski",2012,NA
"17793",2810000,"Powiat mrągowski",2012,NA
"17794",2811000,"Powiat nidzicki",2012,NA
"17795",2812000,"Powiat nowomiejski",2012,NA
"17796",2813000,"Powiat olecki",2012,NA
"17797",2814000,"Powiat olsztyński",2012,NA
"17798",2815000,"Powiat ostródzki",2012,NA
"17799",2816000,"Powiat piski",2012,NA
"17800",2817000,"Powiat szczycieński",2012,NA
"17801",2818000,"Powiat gołdapski",2012,NA
"17802",2819000,"Powiat węgorzewski",2012,NA
"17803",2861000,"Powiat m.Elbląg",2012,NA
"17804",2862000,"Powiat m.Olsztyn",2012,NA
"17805",3001000,"Powiat chodzieski",2012,NA
"17806",3002000,"Powiat czarnkowsko-trzcianecki",2012,NA
"17807",3003000,"Powiat gnieźnieński",2012,NA
"17808",3004000,"Powiat gostyński",2012,NA
"17809",3005000,"Powiat grodziski",2012,NA
"17810",3006000,"Powiat jarociński",2012,NA
"17811",3007000,"Powiat kaliski",2012,NA
"17812",3008000,"Powiat kępiński",2012,NA
"17813",3009000,"Powiat kolski",2012,NA
"17814",3010000,"Powiat koniński",2012,NA
"17815",3011000,"Powiat kościański",2012,NA
"17816",3012000,"Powiat krotoszyński",2012,NA
"17817",3013000,"Powiat leszczyński",2012,NA
"17818",3014000,"Powiat międzychodzki",2012,NA
"17819",3015000,"Powiat nowotomyski",2012,NA
"17820",3016000,"Powiat obornicki",2012,NA
"17821",3017000,"Powiat ostrowski",2012,NA
"17822",3018000,"Powiat ostrzeszowski",2012,NA
"17823",3019000,"Powiat pilski",2012,NA
"17824",3020000,"Powiat pleszewski",2012,NA
"17825",3021000,"Powiat poznański",2012,NA
"17826",3022000,"Powiat rawicki",2012,NA
"17827",3023000,"Powiat słupecki",2012,NA
"17828",3024000,"Powiat szamotulski",2012,NA
"17829",3025000,"Powiat średzki",2012,NA
"17830",3026000,"Powiat śremski",2012,NA
"17831",3027000,"Powiat turecki",2012,NA
"17832",3028000,"Powiat wągrowiecki",2012,NA
"17833",3029000,"Powiat wolsztyński",2012,NA
"17834",3030000,"Powiat wrzesiński",2012,NA
"17835",3031000,"Powiat złotowski",2012,NA
"17836",3061000,"Powiat m.Kalisz",2012,NA
"17837",3062000,"Powiat m.Konin",2012,NA
"17838",3063000,"Powiat m.Leszno",2012,NA
"17839",3064000,"Powiat m.Poznań",2012,NA
"17840",3201000,"Powiat białogardzki",2012,NA
"17841",3202000,"Powiat choszczeński",2012,NA
"17842",3203000,"Powiat drawski",2012,NA
"17843",3204000,"Powiat goleniowski",2012,NA
"17844",3205000,"Powiat gryficki",2012,NA
"17845",3206000,"Powiat gryfiński",2012,NA
"17846",3207000,"Powiat kamieński",2012,NA
"17847",3208000,"Powiat kołobrzeski",2012,NA
"17848",3209000,"Powiat koszaliński",2012,NA
"17849",3210000,"Powiat myśliborski",2012,NA
"17850",3211000,"Powiat policki",2012,NA
"17851",3212000,"Powiat pyrzycki",2012,NA
"17852",3213000,"Powiat sławieński",2012,NA
"17853",3214000,"Powiat stargardzki",2012,NA
"17854",3215000,"Powiat szczecinecki",2012,NA
"17855",3216000,"Powiat świdwiński",2012,NA
"17856",3217000,"Powiat wałecki",2012,NA
"17857",3218000,"Powiat łobeski",2012,NA
"17858",3261000,"Powiat m.Koszalin",2012,NA
"17859",3262000,"Powiat m.Szczecin",2012,NA
"17860",3263000,"Powiat m.Świnoujście",2012,NA
"17861",201000,"Powiat bolesławiecki",2013,69.5
"17862",202000,"Powiat dzierżoniowski",2013,77.9
"17863",203000,"Powiat głogowski",2013,83.8
"17864",204000,"Powiat górowski",2013,75.7
"17865",205000,"Powiat jaworski",2013,76.4
"17866",206000,"Powiat jeleniogórski",2013,65.1
"17867",207000,"Powiat kamiennogórski",2013,72.2
"17868",208000,"Powiat kłodzki",2013,70.4
"17869",209000,"Powiat legnicki",2013,73.4
"17870",210000,"Powiat lubański",2013,77.2
"17871",211000,"Powiat lubiński",2013,72.2
"17872",212000,"Powiat lwówecki",2013,76.7
"17873",213000,"Powiat milicki",2013,79.6
"17874",214000,"Powiat oleśnicki",2013,79.7
"17875",215000,"Powiat oławski",2013,78.9
"17876",216000,"Powiat polkowicki",2013,70.2
"17877",217000,"Powiat strzeliński",2013,70.2
"17878",218000,"Powiat średzki",2013,72.8
"17879",219000,"Powiat świdnicki",2013,79.6
"17880",220000,"Powiat trzebnicki",2013,76.6
"17881",221000,"Powiat wałbrzyski",2013,86.7
"17882",222000,"Powiat wołowski",2013,78.2
"17883",223000,"Powiat wrocławski",2013,55.5
"17884",224000,"Powiat ząbkowicki",2013,81.1
"17885",225000,"Powiat zgorzelecki",2013,72.9
"17886",226000,"Powiat złotoryjski",2013,72.2
"17887",261000,"Powiat m.Jelenia Góra",2013,66.1
"17888",262000,"Powiat m.Legnica",2013,71.9
"17889",264000,"Powiat m.Wrocław",2013,50.4
"17890",265000,"Powiat m.Wałbrzych od 2013",2013,78.4
"17891",401000,"Powiat aleksandrowski",2013,70.6
"17892",402000,"Powiat brodnicki",2013,81.2
"17893",403000,"Powiat bydgoski",2013,60.3
"17894",404000,"Powiat chełmiński",2013,80.6
"17895",405000,"Powiat golubsko-dobrzyński",2013,85.9
"17896",406000,"Powiat grudziądzki",2013,66.5
"17897",407000,"Powiat inowrocławski",2013,65
"17898",408000,"Powiat lipnowski",2013,74.4
"17899",409000,"Powiat mogileński",2013,91.5
"17900",410000,"Powiat nakielski",2013,73.6
"17901",411000,"Powiat radziejowski",2013,81.2
"17902",412000,"Powiat rypiński",2013,87
"17903",413000,"Powiat sępoleński",2013,80.6
"17904",414000,"Powiat świecki",2013,77.9
"17905",415000,"Powiat toruński",2013,67.2
"17906",416000,"Powiat tucholski",2013,83.5
"17907",417000,"Powiat wąbrzeski",2013,82.3
"17908",418000,"Powiat włocławski",2013,62.5
"17909",419000,"Powiat żniński",2013,81.2
"17910",461000,"Powiat m.Bydgoszcz",2013,61.6
"17911",462000,"Powiat m.Grudziądz",2013,60.1
"17912",463000,"Powiat m.Toruń",2013,62
"17913",464000,"Powiat m.Włocławek",2013,57.5
"17914",601000,"Powiat bialski",2013,85.4
"17915",602000,"Powiat biłgorajski",2013,83.7
"17916",603000,"Powiat chełmski",2013,79.1
"17917",604000,"Powiat hrubieszowski",2013,84
"17918",605000,"Powiat janowski",2013,84.1
"17919",606000,"Powiat krasnostawski",2013,79.4
"17920",607000,"Powiat kraśnicki",2013,81
"17921",608000,"Powiat lubartowski",2013,79.5
"17922",609000,"Powiat lubelski",2013,64.8
"17923",610000,"Powiat łęczyński",2013,72.9
"17924",611000,"Powiat łukowski",2013,82.9
"17925",612000,"Powiat opolski",2013,68.5
"17926",613000,"Powiat parczewski",2013,81.2
"17927",614000,"Powiat puławski",2013,70.5
"17928",615000,"Powiat radzyński",2013,86.8
"17929",616000,"Powiat rycki",2013,71.5
"17930",617000,"Powiat świdnicki",2013,66.4
"17931",618000,"Powiat tomaszowski",2013,78.2
"17932",619000,"Powiat włodawski",2013,71.5
"17933",620000,"Powiat zamojski",2013,84.5
"17934",661000,"Powiat m.Biała Podlaska",2013,75.7
"17935",662000,"Powiat m.Chełm",2013,72.6
"17936",663000,"Powiat m.Lublin",2013,52.6
"17937",664000,"Powiat m.Zamość",2013,75.6
"17938",801000,"Powiat gorzowski",2013,64
"17939",802000,"Powiat krośnieński",2013,70.5
"17940",803000,"Powiat międzyrzecki",2013,83.6
"17941",804000,"Powiat nowosolski",2013,78
"17942",805000,"Powiat słubicki",2013,71
"17943",806000,"Powiat strzelecko-drezdenecki",2013,69.8
"17944",807000,"Powiat sulęciński",2013,72.2
"17945",808000,"Powiat świebodziński",2013,70.2
"17946",809000,"Powiat zielonogórski",2013,65.6
"17947",810000,"Powiat żagański",2013,73.3
"17948",811000,"Powiat żarski",2013,72.3
"17949",812000,"Powiat wschowski",2013,92.2
"17950",861000,"Powiat m.Gorzów Wielkopolski",2013,74.2
"17951",862000,"Powiat m.Zielona Góra",2013,59.7
"17952",1001000,"Powiat bełchatowski",2013,76.2
"17953",1002000,"Powiat kutnowski",2013,73.7
"17954",1003000,"Powiat łaski",2013,70.6
"17955",1004000,"Powiat łęczycki",2013,77.6
"17956",1005000,"Powiat łowicki",2013,78.7
"17957",1006000,"Powiat łódzki wschodni",2013,67
"17958",1007000,"Powiat opoczyński",2013,73.4
"17959",1008000,"Powiat pabianicki",2013,71.1
"17960",1009000,"Powiat pajęczański",2013,83.1
"17961",1010000,"Powiat piotrkowski",2013,74.5
"17962",1011000,"Powiat poddębicki",2013,68.1
"17963",1012000,"Powiat radomszczański",2013,75.7
"17964",1013000,"Powiat rawski",2013,74.8
"17965",1014000,"Powiat sieradzki",2013,75.2
"17966",1015000,"Powiat skierniewicki",2013,71.6
"17967",1016000,"Powiat tomaszowski",2013,68.7
"17968",1017000,"Powiat wieluński",2013,81.1
"17969",1018000,"Powiat wieruszowski",2013,80.1
"17970",1019000,"Powiat zduńskowolski",2013,76.1
"17971",1020000,"Powiat zgierski",2013,65
"17972",1021000,"Powiat brzeziński",2013,70.5
"17973",1061000,"Powiat m.Łódź",2013,47.8
"17974",1062000,"Powiat m.Piotrków Trybunalski",2013,63.4
"17975",1063000,"Powiat m.Skierniewice",2013,69.5
"17976",1201000,"Powiat bocheński",2013,76.9
"17977",1202000,"Powiat brzeski",2013,85.7
"17978",1203000,"Powiat chrzanowski",2013,68.8
"17979",1204000,"Powiat dąbrowski",2013,82.6
"17980",1205000,"Powiat gorlicki",2013,78.7
"17981",1206000,"Powiat krakowski",2013,61.5
"17982",1207000,"Powiat limanowski",2013,80.8
"17983",1208000,"Powiat miechowski",2013,79.7
"17984",1209000,"Powiat myślenicki",2013,63.7
"17985",1210000,"Powiat nowosądecki",2013,73.4
"17986",1211000,"Powiat nowotarski",2013,67.5
"17987",1212000,"Powiat olkuski",2013,71.8
"17988",1213000,"Powiat oświęcimski",2013,75.3
"17989",1214000,"Powiat proszowicki",2013,76.4
