"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_ubostwo"
"1708",1609000,"Powiat opolski",2018,1031
"1709",1610000,"Powiat prudnicki",2018,568
"1710",1611000,"Powiat strzelecki",2018,480
"1711",1661000,"Powiat m.Opole",2018,779
"1712",1801000,"Powiat bieszczadzki",2018,483
"1713",1802000,"Powiat brzozowski",2018,1199
"1714",1803000,"Powiat dębicki",2018,2341
"1715",1804000,"Powiat jarosławski",2018,924
"1716",1805000,"Powiat jasielski",2018,2510
"1717",1806000,"Powiat kolbuszowski",2018,792
"1718",1807000,"Powiat krośnieński",2018,1686
"1719",1808000,"Powiat leżajski",2018,1098
"1720",1809000,"Powiat lubaczowski",2018,469
"1721",1810000,"Powiat łańcucki",2018,971
"1722",1811000,"Powiat mielecki",2018,826
"1723",1812000,"Powiat niżański",2018,1193
"1724",1813000,"Powiat przemyski",2018,1697
"1725",1814000,"Powiat przeworski",2018,950
"1726",1815000,"Powiat ropczycko-sędziszowski",2018,773
"1727",1816000,"Powiat rzeszowski",2018,2036
"1728",1817000,"Powiat sanocki",2018,1430
"1729",1818000,"Powiat stalowowolski",2018,1125
"1730",1819000,"Powiat strzyżowski",2018,624
"1731",1820000,"Powiat tarnobrzeski",2018,628
"1732",1821000,"Powiat leski",2018,535
"1733",1861000,"Powiat m.Krosno",2018,511
"1734",1862000,"Powiat m.Przemyśl",2018,1074
"1735",1863000,"Powiat m.Rzeszów",2018,2124
"1736",1864000,"Powiat m.Tarnobrzeg",2018,327
"1737",2001000,"Powiat augustowski",2018,1086
"1738",2002000,"Powiat białostocki",2018,2455
"1739",2003000,"Powiat bielski",2018,959
"1740",2004000,"Powiat grajewski",2018,1243
"1741",2005000,"Powiat hajnowski",2018,1498
"1742",2006000,"Powiat kolneński",2018,650
"1743",2007000,"Powiat łomżyński",2018,782
"1744",2008000,"Powiat moniecki",2018,708
"1745",2009000,"Powiat sejneński",2018,579
"1746",2010000,"Powiat siemiatycki",2018,1162
"1747",2011000,"Powiat sokólski",2018,2047
"1748",2012000,"Powiat suwalski",2018,606
"1749",2013000,"Powiat wysokomazowiecki",2018,581
"1750",2014000,"Powiat zambrowski",2018,785
"1751",2061000,"Powiat m.Białystok",2018,4203
"1752",2062000,"Powiat m.Łomża",2018,997
"1753",2063000,"Powiat m.Suwałki",2018,1025
"1754",2201000,"Powiat bytowski",2018,1311
"1755",2202000,"Powiat chojnicki",2018,1383
"1756",2203000,"Powiat człuchowski",2018,952
"1757",2204000,"Powiat gdański",2018,1279
"1758",2205000,"Powiat kartuski",2018,2238
"1759",2206000,"Powiat kościerski",2018,1455
"1760",2207000,"Powiat kwidzyński",2018,2026
"1761",2208000,"Powiat lęborski",2018,1728
"1762",2209000,"Powiat malborski",2018,1432
"1763",2210000,"Powiat nowodworski",2018,721
"1764",2211000,"Powiat pucki",2018,977
"1765",2212000,"Powiat słupski",2018,2375
"1766",2213000,"Powiat starogardzki",2018,1935
"1767",2214000,"Powiat tczewski",2018,1830
"1768",2215000,"Powiat wejherowski",2018,3355
"1769",2216000,"Powiat sztumski",2018,977
"1770",2261000,"Powiat m.Gdańsk",2018,3145
"1771",2262000,"Powiat m.Gdynia",2018,2015
"1772",2263000,"Powiat m.Słupsk",2018,1960
"1773",2264000,"Powiat m.Sopot",2018,400
"1774",2401000,"Powiat będziński",2018,1725
"1775",2402000,"Powiat bielski",2018,923
"1776",2403000,"Powiat cieszyński",2018,1537
"1777",2404000,"Powiat częstochowski",2018,1119
"1778",2405000,"Powiat gliwicki",2018,807
"1779",2406000,"Powiat kłobucki",2018,764
"1780",2407000,"Powiat lubliniecki",2018,727
"1781",2408000,"Powiat mikołowski",2018,418
"1782",2409000,"Powiat myszkowski",2018,298
"1783",2410000,"Powiat pszczyński",2018,553
"1784",2411000,"Powiat raciborski",2018,337
"1785",2412000,"Powiat rybnicki",2018,645
"1786",2413000,"Powiat tarnogórski",2018,1151
"1787",2414000,"Powiat bieruńsko-lędziński",2018,303
"1788",2415000,"Powiat wodzisławski",2018,962
"1789",2416000,"Powiat zawierciański",2018,1140
"1790",2417000,"Powiat żywiecki",2018,1508
"1791",2461000,"Powiat m.Bielsko-Biała",2018,832
"1792",2462000,"Powiat m.Bytom",2018,3221
"1793",2463000,"Powiat m.Chorzów",2018,2048
"1794",2464000,"Powiat m.Częstochowa",2018,3340
"1795",2465000,"Powiat m.Dąbrowa Górnicza",2018,1041
"1796",2466000,"Powiat m.Gliwice",2018,1206
"1797",2467000,"Powiat m.Jastrzębie-Zdrój",2018,933
"1798",2468000,"Powiat m.Jaworzno",2018,627
"1799",2469000,"Powiat m.Katowice",2018,2306
"1800",2470000,"Powiat m.Mysłowice",2018,377
"1801",2471000,"Powiat m.Piekary Śląskie",2018,419
"1802",2472000,"Powiat m.Ruda Śląska",2018,1497
"1803",2473000,"Powiat m.Rybnik",2018,1410
"1804",2474000,"Powiat m.Siemianowice Śląskie",2018,1441
"1805",2475000,"Powiat m.Sosnowiec",2018,2220
"1806",2476000,"Powiat m.Świętochłowice",2018,598
"1807",2477000,"Powiat m.Tychy",2018,998
"1808",2478000,"Powiat m.Zabrze",2018,1672
"1809",2479000,"Powiat m.Żory",2018,330
"1810",2601000,"Powiat buski",2018,612
"1811",2602000,"Powiat jędrzejowski",2018,1157
"1812",2603000,"Powiat kazimierski",2018,199
"1813",2604000,"Powiat kielecki",2018,3141
"1814",2605000,"Powiat konecki",2018,1098
"1815",2606000,"Powiat opatowski",2018,800
"1816",2607000,"Powiat ostrowiecki",2018,1775
"1817",2608000,"Powiat pińczowski",2018,411
"1818",2609000,"Powiat sandomierski",2018,989
"1819",2610000,"Powiat skarżyski",2018,1235
"1820",2611000,"Powiat starachowicki",2018,1334
"1821",2612000,"Powiat staszowski",2018,1011
"1822",2613000,"Powiat włoszczowski",2018,225
"1823",2661000,"Powiat m.Kielce",2018,3302
"1824",2801000,"Powiat bartoszycki",2018,1607
"1825",2802000,"Powiat braniewski",2018,1127
"1826",2803000,"Powiat działdowski",2018,1156
"1827",2804000,"Powiat elbląski",2018,2614
"1828",2805000,"Powiat ełcki",2018,1496
"1829",2806000,"Powiat giżycki",2018,1027
"1830",2807000,"Powiat iławski",2018,1906
"1831",2808000,"Powiat kętrzyński",2018,2025
"1832",2809000,"Powiat lidzbarski",2018,1282
"1833",2810000,"Powiat mrągowski",2018,1046
"1834",2811000,"Powiat nidzicki",2018,517
"1835",2812000,"Powiat nowomiejski",2018,1072
"1836",2813000,"Powiat olecki",2018,175
"1837",2814000,"Powiat olsztyński",2018,1825
"1838",2815000,"Powiat ostródzki",2018,1696
"1839",2816000,"Powiat piski",2018,1514
"1840",2817000,"Powiat szczycieński",2018,1700
"1841",2818000,"Powiat gołdapski",2018,631
"1842",2819000,"Powiat węgorzewski",2018,489
"1843",2861000,"Powiat m.Elbląg",2018,2414
"1844",2862000,"Powiat m.Olsztyn",2018,2076
"1845",3001000,"Powiat chodzieski",2018,569
"1846",3002000,"Powiat czarnkowsko-trzcianecki",2018,1472
"1847",3003000,"Powiat gnieźnieński",2018,1541
"1848",3004000,"Powiat gostyński",2018,501
"1849",3005000,"Powiat grodziski",2018,337
"1850",3006000,"Powiat jarociński",2018,566
"1851",3007000,"Powiat kaliski",2018,795
"1852",3008000,"Powiat kępiński",2018,530
"1853",3009000,"Powiat kolski",2018,731
"1854",3010000,"Powiat koniński",2018,921
"1855",3011000,"Powiat kościański",2018,718
"1856",3012000,"Powiat krotoszyński",2018,835
"1857",3013000,"Powiat leszczyński",2018,333
"1858",3014000,"Powiat międzychodzki",2018,381
"1859",3015000,"Powiat nowotomyski",2018,449
"1860",3016000,"Powiat obornicki",2018,789
"1861",3017000,"Powiat ostrowski",2018,1784
"1862",3018000,"Powiat ostrzeszowski",2018,525
"1863",3019000,"Powiat pilski",2018,1847
"1864",3020000,"Powiat pleszewski",2018,533
"1865",3021000,"Powiat poznański",2018,2045
"1866",3022000,"Powiat rawicki",2018,643
"1867",3023000,"Powiat słupecki",2018,608
"1868",3024000,"Powiat szamotulski",2018,814
"1869",3025000,"Powiat średzki",2018,349
"1870",3026000,"Powiat śremski",2018,591
"1871",3027000,"Powiat turecki",2018,607
"1872",3028000,"Powiat wągrowiecki",2018,803
"1873",3029000,"Powiat wolsztyński",2018,380
"1874",3030000,"Powiat wrzesiński",2018,567
"1875",3031000,"Powiat złotowski",2018,1342
"1876",3061000,"Powiat m.Kalisz",2018,2158
"1877",3062000,"Powiat m.Konin",2018,1703
"1878",3063000,"Powiat m.Leszno",2018,1015
"1879",3064000,"Powiat m.Poznań",2018,4619
"1880",3201000,"Powiat białogardzki",2018,1477
"1881",3202000,"Powiat choszczeński",2018,1022
"1882",3203000,"Powiat drawski",2018,1083
"1883",3204000,"Powiat goleniowski",2018,896
"1884",3205000,"Powiat gryficki",2018,1136
"1885",3206000,"Powiat gryfiński",2018,1245
"1886",3207000,"Powiat kamieński",2018,374
"1887",3208000,"Powiat kołobrzeski",2018,808
"1888",3209000,"Powiat koszaliński",2018,1277
"1889",3210000,"Powiat myśliborski",2018,1232
"1890",3211000,"Powiat policki",2018,797
"1891",3212000,"Powiat pyrzycki",2018,881
"1892",3213000,"Powiat sławieński",2018,718
"1893",3214000,"Powiat stargardzki",2018,1861
"1894",3215000,"Powiat szczecinecki",2018,1894
"1895",3216000,"Powiat świdwiński",2018,883
"1896",3217000,"Powiat wałecki",2018,931
"1897",3218000,"Powiat łobeski",2018,677
"1898",3261000,"Powiat m.Koszalin",2018,1146
"1899",3262000,"Powiat m.Szczecin",2018,3801
"1900",3263000,"Powiat m.Świnoujście",2018,389
