"","Kod","Nazwa","rok","Mieszkania_oddane_do_uzytkowania_ogolem_powierzchnia_uZytkowa_mieszkan_m2"
"12293",615000,"Powiat radzyński",2002,11248
"12294",616000,"Powiat rycki",2002,6205
"12295",617000,"Powiat świdnicki",2002,12207
"12296",618000,"Powiat tomaszowski",2002,2304
"12297",619000,"Powiat włodawski",2002,9251
"12298",620000,"Powiat zamojski",2002,11328
"12299",661000,"Powiat m.Biała Podlaska",2002,24653
"12300",662000,"Powiat m.Chełm",2002,15045
"12301",663000,"Powiat m.Lublin",2002,80078
"12302",664000,"Powiat m.Zamość",2002,18690
"12303",801000,"Powiat gorzowski",2002,26707
"12304",802000,"Powiat krośnieński",2002,7586
"12305",803000,"Powiat międzyrzecki",2002,10046
"12306",804000,"Powiat nowosolski",2002,14386
"12307",805000,"Powiat słubicki",2002,10729
"12308",806000,"Powiat strzelecko-drezdenecki",2002,7385
"12309",807000,"Powiat sulęciński",2002,7694
"12310",808000,"Powiat świebodziński",2002,4922
"12311",809000,"Powiat zielonogórski",2002,25778
"12312",810000,"Powiat żagański",2002,6671
"12313",811000,"Powiat żarski",2002,15995
"12314",812000,"Powiat wschowski",2002,4406
"12315",861000,"Powiat m.Gorzów Wielkopolski",2002,42797
"12316",862000,"Powiat m.Zielona Góra",2002,39275
"12317",1001000,"Powiat bełchatowski",2002,68692
"12318",1002000,"Powiat kutnowski",2002,15853
"12319",1003000,"Powiat łaski",2002,8989
"12320",1004000,"Powiat łęczycki",2002,3579
"12321",1005000,"Powiat łowicki",2002,12933
"12322",1006000,"Powiat łódzki wschodni",2002,43238
"12323",1007000,"Powiat opoczyński",2002,27696
"12324",1008000,"Powiat pabianicki",2002,37593
"12325",1009000,"Powiat pajęczański",2002,7693
"12326",1010000,"Powiat piotrkowski",2002,28469
"12327",1011000,"Powiat poddębicki",2002,8160
"12328",1012000,"Powiat radomszczański",2002,22334
"12329",1013000,"Powiat rawski",2002,6289
"12330",1014000,"Powiat sieradzki",2002,5718
"12331",1015000,"Powiat skierniewicki",2002,3568
"12332",1016000,"Powiat tomaszowski",2002,19851
"12333",1017000,"Powiat wieluński",2002,3206
"12334",1018000,"Powiat wieruszowski",2002,7692
"12335",1019000,"Powiat zduńskowolski",2002,7634
"12336",1020000,"Powiat zgierski",2002,44618
"12337",1021000,"Powiat brzeziński",2002,3935
"12338",1061000,"Powiat m.Łódź",2002,147074
"12339",1062000,"Powiat m.Piotrków Trybunalski",2002,22969
"12340",1063000,"Powiat m.Skierniewice",2002,21545
"12341",1201000,"Powiat bocheński",2002,25830
"12342",1202000,"Powiat brzeski",2002,32176
"12343",1203000,"Powiat chrzanowski",2002,25319
"12344",1204000,"Powiat dąbrowski",2002,5766
"12345",1205000,"Powiat gorlicki",2002,28753
"12346",1206000,"Powiat krakowski",2002,123037
"12347",1207000,"Powiat limanowski",2002,49243
"12348",1208000,"Powiat miechowski",2002,8725
"12349",1209000,"Powiat myślenicki",2002,38562
"12350",1210000,"Powiat nowosądecki",2002,16478
"12351",1211000,"Powiat nowotarski",2002,58589
"12352",1212000,"Powiat olkuski",2002,20218
"12353",1213000,"Powiat oświęcimski",2002,35331
"12354",1214000,"Powiat proszowicki",2002,2842
"12355",1215000,"Powiat suski",2002,39287
"12356",1216000,"Powiat tarnowski",2002,66731
"12357",1217000,"Powiat tatrzański",2002,22436
"12358",1218000,"Powiat wadowicki",2002,78920
"12359",1219000,"Powiat wielicki",2002,61335
"12360",1261000,"Powiat m.Kraków",2002,219731
"12361",1262000,"Powiat m.Nowy Sącz",2002,32362
"12362",1263000,"Powiat m.Tarnów",2002,29016
"12363",1401000,"Powiat białobrzeski",2002,5967
"12364",1402000,"Powiat ciechanowski",2002,20571
"12365",1403000,"Powiat garwoliński",2002,22248
"12366",1404000,"Powiat gostyniński",2002,6613
"12367",1405000,"Powiat grodziski",2002,60124
"12368",1406000,"Powiat grójecki",2002,21221
"12369",1407000,"Powiat kozienicki",2002,9942
"12370",1408000,"Powiat legionowski",2002,74279
"12371",1409000,"Powiat lipski",2002,1672
"12372",1410000,"Powiat łosicki",2002,4013
"12373",1411000,"Powiat makowski",2002,5170
"12374",1412000,"Powiat miński",2002,58078
"12375",1413000,"Powiat mławski",2002,9254
"12376",1414000,"Powiat nowodworski",2002,22692
"12377",1415000,"Powiat ostrołęcki",2002,26211
"12378",1416000,"Powiat ostrowski",2002,5814
"12379",1417000,"Powiat otwocki",2002,60545
"12380",1418000,"Powiat piaseczyński",2002,52868
"12381",1419000,"Powiat płocki",2002,22875
"12382",1420000,"Powiat płoński",2002,20003
"12383",1421000,"Powiat pruszkowski",2002,95497
"12384",1422000,"Powiat przasnyski",2002,9201
"12385",1423000,"Powiat przysuski",2002,3752
"12386",1424000,"Powiat pułtuski",2002,5937
"12387",1425000,"Powiat radomski",2002,18640
"12388",1426000,"Powiat siedlecki",2002,2059
"12389",1427000,"Powiat sierpecki",2002,6645
"12390",1428000,"Powiat sochaczewski",2002,21984
"12391",1429000,"Powiat sokołowski",2002,9653
"12392",1430000,"Powiat szydłowiecki",2002,4236
"12393",1431000,"Powiat warszawski",2002,NA
"12394",1432000,"Powiat warszawski zachodni",2002,98298
"12395",1433000,"Powiat węgrowski",2002,7090
"12396",1434000,"Powiat wołomiński",2002,119725
"12397",1435000,"Powiat wyszkowski",2002,17785
"12398",1436000,"Powiat zwoleński",2002,3823
"12399",1437000,"Powiat żuromiński",2002,4276
"12400",1438000,"Powiat żyrardowski",2002,14068
"12401",1461000,"Powiat m.Ostrołęka",2002,14773
"12402",1462000,"Powiat m.Płock",2002,42742
"12403",1463000,"Powiat m.Radom",2002,16865
"12404",1464000,"Powiat m.Siedlce",2002,26477
"12405",1465000,"Powiat m. st. Warszawa",2002,905809
"12406",1601000,"Powiat brzeski",2002,9679
"12407",1602000,"Powiat głubczycki",2002,3804
"12408",1603000,"Powiat kędzierzyńsko-kozielski",2002,11720
"12409",1604000,"Powiat kluczborski",2002,5369
"12410",1605000,"Powiat krapkowicki",2002,6779
"12411",1606000,"Powiat namysłowski",2002,5360
"12412",1607000,"Powiat nyski",2002,32556
"12413",1608000,"Powiat oleski",2002,5107
"12414",1609000,"Powiat opolski",2002,14488
"12415",1610000,"Powiat prudnicki",2002,5905
"12416",1611000,"Powiat strzelecki",2002,7884
"12417",1661000,"Powiat m.Opole",2002,26498
"12418",1801000,"Powiat bieszczadzki",2002,2405
"12419",1802000,"Powiat brzozowski",2002,8258
"12420",1803000,"Powiat dębicki",2002,29560
"12421",1804000,"Powiat jarosławski",2002,27385
"12422",1805000,"Powiat jasielski",2002,35100
"12423",1806000,"Powiat kolbuszowski",2002,9197
"12424",1807000,"Powiat krośnieński",2002,18239
"12425",1808000,"Powiat leżajski",2002,14599
"12426",1809000,"Powiat lubaczowski",2002,16698
"12427",1810000,"Powiat łańcucki",2002,11147
"12428",1811000,"Powiat mielecki",2002,31801
"12429",1812000,"Powiat niżański",2002,15828
"12430",1813000,"Powiat przemyski",2002,13284
"12431",1814000,"Powiat przeworski",2002,13395
"12432",1815000,"Powiat ropczycko-sędziszowski",2002,7112
"12433",1816000,"Powiat rzeszowski",2002,72006
"12434",1817000,"Powiat sanocki",2002,11544
"12435",1818000,"Powiat stalowowolski",2002,21053
"12436",1819000,"Powiat strzyżowski",2002,30989
"12437",1820000,"Powiat tarnobrzeski",2002,7489
"12438",1821000,"Powiat leski",2002,2647
"12439",1861000,"Powiat m.Krosno",2002,15785
"12440",1862000,"Powiat m.Przemyśl",2002,13136
"12441",1863000,"Powiat m.Rzeszów",2002,46824
"12442",1864000,"Powiat m.Tarnobrzeg",2002,12856
"12443",2001000,"Powiat augustowski",2002,21134
"12444",2002000,"Powiat białostocki",2002,65145
"12445",2003000,"Powiat bielski",2002,4319
"12446",2004000,"Powiat grajewski",2002,5623
"12447",2005000,"Powiat hajnowski",2002,9676
"12448",2006000,"Powiat kolneński",2002,8003
"12449",2007000,"Powiat łomżyński",2002,9357
"12450",2008000,"Powiat moniecki",2002,5331
"12451",2009000,"Powiat sejneński",2002,2993
"12452",2010000,"Powiat siemiatycki",2002,5829
"12453",2011000,"Powiat sokólski",2002,11846
"12454",2012000,"Powiat suwalski",2002,5114
"12455",2013000,"Powiat wysokomazowiecki",2002,4100
"12456",2014000,"Powiat zambrowski",2002,673
"12457",2061000,"Powiat m.Białystok",2002,93628
"12458",2062000,"Powiat m.Łomża",2002,9306
"12459",2063000,"Powiat m.Suwałki",2002,16536
"12460",2201000,"Powiat bytowski",2002,13281
"12461",2202000,"Powiat chojnicki",2002,19398
"12462",2203000,"Powiat człuchowski",2002,7387
"12463",2204000,"Powiat gdański",2002,51829
"12464",2205000,"Powiat kartuski",2002,64280
"12465",2206000,"Powiat kościerski",2002,15374
"12466",2207000,"Powiat kwidzyński",2002,12451
"12467",2208000,"Powiat lęborski",2002,14542
"12468",2209000,"Powiat malborski",2002,9416
"12469",2210000,"Powiat nowodworski",2002,8367
"12470",2211000,"Powiat pucki",2002,47687
"12471",2212000,"Powiat słupski",2002,13465
"12472",2213000,"Powiat starogardzki",2002,42701
"12473",2214000,"Powiat tczewski",2002,10076
"12474",2215000,"Powiat wejherowski",2002,95767
"12475",2216000,"Powiat sztumski",2002,4068
"12476",2261000,"Powiat m.Gdańsk",2002,206089
"12477",2262000,"Powiat m.Gdynia",2002,100700
"12478",2263000,"Powiat m.Słupsk",2002,22057
"12479",2264000,"Powiat m.Sopot",2002,11975
"12480",2401000,"Powiat będziński",2002,22080
"12481",2402000,"Powiat bielski",2002,71585
"12482",2403000,"Powiat cieszyński",2002,108874
"12483",2404000,"Powiat częstochowski",2002,45657
"12484",2405000,"Powiat gliwicki",2002,13228
"12485",2406000,"Powiat kłobucki",2002,16560
"12486",2407000,"Powiat lubliniecki",2002,17257
"12487",2408000,"Powiat mikołowski",2002,29216
"12488",2409000,"Powiat myszkowski",2002,19650
"12489",2410000,"Powiat pszczyński",2002,37992
"12490",2411000,"Powiat raciborski",2002,18466
"12491",2412000,"Powiat rybnicki",2002,14706
"12492",2413000,"Powiat tarnogórski",2002,27016
"12493",2414000,"Powiat bieruńsko-lędziński",2002,14781
"12494",2415000,"Powiat wodzisławski",2002,32771
"12495",2416000,"Powiat zawierciański",2002,28325
"12496",2417000,"Powiat żywiecki",2002,47361
"12497",2461000,"Powiat m.Bielsko-Biała",2002,84202
"12498",2462000,"Powiat m.Bytom",2002,13590
"12499",2463000,"Powiat m.Chorzów",2002,2736
"12500",2464000,"Powiat m.Częstochowa",2002,53847
"12501",2465000,"Powiat m.Dąbrowa Górnicza",2002,11857
"12502",2466000,"Powiat m.Gliwice",2002,27027
"12503",2467000,"Powiat m.Jastrzębie-Zdrój",2002,25270
"12504",2468000,"Powiat m.Jaworzno",2002,18067
"12505",2469000,"Powiat m.Katowice",2002,35139
"12506",2470000,"Powiat m.Mysłowice",2002,8293
"12507",2471000,"Powiat m.Piekary Śląskie",2002,4258
"12508",2472000,"Powiat m.Ruda Śląska",2002,5460
"12509",2473000,"Powiat m.Rybnik",2002,26608
"12510",2474000,"Powiat m.Siemianowice Śląskie",2002,5610
"12511",2475000,"Powiat m.Sosnowiec",2002,10864
"12512",2476000,"Powiat m.Świętochłowice",2002,1133
"12513",2477000,"Powiat m.Tychy",2002,23786
"12514",2478000,"Powiat m.Zabrze",2002,6464
"12515",2479000,"Powiat m.Żory",2002,9883
"12516",2601000,"Powiat buski",2002,15064
"12517",2602000,"Powiat jędrzejowski",2002,10182
"12518",2603000,"Powiat kazimierski",2002,1569
"12519",2604000,"Powiat kielecki",2002,94725
"12520",2605000,"Powiat konecki",2002,16896
"12521",2606000,"Powiat opatowski",2002,14004
"12522",2607000,"Powiat ostrowiecki",2002,20413
"12523",2608000,"Powiat pińczowski",2002,4553
"12524",2609000,"Powiat sandomierski",2002,11543
"12525",2610000,"Powiat skarżyski",2002,14540
"12526",2611000,"Powiat starachowicki",2002,9480
"12527",2612000,"Powiat staszowski",2002,13192
"12528",2613000,"Powiat włoszczowski",2002,5024
"12529",2661000,"Powiat m.Kielce",2002,93857
"12530",2801000,"Powiat bartoszycki",2002,6746
"12531",2802000,"Powiat braniewski",2002,5327
"12532",2803000,"Powiat działdowski",2002,9680
"12533",2804000,"Powiat elbląski",2002,5085
"12534",2805000,"Powiat ełcki",2002,14918
"12535",2806000,"Powiat giżycki",2002,8780
"12536",2807000,"Powiat iławski",2002,15579
"12537",2808000,"Powiat kętrzyński",2002,5038
"12538",2809000,"Powiat lidzbarski",2002,2854
"12539",2810000,"Powiat mrągowski",2002,9013
"12540",2811000,"Powiat nidzicki",2002,5939
"12541",2812000,"Powiat nowomiejski",2002,7639
"12542",2813000,"Powiat olecki",2002,4505
"12543",2814000,"Powiat olsztyński",2002,30632
"12544",2815000,"Powiat ostródzki",2002,14590
"12545",2816000,"Powiat piski",2002,8772
"12546",2817000,"Powiat szczycieński",2002,14057
"12547",2818000,"Powiat gołdapski",2002,1833
"12548",2819000,"Powiat węgorzewski",2002,2477
"12549",2861000,"Powiat m.Elbląg",2002,20227
"12550",2862000,"Powiat m.Olsztyn",2002,52440
"12551",3001000,"Powiat chodzieski",2002,5063
"12552",3002000,"Powiat czarnkowsko-trzcianecki",2002,16581
"12553",3003000,"Powiat gnieźnieński",2002,21128
"12554",3004000,"Powiat gostyński",2002,2040
"12555",3005000,"Powiat grodziski",2002,10402
"12556",3006000,"Powiat jarociński",2002,14845
"12557",3007000,"Powiat kaliski",2002,14246
"12558",3008000,"Powiat kępiński",2002,13675
"12559",3009000,"Powiat kolski",2002,29438
"12560",3010000,"Powiat koniński",2002,26554
"12561",3011000,"Powiat kościański",2002,13985
"12562",3012000,"Powiat krotoszyński",2002,18029
"12563",3013000,"Powiat leszczyński",2002,7498
"12564",3014000,"Powiat międzychodzki",2002,5630
"12565",3015000,"Powiat nowotomyski",2002,14631
"12566",3016000,"Powiat obornicki",2002,8085
"12567",3017000,"Powiat ostrowski",2002,55668
"12568",3018000,"Powiat ostrzeszowski",2002,18065
"12569",3019000,"Powiat pilski",2002,30582
"12570",3020000,"Powiat pleszewski",2002,10138
"12571",3021000,"Powiat poznański",2002,202706
"12572",3022000,"Powiat rawicki",2002,6982
"12573",3023000,"Powiat słupecki",2002,12477
"12574",3024000,"Powiat szamotulski",2002,8210
"12575",3025000,"Powiat średzki",2002,4100
"12576",3026000,"Powiat śremski",2002,10730
"12577",3027000,"Powiat turecki",2002,16634
"12578",3028000,"Powiat wągrowiecki",2002,9723
"12579",3029000,"Powiat wolsztyński",2002,10045
"12580",3030000,"Powiat wrzesiński",2002,15304
"12581",3031000,"Powiat złotowski",2002,11288
"12582",3061000,"Powiat m.Kalisz",2002,36163
"12583",3062000,"Powiat m.Konin",2002,20962
"12584",3063000,"Powiat m.Leszno",2002,12313
"12585",3064000,"Powiat m.Poznań",2002,233260
"12586",3201000,"Powiat białogardzki",2002,7595
"12587",3202000,"Powiat choszczeński",2002,5738
"12588",3203000,"Powiat drawski",2002,4003
"12589",3204000,"Powiat goleniowski",2002,23131
"12590",3205000,"Powiat gryficki",2002,9258
"12591",3206000,"Powiat gryfiński",2002,12737
"12592",3207000,"Powiat kamieński",2002,14173
"12593",3208000,"Powiat kołobrzeski",2002,29738
"12594",3209000,"Powiat koszaliński",2002,5829
"12595",3210000,"Powiat myśliborski",2002,7656
"12596",3211000,"Powiat policki",2002,41201
"12597",3212000,"Powiat pyrzycki",2002,7003
"12598",3213000,"Powiat sławieński",2002,8540
"12599",3214000,"Powiat stargardzki",2002,25041
"12600",3215000,"Powiat szczecinecki",2002,3772
"12601",3216000,"Powiat świdwiński",2002,7071
"12602",3217000,"Powiat wałecki",2002,9641
"12603",3218000,"Powiat łobeski",2002,1845
"12604",3261000,"Powiat m.Koszalin",2002,50738
"12605",3262000,"Powiat m.Szczecin",2002,136212
"12606",3263000,"Powiat m.Świnoujście",2002,12491
"12607",201000,"Powiat bolesławiecki",2003,57972
"12608",202000,"Powiat dzierżoniowski",2003,37398
"12609",203000,"Powiat głogowski",2003,27708
"12610",204000,"Powiat górowski",2003,3724
"12611",205000,"Powiat jaworski",2003,10549
"12612",206000,"Powiat jeleniogórski",2003,18114
"12613",207000,"Powiat kamiennogórski",2003,10389
"12614",208000,"Powiat kłodzki",2003,41215
"12615",209000,"Powiat legnicki",2003,29693
"12616",210000,"Powiat lubański",2003,20433
"12617",211000,"Powiat lubiński",2003,45942
"12618",212000,"Powiat lwówecki",2003,18712
"12619",213000,"Powiat milicki",2003,13286
"12620",214000,"Powiat oleśnicki",2003,46252
"12621",215000,"Powiat oławski",2003,25241
"12622",216000,"Powiat polkowicki",2003,16289
"12623",217000,"Powiat strzeliński",2003,14997
"12624",218000,"Powiat średzki",2003,21455
"12625",219000,"Powiat świdnicki",2003,43755
"12626",220000,"Powiat trzebnicki",2003,67055
"12627",221000,"Powiat wałbrzyski",2003,10749
"12628",222000,"Powiat wołowski",2003,17767
"12629",223000,"Powiat wrocławski",2003,129167
"12630",224000,"Powiat ząbkowicki",2003,24928
"12631",225000,"Powiat zgorzelecki",2003,35762
"12632",226000,"Powiat złotoryjski",2003,10984
"12633",261000,"Powiat m.Jelenia Góra",2003,16070
"12634",262000,"Powiat m.Legnica",2003,37267
"12635",263000,"Powiat m.Wałbrzych do 2002",2003,NA
"12636",264000,"Powiat m.Wrocław",2003,311718
"12637",265000,"Powiat m.Wałbrzych od 2013",2003,NA
"12638",401000,"Powiat aleksandrowski",2003,27548
"12639",402000,"Powiat brodnicki",2003,44948
"12640",403000,"Powiat bydgoski",2003,140246
"12641",404000,"Powiat chełmiński",2003,14095
"12642",405000,"Powiat golubsko-dobrzyński",2003,11165
"12643",406000,"Powiat grudziądzki",2003,16291
"12644",407000,"Powiat inowrocławski",2003,49850
"12645",408000,"Powiat lipnowski",2003,11924
"12646",409000,"Powiat mogileński",2003,14468
"12647",410000,"Powiat nakielski",2003,24248
"12648",411000,"Powiat radziejowski",2003,6859
"12649",412000,"Powiat rypiński",2003,9135
"12650",413000,"Powiat sępoleński",2003,10827
"12651",414000,"Powiat świecki",2003,43694
"12652",415000,"Powiat toruński",2003,71217
"12653",416000,"Powiat tucholski",2003,21808
"12654",417000,"Powiat wąbrzeski",2003,7251
"12655",418000,"Powiat włocławski",2003,26106
"12656",419000,"Powiat żniński",2003,11254
"12657",461000,"Powiat m.Bydgoszcz",2003,88074
"12658",462000,"Powiat m.Grudziądz",2003,11682
"12659",463000,"Powiat m.Toruń",2003,69000
"12660",464000,"Powiat m.Włocławek",2003,19590
"12661",601000,"Powiat bialski",2003,29104
"12662",602000,"Powiat biłgorajski",2003,71390
"12663",603000,"Powiat chełmski",2003,11259
"12664",604000,"Powiat hrubieszowski",2003,15904
"12665",605000,"Powiat janowski",2003,10846
"12666",606000,"Powiat krasnostawski",2003,5163
"12667",607000,"Powiat kraśnicki",2003,12453
"12668",608000,"Powiat lubartowski",2003,30771
"12669",609000,"Powiat lubelski",2003,67313
"12670",610000,"Powiat łęczyński",2003,10072
"12671",611000,"Powiat łukowski",2003,37355
"12672",612000,"Powiat opolski",2003,6288
"12673",613000,"Powiat parczewski",2003,8481
"12674",614000,"Powiat puławski",2003,36075
"12675",615000,"Powiat radzyński",2003,16192
"12676",616000,"Powiat rycki",2003,14473
"12677",617000,"Powiat świdnicki",2003,32881
"12678",618000,"Powiat tomaszowski",2003,8729
"12679",619000,"Powiat włodawski",2003,22796
"12680",620000,"Powiat zamojski",2003,47296
"12681",661000,"Powiat m.Biała Podlaska",2003,31016
"12682",662000,"Powiat m.Chełm",2003,19660
"12683",663000,"Powiat m.Lublin",2003,116337
"12684",664000,"Powiat m.Zamość",2003,30358
"12685",801000,"Powiat gorzowski",2003,55905
"12686",802000,"Powiat krośnieński",2003,15179
"12687",803000,"Powiat międzyrzecki",2003,16540
"12688",804000,"Powiat nowosolski",2003,24652
"12689",805000,"Powiat słubicki",2003,11873
"12690",806000,"Powiat strzelecko-drezdenecki",2003,11223
"12691",807000,"Powiat sulęciński",2003,7359
"12692",808000,"Powiat świebodziński",2003,23993
"12693",809000,"Powiat zielonogórski",2003,62181
"12694",810000,"Powiat żagański",2003,20523
"12695",811000,"Powiat żarski",2003,18970
"12696",812000,"Powiat wschowski",2003,11585
"12697",861000,"Powiat m.Gorzów Wielkopolski",2003,53093
"12698",862000,"Powiat m.Zielona Góra",2003,76434
"12699",1001000,"Powiat bełchatowski",2003,108936
