"","Kod","Nazwa","rok","Mieszkania_oddane_do_uzytkowania_ogolem_powierzchnia_uZytkowa_mieszkan_m2"
"17646",620000,"Powiat zamojski",2016,32282
"17647",661000,"Powiat m.Biała Podlaska",2016,20782
"17648",662000,"Powiat m.Chełm",2016,10967
"17649",663000,"Powiat m.Lublin",2016,145302
"17650",664000,"Powiat m.Zamość",2016,10348
"17651",801000,"Powiat gorzowski",2016,31127
"17652",802000,"Powiat krośnieński",2016,11949
"17653",803000,"Powiat międzyrzecki",2016,14003
"17654",804000,"Powiat nowosolski",2016,24069
"17655",805000,"Powiat słubicki",2016,12847
"17656",806000,"Powiat strzelecko-drezdenecki",2016,13172
"17657",807000,"Powiat sulęciński",2016,7328
"17658",808000,"Powiat świebodziński",2016,18146
"17659",809000,"Powiat zielonogórski",2016,29855
"17660",810000,"Powiat żagański",2016,12233
"17661",811000,"Powiat żarski",2016,19901
"17662",812000,"Powiat wschowski",2016,13665
"17663",861000,"Powiat m.Gorzów Wielkopolski",2016,32528
"17664",862000,"Powiat m.Zielona Góra",2016,83810
"17665",1001000,"Powiat bełchatowski",2016,43641
"17666",1002000,"Powiat kutnowski",2016,22319
"17667",1003000,"Powiat łaski",2016,17274
"17668",1004000,"Powiat łęczycki",2016,7346
"17669",1005000,"Powiat łowicki",2016,19618
"17670",1006000,"Powiat łódzki wschodni",2016,41436
"17671",1007000,"Powiat opoczyński",2016,22733
"17672",1008000,"Powiat pabianicki",2016,54520
"17673",1009000,"Powiat pajęczański",2016,17197
"17674",1010000,"Powiat piotrkowski",2016,41068
"17675",1011000,"Powiat poddębicki",2016,13777
"17676",1012000,"Powiat radomszczański",2016,38641
"17677",1013000,"Powiat rawski",2016,17914
"17678",1014000,"Powiat sieradzki",2016,29027
"17679",1015000,"Powiat skierniewicki",2016,14766
"17680",1016000,"Powiat tomaszowski",2016,38828
"17681",1017000,"Powiat wieluński",2016,27966
"17682",1018000,"Powiat wieruszowski",2016,16087
"17683",1019000,"Powiat zduńskowolski",2016,20493
"17684",1020000,"Powiat zgierski",2016,82316
"17685",1021000,"Powiat brzeziński",2016,19498
"17686",1061000,"Powiat m.Łódź",2016,160914
"17687",1062000,"Powiat m.Piotrków Trybunalski",2016,13668
"17688",1063000,"Powiat m.Skierniewice",2016,9182
"17689",1201000,"Powiat bocheński",2016,41912
"17690",1202000,"Powiat brzeski",2016,37239
"17691",1203000,"Powiat chrzanowski",2016,29324
"17692",1204000,"Powiat dąbrowski",2016,14414
"17693",1205000,"Powiat gorlicki",2016,40739
"17694",1206000,"Powiat krakowski",2016,192650
"17695",1207000,"Powiat limanowski",2016,76731
"17696",1208000,"Powiat miechowski",2016,7671
"17697",1209000,"Powiat myślenicki",2016,66490
"17698",1210000,"Powiat nowosądecki",2016,54426
"17699",1211000,"Powiat nowotarski",2016,82150
"17700",1212000,"Powiat olkuski",2016,25812
"17701",1213000,"Powiat oświęcimski",2016,47002
"17702",1214000,"Powiat proszowicki",2016,14976
"17703",1215000,"Powiat suski",2016,37959
"17704",1216000,"Powiat tarnowski",2016,92733
"17705",1217000,"Powiat tatrzański",2016,37623
"17706",1218000,"Powiat wadowicki",2016,69543
"17707",1219000,"Powiat wielicki",2016,98025
"17708",1261000,"Powiat m.Kraków",2016,537953
"17709",1262000,"Powiat m.Nowy Sącz",2016,28001
"17710",1263000,"Powiat m.Tarnów",2016,22338
"17711",1401000,"Powiat białobrzeski",2016,11730
"17712",1402000,"Powiat ciechanowski",2016,22346
"17713",1403000,"Powiat garwoliński",2016,50022
"17714",1404000,"Powiat gostyniński",2016,11393
"17715",1405000,"Powiat grodziski",2016,82425
"17716",1406000,"Powiat grójecki",2016,51456
"17717",1407000,"Powiat kozienicki",2016,18710
"17718",1408000,"Powiat legionowski",2016,102970
"17719",1409000,"Powiat lipski",2016,10547
"17720",1410000,"Powiat łosicki",2016,6947
"17721",1411000,"Powiat makowski",2016,13131
"17722",1412000,"Powiat miński",2016,79121
"17723",1413000,"Powiat mławski",2016,20448
"17724",1414000,"Powiat nowodworski",2016,48445
"17725",1415000,"Powiat ostrołęcki",2016,47350
"17726",1416000,"Powiat ostrowski",2016,20851
"17727",1417000,"Powiat otwocki",2016,72410
"17728",1418000,"Powiat piaseczyński",2016,181065
"17729",1419000,"Powiat płocki",2016,55810
"17730",1420000,"Powiat płoński",2016,27143
"17731",1421000,"Powiat pruszkowski",2016,98270
"17732",1422000,"Powiat przasnyski",2016,15320
"17733",1423000,"Powiat przysuski",2016,10275
"17734",1424000,"Powiat pułtuski",2016,20971
"17735",1425000,"Powiat radomski",2016,71435
"17736",1426000,"Powiat siedlecki",2016,36484
"17737",1427000,"Powiat sierpecki",2016,12098
"17738",1428000,"Powiat sochaczewski",2016,28513
"17739",1429000,"Powiat sokołowski",2016,14046
"17740",1430000,"Powiat szydłowiecki",2016,12843
"17741",1431000,"Powiat warszawski",2016,NA
"17742",1432000,"Powiat warszawski zachodni",2016,117240
"17743",1433000,"Powiat węgrowski",2016,20924
"17744",1434000,"Powiat wołomiński",2016,174350
"17745",1435000,"Powiat wyszkowski",2016,37522
"17746",1436000,"Powiat zwoleński",2016,12091
"17747",1437000,"Powiat żuromiński",2016,9857
"17748",1438000,"Powiat żyrardowski",2016,29180
"17749",1461000,"Powiat m.Ostrołęka",2016,11820
"17750",1462000,"Powiat m.Płock",2016,31517
"17751",1463000,"Powiat m.Radom",2016,50165
"17752",1464000,"Powiat m.Siedlce",2016,34002
"17753",1465000,"Powiat m. st. Warszawa",2016,1192512
"17754",1601000,"Powiat brzeski",2016,17927
"17755",1602000,"Powiat głubczycki",2016,4937
"17756",1603000,"Powiat kędzierzyńsko-kozielski",2016,13087
"17757",1604000,"Powiat kluczborski",2016,11435
"17758",1605000,"Powiat krapkowicki",2016,11750
"17759",1606000,"Powiat namysłowski",2016,18360
"17760",1607000,"Powiat nyski",2016,25698
"17761",1608000,"Powiat oleski",2016,12344
"17762",1609000,"Powiat opolski",2016,48318
"17763",1610000,"Powiat prudnicki",2016,8262
"17764",1611000,"Powiat strzelecki",2016,14219
"17765",1661000,"Powiat m.Opole",2016,33271
"17766",1801000,"Powiat bieszczadzki",2016,6971
"17767",1802000,"Powiat brzozowski",2016,21165
"17768",1803000,"Powiat dębicki",2016,47908
"17769",1804000,"Powiat jarosławski",2016,29645
"17770",1805000,"Powiat jasielski",2016,27791
"17771",1806000,"Powiat kolbuszowski",2016,19444
"17772",1807000,"Powiat krośnieński",2016,39331
"17773",1808000,"Powiat leżajski",2016,21072
"17774",1809000,"Powiat lubaczowski",2016,15530
"17775",1810000,"Powiat łańcucki",2016,31237
"17776",1811000,"Powiat mielecki",2016,52133
"17777",1812000,"Powiat niżański",2016,20881
"17778",1813000,"Powiat przemyski",2016,27041
"17779",1814000,"Powiat przeworski",2016,23033
"17780",1815000,"Powiat ropczycko-sędziszowski",2016,24971
"17781",1816000,"Powiat rzeszowski",2016,107384
"17782",1817000,"Powiat sanocki",2016,27649
"17783",1818000,"Powiat stalowowolski",2016,32530
"17784",1819000,"Powiat strzyżowski",2016,22237
"17785",1820000,"Powiat tarnobrzeski",2016,12572
"17786",1821000,"Powiat leski",2016,8633
"17787",1861000,"Powiat m.Krosno",2016,10494
"17788",1862000,"Powiat m.Przemyśl",2016,10506
"17789",1863000,"Powiat m.Rzeszów",2016,191987
"17790",1864000,"Powiat m.Tarnobrzeg",2016,11536
"17791",2001000,"Powiat augustowski",2016,13054
"17792",2002000,"Powiat białostocki",2016,119070
"17793",2003000,"Powiat bielski",2016,22336
"17794",2004000,"Powiat grajewski",2016,11716
"17795",2005000,"Powiat hajnowski",2016,11520
"17796",2006000,"Powiat kolneński",2016,11418
"17797",2007000,"Powiat łomżyński",2016,22736
"17798",2008000,"Powiat moniecki",2016,8743
"17799",2009000,"Powiat sejneński",2016,7463
"17800",2010000,"Powiat siemiatycki",2016,12779
"17801",2011000,"Powiat sokólski",2016,17132
"17802",2012000,"Powiat suwalski",2016,17089
"17803",2013000,"Powiat wysokomazowiecki",2016,15197
"17804",2014000,"Powiat zambrowski",2016,13246
"17805",2061000,"Powiat m.Białystok",2016,130692
"17806",2062000,"Powiat m.Łomża",2016,26040
"17807",2063000,"Powiat m.Suwałki",2016,25988
"17808",2201000,"Powiat bytowski",2016,21841
"17809",2202000,"Powiat chojnicki",2016,42518
"17810",2203000,"Powiat człuchowski",2016,14179
"17811",2204000,"Powiat gdański",2016,82186
"17812",2205000,"Powiat kartuski",2016,123416
"17813",2206000,"Powiat kościerski",2016,29449
"17814",2207000,"Powiat kwidzyński",2016,19026
"17815",2208000,"Powiat lęborski",2016,30056
"17816",2209000,"Powiat malborski",2016,12193
"17817",2210000,"Powiat nowodworski",2016,16307
"17818",2211000,"Powiat pucki",2016,78324
"17819",2212000,"Powiat słupski",2016,61051
"17820",2213000,"Powiat starogardzki",2016,46205
"17821",2214000,"Powiat tczewski",2016,37659
"17822",2215000,"Powiat wejherowski",2016,104415
"17823",2216000,"Powiat sztumski",2016,8288
"17824",2261000,"Powiat m.Gdańsk",2016,303344
"17825",2262000,"Powiat m.Gdynia",2016,87022
"17826",2263000,"Powiat m.Słupsk",2016,22716
"17827",2264000,"Powiat m.Sopot",2016,2997
"17828",2401000,"Powiat będziński",2016,36337
"17829",2402000,"Powiat bielski",2016,69664
"17830",2403000,"Powiat cieszyński",2016,68146
"17831",2404000,"Powiat częstochowski",2016,61356
"17832",2405000,"Powiat gliwicki",2016,50552
"17833",2406000,"Powiat kłobucki",2016,32235
"17834",2407000,"Powiat lubliniecki",2016,22762
"17835",2408000,"Powiat mikołowski",2016,61275
"17836",2409000,"Powiat myszkowski",2016,20096
"17837",2410000,"Powiat pszczyński",2016,44639
"17838",2411000,"Powiat raciborski",2016,17432
"17839",2412000,"Powiat rybnicki",2016,26676
"17840",2413000,"Powiat tarnogórski",2016,67429
"17841",2414000,"Powiat bieruńsko-lędziński",2016,32985
"17842",2415000,"Powiat wodzisławski",2016,51804
"17843",2416000,"Powiat zawierciański",2016,26586
"17844",2417000,"Powiat żywiecki",2016,60288
"17845",2461000,"Powiat m.Bielsko-Biała",2016,51523
"17846",2462000,"Powiat m.Bytom",2016,8120
"17847",2463000,"Powiat m.Chorzów",2016,8950
"17848",2464000,"Powiat m.Częstochowa",2016,47271
"17849",2465000,"Powiat m.Dąbrowa Górnicza",2016,25399
"17850",2466000,"Powiat m.Gliwice",2016,36326
"17851",2467000,"Powiat m.Jastrzębie-Zdrój",2016,22941
"17852",2468000,"Powiat m.Jaworzno",2016,24743
"17853",2469000,"Powiat m.Katowice",2016,110489
"17854",2470000,"Powiat m.Mysłowice",2016,24751
"17855",2471000,"Powiat m.Piekary Śląskie",2016,4933
"17856",2472000,"Powiat m.Ruda Śląska",2016,22080
"17857",2473000,"Powiat m.Rybnik",2016,40084
"17858",2474000,"Powiat m.Siemianowice Śląskie",2016,4817
"17859",2475000,"Powiat m.Sosnowiec",2016,20605
"17860",2476000,"Powiat m.Świętochłowice",2016,5211
"17861",2477000,"Powiat m.Tychy",2016,32723
"17862",2478000,"Powiat m.Zabrze",2016,18127
"17863",2479000,"Powiat m.Żory",2016,23342
"17864",2601000,"Powiat buski",2016,20446
"17865",2602000,"Powiat jędrzejowski",2016,30525
"17866",2603000,"Powiat kazimierski",2016,4501
"17867",2604000,"Powiat kielecki",2016,94746
"17868",2605000,"Powiat konecki",2016,21335
"17869",2606000,"Powiat opatowski",2016,9384
"17870",2607000,"Powiat ostrowiecki",2016,18058
"17871",2608000,"Powiat pińczowski",2016,9456
"17872",2609000,"Powiat sandomierski",2016,14813
"17873",2610000,"Powiat skarżyski",2016,12546
"17874",2611000,"Powiat starachowicki",2016,18614
"17875",2612000,"Powiat staszowski",2016,24134
"17876",2613000,"Powiat włoszczowski",2016,16577
"17877",2661000,"Powiat m.Kielce",2016,53780
"17878",2801000,"Powiat bartoszycki",2016,7930
"17879",2802000,"Powiat braniewski",2016,8204
"17880",2803000,"Powiat działdowski",2016,17275
"17881",2804000,"Powiat elbląski",2016,17723
"17882",2805000,"Powiat ełcki",2016,34858
"17883",2806000,"Powiat giżycki",2016,23846
"17884",2807000,"Powiat iławski",2016,29527
"17885",2808000,"Powiat kętrzyński",2016,5545
"17886",2809000,"Powiat lidzbarski",2016,6870
"17887",2810000,"Powiat mrągowski",2016,20106
"17888",2811000,"Powiat nidzicki",2016,10103
"17889",2812000,"Powiat nowomiejski",2016,10681
"17890",2813000,"Powiat olecki",2016,8633
"17891",2814000,"Powiat olsztyński",2016,77163
"17892",2815000,"Powiat ostródzki",2016,22241
"17893",2816000,"Powiat piski",2016,13299
"17894",2817000,"Powiat szczycieński",2016,22624
"17895",2818000,"Powiat gołdapski",2016,6401
"17896",2819000,"Powiat węgorzewski",2016,7068
"17897",2861000,"Powiat m.Elbląg",2016,24297
"17898",2862000,"Powiat m.Olsztyn",2016,39634
"17899",3001000,"Powiat chodzieski",2016,14197
"17900",3002000,"Powiat czarnkowsko-trzcianecki",2016,21200
"17901",3003000,"Powiat gnieźnieński",2016,67910
"17902",3004000,"Powiat gostyński",2016,25277
"17903",3005000,"Powiat grodziski",2016,23400
"17904",3006000,"Powiat jarociński",2016,19715
"17905",3007000,"Powiat kaliski",2016,27207
"17906",3008000,"Powiat kępiński",2016,27453
"17907",3009000,"Powiat kolski",2016,22882
"17908",3010000,"Powiat koniński",2016,50209
"17909",3011000,"Powiat kościański",2016,30390
"17910",3012000,"Powiat krotoszyński",2016,23771
"17911",3013000,"Powiat leszczyński",2016,50573
"17912",3014000,"Powiat międzychodzki",2016,17687
"17913",3015000,"Powiat nowotomyski",2016,43140
"17914",3016000,"Powiat obornicki",2016,26130
"17915",3017000,"Powiat ostrowski",2016,58708
"17916",3018000,"Powiat ostrzeszowski",2016,19877
"17917",3019000,"Powiat pilski",2016,34245
"17918",3020000,"Powiat pleszewski",2016,19790
"17919",3021000,"Powiat poznański",2016,456196
"17920",3022000,"Powiat rawicki",2016,18764
"17921",3023000,"Powiat słupecki",2016,19283
"17922",3024000,"Powiat szamotulski",2016,54456
"17923",3025000,"Powiat średzki",2016,41429
"17924",3026000,"Powiat śremski",2016,34536
"17925",3027000,"Powiat turecki",2016,18307
"17926",3028000,"Powiat wągrowiecki",2016,30436
"17927",3029000,"Powiat wolsztyński",2016,26056
"17928",3030000,"Powiat wrzesiński",2016,50804
"17929",3031000,"Powiat złotowski",2016,26862
"17930",3061000,"Powiat m.Kalisz",2016,15844
"17931",3062000,"Powiat m.Konin",2016,15140
"17932",3063000,"Powiat m.Leszno",2016,26391
"17933",3064000,"Powiat m.Poznań",2016,191316
"17934",3201000,"Powiat białogardzki",2016,7656
"17935",3202000,"Powiat choszczeński",2016,17026
"17936",3203000,"Powiat drawski",2016,15464
"17937",3204000,"Powiat goleniowski",2016,31562
"17938",3205000,"Powiat gryficki",2016,9287
"17939",3206000,"Powiat gryfiński",2016,22184
"17940",3207000,"Powiat kamieński",2016,18073
"17941",3208000,"Powiat kołobrzeski",2016,44071
"17942",3209000,"Powiat koszaliński",2016,46292
"17943",3210000,"Powiat myśliborski",2016,16410
"17944",3211000,"Powiat policki",2016,60144
"17945",3212000,"Powiat pyrzycki",2016,7411
"17946",3213000,"Powiat sławieński",2016,19883
"17947",3214000,"Powiat stargardzki",2016,19799
"17948",3215000,"Powiat szczecinecki",2016,12466
"17949",3216000,"Powiat świdwiński",2016,10991
"17950",3217000,"Powiat wałecki",2016,12658
"17951",3218000,"Powiat łobeski",2016,4562
"17952",3261000,"Powiat m.Koszalin",2016,35595
"17953",3262000,"Powiat m.Szczecin",2016,184081
"17954",3263000,"Powiat m.Świnoujście",2016,7454
"17955",201000,"Powiat bolesławiecki",2017,47037
"17956",202000,"Powiat dzierżoniowski",2017,13592
"17957",203000,"Powiat głogowski",2017,26826
"17958",204000,"Powiat górowski",2017,9933
"17959",205000,"Powiat jaworski",2017,12275
"17960",206000,"Powiat jeleniogórski",2017,42113
"17961",207000,"Powiat kamiennogórski",2017,5930
"17962",208000,"Powiat kłodzki",2017,25105
"17963",209000,"Powiat legnicki",2017,23480
"17964",210000,"Powiat lubański",2017,10806
"17965",211000,"Powiat lubiński",2017,28614
"17966",212000,"Powiat lwówecki",2017,7561
"17967",213000,"Powiat milicki",2017,7999
"17968",214000,"Powiat oleśnicki",2017,55684
"17969",215000,"Powiat oławski",2017,44952
"17970",216000,"Powiat polkowicki",2017,28516
"17971",217000,"Powiat strzeliński",2017,18997
"17972",218000,"Powiat średzki",2017,36626
"17973",219000,"Powiat świdnicki",2017,52755
"17974",220000,"Powiat trzebnicki",2017,40657
"17975",221000,"Powiat wałbrzyski",2017,8965
"17976",222000,"Powiat wołowski",2017,12169
"17977",223000,"Powiat wrocławski",2017,230211
"17978",224000,"Powiat ząbkowicki",2017,15158
"17979",225000,"Powiat zgorzelecki",2017,16408
"17980",226000,"Powiat złotoryjski",2017,8056
"17981",261000,"Powiat m.Jelenia Góra",2017,13636
"17982",262000,"Powiat m.Legnica",2017,21753
"17983",263000,"Powiat m.Wałbrzych do 2002",2017,NA
"17984",264000,"Powiat m.Wrocław",2017,525327
"17985",265000,"Powiat m.Wałbrzych od 2013",2017,4151
"17986",401000,"Powiat aleksandrowski",2017,19701
"17987",402000,"Powiat brodnicki",2017,33424
"17988",403000,"Powiat bydgoski",2017,109648
"17989",404000,"Powiat chełmiński",2017,13614
"17990",405000,"Powiat golubsko-dobrzyński",2017,17568
"17991",406000,"Powiat grudziądzki",2017,15954
"17992",407000,"Powiat inowrocławski",2017,42728
"17993",408000,"Powiat lipnowski",2017,15246
"17994",409000,"Powiat mogileński",2017,12547
"17995",410000,"Powiat nakielski",2017,30561
"17996",411000,"Powiat radziejowski",2017,7044
"17997",412000,"Powiat rypiński",2017,10228
"17998",413000,"Powiat sępoleński",2017,10171
"17999",414000,"Powiat świecki",2017,30124
"18000",415000,"Powiat toruński",2017,72951
"18001",416000,"Powiat tucholski",2017,11974
"18002",417000,"Powiat wąbrzeski",2017,6970
"18003",418000,"Powiat włocławski",2017,26538
"18004",419000,"Powiat żniński",2017,23653
"18005",461000,"Powiat m.Bydgoszcz",2017,90628
"18006",462000,"Powiat m.Grudziądz",2017,28750
"18007",463000,"Powiat m.Toruń",2017,71598
"18008",464000,"Powiat m.Włocławek",2017,15873
"18009",601000,"Powiat bialski",2017,37949
"18010",602000,"Powiat biłgorajski",2017,36287
"18011",603000,"Powiat chełmski",2017,21568
"18012",604000,"Powiat hrubieszowski",2017,7432
"18013",605000,"Powiat janowski",2017,14173
"18014",606000,"Powiat krasnostawski",2017,14725
"18015",607000,"Powiat kraśnicki",2017,15583
"18016",608000,"Powiat lubartowski",2017,21043
"18017",609000,"Powiat lubelski",2017,114632
"18018",610000,"Powiat łęczyński",2017,27511
"18019",611000,"Powiat łukowski",2017,33742
"18020",612000,"Powiat opolski",2017,13381
"18021",613000,"Powiat parczewski",2017,9909
"18022",614000,"Powiat puławski",2017,31719
"18023",615000,"Powiat radzyński",2017,18532
"18024",616000,"Powiat rycki",2017,13210
"18025",617000,"Powiat świdnicki",2017,20821
"18026",618000,"Powiat tomaszowski",2017,9479
"18027",619000,"Powiat włodawski",2017,10459
"18028",620000,"Powiat zamojski",2017,26542
"18029",661000,"Powiat m.Biała Podlaska",2017,28805
"18030",662000,"Powiat m.Chełm",2017,8344
"18031",663000,"Powiat m.Lublin",2017,165840
"18032",664000,"Powiat m.Zamość",2017,11841
"18033",801000,"Powiat gorzowski",2017,28686
"18034",802000,"Powiat krośnieński",2017,16485
"18035",803000,"Powiat międzyrzecki",2017,14333
"18036",804000,"Powiat nowosolski",2017,24313
"18037",805000,"Powiat słubicki",2017,17324
"18038",806000,"Powiat strzelecko-drezdenecki",2017,16420
"18039",807000,"Powiat sulęciński",2017,10016
"18040",808000,"Powiat świebodziński",2017,10760
"18041",809000,"Powiat zielonogórski",2017,35117
"18042",810000,"Powiat żagański",2017,14006
"18043",811000,"Powiat żarski",2017,18667
"18044",812000,"Powiat wschowski",2017,18445
"18045",861000,"Powiat m.Gorzów Wielkopolski",2017,34195
"18046",862000,"Powiat m.Zielona Góra",2017,99607
"18047",1001000,"Powiat bełchatowski",2017,40464
"18048",1002000,"Powiat kutnowski",2017,21110
"18049",1003000,"Powiat łaski",2017,19297
"18050",1004000,"Powiat łęczycki",2017,7686
"18051",1005000,"Powiat łowicki",2017,19526
"18052",1006000,"Powiat łódzki wschodni",2017,39762
"18053",1007000,"Powiat opoczyński",2017,22693
"18054",1008000,"Powiat pabianicki",2017,54231
"18055",1009000,"Powiat pajęczański",2017,20757
"18056",1010000,"Powiat piotrkowski",2017,38361
"18057",1011000,"Powiat poddębicki",2017,20523
"18058",1012000,"Powiat radomszczański",2017,38266
"18059",1013000,"Powiat rawski",2017,17121
"18060",1014000,"Powiat sieradzki",2017,35946
"18061",1015000,"Powiat skierniewicki",2017,13646
"18062",1016000,"Powiat tomaszowski",2017,30935
"18063",1017000,"Powiat wieluński",2017,21987
"18064",1018000,"Powiat wieruszowski",2017,23365
"18065",1019000,"Powiat zduńskowolski",2017,30116
"18066",1020000,"Powiat zgierski",2017,95720
"18067",1021000,"Powiat brzeziński",2017,12571
"18068",1061000,"Powiat m.Łódź",2017,191345
"18069",1062000,"Powiat m.Piotrków Trybunalski",2017,17289
"18070",1063000,"Powiat m.Skierniewice",2017,13607
"18071",1201000,"Powiat bocheński",2017,58387
"18072",1202000,"Powiat brzeski",2017,57252
"18073",1203000,"Powiat chrzanowski",2017,29370
"18074",1204000,"Powiat dąbrowski",2017,22848
"18075",1205000,"Powiat gorlicki",2017,45612
"18076",1206000,"Powiat krakowski",2017,205059
"18077",1207000,"Powiat limanowski",2017,89903
"18078",1208000,"Powiat miechowski",2017,13336
"18079",1209000,"Powiat myślenicki",2017,86584
"18080",1210000,"Powiat nowosądecki",2017,32257
"18081",1211000,"Powiat nowotarski",2017,103147
"18082",1212000,"Powiat olkuski",2017,32142
"18083",1213000,"Powiat oświęcimski",2017,50584
"18084",1214000,"Powiat proszowicki",2017,17864
"18085",1215000,"Powiat suski",2017,53442
"18086",1216000,"Powiat tarnowski",2017,87816
"18087",1217000,"Powiat tatrzański",2017,28005
"18088",1218000,"Powiat wadowicki",2017,85943
"18089",1219000,"Powiat wielicki",2017,96534
"18090",1261000,"Powiat m.Kraków",2017,619706
"18091",1262000,"Powiat m.Nowy Sącz",2017,26834
"18092",1263000,"Powiat m.Tarnów",2017,22200
"18093",1401000,"Powiat białobrzeski",2017,12679
"18094",1402000,"Powiat ciechanowski",2017,29631
"18095",1403000,"Powiat garwoliński",2017,50605
"18096",1404000,"Powiat gostyniński",2017,14911
"18097",1405000,"Powiat grodziski",2017,84071
"18098",1406000,"Powiat grójecki",2017,51401
"18099",1407000,"Powiat kozienicki",2017,21396
"18100",1408000,"Powiat legionowski",2017,118873
"18101",1409000,"Powiat lipski",2017,8514
"18102",1410000,"Powiat łosicki",2017,7445
"18103",1411000,"Powiat makowski",2017,10418
"18104",1412000,"Powiat miński",2017,81309
"18105",1413000,"Powiat mławski",2017,19582
"18106",1414000,"Powiat nowodworski",2017,32109
"18107",1415000,"Powiat ostrołęcki",2017,39038
"18108",1416000,"Powiat ostrowski",2017,21752
"18109",1417000,"Powiat otwocki",2017,58973
"18110",1418000,"Powiat piaseczyński",2017,173265
"18111",1419000,"Powiat płocki",2017,54432
"18112",1420000,"Powiat płoński",2017,26673
"18113",1421000,"Powiat pruszkowski",2017,110176
"18114",1422000,"Powiat przasnyski",2017,16120
"18115",1423000,"Powiat przysuski",2017,11419
"18116",1424000,"Powiat pułtuski",2017,23172
"18117",1425000,"Powiat radomski",2017,69325
"18118",1426000,"Powiat siedlecki",2017,38342
"18119",1427000,"Powiat sierpecki",2017,14869
"18120",1428000,"Powiat sochaczewski",2017,30417
"18121",1429000,"Powiat sokołowski",2017,18664
"18122",1430000,"Powiat szydłowiecki",2017,25419
"18123",1431000,"Powiat warszawski",2017,NA
"18124",1432000,"Powiat warszawski zachodni",2017,159095
"18125",1433000,"Powiat węgrowski",2017,23209
"18126",1434000,"Powiat wołomiński",2017,159994
"18127",1435000,"Powiat wyszkowski",2017,47545
"18128",1436000,"Powiat zwoleński",2017,14946
"18129",1437000,"Powiat żuromiński",2017,10504
"18130",1438000,"Powiat żyrardowski",2017,40406
"18131",1461000,"Powiat m.Ostrołęka",2017,15156
"18132",1462000,"Powiat m.Płock",2017,28821
"18133",1463000,"Powiat m.Radom",2017,61521
"18134",1464000,"Powiat m.Siedlce",2017,39880
"18135",1465000,"Powiat m. st. Warszawa",2017,1281999
"18136",1601000,"Powiat brzeski",2017,23304
"18137",1602000,"Powiat głubczycki",2017,4988
"18138",1603000,"Powiat kędzierzyńsko-kozielski",2017,12909
"18139",1604000,"Powiat kluczborski",2017,11682
"18140",1605000,"Powiat krapkowicki",2017,12045
"18141",1606000,"Powiat namysłowski",2017,16377
"18142",1607000,"Powiat nyski",2017,27000
"18143",1608000,"Powiat oleski",2017,14080
"18144",1609000,"Powiat opolski",2017,37217
"18145",1610000,"Powiat prudnicki",2017,5862
"18146",1611000,"Powiat strzelecki",2017,14477
"18147",1661000,"Powiat m.Opole",2017,50519
"18148",1801000,"Powiat bieszczadzki",2017,6209
"18149",1802000,"Powiat brzozowski",2017,18927
"18150",1803000,"Powiat dębicki",2017,55540
"18151",1804000,"Powiat jarosławski",2017,36561
"18152",1805000,"Powiat jasielski",2017,25461
"18153",1806000,"Powiat kolbuszowski",2017,31278
"18154",1807000,"Powiat krośnieński",2017,36883
"18155",1808000,"Powiat leżajski",2017,17178
"18156",1809000,"Powiat lubaczowski",2017,18839
"18157",1810000,"Powiat łańcucki",2017,33327
"18158",1811000,"Powiat mielecki",2017,60666
"18159",1812000,"Powiat niżański",2017,17487
"18160",1813000,"Powiat przemyski",2017,29081
"18161",1814000,"Powiat przeworski",2017,29757
"18162",1815000,"Powiat ropczycko-sędziszowski",2017,32379
"18163",1816000,"Powiat rzeszowski",2017,96398
"18164",1817000,"Powiat sanocki",2017,29742
"18165",1818000,"Powiat stalowowolski",2017,34337
"18166",1819000,"Powiat strzyżowski",2017,17070
"18167",1820000,"Powiat tarnobrzeski",2017,17446
"18168",1821000,"Powiat leski",2017,16585
"18169",1861000,"Powiat m.Krosno",2017,16806
"18170",1862000,"Powiat m.Przemyśl",2017,9645
"18171",1863000,"Powiat m.Rzeszów",2017,169605
"18172",1864000,"Powiat m.Tarnobrzeg",2017,8977
"18173",2001000,"Powiat augustowski",2017,18959
"18174",2002000,"Powiat białostocki",2017,123858
"18175",2003000,"Powiat bielski",2017,15431
"18176",2004000,"Powiat grajewski",2017,9330
"18177",2005000,"Powiat hajnowski",2017,13853
"18178",2006000,"Powiat kolneński",2017,11214
"18179",2007000,"Powiat łomżyński",2017,23945
"18180",2008000,"Powiat moniecki",2017,10222
"18181",2009000,"Powiat sejneński",2017,5262
"18182",2010000,"Powiat siemiatycki",2017,12516
"18183",2011000,"Powiat sokólski",2017,19916
"18184",2012000,"Powiat suwalski",2017,16993
"18185",2013000,"Powiat wysokomazowiecki",2017,24966
"18186",2014000,"Powiat zambrowski",2017,11740
"18187",2061000,"Powiat m.Białystok",2017,146996
"18188",2062000,"Powiat m.Łomża",2017,19760
"18189",2063000,"Powiat m.Suwałki",2017,31274
"18190",2201000,"Powiat bytowski",2017,22913
"18191",2202000,"Powiat chojnicki",2017,59557
"18192",2203000,"Powiat człuchowski",2017,13908
"18193",2204000,"Powiat gdański",2017,115359
"18194",2205000,"Powiat kartuski",2017,131960
"18195",2206000,"Powiat kościerski",2017,31610
"18196",2207000,"Powiat kwidzyński",2017,12890
"18197",2208000,"Powiat lęborski",2017,22840
"18198",2209000,"Powiat malborski",2017,14808
