"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_majatkowe_inwestycyjne_zl"
"13776",2414000,"Powiat bieruńsko-lędziński",2000,58536
"13777",2415000,"Powiat wodzisławski",2000,2511465
"13778",2416000,"Powiat zawierciański",2000,2388801
"13779",2417000,"Powiat żywiecki",2000,9937359
"13780",2601000,"Powiat buski",2000,1172342
"13781",2602000,"Powiat jędrzejowski",2000,2424533
"13782",2603000,"Powiat kazimierski",2000,291723
"13783",2604000,"Powiat kielecki",2000,519429
"13784",2605000,"Powiat konecki",2000,247831
"13785",2606000,"Powiat opatowski",2000,10476114
"13786",2607000,"Powiat ostrowiecki",2000,1013089
"13787",2608000,"Powiat pińczowski",2000,219670
"13788",2609000,"Powiat sandomierski",2000,4103179
"13789",2610000,"Powiat skarżyski",2000,2231805
"13790",2611000,"Powiat starachowicki",2000,32126709
"13791",2612000,"Powiat staszowski",2000,2455160
"13792",2613000,"Powiat włoszczowski",2000,451803
"13793",2801000,"Powiat bartoszycki",2000,3259976
"13794",2802000,"Powiat braniewski",2000,371901
"13795",2803000,"Powiat działdowski",2000,1800684
"13796",2804000,"Powiat elbląski",2000,5092556
"13797",2805000,"Powiat ełcki",2000,6673406
"13798",2806000,"Powiat giżycki",2000,2528249
"13799",2807000,"Powiat iławski",2000,4100775
"13800",2808000,"Powiat kętrzyński",2000,1021033
"13801",2809000,"Powiat lidzbarski",2000,1285914
"13802",2810000,"Powiat mrągowski",2000,2374471
"13803",2811000,"Powiat nidzicki",2000,1024950
"13804",2812000,"Powiat nowomiejski",2000,2104955
"13805",2813000,"Powiat olecki",2000,4787339
"13806",2814000,"Powiat olsztyński",2000,1826293
"13807",2815000,"Powiat ostródzki",2000,6132337
"13808",2816000,"Powiat piski",2000,633739
"13809",2817000,"Powiat szczycieński",2000,3230680
"13810",2818000,"Powiat gołdapski",2000,NA
"13811",2819000,"Powiat węgorzewski",2000,NA
"13812",3001000,"Powiat chodzieski",2000,2110451
"13813",3002000,"Powiat czarnkowsko-trzcianecki",2000,2745287
"13814",3003000,"Powiat gnieźnieński",2000,5605918
"13815",3004000,"Powiat gostyński",2000,4320851
"13816",3005000,"Powiat grodziski",2000,1821082
"13817",3006000,"Powiat jarociński",2000,1294313
"13818",3007000,"Powiat kaliski",2000,2554561
"13819",3008000,"Powiat kępiński",2000,2770475
"13820",3009000,"Powiat kolski",2000,1845489
"13821",3010000,"Powiat koniński",2000,3508334
"13822",3011000,"Powiat kościański",2000,768580
"13823",3012000,"Powiat krotoszyński",2000,3017353
"13824",3013000,"Powiat leszczyński",2000,236427
"13825",3014000,"Powiat międzychodzki",2000,878856
"13826",3015000,"Powiat nowotomyski",2000,1367718
"13827",3016000,"Powiat obornicki",2000,538255
"13828",3017000,"Powiat ostrowski",2000,5332080
"13829",3018000,"Powiat ostrzeszowski",2000,1124548
"13830",3019000,"Powiat pilski",2000,2158997
"13831",3020000,"Powiat pleszewski",2000,2603388
"13832",3021000,"Powiat poznański",2000,4708620
"13833",3022000,"Powiat rawicki",2000,1033649
"13834",3023000,"Powiat słupecki",2000,1863424
"13835",3024000,"Powiat szamotulski",2000,4231775
"13836",3025000,"Powiat średzki",2000,693964
"13837",3026000,"Powiat śremski",2000,574163
"13838",3027000,"Powiat turecki",2000,1282688
"13839",3028000,"Powiat wągrowiecki",2000,2037850
"13840",3029000,"Powiat wolsztyński",2000,2251485
"13841",3030000,"Powiat wrzesiński",2000,1711837
"13842",3031000,"Powiat złotowski",2000,4333317
"13843",3201000,"Powiat białogardzki",2000,7205682
"13844",3202000,"Powiat choszczeński",2000,424629
"13845",3203000,"Powiat drawski",2000,2766504
"13846",3204000,"Powiat goleniowski",2000,2476700
"13847",3205000,"Powiat gryficki",2000,2923026
"13848",3206000,"Powiat gryfiński",2000,854975
"13849",3207000,"Powiat kamieński",2000,1225402
"13850",3208000,"Powiat kołobrzeski",2000,661248
"13851",3209000,"Powiat koszaliński",2000,832869
"13852",3210000,"Powiat myśliborski",2000,711247
"13853",3211000,"Powiat policki",2000,860251
"13854",3212000,"Powiat pyrzycki",2000,374732
"13855",3213000,"Powiat sławieński",2000,434783
"13856",3214000,"Powiat stargardzki",2000,17457982
"13857",3215000,"Powiat szczecinecki",2000,3440496
"13858",3216000,"Powiat świdwiński",2000,996141
"13859",3217000,"Powiat wałecki",2000,126425
"13860",3218000,"Powiat łobeski",2000,NA
"13861",201000,"Powiat bolesławiecki",2001,3844028
"13862",202000,"Powiat dzierżoniowski",2001,1519300
"13863",203000,"Powiat głogowski",2001,8113110
"13864",204000,"Powiat górowski",2001,1376232
"13865",205000,"Powiat jaworski",2001,1218892
"13866",206000,"Powiat jeleniogórski",2001,4973344
"13867",207000,"Powiat kamiennogórski",2001,2884970
"13868",208000,"Powiat kłodzki",2001,16425351
"13869",209000,"Powiat legnicki",2001,631657
"13870",210000,"Powiat lubański",2001,4412590
"13871",211000,"Powiat lubiński",2001,1524024
"13872",212000,"Powiat lwówecki",2001,1325723
"13873",213000,"Powiat milicki",2001,11870416
"13874",214000,"Powiat oleśnicki",2001,4329727
"13875",215000,"Powiat oławski",2001,2347838
"13876",216000,"Powiat polkowicki",2001,2460488
"13877",217000,"Powiat strzeliński",2001,3169696
"13878",218000,"Powiat średzki",2001,4590098
"13879",219000,"Powiat świdnicki",2001,19719913
"13880",220000,"Powiat trzebnicki",2001,3946581
"13881",221000,"Powiat wałbrzyski",2001,2395257
"13882",222000,"Powiat wołowski",2001,2675092
"13883",223000,"Powiat wrocławski",2001,1375446
"13884",224000,"Powiat ząbkowicki",2001,995411
"13885",225000,"Powiat zgorzelecki",2001,989952
"13886",226000,"Powiat złotoryjski",2001,536500
"13887",401000,"Powiat aleksandrowski",2001,1147005
"13888",402000,"Powiat brodnicki",2001,3739483
"13889",403000,"Powiat bydgoski",2001,1434000
"13890",404000,"Powiat chełmiński",2001,1459210
"13891",405000,"Powiat golubsko-dobrzyński",2001,1246679
"13892",406000,"Powiat grudziądzki",2001,455023
"13893",407000,"Powiat inowrocławski",2001,1718874
"13894",408000,"Powiat lipnowski",2001,1420935
"13895",409000,"Powiat mogileński",2001,875316
"13896",410000,"Powiat nakielski",2001,2809131
"13897",411000,"Powiat radziejowski",2001,674804
"13898",412000,"Powiat rypiński",2001,1537224
"13899",413000,"Powiat sępoleński",2001,1718761
"13900",414000,"Powiat świecki",2001,4207286
"13901",415000,"Powiat toruński",2001,2067091
"13902",416000,"Powiat tucholski",2001,2932578
"13903",417000,"Powiat wąbrzeski",2001,750186
"13904",418000,"Powiat włocławski",2001,1907560
"13905",419000,"Powiat żniński",2001,2013480
"13906",601000,"Powiat bialski",2001,2523720
"13907",602000,"Powiat biłgorajski",2001,9320799
"13908",603000,"Powiat chełmski",2001,877683
"13909",604000,"Powiat hrubieszowski",2001,284509
"13910",605000,"Powiat janowski",2001,2485975
"13911",606000,"Powiat krasnostawski",2001,3795465
"13912",607000,"Powiat kraśnicki",2001,2955059
"13913",608000,"Powiat lubartowski",2001,2131502
"13914",609000,"Powiat lubelski",2001,2331083
"13915",610000,"Powiat łęczyński",2001,7650813
"13916",611000,"Powiat łukowski",2001,4085758
"13917",612000,"Powiat opolski",2001,4005719
"13918",613000,"Powiat parczewski",2001,2157113
"13919",614000,"Powiat puławski",2001,2085487
"13920",615000,"Powiat radzyński",2001,3790193
"13921",616000,"Powiat rycki",2001,4824673
"13922",617000,"Powiat świdnicki",2001,589549
"13923",618000,"Powiat tomaszowski",2001,2706767
"13924",619000,"Powiat włodawski",2001,2619128
"13925",620000,"Powiat zamojski",2001,2422484
"13926",801000,"Powiat gorzowski",2001,3160545
"13927",802000,"Powiat krośnieński",2001,774386
"13928",803000,"Powiat międzyrzecki",2001,826774
"13929",804000,"Powiat nowosolski",2001,5011814
"13930",805000,"Powiat słubicki",2001,1565519
"13931",806000,"Powiat strzelecko-drezdenecki",2001,3583742
"13932",807000,"Powiat sulęciński",2001,4057685
"13933",808000,"Powiat świebodziński",2001,3044727
"13934",809000,"Powiat zielonogórski",2001,2512529
"13935",810000,"Powiat żagański",2001,420969
"13936",811000,"Powiat żarski",2001,2331236
"13937",812000,"Powiat wschowski",2001,NA
"13938",1001000,"Powiat bełchatowski",2001,3679304
"13939",1002000,"Powiat kutnowski",2001,2033443
"13940",1003000,"Powiat łaski",2001,1951919
"13941",1004000,"Powiat łęczycki",2001,2032395
"13942",1005000,"Powiat łowicki",2001,5335809
"13943",1006000,"Powiat łódzki wschodni",2001,10965089
"13944",1007000,"Powiat opoczyński",2001,3441179
"13945",1008000,"Powiat pabianicki",2001,2211419
"13946",1009000,"Powiat pajęczański",2001,1367559
"13947",1010000,"Powiat piotrkowski",2001,951701
"13948",1011000,"Powiat poddębicki",2001,16011825
"13949",1012000,"Powiat radomszczański",2001,12589922
"13950",1013000,"Powiat rawski",2001,3887290
"13951",1014000,"Powiat sieradzki",2001,2701597
"13952",1015000,"Powiat skierniewicki",2001,971586
"13953",1016000,"Powiat tomaszowski",2001,4800840
"13954",1017000,"Powiat wieluński",2001,3080795
"13955",1018000,"Powiat wieruszowski",2001,2601677
"13956",1019000,"Powiat zduńskowolski",2001,2892802
"13957",1020000,"Powiat zgierski",2001,2295217
"13958",1021000,"Powiat brzeziński",2001,NA
"13959",1201000,"Powiat bocheński",2001,2364950
"13960",1202000,"Powiat brzeski",2001,7082852
"13961",1203000,"Powiat chrzanowski",2001,10883402
"13962",1204000,"Powiat dąbrowski",2001,3543243
"13963",1205000,"Powiat gorlicki",2001,2511936
"13964",1206000,"Powiat krakowski",2001,5356631
"13965",1207000,"Powiat limanowski",2001,5949865
"13966",1208000,"Powiat miechowski",2001,635409
"13967",1209000,"Powiat myślenicki",2001,2615450
"13968",1210000,"Powiat nowosądecki",2001,9639581
"13969",1211000,"Powiat nowotarski",2001,29409600
"13970",1212000,"Powiat olkuski",2001,3742719
"13971",1213000,"Powiat oświęcimski",2001,8485551
"13972",1214000,"Powiat proszowicki",2001,1927582
"13973",1215000,"Powiat suski",2001,3890624
"13974",1216000,"Powiat tarnowski",2001,9293315
"13975",1217000,"Powiat tatrzański",2001,2294990
"13976",1218000,"Powiat wadowicki",2001,4595899
"13977",1219000,"Powiat wielicki",2001,1979034
"13978",1401000,"Powiat białobrzeski",2001,822830
"13979",1402000,"Powiat ciechanowski",2001,138330
"13980",1403000,"Powiat garwoliński",2001,14196815
"13981",1404000,"Powiat gostyniński",2001,1324318
"13982",1405000,"Powiat grodziski",2001,38568436
"13983",1406000,"Powiat grójecki",2001,3125516
"13984",1407000,"Powiat kozienicki",2001,1393251
"13985",1408000,"Powiat legionowski",2001,5524206
"13986",1409000,"Powiat lipski",2001,1391814
"13987",1410000,"Powiat łosicki",2001,1086820
"13988",1411000,"Powiat makowski",2001,1793715
"13989",1412000,"Powiat miński",2001,5311118
"13990",1413000,"Powiat mławski",2001,1907621
"13991",1414000,"Powiat nowodworski",2001,3595143
"13992",1415000,"Powiat ostrołęcki",2001,5902814
"13993",1416000,"Powiat ostrowski",2001,3013042
"13994",1417000,"Powiat otwocki",2001,1335685
"13995",1418000,"Powiat piaseczyński",2001,935713
"13996",1419000,"Powiat płocki",2001,9055192
"13997",1420000,"Powiat płoński",2001,6367617
"13998",1421000,"Powiat pruszkowski",2001,3237254
"13999",1422000,"Powiat przasnyski",2001,46688396
"14000",1423000,"Powiat przysuski",2001,2091044
"14001",1424000,"Powiat pułtuski",2001,2700180
"14002",1425000,"Powiat radomski",2001,5622328
"14003",1426000,"Powiat siedlecki",2001,793310
"14004",1427000,"Powiat sierpecki",2001,1374298
"14005",1428000,"Powiat sochaczewski",2001,3571295
"14006",1429000,"Powiat sokołowski",2001,1533504
"14007",1430000,"Powiat szydłowiecki",2001,462256
"14008",1431000,"Powiat warszawski",2001,9444836
"14009",1432000,"Powiat warszawski zachodni",2001,1740720
"14010",1433000,"Powiat węgrowski",2001,3811986
"14011",1434000,"Powiat wołomiński",2001,5317052
"14012",1435000,"Powiat wyszkowski",2001,5158491
"14013",1436000,"Powiat zwoleński",2001,972769
"14014",1437000,"Powiat żuromiński",2001,1069186
"14015",1438000,"Powiat żyrardowski",2001,1485295
"14016",1601000,"Powiat brzeski",2001,6619630
"14017",1602000,"Powiat głubczycki",2001,1083149
"14018",1603000,"Powiat kędzierzyńsko-kozielski",2001,3742034
"14019",1604000,"Powiat kluczborski",2001,569754
"14020",1605000,"Powiat krapkowicki",2001,592831
"14021",1606000,"Powiat namysłowski",2001,2793271
"14022",1607000,"Powiat nyski",2001,2721862
"14023",1608000,"Powiat oleski",2001,1577606
"14024",1609000,"Powiat opolski",2001,4246607
"14025",1610000,"Powiat prudnicki",2001,1754054
"14026",1611000,"Powiat strzelecki",2001,3320092
"14027",1801000,"Powiat bieszczadzki",2001,1000926
"14028",1802000,"Powiat brzozowski",2001,4172885
"14029",1803000,"Powiat dębicki",2001,3327727
"14030",1804000,"Powiat jarosławski",2001,11112398
"14031",1805000,"Powiat jasielski",2001,5951456
"14032",1806000,"Powiat kolbuszowski",2001,2530267
"14033",1807000,"Powiat krośnieński",2001,846475
"14034",1808000,"Powiat leżajski",2001,2739765
"14035",1809000,"Powiat lubaczowski",2001,13682566
"14036",1810000,"Powiat łańcucki",2001,2111266
"14037",1811000,"Powiat mielecki",2001,15878473
"14038",1812000,"Powiat niżański",2001,2428614
"14039",1813000,"Powiat przemyski",2001,2254993
"14040",1814000,"Powiat przeworski",2001,6653123
"14041",1815000,"Powiat ropczycko-sędziszowski",2001,6122772
"14042",1816000,"Powiat rzeszowski",2001,14674946
"14043",1817000,"Powiat sanocki",2001,7059061
"14044",1818000,"Powiat stalowowolski",2001,4514030
"14045",1819000,"Powiat strzyżowski",2001,2692265
"14046",1820000,"Powiat tarnobrzeski",2001,2515919
"14047",1821000,"Powiat leski",2001,NA
"14048",2001000,"Powiat augustowski",2001,4777914
"14049",2002000,"Powiat białostocki",2001,5092598
"14050",2003000,"Powiat bielski",2001,5833055
"14051",2004000,"Powiat grajewski",2001,2988693
"14052",2005000,"Powiat hajnowski",2001,5335003
"14053",2006000,"Powiat kolneński",2001,1304259
"14054",2007000,"Powiat łomżyński",2001,870430
"14055",2008000,"Powiat moniecki",2001,1647870
"14056",2009000,"Powiat sejneński",2001,1446082
"14057",2010000,"Powiat siemiatycki",2001,4559836
"14058",2011000,"Powiat sokólski",2001,5214126
"14059",2012000,"Powiat suwalski",2001,1692399
"14060",2013000,"Powiat wysokomazowiecki",2001,6958191
"14061",2014000,"Powiat zambrowski",2001,1727035
"14062",2201000,"Powiat bytowski",2001,2707329
"14063",2202000,"Powiat chojnicki",2001,20164988
"14064",2203000,"Powiat człuchowski",2001,6125080
"14065",2204000,"Powiat gdański",2001,1566678
"14066",2205000,"Powiat kartuski",2001,3234437
"14067",2206000,"Powiat kościerski",2001,899610
"14068",2207000,"Powiat kwidzyński",2001,11266988
"14069",2208000,"Powiat lęborski",2001,1770071
"14070",2209000,"Powiat malborski",2001,2085764
"14071",2210000,"Powiat nowodworski",2001,708179
"14072",2211000,"Powiat pucki",2001,8963308
"14073",2212000,"Powiat słupski",2001,9925842
"14074",2213000,"Powiat starogardzki",2001,5157884
"14075",2214000,"Powiat tczewski",2001,3658780
"14076",2215000,"Powiat wejherowski",2001,2126661
"14077",2216000,"Powiat sztumski",2001,NA
"14078",2401000,"Powiat będziński",2001,2265372
"14079",2402000,"Powiat bielski",2001,2996587
"14080",2403000,"Powiat cieszyński",2001,9706668
"14081",2404000,"Powiat częstochowski",2001,3436684
"14082",2405000,"Powiat gliwicki",2001,8182370
"14083",2406000,"Powiat kłobucki",2001,3312632
"14084",2407000,"Powiat lubliniecki",2001,2529116
"14085",2408000,"Powiat mikołowski",2001,3119319
"14086",2409000,"Powiat myszkowski",2001,1765006
"14087",2410000,"Powiat pszczyński",2001,728218
"14088",2411000,"Powiat raciborski",2001,11464984
"14089",2412000,"Powiat rybnicki",2001,178179
"14090",2413000,"Powiat tarnogórski",2001,3434563
"14091",2414000,"Powiat bieruńsko-lędziński",2001,271793
"14092",2415000,"Powiat wodzisławski",2001,3540109
"14093",2416000,"Powiat zawierciański",2001,1972353
"14094",2417000,"Powiat żywiecki",2001,10753785
"14095",2601000,"Powiat buski",2001,1124771
"14096",2602000,"Powiat jędrzejowski",2001,3006546
"14097",2603000,"Powiat kazimierski",2001,309898
"14098",2604000,"Powiat kielecki",2001,2749263
"14099",2605000,"Powiat konecki",2001,918859
"14100",2606000,"Powiat opatowski",2001,14221894
"14101",2607000,"Powiat ostrowiecki",2001,2319027
"14102",2608000,"Powiat pińczowski",2001,11448242
"14103",2609000,"Powiat sandomierski",2001,3678039
"14104",2610000,"Powiat skarżyski",2001,623209
"14105",2611000,"Powiat starachowicki",2001,22012122
"14106",2612000,"Powiat staszowski",2001,3094973
"14107",2613000,"Powiat włoszczowski",2001,914114
"14108",2801000,"Powiat bartoszycki",2001,2050387
"14109",2802000,"Powiat braniewski",2001,1642816
"14110",2803000,"Powiat działdowski",2001,1651054
"14111",2804000,"Powiat elbląski",2001,3300057
"14112",2805000,"Powiat ełcki",2001,2616127
"14113",2806000,"Powiat giżycki",2001,2577906
"14114",2807000,"Powiat iławski",2001,4709437
"14115",2808000,"Powiat kętrzyński",2001,2449911
"14116",2809000,"Powiat lidzbarski",2001,1925613
"14117",2810000,"Powiat mrągowski",2001,1998940
"14118",2811000,"Powiat nidzicki",2001,907656
"14119",2812000,"Powiat nowomiejski",2001,833471
"14120",2813000,"Powiat olecki",2001,3423075
"14121",2814000,"Powiat olsztyński",2001,6405874
"14122",2815000,"Powiat ostródzki",2001,3257155
"14123",2816000,"Powiat piski",2001,1713634
"14124",2817000,"Powiat szczycieński",2001,6610278
"14125",2818000,"Powiat gołdapski",2001,NA
"14126",2819000,"Powiat węgorzewski",2001,NA
"14127",3001000,"Powiat chodzieski",2001,1573241
"14128",3002000,"Powiat czarnkowsko-trzcianecki",2001,3172934
"14129",3003000,"Powiat gnieźnieński",2001,4778005
"14130",3004000,"Powiat gostyński",2001,3664154
"14131",3005000,"Powiat grodziski",2001,5000557
"14132",3006000,"Powiat jarociński",2001,2764439
"14133",3007000,"Powiat kaliski",2001,4729746
"14134",3008000,"Powiat kępiński",2001,2685836
"14135",3009000,"Powiat kolski",2001,6822076
"14136",3010000,"Powiat koniński",2001,4362106
"14137",3011000,"Powiat kościański",2001,2693692
"14138",3012000,"Powiat krotoszyński",2001,2336316
"14139",3013000,"Powiat leszczyński",2001,389561
"14140",3014000,"Powiat międzychodzki",2001,424357
"14141",3015000,"Powiat nowotomyski",2001,2847205
"14142",3016000,"Powiat obornicki",2001,1039384
"14143",3017000,"Powiat ostrowski",2001,3154944
"14144",3018000,"Powiat ostrzeszowski",2001,1959511
"14145",3019000,"Powiat pilski",2001,3774767
"14146",3020000,"Powiat pleszewski",2001,4182420
"14147",3021000,"Powiat poznański",2001,6724428
"14148",3022000,"Powiat rawicki",2001,1074056
"14149",3023000,"Powiat słupecki",2001,5040067
"14150",3024000,"Powiat szamotulski",2001,4786812
"14151",3025000,"Powiat średzki",2001,3001003
"14152",3026000,"Powiat śremski",2001,391140
"14153",3027000,"Powiat turecki",2001,1010087
