"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_bezrobocie"
"9285",1428000,"Powiat sochaczewski",2018,774
"9286",1429000,"Powiat sokołowski",2018,448
"9287",1430000,"Powiat szydłowiecki",2018,891
"9288",1432000,"Powiat warszawski zachodni",2018,301
"9289",1433000,"Powiat węgrowski",2018,612
"9290",1434000,"Powiat wołomiński",2018,1227
"9291",1435000,"Powiat wyszkowski",2018,376
"9292",1436000,"Powiat zwoleński",2018,589
"9293",1437000,"Powiat żuromiński",2018,497
"9294",1438000,"Powiat żyrardowski",2018,609
"9295",1461000,"Powiat m.Ostrołęka",2018,890
"9296",1462000,"Powiat m.Płock",2018,1639
"9297",1463000,"Powiat m.Radom",2018,3663
"9298",1464000,"Powiat m.Siedlce",2018,725
"9299",1465000,"Powiat m. st. Warszawa",2018,4738
"9300",1601000,"Powiat brzeski",2018,984
"9301",1602000,"Powiat głubczycki",2018,880
"9302",1603000,"Powiat kędzierzyńsko-kozielski",2018,1059
"9303",1604000,"Powiat kluczborski",2018,703
"9304",1605000,"Powiat krapkowicki",2018,444
"9305",1606000,"Powiat namysłowski",2018,446
"9306",1607000,"Powiat nyski",2018,1645
"9307",1608000,"Powiat oleski",2018,378
"9308",1609000,"Powiat opolski",2018,947
"9309",1610000,"Powiat prudnicki",2018,950
"9310",1611000,"Powiat strzelecki",2018,416
"9311",1661000,"Powiat m.Opole",2018,539
"9312",1801000,"Powiat bieszczadzki",2018,354
"9313",1802000,"Powiat brzozowski",2018,1121
"9314",1803000,"Powiat dębicki",2018,1618
"9315",1804000,"Powiat jarosławski",2018,1599
"9316",1805000,"Powiat jasielski",2018,1782
"9317",1806000,"Powiat kolbuszowski",2018,620
"9318",1807000,"Powiat krośnieński",2018,974
"9319",1808000,"Powiat leżajski",2018,1025
"9320",1809000,"Powiat lubaczowski",2018,769
"9321",1810000,"Powiat łańcucki",2018,916
"9322",1811000,"Powiat mielecki",2018,786
"9323",1812000,"Powiat niżański",2018,994
"9324",1813000,"Powiat przemyski",2018,1667
"9325",1814000,"Powiat przeworski",2018,1125
"9326",1815000,"Powiat ropczycko-sędziszowski",2018,723
"9327",1816000,"Powiat rzeszowski",2018,1684
"9328",1817000,"Powiat sanocki",2018,882
"9329",1818000,"Powiat stalowowolski",2018,888
"9330",1819000,"Powiat strzyżowski",2018,1045
"9331",1820000,"Powiat tarnobrzeski",2018,537
"9332",1821000,"Powiat leski",2018,373
"9333",1861000,"Powiat m.Krosno",2018,528
"9334",1862000,"Powiat m.Przemyśl",2018,1261
"9335",1863000,"Powiat m.Rzeszów",2018,1417
"9336",1864000,"Powiat m.Tarnobrzeg",2018,468
"9337",2001000,"Powiat augustowski",2018,824
"9338",2002000,"Powiat białostocki",2018,1919
"9339",2003000,"Powiat bielski",2018,662
"9340",2004000,"Powiat grajewski",2018,928
"9341",2005000,"Powiat hajnowski",2018,1097
"9342",2006000,"Powiat kolneński",2018,532
"9343",2007000,"Powiat łomżyński",2018,443
"9344",2008000,"Powiat moniecki",2018,509
"9345",2009000,"Powiat sejneński",2018,434
"9346",2010000,"Powiat siemiatycki",2018,792
"9347",2011000,"Powiat sokólski",2018,1464
"9348",2012000,"Powiat suwalski",2018,247
"9349",2013000,"Powiat wysokomazowiecki",2018,369
"9350",2014000,"Powiat zambrowski",2018,597
"9351",2061000,"Powiat m.Białystok",2018,2847
"9352",2062000,"Powiat m.Łomża",2018,551
"9353",2063000,"Powiat m.Suwałki",2018,608
"9354",2201000,"Powiat bytowski",2018,1093
"9355",2202000,"Powiat chojnicki",2018,944
"9356",2203000,"Powiat człuchowski",2018,884
"9357",2204000,"Powiat gdański",2018,510
"9358",2205000,"Powiat kartuski",2018,396
"9359",2206000,"Powiat kościerski",2018,708
"9360",2207000,"Powiat kwidzyński",2018,1053
"9361",2208000,"Powiat lęborski",2018,714
"9362",2209000,"Powiat malborski",2018,1124
"9363",2210000,"Powiat nowodworski",2018,573
"9364",2211000,"Powiat pucki",2018,405
"9365",2212000,"Powiat słupski",2018,1188
"9366",2213000,"Powiat starogardzki",2018,1218
"9367",2214000,"Powiat tczewski",2018,1146
"9368",2215000,"Powiat wejherowski",2018,1075
"9369",2216000,"Powiat sztumski",2018,649
"9370",2261000,"Powiat m.Gdańsk",2018,841
"9371",2262000,"Powiat m.Gdynia",2018,538
"9372",2263000,"Powiat m.Słupsk",2018,730
"9373",2264000,"Powiat m.Sopot",2018,85
"9374",2401000,"Powiat będziński",2018,1461
"9375",2402000,"Powiat bielski",2018,556
"9376",2403000,"Powiat cieszyński",2018,807
"9377",2404000,"Powiat częstochowski",2018,945
"9378",2405000,"Powiat gliwicki",2018,513
"9379",2406000,"Powiat kłobucki",2018,523
"9380",2407000,"Powiat lubliniecki",2018,503
"9381",2408000,"Powiat mikołowski",2018,446
"9382",2409000,"Powiat myszkowski",2018,580
"9383",2410000,"Powiat pszczyński",2018,423
"9384",2411000,"Powiat raciborski",2018,503
"9385",2412000,"Powiat rybnicki",2018,360
"9386",2413000,"Powiat tarnogórski",2018,1062
"9387",2414000,"Powiat bieruńsko-lędziński",2018,212
"9388",2415000,"Powiat wodzisławski",2018,908
"9389",2416000,"Powiat zawierciański",2018,1335
"9390",2417000,"Powiat żywiecki",2018,1054
"9391",2461000,"Powiat m.Bielsko-Biała",2018,349
"9392",2462000,"Powiat m.Bytom",2018,2342
"9393",2463000,"Powiat m.Chorzów",2018,1479
"9394",2464000,"Powiat m.Częstochowa",2018,1336
"9395",2465000,"Powiat m.Dąbrowa Górnicza",2018,695
"9396",2466000,"Powiat m.Gliwice",2018,874
"9397",2467000,"Powiat m.Jastrzębie-Zdrój",2018,752
"9398",2468000,"Powiat m.Jaworzno",2018,364
"9399",2469000,"Powiat m.Katowice",2018,1746
"9400",2470000,"Powiat m.Mysłowice",2018,406
"9401",2471000,"Powiat m.Piekary Śląskie",2018,334
"9402",2472000,"Powiat m.Ruda Śląska",2018,839
"9403",2473000,"Powiat m.Rybnik",2018,888
"9404",2474000,"Powiat m.Siemianowice Śląskie",2018,862
"9405",2475000,"Powiat m.Sosnowiec",2018,1857
"9406",2476000,"Powiat m.Świętochłowice",2018,384
"9407",2477000,"Powiat m.Tychy",2018,573
"9408",2478000,"Powiat m.Zabrze",2018,1637
"9409",2479000,"Powiat m.Żory",2018,129
"9410",2601000,"Powiat buski",2018,591
"9411",2602000,"Powiat jędrzejowski",2018,980
"9412",2603000,"Powiat kazimierski",2018,400
"9413",2604000,"Powiat kielecki",2018,2709
"9414",2605000,"Powiat konecki",2018,1181
"9415",2606000,"Powiat opatowski",2018,890
"9416",2607000,"Powiat ostrowiecki",2018,1173
"9417",2608000,"Powiat pińczowski",2018,364
"9418",2609000,"Powiat sandomierski",2018,841
"9419",2610000,"Powiat skarżyski",2018,1372
"9420",2611000,"Powiat starachowicki",2018,1394
"9421",2612000,"Powiat staszowski",2018,879
"9422",2613000,"Powiat włoszczowski",2018,353
"9423",2661000,"Powiat m.Kielce",2018,1956
"9424",2801000,"Powiat bartoszycki",2018,2121
"9425",2802000,"Powiat braniewski",2018,1111
"9426",2803000,"Powiat działdowski",2018,1068
"9427",2804000,"Powiat elbląski",2018,1951
"9428",2805000,"Powiat ełcki",2018,1387
"9429",2806000,"Powiat giżycki",2018,1218
"9430",2807000,"Powiat iławski",2018,1143
"9431",2808000,"Powiat kętrzyński",2018,2175
"9432",2809000,"Powiat lidzbarski",2018,1049
"9433",2810000,"Powiat mrągowski",2018,1212
"9434",2811000,"Powiat nidzicki",2018,409
"9435",2812000,"Powiat nowomiejski",2018,759
"9436",2813000,"Powiat olecki",2018,647
"9437",2814000,"Powiat olsztyński",2018,2116
"9438",2815000,"Powiat ostródzki",2018,2114
"9439",2816000,"Powiat piski",2018,1213
"9440",2817000,"Powiat szczycieński",2018,1106
"9441",2818000,"Powiat gołdapski",2018,526
"9442",2819000,"Powiat węgorzewski",2018,468
"9443",2861000,"Powiat m.Elbląg",2018,1523
"9444",2862000,"Powiat m.Olsztyn",2018,1954
"9445",3001000,"Powiat chodzieski",2018,540
"9446",3002000,"Powiat czarnkowsko-trzcianecki",2018,850
"9447",3003000,"Powiat gnieźnieński",2018,1228
"9448",3004000,"Powiat gostyński",2018,497
"9449",3005000,"Powiat grodziski",2018,231
"9450",3006000,"Powiat jarociński",2018,285
"9451",3007000,"Powiat kaliski",2018,251
"9452",3008000,"Powiat kępiński",2018,212
"9453",3009000,"Powiat kolski",2018,835
"9454",3010000,"Powiat koniński",2018,1177
"9455",3011000,"Powiat kościański",2018,377
"9456",3012000,"Powiat krotoszyński",2018,481
"9457",3013000,"Powiat leszczyński",2018,151
"9458",3014000,"Powiat międzychodzki",2018,206
"9459",3015000,"Powiat nowotomyski",2018,201
"9460",3016000,"Powiat obornicki",2018,333
"9461",3017000,"Powiat ostrowski",2018,855
"9462",3018000,"Powiat ostrzeszowski",2018,334
"9463",3019000,"Powiat pilski",2018,1561
"9464",3020000,"Powiat pleszewski",2018,413
"9465",3021000,"Powiat poznański",2018,894
"9466",3022000,"Powiat rawicki",2018,386
"9467",3023000,"Powiat słupecki",2018,492
"9468",3024000,"Powiat szamotulski",2018,435
"9469",3025000,"Powiat średzki",2018,420
"9470",3026000,"Powiat śremski",2018,222
"9471",3027000,"Powiat turecki",2018,605
"9472",3028000,"Powiat wągrowiecki",2018,499
"9473",3029000,"Powiat wolsztyński",2018,180
"9474",3030000,"Powiat wrzesiński",2018,350
"9475",3031000,"Powiat złotowski",2018,1193
"9476",3061000,"Powiat m.Kalisz",2018,1185
"9477",3062000,"Powiat m.Konin",2018,2247
"9478",3063000,"Powiat m.Leszno",2018,525
"9479",3064000,"Powiat m.Poznań",2018,1583
"9480",3201000,"Powiat białogardzki",2018,1142
"9481",3202000,"Powiat choszczeński",2018,908
"9482",3203000,"Powiat drawski",2018,1064
"9483",3204000,"Powiat goleniowski",2018,527
"9484",3205000,"Powiat gryficki",2018,704
"9485",3206000,"Powiat gryfiński",2018,858
"9486",3207000,"Powiat kamieński",2018,582
"9487",3208000,"Powiat kołobrzeski",2018,381
"9488",3209000,"Powiat koszaliński",2018,1020
"9489",3210000,"Powiat myśliborski",2018,755
"9490",3211000,"Powiat policki",2018,455
"9491",3212000,"Powiat pyrzycki",2018,656
"9492",3213000,"Powiat sławieński",2018,716
"9493",3214000,"Powiat stargardzki",2018,1153
"9494",3215000,"Powiat szczecinecki",2018,1313
"9495",3216000,"Powiat świdwiński",2018,1132
"9496",3217000,"Powiat wałecki",2018,762
"9497",3218000,"Powiat łobeski",2018,700
"9498",3261000,"Powiat m.Koszalin",2018,608
"9499",3262000,"Powiat m.Szczecin",2018,2492
"9500",3263000,"Powiat m.Świnoujście",2018,165
