"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_osob_na_1_mieszkanie"
"27893",1416000,"Powiat ostrowski",2003,3.34
"27894",1417000,"Powiat otwocki",2003,2.92
"27895",1418000,"Powiat piaseczyński",2003,2.82
"27896",1419000,"Powiat płocki",2003,3.62
"27897",1420000,"Powiat płoński",2003,3.31
"27898",1421000,"Powiat pruszkowski",2003,2.71
"27899",1422000,"Powiat przasnyski",2003,3.57
"27900",1423000,"Powiat przysuski",2003,3.29
"27901",1424000,"Powiat pułtuski",2003,3.26
"27902",1425000,"Powiat radomski",2003,3.53
"27903",1426000,"Powiat siedlecki",2003,3.42
"27904",1427000,"Powiat sierpecki",2003,3.43
"27905",1428000,"Powiat sochaczewski",2003,3.09
"27906",1429000,"Powiat sokołowski",2003,2.98
"27907",1430000,"Powiat szydłowiecki",2003,3.4
"27908",1432000,"Powiat warszawski zachodni",2003,2.91
"27909",1433000,"Powiat węgrowski",2003,3.12
"27910",1434000,"Powiat wołomiński",2003,3.08
"27911",1435000,"Powiat wyszkowski",2003,3.55
"27912",1436000,"Powiat zwoleński",2003,3.42
"27913",1437000,"Powiat żuromiński",2003,3.53
"27914",1438000,"Powiat żyrardowski",2003,2.69
"27915",1461000,"Powiat m.Ostrołęka",2003,3.12
"27916",1462000,"Powiat m.Płock",2003,2.86
"27917",1463000,"Powiat m.Radom",2003,2.99
"27918",1464000,"Powiat m.Siedlce",2003,2.9
"27919",1465000,"Powiat m. st. Warszawa",2003,2.31
"27920",1601000,"Powiat brzeski",2003,3.06
"27921",1602000,"Powiat głubczycki",2003,3.12
"27922",1603000,"Powiat kędzierzyńsko-kozielski",2003,2.96
"27923",1604000,"Powiat kluczborski",2003,3.21
"27924",1605000,"Powiat krapkowicki",2003,3.42
"27925",1606000,"Powiat namysłowski",2003,3.23
"27926",1607000,"Powiat nyski",2003,3.21
"27927",1608000,"Powiat oleski",2003,3.42
"27928",1609000,"Powiat opolski",2003,3.52
"27929",1610000,"Powiat prudnicki",2003,3.1
"27930",1611000,"Powiat strzelecki",2003,3.48
"27931",1661000,"Powiat m.Opole",2003,2.76
"27932",1801000,"Powiat bieszczadzki",2003,3.44
"27933",1802000,"Powiat brzozowski",2003,3.8
"27934",1803000,"Powiat dębicki",2003,3.8
"27935",1804000,"Powiat jarosławski",2003,3.67
"27936",1805000,"Powiat jasielski",2003,3.59
"27937",1806000,"Powiat kolbuszowski",2003,3.95
"27938",1807000,"Powiat krośnieński",2003,3.73
"27939",1808000,"Powiat leżajski",2003,3.68
"27940",1809000,"Powiat lubaczowski",2003,3.71
"27941",1810000,"Powiat łańcucki",2003,3.6
"27942",1811000,"Powiat mielecki",2003,3.55
"27943",1812000,"Powiat niżański",2003,3.67
"27944",1813000,"Powiat przemyski",2003,3.85
"27945",1814000,"Powiat przeworski",2003,3.57
"27946",1815000,"Powiat ropczycko-sędziszowski",2003,3.88
"27947",1816000,"Powiat rzeszowski",2003,3.62
"27948",1817000,"Powiat sanocki",2003,3.49
"27949",1818000,"Powiat stalowowolski",2003,3.25
"27950",1819000,"Powiat strzyżowski",2003,3.65
"27951",1820000,"Powiat tarnobrzeski",2003,3.67
"27952",1821000,"Powiat leski",2003,3.69
"27953",1861000,"Powiat m.Krosno",2003,3.06
"27954",1862000,"Powiat m.Przemyśl",2003,2.93
"27955",1863000,"Powiat m.Rzeszów",2003,2.97
"27956",1864000,"Powiat m.Tarnobrzeg",2003,3.11
"27957",2001000,"Powiat augustowski",2003,3.28
"27958",2002000,"Powiat białostocki",2003,3.01
"27959",2003000,"Powiat bielski",2003,2.8
"27960",2004000,"Powiat grajewski",2003,3.51
"27961",2005000,"Powiat hajnowski",2003,2.43
"27962",2006000,"Powiat kolneński",2003,3.95
"27963",2007000,"Powiat łomżyński",2003,3.78
"27964",2008000,"Powiat moniecki",2003,3.52
"27965",2009000,"Powiat sejneński",2003,3.39
"27966",2010000,"Powiat siemiatycki",2003,2.99
"27967",2011000,"Powiat sokólski",2003,3.16
"27968",2012000,"Powiat suwalski",2003,3.61
"27969",2013000,"Powiat wysokomazowiecki",2003,3.58
"27970",2014000,"Powiat zambrowski",2003,3.47
"27971",2061000,"Powiat m.Białystok",2003,2.71
"27972",2062000,"Powiat m.Łomża",2003,3.12
"27973",2063000,"Powiat m.Suwałki",2003,3.05
"27974",2201000,"Powiat bytowski",2003,3.62
"27975",2202000,"Powiat chojnicki",2003,3.53
"27976",2203000,"Powiat człuchowski",2003,3.37
"27977",2204000,"Powiat gdański",2003,3.44
"27978",2205000,"Powiat kartuski",2003,3.88
"27979",2206000,"Powiat kościerski",2003,3.68
"27980",2207000,"Powiat kwidzyński",2003,3.44
"27981",2208000,"Powiat lęborski",2003,3.24
"27982",2209000,"Powiat malborski",2003,3.19
"27983",2210000,"Powiat nowodworski",2003,3.29
"27984",2211000,"Powiat pucki",2003,3.42
"27985",2212000,"Powiat słupski",2003,3.35
"27986",2213000,"Powiat starogardzki",2003,3.36
"27987",2214000,"Powiat tczewski",2003,3.32
"27988",2215000,"Powiat wejherowski",2003,3.42
"27989",2216000,"Powiat sztumski",2003,3.42
"27990",2261000,"Powiat m.Gdańsk",2003,2.74
"27991",2262000,"Powiat m.Gdynia",2003,2.62
"27992",2263000,"Powiat m.Słupsk",2003,2.82
"27993",2264000,"Powiat m.Sopot",2003,2.36
"27994",2401000,"Powiat będziński",2003,2.56
"27995",2402000,"Powiat bielski",2003,3.18
"27996",2403000,"Powiat cieszyński",2003,3.01
"27997",2404000,"Powiat częstochowski",2003,3.11
"27998",2405000,"Powiat gliwicki",2003,3.1
"27999",2406000,"Powiat kłobucki",2003,3.44
"28000",2407000,"Powiat lubliniecki",2003,3.35
"28001",2408000,"Powiat mikołowski",2003,2.93
"28002",2409000,"Powiat myszkowski",2003,2.93
"28003",2410000,"Powiat pszczyński",2003,3.55
"28004",2411000,"Powiat raciborski",2003,3.26
"28005",2412000,"Powiat rybnicki",2003,3.14
"28006",2413000,"Powiat tarnogórski",2003,3.02
"28007",2414000,"Powiat bieruńsko-lędziński",2003,3.29
"28008",2415000,"Powiat wodzisławski",2003,3.19
"28009",2416000,"Powiat zawierciański",2003,2.76
"28010",2417000,"Powiat żywiecki",2003,3.23
"28011",2461000,"Powiat m.Bielsko-Biała",2003,2.83
"28012",2462000,"Powiat m.Bytom",2003,2.64
"28013",2463000,"Powiat m.Chorzów",2003,2.3
"28014",2464000,"Powiat m.Częstochowa",2003,2.66
"28015",2465000,"Powiat m.Dąbrowa Górnicza",2003,2.64
"28016",2466000,"Powiat m.Gliwice",2003,2.73
"28017",2467000,"Powiat m.Jastrzębie-Zdrój",2003,3.16
"28018",2468000,"Powiat m.Jaworzno",2003,2.92
"28019",2469000,"Powiat m.Katowice",2003,2.44
"28020",2470000,"Powiat m.Mysłowice",2003,2.81
"28021",2471000,"Powiat m.Piekary Śląskie",2003,2.6
"28022",2472000,"Powiat m.Ruda Śląska",2003,2.64
"28023",2473000,"Powiat m.Rybnik",2003,3.08
"28024",2474000,"Powiat m.Siemianowice Śląskie",2003,2.46
"28025",2475000,"Powiat m.Sosnowiec",2003,2.54
"28026",2476000,"Powiat m.Świętochłowice",2003,2.56
"28027",2477000,"Powiat m.Tychy",2003,2.93
"28028",2478000,"Powiat m.Zabrze",2003,2.9
"28029",2479000,"Powiat m.Żory",2003,3.43
"28030",2601000,"Powiat buski",2003,3.26
"28031",2602000,"Powiat jędrzejowski",2003,3.18
"28032",2603000,"Powiat kazimierski",2003,3.42
"28033",2604000,"Powiat kielecki",2003,3.67
"28034",2605000,"Powiat konecki",2003,3.03
"28035",2606000,"Powiat opatowski",2003,3.19
"28036",2607000,"Powiat ostrowiecki",2003,2.96
"28037",2608000,"Powiat pińczowski",2003,3.11
"28038",2609000,"Powiat sandomierski",2003,3.43
"28039",2610000,"Powiat skarżyski",2003,2.79
"28040",2611000,"Powiat starachowicki",2003,3.09
"28041",2612000,"Powiat staszowski",2003,3.4
"28042",2613000,"Powiat włoszczowski",2003,3.21
"28043",2661000,"Powiat m.Kielce",2003,2.81
"28044",2801000,"Powiat bartoszycki",2003,3.14
"28045",2802000,"Powiat braniewski",2003,3.29
"28046",2803000,"Powiat działdowski",2003,3.35
"28047",2804000,"Powiat elbląski",2003,3.46
"28048",2805000,"Powiat ełcki",2003,3.23
"28049",2806000,"Powiat giżycki",2003,3.01
"28050",2807000,"Powiat iławski",2003,3.47
"28051",2808000,"Powiat kętrzyński",2003,3.01
"28052",2809000,"Powiat lidzbarski",2003,3.07
"28053",2810000,"Powiat mrągowski",2003,3.12
"28054",2811000,"Powiat nidzicki",2003,3.36
"28055",2812000,"Powiat nowomiejski",2003,3.46
"28056",2813000,"Powiat olecki",2003,3.23
"28057",2814000,"Powiat olsztyński",2003,3.41
"28058",2815000,"Powiat ostródzki",2003,3.27
"28059",2816000,"Powiat piski",2003,3.35
"28060",2817000,"Powiat szczycieński",2003,3.48
"28061",2818000,"Powiat gołdapski",2003,3.25
"28062",2819000,"Powiat węgorzewski",2003,3.11
"28063",2861000,"Powiat m.Elbląg",2003,2.95
"28064",2862000,"Powiat m.Olsztyn",2003,2.75
"28065",3001000,"Powiat chodzieski",2003,3.32
"28066",3002000,"Powiat czarnkowsko-trzcianecki",2003,3.44
"28067",3003000,"Powiat gnieźnieński",2003,3.32
"28068",3004000,"Powiat gostyński",2003,3.81
"28069",3005000,"Powiat grodziski",2003,3.81
"28070",3006000,"Powiat jarociński",2003,3.66
"28071",3007000,"Powiat kaliski",2003,3.91
"28072",3008000,"Powiat kępiński",2003,3.66
"28073",3009000,"Powiat kolski",2003,3.23
"28074",3010000,"Powiat koniński",2003,3.82
"28075",3011000,"Powiat kościański",2003,3.6
"28076",3012000,"Powiat krotoszyński",2003,3.6
"28077",3013000,"Powiat leszczyński",2003,4
"28078",3014000,"Powiat międzychodzki",2003,3.32
"28079",3015000,"Powiat nowotomyski",2003,3.48
"28080",3016000,"Powiat obornicki",2003,3.42
"28081",3017000,"Powiat ostrowski",2003,3.52
"28082",3018000,"Powiat ostrzeszowski",2003,3.63
"28083",3019000,"Powiat pilski",2003,3.3
"28084",3020000,"Powiat pleszewski",2003,3.79
"28085",3021000,"Powiat poznański",2003,3.41
"28086",3022000,"Powiat rawicki",2003,3.5
"28087",3023000,"Powiat słupecki",2003,3.53
"28088",3024000,"Powiat szamotulski",2003,3.47
"28089",3025000,"Powiat średzki",2003,3.55
"28090",3026000,"Powiat śremski",2003,3.55
"28091",3027000,"Powiat turecki",2003,3.46
"28092",3028000,"Powiat wągrowiecki",2003,3.48
"28093",3029000,"Powiat wolsztyński",2003,3.78
"28094",3030000,"Powiat wrzesiński",2003,3.44
"28095",3031000,"Powiat złotowski",2003,3.42
"28096",3061000,"Powiat m.Kalisz",2003,2.79
"28097",3062000,"Powiat m.Konin",2003,2.97
"28098",3063000,"Powiat m.Leszno",2003,2.97
"28099",3064000,"Powiat m.Poznań",2003,2.65
"28100",3201000,"Powiat białogardzki",2003,3.1
"28101",3202000,"Powiat choszczeński",2003,3.23
"28102",3203000,"Powiat drawski",2003,3.17
"28103",3204000,"Powiat goleniowski",2003,3.2
"28104",3205000,"Powiat gryficki",2003,3.18
"28105",3206000,"Powiat gryfiński",2003,3.3
"28106",3207000,"Powiat kamieński",2003,2.91
"28107",3208000,"Powiat kołobrzeski",2003,2.87
"28108",3209000,"Powiat koszaliński",2003,3.47
"28109",3210000,"Powiat myśliborski",2003,3.22
"28110",3211000,"Powiat policki",2003,3.12
"28111",3212000,"Powiat pyrzycki",2003,3.36
"28112",3213000,"Powiat sławieński",2003,3.34
"28113",3214000,"Powiat stargardzki",2003,3.2
"28114",3215000,"Powiat szczecinecki",2003,2.92
"28115",3216000,"Powiat świdwiński",2003,3.14
"28116",3217000,"Powiat wałecki",2003,3.12
"28117",3218000,"Powiat łobeski",2003,3.1
"28118",3261000,"Powiat m.Koszalin",2003,2.73
"28119",3262000,"Powiat m.Szczecin",2003,2.73
"28120",3263000,"Powiat m.Świnoujście",2003,2.63
"28121",201000,"Powiat bolesławiecki",2004,3.07
"28122",202000,"Powiat dzierżoniowski",2004,2.79
"28123",203000,"Powiat głogowski",2004,3.06
"28124",204000,"Powiat górowski",2004,3.22
"28125",205000,"Powiat jaworski",2004,3.08
"28126",206000,"Powiat jeleniogórski",2004,2.9
"28127",207000,"Powiat kamiennogórski",2004,2.89
"28128",208000,"Powiat kłodzki",2004,2.79
"28129",209000,"Powiat legnicki",2004,3.24
"28130",210000,"Powiat lubański",2004,2.96
"28131",211000,"Powiat lubiński",2004,2.98
"28132",212000,"Powiat lwówecki",2004,2.95
"28133",213000,"Powiat milicki",2004,3.52
"28134",214000,"Powiat oleśnicki",2004,3.34
"28135",215000,"Powiat oławski",2004,3.2
"28136",216000,"Powiat polkowicki",2004,3.19
"28137",217000,"Powiat strzeliński",2004,3.18
"28138",218000,"Powiat średzki",2004,3.34
"28139",219000,"Powiat świdnicki",2004,2.89
"28140",220000,"Powiat trzebnicki",2004,3.37
"28141",221000,"Powiat wałbrzyski",2004,2.61
"28142",222000,"Powiat wołowski",2004,3.05
"28143",223000,"Powiat wrocławski",2004,3.3
"28144",224000,"Powiat ząbkowicki",2004,3.02
"28145",225000,"Powiat zgorzelecki",2004,2.92
"28146",226000,"Powiat złotoryjski",2004,3.11
"28147",261000,"Powiat m.Jelenia Góra",2004,2.66
"28148",262000,"Powiat m.Legnica",2004,2.69
"28149",264000,"Powiat m.Wrocław",2004,2.6
"28150",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"28151",401000,"Powiat aleksandrowski",2004,3.06
"28152",402000,"Powiat brodnicki",2004,3.34
"28153",403000,"Powiat bydgoski",2004,3.38
"28154",404000,"Powiat chełmiński",2004,3.35
"28155",405000,"Powiat golubsko-dobrzyński",2004,3.47
"28156",406000,"Powiat grudziądzki",2004,3.48
"28157",407000,"Powiat inowrocławski",2004,3.11
"28158",408000,"Powiat lipnowski",2004,3.54
"28159",409000,"Powiat mogileński",2004,3.42
"28160",410000,"Powiat nakielski",2004,3.48
"28161",411000,"Powiat radziejowski",2004,3.48
"28162",412000,"Powiat rypiński",2004,3.48
"28163",413000,"Powiat sępoleński",2004,3.55
"28164",414000,"Powiat świecki",2004,3.35
"28165",415000,"Powiat toruński",2004,3.64
"28166",416000,"Powiat tucholski",2004,3.52
"28167",417000,"Powiat wąbrzeski",2004,3.25
"28168",418000,"Powiat włocławski",2004,3.45
"28169",419000,"Powiat żniński",2004,3.45
"28170",461000,"Powiat m.Bydgoszcz",2004,2.72
"28171",462000,"Powiat m.Grudziądz",2004,2.83
"28172",463000,"Powiat m.Toruń",2004,2.73
"28173",464000,"Powiat m.Włocławek",2004,2.77
"28174",601000,"Powiat bialski",2004,3.22
"28175",602000,"Powiat biłgorajski",2004,3.53
"28176",603000,"Powiat chełmski",2004,3.11
"28177",604000,"Powiat hrubieszowski",2004,3.15
"28178",605000,"Powiat janowski",2004,3.71
"28179",606000,"Powiat krasnostawski",2004,2.98
"28180",607000,"Powiat kraśnicki",2004,3.36
"28181",608000,"Powiat lubartowski",2004,3.3
"28182",609000,"Powiat lubelski",2004,3.35
"28183",610000,"Powiat łęczyński",2004,3.39
"28184",611000,"Powiat łukowski",2004,3.58
"28185",612000,"Powiat opolski",2004,3.18
"28186",613000,"Powiat parczewski",2004,3.05
"28187",614000,"Powiat puławski",2004,3
"28188",615000,"Powiat radzyński",2004,3.36
"28189",616000,"Powiat rycki",2004,3.19
"28190",617000,"Powiat świdnicki",2004,3.02
"28191",618000,"Powiat tomaszowski",2004,3.34
"28192",619000,"Powiat włodawski",2004,2.99
"28193",620000,"Powiat zamojski",2004,3.31
"28194",661000,"Powiat m.Biała Podlaska",2004,2.99
"28195",662000,"Powiat m.Chełm",2004,2.87
"28196",663000,"Powiat m.Lublin",2004,2.76
"28197",664000,"Powiat m.Zamość",2004,3.05
"28198",801000,"Powiat gorzowski",2004,3.35
"28199",802000,"Powiat krośnieński",2004,3.14
"28200",803000,"Powiat międzyrzecki",2004,3.11
"28201",804000,"Powiat nowosolski",2004,3.08
"28202",805000,"Powiat słubicki",2004,3.15
"28203",806000,"Powiat strzelecko-drezdenecki",2004,3.25
"28204",807000,"Powiat sulęciński",2004,3.15
"28205",808000,"Powiat świebodziński",2004,3.22
"28206",809000,"Powiat zielonogórski",2004,3.35
"28207",810000,"Powiat żagański",2004,2.98
"28208",811000,"Powiat żarski",2004,3.06
"28209",812000,"Powiat wschowski",2004,3.42
"28210",861000,"Powiat m.Gorzów Wielkopolski",2004,2.77
"28211",862000,"Powiat m.Zielona Góra",2004,2.69
"28212",1001000,"Powiat bełchatowski",2004,3.05
"28213",1002000,"Powiat kutnowski",2004,2.88
"28214",1003000,"Powiat łaski",2004,2.84
"28215",1004000,"Powiat łęczycki",2004,3.23
"28216",1005000,"Powiat łowicki",2004,3.14
"28217",1006000,"Powiat łódzki wschodni",2004,2.88
"28218",1007000,"Powiat opoczyński",2004,3.23
"28219",1008000,"Powiat pabianicki",2004,2.51
"28220",1009000,"Powiat pajęczański",2004,3.35
"28221",1010000,"Powiat piotrkowski",2004,3.23
"28222",1011000,"Powiat poddębicki",2004,2.92
"28223",1012000,"Powiat radomszczański",2004,2.93
"28224",1013000,"Powiat rawski",2004,3.19
"28225",1014000,"Powiat sieradzki",2004,3.29
"28226",1015000,"Powiat skierniewicki",2004,3.37
"28227",1016000,"Powiat tomaszowski",2004,2.82
"28228",1017000,"Powiat wieluński",2004,3.28
"28229",1018000,"Powiat wieruszowski",2004,3.38
"28230",1019000,"Powiat zduńskowolski",2004,2.96
"28231",1020000,"Powiat zgierski",2004,2.63
"28232",1021000,"Powiat brzeziński",2004,2.91
"28233",1061000,"Powiat m.Łódź",2004,2.33
"28234",1062000,"Powiat m.Piotrków Trybunalski",2004,2.75
"28235",1063000,"Powiat m.Skierniewice",2004,2.71
"28236",1201000,"Powiat bocheński",2004,3.45
"28237",1202000,"Powiat brzeski",2004,3.57
"28238",1203000,"Powiat chrzanowski",2004,3
"28239",1204000,"Powiat dąbrowski",2004,3.83
"28240",1205000,"Powiat gorlicki",2004,3.71
"28241",1206000,"Powiat krakowski",2004,3.32
"28242",1207000,"Powiat limanowski",2004,4.04
"28243",1208000,"Powiat miechowski",2004,2.97
"28244",1209000,"Powiat myślenicki",2004,3.76
"28245",1210000,"Powiat nowosądecki",2004,4.18
"28246",1211000,"Powiat nowotarski",2004,3.71
"28247",1212000,"Powiat olkuski",2004,3.09
"28248",1213000,"Powiat oświęcimski",2004,3.12
"28249",1214000,"Powiat proszowicki",2004,3.55
"28250",1215000,"Powiat suski",2004,3.5
"28251",1216000,"Powiat tarnowski",2004,3.98
"28252",1217000,"Powiat tatrzański",2004,3.08
"28253",1218000,"Powiat wadowicki",2004,3.51
"28254",1219000,"Powiat wielicki",2004,3.27
"28255",1261000,"Powiat m.Kraków",2004,2.62
"28256",1262000,"Powiat m.Nowy Sącz",2004,3.16
"28257",1263000,"Powiat m.Tarnów",2004,2.94
"28258",1401000,"Powiat białobrzeski",2004,3.11
"28259",1402000,"Powiat ciechanowski",2004,3.24
"28260",1403000,"Powiat garwoliński",2004,3.5
"28261",1404000,"Powiat gostyniński",2004,3.21
"28262",1405000,"Powiat grodziski",2004,2.74
"28263",1406000,"Powiat grójecki",2004,3.02
"28264",1407000,"Powiat kozienicki",2004,3.05
"28265",1408000,"Powiat legionowski",2004,2.97
"28266",1409000,"Powiat lipski",2004,3.04
"28267",1410000,"Powiat łosicki",2004,3.1
"28268",1411000,"Powiat makowski",2004,3.35
"28269",1412000,"Powiat miński",2004,3.04
"28270",1413000,"Powiat mławski",2004,3.31
"28271",1414000,"Powiat nowodworski",2004,2.97
"28272",1415000,"Powiat ostrołęcki",2004,3.93
"28273",1416000,"Powiat ostrowski",2004,3.31
"28274",1417000,"Powiat otwocki",2004,2.89
"28275",1418000,"Powiat piaseczyński",2004,2.8
"28276",1419000,"Powiat płocki",2004,3.6
"28277",1420000,"Powiat płoński",2004,3.28
"28278",1421000,"Powiat pruszkowski",2004,2.7
"28279",1422000,"Powiat przasnyski",2004,3.54
"28280",1423000,"Powiat przysuski",2004,3.26
"28281",1424000,"Powiat pułtuski",2004,3.24
"28282",1425000,"Powiat radomski",2004,3.53
"28283",1426000,"Powiat siedlecki",2004,3.42
"28284",1427000,"Powiat sierpecki",2004,3.41
"28285",1428000,"Powiat sochaczewski",2004,3.08
"28286",1429000,"Powiat sokołowski",2004,2.94
"28287",1430000,"Powiat szydłowiecki",2004,3.36
"28288",1432000,"Powiat warszawski zachodni",2004,2.92
"28289",1433000,"Powiat węgrowski",2004,3.11
"28290",1434000,"Powiat wołomiński",2004,3.06
"28291",1435000,"Powiat wyszkowski",2004,3.54
"28292",1436000,"Powiat zwoleński",2004,3.38
"28293",1437000,"Powiat żuromiński",2004,3.51
"28294",1438000,"Powiat żyrardowski",2004,2.67
"28295",1461000,"Powiat m.Ostrołęka",2004,3.1
"28296",1462000,"Powiat m.Płock",2004,2.81
"28297",1463000,"Powiat m.Radom",2004,2.96
"28298",1464000,"Powiat m.Siedlce",2004,2.84
"28299",1465000,"Powiat m. st. Warszawa",2004,2.29
"28300",1601000,"Powiat brzeski",2004,3.05
"28301",1602000,"Powiat głubczycki",2004,3.09
"28302",1603000,"Powiat kędzierzyńsko-kozielski",2004,2.93
"28303",1604000,"Powiat kluczborski",2004,3.2
"28304",1605000,"Powiat krapkowicki",2004,3.38
"28305",1606000,"Powiat namysłowski",2004,3.22
"28306",1607000,"Powiat nyski",2004,3.19
"28307",1608000,"Powiat oleski",2004,3.39
"28308",1609000,"Powiat opolski",2004,3.5
"28309",1610000,"Powiat prudnicki",2004,3.08
"28310",1611000,"Powiat strzelecki",2004,3.45
"28311",1661000,"Powiat m.Opole",2004,2.74
"28312",1801000,"Powiat bieszczadzki",2004,3.43
"28313",1802000,"Powiat brzozowski",2004,3.77
"28314",1803000,"Powiat dębicki",2004,3.78
"28315",1804000,"Powiat jarosławski",2004,3.65
"28316",1805000,"Powiat jasielski",2004,3.57
"28317",1806000,"Powiat kolbuszowski",2004,3.94
"28318",1807000,"Powiat krośnieński",2004,3.71
"28319",1808000,"Powiat leżajski",2004,3.67
"28320",1809000,"Powiat lubaczowski",2004,3.68
"28321",1810000,"Powiat łańcucki",2004,3.58
"28322",1811000,"Powiat mielecki",2004,3.55
"28323",1812000,"Powiat niżański",2004,3.64
"28324",1813000,"Powiat przemyski",2004,3.82
"28325",1814000,"Powiat przeworski",2004,3.55
"28326",1815000,"Powiat ropczycko-sędziszowski",2004,3.88
"28327",1816000,"Powiat rzeszowski",2004,3.61
"28328",1817000,"Powiat sanocki",2004,3.48
"28329",1818000,"Powiat stalowowolski",2004,3.22
"28330",1819000,"Powiat strzyżowski",2004,3.64
"28331",1820000,"Powiat tarnobrzeski",2004,3.65
"28332",1821000,"Powiat leski",2004,3.67
"28333",1861000,"Powiat m.Krosno",2004,3.05
"28334",1862000,"Powiat m.Przemyśl",2004,2.93
"28335",1863000,"Powiat m.Rzeszów",2004,2.94
"28336",1864000,"Powiat m.Tarnobrzeg",2004,3.08
"28337",2001000,"Powiat augustowski",2004,3.27
"28338",2002000,"Powiat białostocki",2004,2.98
"28339",2003000,"Powiat bielski",2004,2.78
"28340",2004000,"Powiat grajewski",2004,3.48
"28341",2005000,"Powiat hajnowski",2004,2.4
"28342",2006000,"Powiat kolneński",2004,3.91
"28343",2007000,"Powiat łomżyński",2004,3.74
"28344",2008000,"Powiat moniecki",2004,3.47
"28345",2009000,"Powiat sejneński",2004,3.34
"28346",2010000,"Powiat siemiatycki",2004,2.94
"28347",2011000,"Powiat sokólski",2004,3.12
"28348",2012000,"Powiat suwalski",2004,3.56
"28349",2013000,"Powiat wysokomazowiecki",2004,3.55
