"","Kod","Nazwa","rok","Przestepstwa_stwierdzone_przez_Policje_w_zakonczonych_postepowaniach_przygotowawczych_przestepstwa_stwierdzone_przez_Policje_ogolem_na_mieszkancow"
"22923",1208000,"Powiat miechowski",2008,NA
"22924",1209000,"Powiat myślenicki",2008,NA
"22925",1210000,"Powiat nowosądecki",2008,NA
"22926",1211000,"Powiat nowotarski",2008,NA
"22927",1212000,"Powiat olkuski",2008,NA
"22928",1213000,"Powiat oświęcimski",2008,NA
"22929",1214000,"Powiat proszowicki",2008,NA
"22930",1215000,"Powiat suski",2008,NA
"22931",1216000,"Powiat tarnowski",2008,NA
"22932",1217000,"Powiat tatrzański",2008,NA
"22933",1218000,"Powiat wadowicki",2008,NA
"22934",1219000,"Powiat wielicki",2008,NA
"22935",1261000,"Powiat m.Kraków",2008,NA
"22936",1262000,"Powiat m.Nowy Sącz",2008,NA
"22937",1263000,"Powiat m.Tarnów",2008,NA
"22938",1401000,"Powiat białobrzeski",2008,NA
"22939",1402000,"Powiat ciechanowski",2008,NA
"22940",1403000,"Powiat garwoliński",2008,NA
"22941",1404000,"Powiat gostyniński",2008,NA
"22942",1405000,"Powiat grodziski",2008,NA
"22943",1406000,"Powiat grójecki",2008,NA
"22944",1407000,"Powiat kozienicki",2008,NA
"22945",1408000,"Powiat legionowski",2008,NA
"22946",1409000,"Powiat lipski",2008,NA
"22947",1410000,"Powiat łosicki",2008,NA
"22948",1411000,"Powiat makowski",2008,NA
"22949",1412000,"Powiat miński",2008,NA
"22950",1413000,"Powiat mławski",2008,NA
"22951",1414000,"Powiat nowodworski",2008,NA
"22952",1415000,"Powiat ostrołęcki",2008,NA
"22953",1416000,"Powiat ostrowski",2008,NA
"22954",1417000,"Powiat otwocki",2008,NA
"22955",1418000,"Powiat piaseczyński",2008,NA
"22956",1419000,"Powiat płocki",2008,NA
"22957",1420000,"Powiat płoński",2008,NA
"22958",1421000,"Powiat pruszkowski",2008,NA
"22959",1422000,"Powiat przasnyski",2008,NA
"22960",1423000,"Powiat przysuski",2008,NA
"22961",1424000,"Powiat pułtuski",2008,NA
"22962",1425000,"Powiat radomski",2008,NA
"22963",1426000,"Powiat siedlecki",2008,NA
"22964",1427000,"Powiat sierpecki",2008,NA
"22965",1428000,"Powiat sochaczewski",2008,NA
"22966",1429000,"Powiat sokołowski",2008,NA
"22967",1430000,"Powiat szydłowiecki",2008,NA
"22968",1432000,"Powiat warszawski zachodni",2008,NA
"22969",1433000,"Powiat węgrowski",2008,NA
"22970",1434000,"Powiat wołomiński",2008,NA
"22971",1435000,"Powiat wyszkowski",2008,NA
"22972",1436000,"Powiat zwoleński",2008,NA
"22973",1437000,"Powiat żuromiński",2008,NA
"22974",1438000,"Powiat żyrardowski",2008,NA
"22975",1461000,"Powiat m.Ostrołęka",2008,NA
"22976",1462000,"Powiat m.Płock",2008,NA
"22977",1463000,"Powiat m.Radom",2008,NA
"22978",1464000,"Powiat m.Siedlce",2008,NA
"22979",1465000,"Powiat m. st. Warszawa",2008,NA
"22980",1601000,"Powiat brzeski",2008,NA
"22981",1602000,"Powiat głubczycki",2008,NA
"22982",1603000,"Powiat kędzierzyńsko-kozielski",2008,NA
"22983",1604000,"Powiat kluczborski",2008,NA
"22984",1605000,"Powiat krapkowicki",2008,NA
"22985",1606000,"Powiat namysłowski",2008,NA
"22986",1607000,"Powiat nyski",2008,NA
"22987",1608000,"Powiat oleski",2008,NA
"22988",1609000,"Powiat opolski",2008,NA
"22989",1610000,"Powiat prudnicki",2008,NA
"22990",1611000,"Powiat strzelecki",2008,NA
"22991",1661000,"Powiat m.Opole",2008,NA
"22992",1801000,"Powiat bieszczadzki",2008,NA
"22993",1802000,"Powiat brzozowski",2008,NA
"22994",1803000,"Powiat dębicki",2008,NA
"22995",1804000,"Powiat jarosławski",2008,NA
"22996",1805000,"Powiat jasielski",2008,NA
"22997",1806000,"Powiat kolbuszowski",2008,NA
"22998",1807000,"Powiat krośnieński",2008,NA
"22999",1808000,"Powiat leżajski",2008,NA
"23000",1809000,"Powiat lubaczowski",2008,NA
"23001",1810000,"Powiat łańcucki",2008,NA
"23002",1811000,"Powiat mielecki",2008,NA
"23003",1812000,"Powiat niżański",2008,NA
"23004",1813000,"Powiat przemyski",2008,NA
"23005",1814000,"Powiat przeworski",2008,NA
"23006",1815000,"Powiat ropczycko-sędziszowski",2008,NA
"23007",1816000,"Powiat rzeszowski",2008,NA
"23008",1817000,"Powiat sanocki",2008,NA
"23009",1818000,"Powiat stalowowolski",2008,NA
"23010",1819000,"Powiat strzyżowski",2008,NA
"23011",1820000,"Powiat tarnobrzeski",2008,NA
"23012",1821000,"Powiat leski",2008,NA
"23013",1861000,"Powiat m.Krosno",2008,NA
"23014",1862000,"Powiat m.Przemyśl",2008,NA
"23015",1863000,"Powiat m.Rzeszów",2008,NA
"23016",1864000,"Powiat m.Tarnobrzeg",2008,NA
"23017",2001000,"Powiat augustowski",2008,NA
"23018",2002000,"Powiat białostocki",2008,NA
"23019",2003000,"Powiat bielski",2008,NA
"23020",2004000,"Powiat grajewski",2008,NA
"23021",2005000,"Powiat hajnowski",2008,NA
"23022",2006000,"Powiat kolneński",2008,NA
"23023",2007000,"Powiat łomżyński",2008,NA
"23024",2008000,"Powiat moniecki",2008,NA
"23025",2009000,"Powiat sejneński",2008,NA
"23026",2010000,"Powiat siemiatycki",2008,NA
"23027",2011000,"Powiat sokólski",2008,NA
"23028",2012000,"Powiat suwalski",2008,NA
"23029",2013000,"Powiat wysokomazowiecki",2008,NA
"23030",2014000,"Powiat zambrowski",2008,NA
"23031",2061000,"Powiat m.Białystok",2008,NA
"23032",2062000,"Powiat m.Łomża",2008,NA
"23033",2063000,"Powiat m.Suwałki",2008,NA
"23034",2201000,"Powiat bytowski",2008,NA
"23035",2202000,"Powiat chojnicki",2008,NA
"23036",2203000,"Powiat człuchowski",2008,NA
"23037",2204000,"Powiat gdański",2008,NA
"23038",2205000,"Powiat kartuski",2008,NA
"23039",2206000,"Powiat kościerski",2008,NA
"23040",2207000,"Powiat kwidzyński",2008,NA
"23041",2208000,"Powiat lęborski",2008,NA
"23042",2209000,"Powiat malborski",2008,NA
"23043",2210000,"Powiat nowodworski",2008,NA
"23044",2211000,"Powiat pucki",2008,NA
"23045",2212000,"Powiat słupski",2008,NA
"23046",2213000,"Powiat starogardzki",2008,NA
"23047",2214000,"Powiat tczewski",2008,NA
"23048",2215000,"Powiat wejherowski",2008,NA
"23049",2216000,"Powiat sztumski",2008,NA
"23050",2261000,"Powiat m.Gdańsk",2008,NA
"23051",2262000,"Powiat m.Gdynia",2008,NA
"23052",2263000,"Powiat m.Słupsk",2008,NA
"23053",2264000,"Powiat m.Sopot",2008,NA
"23054",2401000,"Powiat będziński",2008,NA
"23055",2402000,"Powiat bielski",2008,NA
"23056",2403000,"Powiat cieszyński",2008,NA
"23057",2404000,"Powiat częstochowski",2008,NA
"23058",2405000,"Powiat gliwicki",2008,NA
"23059",2406000,"Powiat kłobucki",2008,NA
"23060",2407000,"Powiat lubliniecki",2008,NA
"23061",2408000,"Powiat mikołowski",2008,NA
"23062",2409000,"Powiat myszkowski",2008,NA
"23063",2410000,"Powiat pszczyński",2008,NA
"23064",2411000,"Powiat raciborski",2008,NA
"23065",2412000,"Powiat rybnicki",2008,NA
"23066",2413000,"Powiat tarnogórski",2008,NA
"23067",2414000,"Powiat bieruńsko-lędziński",2008,NA
"23068",2415000,"Powiat wodzisławski",2008,NA
"23069",2416000,"Powiat zawierciański",2008,NA
"23070",2417000,"Powiat żywiecki",2008,NA
"23071",2461000,"Powiat m.Bielsko-Biała",2008,NA
"23072",2462000,"Powiat m.Bytom",2008,NA
"23073",2463000,"Powiat m.Chorzów",2008,NA
"23074",2464000,"Powiat m.Częstochowa",2008,NA
"23075",2465000,"Powiat m.Dąbrowa Górnicza",2008,NA
"23076",2466000,"Powiat m.Gliwice",2008,NA
"23077",2467000,"Powiat m.Jastrzębie-Zdrój",2008,NA
"23078",2468000,"Powiat m.Jaworzno",2008,NA
"23079",2469000,"Powiat m.Katowice",2008,NA
"23080",2470000,"Powiat m.Mysłowice",2008,NA
"23081",2471000,"Powiat m.Piekary Śląskie",2008,NA
"23082",2472000,"Powiat m.Ruda Śląska",2008,NA
"23083",2473000,"Powiat m.Rybnik",2008,NA
"23084",2474000,"Powiat m.Siemianowice Śląskie",2008,NA
"23085",2475000,"Powiat m.Sosnowiec",2008,NA
"23086",2476000,"Powiat m.Świętochłowice",2008,NA
"23087",2477000,"Powiat m.Tychy",2008,NA
"23088",2478000,"Powiat m.Zabrze",2008,NA
"23089",2479000,"Powiat m.Żory",2008,NA
"23090",2601000,"Powiat buski",2008,NA
"23091",2602000,"Powiat jędrzejowski",2008,NA
"23092",2603000,"Powiat kazimierski",2008,NA
"23093",2604000,"Powiat kielecki",2008,NA
"23094",2605000,"Powiat konecki",2008,NA
"23095",2606000,"Powiat opatowski",2008,NA
"23096",2607000,"Powiat ostrowiecki",2008,NA
"23097",2608000,"Powiat pińczowski",2008,NA
"23098",2609000,"Powiat sandomierski",2008,NA
"23099",2610000,"Powiat skarżyski",2008,NA
"23100",2611000,"Powiat starachowicki",2008,NA
"23101",2612000,"Powiat staszowski",2008,NA
"23102",2613000,"Powiat włoszczowski",2008,NA
"23103",2661000,"Powiat m.Kielce",2008,NA
"23104",2801000,"Powiat bartoszycki",2008,NA
"23105",2802000,"Powiat braniewski",2008,NA
"23106",2803000,"Powiat działdowski",2008,NA
"23107",2804000,"Powiat elbląski",2008,NA
"23108",2805000,"Powiat ełcki",2008,NA
"23109",2806000,"Powiat giżycki",2008,NA
"23110",2807000,"Powiat iławski",2008,NA
"23111",2808000,"Powiat kętrzyński",2008,NA
"23112",2809000,"Powiat lidzbarski",2008,NA
"23113",2810000,"Powiat mrągowski",2008,NA
"23114",2811000,"Powiat nidzicki",2008,NA
"23115",2812000,"Powiat nowomiejski",2008,NA
"23116",2813000,"Powiat olecki",2008,NA
"23117",2814000,"Powiat olsztyński",2008,NA
"23118",2815000,"Powiat ostródzki",2008,NA
"23119",2816000,"Powiat piski",2008,NA
"23120",2817000,"Powiat szczycieński",2008,NA
"23121",2818000,"Powiat gołdapski",2008,NA
"23122",2819000,"Powiat węgorzewski",2008,NA
"23123",2861000,"Powiat m.Elbląg",2008,NA
"23124",2862000,"Powiat m.Olsztyn",2008,NA
"23125",3001000,"Powiat chodzieski",2008,NA
"23126",3002000,"Powiat czarnkowsko-trzcianecki",2008,NA
"23127",3003000,"Powiat gnieźnieński",2008,NA
"23128",3004000,"Powiat gostyński",2008,NA
"23129",3005000,"Powiat grodziski",2008,NA
"23130",3006000,"Powiat jarociński",2008,NA
"23131",3007000,"Powiat kaliski",2008,NA
"23132",3008000,"Powiat kępiński",2008,NA
"23133",3009000,"Powiat kolski",2008,NA
"23134",3010000,"Powiat koniński",2008,NA
"23135",3011000,"Powiat kościański",2008,NA
"23136",3012000,"Powiat krotoszyński",2008,NA
"23137",3013000,"Powiat leszczyński",2008,NA
"23138",3014000,"Powiat międzychodzki",2008,NA
"23139",3015000,"Powiat nowotomyski",2008,NA
"23140",3016000,"Powiat obornicki",2008,NA
"23141",3017000,"Powiat ostrowski",2008,NA
"23142",3018000,"Powiat ostrzeszowski",2008,NA
"23143",3019000,"Powiat pilski",2008,NA
"23144",3020000,"Powiat pleszewski",2008,NA
"23145",3021000,"Powiat poznański",2008,NA
"23146",3022000,"Powiat rawicki",2008,NA
"23147",3023000,"Powiat słupecki",2008,NA
"23148",3024000,"Powiat szamotulski",2008,NA
"23149",3025000,"Powiat średzki",2008,NA
"23150",3026000,"Powiat śremski",2008,NA
"23151",3027000,"Powiat turecki",2008,NA
"23152",3028000,"Powiat wągrowiecki",2008,NA
"23153",3029000,"Powiat wolsztyński",2008,NA
"23154",3030000,"Powiat wrzesiński",2008,NA
"23155",3031000,"Powiat złotowski",2008,NA
"23156",3061000,"Powiat m.Kalisz",2008,NA
"23157",3062000,"Powiat m.Konin",2008,NA
"23158",3063000,"Powiat m.Leszno",2008,NA
"23159",3064000,"Powiat m.Poznań",2008,NA
"23160",3201000,"Powiat białogardzki",2008,NA
"23161",3202000,"Powiat choszczeński",2008,NA
"23162",3203000,"Powiat drawski",2008,NA
"23163",3204000,"Powiat goleniowski",2008,NA
"23164",3205000,"Powiat gryficki",2008,NA
"23165",3206000,"Powiat gryfiński",2008,NA
"23166",3207000,"Powiat kamieński",2008,NA
"23167",3208000,"Powiat kołobrzeski",2008,NA
"23168",3209000,"Powiat koszaliński",2008,NA
"23169",3210000,"Powiat myśliborski",2008,NA
"23170",3211000,"Powiat policki",2008,NA
"23171",3212000,"Powiat pyrzycki",2008,NA
"23172",3213000,"Powiat sławieński",2008,NA
"23173",3214000,"Powiat stargardzki",2008,NA
"23174",3215000,"Powiat szczecinecki",2008,NA
"23175",3216000,"Powiat świdwiński",2008,NA
"23176",3217000,"Powiat wałecki",2008,NA
"23177",3218000,"Powiat łobeski",2008,NA
"23178",3261000,"Powiat m.Koszalin",2008,NA
"23179",3262000,"Powiat m.Szczecin",2008,NA
"23180",3263000,"Powiat m.Świnoujście",2008,NA
"23181",201000,"Powiat bolesławiecki",2009,NA
"23182",202000,"Powiat dzierżoniowski",2009,NA
"23183",203000,"Powiat głogowski",2009,NA
"23184",204000,"Powiat górowski",2009,NA
"23185",205000,"Powiat jaworski",2009,NA
"23186",206000,"Powiat jeleniogórski",2009,NA
"23187",207000,"Powiat kamiennogórski",2009,NA
"23188",208000,"Powiat kłodzki",2009,NA
"23189",209000,"Powiat legnicki",2009,NA
"23190",210000,"Powiat lubański",2009,NA
"23191",211000,"Powiat lubiński",2009,NA
"23192",212000,"Powiat lwówecki",2009,NA
"23193",213000,"Powiat milicki",2009,NA
"23194",214000,"Powiat oleśnicki",2009,NA
"23195",215000,"Powiat oławski",2009,NA
"23196",216000,"Powiat polkowicki",2009,NA
"23197",217000,"Powiat strzeliński",2009,NA
"23198",218000,"Powiat średzki",2009,NA
"23199",219000,"Powiat świdnicki",2009,NA
"23200",220000,"Powiat trzebnicki",2009,NA
"23201",221000,"Powiat wałbrzyski",2009,NA
"23202",222000,"Powiat wołowski",2009,NA
"23203",223000,"Powiat wrocławski",2009,NA
"23204",224000,"Powiat ząbkowicki",2009,NA
"23205",225000,"Powiat zgorzelecki",2009,NA
"23206",226000,"Powiat złotoryjski",2009,NA
"23207",261000,"Powiat m.Jelenia Góra",2009,NA
"23208",262000,"Powiat m.Legnica",2009,NA
"23209",264000,"Powiat m.Wrocław",2009,NA
"23210",265000,"Powiat m.Wałbrzych od 2013",2009,NA
"23211",401000,"Powiat aleksandrowski",2009,NA
"23212",402000,"Powiat brodnicki",2009,NA
"23213",403000,"Powiat bydgoski",2009,NA
"23214",404000,"Powiat chełmiński",2009,NA
"23215",405000,"Powiat golubsko-dobrzyński",2009,NA
"23216",406000,"Powiat grudziądzki",2009,NA
"23217",407000,"Powiat inowrocławski",2009,NA
"23218",408000,"Powiat lipnowski",2009,NA
"23219",409000,"Powiat mogileński",2009,NA
"23220",410000,"Powiat nakielski",2009,NA
"23221",411000,"Powiat radziejowski",2009,NA
"23222",412000,"Powiat rypiński",2009,NA
"23223",413000,"Powiat sępoleński",2009,NA
"23224",414000,"Powiat świecki",2009,NA
"23225",415000,"Powiat toruński",2009,NA
"23226",416000,"Powiat tucholski",2009,NA
"23227",417000,"Powiat wąbrzeski",2009,NA
"23228",418000,"Powiat włocławski",2009,NA
"23229",419000,"Powiat żniński",2009,NA
"23230",461000,"Powiat m.Bydgoszcz",2009,NA
"23231",462000,"Powiat m.Grudziądz",2009,NA
"23232",463000,"Powiat m.Toruń",2009,NA
"23233",464000,"Powiat m.Włocławek",2009,NA
"23234",601000,"Powiat bialski",2009,NA
"23235",602000,"Powiat biłgorajski",2009,NA
"23236",603000,"Powiat chełmski",2009,NA
"23237",604000,"Powiat hrubieszowski",2009,NA
"23238",605000,"Powiat janowski",2009,NA
"23239",606000,"Powiat krasnostawski",2009,NA
"23240",607000,"Powiat kraśnicki",2009,NA
"23241",608000,"Powiat lubartowski",2009,NA
"23242",609000,"Powiat lubelski",2009,NA
"23243",610000,"Powiat łęczyński",2009,NA
"23244",611000,"Powiat łukowski",2009,NA
"23245",612000,"Powiat opolski",2009,NA
"23246",613000,"Powiat parczewski",2009,NA
"23247",614000,"Powiat puławski",2009,NA
"23248",615000,"Powiat radzyński",2009,NA
"23249",616000,"Powiat rycki",2009,NA
"23250",617000,"Powiat świdnicki",2009,NA
"23251",618000,"Powiat tomaszowski",2009,NA
"23252",619000,"Powiat włodawski",2009,NA
"23253",620000,"Powiat zamojski",2009,NA
"23254",661000,"Powiat m.Biała Podlaska",2009,NA
"23255",662000,"Powiat m.Chełm",2009,NA
"23256",663000,"Powiat m.Lublin",2009,NA
"23257",664000,"Powiat m.Zamość",2009,NA
"23258",801000,"Powiat gorzowski",2009,NA
"23259",802000,"Powiat krośnieński",2009,NA
"23260",803000,"Powiat międzyrzecki",2009,NA
"23261",804000,"Powiat nowosolski",2009,NA
"23262",805000,"Powiat słubicki",2009,NA
"23263",806000,"Powiat strzelecko-drezdenecki",2009,NA
"23264",807000,"Powiat sulęciński",2009,NA
"23265",808000,"Powiat świebodziński",2009,NA
"23266",809000,"Powiat zielonogórski",2009,NA
"23267",810000,"Powiat żagański",2009,NA
"23268",811000,"Powiat żarski",2009,NA
"23269",812000,"Powiat wschowski",2009,NA
"23270",861000,"Powiat m.Gorzów Wielkopolski",2009,NA
"23271",862000,"Powiat m.Zielona Góra",2009,NA
"23272",1001000,"Powiat bełchatowski",2009,NA
"23273",1002000,"Powiat kutnowski",2009,NA
"23274",1003000,"Powiat łaski",2009,NA
"23275",1004000,"Powiat łęczycki",2009,NA
"23276",1005000,"Powiat łowicki",2009,NA
"23277",1006000,"Powiat łódzki wschodni",2009,NA
"23278",1007000,"Powiat opoczyński",2009,NA
"23279",1008000,"Powiat pabianicki",2009,NA
"23280",1009000,"Powiat pajęczański",2009,NA
"23281",1010000,"Powiat piotrkowski",2009,NA
"23282",1011000,"Powiat poddębicki",2009,NA
"23283",1012000,"Powiat radomszczański",2009,NA
"23284",1013000,"Powiat rawski",2009,NA
"23285",1014000,"Powiat sieradzki",2009,NA
"23286",1015000,"Powiat skierniewicki",2009,NA
"23287",1016000,"Powiat tomaszowski",2009,NA
"23288",1017000,"Powiat wieluński",2009,NA
"23289",1018000,"Powiat wieruszowski",2009,NA
"23290",1019000,"Powiat zduńskowolski",2009,NA
"23291",1020000,"Powiat zgierski",2009,NA
"23292",1021000,"Powiat brzeziński",2009,NA
"23293",1061000,"Powiat m.Łódź",2009,NA
"23294",1062000,"Powiat m.Piotrków Trybunalski",2009,NA
"23295",1063000,"Powiat m.Skierniewice",2009,NA
"23296",1201000,"Powiat bocheński",2009,NA
"23297",1202000,"Powiat brzeski",2009,NA
"23298",1203000,"Powiat chrzanowski",2009,NA
"23299",1204000,"Powiat dąbrowski",2009,NA
"23300",1205000,"Powiat gorlicki",2009,NA
"23301",1206000,"Powiat krakowski",2009,NA
"23302",1207000,"Powiat limanowski",2009,NA
"23303",1208000,"Powiat miechowski",2009,NA
"23304",1209000,"Powiat myślenicki",2009,NA
"23305",1210000,"Powiat nowosądecki",2009,NA
"23306",1211000,"Powiat nowotarski",2009,NA
"23307",1212000,"Powiat olkuski",2009,NA
"23308",1213000,"Powiat oświęcimski",2009,NA
"23309",1214000,"Powiat proszowicki",2009,NA
"23310",1215000,"Powiat suski",2009,NA
"23311",1216000,"Powiat tarnowski",2009,NA
"23312",1217000,"Powiat tatrzański",2009,NA
"23313",1218000,"Powiat wadowicki",2009,NA
"23314",1219000,"Powiat wielicki",2009,NA
"23315",1261000,"Powiat m.Kraków",2009,NA
"23316",1262000,"Powiat m.Nowy Sącz",2009,NA
"23317",1263000,"Powiat m.Tarnów",2009,NA
"23318",1401000,"Powiat białobrzeski",2009,NA
"23319",1402000,"Powiat ciechanowski",2009,NA
"23320",1403000,"Powiat garwoliński",2009,NA
"23321",1404000,"Powiat gostyniński",2009,NA
"23322",1405000,"Powiat grodziski",2009,NA
"23323",1406000,"Powiat grójecki",2009,NA
"23324",1407000,"Powiat kozienicki",2009,NA
"23325",1408000,"Powiat legionowski",2009,NA
"23326",1409000,"Powiat lipski",2009,NA
"23327",1410000,"Powiat łosicki",2009,NA
"23328",1411000,"Powiat makowski",2009,NA
"23329",1412000,"Powiat miński",2009,NA
"23330",1413000,"Powiat mławski",2009,NA
"23331",1414000,"Powiat nowodworski",2009,NA
"23332",1415000,"Powiat ostrołęcki",2009,NA
"23333",1416000,"Powiat ostrowski",2009,NA
"23334",1417000,"Powiat otwocki",2009,NA
"23335",1418000,"Powiat piaseczyński",2009,NA
"23336",1419000,"Powiat płocki",2009,NA
"23337",1420000,"Powiat płoński",2009,NA
"23338",1421000,"Powiat pruszkowski",2009,NA
"23339",1422000,"Powiat przasnyski",2009,NA
"23340",1423000,"Powiat przysuski",2009,NA
"23341",1424000,"Powiat pułtuski",2009,NA
"23342",1425000,"Powiat radomski",2009,NA
"23343",1426000,"Powiat siedlecki",2009,NA
"23344",1427000,"Powiat sierpecki",2009,NA
"23345",1428000,"Powiat sochaczewski",2009,NA
"23346",1429000,"Powiat sokołowski",2009,NA
"23347",1430000,"Powiat szydłowiecki",2009,NA
"23348",1432000,"Powiat warszawski zachodni",2009,NA
"23349",1433000,"Powiat węgrowski",2009,NA
"23350",1434000,"Powiat wołomiński",2009,NA
"23351",1435000,"Powiat wyszkowski",2009,NA
"23352",1436000,"Powiat zwoleński",2009,NA
"23353",1437000,"Powiat żuromiński",2009,NA
"23354",1438000,"Powiat żyrardowski",2009,NA
"23355",1461000,"Powiat m.Ostrołęka",2009,NA
"23356",1462000,"Powiat m.Płock",2009,NA
"23357",1463000,"Powiat m.Radom",2009,NA
"23358",1464000,"Powiat m.Siedlce",2009,NA
"23359",1465000,"Powiat m. st. Warszawa",2009,NA
"23360",1601000,"Powiat brzeski",2009,NA
"23361",1602000,"Powiat głubczycki",2009,NA
"23362",1603000,"Powiat kędzierzyńsko-kozielski",2009,NA
"23363",1604000,"Powiat kluczborski",2009,NA
"23364",1605000,"Powiat krapkowicki",2009,NA
"23365",1606000,"Powiat namysłowski",2009,NA
"23366",1607000,"Powiat nyski",2009,NA
"23367",1608000,"Powiat oleski",2009,NA
"23368",1609000,"Powiat opolski",2009,NA
"23369",1610000,"Powiat prudnicki",2009,NA
"23370",1611000,"Powiat strzelecki",2009,NA
"23371",1661000,"Powiat m.Opole",2009,NA
"23372",1801000,"Powiat bieszczadzki",2009,NA
"23373",1802000,"Powiat brzozowski",2009,NA
"23374",1803000,"Powiat dębicki",2009,NA
"23375",1804000,"Powiat jarosławski",2009,NA
"23376",1805000,"Powiat jasielski",2009,NA
"23377",1806000,"Powiat kolbuszowski",2009,NA
"23378",1807000,"Powiat krośnieński",2009,NA
"23379",1808000,"Powiat leżajski",2009,NA
"23380",1809000,"Powiat lubaczowski",2009,NA
"23381",1810000,"Powiat łańcucki",2009,NA
"23382",1811000,"Powiat mielecki",2009,NA
"23383",1812000,"Powiat niżański",2009,NA
"23384",1813000,"Powiat przemyski",2009,NA
"23385",1814000,"Powiat przeworski",2009,NA
