"","Kod","Nazwa","rok","Przestepstwa_stwierdzone_przez_Policje_w_zakonczonych_postepowaniach_przygotowawczych_przestepstwa_stwierdzone_przez_Policje_ogolem_na_mieszkancow"
"25879",409000,"Powiat mogileński",2016,11.89
"25880",410000,"Powiat nakielski",2016,16.67
"25881",411000,"Powiat radziejowski",2016,10.28
"25882",412000,"Powiat rypiński",2016,18.15
"25883",413000,"Powiat sępoleński",2016,12.69
"25884",414000,"Powiat świecki",2016,13.69
"25885",415000,"Powiat toruński",2016,13.05
"25886",416000,"Powiat tucholski",2016,9.96
"25887",417000,"Powiat wąbrzeski",2016,11.46
"25888",418000,"Powiat włocławski",2016,12.73
"25889",419000,"Powiat żniński",2016,16.94
"25890",461000,"Powiat m.Bydgoszcz",2016,18.85
"25891",462000,"Powiat m.Grudziądz",2016,18.11
"25892",463000,"Powiat m.Toruń",2016,32.48
"25893",464000,"Powiat m.Włocławek",2016,30.21
"25894",601000,"Powiat bialski",2016,12.95
"25895",602000,"Powiat biłgorajski",2016,10.41
"25896",603000,"Powiat chełmski",2016,13.02
"25897",604000,"Powiat hrubieszowski",2016,16.99
"25898",605000,"Powiat janowski",2016,13.11
"25899",606000,"Powiat krasnostawski",2016,16.23
"25900",607000,"Powiat kraśnicki",2016,11.1
"25901",608000,"Powiat lubartowski",2016,10.88
"25902",609000,"Powiat lubelski",2016,10.19
"25903",610000,"Powiat łęczyński",2016,15.29
"25904",611000,"Powiat łukowski",2016,10.92
"25905",612000,"Powiat opolski",2016,13.26
"25906",613000,"Powiat parczewski",2016,10.82
"25907",614000,"Powiat puławski",2016,17.6
"25908",615000,"Powiat radzyński",2016,12.77
"25909",616000,"Powiat rycki",2016,14.85
"25910",617000,"Powiat świdnicki",2016,12.4
"25911",618000,"Powiat tomaszowski",2016,11.59
"25912",619000,"Powiat włodawski",2016,15.68
"25913",620000,"Powiat zamojski",2016,8.87
"25914",661000,"Powiat m.Biała Podlaska",2016,18.78
"25915",662000,"Powiat m.Chełm",2016,27.82
"25916",663000,"Powiat m.Lublin",2016,20.91
"25917",664000,"Powiat m.Zamość",2016,14.8
"25918",801000,"Powiat gorzowski",2016,18.4
"25919",802000,"Powiat krośnieński",2016,17.35
"25920",803000,"Powiat międzyrzecki",2016,23.54
"25921",804000,"Powiat nowosolski",2016,23.06
"25922",805000,"Powiat słubicki",2016,26.5
"25923",806000,"Powiat strzelecko-drezdenecki",2016,16.28
"25924",807000,"Powiat sulęciński",2016,23.13
"25925",808000,"Powiat świebodziński",2016,20.26
"25926",809000,"Powiat zielonogórski",2016,23.31
"25927",810000,"Powiat żagański",2016,23.47
"25928",811000,"Powiat żarski",2016,21.3
"25929",812000,"Powiat wschowski",2016,17.16
"25930",861000,"Powiat m.Gorzów Wielkopolski",2016,26.76
"25931",862000,"Powiat m.Zielona Góra",2016,24.21
"25932",1001000,"Powiat bełchatowski",2016,20.44
"25933",1002000,"Powiat kutnowski",2016,31.1
"25934",1003000,"Powiat łaski",2016,12.24
"25935",1004000,"Powiat łęczycki",2016,11.04
"25936",1005000,"Powiat łowicki",2016,17.41
"25937",1006000,"Powiat łódzki wschodni",2016,15
"25938",1007000,"Powiat opoczyński",2016,18.6
"25939",1008000,"Powiat pabianicki",2016,15.02
"25940",1009000,"Powiat pajęczański",2016,10.29
"25941",1010000,"Powiat piotrkowski",2016,10.47
"25942",1011000,"Powiat poddębicki",2016,12.13
"25943",1012000,"Powiat radomszczański",2016,19.72
"25944",1013000,"Powiat rawski",2016,17.33
"25945",1014000,"Powiat sieradzki",2016,13.18
"25946",1015000,"Powiat skierniewicki",2016,10.82
"25947",1016000,"Powiat tomaszowski",2016,15.82
"25948",1017000,"Powiat wieluński",2016,12.4
"25949",1018000,"Powiat wieruszowski",2016,10.81
"25950",1019000,"Powiat zduńskowolski",2016,12.78
"25951",1020000,"Powiat zgierski",2016,15.24
"25952",1021000,"Powiat brzeziński",2016,16.49
"25953",1061000,"Powiat m.Łódź",2016,23.83
"25954",1062000,"Powiat m.Piotrków Trybunalski",2016,25.66
"25955",1063000,"Powiat m.Skierniewice",2016,20.12
"25956",1201000,"Powiat bocheński",2016,15.72
"25957",1202000,"Powiat brzeski",2016,20.62
"25958",1203000,"Powiat chrzanowski",2016,30.7
"25959",1204000,"Powiat dąbrowski",2016,15.44
"25960",1205000,"Powiat gorlicki",2016,13.98
"25961",1206000,"Powiat krakowski",2016,11.1
"25962",1207000,"Powiat limanowski",2016,14.38
"25963",1208000,"Powiat miechowski",2016,15.99
"25964",1209000,"Powiat myślenicki",2016,9.46
"25965",1210000,"Powiat nowosądecki",2016,8.25
"25966",1211000,"Powiat nowotarski",2016,10.94
"25967",1212000,"Powiat olkuski",2016,15.33
"25968",1213000,"Powiat oświęcimski",2016,19.68
"25969",1214000,"Powiat proszowicki",2016,11.1
"25970",1215000,"Powiat suski",2016,26.04
"25971",1216000,"Powiat tarnowski",2016,10.39
"25972",1217000,"Powiat tatrzański",2016,31.93
"25973",1218000,"Powiat wadowicki",2016,10.9
"25974",1219000,"Powiat wielicki",2016,12.14
"25975",1261000,"Powiat m.Kraków",2016,31.09
"25976",1262000,"Powiat m.Nowy Sącz",2016,61.48
"25977",1263000,"Powiat m.Tarnów",2016,74.22
"25978",1401000,"Powiat białobrzeski",2016,12.73
"25979",1402000,"Powiat ciechanowski",2016,16
"25980",1403000,"Powiat garwoliński",2016,13.65
"25981",1404000,"Powiat gostyniński",2016,10.51
"25982",1405000,"Powiat grodziski",2016,18.81
"25983",1406000,"Powiat grójecki",2016,22.34
"25984",1407000,"Powiat kozienicki",2016,20.79
"25985",1408000,"Powiat legionowski",2016,18.89
"25986",1409000,"Powiat lipski",2016,9.63
"25987",1410000,"Powiat łosicki",2016,12.14
"25988",1411000,"Powiat makowski",2016,23.23
"25989",1412000,"Powiat miński",2016,14.88
"25990",1413000,"Powiat mławski",2016,13.72
"25991",1414000,"Powiat nowodworski",2016,21.61
"25992",1415000,"Powiat ostrołęcki",2016,8.91
"25993",1416000,"Powiat ostrowski",2016,16.53
"25994",1417000,"Powiat otwocki",2016,15.05
"25995",1418000,"Powiat piaseczyński",2016,16.55
"25996",1419000,"Powiat płocki",2016,10.04
"25997",1420000,"Powiat płoński",2016,15.38
"25998",1421000,"Powiat pruszkowski",2016,16.55
"25999",1422000,"Powiat przasnyski",2016,14.97
"26000",1423000,"Powiat przysuski",2016,12.19
"26001",1424000,"Powiat pułtuski",2016,18.2
"26002",1425000,"Powiat radomski",2016,9.18
"26003",1426000,"Powiat siedlecki",2016,9.5
"26004",1427000,"Powiat sierpecki",2016,17.51
"26005",1428000,"Powiat sochaczewski",2016,14.6
"26006",1429000,"Powiat sokołowski",2016,14.01
"26007",1430000,"Powiat szydłowiecki",2016,12.82
"26008",1432000,"Powiat warszawski zachodni",2016,16.62
"26009",1433000,"Powiat węgrowski",2016,15.51
"26010",1434000,"Powiat wołomiński",2016,20.32
"26011",1435000,"Powiat wyszkowski",2016,13.84
"26012",1436000,"Powiat zwoleński",2016,10
"26013",1437000,"Powiat żuromiński",2016,19.21
"26014",1438000,"Powiat żyrardowski",2016,38.32
"26015",1461000,"Powiat m.Ostrołęka",2016,19
"26016",1462000,"Powiat m.Płock",2016,21.32
"26017",1463000,"Powiat m.Radom",2016,18.8
"26018",1464000,"Powiat m.Siedlce",2016,18.23
"26019",1465000,"Powiat m. st. Warszawa",2016,27.78
"26020",1601000,"Powiat brzeski",2016,21.65
"26021",1602000,"Powiat głubczycki",2016,16.83
"26022",1603000,"Powiat kędzierzyńsko-kozielski",2016,19.34
"26023",1604000,"Powiat kluczborski",2016,16.99
"26024",1605000,"Powiat krapkowicki",2016,14.99
"26025",1606000,"Powiat namysłowski",2016,25.06
"26026",1607000,"Powiat nyski",2016,21.21
"26027",1608000,"Powiat oleski",2016,21.17
"26028",1609000,"Powiat opolski",2016,12.51
"26029",1610000,"Powiat prudnicki",2016,19.29
"26030",1611000,"Powiat strzelecki",2016,16.98
"26031",1661000,"Powiat m.Opole",2016,31.81
"26032",1801000,"Powiat bieszczadzki",2016,11.17
"26033",1802000,"Powiat brzozowski",2016,6.21
"26034",1803000,"Powiat dębicki",2016,10.91
"26035",1804000,"Powiat jarosławski",2016,10.6
"26036",1805000,"Powiat jasielski",2016,8.26
"26037",1806000,"Powiat kolbuszowski",2016,7.82
"26038",1807000,"Powiat krośnieński",2016,8.99
"26039",1808000,"Powiat leżajski",2016,10.68
"26040",1809000,"Powiat lubaczowski",2016,10.04
"26041",1810000,"Powiat łańcucki",2016,10.97
"26042",1811000,"Powiat mielecki",2016,9.51
"26043",1812000,"Powiat niżański",2016,11.41
"26044",1813000,"Powiat przemyski",2016,8.91
"26045",1814000,"Powiat przeworski",2016,8.54
"26046",1815000,"Powiat ropczycko-sędziszowski",2016,9.58
"26047",1816000,"Powiat rzeszowski",2016,7.05
"26048",1817000,"Powiat sanocki",2016,11.42
"26049",1818000,"Powiat stalowowolski",2016,14.56
"26050",1819000,"Powiat strzyżowski",2016,6.87
"26051",1820000,"Powiat tarnobrzeski",2016,13.24
"26052",1821000,"Powiat leski",2016,15.28
"26053",1861000,"Powiat m.Krosno",2016,17.58
"26054",1862000,"Powiat m.Przemyśl",2016,17.91
"26055",1863000,"Powiat m.Rzeszów",2016,16.71
"26056",1864000,"Powiat m.Tarnobrzeg",2016,17.6
"26057",2001000,"Powiat augustowski",2016,14.66
"26058",2002000,"Powiat białostocki",2016,11.59
"26059",2003000,"Powiat bielski",2016,11.55
"26060",2004000,"Powiat grajewski",2016,9.83
"26061",2005000,"Powiat hajnowski",2016,13.51
"26062",2006000,"Powiat kolneński",2016,9.09
"26063",2007000,"Powiat łomżyński",2016,8.99
"26064",2008000,"Powiat moniecki",2016,9.34
"26065",2009000,"Powiat sejneński",2016,14.12
"26066",2010000,"Powiat siemiatycki",2016,11.83
"26067",2011000,"Powiat sokólski",2016,11.41
"26068",2012000,"Powiat suwalski",2016,12.29
"26069",2013000,"Powiat wysokomazowiecki",2016,11.79
"26070",2014000,"Powiat zambrowski",2016,15.3
"26071",2061000,"Powiat m.Białystok",2016,16.66
"26072",2062000,"Powiat m.Łomża",2016,29.53
"26073",2063000,"Powiat m.Suwałki",2016,19.48
"26074",2201000,"Powiat bytowski",2016,14.31
"26075",2202000,"Powiat chojnicki",2016,14.45
"26076",2203000,"Powiat człuchowski",2016,12.08
"26077",2204000,"Powiat gdański",2016,20.94
"26078",2205000,"Powiat kartuski",2016,16.05
"26079",2206000,"Powiat kościerski",2016,14.05
"26080",2207000,"Powiat kwidzyński",2016,15.19
"26081",2208000,"Powiat lęborski",2016,19.88
"26082",2209000,"Powiat malborski",2016,18.12
"26083",2210000,"Powiat nowodworski",2016,21.6
"26084",2211000,"Powiat pucki",2016,17.92
"26085",2212000,"Powiat słupski",2016,13.83
"26086",2213000,"Powiat starogardzki",2016,20.5
"26087",2214000,"Powiat tczewski",2016,19.22
"26088",2215000,"Powiat wejherowski",2016,16.07
"26089",2216000,"Powiat sztumski",2016,12.82
"26090",2261000,"Powiat m.Gdańsk",2016,24.09
"26091",2262000,"Powiat m.Gdynia",2016,25.13
"26092",2263000,"Powiat m.Słupsk",2016,20.47
"26093",2264000,"Powiat m.Sopot",2016,55.46
"26094",2401000,"Powiat będziński",2016,21.44
"26095",2402000,"Powiat bielski",2016,12.55
"26096",2403000,"Powiat cieszyński",2016,19.08
"26097",2404000,"Powiat częstochowski",2016,9.76
"26098",2405000,"Powiat gliwicki",2016,26.28
"26099",2406000,"Powiat kłobucki",2016,13.39
"26100",2407000,"Powiat lubliniecki",2016,18.08
"26101",2408000,"Powiat mikołowski",2016,21.56
"26102",2409000,"Powiat myszkowski",2016,16.94
"26103",2410000,"Powiat pszczyński",2016,16.87
"26104",2411000,"Powiat raciborski",2016,26.26
"26105",2412000,"Powiat rybnicki",2016,14.77
"26106",2413000,"Powiat tarnogórski",2016,18.22
"26107",2414000,"Powiat bieruńsko-lędziński",2016,22.17
"26108",2415000,"Powiat wodzisławski",2016,16.5
"26109",2416000,"Powiat zawierciański",2016,17.83
"26110",2417000,"Powiat żywiecki",2016,16.58
"26111",2461000,"Powiat m.Bielsko-Biała",2016,38
"26112",2462000,"Powiat m.Bytom",2016,22.43
"26113",2463000,"Powiat m.Chorzów",2016,28.15
"26114",2464000,"Powiat m.Częstochowa",2016,22.74
"26115",2465000,"Powiat m.Dąbrowa Górnicza",2016,32.41
"26116",2466000,"Powiat m.Gliwice",2016,25.73
"26117",2467000,"Powiat m.Jastrzębie-Zdrój",2016,20.09
"26118",2468000,"Powiat m.Jaworzno",2016,16.27
"26119",2469000,"Powiat m.Katowice",2016,36.94
"26120",2470000,"Powiat m.Mysłowice",2016,26.18
"26121",2471000,"Powiat m.Piekary Śląskie",2016,36.65
"26122",2472000,"Powiat m.Ruda Śląska",2016,20.52
"26123",2473000,"Powiat m.Rybnik",2016,21.57
"26124",2474000,"Powiat m.Siemianowice Śląskie",2016,24.86
"26125",2475000,"Powiat m.Sosnowiec",2016,26.39
"26126",2476000,"Powiat m.Świętochłowice",2016,29.56
"26127",2477000,"Powiat m.Tychy",2016,29.18
"26128",2478000,"Powiat m.Zabrze",2016,24.1
"26129",2479000,"Powiat m.Żory",2016,29.45
"26130",2601000,"Powiat buski",2016,14.87
"26131",2602000,"Powiat jędrzejowski",2016,10.78
"26132",2603000,"Powiat kazimierski",2016,10.2
"26133",2604000,"Powiat kielecki",2016,9.72
"26134",2605000,"Powiat konecki",2016,13.53
"26135",2606000,"Powiat opatowski",2016,15.51
"26136",2607000,"Powiat ostrowiecki",2016,12.85
"26137",2608000,"Powiat pińczowski",2016,20.89
"26138",2609000,"Powiat sandomierski",2016,12.46
"26139",2610000,"Powiat skarżyski",2016,17.77
"26140",2611000,"Powiat starachowicki",2016,15.29
"26141",2612000,"Powiat staszowski",2016,12.61
"26142",2613000,"Powiat włoszczowski",2016,11.82
"26143",2661000,"Powiat m.Kielce",2016,26.01
"26144",2801000,"Powiat bartoszycki",2016,15.36
"26145",2802000,"Powiat braniewski",2016,18.94
"26146",2803000,"Powiat działdowski",2016,15.17
"26147",2804000,"Powiat elbląski",2016,20.93
"26148",2805000,"Powiat ełcki",2016,17.21
"26149",2806000,"Powiat giżycki",2016,17.92
"26150",2807000,"Powiat iławski",2016,19.97
"26151",2808000,"Powiat kętrzyński",2016,11.68
"26152",2809000,"Powiat lidzbarski",2016,18.24
"26153",2810000,"Powiat mrągowski",2016,15.86
"26154",2811000,"Powiat nidzicki",2016,27.39
"26155",2812000,"Powiat nowomiejski",2016,14.85
"26156",2813000,"Powiat olecki",2016,12.62
"26157",2814000,"Powiat olsztyński",2016,14.67
"26158",2815000,"Powiat ostródzki",2016,18.16
"26159",2816000,"Powiat piski",2016,18.96
"26160",2817000,"Powiat szczycieński",2016,18.61
"26161",2818000,"Powiat gołdapski",2016,12.87
"26162",2819000,"Powiat węgorzewski",2016,14.49
"26163",2861000,"Powiat m.Elbląg",2016,23.69
"26164",2862000,"Powiat m.Olsztyn",2016,26.4
"26165",3001000,"Powiat chodzieski",2016,14.78
"26166",3002000,"Powiat czarnkowsko-trzcianecki",2016,11.92
"26167",3003000,"Powiat gnieźnieński",2016,12.09
"26168",3004000,"Powiat gostyński",2016,19.84
"26169",3005000,"Powiat grodziski",2016,12.68
"26170",3006000,"Powiat jarociński",2016,11.91
"26171",3007000,"Powiat kaliski",2016,8.03
"26172",3008000,"Powiat kępiński",2016,15.49
"26173",3009000,"Powiat kolski",2016,12.28
"26174",3010000,"Powiat koniński",2016,14.77
"26175",3011000,"Powiat kościański",2016,12.42
"26176",3012000,"Powiat krotoszyński",2016,12.84
"26177",3013000,"Powiat leszczyński",2016,12.8
"26178",3014000,"Powiat międzychodzki",2016,10.79
"26179",3015000,"Powiat nowotomyski",2016,10.88
"26180",3016000,"Powiat obornicki",2016,15.2
"26181",3017000,"Powiat ostrowski",2016,26.82
"26182",3018000,"Powiat ostrzeszowski",2016,13.92
"26183",3019000,"Powiat pilski",2016,15.57
"26184",3020000,"Powiat pleszewski",2016,14.73
"26185",3021000,"Powiat poznański",2016,14.13
"26186",3022000,"Powiat rawicki",2016,15.22
"26187",3023000,"Powiat słupecki",2016,8.3
"26188",3024000,"Powiat szamotulski",2016,16.03
"26189",3025000,"Powiat średzki",2016,14.51
"26190",3026000,"Powiat śremski",2016,22.8
"26191",3027000,"Powiat turecki",2016,17.27
"26192",3028000,"Powiat wągrowiecki",2016,14.64
"26193",3029000,"Powiat wolsztyński",2016,12.36
"26194",3030000,"Powiat wrzesiński",2016,10.6
"26195",3031000,"Powiat złotowski",2016,12.89
"26196",3061000,"Powiat m.Kalisz",2016,23.86
"26197",3062000,"Powiat m.Konin",2016,22.54
"26198",3063000,"Powiat m.Leszno",2016,26.45
"26199",3064000,"Powiat m.Poznań",2016,30.68
"26200",3201000,"Powiat białogardzki",2016,18.37
"26201",3202000,"Powiat choszczeński",2016,19.32
"26202",3203000,"Powiat drawski",2016,17.42
"26203",3204000,"Powiat goleniowski",2016,17.79
"26204",3205000,"Powiat gryficki",2016,22.7
"26205",3206000,"Powiat gryfiński",2016,15.27
"26206",3207000,"Powiat kamieński",2016,22.34
"26207",3208000,"Powiat kołobrzeski",2016,28.66
"26208",3209000,"Powiat koszaliński",2016,15.67
"26209",3210000,"Powiat myśliborski",2016,16.65
"26210",3211000,"Powiat policki",2016,14.97
"26211",3212000,"Powiat pyrzycki",2016,12.48
"26212",3213000,"Powiat sławieński",2016,13.1
"26213",3214000,"Powiat stargardzki",2016,26.92
"26214",3215000,"Powiat szczecinecki",2016,12.28
"26215",3216000,"Powiat świdwiński",2016,18.53
"26216",3217000,"Powiat wałecki",2016,14.5
"26217",3218000,"Powiat łobeski",2016,17.87
"26218",3261000,"Powiat m.Koszalin",2016,25.5
"26219",3262000,"Powiat m.Szczecin",2016,26.52
"26220",3263000,"Powiat m.Świnoujście",2016,23.85
"26221",201000,"Powiat bolesławiecki",2017,29.3
"26222",202000,"Powiat dzierżoniowski",2017,15.1
"26223",203000,"Powiat głogowski",2017,23.21
"26224",204000,"Powiat górowski",2017,19.34
"26225",205000,"Powiat jaworski",2017,18.38
"26226",206000,"Powiat jeleniogórski",2017,21.84
"26227",207000,"Powiat kamiennogórski",2017,19.46
"26228",208000,"Powiat kłodzki",2017,18.19
"26229",209000,"Powiat legnicki",2017,21.02
"26230",210000,"Powiat lubański",2017,22.71
"26231",211000,"Powiat lubiński",2017,28.13
"26232",212000,"Powiat lwówecki",2017,20.69
"26233",213000,"Powiat milicki",2017,16.41
"26234",214000,"Powiat oleśnicki",2017,15.36
"26235",215000,"Powiat oławski",2017,21.03
"26236",216000,"Powiat polkowicki",2017,23.53
"26237",217000,"Powiat strzeliński",2017,13.91
"26238",218000,"Powiat średzki",2017,17.37
"26239",219000,"Powiat świdnicki",2017,19.61
"26240",220000,"Powiat trzebnicki",2017,15.24
"26241",221000,"Powiat wałbrzyski",2017,19.49
"26242",222000,"Powiat wołowski",2017,12.14
"26243",223000,"Powiat wrocławski",2017,18.95
"26244",224000,"Powiat ząbkowicki",2017,15.97
"26245",225000,"Powiat zgorzelecki",2017,31.3
"26246",226000,"Powiat złotoryjski",2017,43.49
"26247",261000,"Powiat m.Jelenia Góra",2017,33.71
"26248",262000,"Powiat m.Legnica",2017,51.57
"26249",264000,"Powiat m.Wrocław",2017,32.71
"26250",265000,"Powiat m.Wałbrzych od 2013",2017,28.29
"26251",401000,"Powiat aleksandrowski",2017,18.5
"26252",402000,"Powiat brodnicki",2017,10.11
"26253",403000,"Powiat bydgoski",2017,13.53
"26254",404000,"Powiat chełmiński",2017,13.62
"26255",405000,"Powiat golubsko-dobrzyński",2017,16.48
"26256",406000,"Powiat grudziądzki",2017,8.36
"26257",407000,"Powiat inowrocławski",2017,19.23
"26258",408000,"Powiat lipnowski",2017,14.2
"26259",409000,"Powiat mogileński",2017,14
"26260",410000,"Powiat nakielski",2017,15.13
"26261",411000,"Powiat radziejowski",2017,11.57
"26262",412000,"Powiat rypiński",2017,15.21
"26263",413000,"Powiat sępoleński",2017,14.6
"26264",414000,"Powiat świecki",2017,13.56
"26265",415000,"Powiat toruński",2017,18.8
"26266",416000,"Powiat tucholski",2017,9.32
"26267",417000,"Powiat wąbrzeski",2017,10.74
"26268",418000,"Powiat włocławski",2017,12.14
"26269",419000,"Powiat żniński",2017,14.06
"26270",461000,"Powiat m.Bydgoszcz",2017,18.27
"26271",462000,"Powiat m.Grudziądz",2017,25.38
"26272",463000,"Powiat m.Toruń",2017,28.91
"26273",464000,"Powiat m.Włocławek",2017,32.25
"26274",601000,"Powiat bialski",2017,12.72
"26275",602000,"Powiat biłgorajski",2017,16.34
"26276",603000,"Powiat chełmski",2017,13.04
"26277",604000,"Powiat hrubieszowski",2017,16.72
"26278",605000,"Powiat janowski",2017,10.37
"26279",606000,"Powiat krasnostawski",2017,12.34
"26280",607000,"Powiat kraśnicki",2017,12
"26281",608000,"Powiat lubartowski",2017,10.05
"26282",609000,"Powiat lubelski",2017,8.92
"26283",610000,"Powiat łęczyński",2017,15.1
"26284",611000,"Powiat łukowski",2017,10.84
"26285",612000,"Powiat opolski",2017,13.05
"26286",613000,"Powiat parczewski",2017,12.32
"26287",614000,"Powiat puławski",2017,16.04
"26288",615000,"Powiat radzyński",2017,11.67
"26289",616000,"Powiat rycki",2017,14.82
"26290",617000,"Powiat świdnicki",2017,10.69
"26291",618000,"Powiat tomaszowski",2017,12.52
"26292",619000,"Powiat włodawski",2017,13.05
"26293",620000,"Powiat zamojski",2017,8.28
"26294",661000,"Powiat m.Biała Podlaska",2017,19.1
"26295",662000,"Powiat m.Chełm",2017,20.23
"26296",663000,"Powiat m.Lublin",2017,22.44
"26297",664000,"Powiat m.Zamość",2017,19.93
"26298",801000,"Powiat gorzowski",2017,15.1
"26299",802000,"Powiat krośnieński",2017,18.46
"26300",803000,"Powiat międzyrzecki",2017,16.9
"26301",804000,"Powiat nowosolski",2017,20.14
"26302",805000,"Powiat słubicki",2017,26.25
"26303",806000,"Powiat strzelecko-drezdenecki",2017,18.16
"26304",807000,"Powiat sulęciński",2017,21.15
"26305",808000,"Powiat świebodziński",2017,19.44
"26306",809000,"Powiat zielonogórski",2017,16.85
"26307",810000,"Powiat żagański",2017,21.19
"26308",811000,"Powiat żarski",2017,25.35
"26309",812000,"Powiat wschowski",2017,16.8
"26310",861000,"Powiat m.Gorzów Wielkopolski",2017,38.44
"26311",862000,"Powiat m.Zielona Góra",2017,26.5
"26312",1001000,"Powiat bełchatowski",2017,16.76
"26313",1002000,"Powiat kutnowski",2017,19.74
"26314",1003000,"Powiat łaski",2017,19.17
"26315",1004000,"Powiat łęczycki",2017,13.48
"26316",1005000,"Powiat łowicki",2017,15.21
"26317",1006000,"Powiat łódzki wschodni",2017,13.2
"26318",1007000,"Powiat opoczyński",2017,14.21
"26319",1008000,"Powiat pabianicki",2017,27.9
"26320",1009000,"Powiat pajęczański",2017,11.03
"26321",1010000,"Powiat piotrkowski",2017,8.42
"26322",1011000,"Powiat poddębicki",2017,11.97
"26323",1012000,"Powiat radomszczański",2017,17.44
"26324",1013000,"Powiat rawski",2017,15.2
"26325",1014000,"Powiat sieradzki",2017,11.87
"26326",1015000,"Powiat skierniewicki",2017,9.11
"26327",1016000,"Powiat tomaszowski",2017,15.84
"26328",1017000,"Powiat wieluński",2017,12.71
"26329",1018000,"Powiat wieruszowski",2017,12.27
"26330",1019000,"Powiat zduńskowolski",2017,16.21
"26331",1020000,"Powiat zgierski",2017,13.67
"26332",1021000,"Powiat brzeziński",2017,14.7
"26333",1061000,"Powiat m.Łódź",2017,23.12
"26334",1062000,"Powiat m.Piotrków Trybunalski",2017,22.16
"26335",1063000,"Powiat m.Skierniewice",2017,17.25
"26336",1201000,"Powiat bocheński",2017,20.11
"26337",1202000,"Powiat brzeski",2017,26.96
"26338",1203000,"Powiat chrzanowski",2017,27.27
"26339",1204000,"Powiat dąbrowski",2017,21.62
"26340",1205000,"Powiat gorlicki",2017,11.76
"26341",1206000,"Powiat krakowski",2017,14.15
"26342",1207000,"Powiat limanowski",2017,11.1
"26343",1208000,"Powiat miechowski",2017,16.18
"26344",1209000,"Powiat myślenicki",2017,8.94
"26345",1210000,"Powiat nowosądecki",2017,23.29
"26346",1211000,"Powiat nowotarski",2017,12.16
"26347",1212000,"Powiat olkuski",2017,18.04
"26348",1213000,"Powiat oświęcimski",2017,24.73
"26349",1214000,"Powiat proszowicki",2017,7.59
"26350",1215000,"Powiat suski",2017,10.81
"26351",1216000,"Powiat tarnowski",2017,12.93
"26352",1217000,"Powiat tatrzański",2017,22.14
"26353",1218000,"Powiat wadowicki",2017,14.42
"26354",1219000,"Powiat wielicki",2017,10.67
"26355",1261000,"Powiat m.Kraków",2017,39.4
"26356",1262000,"Powiat m.Nowy Sącz",2017,36.98
"26357",1263000,"Powiat m.Tarnów",2017,82.71
"26358",1401000,"Powiat białobrzeski",2017,10.44
"26359",1402000,"Powiat ciechanowski",2017,18.54
"26360",1403000,"Powiat garwoliński",2017,12.87
"26361",1404000,"Powiat gostyniński",2017,12.13
"26362",1405000,"Powiat grodziski",2017,18.3
"26363",1406000,"Powiat grójecki",2017,21.1
"26364",1407000,"Powiat kozienicki",2017,15.49
"26365",1408000,"Powiat legionowski",2017,20.45
"26366",1409000,"Powiat lipski",2017,11.05
"26367",1410000,"Powiat łosicki",2017,11.92
"26368",1411000,"Powiat makowski",2017,19.4
"26369",1412000,"Powiat miński",2017,13.83
"26370",1413000,"Powiat mławski",2017,13.43
"26371",1414000,"Powiat nowodworski",2017,21.9
"26372",1415000,"Powiat ostrołęcki",2017,8.43
"26373",1416000,"Powiat ostrowski",2017,14.33
"26374",1417000,"Powiat otwocki",2017,15.24
"26375",1418000,"Powiat piaseczyński",2017,17.24
"26376",1419000,"Powiat płocki",2017,8.72
"26377",1420000,"Powiat płoński",2017,25.88
"26378",1421000,"Powiat pruszkowski",2017,16.43
"26379",1422000,"Powiat przasnyski",2017,16.27
"26380",1423000,"Powiat przysuski",2017,14.55
"26381",1424000,"Powiat pułtuski",2017,17.03
"26382",1425000,"Powiat radomski",2017,8.49
"26383",1426000,"Powiat siedlecki",2017,8.18
"26384",1427000,"Powiat sierpecki",2017,16.04
"26385",1428000,"Powiat sochaczewski",2017,19.11
"26386",1429000,"Powiat sokołowski",2017,16.29
"26387",1430000,"Powiat szydłowiecki",2017,10.83
"26388",1432000,"Powiat warszawski zachodni",2017,16.82
"26389",1433000,"Powiat węgrowski",2017,12.18
"26390",1434000,"Powiat wołomiński",2017,18.77
"26391",1435000,"Powiat wyszkowski",2017,13.05
"26392",1436000,"Powiat zwoleński",2017,24.39
"26393",1437000,"Powiat żuromiński",2017,16.57
"26394",1438000,"Powiat żyrardowski",2017,20.56
"26395",1461000,"Powiat m.Ostrołęka",2017,21.28
"26396",1462000,"Powiat m.Płock",2017,19.55
"26397",1463000,"Powiat m.Radom",2017,17.83
"26398",1464000,"Powiat m.Siedlce",2017,17.43
"26399",1465000,"Powiat m. st. Warszawa",2017,25.98
"26400",1601000,"Powiat brzeski",2017,21.77
"26401",1602000,"Powiat głubczycki",2017,22.44
"26402",1603000,"Powiat kędzierzyńsko-kozielski",2017,13.76
"26403",1604000,"Powiat kluczborski",2017,42.91
"26404",1605000,"Powiat krapkowicki",2017,14.85
"26405",1606000,"Powiat namysłowski",2017,15.82
"26406",1607000,"Powiat nyski",2017,19.16
"26407",1608000,"Powiat oleski",2017,21.69
"26408",1609000,"Powiat opolski",2017,11.13
"26409",1610000,"Powiat prudnicki",2017,16.99
"26410",1611000,"Powiat strzelecki",2017,16.17
"26411",1661000,"Powiat m.Opole",2017,26.4
