"","Kod","Nazwa","rok","Kina_stale_wg_formy_wlasnosci_ogolem_seanse_ogolem"
"20109",1817000,"Powiat sanocki",2000,193
"20110",1818000,"Powiat stalowowolski",2000,1441
"20111",1819000,"Powiat strzyżowski",2000,178
"20112",1820000,"Powiat tarnobrzeski",2000,79
"20113",1821000,"Powiat leski",2000,NA
"20114",1861000,"Powiat m.Krosno",2000,970
"20115",1862000,"Powiat m.Przemyśl",2000,1679
"20116",1863000,"Powiat m.Rzeszów",2000,5972
"20117",1864000,"Powiat m.Tarnobrzeg",2000,968
"20118",2001000,"Powiat augustowski",2000,375
"20119",2002000,"Powiat białostocki",2000,22
"20120",2003000,"Powiat bielski",2000,212
"20121",2004000,"Powiat grajewski",2000,105
"20122",2005000,"Powiat hajnowski",2000,202
"20123",2006000,"Powiat kolneński",2000,53
"20124",2009000,"Powiat sejneński",2000,9
"20125",2010000,"Powiat siemiatycki",2000,148
"20126",2011000,"Powiat sokólski",2000,277
"20127",2013000,"Powiat wysokomazowiecki",2000,91
"20128",2014000,"Powiat zambrowski",2000,183
"20129",2061000,"Powiat m.Białystok",2000,8401
"20130",2062000,"Powiat m.Łomża",2000,1307
"20131",2063000,"Powiat m.Suwałki",2000,2104
"20132",2201000,"Powiat bytowski",2000,472
"20133",2202000,"Powiat chojnicki",2000,739
"20134",2203000,"Powiat człuchowski",2000,143
"20135",2204000,"Powiat gdański",2000,0
"20136",2205000,"Powiat kartuski",2000,0
"20137",2206000,"Powiat kościerski",2000,279
"20138",2207000,"Powiat kwidzyński",2000,568
"20139",2208000,"Powiat lęborski",2000,689
"20140",2209000,"Powiat malborski",2000,812
"20141",2210000,"Powiat nowodworski",2000,209
"20142",2211000,"Powiat pucki",2000,987
"20143",2212000,"Powiat słupski",2000,641
"20144",2213000,"Powiat starogardzki",2000,910
"20145",2214000,"Powiat tczewski",2000,905
"20146",2215000,"Powiat wejherowski",2000,380
"20147",2216000,"Powiat sztumski",2000,NA
"20148",2261000,"Powiat m.Gdańsk",2000,12618
"20149",2262000,"Powiat m.Gdynia",2000,9588
"20150",2263000,"Powiat m.Słupsk",2000,1391
"20151",2264000,"Powiat m.Sopot",2000,2459
"20152",2401000,"Powiat będziński",2000,885
"20153",2402000,"Powiat bielski",2000,3246
"20154",2403000,"Powiat cieszyński",2000,3537
"20155",2404000,"Powiat częstochowski",2000,9
"20156",2405000,"Powiat gliwicki",2000,1336
"20157",2406000,"Powiat kłobucki",2000,46
"20158",2407000,"Powiat lubliniecki",2000,276
"20159",2408000,"Powiat mikołowski",2000,202
"20160",2409000,"Powiat myszkowski",2000,85
"20161",2410000,"Powiat pszczyński",2000,1137
"20162",2411000,"Powiat raciborski",2000,1748
"20163",2413000,"Powiat tarnogórski",2000,1612
"20164",2414000,"Powiat bieruńsko-lędziński",2000,221
"20165",2415000,"Powiat wodzisławski",2000,1108
"20166",2416000,"Powiat zawierciański",2000,488
"20167",2417000,"Powiat żywiecki",2000,1175
"20168",2461000,"Powiat m.Bielsko-Biała",2000,2943
"20169",2462000,"Powiat m.Bytom",2000,3120
"20170",2463000,"Powiat m.Chorzów",2000,4053
"20171",2464000,"Powiat m.Częstochowa",2000,5020
"20172",2465000,"Powiat m.Dąbrowa Górnicza",2000,1108
"20173",2466000,"Powiat m.Gliwice",2000,4165
"20174",2467000,"Powiat m.Jastrzębie-Zdrój",2000,524
"20175",2468000,"Powiat m.Jaworzno",2000,876
"20176",2469000,"Powiat m.Katowice",2000,7283
"20177",2470000,"Powiat m.Mysłowice",2000,890
"20178",2471000,"Powiat m.Piekary Śląskie",2000,784
"20179",2472000,"Powiat m.Ruda Śląska",2000,1791
"20180",2473000,"Powiat m.Rybnik",2000,1681
"20181",2474000,"Powiat m.Siemianowice Śląskie",2000,498
"20182",2475000,"Powiat m.Sosnowiec",2000,1821
"20183",2477000,"Powiat m.Tychy",2000,1741
"20184",2478000,"Powiat m.Zabrze",2000,7938
"20185",2479000,"Powiat m.Żory",2000,720
"20186",2601000,"Powiat buski",2000,282
"20187",2602000,"Powiat jędrzejowski",2000,358
"20188",2603000,"Powiat kazimierski",2000,202
"20189",2604000,"Powiat kielecki",2000,77
"20190",2605000,"Powiat konecki",2000,295
"20191",2606000,"Powiat opatowski",2000,0
"20192",2607000,"Powiat ostrowiecki",2000,487
"20193",2608000,"Powiat pińczowski",2000,248
"20194",2609000,"Powiat sandomierski",2000,550
"20195",2610000,"Powiat skarżyski",2000,661
"20196",2611000,"Powiat starachowicki",2000,225
"20197",2612000,"Powiat staszowski",2000,157
"20198",2613000,"Powiat włoszczowski",2000,168
"20199",2661000,"Powiat m.Kielce",2000,4432
"20200",2801000,"Powiat bartoszycki",2000,486
"20201",2802000,"Powiat braniewski",2000,116
"20202",2803000,"Powiat działdowski",2000,318
"20203",2804000,"Powiat elbląski",2000,138
"20204",2805000,"Powiat ełcki",2000,1148
"20205",2806000,"Powiat giżycki",2000,938
"20206",2807000,"Powiat iławski",2000,261
"20207",2808000,"Powiat kętrzyński",2000,628
"20208",2809000,"Powiat lidzbarski",2000,202
"20209",2810000,"Powiat mrągowski",2000,626
"20210",2811000,"Powiat nidzicki",2000,195
"20211",2812000,"Powiat nowomiejski",2000,227
"20212",2813000,"Powiat olecki",2000,400
"20213",2814000,"Powiat olsztyński",2000,422
"20214",2815000,"Powiat ostródzki",2000,1791
"20215",2816000,"Powiat piski",2000,374
"20216",2817000,"Powiat szczycieński",2000,521
"20217",2818000,"Powiat gołdapski",2000,NA
"20218",2819000,"Powiat węgorzewski",2000,NA
"20219",2861000,"Powiat m.Elbląg",2000,1703
"20220",2862000,"Powiat m.Olsztyn",2000,3114
"20221",3001000,"Powiat chodzieski",2000,233
"20222",3002000,"Powiat czarnkowsko-trzcianecki",2000,92
"20223",3003000,"Powiat gnieźnieński",2000,990
"20224",3004000,"Powiat gostyński",2000,399
"20225",3005000,"Powiat grodziski",2000,0
"20226",3006000,"Powiat jarociński",2000,209
"20227",3008000,"Powiat kępiński",2000,271
"20228",3009000,"Powiat kolski",2000,370
"20229",3010000,"Powiat koniński",2000,246
"20230",3011000,"Powiat kościański",2000,284
"20231",3012000,"Powiat krotoszyński",2000,685
"20232",3014000,"Powiat międzychodzki",2000,0
"20233",3015000,"Powiat nowotomyski",2000,993
"20234",3017000,"Powiat ostrowski",2000,1027
"20235",3018000,"Powiat ostrzeszowski",2000,266
"20236",3019000,"Powiat pilski",2000,1726
"20237",3020000,"Powiat pleszewski",2000,480
"20238",3021000,"Powiat poznański",2000,259
"20239",3022000,"Powiat rawicki",2000,98
"20240",3023000,"Powiat słupecki",2000,331
"20241",3024000,"Powiat szamotulski",2000,568
"20242",3025000,"Powiat średzki",2000,436
"20243",3026000,"Powiat śremski",2000,339
"20244",3027000,"Powiat turecki",2000,308
"20245",3028000,"Powiat wągrowiecki",2000,130
"20246",3029000,"Powiat wolsztyński",2000,0
"20247",3030000,"Powiat wrzesiński",2000,342
"20248",3031000,"Powiat złotowski",2000,140
"20249",3061000,"Powiat m.Kalisz",2000,3330
"20250",3062000,"Powiat m.Konin",2000,1314
"20251",3063000,"Powiat m.Leszno",2000,859
"20252",3064000,"Powiat m.Poznań",2000,27288
"20253",3201000,"Powiat białogardzki",2000,275
"20254",3202000,"Powiat choszczeński",2000,35
"20255",3203000,"Powiat drawski",2000,308
"20256",3204000,"Powiat goleniowski",2000,503
"20257",3205000,"Powiat gryficki",2000,721
"20258",3206000,"Powiat gryfiński",2000,226
"20259",3207000,"Powiat kamieński",2000,854
"20260",3208000,"Powiat kołobrzeski",2000,2227
"20261",3209000,"Powiat koszaliński",2000,515
"20262",3210000,"Powiat myśliborski",2000,218
"20263",3211000,"Powiat policki",2000,208
"20264",3212000,"Powiat pyrzycki",2000,0
"20265",3213000,"Powiat sławieński",2000,497
"20266",3214000,"Powiat stargardzki",2000,911
"20267",3215000,"Powiat szczecinecki",2000,556
"20268",3216000,"Powiat świdwiński",2000,358
"20269",3217000,"Powiat wałecki",2000,543
"20270",3261000,"Powiat m.Koszalin",2000,3059
"20271",3262000,"Powiat m.Szczecin",2000,6217
"20272",3263000,"Powiat m.Świnoujście",2000,1123
"20273",201000,"Powiat bolesławiecki",2001,924
"20274",202000,"Powiat dzierżoniowski",2001,798
"20275",203000,"Powiat głogowski",2001,1096
"20276",204000,"Powiat górowski",2001,506
"20277",205000,"Powiat jaworski",2001,144
"20278",206000,"Powiat jeleniogórski",2001,287
"20279",207000,"Powiat kamiennogórski",2001,206
"20280",208000,"Powiat kłodzki",2001,1651
"20281",209000,"Powiat legnicki",2001,0
"20282",210000,"Powiat lubański",2001,267
"20283",211000,"Powiat lubiński",2001,1474
"20284",212000,"Powiat lwówecki",2001,116
"20285",214000,"Powiat oleśnicki",2001,198
"20286",215000,"Powiat oławski",2001,283
"20287",216000,"Powiat polkowicki",2001,286
"20288",217000,"Powiat strzeliński",2001,38
"20289",218000,"Powiat średzki",2001,133
"20290",219000,"Powiat świdnicki",2001,728
"20291",220000,"Powiat trzebnicki",2001,152
"20292",221000,"Powiat wałbrzyski",2001,32
"20293",222000,"Powiat wołowski",2001,0
"20294",223000,"Powiat wrocławski",2001,0
"20295",224000,"Powiat ząbkowicki",2001,214
"20296",225000,"Powiat zgorzelecki",2001,539
"20297",226000,"Powiat złotoryjski",2001,230
"20298",261000,"Powiat m.Jelenia Góra",2001,2347
"20299",262000,"Powiat m.Legnica",2001,1859
"20300",263000,"Powiat m.Wałbrzych do 2002",2001,2285
"20301",264000,"Powiat m.Wrocław",2001,30884
"20302",265000,"Powiat m.Wałbrzych od 2013",2001,NA
"20303",401000,"Powiat aleksandrowski",2001,239
"20304",402000,"Powiat brodnicki",2001,416
"20305",403000,"Powiat bydgoski",2001,78
"20306",404000,"Powiat chełmiński",2001,146
"20307",405000,"Powiat golubsko-dobrzyński",2001,25
"20308",406000,"Powiat grudziądzki",2001,2
"20309",407000,"Powiat inowrocławski",2001,864
"20310",408000,"Powiat lipnowski",2001,225
"20311",409000,"Powiat mogileński",2001,193
"20312",410000,"Powiat nakielski",2001,343
"20313",411000,"Powiat radziejowski",2001,27
"20314",412000,"Powiat rypiński",2001,136
"20315",413000,"Powiat sępoleński",2001,138
"20316",414000,"Powiat świecki",2001,532
"20317",415000,"Powiat toruński",2001,0
"20318",416000,"Powiat tucholski",2001,0
"20319",417000,"Powiat wąbrzeski",2001,61
"20320",419000,"Powiat żniński",2001,172
"20321",461000,"Powiat m.Bydgoszcz",2001,4823
"20322",462000,"Powiat m.Grudziądz",2001,1060
"20323",463000,"Powiat m.Toruń",2001,5329
"20324",464000,"Powiat m.Włocławek",2001,1258
"20325",601000,"Powiat bialski",2001,296
"20326",602000,"Powiat biłgorajski",2001,499
"20327",604000,"Powiat hrubieszowski",2001,133
"20328",605000,"Powiat janowski",2001,98
"20329",606000,"Powiat krasnostawski",2001,405
"20330",607000,"Powiat kraśnicki",2001,237
"20331",608000,"Powiat lubartowski",2001,327
"20332",609000,"Powiat lubelski",2001,35
"20333",611000,"Powiat łukowski",2001,424
"20334",612000,"Powiat opolski",2001,229
"20335",613000,"Powiat parczewski",2001,0
"20336",614000,"Powiat puławski",2001,1589
"20337",615000,"Powiat radzyński",2001,306
"20338",616000,"Powiat rycki",2001,264
"20339",617000,"Powiat świdnicki",2001,453
"20340",618000,"Powiat tomaszowski",2001,334
"20341",619000,"Powiat włodawski",2001,376
"20342",620000,"Powiat zamojski",2001,42
"20343",661000,"Powiat m.Biała Podlaska",2001,1084
"20344",662000,"Powiat m.Chełm",2001,976
"20345",663000,"Powiat m.Lublin",2001,6360
"20346",664000,"Powiat m.Zamość",2001,1312
"20347",802000,"Powiat krośnieński",2001,20
"20348",803000,"Powiat międzyrzecki",2001,386
"20349",804000,"Powiat nowosolski",2001,159
"20350",805000,"Powiat słubicki",2001,137
"20351",806000,"Powiat strzelecko-drezdenecki",2001,101
"20352",807000,"Powiat sulęciński",2001,238
"20353",808000,"Powiat świebodziński",2001,430
"20354",809000,"Powiat zielonogórski",2001,89
"20355",810000,"Powiat żagański",2001,145
"20356",811000,"Powiat żarski",2001,443
"20357",812000,"Powiat wschowski",2001,NA
"20358",861000,"Powiat m.Gorzów Wielkopolski",2001,2153
"20359",862000,"Powiat m.Zielona Góra",2001,3104
"20360",1001000,"Powiat bełchatowski",2001,633
"20361",1002000,"Powiat kutnowski",2001,446
"20362",1003000,"Powiat łaski",2001,0
"20363",1004000,"Powiat łęczycki",2001,100
"20364",1005000,"Powiat łowicki",2001,590
"20365",1006000,"Powiat łódzki wschodni",2001,0
"20366",1007000,"Powiat opoczyński",2001,105
"20367",1008000,"Powiat pabianicki",2001,963
"20368",1009000,"Powiat pajęczański",2001,220
"20369",1010000,"Powiat piotrkowski",2001,18
"20370",1011000,"Powiat poddębicki",2001,39
"20371",1012000,"Powiat radomszczański",2001,943
"20372",1013000,"Powiat rawski",2001,746
"20373",1014000,"Powiat sieradzki",2001,697
"20374",1016000,"Powiat tomaszowski",2001,864
"20375",1017000,"Powiat wieluński",2001,639
"20376",1018000,"Powiat wieruszowski",2001,67
"20377",1019000,"Powiat zduńskowolski",2001,860
"20378",1020000,"Powiat zgierski",2001,422
"20379",1061000,"Powiat m.Łódź",2001,33017
"20380",1062000,"Powiat m.Piotrków Trybunalski",2001,1156
"20381",1063000,"Powiat m.Skierniewice",2001,723
"20382",1201000,"Powiat bocheński",2001,455
"20383",1202000,"Powiat brzeski",2001,168
"20384",1203000,"Powiat chrzanowski",2001,646
"20385",1204000,"Powiat dąbrowski",2001,144
"20386",1205000,"Powiat gorlicki",2001,631
"20387",1206000,"Powiat krakowski",2001,263
"20388",1207000,"Powiat limanowski",2001,728
"20389",1208000,"Powiat miechowski",2001,0
"20390",1209000,"Powiat myślenicki",2001,406
"20391",1210000,"Powiat nowosądecki",2001,876
"20392",1211000,"Powiat nowotarski",2001,2361
"20393",1212000,"Powiat olkuski",2001,902
"20394",1213000,"Powiat oświęcimski",2001,1959
"20395",1214000,"Powiat proszowicki",2001,46
"20396",1215000,"Powiat suski",2001,517
"20397",1216000,"Powiat tarnowski",2001,117
"20398",1217000,"Powiat tatrzański",2001,2927
"20399",1218000,"Powiat wadowicki",2001,896
"20400",1219000,"Powiat wielicki",2001,0
"20401",1261000,"Powiat m.Kraków",2001,37191
"20402",1262000,"Powiat m.Nowy Sącz",2001,3900
"20403",1263000,"Powiat m.Tarnów",2001,2182
"20404",1402000,"Powiat ciechanowski",2001,791
"20405",1403000,"Powiat garwoliński",2001,330
"20406",1404000,"Powiat gostyniński",2001,226
"20407",1405000,"Powiat grodziski",2001,208
"20408",1406000,"Powiat grójecki",2001,486
"20409",1407000,"Powiat kozienicki",2001,0
"20410",1408000,"Powiat legionowski",2001,4
"20411",1409000,"Powiat lipski",2001,101
"20412",1410000,"Powiat łosicki",2001,112
"20413",1411000,"Powiat makowski",2001,124
"20414",1412000,"Powiat miński",2001,1069
"20415",1413000,"Powiat mławski",2001,368
"20416",1414000,"Powiat nowodworski",2001,159
"20417",1416000,"Powiat ostrowski",2001,295
"20418",1417000,"Powiat otwocki",2001,181
"20419",1418000,"Powiat piaseczyński",2001,427
"20420",1420000,"Powiat płoński",2001,460
"20421",1421000,"Powiat pruszkowski",2001,20700
"20422",1422000,"Powiat przasnyski",2001,0
"20423",1423000,"Powiat przysuski",2001,64
"20424",1424000,"Powiat pułtuski",2001,305
"20425",1425000,"Powiat radomski",2001,0
"20426",1427000,"Powiat sierpecki",2001,0
"20427",1428000,"Powiat sochaczewski",2001,594
"20428",1429000,"Powiat sokołowski",2001,324
"20429",1430000,"Powiat szydłowiecki",2001,0
"20430",1431000,"Powiat warszawski",2001,180356
"20431",1432000,"Powiat warszawski zachodni",2001,414
"20432",1433000,"Powiat węgrowski",2001,201
"20433",1434000,"Powiat wołomiński",2001,481
"20434",1435000,"Powiat wyszkowski",2001,448
"20435",1436000,"Powiat zwoleński",2001,0
"20436",1437000,"Powiat żuromiński",2001,108
"20437",1438000,"Powiat żyrardowski",2001,0
"20438",1461000,"Powiat m.Ostrołęka",2001,1352
"20439",1462000,"Powiat m.Płock",2001,3598
"20440",1463000,"Powiat m.Radom",2001,2522
"20441",1464000,"Powiat m.Siedlce",2001,992
"20442",1465000,"Powiat m. st. Warszawa",2001,NA
"20443",1601000,"Powiat brzeski",2001,104
"20444",1602000,"Powiat głubczycki",2001,76
"20445",1603000,"Powiat kędzierzyńsko-kozielski",2001,1070
"20446",1604000,"Powiat kluczborski",2001,392
"20447",1605000,"Powiat krapkowicki",2001,602
"20448",1606000,"Powiat namysłowski",2001,0
"20449",1607000,"Powiat nyski",2001,897
"20450",1608000,"Powiat oleski",2001,190
"20451",1609000,"Powiat opolski",2001,42
"20452",1610000,"Powiat prudnicki",2001,106
"20453",1611000,"Powiat strzelecki",2001,477
"20454",1661000,"Powiat m.Opole",2001,3553
"20455",1801000,"Powiat bieszczadzki",2001,449
"20456",1802000,"Powiat brzozowski",2001,202
"20457",1803000,"Powiat dębicki",2001,873
"20458",1804000,"Powiat jarosławski",2001,1196
"20459",1805000,"Powiat jasielski",2001,517
"20460",1806000,"Powiat kolbuszowski",2001,41
"20461",1807000,"Powiat krośnieński",2001,394
"20462",1808000,"Powiat leżajski",2001,406
"20463",1809000,"Powiat lubaczowski",2001,239
"20464",1810000,"Powiat łańcucki",2001,451
"20465",1811000,"Powiat mielecki",2001,951
"20466",1812000,"Powiat niżański",2001,372
"20467",1813000,"Powiat przemyski",2001,25
"20468",1814000,"Powiat przeworski",2001,264
"20469",1815000,"Powiat ropczycko-sędziszowski",2001,444
"20470",1816000,"Powiat rzeszowski",2001,82
"20471",1817000,"Powiat sanocki",2001,452
"20472",1818000,"Powiat stalowowolski",2001,1429
"20473",1819000,"Powiat strzyżowski",2001,165
"20474",1820000,"Powiat tarnobrzeski",2001,88
"20475",1821000,"Powiat leski",2001,NA
"20476",1861000,"Powiat m.Krosno",2001,923
"20477",1862000,"Powiat m.Przemyśl",2001,1760
"20478",1863000,"Powiat m.Rzeszów",2001,5728
"20479",1864000,"Powiat m.Tarnobrzeg",2001,1021
"20480",2001000,"Powiat augustowski",2001,285
"20481",2002000,"Powiat białostocki",2001,21
"20482",2003000,"Powiat bielski",2001,274
"20483",2004000,"Powiat grajewski",2001,195
"20484",2005000,"Powiat hajnowski",2001,124
"20485",2006000,"Powiat kolneński",2001,100
"20486",2009000,"Powiat sejneński",2001,0
"20487",2010000,"Powiat siemiatycki",2001,194
"20488",2011000,"Powiat sokólski",2001,397
"20489",2013000,"Powiat wysokomazowiecki",2001,185
"20490",2014000,"Powiat zambrowski",2001,234
"20491",2061000,"Powiat m.Białystok",2001,8080
"20492",2062000,"Powiat m.Łomża",2001,1360
"20493",2063000,"Powiat m.Suwałki",2001,1527
"20494",2201000,"Powiat bytowski",2001,493
"20495",2202000,"Powiat chojnicki",2001,642
"20496",2203000,"Powiat człuchowski",2001,185
"20497",2204000,"Powiat gdański",2001,0
"20498",2205000,"Powiat kartuski",2001,0
"20499",2206000,"Powiat kościerski",2001,285
"20500",2207000,"Powiat kwidzyński",2001,572
"20501",2208000,"Powiat lęborski",2001,847
"20502",2209000,"Powiat malborski",2001,782
"20503",2210000,"Powiat nowodworski",2001,140
"20504",2211000,"Powiat pucki",2001,503
"20505",2212000,"Powiat słupski",2001,556
"20506",2213000,"Powiat starogardzki",2001,1012
"20507",2214000,"Powiat tczewski",2001,999
"20508",2215000,"Powiat wejherowski",2001,105
"20509",2216000,"Powiat sztumski",2001,NA
"20510",2261000,"Powiat m.Gdańsk",2001,29832
"20511",2262000,"Powiat m.Gdynia",2001,17760
"20512",2263000,"Powiat m.Słupsk",2001,1500
"20513",2264000,"Powiat m.Sopot",2001,2472
"20514",2401000,"Powiat będziński",2001,793
"20515",2402000,"Powiat bielski",2001,2258
"20516",2403000,"Powiat cieszyński",2001,3462
"20517",2404000,"Powiat częstochowski",2001,24
"20518",2405000,"Powiat gliwicki",2001,1017
"20519",2406000,"Powiat kłobucki",2001,104
"20520",2407000,"Powiat lubliniecki",2001,288
"20521",2408000,"Powiat mikołowski",2001,921
"20522",2409000,"Powiat myszkowski",2001,91
"20523",2410000,"Powiat pszczyński",2001,1228
"20524",2411000,"Powiat raciborski",2001,1670
"20525",2413000,"Powiat tarnogórski",2001,1642
"20526",2414000,"Powiat bieruńsko-lędziński",2001,194
"20527",2415000,"Powiat wodzisławski",2001,770
"20528",2416000,"Powiat zawierciański",2001,603
"20529",2417000,"Powiat żywiecki",2001,1138
"20530",2461000,"Powiat m.Bielsko-Biała",2001,8857
