"","Kod","Nazwa","rok","Kina_stale_wg_formy_wlasnosci_ogolem_seanse_ogolem"
"25437",1010000,"Powiat piotrkowski",2015,0
"25438",1011000,"Powiat poddębicki",2015,0
"25439",1012000,"Powiat radomszczański",2015,1122
"25440",1013000,"Powiat rawski",2015,832
"25441",1014000,"Powiat sieradzki",2015,850
"25442",1016000,"Powiat tomaszowski",2015,401
"25443",1017000,"Powiat wieluński",2015,0
"25444",1018000,"Powiat wieruszowski",2015,430
"25445",1019000,"Powiat zduńskowolski",2015,0
"25446",1020000,"Powiat zgierski",2015,0
"25447",1061000,"Powiat m.Łódź",2015,66446
"25448",1062000,"Powiat m.Piotrków Trybunalski",2015,8876
"25449",1063000,"Powiat m.Skierniewice",2015,3300
"25450",1201000,"Powiat bocheński",2015,1174
"25451",1202000,"Powiat brzeski",2015,1367
"25452",1203000,"Powiat chrzanowski",2015,1966
"25453",1204000,"Powiat dąbrowski",2015,674
"25454",1205000,"Powiat gorlicki",2015,36
"25455",1206000,"Powiat krakowski",2015,0
"25456",1207000,"Powiat limanowski",2015,1140
"25457",1208000,"Powiat miechowski",2015,39
"25458",1209000,"Powiat myślenicki",2015,797
"25459",1210000,"Powiat nowosądecki",2015,1818
"25460",1211000,"Powiat nowotarski",2015,1989
"25461",1212000,"Powiat olkuski",2015,1417
"25462",1213000,"Powiat oświęcimski",2015,10581
"25463",1214000,"Powiat proszowicki",2015,0
"25464",1215000,"Powiat suski",2015,0
"25465",1216000,"Powiat tarnowski",2015,608
"25466",1217000,"Powiat tatrzański",2015,2609
"25467",1218000,"Powiat wadowicki",2015,821
"25468",1219000,"Powiat wielicki",2015,0
"25469",1261000,"Powiat m.Kraków",2015,133816
"25470",1262000,"Powiat m.Nowy Sącz",2015,18379
"25471",1263000,"Powiat m.Tarnów",2015,3284
"25472",1402000,"Powiat ciechanowski",2015,1329
"25473",1403000,"Powiat garwoliński",2015,936
"25474",1404000,"Powiat gostyniński",2015,99
"25475",1405000,"Powiat grodziski",2015,1393
"25476",1406000,"Powiat grójecki",2015,552
"25477",1407000,"Powiat kozienicki",2015,0
"25478",1408000,"Powiat legionowski",2015,0
"25479",1409000,"Powiat lipski",2015,0
"25480",1410000,"Powiat łosicki",2015,107
"25481",1411000,"Powiat makowski",2015,415
"25482",1412000,"Powiat miński",2015,0
"25483",1413000,"Powiat mławski",2015,663
"25484",1414000,"Powiat nowodworski",2015,530
"25485",1416000,"Powiat ostrowski",2015,748
"25486",1417000,"Powiat otwocki",2015,4
"25487",1418000,"Powiat piaseczyński",2015,40
"25488",1420000,"Powiat płoński",2015,251
"25489",1421000,"Powiat pruszkowski",2015,16937
"25490",1422000,"Powiat przasnyski",2015,41
"25491",1423000,"Powiat przysuski",2015,0
"25492",1424000,"Powiat pułtuski",2015,754
"25493",1425000,"Powiat radomski",2015,0
"25494",1427000,"Powiat sierpecki",2015,566
"25495",1428000,"Powiat sochaczewski",2015,1219
"25496",1429000,"Powiat sokołowski",2015,497
"25497",1430000,"Powiat szydłowiecki",2015,0
"25498",1431000,"Powiat warszawski",2015,NA
"25499",1432000,"Powiat warszawski zachodni",2015,823
"25500",1433000,"Powiat węgrowski",2015,519
"25501",1434000,"Powiat wołomiński",2015,210
"25502",1435000,"Powiat wyszkowski",2015,883
"25503",1436000,"Powiat zwoleński",2015,0
"25504",1437000,"Powiat żuromiński",2015,0
"25505",1438000,"Powiat żyrardowski",2015,291
"25506",1461000,"Powiat m.Ostrołęka",2015,1563
"25507",1462000,"Powiat m.Płock",2015,9276
"25508",1463000,"Powiat m.Radom",2015,18686
"25509",1464000,"Powiat m.Siedlce",2015,15624
"25510",1465000,"Powiat m. st. Warszawa",2015,228798
"25511",1601000,"Powiat brzeski",2015,80
"25512",1602000,"Powiat głubczycki",2015,0
"25513",1603000,"Powiat kędzierzyńsko-kozielski",2015,11146
"25514",1604000,"Powiat kluczborski",2015,0
"25515",1605000,"Powiat krapkowicki",2015,664
"25516",1606000,"Powiat namysłowski",2015,0
"25517",1607000,"Powiat nyski",2015,3306
"25518",1608000,"Powiat oleski",2015,0
"25519",1609000,"Powiat opolski",2015,0
"25520",1610000,"Powiat prudnicki",2015,0
"25521",1611000,"Powiat strzelecki",2015,0
"25522",1661000,"Powiat m.Opole",2015,11270
"25523",1801000,"Powiat bieszczadzki",2015,166
"25524",1802000,"Powiat brzozowski",2015,735
"25525",1803000,"Powiat dębicki",2015,592
"25526",1804000,"Powiat jarosławski",2015,718
"25527",1805000,"Powiat jasielski",2015,0
"25528",1806000,"Powiat kolbuszowski",2015,0
"25529",1807000,"Powiat krośnieński",2015,252
"25530",1808000,"Powiat leżajski",2015,1399
"25531",1809000,"Powiat lubaczowski",2015,10
"25532",1810000,"Powiat łańcucki",2015,61
"25533",1811000,"Powiat mielecki",2015,1064
"25534",1812000,"Powiat niżański",2015,17
"25535",1813000,"Powiat przemyski",2015,0
"25536",1814000,"Powiat przeworski",2015,613
"25537",1815000,"Powiat ropczycko-sędziszowski",2015,0
"25538",1816000,"Powiat rzeszowski",2015,0
"25539",1817000,"Powiat sanocki",2015,710
"25540",1818000,"Powiat stalowowolski",2015,3055
"25541",1819000,"Powiat strzyżowski",2015,6
"25542",1820000,"Powiat tarnobrzeski",2015,663
"25543",1821000,"Powiat leski",2015,0
"25544",1861000,"Powiat m.Krosno",2015,2932
"25545",1862000,"Powiat m.Przemyśl",2015,821
"25546",1863000,"Powiat m.Rzeszów",2015,44529
"25547",1864000,"Powiat m.Tarnobrzeg",2015,845
"25548",2001000,"Powiat augustowski",2015,1226
"25549",2002000,"Powiat białostocki",2015,7
"25550",2003000,"Powiat bielski",2015,0
"25551",2004000,"Powiat grajewski",2015,243
"25552",2005000,"Powiat hajnowski",2015,0
"25553",2006000,"Powiat kolneński",2015,0
"25554",2009000,"Powiat sejneński",2015,0
"25555",2010000,"Powiat siemiatycki",2015,0
"25556",2011000,"Powiat sokólski",2015,610
"25557",2013000,"Powiat wysokomazowiecki",2015,2
"25558",2014000,"Powiat zambrowski",2015,937
"25559",2061000,"Powiat m.Białystok",2015,30036
"25560",2062000,"Powiat m.Łomża",2015,1627
"25561",2063000,"Powiat m.Suwałki",2015,5835
"25562",2201000,"Powiat bytowski",2015,0
"25563",2202000,"Powiat chojnicki",2015,826
"25564",2203000,"Powiat człuchowski",2015,0
"25565",2204000,"Powiat gdański",2015,115
"25566",2205000,"Powiat kartuski",2015,0
"25567",2206000,"Powiat kościerski",2015,830
"25568",2207000,"Powiat kwidzyński",2015,729
"25569",2208000,"Powiat lęborski",2015,2304
"25570",2209000,"Powiat malborski",2015,0
"25571",2210000,"Powiat nowodworski",2015,0
"25572",2211000,"Powiat pucki",2015,0
"25573",2212000,"Powiat słupski",2015,540
"25574",2213000,"Powiat starogardzki",2015,4629
"25575",2214000,"Powiat tczewski",2015,7385
"25576",2215000,"Powiat wejherowski",2015,9535
"25577",2216000,"Powiat sztumski",2015,140
"25578",2261000,"Powiat m.Gdańsk",2015,59628
"25579",2262000,"Powiat m.Gdynia",2015,24198
"25580",2263000,"Powiat m.Słupsk",2015,10723
"25581",2264000,"Powiat m.Sopot",2015,9249
"25582",2401000,"Powiat będziński",2015,0
"25583",2402000,"Powiat bielski",2015,6970
"25584",2403000,"Powiat cieszyński",2015,1339
"25585",2404000,"Powiat częstochowski",2015,0
"25586",2405000,"Powiat gliwicki",2015,1381
"25587",2406000,"Powiat kłobucki",2015,16
"25588",2407000,"Powiat lubliniecki",2015,560
"25589",2408000,"Powiat mikołowski",2015,0
"25590",2409000,"Powiat myszkowski",2015,117
"25591",2410000,"Powiat pszczyński",2015,0
"25592",2411000,"Powiat raciborski",2015,1130
"25593",2413000,"Powiat tarnogórski",2015,267
"25594",2414000,"Powiat bieruńsko-lędziński",2015,0
"25595",2415000,"Powiat wodzisławski",2015,943
"25596",2416000,"Powiat zawierciański",2015,994
"25597",2417000,"Powiat żywiecki",2015,1426
"25598",2461000,"Powiat m.Bielsko-Biała",2015,30056
"25599",2462000,"Powiat m.Bytom",2015,16109
"25600",2463000,"Powiat m.Chorzów",2015,0
"25601",2464000,"Powiat m.Częstochowa",2015,27839
"25602",2465000,"Powiat m.Dąbrowa Górnicza",2015,9697
"25603",2466000,"Powiat m.Gliwice",2015,27453
"25604",2467000,"Powiat m.Jastrzębie-Zdrój",2015,1369
"25605",2468000,"Powiat m.Jaworzno",2015,0
"25606",2469000,"Powiat m.Katowice",2015,65920
"25607",2470000,"Powiat m.Mysłowice",2015,0
"25608",2471000,"Powiat m.Piekary Śląskie",2015,0
"25609",2472000,"Powiat m.Ruda Śląska",2015,13405
"25610",2473000,"Powiat m.Rybnik",2015,23948
"25611",2474000,"Powiat m.Siemianowice Śląskie",2015,0
"25612",2475000,"Powiat m.Sosnowiec",2015,16046
"25613",2477000,"Powiat m.Tychy",2015,7991
"25614",2478000,"Powiat m.Zabrze",2015,17978
"25615",2479000,"Powiat m.Żory",2015,960
"25616",2601000,"Powiat buski",2015,269
"25617",2602000,"Powiat jędrzejowski",2015,450
"25618",2603000,"Powiat kazimierski",2015,0
"25619",2604000,"Powiat kielecki",2015,0
"25620",2605000,"Powiat konecki",2015,0
"25621",2606000,"Powiat opatowski",2015,0
"25622",2607000,"Powiat ostrowiecki",2015,1668
"25623",2608000,"Powiat pińczowski",2015,0
"25624",2609000,"Powiat sandomierski",2015,841
"25625",2610000,"Powiat skarżyski",2015,1247
"25626",2611000,"Powiat starachowicki",2015,8796
"25627",2612000,"Powiat staszowski",2015,213
"25628",2613000,"Powiat włoszczowski",2015,497
"25629",2661000,"Powiat m.Kielce",2015,30437
"25630",2801000,"Powiat bartoszycki",2015,0
"25631",2802000,"Powiat braniewski",2015,502
"25632",2803000,"Powiat działdowski",2015,0
"25633",2804000,"Powiat elbląski",2015,565
"25634",2805000,"Powiat ełcki",2015,678
"25635",2806000,"Powiat giżycki",2015,0
"25636",2807000,"Powiat iławski",2015,1911
"25637",2808000,"Powiat kętrzyński",2015,1177
"25638",2809000,"Powiat lidzbarski",2015,785
"25639",2810000,"Powiat mrągowski",2015,506
"25640",2811000,"Powiat nidzicki",2015,0
"25641",2812000,"Powiat nowomiejski",2015,0
"25642",2813000,"Powiat olecki",2015,354
"25643",2814000,"Powiat olsztyński",2015,3
"25644",2815000,"Powiat ostródzki",2015,843
"25645",2816000,"Powiat piski",2015,0
"25646",2817000,"Powiat szczycieński",2015,0
"25647",2818000,"Powiat gołdapski",2015,485
"25648",2819000,"Powiat węgorzewski",2015,0
"25649",2861000,"Powiat m.Elbląg",2015,7735
"25650",2862000,"Powiat m.Olsztyn",2015,30228
"25651",3001000,"Powiat chodzieski",2015,1587
"25652",3002000,"Powiat czarnkowsko-trzcianecki",2015,972
"25653",3003000,"Powiat gnieźnieński",2015,5086
"25654",3004000,"Powiat gostyński",2015,1522
"25655",3005000,"Powiat grodziski",2015,0
"25656",3006000,"Powiat jarociński",2015,1230
"25657",3008000,"Powiat kępiński",2015,0
"25658",3009000,"Powiat kolski",2015,335
"25659",3010000,"Powiat koniński",2015,0
"25660",3011000,"Powiat kościański",2015,0
"25661",3012000,"Powiat krotoszyński",2015,144
"25662",3014000,"Powiat międzychodzki",2015,3
"25663",3015000,"Powiat nowotomyski",2015,0
"25664",3017000,"Powiat ostrowski",2015,1021
"25665",3018000,"Powiat ostrzeszowski",2015,782
"25666",3019000,"Powiat pilski",2015,7606
"25667",3020000,"Powiat pleszewski",2015,515
"25668",3021000,"Powiat poznański",2015,551
"25669",3022000,"Powiat rawicki",2015,87
"25670",3023000,"Powiat słupecki",2015,1412
"25671",3024000,"Powiat szamotulski",2015,708
"25672",3025000,"Powiat średzki",2015,1182
"25673",3026000,"Powiat śremski",2015,621
"25674",3027000,"Powiat turecki",2015,487
"25675",3028000,"Powiat wągrowiecki",2015,1314
"25676",3029000,"Powiat wolsztyński",2015,0
"25677",3030000,"Powiat wrzesiński",2015,1483
"25678",3031000,"Powiat złotowski",2015,0
"25679",3061000,"Powiat m.Kalisz",2015,23594
"25680",3062000,"Powiat m.Konin",2015,5928
"25681",3063000,"Powiat m.Leszno",2015,9048
"25682",3064000,"Powiat m.Poznań",2015,98368
"25683",3201000,"Powiat białogardzki",2015,648
"25684",3202000,"Powiat choszczeński",2015,0
"25685",3203000,"Powiat drawski",2015,1419
"25686",3204000,"Powiat goleniowski",2015,84
"25687",3205000,"Powiat gryficki",2015,376
"25688",3206000,"Powiat gryfiński",2015,902
"25689",3207000,"Powiat kamieński",2015,1046
"25690",3208000,"Powiat kołobrzeski",2015,1515
"25691",3209000,"Powiat koszaliński",2015,0
"25692",3210000,"Powiat myśliborski",2015,172
"25693",3211000,"Powiat policki",2015,0
"25694",3212000,"Powiat pyrzycki",2015,159
"25695",3213000,"Powiat sławieński",2015,241
"25696",3214000,"Powiat stargardzki",2015,2569
"25697",3215000,"Powiat szczecinecki",2015,1047
"25698",3216000,"Powiat świdwiński",2015,657
"25699",3217000,"Powiat wałecki",2015,697
"25700",3261000,"Powiat m.Koszalin",2015,11505
"25701",3262000,"Powiat m.Szczecin",2015,38425
"25702",3263000,"Powiat m.Świnoujście",2015,4450
"25703",201000,"Powiat bolesławiecki",2016,2361
"25704",202000,"Powiat dzierżoniowski",2016,666
"25705",203000,"Powiat głogowski",2016,9173
"25706",204000,"Powiat górowski",2016,302
"25707",205000,"Powiat jaworski",2016,0
"25708",206000,"Powiat jeleniogórski",2016,350
"25709",207000,"Powiat kamiennogórski",2016,0
"25710",208000,"Powiat kłodzki",2016,6901
"25711",209000,"Powiat legnicki",2016,0
"25712",210000,"Powiat lubański",2016,612
"25713",211000,"Powiat lubiński",2016,13020
"25714",212000,"Powiat lwówecki",2016,0
"25715",214000,"Powiat oleśnicki",2016,65
"25716",215000,"Powiat oławski",2016,947
"25717",216000,"Powiat polkowicki",2016,699
"25718",217000,"Powiat strzeliński",2016,0
"25719",218000,"Powiat średzki",2016,632
"25720",219000,"Powiat świdnicki",2016,8847
"25721",220000,"Powiat trzebnicki",2016,149
"25722",221000,"Powiat wałbrzyski",2016,0
"25723",222000,"Powiat wołowski",2016,342
"25724",223000,"Powiat wrocławski",2016,0
"25725",224000,"Powiat ząbkowicki",2016,0
"25726",225000,"Powiat zgorzelecki",2016,2893
"25727",226000,"Powiat złotoryjski",2016,780
"25728",261000,"Powiat m.Jelenia Góra",2016,12469
"25729",262000,"Powiat m.Legnica",2016,11943
"25730",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"25731",264000,"Powiat m.Wrocław",2016,105187
"25732",265000,"Powiat m.Wałbrzych od 2013",2016,12940
"25733",401000,"Powiat aleksandrowski",2016,0
"25734",402000,"Powiat brodnicki",2016,0
"25735",403000,"Powiat bydgoski",2016,0
"25736",404000,"Powiat chełmiński",2016,0
"25737",405000,"Powiat golubsko-dobrzyński",2016,0
"25738",406000,"Powiat grudziądzki",2016,0
"25739",407000,"Powiat inowrocławski",2016,4010
"25740",408000,"Powiat lipnowski",2016,46
"25741",409000,"Powiat mogileński",2016,1104
"25742",410000,"Powiat nakielski",2016,0
"25743",411000,"Powiat radziejowski",2016,0
"25744",412000,"Powiat rypiński",2016,420
"25745",413000,"Powiat sępoleński",2016,8
"25746",414000,"Powiat świecki",2016,1798
"25747",415000,"Powiat toruński",2016,0
"25748",416000,"Powiat tucholski",2016,0
"25749",417000,"Powiat wąbrzeski",2016,30
"25750",419000,"Powiat żniński",2016,0
"25751",461000,"Powiat m.Bydgoszcz",2016,54878
"25752",462000,"Powiat m.Grudziądz",2016,10623
"25753",463000,"Powiat m.Toruń",2016,35727
"25754",464000,"Powiat m.Włocławek",2016,9920
"25755",601000,"Powiat bialski",2016,98
"25756",602000,"Powiat biłgorajski",2016,912
"25757",604000,"Powiat hrubieszowski",2016,379
"25758",605000,"Powiat janowski",2016,392
"25759",606000,"Powiat krasnostawski",2016,973
"25760",607000,"Powiat kraśnicki",2016,781
"25761",608000,"Powiat lubartowski",2016,340
"25762",609000,"Powiat lubelski",2016,0
"25763",611000,"Powiat łukowski",2016,1422
"25764",612000,"Powiat opolski",2016,223
"25765",613000,"Powiat parczewski",2016,0
"25766",614000,"Powiat puławski",2016,2087
"25767",615000,"Powiat radzyński",2016,0
"25768",616000,"Powiat rycki",2016,876
"25769",617000,"Powiat świdnicki",2016,1092
"25770",618000,"Powiat tomaszowski",2016,750
"25771",619000,"Powiat włodawski",2016,233
"25772",620000,"Powiat zamojski",2016,63
"25773",661000,"Powiat m.Biała Podlaska",2016,10457
"25774",662000,"Powiat m.Chełm",2016,2013
"25775",663000,"Powiat m.Lublin",2016,45280
"25776",664000,"Powiat m.Zamość",2016,2173
"25777",802000,"Powiat krośnieński",2016,0
"25778",803000,"Powiat międzyrzecki",2016,841
"25779",804000,"Powiat nowosolski",2016,0
"25780",805000,"Powiat słubicki",2016,477
"25781",806000,"Powiat strzelecko-drezdenecki",2016,0
"25782",807000,"Powiat sulęciński",2016,0
"25783",808000,"Powiat świebodziński",2016,683
"25784",809000,"Powiat zielonogórski",2016,0
"25785",810000,"Powiat żagański",2016,152
"25786",811000,"Powiat żarski",2016,1298
"25787",812000,"Powiat wschowski",2016,0
"25788",861000,"Powiat m.Gorzów Wielkopolski",2016,22107
"25789",862000,"Powiat m.Zielona Góra",2016,17341
"25790",1001000,"Powiat bełchatowski",2016,10076
"25791",1002000,"Powiat kutnowski",2016,1018
"25792",1003000,"Powiat łaski",2016,0
"25793",1004000,"Powiat łęczycki",2016,4000
"25794",1005000,"Powiat łowicki",2016,972
"25795",1006000,"Powiat łódzki wschodni",2016,384
"25796",1007000,"Powiat opoczyński",2016,170
"25797",1008000,"Powiat pabianicki",2016,422
"25798",1009000,"Powiat pajęczański",2016,0
"25799",1010000,"Powiat piotrkowski",2016,0
"25800",1011000,"Powiat poddębicki",2016,0
"25801",1012000,"Powiat radomszczański",2016,1246
"25802",1013000,"Powiat rawski",2016,849
"25803",1014000,"Powiat sieradzki",2016,0
"25804",1016000,"Powiat tomaszowski",2016,1747
"25805",1017000,"Powiat wieluński",2016,0
"25806",1018000,"Powiat wieruszowski",2016,414
"25807",1019000,"Powiat zduńskowolski",2016,1660
"25808",1020000,"Powiat zgierski",2016,0
"25809",1061000,"Powiat m.Łódź",2016,71875
"25810",1062000,"Powiat m.Piotrków Trybunalski",2016,11446
"25811",1063000,"Powiat m.Skierniewice",2016,2951
"25812",1201000,"Powiat bocheński",2016,1261
"25813",1202000,"Powiat brzeski",2016,1493
"25814",1203000,"Powiat chrzanowski",2016,2502
"25815",1204000,"Powiat dąbrowski",2016,660
"25816",1205000,"Powiat gorlicki",2016,20
"25817",1206000,"Powiat krakowski",2016,74
"25818",1207000,"Powiat limanowski",2016,1342
"25819",1208000,"Powiat miechowski",2016,711
"25820",1209000,"Powiat myślenicki",2016,811
"25821",1210000,"Powiat nowosądecki",2016,1939
"25822",1211000,"Powiat nowotarski",2016,1955
"25823",1212000,"Powiat olkuski",2016,1530
"25824",1213000,"Powiat oświęcimski",2016,9822
"25825",1214000,"Powiat proszowicki",2016,0
"25826",1215000,"Powiat suski",2016,0
"25827",1216000,"Powiat tarnowski",2016,700
"25828",1217000,"Powiat tatrzański",2016,1843
"25829",1218000,"Powiat wadowicki",2016,805
"25830",1219000,"Powiat wielicki",2016,0
"25831",1261000,"Powiat m.Kraków",2016,132668
"25832",1262000,"Powiat m.Nowy Sącz",2016,19056
"25833",1263000,"Powiat m.Tarnów",2016,3844
"25834",1402000,"Powiat ciechanowski",2016,1459
"25835",1403000,"Powiat garwoliński",2016,1010
"25836",1404000,"Powiat gostyniński",2016,751
"25837",1405000,"Powiat grodziski",2016,1331
"25838",1406000,"Powiat grójecki",2016,576
"25839",1407000,"Powiat kozienicki",2016,1069
"25840",1408000,"Powiat legionowski",2016,0
"25841",1409000,"Powiat lipski",2016,0
"25842",1410000,"Powiat łosicki",2016,109
"25843",1411000,"Powiat makowski",2016,463
"25844",1412000,"Powiat miński",2016,331
"25845",1413000,"Powiat mławski",2016,939
"25846",1414000,"Powiat nowodworski",2016,718
"25847",1416000,"Powiat ostrowski",2016,414
"25848",1417000,"Powiat otwocki",2016,37
"25849",1418000,"Powiat piaseczyński",2016,248
"25850",1420000,"Powiat płoński",2016,1063
"25851",1421000,"Powiat pruszkowski",2016,17476
"25852",1422000,"Powiat przasnyski",2016,2
"25853",1423000,"Powiat przysuski",2016,0
"25854",1424000,"Powiat pułtuski",2016,738
"25855",1425000,"Powiat radomski",2016,0
"25856",1427000,"Powiat sierpecki",2016,745
"25857",1428000,"Powiat sochaczewski",2016,1492
"25858",1429000,"Powiat sokołowski",2016,529
"25859",1430000,"Powiat szydłowiecki",2016,0
"25860",1431000,"Powiat warszawski",2016,NA
"25861",1432000,"Powiat warszawski zachodni",2016,805
"25862",1433000,"Powiat węgrowski",2016,215
"25863",1434000,"Powiat wołomiński",2016,1279
"25864",1435000,"Powiat wyszkowski",2016,1008
"25865",1436000,"Powiat zwoleński",2016,0
"25866",1437000,"Powiat żuromiński",2016,0
"25867",1438000,"Powiat żyrardowski",2016,1199
"25868",1461000,"Powiat m.Ostrołęka",2016,2509
"25869",1462000,"Powiat m.Płock",2016,16938
"25870",1463000,"Powiat m.Radom",2016,20673
"25871",1464000,"Powiat m.Siedlce",2016,17829
"25872",1465000,"Powiat m. st. Warszawa",2016,233898
"25873",1601000,"Powiat brzeski",2016,60
"25874",1602000,"Powiat głubczycki",2016,0
"25875",1603000,"Powiat kędzierzyńsko-kozielski",2016,11580
"25876",1604000,"Powiat kluczborski",2016,0
"25877",1605000,"Powiat krapkowicki",2016,639
"25878",1606000,"Powiat namysłowski",2016,0
"25879",1607000,"Powiat nyski",2016,1875
"25880",1608000,"Powiat oleski",2016,0
"25881",1609000,"Powiat opolski",2016,0
"25882",1610000,"Powiat prudnicki",2016,0
"25883",1611000,"Powiat strzelecki",2016,0
"25884",1661000,"Powiat m.Opole",2016,12885
"25885",1801000,"Powiat bieszczadzki",2016,187
"25886",1802000,"Powiat brzozowski",2016,706
"25887",1803000,"Powiat dębicki",2016,538
"25888",1804000,"Powiat jarosławski",2016,776
"25889",1805000,"Powiat jasielski",2016,562
"25890",1806000,"Powiat kolbuszowski",2016,0
"25891",1807000,"Powiat krośnieński",2016,249
"25892",1808000,"Powiat leżajski",2016,1234
"25893",1809000,"Powiat lubaczowski",2016,163
"25894",1810000,"Powiat łańcucki",2016,95
"25895",1811000,"Powiat mielecki",2016,1091
"25896",1812000,"Powiat niżański",2016,15
"25897",1813000,"Powiat przemyski",2016,0
"25898",1814000,"Powiat przeworski",2016,792
"25899",1815000,"Powiat ropczycko-sędziszowski",2016,287
"25900",1816000,"Powiat rzeszowski",2016,0
"25901",1817000,"Powiat sanocki",2016,854
"25902",1818000,"Powiat stalowowolski",2016,3080
"25903",1819000,"Powiat strzyżowski",2016,138
"25904",1820000,"Powiat tarnobrzeski",2016,592
"25905",1821000,"Powiat leski",2016,0
"25906",1861000,"Powiat m.Krosno",2016,2946
"25907",1862000,"Powiat m.Przemyśl",2016,2377
"25908",1863000,"Powiat m.Rzeszów",2016,43299
"25909",1864000,"Powiat m.Tarnobrzeg",2016,891
"25910",2001000,"Powiat augustowski",2016,1266
"25911",2002000,"Powiat białostocki",2016,58
"25912",2003000,"Powiat bielski",2016,0
"25913",2004000,"Powiat grajewski",2016,198
"25914",2005000,"Powiat hajnowski",2016,0
"25915",2006000,"Powiat kolneński",2016,0
"25916",2009000,"Powiat sejneński",2016,0
"25917",2010000,"Powiat siemiatycki",2016,10
"25918",2011000,"Powiat sokólski",2016,613
"25919",2013000,"Powiat wysokomazowiecki",2016,40
"25920",2014000,"Powiat zambrowski",2016,948
"25921",2061000,"Powiat m.Białystok",2016,44282
"25922",2062000,"Powiat m.Łomża",2016,135
"25923",2063000,"Powiat m.Suwałki",2016,5447
"25924",2201000,"Powiat bytowski",2016,1286
"25925",2202000,"Powiat chojnicki",2016,509
"25926",2203000,"Powiat człuchowski",2016,0
"25927",2204000,"Powiat gdański",2016,155
"25928",2205000,"Powiat kartuski",2016,0
"25929",2206000,"Powiat kościerski",2016,1740
"25930",2207000,"Powiat kwidzyński",2016,738
"25931",2208000,"Powiat lęborski",2016,979
"25932",2209000,"Powiat malborski",2016,0
"25933",2210000,"Powiat nowodworski",2016,0
"25934",2211000,"Powiat pucki",2016,23
"25935",2212000,"Powiat słupski",2016,810
"25936",2213000,"Powiat starogardzki",2016,10079
"25937",2214000,"Powiat tczewski",2016,8835
"25938",2215000,"Powiat wejherowski",2016,10011
"25939",2216000,"Powiat sztumski",2016,242
"25940",2261000,"Powiat m.Gdańsk",2016,55534
"25941",2262000,"Powiat m.Gdynia",2016,28133
"25942",2263000,"Powiat m.Słupsk",2016,11238
"25943",2264000,"Powiat m.Sopot",2016,9390
"25944",2401000,"Powiat będziński",2016,0
"25945",2402000,"Powiat bielski",2016,7304
"25946",2403000,"Powiat cieszyński",2016,1690
"25947",2404000,"Powiat częstochowski",2016,0
"25948",2405000,"Powiat gliwicki",2016,1294
"25949",2406000,"Powiat kłobucki",2016,0
"25950",2407000,"Powiat lubliniecki",2016,583
"25951",2408000,"Powiat mikołowski",2016,0
"25952",2409000,"Powiat myszkowski",2016,98
"25953",2410000,"Powiat pszczyński",2016,0
"25954",2411000,"Powiat raciborski",2016,1267
"25955",2413000,"Powiat tarnogórski",2016,274
"25956",2414000,"Powiat bieruńsko-lędziński",2016,0
"25957",2415000,"Powiat wodzisławski",2016,995
"25958",2416000,"Powiat zawierciański",2016,1145
"25959",2417000,"Powiat żywiecki",2016,1339
"25960",2461000,"Powiat m.Bielsko-Biała",2016,31981
"25961",2462000,"Powiat m.Bytom",2016,14408
"25962",2463000,"Powiat m.Chorzów",2016,0
"25963",2464000,"Powiat m.Częstochowa",2016,29012
"25964",2465000,"Powiat m.Dąbrowa Górnicza",2016,12077
"25965",2466000,"Powiat m.Gliwice",2016,24688
"25966",2467000,"Powiat m.Jastrzębie-Zdrój",2016,1607
"25967",2468000,"Powiat m.Jaworzno",2016,9685
"25968",2469000,"Powiat m.Katowice",2016,68659
"25969",2470000,"Powiat m.Mysłowice",2016,0
"25970",2471000,"Powiat m.Piekary Śląskie",2016,0
"25971",2472000,"Powiat m.Ruda Śląska",2016,22706
"25972",2473000,"Powiat m.Rybnik",2016,24811
"25973",2474000,"Powiat m.Siemianowice Śląskie",2016,0
"25974",2475000,"Powiat m.Sosnowiec",2016,18569
"25975",2477000,"Powiat m.Tychy",2016,8237
"25976",2478000,"Powiat m.Zabrze",2016,18988
"25977",2479000,"Powiat m.Żory",2016,1050
"25978",2601000,"Powiat buski",2016,370
"25979",2602000,"Powiat jędrzejowski",2016,499
"25980",2603000,"Powiat kazimierski",2016,0
"25981",2604000,"Powiat kielecki",2016,0
"25982",2605000,"Powiat konecki",2016,0
"25983",2606000,"Powiat opatowski",2016,0
"25984",2607000,"Powiat ostrowiecki",2016,1590
"25985",2608000,"Powiat pińczowski",2016,0
"25986",2609000,"Powiat sandomierski",2016,836
"25987",2610000,"Powiat skarżyski",2016,1187
"25988",2611000,"Powiat starachowicki",2016,9494
"25989",2612000,"Powiat staszowski",2016,237
"25990",2613000,"Powiat włoszczowski",2016,564
"25991",2661000,"Powiat m.Kielce",2016,34441
"25992",2801000,"Powiat bartoszycki",2016,0
"25993",2802000,"Powiat braniewski",2016,727
"25994",2803000,"Powiat działdowski",2016,0
"25995",2804000,"Powiat elbląski",2016,278
"25996",2805000,"Powiat ełcki",2016,325
"25997",2806000,"Powiat giżycki",2016,0
"25998",2807000,"Powiat iławski",2016,2097
"25999",2808000,"Powiat kętrzyński",2016,1168
"26000",2809000,"Powiat lidzbarski",2016,981
"26001",2810000,"Powiat mrągowski",2016,566
