"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_udzielone_noclegi_turystom_zagranicznym_w_turystycznych_obiektach_noclegowych_na_10_tys_mieszkancow_ogolem"
"73745",1820000,"Powiat tarnobrzeski",2015,298
"73746",1821000,"Powiat leski",2015,13305
"73747",1861000,"Powiat m.Krosno",2015,1328
"73748",1862000,"Powiat m.Przemyśl",2015,2066
"73749",1863000,"Powiat m.Rzeszów",2015,4389
"73750",1864000,"Powiat m.Tarnobrzeg",2015,246
"73751",2001000,"Powiat augustowski",2015,2255
"73752",2002000,"Powiat białostocki",2015,1096
"73753",2003000,"Powiat bielski",2015,655
"73754",2004000,"Powiat grajewski",2015,84
"73755",2005000,"Powiat hajnowski",2015,2485
"73756",2006000,"Powiat kolneński",2015,51
"73757",2007000,"Powiat łomżyński",2015,1330
"73758",2008000,"Powiat moniecki",2015,85
"73759",2009000,"Powiat sejneński",2015,241
"73760",2010000,"Powiat siemiatycki",2015,251
"73761",2011000,"Powiat sokólski",2015,257
"73762",2012000,"Powiat suwalski",2015,1224
"73763",2013000,"Powiat wysokomazowiecki",2015,96
"73764",2014000,"Powiat zambrowski",2015,1
"73765",2061000,"Powiat m.Białystok",2015,4259
"73766",2062000,"Powiat m.Łomża",2015,1244
"73767",2063000,"Powiat m.Suwałki",2015,3248
"73768",2201000,"Powiat bytowski",2015,424
"73769",2202000,"Powiat chojnicki",2015,478
"73770",2203000,"Powiat człuchowski",2015,374
"73771",2204000,"Powiat gdański",2015,1078
"73772",2205000,"Powiat kartuski",2015,396
"73773",2206000,"Powiat kościerski",2015,253
"73774",2207000,"Powiat kwidzyński",2015,686
"73775",2208000,"Powiat lęborski",2015,4374
"73776",2209000,"Powiat malborski",2015,2672
"73777",2210000,"Powiat nowodworski",2015,3697
"73778",2211000,"Powiat pucki",2015,3016
"73779",2212000,"Powiat słupski",2015,4392
"73780",2213000,"Powiat starogardzki",2015,151
"73781",2214000,"Powiat tczewski",2015,516
"73782",2215000,"Powiat wejherowski",2015,1218
"73783",2216000,"Powiat sztumski",2015,10
"73784",2261000,"Powiat m.Gdańsk",2015,15719
"73785",2262000,"Powiat m.Gdynia",2015,1980
"73786",2263000,"Powiat m.Słupsk",2015,647
"73787",2264000,"Powiat m.Sopot",2015,38983
"73788",2401000,"Powiat będziński",2015,1752
"73789",2402000,"Powiat bielski",2015,1335
"73790",2403000,"Powiat cieszyński",2015,3619
"73791",2404000,"Powiat częstochowski",2015,63
"73792",2405000,"Powiat gliwicki",2015,491
"73793",2406000,"Powiat kłobucki",2015,0
"73794",2407000,"Powiat lubliniecki",2015,644
"73795",2408000,"Powiat mikołowski",2015,408
"73796",2409000,"Powiat myszkowski",2015,460
"73797",2410000,"Powiat pszczyński",2015,675
"73798",2411000,"Powiat raciborski",2015,708
"73799",2412000,"Powiat rybnicki",2015,0
"73800",2413000,"Powiat tarnogórski",2015,1219
"73801",2414000,"Powiat bieruńsko-lędziński",2015,274
"73802",2415000,"Powiat wodzisławski",2015,377
"73803",2416000,"Powiat zawierciański",2015,173
"73804",2417000,"Powiat żywiecki",2015,202
"73805",2461000,"Powiat m.Bielsko-Biała",2015,3333
"73806",2462000,"Powiat m.Bytom",2015,369
"73807",2463000,"Powiat m.Chorzów",2015,1265
"73808",2464000,"Powiat m.Częstochowa",2015,2209
"73809",2465000,"Powiat m.Dąbrowa Górnicza",2015,205
"73810",2466000,"Powiat m.Gliwice",2015,4299
"73811",2467000,"Powiat m.Jastrzębie-Zdrój",2015,0
"73812",2468000,"Powiat m.Jaworzno",2015,761
"73813",2469000,"Powiat m.Katowice",2015,5632
"73814",2470000,"Powiat m.Mysłowice",2015,38
"73815",2471000,"Powiat m.Piekary Śląskie",2015,1213
"73816",2472000,"Powiat m.Ruda Śląska",2015,80
"73817",2473000,"Powiat m.Rybnik",2015,733
"73818",2474000,"Powiat m.Siemianowice Śląskie",2015,0
"73819",2475000,"Powiat m.Sosnowiec",2015,504
"73820",2476000,"Powiat m.Świętochłowice",2015,0
"73821",2477000,"Powiat m.Tychy",2015,2766
"73822",2478000,"Powiat m.Zabrze",2015,1479
"73823",2479000,"Powiat m.Żory",2015,636
"73824",2601000,"Powiat buski",2015,1227
"73825",2602000,"Powiat jędrzejowski",2015,39
"73826",2603000,"Powiat kazimierski",2015,0
"73827",2604000,"Powiat kielecki",2015,288
"73828",2605000,"Powiat konecki",2015,24
"73829",2606000,"Powiat opatowski",2015,78
"73830",2607000,"Powiat ostrowiecki",2015,300
"73831",2608000,"Powiat pińczowski",2015,0
"73832",2609000,"Powiat sandomierski",2015,1335
"73833",2610000,"Powiat skarżyski",2015,451
"73834",2611000,"Powiat starachowicki",2015,491
"73835",2612000,"Powiat staszowski",2015,84
"73836",2613000,"Powiat włoszczowski",2015,61
"73837",2661000,"Powiat m.Kielce",2015,1285
"73838",2801000,"Powiat bartoszycki",2015,769
"73839",2802000,"Powiat braniewski",2015,1757
"73840",2803000,"Powiat działdowski",2015,76
"73841",2804000,"Powiat elbląski",2015,380
"73842",2805000,"Powiat ełcki",2015,1022
"73843",2806000,"Powiat giżycki",2015,6284
"73844",2807000,"Powiat iławski",2015,851
"73845",2808000,"Powiat kętrzyński",2015,1127
"73846",2809000,"Powiat lidzbarski",2015,1892
"73847",2810000,"Powiat mrągowski",2015,30852
"73848",2811000,"Powiat nidzicki",2015,98
"73849",2812000,"Powiat nowomiejski",2015,0
"73850",2813000,"Powiat olecki",2015,96
"73851",2814000,"Powiat olsztyński",2015,999
"73852",2815000,"Powiat ostródzki",2015,2423
"73853",2816000,"Powiat piski",2015,1156
"73854",2817000,"Powiat szczycieński",2015,223
"73855",2818000,"Powiat gołdapski",2015,1450
"73856",2819000,"Powiat węgorzewski",2015,3938
"73857",2861000,"Powiat m.Elbląg",2015,2727
"73858",2862000,"Powiat m.Olsztyn",2015,2687
"73859",3001000,"Powiat chodzieski",2015,1156
"73860",3002000,"Powiat czarnkowsko-trzcianecki",2015,736
"73861",3003000,"Powiat gnieźnieński",2015,983
"73862",3004000,"Powiat gostyński",2015,810
"73863",3005000,"Powiat grodziski",2015,214
"73864",3006000,"Powiat jarociński",2015,849
"73865",3007000,"Powiat kaliski",2015,164
"73866",3008000,"Powiat kępiński",2015,33
"73867",3009000,"Powiat kolski",2015,362
"73868",3010000,"Powiat koniński",2015,779
"73869",3011000,"Powiat kościański",2015,126
"73870",3012000,"Powiat krotoszyński",2015,523
"73871",3013000,"Powiat leszczyński",2015,1111
"73872",3014000,"Powiat międzychodzki",2015,1810
"73873",3015000,"Powiat nowotomyski",2015,2470
"73874",3016000,"Powiat obornicki",2015,49
"73875",3017000,"Powiat ostrowski",2015,385
"73876",3018000,"Powiat ostrzeszowski",2015,220
"73877",3019000,"Powiat pilski",2015,1255
"73878",3020000,"Powiat pleszewski",2015,438
"73879",3021000,"Powiat poznański",2015,942
"73880",3022000,"Powiat rawicki",2015,64
"73881",3023000,"Powiat słupecki",2015,25
"73882",3024000,"Powiat szamotulski",2015,398
"73883",3025000,"Powiat średzki",2015,352
"73884",3026000,"Powiat śremski",2015,804
"73885",3027000,"Powiat turecki",2015,78
"73886",3028000,"Powiat wągrowiecki",2015,219
"73887",3029000,"Powiat wolsztyński",2015,705
"73888",3030000,"Powiat wrzesiński",2015,891
"73889",3031000,"Powiat złotowski",2015,262
"73890",3061000,"Powiat m.Kalisz",2015,919
"73891",3062000,"Powiat m.Konin",2015,432
"73892",3063000,"Powiat m.Leszno",2015,1017
"73893",3064000,"Powiat m.Poznań",2015,6310
"73894",3201000,"Powiat białogardzki",2015,331
"73895",3202000,"Powiat choszczeński",2015,186
"73896",3203000,"Powiat drawski",2015,1092
"73897",3204000,"Powiat goleniowski",2015,534
"73898",3205000,"Powiat gryficki",2015,21456
"73899",3206000,"Powiat gryfiński",2015,758
"73900",3207000,"Powiat kamieński",2015,73195
"73901",3208000,"Powiat kołobrzeski",2015,152736
"73902",3209000,"Powiat koszaliński",2015,12958
"73903",3210000,"Powiat myśliborski",2015,1176
"73904",3211000,"Powiat policki",2015,1704
"73905",3212000,"Powiat pyrzycki",2015,44
"73906",3213000,"Powiat sławieński",2015,13341
"73907",3214000,"Powiat stargardzki",2015,1124
"73908",3215000,"Powiat szczecinecki",2015,512
"73909",3216000,"Powiat świdwiński",2015,1351
"73910",3217000,"Powiat wałecki",2015,1470
"73911",3218000,"Powiat łobeski",2015,399
"73912",3261000,"Powiat m.Koszalin",2015,1098
"73913",3262000,"Powiat m.Szczecin",2015,6760
"73914",3263000,"Powiat m.Świnoujście",2015,180099
"73915",201000,"Powiat bolesławiecki",2016,2119
"73916",202000,"Powiat dzierżoniowski",2016,1004
"73917",203000,"Powiat głogowski",2016,0
"73918",204000,"Powiat górowski",2016,0
"73919",205000,"Powiat jaworski",2016,1323
"73920",206000,"Powiat jeleniogórski",2016,16026
"73921",207000,"Powiat kamiennogórski",2016,212
"73922",208000,"Powiat kłodzki",2016,3853
"73923",209000,"Powiat legnicki",2016,659
"73924",210000,"Powiat lubański",2016,25229
"73925",211000,"Powiat lubiński",2016,694
"73926",212000,"Powiat lwówecki",2016,2279
"73927",213000,"Powiat milicki",2016,403
"73928",214000,"Powiat oleśnicki",2016,765
"73929",215000,"Powiat oławski",2016,1254
"73930",216000,"Powiat polkowicki",2016,1351
"73931",217000,"Powiat strzeliński",2016,229
"73932",218000,"Powiat średzki",2016,215
"73933",219000,"Powiat świdnicki",2016,2257
"73934",220000,"Powiat trzebnicki",2016,665
"73935",221000,"Powiat wałbrzyski",2016,2610
"73936",222000,"Powiat wołowski",2016,342
"73937",223000,"Powiat wrocławski",2016,888
"73938",224000,"Powiat ząbkowicki",2016,145
"73939",225000,"Powiat zgorzelecki",2016,3086
"73940",226000,"Powiat złotoryjski",2016,1759
"73941",261000,"Powiat m.Jelenia Góra",2016,10293
"73942",262000,"Powiat m.Legnica",2016,3748
"73943",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"73944",264000,"Powiat m.Wrocław",2016,10962
"73945",265000,"Powiat m.Wałbrzych od 2013",2016,1740
"73946",401000,"Powiat aleksandrowski",2016,3086
"73947",402000,"Powiat brodnicki",2016,515
"73948",403000,"Powiat bydgoski",2016,337
"73949",404000,"Powiat chełmiński",2016,828
"73950",405000,"Powiat golubsko-dobrzyński",2016,103
"73951",406000,"Powiat grudziądzki",2016,0
"73952",407000,"Powiat inowrocławski",2016,437
"73953",408000,"Powiat lipnowski",2016,29
"73954",409000,"Powiat mogileński",2016,303
"73955",410000,"Powiat nakielski",2016,64
"73956",411000,"Powiat radziejowski",2016,12
"73957",412000,"Powiat rypiński",2016,0
"73958",413000,"Powiat sępoleński",2016,247
"73959",414000,"Powiat świecki",2016,527
"73960",415000,"Powiat toruński",2016,623
"73961",416000,"Powiat tucholski",2016,189
"73962",417000,"Powiat wąbrzeski",2016,38
"73963",418000,"Powiat włocławski",2016,67
"73964",419000,"Powiat żniński",2016,449
"73965",461000,"Powiat m.Bydgoszcz",2016,3161
"73966",462000,"Powiat m.Grudziądz",2016,851
"73967",463000,"Powiat m.Toruń",2016,4817
"73968",464000,"Powiat m.Włocławek",2016,702
"73969",601000,"Powiat bialski",2016,1075
"73970",602000,"Powiat biłgorajski",2016,66
"73971",603000,"Powiat chełmski",2016,417
"73972",604000,"Powiat hrubieszowski",2016,88
"73973",605000,"Powiat janowski",2016,142
"73974",606000,"Powiat krasnostawski",2016,194
"73975",607000,"Powiat kraśnicki",2016,0
"73976",608000,"Powiat lubartowski",2016,109
"73977",609000,"Powiat lubelski",2016,519
"73978",610000,"Powiat łęczyński",2016,251
"73979",611000,"Powiat łukowski",2016,0
"73980",612000,"Powiat opolski",2016,24
"73981",613000,"Powiat parczewski",2016,14
"73982",614000,"Powiat puławski",2016,968
"73983",615000,"Powiat radzyński",2016,36
"73984",616000,"Powiat rycki",2016,254
"73985",617000,"Powiat świdnicki",2016,728
"73986",618000,"Powiat tomaszowski",2016,600
"73987",619000,"Powiat włodawski",2016,336
"73988",620000,"Powiat zamojski",2016,128
"73989",661000,"Powiat m.Biała Podlaska",2016,1840
"73990",662000,"Powiat m.Chełm",2016,1261
"73991",663000,"Powiat m.Lublin",2016,2995
"73992",664000,"Powiat m.Zamość",2016,1818
"73993",801000,"Powiat gorzowski",2016,1180
"73994",802000,"Powiat krośnieński",2016,1866
"73995",803000,"Powiat międzyrzecki",2016,1915
"73996",804000,"Powiat nowosolski",2016,782
"73997",805000,"Powiat słubicki",2016,13934
"73998",806000,"Powiat strzelecko-drezdenecki",2016,1806
"73999",807000,"Powiat sulęciński",2016,9324
"74000",808000,"Powiat świebodziński",2016,11901
"74001",809000,"Powiat zielonogórski",2016,482
"74002",810000,"Powiat żagański",2016,1070
"74003",811000,"Powiat żarski",2016,778
"74004",812000,"Powiat wschowski",2016,604
"74005",861000,"Powiat m.Gorzów Wielkopolski",2016,3346
"74006",862000,"Powiat m.Zielona Góra",2016,1809
"74007",1001000,"Powiat bełchatowski",2016,776
"74008",1002000,"Powiat kutnowski",2016,1052
"74009",1003000,"Powiat łaski",2016,359
"74010",1004000,"Powiat łęczycki",2016,53
"74011",1005000,"Powiat łowicki",2016,962
"74012",1006000,"Powiat łódzki wschodni",2016,1785
"74013",1007000,"Powiat opoczyński",2016,248
"74014",1008000,"Powiat pabianicki",2016,929
"74015",1009000,"Powiat pajęczański",2016,32
"74016",1010000,"Powiat piotrkowski",2016,1547
"74017",1011000,"Powiat poddębicki",2016,757
"74018",1012000,"Powiat radomszczański",2016,558
"74019",1013000,"Powiat rawski",2016,1278
"74020",1014000,"Powiat sieradzki",2016,214
"74021",1015000,"Powiat skierniewicki",2016,0
"74022",1016000,"Powiat tomaszowski",2016,1700
"74023",1017000,"Powiat wieluński",2016,578
"74024",1018000,"Powiat wieruszowski",2016,308
"74025",1019000,"Powiat zduńskowolski",2016,413
"74026",1020000,"Powiat zgierski",2016,718
"74027",1021000,"Powiat brzeziński",2016,201
"74028",1061000,"Powiat m.Łódź",2016,2984
"74029",1062000,"Powiat m.Piotrków Trybunalski",2016,1000
"74030",1063000,"Powiat m.Skierniewice",2016,0
"74031",1201000,"Powiat bocheński",2016,803
"74032",1202000,"Powiat brzeski",2016,467
"74033",1203000,"Powiat chrzanowski",2016,38
"74034",1204000,"Powiat dąbrowski",2016,57
"74035",1205000,"Powiat gorlicki",2016,977
"74036",1206000,"Powiat krakowski",2016,2726
"74037",1207000,"Powiat limanowski",2016,388
"74038",1208000,"Powiat miechowski",2016,3708
"74039",1209000,"Powiat myślenicki",2016,598
"74040",1210000,"Powiat nowosądecki",2016,2143
"74041",1211000,"Powiat nowotarski",2016,1322
"74042",1212000,"Powiat olkuski",2016,327
"74043",1213000,"Powiat oświęcimski",2016,3801
"74044",1214000,"Powiat proszowicki",2016,437
"74045",1215000,"Powiat suski",2016,915
"74046",1216000,"Powiat tarnowski",2016,343
"74047",1217000,"Powiat tatrzański",2016,29353
"74048",1218000,"Powiat wadowicki",2016,1282
"74049",1219000,"Powiat wielicki",2016,2867
"74050",1261000,"Powiat m.Kraków",2016,36334
"74051",1262000,"Powiat m.Nowy Sącz",2016,805
"74052",1263000,"Powiat m.Tarnów",2016,1563
"74053",1401000,"Powiat białobrzeski",2016,123
"74054",1402000,"Powiat ciechanowski",2016,2588
"74055",1403000,"Powiat garwoliński",2016,354
"74056",1404000,"Powiat gostyniński",2016,0
"74057",1405000,"Powiat grodziski",2016,2528
"74058",1406000,"Powiat grójecki",2016,1130
"74059",1407000,"Powiat kozienicki",2016,318
"74060",1408000,"Powiat legionowski",2016,2575
"74061",1409000,"Powiat lipski",2016,0
"74062",1410000,"Powiat łosicki",2016,439
"74063",1411000,"Powiat makowski",2016,1
"74064",1412000,"Powiat miński",2016,372
"74065",1413000,"Powiat mławski",2016,0
"74066",1414000,"Powiat nowodworski",2016,1408
"74067",1415000,"Powiat ostrołęcki",2016,119
"74068",1416000,"Powiat ostrowski",2016,315
"74069",1417000,"Powiat otwocki",2016,1552
"74070",1418000,"Powiat piaseczyński",2016,1777
"74071",1419000,"Powiat płocki",2016,19
"74072",1420000,"Powiat płoński",2016,265
"74073",1421000,"Powiat pruszkowski",2016,1867
"74074",1422000,"Powiat przasnyski",2016,73
"74075",1423000,"Powiat przysuski",2016,3
"74076",1424000,"Powiat pułtuski",2016,1644
"74077",1425000,"Powiat radomski",2016,134
"74078",1426000,"Powiat siedlecki",2016,271
"74079",1427000,"Powiat sierpecki",2016,0
"74080",1428000,"Powiat sochaczewski",2016,1654
"74081",1429000,"Powiat sokołowski",2016,21
"74082",1430000,"Powiat szydłowiecki",2016,2938
"74083",1432000,"Powiat warszawski zachodni",2016,3271
"74084",1433000,"Powiat węgrowski",2016,49
"74085",1434000,"Powiat wołomiński",2016,356
"74086",1435000,"Powiat wyszkowski",2016,1067
"74087",1436000,"Powiat zwoleński",2016,0
"74088",1437000,"Powiat żuromiński",2016,0
"74089",1438000,"Powiat żyrardowski",2016,1693
"74090",1461000,"Powiat m.Ostrołęka",2016,593
"74091",1462000,"Powiat m.Płock",2016,750
"74092",1463000,"Powiat m.Radom",2016,2410
"74093",1464000,"Powiat m.Siedlce",2016,2292
"74094",1465000,"Powiat m. st. Warszawa",2016,13662
"74095",1601000,"Powiat brzeski",2016,318
"74096",1602000,"Powiat głubczycki",2016,447
"74097",1603000,"Powiat kędzierzyńsko-kozielski",2016,970
"74098",1604000,"Powiat kluczborski",2016,1125
"74099",1605000,"Powiat krapkowicki",2016,943
"74100",1606000,"Powiat namysłowski",2016,592
"74101",1607000,"Powiat nyski",2016,668
"74102",1608000,"Powiat oleski",2016,654
"74103",1609000,"Powiat opolski",2016,604
"74104",1610000,"Powiat prudnicki",2016,443
"74105",1611000,"Powiat strzelecki",2016,537
"74106",1661000,"Powiat m.Opole",2016,4299
"74107",1801000,"Powiat bieszczadzki",2016,1868
"74108",1802000,"Powiat brzozowski",2016,78
"74109",1803000,"Powiat dębicki",2016,384
"74110",1804000,"Powiat jarosławski",2016,463
"74111",1805000,"Powiat jasielski",2016,118
"74112",1806000,"Powiat kolbuszowski",2016,3
"74113",1807000,"Powiat krośnieński",2016,181
"74114",1808000,"Powiat leżajski",2016,176
"74115",1809000,"Powiat lubaczowski",2016,512
"74116",1810000,"Powiat łańcucki",2016,739
"74117",1811000,"Powiat mielecki",2016,881
"74118",1812000,"Powiat niżański",2016,156
"74119",1813000,"Powiat przemyski",2016,591
"74120",1814000,"Powiat przeworski",2016,418
"74121",1815000,"Powiat ropczycko-sędziszowski",2016,651
"74122",1816000,"Powiat rzeszowski",2016,1115
"74123",1817000,"Powiat sanocki",2016,562
"74124",1818000,"Powiat stalowowolski",2016,1907
"74125",1819000,"Powiat strzyżowski",2016,57
"74126",1820000,"Powiat tarnobrzeski",2016,270
"74127",1821000,"Powiat leski",2016,18669
"74128",1861000,"Powiat m.Krosno",2016,1457
"74129",1862000,"Powiat m.Przemyśl",2016,2121
"74130",1863000,"Powiat m.Rzeszów",2016,4696
"74131",1864000,"Powiat m.Tarnobrzeg",2016,152
"74132",2001000,"Powiat augustowski",2016,2927
"74133",2002000,"Powiat białostocki",2016,924
"74134",2003000,"Powiat bielski",2016,1231
"74135",2004000,"Powiat grajewski",2016,203
"74136",2005000,"Powiat hajnowski",2016,3394
"74137",2006000,"Powiat kolneński",2016,0
"74138",2007000,"Powiat łomżyński",2016,1578
"74139",2008000,"Powiat moniecki",2016,66
"74140",2009000,"Powiat sejneński",2016,346
"74141",2010000,"Powiat siemiatycki",2016,335
"74142",2011000,"Powiat sokólski",2016,226
"74143",2012000,"Powiat suwalski",2016,1038
"74144",2013000,"Powiat wysokomazowiecki",2016,962
"74145",2014000,"Powiat zambrowski",2016,0
"74146",2061000,"Powiat m.Białystok",2016,3913
"74147",2062000,"Powiat m.Łomża",2016,1285
"74148",2063000,"Powiat m.Suwałki",2016,2754
"74149",2201000,"Powiat bytowski",2016,1663
"74150",2202000,"Powiat chojnicki",2016,727
"74151",2203000,"Powiat człuchowski",2016,621
"74152",2204000,"Powiat gdański",2016,1046
"74153",2205000,"Powiat kartuski",2016,449
"74154",2206000,"Powiat kościerski",2016,383
"74155",2207000,"Powiat kwidzyński",2016,712
"74156",2208000,"Powiat lęborski",2016,4530
"74157",2209000,"Powiat malborski",2016,2595
"74158",2210000,"Powiat nowodworski",2016,3962
"74159",2211000,"Powiat pucki",2016,3311
"74160",2212000,"Powiat słupski",2016,4650
"74161",2213000,"Powiat starogardzki",2016,282
"74162",2214000,"Powiat tczewski",2016,594
"74163",2215000,"Powiat wejherowski",2016,1243
"74164",2216000,"Powiat sztumski",2016,82
"74165",2261000,"Powiat m.Gdańsk",2016,17764
"74166",2262000,"Powiat m.Gdynia",2016,2000
"74167",2263000,"Powiat m.Słupsk",2016,1063
"74168",2264000,"Powiat m.Sopot",2016,44995
"74169",2401000,"Powiat będziński",2016,2034
"74170",2402000,"Powiat bielski",2016,1784
"74171",2403000,"Powiat cieszyński",2016,4347
"74172",2404000,"Powiat częstochowski",2016,53
"74173",2405000,"Powiat gliwicki",2016,561
"74174",2406000,"Powiat kłobucki",2016,0
"74175",2407000,"Powiat lubliniecki",2016,681
"74176",2408000,"Powiat mikołowski",2016,388
"74177",2409000,"Powiat myszkowski",2016,749
"74178",2410000,"Powiat pszczyński",2016,1004
"74179",2411000,"Powiat raciborski",2016,876
"74180",2412000,"Powiat rybnicki",2016,0
"74181",2413000,"Powiat tarnogórski",2016,1502
"74182",2414000,"Powiat bieruńsko-lędziński",2016,591
"74183",2415000,"Powiat wodzisławski",2016,425
"74184",2416000,"Powiat zawierciański",2016,271
"74185",2417000,"Powiat żywiecki",2016,574
"74186",2461000,"Powiat m.Bielsko-Biała",2016,3381
"74187",2462000,"Powiat m.Bytom",2016,202
"74188",2463000,"Powiat m.Chorzów",2016,2619
"74189",2464000,"Powiat m.Częstochowa",2016,2913
"74190",2465000,"Powiat m.Dąbrowa Górnicza",2016,298
"74191",2466000,"Powiat m.Gliwice",2016,3759
"74192",2467000,"Powiat m.Jastrzębie-Zdrój",2016,0
"74193",2468000,"Powiat m.Jaworzno",2016,781
"74194",2469000,"Powiat m.Katowice",2016,6692
"74195",2470000,"Powiat m.Mysłowice",2016,0
"74196",2471000,"Powiat m.Piekary Śląskie",2016,1693
"74197",2472000,"Powiat m.Ruda Śląska",2016,1944
"74198",2473000,"Powiat m.Rybnik",2016,652
"74199",2474000,"Powiat m.Siemianowice Śląskie",2016,0
"74200",2475000,"Powiat m.Sosnowiec",2016,535
"74201",2476000,"Powiat m.Świętochłowice",2016,0
"74202",2477000,"Powiat m.Tychy",2016,3072
"74203",2478000,"Powiat m.Zabrze",2016,1750
"74204",2479000,"Powiat m.Żory",2016,992
"74205",2601000,"Powiat buski",2016,1509
"74206",2602000,"Powiat jędrzejowski",2016,72
"74207",2603000,"Powiat kazimierski",2016,103
"74208",2604000,"Powiat kielecki",2016,390
"74209",2605000,"Powiat konecki",2016,93
"74210",2606000,"Powiat opatowski",2016,124
"74211",2607000,"Powiat ostrowiecki",2016,326
"74212",2608000,"Powiat pińczowski",2016,58
"74213",2609000,"Powiat sandomierski",2016,984
"74214",2610000,"Powiat skarżyski",2016,458
"74215",2611000,"Powiat starachowicki",2016,513
"74216",2612000,"Powiat staszowski",2016,111
"74217",2613000,"Powiat włoszczowski",2016,138
"74218",2661000,"Powiat m.Kielce",2016,1597
"74219",2801000,"Powiat bartoszycki",2016,592
"74220",2802000,"Powiat braniewski",2016,1700
"74221",2803000,"Powiat działdowski",2016,364
"74222",2804000,"Powiat elbląski",2016,473
"74223",2805000,"Powiat ełcki",2016,2557
"74224",2806000,"Powiat giżycki",2016,5777
"74225",2807000,"Powiat iławski",2016,1056
"74226",2808000,"Powiat kętrzyński",2016,939
"74227",2809000,"Powiat lidzbarski",2016,2724
"74228",2810000,"Powiat mrągowski",2016,29486
"74229",2811000,"Powiat nidzicki",2016,97
"74230",2812000,"Powiat nowomiejski",2016,0
"74231",2813000,"Powiat olecki",2016,627
"74232",2814000,"Powiat olsztyński",2016,804
"74233",2815000,"Powiat ostródzki",2016,2862
"74234",2816000,"Powiat piski",2016,895
"74235",2817000,"Powiat szczycieński",2016,623
"74236",2818000,"Powiat gołdapski",2016,2034
"74237",2819000,"Powiat węgorzewski",2016,4297
"74238",2861000,"Powiat m.Elbląg",2016,3073
"74239",2862000,"Powiat m.Olsztyn",2016,2739
"74240",3001000,"Powiat chodzieski",2016,1163
"74241",3002000,"Powiat czarnkowsko-trzcianecki",2016,650
"74242",3003000,"Powiat gnieźnieński",2016,1160
"74243",3004000,"Powiat gostyński",2016,754
"74244",3005000,"Powiat grodziski",2016,272
"74245",3006000,"Powiat jarociński",2016,1010
"74246",3007000,"Powiat kaliski",2016,239
"74247",3008000,"Powiat kępiński",2016,792
"74248",3009000,"Powiat kolski",2016,319
"74249",3010000,"Powiat koniński",2016,743
"74250",3011000,"Powiat kościański",2016,145
"74251",3012000,"Powiat krotoszyński",2016,726
"74252",3013000,"Powiat leszczyński",2016,902
"74253",3014000,"Powiat międzychodzki",2016,2021
"74254",3015000,"Powiat nowotomyski",2016,2201
"74255",3016000,"Powiat obornicki",2016,499
"74256",3017000,"Powiat ostrowski",2016,795
"74257",3018000,"Powiat ostrzeszowski",2016,403
"74258",3019000,"Powiat pilski",2016,870
"74259",3020000,"Powiat pleszewski",2016,746
"74260",3021000,"Powiat poznański",2016,1051
"74261",3022000,"Powiat rawicki",2016,372
"74262",3023000,"Powiat słupecki",2016,103
"74263",3024000,"Powiat szamotulski",2016,529
"74264",3025000,"Powiat średzki",2016,663
"74265",3026000,"Powiat śremski",2016,494
"74266",3027000,"Powiat turecki",2016,328
"74267",3028000,"Powiat wągrowiecki",2016,232
"74268",3029000,"Powiat wolsztyński",2016,738
"74269",3030000,"Powiat wrzesiński",2016,1580
"74270",3031000,"Powiat złotowski",2016,311
"74271",3061000,"Powiat m.Kalisz",2016,1040
"74272",3062000,"Powiat m.Konin",2016,481
"74273",3063000,"Powiat m.Leszno",2016,852
"74274",3064000,"Powiat m.Poznań",2016,7114
"74275",3201000,"Powiat białogardzki",2016,642
"74276",3202000,"Powiat choszczeński",2016,181
"74277",3203000,"Powiat drawski",2016,1351
"74278",3204000,"Powiat goleniowski",2016,1264
"74279",3205000,"Powiat gryficki",2016,23813
"74280",3206000,"Powiat gryfiński",2016,1618
"74281",3207000,"Powiat kamieński",2016,81432
"74282",3208000,"Powiat kołobrzeski",2016,159107
"74283",3209000,"Powiat koszaliński",2016,15619
"74284",3210000,"Powiat myśliborski",2016,1710
"74285",3211000,"Powiat policki",2016,1739
"74286",3212000,"Powiat pyrzycki",2016,238
"74287",3213000,"Powiat sławieński",2016,14970
"74288",3214000,"Powiat stargardzki",2016,942
"74289",3215000,"Powiat szczecinecki",2016,579
"74290",3216000,"Powiat świdwiński",2016,1324
"74291",3217000,"Powiat wałecki",2016,1710
"74292",3218000,"Powiat łobeski",2016,483
"74293",3261000,"Powiat m.Koszalin",2016,1302
"74294",3262000,"Powiat m.Szczecin",2016,7721
"74295",3263000,"Powiat m.Świnoujście",2016,208418
"74296",201000,"Powiat bolesławiecki",2017,2321
"74297",202000,"Powiat dzierżoniowski",2017,1661
"74298",203000,"Powiat głogowski",2017,683
"74299",204000,"Powiat górowski",2017,0
"74300",205000,"Powiat jaworski",2017,2486
"74301",206000,"Powiat jeleniogórski",2017,14827
"74302",207000,"Powiat kamiennogórski",2017,317
"74303",208000,"Powiat kłodzki",2017,3885
"74304",209000,"Powiat legnicki",2017,1001
"74305",210000,"Powiat lubański",2017,24693
"74306",211000,"Powiat lubiński",2017,644
