"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_udzielone_noclegi_turystom_zagranicznym_w_turystycznych_obiektach_noclegowych_na_10_tys_mieszkancow_ogolem"
"70361",2403000,"Powiat cieszyński",2006,12326
"70362",2404000,"Powiat częstochowski",2006,250
"70363",2405000,"Powiat gliwicki",2006,510
"70364",2406000,"Powiat kłobucki",2006,73
"70365",2407000,"Powiat lubliniecki",2006,336
"70366",2408000,"Powiat mikołowski",2006,229
"70367",2409000,"Powiat myszkowski",2006,73
"70368",2410000,"Powiat pszczyński",2006,292
"70369",2411000,"Powiat raciborski",2006,1110
"70370",2412000,"Powiat rybnicki",2006,5
"70371",2413000,"Powiat tarnogórski",2006,287
"70372",2414000,"Powiat bieruńsko-lędziński",2006,68
"70373",2415000,"Powiat wodzisławski",2006,163
"70374",2416000,"Powiat zawierciański",2006,361
"70375",2417000,"Powiat żywiecki",2006,272
"70376",2461000,"Powiat m.Bielsko-Biała",2006,2733
"70377",2462000,"Powiat m.Bytom",2006,253
"70378",2463000,"Powiat m.Chorzów",2006,457
"70379",2464000,"Powiat m.Częstochowa",2006,2694
"70380",2465000,"Powiat m.Dąbrowa Górnicza",2006,3
"70381",2466000,"Powiat m.Gliwice",2006,2111
"70382",2467000,"Powiat m.Jastrzębie-Zdrój",2006,228
"70383",2468000,"Powiat m.Jaworzno",2006,495
"70384",2469000,"Powiat m.Katowice",2006,4022
"70385",2470000,"Powiat m.Mysłowice",2006,126
"70386",2471000,"Powiat m.Piekary Śląskie",2006,218
"70387",2472000,"Powiat m.Ruda Śląska",2006,25
"70388",2473000,"Powiat m.Rybnik",2006,889
"70389",2474000,"Powiat m.Siemianowice Śląskie",2006,114
"70390",2475000,"Powiat m.Sosnowiec",2006,1122
"70391",2476000,"Powiat m.Świętochłowice",2006,0
"70392",2477000,"Powiat m.Tychy",2006,1945
"70393",2478000,"Powiat m.Zabrze",2006,1415
"70394",2479000,"Powiat m.Żory",2006,274
"70395",2601000,"Powiat buski",2006,722
"70396",2602000,"Powiat jędrzejowski",2006,14
"70397",2603000,"Powiat kazimierski",2006,51
"70398",2604000,"Powiat kielecki",2006,485
"70399",2605000,"Powiat konecki",2006,123
"70400",2606000,"Powiat opatowski",2006,9
"70401",2607000,"Powiat ostrowiecki",2006,1023
"70402",2608000,"Powiat pińczowski",2006,107
"70403",2609000,"Powiat sandomierski",2006,657
"70404",2610000,"Powiat skarżyski",2006,234
"70405",2611000,"Powiat starachowicki",2006,345
"70406",2612000,"Powiat staszowski",2006,204
"70407",2613000,"Powiat włoszczowski",2006,36
"70408",2661000,"Powiat m.Kielce",2006,778
"70409",2801000,"Powiat bartoszycki",2006,262
"70410",2802000,"Powiat braniewski",2006,1605
"70411",2803000,"Powiat działdowski",2006,268
"70412",2804000,"Powiat elbląski",2006,1014
"70413",2805000,"Powiat ełcki",2006,654
"70414",2806000,"Powiat giżycki",2006,6725
"70415",2807000,"Powiat iławski",2006,782
"70416",2808000,"Powiat kętrzyński",2006,1930
"70417",2809000,"Powiat lidzbarski",2006,667
"70418",2810000,"Powiat mrągowski",2006,46040
"70419",2811000,"Powiat nidzicki",2006,210
"70420",2812000,"Powiat nowomiejski",2006,83
"70421",2813000,"Powiat olecki",2006,331
"70422",2814000,"Powiat olsztyński",2006,1382
"70423",2815000,"Powiat ostródzki",2006,3266
"70424",2816000,"Powiat piski",2006,677
"70425",2817000,"Powiat szczycieński",2006,288
"70426",2818000,"Powiat gołdapski",2006,1706
"70427",2819000,"Powiat węgorzewski",2006,1462
"70428",2861000,"Powiat m.Elbląg",2006,2045
"70429",2862000,"Powiat m.Olsztyn",2006,4161
"70430",3001000,"Powiat chodzieski",2006,424
"70431",3002000,"Powiat czarnkowsko-trzcianecki",2006,349
"70432",3003000,"Powiat gnieźnieński",2006,953
"70433",3004000,"Powiat gostyński",2006,252
"70434",3005000,"Powiat grodziski",2006,300
"70435",3006000,"Powiat jarociński",2006,209
"70436",3007000,"Powiat kaliski",2006,172
"70437",3008000,"Powiat kępiński",2006,95
"70438",3009000,"Powiat kolski",2006,307
"70439",3010000,"Powiat koniński",2006,1016
"70440",3011000,"Powiat kościański",2006,245
"70441",3012000,"Powiat krotoszyński",2006,402
"70442",3013000,"Powiat leszczyński",2006,1048
"70443",3014000,"Powiat międzychodzki",2006,522
"70444",3015000,"Powiat nowotomyski",2006,586
"70445",3016000,"Powiat obornicki",2006,255
"70446",3017000,"Powiat ostrowski",2006,623
"70447",3018000,"Powiat ostrzeszowski",2006,324
"70448",3019000,"Powiat pilski",2006,1695
"70449",3020000,"Powiat pleszewski",2006,240
"70450",3021000,"Powiat poznański",2006,1020
"70451",3022000,"Powiat rawicki",2006,99
"70452",3023000,"Powiat słupecki",2006,59
"70453",3024000,"Powiat szamotulski",2006,721
"70454",3025000,"Powiat średzki",2006,175
"70455",3026000,"Powiat śremski",2006,47
"70456",3027000,"Powiat turecki",2006,76
"70457",3028000,"Powiat wągrowiecki",2006,756
"70458",3029000,"Powiat wolsztyński",2006,1083
"70459",3030000,"Powiat wrzesiński",2006,433
"70460",3031000,"Powiat złotowski",2006,208
"70461",3061000,"Powiat m.Kalisz",2006,973
"70462",3062000,"Powiat m.Konin",2006,1442
"70463",3063000,"Powiat m.Leszno",2006,1104
"70464",3064000,"Powiat m.Poznań",2006,5396
"70465",3201000,"Powiat białogardzki",2006,418
"70466",3202000,"Powiat choszczeński",2006,2
"70467",3203000,"Powiat drawski",2006,1118
"70468",3204000,"Powiat goleniowski",2006,608
"70469",3205000,"Powiat gryficki",2006,24419
"70470",3206000,"Powiat gryfiński",2006,1738
"70471",3207000,"Powiat kamieński",2006,39872
"70472",3208000,"Powiat kołobrzeski",2006,122199
"70473",3209000,"Powiat koszaliński",2006,15209
"70474",3210000,"Powiat myśliborski",2006,1519
"70475",3211000,"Powiat policki",2006,1767
"70476",3212000,"Powiat pyrzycki",2006,116
"70477",3213000,"Powiat sławieński",2006,8436
"70478",3214000,"Powiat stargardzki",2006,875
"70479",3215000,"Powiat szczecinecki",2006,1137
"70480",3216000,"Powiat świdwiński",2006,2536
"70481",3217000,"Powiat wałecki",2006,1206
"70482",3218000,"Powiat łobeski",2006,0
"70483",3261000,"Powiat m.Koszalin",2006,803
"70484",3262000,"Powiat m.Szczecin",2006,7809
"70485",3263000,"Powiat m.Świnoujście",2006,69748
"70486",201000,"Powiat bolesławiecki",2007,2864
"70487",202000,"Powiat dzierżoniowski",2007,1773
"70488",203000,"Powiat głogowski",2007,850
"70489",204000,"Powiat górowski",2007,0
"70490",205000,"Powiat jaworski",2007,401
"70491",206000,"Powiat jeleniogórski",2007,22601
"70492",207000,"Powiat kamiennogórski",2007,177
"70493",208000,"Powiat kłodzki",2007,5153
"70494",209000,"Powiat legnicki",2007,635
"70495",210000,"Powiat lubański",2007,39953
"70496",211000,"Powiat lubiński",2007,499
"70497",212000,"Powiat lwówecki",2007,2559
"70498",213000,"Powiat milicki",2007,256
"70499",214000,"Powiat oleśnicki",2007,1824
"70500",215000,"Powiat oławski",2007,639
"70501",216000,"Powiat polkowicki",2007,1359
"70502",217000,"Powiat strzeliński",2007,517
"70503",218000,"Powiat średzki",2007,240
"70504",219000,"Powiat świdnicki",2007,2129
"70505",220000,"Powiat trzebnicki",2007,220
"70506",221000,"Powiat wałbrzyski",2007,1856
"70507",222000,"Powiat wołowski",2007,233
"70508",223000,"Powiat wrocławski",2007,359
"70509",224000,"Powiat ząbkowicki",2007,168
"70510",225000,"Powiat zgorzelecki",2007,3548
"70511",226000,"Powiat złotoryjski",2007,2730
"70512",261000,"Powiat m.Jelenia Góra",2007,10471
"70513",262000,"Powiat m.Legnica",2007,3296
"70514",263000,"Powiat m.Wałbrzych do 2002",2007,NA
"70515",264000,"Powiat m.Wrocław",2007,7830
"70516",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"70517",401000,"Powiat aleksandrowski",2007,3580
"70518",402000,"Powiat brodnicki",2007,380
"70519",403000,"Powiat bydgoski",2007,502
"70520",404000,"Powiat chełmiński",2007,682
"70521",405000,"Powiat golubsko-dobrzyński",2007,45
"70522",406000,"Powiat grudziądzki",2007,7
"70523",407000,"Powiat inowrocławski",2007,341
"70524",408000,"Powiat lipnowski",2007,129
"70525",409000,"Powiat mogileński",2007,114
"70526",410000,"Powiat nakielski",2007,55
"70527",411000,"Powiat radziejowski",2007,0
"70528",412000,"Powiat rypiński",2007,0
"70529",413000,"Powiat sępoleński",2007,264
"70530",414000,"Powiat świecki",2007,376
"70531",415000,"Powiat toruński",2007,396
"70532",416000,"Powiat tucholski",2007,418
"70533",417000,"Powiat wąbrzeski",2007,101
"70534",418000,"Powiat włocławski",2007,25
"70535",419000,"Powiat żniński",2007,454
"70536",461000,"Powiat m.Bydgoszcz",2007,944
"70537",462000,"Powiat m.Grudziądz",2007,563
"70538",463000,"Powiat m.Toruń",2007,5271
"70539",464000,"Powiat m.Włocławek",2007,932
"70540",601000,"Powiat bialski",2007,1833
"70541",602000,"Powiat biłgorajski",2007,93
"70542",603000,"Powiat chełmski",2007,262
"70543",604000,"Powiat hrubieszowski",2007,35
"70544",605000,"Powiat janowski",2007,283
"70545",606000,"Powiat krasnostawski",2007,229
"70546",607000,"Powiat kraśnicki",2007,74
"70547",608000,"Powiat lubartowski",2007,76
"70548",609000,"Powiat lubelski",2007,48
"70549",610000,"Powiat łęczyński",2007,0
"70550",611000,"Powiat łukowski",2007,16
"70551",612000,"Powiat opolski",2007,43
"70552",613000,"Powiat parczewski",2007,26
"70553",614000,"Powiat puławski",2007,1317
"70554",615000,"Powiat radzyński",2007,70
"70555",616000,"Powiat rycki",2007,0
"70556",617000,"Powiat świdnicki",2007,97
"70557",618000,"Powiat tomaszowski",2007,161
"70558",619000,"Powiat włodawski",2007,70
"70559",620000,"Powiat zamojski",2007,160
"70560",661000,"Powiat m.Biała Podlaska",2007,2630
"70561",662000,"Powiat m.Chełm",2007,685
"70562",663000,"Powiat m.Lublin",2007,2054
"70563",664000,"Powiat m.Zamość",2007,2506
"70564",801000,"Powiat gorzowski",2007,1777
"70565",802000,"Powiat krośnieński",2007,1657
"70566",803000,"Powiat międzyrzecki",2007,3298
"70567",804000,"Powiat nowosolski",2007,284
"70568",805000,"Powiat słubicki",2007,13669
"70569",806000,"Powiat strzelecko-drezdenecki",2007,1213
"70570",807000,"Powiat sulęciński",2007,7370
"70571",808000,"Powiat świebodziński",2007,5509
"70572",809000,"Powiat zielonogórski",2007,1309
"70573",810000,"Powiat żagański",2007,546
"70574",811000,"Powiat żarski",2007,1628
"70575",812000,"Powiat wschowski",2007,598
"70576",861000,"Powiat m.Gorzów Wielkopolski",2007,2657
"70577",862000,"Powiat m.Zielona Góra",2007,2089
"70578",1001000,"Powiat bełchatowski",2007,2318
"70579",1002000,"Powiat kutnowski",2007,383
"70580",1003000,"Powiat łaski",2007,2
"70581",1004000,"Powiat łęczycki",2007,25
"70582",1005000,"Powiat łowicki",2007,294
"70583",1006000,"Powiat łódzki wschodni",2007,820
"70584",1007000,"Powiat opoczyński",2007,361
"70585",1008000,"Powiat pabianicki",2007,470
"70586",1009000,"Powiat pajęczański",2007,0
"70587",1010000,"Powiat piotrkowski",2007,1196
"70588",1011000,"Powiat poddębicki",2007,181
"70589",1012000,"Powiat radomszczański",2007,520
"70590",1013000,"Powiat rawski",2007,326
"70591",1014000,"Powiat sieradzki",2007,167
"70592",1015000,"Powiat skierniewicki",2007,3
"70593",1016000,"Powiat tomaszowski",2007,1204
"70594",1017000,"Powiat wieluński",2007,739
"70595",1018000,"Powiat wieruszowski",2007,543
"70596",1019000,"Powiat zduńskowolski",2007,342
"70597",1020000,"Powiat zgierski",2007,516
"70598",1021000,"Powiat brzeziński",2007,141
"70599",1061000,"Powiat m.Łódź",2007,1986
"70600",1062000,"Powiat m.Piotrków Trybunalski",2007,517
"70601",1063000,"Powiat m.Skierniewice",2007,627
"70602",1201000,"Powiat bocheński",2007,698
"70603",1202000,"Powiat brzeski",2007,354
"70604",1203000,"Powiat chrzanowski",2007,102
"70605",1204000,"Powiat dąbrowski",2007,3
"70606",1205000,"Powiat gorlicki",2007,180
"70607",1206000,"Powiat krakowski",2007,1437
"70608",1207000,"Powiat limanowski",2007,236
"70609",1208000,"Powiat miechowski",2007,123
"70610",1209000,"Powiat myślenicki",2007,285
"70611",1210000,"Powiat nowosądecki",2007,1460
"70612",1211000,"Powiat nowotarski",2007,684
"70613",1212000,"Powiat olkuski",2007,205
"70614",1213000,"Powiat oświęcimski",2007,2288
"70615",1214000,"Powiat proszowicki",2007,109
"70616",1215000,"Powiat suski",2007,480
"70617",1216000,"Powiat tarnowski",2007,103
"70618",1217000,"Powiat tatrzański",2007,29693
"70619",1218000,"Powiat wadowicki",2007,912
"70620",1219000,"Powiat wielicki",2007,1437
"70621",1261000,"Powiat m.Kraków",2007,24910
"70622",1262000,"Powiat m.Nowy Sącz",2007,830
"70623",1263000,"Powiat m.Tarnów",2007,1163
"70624",1401000,"Powiat białobrzeski",2007,25
"70625",1402000,"Powiat ciechanowski",2007,403
"70626",1403000,"Powiat garwoliński",2007,121
"70627",1404000,"Powiat gostyniński",2007,34
"70628",1405000,"Powiat grodziski",2007,426
"70629",1406000,"Powiat grójecki",2007,410
"70630",1407000,"Powiat kozienicki",2007,103
"70631",1408000,"Powiat legionowski",2007,648
"70632",1409000,"Powiat lipski",2007,4
"70633",1410000,"Powiat łosicki",2007,14
"70634",1411000,"Powiat makowski",2007,19
"70635",1412000,"Powiat miński",2007,305
"70636",1413000,"Powiat mławski",2007,134
"70637",1414000,"Powiat nowodworski",2007,312
"70638",1415000,"Powiat ostrołęcki",2007,0
"70639",1416000,"Powiat ostrowski",2007,508
"70640",1417000,"Powiat otwocki",2007,120
"70641",1418000,"Powiat piaseczyński",2007,87
"70642",1419000,"Powiat płocki",2007,37
"70643",1420000,"Powiat płoński",2007,294
"70644",1421000,"Powiat pruszkowski",2007,353
"70645",1422000,"Powiat przasnyski",2007,2
"70646",1423000,"Powiat przysuski",2007,6
"70647",1424000,"Powiat pułtuski",2007,2078
"70648",1425000,"Powiat radomski",2007,116
"70649",1426000,"Powiat siedlecki",2007,222
"70650",1427000,"Powiat sierpecki",2007,1
"70651",1428000,"Powiat sochaczewski",2007,639
"70652",1429000,"Powiat sokołowski",2007,28
"70653",1430000,"Powiat szydłowiecki",2007,306
"70654",1432000,"Powiat warszawski zachodni",2007,170
"70655",1433000,"Powiat węgrowski",2007,69
"70656",1434000,"Powiat wołomiński",2007,35
"70657",1435000,"Powiat wyszkowski",2007,658
"70658",1436000,"Powiat zwoleński",2007,0
"70659",1437000,"Powiat żuromiński",2007,7
"70660",1438000,"Powiat żyrardowski",2007,167
"70661",1461000,"Powiat m.Ostrołęka",2007,326
"70662",1462000,"Powiat m.Płock",2007,774
"70663",1463000,"Powiat m.Radom",2007,527
"70664",1464000,"Powiat m.Siedlce",2007,250
"70665",1465000,"Powiat m. st. Warszawa",2007,8429
"70666",1601000,"Powiat brzeski",2007,336
"70667",1602000,"Powiat głubczycki",2007,404
"70668",1603000,"Powiat kędzierzyńsko-kozielski",2007,376
"70669",1604000,"Powiat kluczborski",2007,2173
"70670",1605000,"Powiat krapkowicki",2007,1711
"70671",1606000,"Powiat namysłowski",2007,1404
"70672",1607000,"Powiat nyski",2007,787
"70673",1608000,"Powiat oleski",2007,783
"70674",1609000,"Powiat opolski",2007,378
"70675",1610000,"Powiat prudnicki",2007,114
"70676",1611000,"Powiat strzelecki",2007,307
"70677",1661000,"Powiat m.Opole",2007,2296
"70678",1801000,"Powiat bieszczadzki",2007,2804
"70679",1802000,"Powiat brzozowski",2007,15
"70680",1803000,"Powiat dębicki",2007,188
"70681",1804000,"Powiat jarosławski",2007,445
"70682",1805000,"Powiat jasielski",2007,9
"70683",1806000,"Powiat kolbuszowski",2007,4
"70684",1807000,"Powiat krośnieński",2007,371
"70685",1808000,"Powiat leżajski",2007,190
"70686",1809000,"Powiat lubaczowski",2007,238
"70687",1810000,"Powiat łańcucki",2007,386
"70688",1811000,"Powiat mielecki",2007,815
"70689",1812000,"Powiat niżański",2007,52
"70690",1813000,"Powiat przemyski",2007,376
"70691",1814000,"Powiat przeworski",2007,171
"70692",1815000,"Powiat ropczycko-sędziszowski",2007,196
"70693",1816000,"Powiat rzeszowski",2007,1099
"70694",1817000,"Powiat sanocki",2007,543
"70695",1818000,"Powiat stalowowolski",2007,1048
"70696",1819000,"Powiat strzyżowski",2007,69
"70697",1820000,"Powiat tarnobrzeski",2007,401
"70698",1821000,"Powiat leski",2007,20546
"70699",1861000,"Powiat m.Krosno",2007,572
"70700",1862000,"Powiat m.Przemyśl",2007,2187
"70701",1863000,"Powiat m.Rzeszów",2007,2411
"70702",1864000,"Powiat m.Tarnobrzeg",2007,263
"70703",2001000,"Powiat augustowski",2007,2577
"70704",2002000,"Powiat białostocki",2007,1445
"70705",2003000,"Powiat bielski",2007,190
"70706",2004000,"Powiat grajewski",2007,65
"70707",2005000,"Powiat hajnowski",2007,1653
"70708",2006000,"Powiat kolneński",2007,16
"70709",2007000,"Powiat łomżyński",2007,1006
"70710",2008000,"Powiat moniecki",2007,188
"70711",2009000,"Powiat sejneński",2007,524
"70712",2010000,"Powiat siemiatycki",2007,129
"70713",2011000,"Powiat sokólski",2007,179
"70714",2012000,"Powiat suwalski",2007,843
"70715",2013000,"Powiat wysokomazowiecki",2007,31
"70716",2014000,"Powiat zambrowski",2007,1
"70717",2061000,"Powiat m.Białystok",2007,2139
"70718",2062000,"Powiat m.Łomża",2007,1287
"70719",2063000,"Powiat m.Suwałki",2007,1185
"70720",2201000,"Powiat bytowski",2007,786
"70721",2202000,"Powiat chojnicki",2007,715
"70722",2203000,"Powiat człuchowski",2007,336
"70723",2204000,"Powiat gdański",2007,993
"70724",2205000,"Powiat kartuski",2007,479
"70725",2206000,"Powiat kościerski",2007,373
"70726",2207000,"Powiat kwidzyński",2007,526
"70727",2208000,"Powiat lęborski",2007,6275
"70728",2209000,"Powiat malborski",2007,3129
"70729",2210000,"Powiat nowodworski",2007,2698
"70730",2211000,"Powiat pucki",2007,2901
"70731",2212000,"Powiat słupski",2007,2940
"70732",2213000,"Powiat starogardzki",2007,339
"70733",2214000,"Powiat tczewski",2007,280
"70734",2215000,"Powiat wejherowski",2007,1173
"70735",2216000,"Powiat sztumski",2007,0
"70736",2261000,"Powiat m.Gdańsk",2007,8311
"70737",2262000,"Powiat m.Gdynia",2007,2901
"70738",2263000,"Powiat m.Słupsk",2007,1034
"70739",2264000,"Powiat m.Sopot",2007,23943
"70740",2401000,"Powiat będziński",2007,751
"70741",2402000,"Powiat bielski",2007,1387
"70742",2403000,"Powiat cieszyński",2007,8535
"70743",2404000,"Powiat częstochowski",2007,485
"70744",2405000,"Powiat gliwicki",2007,703
"70745",2406000,"Powiat kłobucki",2007,0
"70746",2407000,"Powiat lubliniecki",2007,316
"70747",2408000,"Powiat mikołowski",2007,192
"70748",2409000,"Powiat myszkowski",2007,74
"70749",2410000,"Powiat pszczyński",2007,323
"70750",2411000,"Powiat raciborski",2007,916
"70751",2412000,"Powiat rybnicki",2007,0
"70752",2413000,"Powiat tarnogórski",2007,296
"70753",2414000,"Powiat bieruńsko-lędziński",2007,170
"70754",2415000,"Powiat wodzisławski",2007,212
"70755",2416000,"Powiat zawierciański",2007,352
"70756",2417000,"Powiat żywiecki",2007,277
"70757",2461000,"Powiat m.Bielsko-Biała",2007,2912
"70758",2462000,"Powiat m.Bytom",2007,282
"70759",2463000,"Powiat m.Chorzów",2007,517
"70760",2464000,"Powiat m.Częstochowa",2007,2770
"70761",2465000,"Powiat m.Dąbrowa Górnicza",2007,1
"70762",2466000,"Powiat m.Gliwice",2007,2454
"70763",2467000,"Powiat m.Jastrzębie-Zdrój",2007,374
"70764",2468000,"Powiat m.Jaworzno",2007,642
"70765",2469000,"Powiat m.Katowice",2007,4201
"70766",2470000,"Powiat m.Mysłowice",2007,68
"70767",2471000,"Powiat m.Piekary Śląskie",2007,268
"70768",2472000,"Powiat m.Ruda Śląska",2007,124
"70769",2473000,"Powiat m.Rybnik",2007,943
"70770",2474000,"Powiat m.Siemianowice Śląskie",2007,153
"70771",2475000,"Powiat m.Sosnowiec",2007,995
"70772",2476000,"Powiat m.Świętochłowice",2007,0
"70773",2477000,"Powiat m.Tychy",2007,3495
"70774",2478000,"Powiat m.Zabrze",2007,1486
"70775",2479000,"Powiat m.Żory",2007,410
"70776",2601000,"Powiat buski",2007,1220
"70777",2602000,"Powiat jędrzejowski",2007,16
"70778",2603000,"Powiat kazimierski",2007,98
"70779",2604000,"Powiat kielecki",2007,444
"70780",2605000,"Powiat konecki",2007,64
"70781",2606000,"Powiat opatowski",2007,11
"70782",2607000,"Powiat ostrowiecki",2007,1264
"70783",2608000,"Powiat pińczowski",2007,61
"70784",2609000,"Powiat sandomierski",2007,759
