"","Kod","Nazwa","rok","BEZROBOCIE_w_proc_ludnosci_aktywnej_zawodowo_proc"
"26391",1435000,"Powiat wyszkowski",2004,NA
"26392",1436000,"Powiat zwoleński",2004,NA
"26393",1437000,"Powiat żuromiński",2004,NA
"26394",1438000,"Powiat żyrardowski",2004,NA
"26395",1461000,"Powiat m.Ostrołęka",2004,NA
"26396",1462000,"Powiat m.Płock",2004,NA
"26397",1463000,"Powiat m.Radom",2004,NA
"26398",1464000,"Powiat m.Siedlce",2004,NA
"26399",1465000,"Powiat m. st. Warszawa",2004,NA
"26400",1601000,"Powiat brzeski",2004,NA
"26401",1602000,"Powiat głubczycki",2004,NA
"26402",1603000,"Powiat kędzierzyńsko-kozielski",2004,NA
"26403",1604000,"Powiat kluczborski",2004,NA
"26404",1605000,"Powiat krapkowicki",2004,NA
"26405",1606000,"Powiat namysłowski",2004,NA
"26406",1607000,"Powiat nyski",2004,NA
"26407",1608000,"Powiat oleski",2004,NA
"26408",1609000,"Powiat opolski",2004,NA
"26409",1610000,"Powiat prudnicki",2004,NA
"26410",1611000,"Powiat strzelecki",2004,NA
"26411",1661000,"Powiat m.Opole",2004,NA
"26412",1801000,"Powiat bieszczadzki",2004,NA
"26413",1802000,"Powiat brzozowski",2004,NA
"26414",1803000,"Powiat dębicki",2004,NA
"26415",1804000,"Powiat jarosławski",2004,NA
"26416",1805000,"Powiat jasielski",2004,NA
"26417",1806000,"Powiat kolbuszowski",2004,NA
"26418",1807000,"Powiat krośnieński",2004,NA
"26419",1808000,"Powiat leżajski",2004,NA
"26420",1809000,"Powiat lubaczowski",2004,NA
"26421",1810000,"Powiat łańcucki",2004,NA
"26422",1811000,"Powiat mielecki",2004,NA
"26423",1812000,"Powiat niżański",2004,NA
"26424",1813000,"Powiat przemyski",2004,NA
"26425",1814000,"Powiat przeworski",2004,NA
"26426",1815000,"Powiat ropczycko-sędziszowski",2004,NA
"26427",1816000,"Powiat rzeszowski",2004,NA
"26428",1817000,"Powiat sanocki",2004,NA
"26429",1818000,"Powiat stalowowolski",2004,NA
"26430",1819000,"Powiat strzyżowski",2004,NA
"26431",1820000,"Powiat tarnobrzeski",2004,NA
"26432",1821000,"Powiat leski",2004,NA
"26433",1861000,"Powiat m.Krosno",2004,NA
"26434",1862000,"Powiat m.Przemyśl",2004,NA
"26435",1863000,"Powiat m.Rzeszów",2004,NA
"26436",1864000,"Powiat m.Tarnobrzeg",2004,NA
"26437",2001000,"Powiat augustowski",2004,NA
"26438",2002000,"Powiat białostocki",2004,NA
"26439",2003000,"Powiat bielski",2004,NA
"26440",2004000,"Powiat grajewski",2004,NA
"26441",2005000,"Powiat hajnowski",2004,NA
"26442",2006000,"Powiat kolneński",2004,NA
"26443",2007000,"Powiat łomżyński",2004,NA
"26444",2008000,"Powiat moniecki",2004,NA
"26445",2009000,"Powiat sejneński",2004,NA
"26446",2010000,"Powiat siemiatycki",2004,NA
"26447",2011000,"Powiat sokólski",2004,NA
"26448",2012000,"Powiat suwalski",2004,NA
"26449",2013000,"Powiat wysokomazowiecki",2004,NA
"26450",2014000,"Powiat zambrowski",2004,NA
"26451",2061000,"Powiat m.Białystok",2004,NA
"26452",2062000,"Powiat m.Łomża",2004,NA
"26453",2063000,"Powiat m.Suwałki",2004,NA
"26454",2201000,"Powiat bytowski",2004,NA
"26455",2202000,"Powiat chojnicki",2004,NA
"26456",2203000,"Powiat człuchowski",2004,NA
"26457",2204000,"Powiat gdański",2004,NA
"26458",2205000,"Powiat kartuski",2004,NA
"26459",2206000,"Powiat kościerski",2004,NA
"26460",2207000,"Powiat kwidzyński",2004,NA
"26461",2208000,"Powiat lęborski",2004,NA
"26462",2209000,"Powiat malborski",2004,NA
"26463",2210000,"Powiat nowodworski",2004,NA
"26464",2211000,"Powiat pucki",2004,NA
"26465",2212000,"Powiat słupski",2004,NA
"26466",2213000,"Powiat starogardzki",2004,NA
"26467",2214000,"Powiat tczewski",2004,NA
"26468",2215000,"Powiat wejherowski",2004,NA
"26469",2216000,"Powiat sztumski",2004,NA
"26470",2261000,"Powiat m.Gdańsk",2004,NA
"26471",2262000,"Powiat m.Gdynia",2004,NA
"26472",2263000,"Powiat m.Słupsk",2004,NA
"26473",2264000,"Powiat m.Sopot",2004,NA
"26474",2401000,"Powiat będziński",2004,NA
"26475",2402000,"Powiat bielski",2004,NA
"26476",2403000,"Powiat cieszyński",2004,NA
"26477",2404000,"Powiat częstochowski",2004,NA
"26478",2405000,"Powiat gliwicki",2004,NA
"26479",2406000,"Powiat kłobucki",2004,NA
"26480",2407000,"Powiat lubliniecki",2004,NA
"26481",2408000,"Powiat mikołowski",2004,NA
"26482",2409000,"Powiat myszkowski",2004,NA
"26483",2410000,"Powiat pszczyński",2004,NA
"26484",2411000,"Powiat raciborski",2004,NA
"26485",2412000,"Powiat rybnicki",2004,NA
"26486",2413000,"Powiat tarnogórski",2004,NA
"26487",2414000,"Powiat bieruńsko-lędziński",2004,NA
"26488",2415000,"Powiat wodzisławski",2004,NA
"26489",2416000,"Powiat zawierciański",2004,NA
"26490",2417000,"Powiat żywiecki",2004,NA
"26491",2461000,"Powiat m.Bielsko-Biała",2004,NA
"26492",2462000,"Powiat m.Bytom",2004,NA
"26493",2463000,"Powiat m.Chorzów",2004,NA
"26494",2464000,"Powiat m.Częstochowa",2004,NA
"26495",2465000,"Powiat m.Dąbrowa Górnicza",2004,NA
"26496",2466000,"Powiat m.Gliwice",2004,NA
"26497",2467000,"Powiat m.Jastrzębie-Zdrój",2004,NA
"26498",2468000,"Powiat m.Jaworzno",2004,NA
"26499",2469000,"Powiat m.Katowice",2004,NA
"26500",2470000,"Powiat m.Mysłowice",2004,NA
"26501",2471000,"Powiat m.Piekary Śląskie",2004,NA
"26502",2472000,"Powiat m.Ruda Śląska",2004,NA
"26503",2473000,"Powiat m.Rybnik",2004,NA
"26504",2474000,"Powiat m.Siemianowice Śląskie",2004,NA
"26505",2475000,"Powiat m.Sosnowiec",2004,NA
"26506",2476000,"Powiat m.Świętochłowice",2004,NA
"26507",2477000,"Powiat m.Tychy",2004,NA
"26508",2478000,"Powiat m.Zabrze",2004,NA
"26509",2479000,"Powiat m.Żory",2004,NA
"26510",2601000,"Powiat buski",2004,NA
"26511",2602000,"Powiat jędrzejowski",2004,NA
"26512",2603000,"Powiat kazimierski",2004,NA
"26513",2604000,"Powiat kielecki",2004,NA
"26514",2605000,"Powiat konecki",2004,NA
"26515",2606000,"Powiat opatowski",2004,NA
"26516",2607000,"Powiat ostrowiecki",2004,NA
"26517",2608000,"Powiat pińczowski",2004,NA
"26518",2609000,"Powiat sandomierski",2004,NA
"26519",2610000,"Powiat skarżyski",2004,NA
"26520",2611000,"Powiat starachowicki",2004,NA
"26521",2612000,"Powiat staszowski",2004,NA
"26522",2613000,"Powiat włoszczowski",2004,NA
"26523",2661000,"Powiat m.Kielce",2004,NA
"26524",2801000,"Powiat bartoszycki",2004,NA
"26525",2802000,"Powiat braniewski",2004,NA
"26526",2803000,"Powiat działdowski",2004,NA
"26527",2804000,"Powiat elbląski",2004,NA
"26528",2805000,"Powiat ełcki",2004,NA
"26529",2806000,"Powiat giżycki",2004,NA
"26530",2807000,"Powiat iławski",2004,NA
"26531",2808000,"Powiat kętrzyński",2004,NA
"26532",2809000,"Powiat lidzbarski",2004,NA
"26533",2810000,"Powiat mrągowski",2004,NA
"26534",2811000,"Powiat nidzicki",2004,NA
"26535",2812000,"Powiat nowomiejski",2004,NA
"26536",2813000,"Powiat olecki",2004,NA
"26537",2814000,"Powiat olsztyński",2004,NA
"26538",2815000,"Powiat ostródzki",2004,NA
"26539",2816000,"Powiat piski",2004,NA
"26540",2817000,"Powiat szczycieński",2004,NA
"26541",2818000,"Powiat gołdapski",2004,NA
"26542",2819000,"Powiat węgorzewski",2004,NA
"26543",2861000,"Powiat m.Elbląg",2004,NA
"26544",2862000,"Powiat m.Olsztyn",2004,NA
"26545",3001000,"Powiat chodzieski",2004,NA
"26546",3002000,"Powiat czarnkowsko-trzcianecki",2004,NA
"26547",3003000,"Powiat gnieźnieński",2004,NA
"26548",3004000,"Powiat gostyński",2004,NA
"26549",3005000,"Powiat grodziski",2004,NA
"26550",3006000,"Powiat jarociński",2004,NA
"26551",3007000,"Powiat kaliski",2004,NA
"26552",3008000,"Powiat kępiński",2004,NA
"26553",3009000,"Powiat kolski",2004,NA
"26554",3010000,"Powiat koniński",2004,NA
"26555",3011000,"Powiat kościański",2004,NA
"26556",3012000,"Powiat krotoszyński",2004,NA
"26557",3013000,"Powiat leszczyński",2004,NA
"26558",3014000,"Powiat międzychodzki",2004,NA
"26559",3015000,"Powiat nowotomyski",2004,NA
"26560",3016000,"Powiat obornicki",2004,NA
"26561",3017000,"Powiat ostrowski",2004,NA
"26562",3018000,"Powiat ostrzeszowski",2004,NA
"26563",3019000,"Powiat pilski",2004,NA
"26564",3020000,"Powiat pleszewski",2004,NA
"26565",3021000,"Powiat poznański",2004,NA
"26566",3022000,"Powiat rawicki",2004,NA
"26567",3023000,"Powiat słupecki",2004,NA
"26568",3024000,"Powiat szamotulski",2004,NA
"26569",3025000,"Powiat średzki",2004,NA
"26570",3026000,"Powiat śremski",2004,NA
"26571",3027000,"Powiat turecki",2004,NA
"26572",3028000,"Powiat wągrowiecki",2004,NA
"26573",3029000,"Powiat wolsztyński",2004,NA
"26574",3030000,"Powiat wrzesiński",2004,NA
"26575",3031000,"Powiat złotowski",2004,NA
"26576",3061000,"Powiat m.Kalisz",2004,NA
"26577",3062000,"Powiat m.Konin",2004,NA
"26578",3063000,"Powiat m.Leszno",2004,NA
"26579",3064000,"Powiat m.Poznań",2004,NA
"26580",3201000,"Powiat białogardzki",2004,NA
"26581",3202000,"Powiat choszczeński",2004,NA
"26582",3203000,"Powiat drawski",2004,NA
"26583",3204000,"Powiat goleniowski",2004,NA
"26584",3205000,"Powiat gryficki",2004,NA
"26585",3206000,"Powiat gryfiński",2004,NA
"26586",3207000,"Powiat kamieński",2004,NA
"26587",3208000,"Powiat kołobrzeski",2004,NA
"26588",3209000,"Powiat koszaliński",2004,NA
"26589",3210000,"Powiat myśliborski",2004,NA
"26590",3211000,"Powiat policki",2004,NA
"26591",3212000,"Powiat pyrzycki",2004,NA
"26592",3213000,"Powiat sławieński",2004,NA
"26593",3214000,"Powiat stargardzki",2004,NA
"26594",3215000,"Powiat szczecinecki",2004,NA
"26595",3216000,"Powiat świdwiński",2004,NA
"26596",3217000,"Powiat wałecki",2004,NA
"26597",3218000,"Powiat łobeski",2004,NA
"26598",3261000,"Powiat m.Koszalin",2004,NA
"26599",3262000,"Powiat m.Szczecin",2004,NA
"26600",3263000,"Powiat m.Świnoujście",2004,NA
"26601",201000,"Powiat bolesławiecki",2005,NA
"26602",202000,"Powiat dzierżoniowski",2005,NA
"26603",203000,"Powiat głogowski",2005,NA
"26604",204000,"Powiat górowski",2005,NA
"26605",205000,"Powiat jaworski",2005,NA
"26606",206000,"Powiat jeleniogórski",2005,NA
"26607",207000,"Powiat kamiennogórski",2005,NA
"26608",208000,"Powiat kłodzki",2005,NA
"26609",209000,"Powiat legnicki",2005,NA
"26610",210000,"Powiat lubański",2005,NA
"26611",211000,"Powiat lubiński",2005,NA
"26612",212000,"Powiat lwówecki",2005,NA
"26613",213000,"Powiat milicki",2005,NA
"26614",214000,"Powiat oleśnicki",2005,NA
"26615",215000,"Powiat oławski",2005,NA
"26616",216000,"Powiat polkowicki",2005,NA
"26617",217000,"Powiat strzeliński",2005,NA
"26618",218000,"Powiat średzki",2005,NA
"26619",219000,"Powiat świdnicki",2005,NA
"26620",220000,"Powiat trzebnicki",2005,NA
"26621",221000,"Powiat wałbrzyski",2005,NA
"26622",222000,"Powiat wołowski",2005,NA
"26623",223000,"Powiat wrocławski",2005,NA
"26624",224000,"Powiat ząbkowicki",2005,NA
"26625",225000,"Powiat zgorzelecki",2005,NA
"26626",226000,"Powiat złotoryjski",2005,NA
"26627",261000,"Powiat m.Jelenia Góra",2005,NA
"26628",262000,"Powiat m.Legnica",2005,NA
"26629",264000,"Powiat m.Wrocław",2005,NA
"26630",265000,"Powiat m.Wałbrzych od 2013",2005,NA
"26631",401000,"Powiat aleksandrowski",2005,NA
"26632",402000,"Powiat brodnicki",2005,NA
"26633",403000,"Powiat bydgoski",2005,NA
"26634",404000,"Powiat chełmiński",2005,NA
"26635",405000,"Powiat golubsko-dobrzyński",2005,NA
"26636",406000,"Powiat grudziądzki",2005,NA
"26637",407000,"Powiat inowrocławski",2005,NA
"26638",408000,"Powiat lipnowski",2005,NA
"26639",409000,"Powiat mogileński",2005,NA
"26640",410000,"Powiat nakielski",2005,NA
"26641",411000,"Powiat radziejowski",2005,NA
"26642",412000,"Powiat rypiński",2005,NA
"26643",413000,"Powiat sępoleński",2005,NA
"26644",414000,"Powiat świecki",2005,NA
"26645",415000,"Powiat toruński",2005,NA
"26646",416000,"Powiat tucholski",2005,NA
"26647",417000,"Powiat wąbrzeski",2005,NA
"26648",418000,"Powiat włocławski",2005,NA
"26649",419000,"Powiat żniński",2005,NA
"26650",461000,"Powiat m.Bydgoszcz",2005,NA
"26651",462000,"Powiat m.Grudziądz",2005,NA
"26652",463000,"Powiat m.Toruń",2005,NA
"26653",464000,"Powiat m.Włocławek",2005,NA
"26654",601000,"Powiat bialski",2005,NA
"26655",602000,"Powiat biłgorajski",2005,NA
"26656",603000,"Powiat chełmski",2005,NA
"26657",604000,"Powiat hrubieszowski",2005,NA
"26658",605000,"Powiat janowski",2005,NA
"26659",606000,"Powiat krasnostawski",2005,NA
"26660",607000,"Powiat kraśnicki",2005,NA
"26661",608000,"Powiat lubartowski",2005,NA
"26662",609000,"Powiat lubelski",2005,NA
"26663",610000,"Powiat łęczyński",2005,NA
"26664",611000,"Powiat łukowski",2005,NA
"26665",612000,"Powiat opolski",2005,NA
"26666",613000,"Powiat parczewski",2005,NA
"26667",614000,"Powiat puławski",2005,NA
"26668",615000,"Powiat radzyński",2005,NA
"26669",616000,"Powiat rycki",2005,NA
"26670",617000,"Powiat świdnicki",2005,NA
"26671",618000,"Powiat tomaszowski",2005,NA
"26672",619000,"Powiat włodawski",2005,NA
"26673",620000,"Powiat zamojski",2005,NA
"26674",661000,"Powiat m.Biała Podlaska",2005,NA
"26675",662000,"Powiat m.Chełm",2005,NA
"26676",663000,"Powiat m.Lublin",2005,NA
"26677",664000,"Powiat m.Zamość",2005,NA
"26678",801000,"Powiat gorzowski",2005,NA
"26679",802000,"Powiat krośnieński",2005,NA
"26680",803000,"Powiat międzyrzecki",2005,NA
"26681",804000,"Powiat nowosolski",2005,NA
"26682",805000,"Powiat słubicki",2005,NA
"26683",806000,"Powiat strzelecko-drezdenecki",2005,NA
"26684",807000,"Powiat sulęciński",2005,NA
"26685",808000,"Powiat świebodziński",2005,NA
"26686",809000,"Powiat zielonogórski",2005,NA
"26687",810000,"Powiat żagański",2005,NA
"26688",811000,"Powiat żarski",2005,NA
"26689",812000,"Powiat wschowski",2005,NA
"26690",861000,"Powiat m.Gorzów Wielkopolski",2005,NA
"26691",862000,"Powiat m.Zielona Góra",2005,NA
"26692",1001000,"Powiat bełchatowski",2005,NA
"26693",1002000,"Powiat kutnowski",2005,NA
"26694",1003000,"Powiat łaski",2005,NA
"26695",1004000,"Powiat łęczycki",2005,NA
"26696",1005000,"Powiat łowicki",2005,NA
"26697",1006000,"Powiat łódzki wschodni",2005,NA
"26698",1007000,"Powiat opoczyński",2005,NA
"26699",1008000,"Powiat pabianicki",2005,NA
"26700",1009000,"Powiat pajęczański",2005,NA
"26701",1010000,"Powiat piotrkowski",2005,NA
"26702",1011000,"Powiat poddębicki",2005,NA
"26703",1012000,"Powiat radomszczański",2005,NA
"26704",1013000,"Powiat rawski",2005,NA
"26705",1014000,"Powiat sieradzki",2005,NA
"26706",1015000,"Powiat skierniewicki",2005,NA
"26707",1016000,"Powiat tomaszowski",2005,NA
"26708",1017000,"Powiat wieluński",2005,NA
"26709",1018000,"Powiat wieruszowski",2005,NA
"26710",1019000,"Powiat zduńskowolski",2005,NA
"26711",1020000,"Powiat zgierski",2005,NA
"26712",1021000,"Powiat brzeziński",2005,NA
"26713",1061000,"Powiat m.Łódź",2005,NA
"26714",1062000,"Powiat m.Piotrków Trybunalski",2005,NA
"26715",1063000,"Powiat m.Skierniewice",2005,NA
"26716",1201000,"Powiat bocheński",2005,NA
"26717",1202000,"Powiat brzeski",2005,NA
"26718",1203000,"Powiat chrzanowski",2005,NA
"26719",1204000,"Powiat dąbrowski",2005,NA
"26720",1205000,"Powiat gorlicki",2005,NA
"26721",1206000,"Powiat krakowski",2005,NA
"26722",1207000,"Powiat limanowski",2005,NA
"26723",1208000,"Powiat miechowski",2005,NA
"26724",1209000,"Powiat myślenicki",2005,NA
"26725",1210000,"Powiat nowosądecki",2005,NA
"26726",1211000,"Powiat nowotarski",2005,NA
"26727",1212000,"Powiat olkuski",2005,NA
"26728",1213000,"Powiat oświęcimski",2005,NA
"26729",1214000,"Powiat proszowicki",2005,NA
"26730",1215000,"Powiat suski",2005,NA
"26731",1216000,"Powiat tarnowski",2005,NA
"26732",1217000,"Powiat tatrzański",2005,NA
"26733",1218000,"Powiat wadowicki",2005,NA
"26734",1219000,"Powiat wielicki",2005,NA
"26735",1261000,"Powiat m.Kraków",2005,NA
"26736",1262000,"Powiat m.Nowy Sącz",2005,NA
"26737",1263000,"Powiat m.Tarnów",2005,NA
"26738",1401000,"Powiat białobrzeski",2005,NA
"26739",1402000,"Powiat ciechanowski",2005,NA
"26740",1403000,"Powiat garwoliński",2005,NA
"26741",1404000,"Powiat gostyniński",2005,NA
"26742",1405000,"Powiat grodziski",2005,NA
"26743",1406000,"Powiat grójecki",2005,NA
"26744",1407000,"Powiat kozienicki",2005,NA
"26745",1408000,"Powiat legionowski",2005,NA
"26746",1409000,"Powiat lipski",2005,NA
"26747",1410000,"Powiat łosicki",2005,NA
"26748",1411000,"Powiat makowski",2005,NA
"26749",1412000,"Powiat miński",2005,NA
"26750",1413000,"Powiat mławski",2005,NA
"26751",1414000,"Powiat nowodworski",2005,NA
"26752",1415000,"Powiat ostrołęcki",2005,NA
"26753",1416000,"Powiat ostrowski",2005,NA
"26754",1417000,"Powiat otwocki",2005,NA
"26755",1418000,"Powiat piaseczyński",2005,NA
"26756",1419000,"Powiat płocki",2005,NA
"26757",1420000,"Powiat płoński",2005,NA
"26758",1421000,"Powiat pruszkowski",2005,NA
"26759",1422000,"Powiat przasnyski",2005,NA
"26760",1423000,"Powiat przysuski",2005,NA
"26761",1424000,"Powiat pułtuski",2005,NA
"26762",1425000,"Powiat radomski",2005,NA
"26763",1426000,"Powiat siedlecki",2005,NA
"26764",1427000,"Powiat sierpecki",2005,NA
"26765",1428000,"Powiat sochaczewski",2005,NA
"26766",1429000,"Powiat sokołowski",2005,NA
"26767",1430000,"Powiat szydłowiecki",2005,NA
"26768",1432000,"Powiat warszawski zachodni",2005,NA
"26769",1433000,"Powiat węgrowski",2005,NA
"26770",1434000,"Powiat wołomiński",2005,NA
"26771",1435000,"Powiat wyszkowski",2005,NA
"26772",1436000,"Powiat zwoleński",2005,NA
"26773",1437000,"Powiat żuromiński",2005,NA
"26774",1438000,"Powiat żyrardowski",2005,NA
"26775",1461000,"Powiat m.Ostrołęka",2005,NA
"26776",1462000,"Powiat m.Płock",2005,NA
"26777",1463000,"Powiat m.Radom",2005,NA
"26778",1464000,"Powiat m.Siedlce",2005,NA
"26779",1465000,"Powiat m. st. Warszawa",2005,NA
"26780",1601000,"Powiat brzeski",2005,NA
"26781",1602000,"Powiat głubczycki",2005,NA
"26782",1603000,"Powiat kędzierzyńsko-kozielski",2005,NA
"26783",1604000,"Powiat kluczborski",2005,NA
"26784",1605000,"Powiat krapkowicki",2005,NA
"26785",1606000,"Powiat namysłowski",2005,NA
"26786",1607000,"Powiat nyski",2005,NA
"26787",1608000,"Powiat oleski",2005,NA
"26788",1609000,"Powiat opolski",2005,NA
"26789",1610000,"Powiat prudnicki",2005,NA
"26790",1611000,"Powiat strzelecki",2005,NA
"26791",1661000,"Powiat m.Opole",2005,NA
"26792",1801000,"Powiat bieszczadzki",2005,NA
"26793",1802000,"Powiat brzozowski",2005,NA
"26794",1803000,"Powiat dębicki",2005,NA
"26795",1804000,"Powiat jarosławski",2005,NA
"26796",1805000,"Powiat jasielski",2005,NA
"26797",1806000,"Powiat kolbuszowski",2005,NA
"26798",1807000,"Powiat krośnieński",2005,NA
"26799",1808000,"Powiat leżajski",2005,NA
"26800",1809000,"Powiat lubaczowski",2005,NA
"26801",1810000,"Powiat łańcucki",2005,NA
"26802",1811000,"Powiat mielecki",2005,NA
"26803",1812000,"Powiat niżański",2005,NA
"26804",1813000,"Powiat przemyski",2005,NA
"26805",1814000,"Powiat przeworski",2005,NA
"26806",1815000,"Powiat ropczycko-sędziszowski",2005,NA
"26807",1816000,"Powiat rzeszowski",2005,NA
"26808",1817000,"Powiat sanocki",2005,NA
"26809",1818000,"Powiat stalowowolski",2005,NA
"26810",1819000,"Powiat strzyżowski",2005,NA
"26811",1820000,"Powiat tarnobrzeski",2005,NA
"26812",1821000,"Powiat leski",2005,NA
"26813",1861000,"Powiat m.Krosno",2005,NA
"26814",1862000,"Powiat m.Przemyśl",2005,NA
"26815",1863000,"Powiat m.Rzeszów",2005,NA
"26816",1864000,"Powiat m.Tarnobrzeg",2005,NA
"26817",2001000,"Powiat augustowski",2005,NA
"26818",2002000,"Powiat białostocki",2005,NA
"26819",2003000,"Powiat bielski",2005,NA
"26820",2004000,"Powiat grajewski",2005,NA
"26821",2005000,"Powiat hajnowski",2005,NA
"26822",2006000,"Powiat kolneński",2005,NA
"26823",2007000,"Powiat łomżyński",2005,NA
"26824",2008000,"Powiat moniecki",2005,NA
"26825",2009000,"Powiat sejneński",2005,NA
"26826",2010000,"Powiat siemiatycki",2005,NA
"26827",2011000,"Powiat sokólski",2005,NA
"26828",2012000,"Powiat suwalski",2005,NA
"26829",2013000,"Powiat wysokomazowiecki",2005,NA
"26830",2014000,"Powiat zambrowski",2005,NA
"26831",2061000,"Powiat m.Białystok",2005,NA
"26832",2062000,"Powiat m.Łomża",2005,NA
"26833",2063000,"Powiat m.Suwałki",2005,NA
"26834",2201000,"Powiat bytowski",2005,NA
"26835",2202000,"Powiat chojnicki",2005,NA
"26836",2203000,"Powiat człuchowski",2005,NA
"26837",2204000,"Powiat gdański",2005,NA
"26838",2205000,"Powiat kartuski",2005,NA
"26839",2206000,"Powiat kościerski",2005,NA
"26840",2207000,"Powiat kwidzyński",2005,NA
"26841",2208000,"Powiat lęborski",2005,NA
"26842",2209000,"Powiat malborski",2005,NA
"26843",2210000,"Powiat nowodworski",2005,NA
"26844",2211000,"Powiat pucki",2005,NA
"26845",2212000,"Powiat słupski",2005,NA
"26846",2213000,"Powiat starogardzki",2005,NA
"26847",2214000,"Powiat tczewski",2005,NA
"26848",2215000,"Powiat wejherowski",2005,NA
"26849",2216000,"Powiat sztumski",2005,NA
"26850",2261000,"Powiat m.Gdańsk",2005,NA
"26851",2262000,"Powiat m.Gdynia",2005,NA
"26852",2263000,"Powiat m.Słupsk",2005,NA
"26853",2264000,"Powiat m.Sopot",2005,NA
"26854",2401000,"Powiat będziński",2005,NA
"26855",2402000,"Powiat bielski",2005,NA
"26856",2403000,"Powiat cieszyński",2005,NA
