"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_przedprodukcyjnym_proc"
"561",1465000,"Powiat m. st. Warszawa",2003,15.2
"562",1601000,"Powiat brzeski",2003,22.5
"563",1602000,"Powiat głubczycki",2003,22
"564",1603000,"Powiat kędzierzyńsko-kozielski",2003,20.8
"565",1604000,"Powiat kluczborski",2003,22.6
"566",1605000,"Powiat krapkowicki",2003,21.5
"567",1606000,"Powiat namysłowski",2003,22.6
"568",1607000,"Powiat nyski",2003,21.7
"569",1608000,"Powiat oleski",2003,22
"570",1609000,"Powiat opolski",2003,20.8
"571",1610000,"Powiat prudnicki",2003,21.9
"572",1611000,"Powiat strzelecki",2003,21.7
"573",1661000,"Powiat m.Opole",2003,17.4
"574",1801000,"Powiat bieszczadzki",2003,25.1
"575",1802000,"Powiat brzozowski",2003,26.6
"576",1803000,"Powiat dębicki",2003,25.9
"577",1804000,"Powiat jarosławski",2003,25.2
"578",1805000,"Powiat jasielski",2003,24.8
"579",1806000,"Powiat kolbuszowski",2003,26.6
"580",1807000,"Powiat krośnieński",2003,25.1
"581",1808000,"Powiat leżajski",2003,26.1
"582",1809000,"Powiat lubaczowski",2003,25.5
"583",1810000,"Powiat łańcucki",2003,25.3
"584",1811000,"Powiat mielecki",2003,25.3
"585",1812000,"Powiat niżański",2003,26.1
"586",1813000,"Powiat przemyski",2003,27
"587",1814000,"Powiat przeworski",2003,25.5
"588",1815000,"Powiat ropczycko-sędziszowski",2003,26.9
"589",1816000,"Powiat rzeszowski",2003,25.9
"590",1817000,"Powiat sanocki",2003,24.3
"591",1818000,"Powiat stalowowolski",2003,23
"592",1819000,"Powiat strzyżowski",2003,25.4
"593",1820000,"Powiat tarnobrzeski",2003,24.9
"594",1821000,"Powiat leski",2003,24.7
"595",1861000,"Powiat m.Krosno",2003,20.9
"596",1862000,"Powiat m.Przemyśl",2003,21.6
"597",1863000,"Powiat m.Rzeszów",2003,19.7
"598",1864000,"Powiat m.Tarnobrzeg",2003,22.1
"599",2001000,"Powiat augustowski",2003,24.8
"600",2002000,"Powiat białostocki",2003,23.3
"601",2003000,"Powiat bielski",2003,22
"602",2004000,"Powiat grajewski",2003,25.5
"603",2005000,"Powiat hajnowski",2003,18.8
"604",2006000,"Powiat kolneński",2003,26.9
"605",2007000,"Powiat łomżyński",2003,26.4
"606",2008000,"Powiat moniecki",2003,24.9
"607",2009000,"Powiat sejneński",2003,23.8
"608",2010000,"Powiat siemiatycki",2003,23.2
"609",2011000,"Powiat sokólski",2003,23.3
"610",2012000,"Powiat suwalski",2003,28.1
"611",2013000,"Powiat wysokomazowiecki",2003,25
"612",2014000,"Powiat zambrowski",2003,25
"613",2061000,"Powiat m.Białystok",2003,20
"614",2062000,"Powiat m.Łomża",2003,24.3
"615",2063000,"Powiat m.Suwałki",2003,25.8
"616",2201000,"Powiat bytowski",2003,27.5
"617",2202000,"Powiat chojnicki",2003,26.2
"618",2203000,"Powiat człuchowski",2003,25.7
"619",2204000,"Powiat gdański",2003,25.5
"620",2205000,"Powiat kartuski",2003,30.2
"621",2206000,"Powiat kościerski",2003,27.4
"622",2207000,"Powiat kwidzyński",2003,25.7
"623",2208000,"Powiat lęborski",2003,25.9
"624",2209000,"Powiat malborski",2003,23.3
"625",2210000,"Powiat nowodworski",2003,25
"626",2211000,"Powiat pucki",2003,26.4
"627",2212000,"Powiat słupski",2003,25.5
"628",2213000,"Powiat starogardzki",2003,26.3
"629",2214000,"Powiat tczewski",2003,24.6
"630",2215000,"Powiat wejherowski",2003,26.8
"631",2216000,"Powiat sztumski",2003,26.4
"632",2261000,"Powiat m.Gdańsk",2003,17.6
"633",2262000,"Powiat m.Gdynia",2003,18.1
"634",2263000,"Powiat m.Słupsk",2003,19.5
"635",2264000,"Powiat m.Sopot",2003,14.3
"636",2401000,"Powiat będziński",2003,17.1
"637",2402000,"Powiat bielski",2003,23
"638",2403000,"Powiat cieszyński",2003,22.6
"639",2404000,"Powiat częstochowski",2003,21.7
"640",2405000,"Powiat gliwicki",2003,21
"641",2406000,"Powiat kłobucki",2003,22.6
"642",2407000,"Powiat lubliniecki",2003,22.9
"643",2408000,"Powiat mikołowski",2003,21.7
"644",2409000,"Powiat myszkowski",2003,20.4
"645",2410000,"Powiat pszczyński",2003,25.5
"646",2411000,"Powiat raciborski",2003,21.4
"647",2412000,"Powiat rybnicki",2003,23.1
"648",2413000,"Powiat tarnogórski",2003,20.3
"649",2414000,"Powiat bieruńsko-lędziński",2003,24
"650",2415000,"Powiat wodzisławski",2003,22.1
"651",2416000,"Powiat zawierciański",2003,19.3
"652",2417000,"Powiat żywiecki",2003,24
"653",2461000,"Powiat m.Bielsko-Biała",2003,19.2
"654",2462000,"Powiat m.Bytom",2003,19.4
"655",2463000,"Powiat m.Chorzów",2003,18.7
"656",2464000,"Powiat m.Częstochowa",2003,18.1
"657",2465000,"Powiat m.Dąbrowa Górnicza",2003,17.2
"658",2466000,"Powiat m.Gliwice",2003,18.2
"659",2467000,"Powiat m.Jastrzębie-Zdrój",2003,22.4
"660",2468000,"Powiat m.Jaworzno",2003,20.4
"661",2469000,"Powiat m.Katowice",2003,17.8
"662",2470000,"Powiat m.Mysłowice",2003,21
"663",2471000,"Powiat m.Piekary Śląskie",2003,19.5
"664",2472000,"Powiat m.Ruda Śląska",2003,20.6
"665",2473000,"Powiat m.Rybnik",2003,21.5
"666",2474000,"Powiat m.Siemianowice Śląskie",2003,18.6
"667",2475000,"Powiat m.Sosnowiec",2003,16.5
"668",2476000,"Powiat m.Świętochłowice",2003,19.6
"669",2477000,"Powiat m.Tychy",2003,19
"670",2478000,"Powiat m.Zabrze",2003,20.2
"671",2479000,"Powiat m.Żory",2003,20.7
"672",2601000,"Powiat buski",2003,21.1
"673",2602000,"Powiat jędrzejowski",2003,22.3
"674",2603000,"Powiat kazimierski",2003,21.3
"675",2604000,"Powiat kielecki",2003,25.8
"676",2605000,"Powiat konecki",2003,21.7
"677",2606000,"Powiat opatowski",2003,22.5
"678",2607000,"Powiat ostrowiecki",2003,20.8
"679",2608000,"Powiat pińczowski",2003,21.9
"680",2609000,"Powiat sandomierski",2003,22.9
"681",2610000,"Powiat skarżyski",2003,19.9
"682",2611000,"Powiat starachowicki",2003,21.8
"683",2612000,"Powiat staszowski",2003,24.2
"684",2613000,"Powiat włoszczowski",2003,23.3
"685",2661000,"Powiat m.Kielce",2003,18.3
"686",2801000,"Powiat bartoszycki",2003,24.3
"687",2802000,"Powiat braniewski",2003,25.7
"688",2803000,"Powiat działdowski",2003,25.9
"689",2804000,"Powiat elbląski",2003,25.9
"690",2805000,"Powiat ełcki",2003,25.9
"691",2806000,"Powiat giżycki",2003,23.7
"692",2807000,"Powiat iławski",2003,25.7
"693",2808000,"Powiat kętrzyński",2003,23.4
"694",2809000,"Powiat lidzbarski",2003,24.1
"695",2810000,"Powiat mrągowski",2003,24.9
"696",2811000,"Powiat nidzicki",2003,25.7
"697",2812000,"Powiat nowomiejski",2003,27
"698",2813000,"Powiat olecki",2003,26.7
"699",2814000,"Powiat olsztyński",2003,24.6
"700",2815000,"Powiat ostródzki",2003,24.8
"701",2816000,"Powiat piski",2003,26.7
"702",2817000,"Powiat szczycieński",2003,25.6
"703",2818000,"Powiat gołdapski",2003,26.4
"704",2819000,"Powiat węgorzewski",2003,22.5
"705",2861000,"Powiat m.Elbląg",2003,20.8
"706",2862000,"Powiat m.Olsztyn",2003,18.9
"707",3001000,"Powiat chodzieski",2003,23.7
"708",3002000,"Powiat czarnkowsko-trzcianecki",2003,24.7
"709",3003000,"Powiat gnieźnieński",2003,23.7
"710",3004000,"Powiat gostyński",2003,25.4
"711",3005000,"Powiat grodziski",2003,26.8
"712",3006000,"Powiat jarociński",2003,24.4
"713",3007000,"Powiat kaliski",2003,24.8
"714",3008000,"Powiat kępiński",2003,24.7
"715",3009000,"Powiat kolski",2003,23.7
"716",3010000,"Powiat koniński",2003,26.4
"717",3011000,"Powiat kościański",2003,24.1
"718",3012000,"Powiat krotoszyński",2003,25.1
"719",3013000,"Powiat leszczyński",2003,26.2
"720",3014000,"Powiat międzychodzki",2003,24.8
"721",3015000,"Powiat nowotomyski",2003,24.8
"722",3016000,"Powiat obornicki",2003,24.6
"723",3017000,"Powiat ostrowski",2003,23.7
"724",3018000,"Powiat ostrzeszowski",2003,25.2
"725",3019000,"Powiat pilski",2003,23.9
"726",3020000,"Powiat pleszewski",2003,24.5
"727",3021000,"Powiat poznański",2003,23.7
"728",3022000,"Powiat rawicki",2003,24.3
"729",3023000,"Powiat słupecki",2003,24.5
"730",3024000,"Powiat szamotulski",2003,23.5
"731",3025000,"Powiat średzki",2003,24.2
"732",3026000,"Powiat śremski",2003,24.8
"733",3027000,"Powiat turecki",2003,24.8
"734",3028000,"Powiat wągrowiecki",2003,25.5
"735",3029000,"Powiat wolsztyński",2003,25.7
"736",3030000,"Powiat wrzesiński",2003,23.8
"737",3031000,"Powiat złotowski",2003,25.9
"738",3061000,"Powiat m.Kalisz",2003,19.4
"739",3062000,"Powiat m.Konin",2003,20.7
"740",3063000,"Powiat m.Leszno",2003,21.2
"741",3064000,"Powiat m.Poznań",2003,16.8
"742",3201000,"Powiat białogardzki",2003,24.3
"743",3202000,"Powiat choszczeński",2003,24.5
"744",3203000,"Powiat drawski",2003,24.3
"745",3204000,"Powiat goleniowski",2003,23.8
"746",3205000,"Powiat gryficki",2003,24.1
"747",3206000,"Powiat gryfiński",2003,23.9
"748",3207000,"Powiat kamieński",2003,22.7
"749",3208000,"Powiat kołobrzeski",2003,22.1
"750",3209000,"Powiat koszaliński",2003,25.5
"751",3210000,"Powiat myśliborski",2003,23.3
"752",3211000,"Powiat policki",2003,23.6
"753",3212000,"Powiat pyrzycki",2003,23.6
"754",3213000,"Powiat sławieński",2003,24.7
"755",3214000,"Powiat stargardzki",2003,23
"756",3215000,"Powiat szczecinecki",2003,24.5
"757",3216000,"Powiat świdwiński",2003,24.3
"758",3217000,"Powiat wałecki",2003,24.2
"759",3218000,"Powiat łobeski",2003,24
"760",3261000,"Powiat m.Koszalin",2003,17.9
"761",3262000,"Powiat m.Szczecin",2003,17.3
"762",3263000,"Powiat m.Świnoujście",2003,18.7
"763",201000,"Powiat bolesławiecki",2004,22
"764",202000,"Powiat dzierżoniowski",2004,19.1
"765",203000,"Powiat głogowski",2004,21.1
"766",204000,"Powiat górowski",2004,24.6
"767",205000,"Powiat jaworski",2004,21.1
"768",206000,"Powiat jeleniogórski",2004,19.6
"769",207000,"Powiat kamiennogórski",2004,20.8
"770",208000,"Powiat kłodzki",2004,19.3
"771",209000,"Powiat legnicki",2004,21.6
"772",210000,"Powiat lubański",2004,21.2
"773",211000,"Powiat lubiński",2004,20.3
"774",212000,"Powiat lwówecki",2004,21.9
"775",213000,"Powiat milicki",2004,23.4
"776",214000,"Powiat oleśnicki",2004,22.4
"777",215000,"Powiat oławski",2004,20.9
"778",216000,"Powiat polkowicki",2004,24.3
"779",217000,"Powiat strzeliński",2004,21.3
"780",218000,"Powiat średzki",2004,22
"781",219000,"Powiat świdnicki",2004,20.2
"782",220000,"Powiat trzebnicki",2004,22.4
"783",221000,"Powiat wałbrzyski",2004,17.9
"784",222000,"Powiat wołowski",2004,21.2
"785",223000,"Powiat wrocławski",2004,22.3
"786",224000,"Powiat ząbkowicki",2004,20.7
"787",225000,"Powiat zgorzelecki",2004,20.6
"788",226000,"Powiat złotoryjski",2004,21.5
"789",261000,"Powiat m.Jelenia Góra",2004,16.7
"790",262000,"Powiat m.Legnica",2004,19.2
"791",263000,"Powiat m.Wałbrzych do 2002",2004,NA
"792",264000,"Powiat m.Wrocław",2004,15.5
"793",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"794",401000,"Powiat aleksandrowski",2004,22.1
"795",402000,"Powiat brodnicki",2004,25.1
"796",403000,"Powiat bydgoski",2004,24.6
"797",404000,"Powiat chełmiński",2004,24
"798",405000,"Powiat golubsko-dobrzyński",2004,25.3
"799",406000,"Powiat grudziądzki",2004,25.7
"800",407000,"Powiat inowrocławski",2004,21.6
"801",408000,"Powiat lipnowski",2004,25.7
"802",409000,"Powiat mogileński",2004,23.6
"803",410000,"Powiat nakielski",2004,24.6
"804",411000,"Powiat radziejowski",2004,23.4
"805",412000,"Powiat rypiński",2004,24.5
"806",413000,"Powiat sępoleński",2004,24.8
"807",414000,"Powiat świecki",2004,23.5
"808",415000,"Powiat toruński",2004,25.2
"809",416000,"Powiat tucholski",2004,25.3
"810",417000,"Powiat wąbrzeski",2004,24.1
"811",418000,"Powiat włocławski",2004,23.5
"812",419000,"Powiat żniński",2004,23.4
"813",461000,"Powiat m.Bydgoszcz",2004,18.1
"814",462000,"Powiat m.Grudziądz",2004,20.2
"815",463000,"Powiat m.Toruń",2004,18.3
"816",464000,"Powiat m.Włocławek",2004,19.5
"817",601000,"Powiat bialski",2004,25
"818",602000,"Powiat biłgorajski",2004,23.8
"819",603000,"Powiat chełmski",2004,23.8
"820",604000,"Powiat hrubieszowski",2004,22.4
"821",605000,"Powiat janowski",2004,23.8
"822",606000,"Powiat krasnostawski",2004,20.8
"823",607000,"Powiat kraśnicki",2004,21.9
"824",608000,"Powiat lubartowski",2004,23
"825",609000,"Powiat lubelski",2004,23.3
"826",610000,"Powiat łęczyński",2004,24.8
"827",611000,"Powiat łukowski",2004,26.3
"828",612000,"Powiat opolski",2004,22.4
"829",613000,"Powiat parczewski",2004,23.2
"830",614000,"Powiat puławski",2004,21.5
"831",615000,"Powiat radzyński",2004,24.8
"832",616000,"Powiat rycki",2004,23.3
"833",617000,"Powiat świdnicki",2004,20.2
"834",618000,"Powiat tomaszowski",2004,23.4
"835",619000,"Powiat włodawski",2004,23.1
"836",620000,"Powiat zamojski",2004,23.4
"837",661000,"Powiat m.Biała Podlaska",2004,23.1
"838",662000,"Powiat m.Chełm",2004,20.5
"839",663000,"Powiat m.Lublin",2004,17.8
"840",664000,"Powiat m.Zamość",2004,21.9
"841",801000,"Powiat gorzowski",2004,24
"842",802000,"Powiat krośnieński",2004,22.5
"843",803000,"Powiat międzyrzecki",2004,22.1
"844",804000,"Powiat nowosolski",2004,22
"845",805000,"Powiat słubicki",2004,22.7
"846",806000,"Powiat strzelecko-drezdenecki",2004,22.9
"847",807000,"Powiat sulęciński",2004,23.6
"848",808000,"Powiat świebodziński",2004,23.1
"849",809000,"Powiat zielonogórski",2004,23.3
"850",810000,"Powiat żagański",2004,22.1
"851",811000,"Powiat żarski",2004,22.4
"852",812000,"Powiat wschowski",2004,24.6
"853",861000,"Powiat m.Gorzów Wielkopolski",2004,18.9
"854",862000,"Powiat m.Zielona Góra",2004,17.5
"855",1001000,"Powiat bełchatowski",2004,22.5
"856",1002000,"Powiat kutnowski",2004,19.9
"857",1003000,"Powiat łaski",2004,21.2
"858",1004000,"Powiat łęczycki",2004,21
"859",1005000,"Powiat łowicki",2004,21.5
"860",1006000,"Powiat łódzki wschodni",2004,20.4
"861",1007000,"Powiat opoczyński",2004,24.1
"862",1008000,"Powiat pabianicki",2004,18.1
"863",1009000,"Powiat pajęczański",2004,22.6
"864",1010000,"Powiat piotrkowski",2004,23.2
"865",1011000,"Powiat poddębicki",2004,21.1
"866",1012000,"Powiat radomszczański",2004,21.7
"867",1013000,"Powiat rawski",2004,22.9
"868",1014000,"Powiat sieradzki",2004,23
"869",1015000,"Powiat skierniewicki",2004,22.7
"870",1016000,"Powiat tomaszowski",2004,20.7
"871",1017000,"Powiat wieluński",2004,22.4
"872",1018000,"Powiat wieruszowski",2004,23.2
"873",1019000,"Powiat zduńskowolski",2004,21.6
"874",1020000,"Powiat zgierski",2004,19.2
"875",1021000,"Powiat brzeziński",2004,20.7
"876",1061000,"Powiat m.Łódź",2004,14.8
"877",1062000,"Powiat m.Piotrków Trybunalski",2004,19.1
"878",1063000,"Powiat m.Skierniewice",2004,20
"879",1201000,"Powiat bocheński",2004,25.4
"880",1202000,"Powiat brzeski",2004,25.4
"881",1203000,"Powiat chrzanowski",2004,19.7
"882",1204000,"Powiat dąbrowski",2004,24.4
"883",1205000,"Powiat gorlicki",2004,24.8
"884",1206000,"Powiat krakowski",2004,22.6
"885",1207000,"Powiat limanowski",2004,28.9
"886",1208000,"Powiat miechowski",2004,20.9
"887",1209000,"Powiat myślenicki",2004,26.4
"888",1210000,"Powiat nowosądecki",2004,28.9
"889",1211000,"Powiat nowotarski",2004,26.5
"890",1212000,"Powiat olkuski",2004,20.4
"891",1213000,"Powiat oświęcimski",2004,21.2
"892",1214000,"Powiat proszowicki",2004,22.3
"893",1215000,"Powiat suski",2004,25
"894",1216000,"Powiat tarnowski",2004,26.3
"895",1217000,"Powiat tatrzański",2004,23.9
"896",1218000,"Powiat wadowicki",2004,24.1
"897",1219000,"Powiat wielicki",2004,23.3
"898",1261000,"Powiat m.Kraków",2004,16.5
"899",1262000,"Powiat m.Nowy Sącz",2004,22.6
"900",1263000,"Powiat m.Tarnów",2004,20
"901",1401000,"Powiat białobrzeski",2004,25.6
"902",1402000,"Powiat ciechanowski",2004,23.6
"903",1403000,"Powiat garwoliński",2004,25.8
"904",1404000,"Powiat gostyniński",2004,22.3
"905",1405000,"Powiat grodziski",2004,20.7
"906",1406000,"Powiat grójecki",2004,21.8
"907",1407000,"Powiat kozienicki",2004,23.3
"908",1408000,"Powiat legionowski",2004,20.4
"909",1409000,"Powiat lipski",2004,21.6
"910",1410000,"Powiat łosicki",2004,24
"911",1411000,"Powiat makowski",2004,24.6
"912",1412000,"Powiat miński",2004,22.4
"913",1413000,"Powiat mławski",2004,24.5
"914",1414000,"Powiat nowodworski",2004,22.2
"915",1415000,"Powiat ostrołęcki",2004,27.3
"916",1416000,"Powiat ostrowski",2004,24.1
"917",1417000,"Powiat otwocki",2004,21.2
"918",1418000,"Powiat piaseczyński",2004,21.2
"919",1419000,"Powiat płocki",2004,24.3
"920",1420000,"Powiat płoński",2004,23.2
"921",1421000,"Powiat pruszkowski",2004,19.2
"922",1422000,"Powiat przasnyski",2004,25.2
"923",1423000,"Powiat przysuski",2004,24.1
"924",1424000,"Powiat pułtuski",2004,24.1
"925",1425000,"Powiat radomski",2004,25.7
"926",1426000,"Powiat siedlecki",2004,25.5
"927",1427000,"Powiat sierpecki",2004,24.9
"928",1428000,"Powiat sochaczewski",2004,22.2
"929",1429000,"Powiat sokołowski",2004,22.7
"930",1430000,"Powiat szydłowiecki",2004,23.9
"931",1432000,"Powiat warszawski zachodni",2004,20.7
"932",1433000,"Powiat węgrowski",2004,23.9
"933",1434000,"Powiat wołomiński",2004,23
"934",1435000,"Powiat wyszkowski",2004,25.2
"935",1436000,"Powiat zwoleński",2004,24.1
"936",1437000,"Powiat żuromiński",2004,25
"937",1438000,"Powiat żyrardowski",2004,20.7
"938",1461000,"Powiat m.Ostrołęka",2004,22.6
"939",1462000,"Powiat m.Płock",2004,19.4
"940",1463000,"Powiat m.Radom",2004,20.5
"941",1464000,"Powiat m.Siedlce",2004,21.2
"942",1465000,"Powiat m. st. Warszawa",2004,14.8
"943",1601000,"Powiat brzeski",2004,21.7
"944",1602000,"Powiat głubczycki",2004,21.3
"945",1603000,"Powiat kędzierzyńsko-kozielski",2004,19.9
"946",1604000,"Powiat kluczborski",2004,21.6
"947",1605000,"Powiat krapkowicki",2004,20.5
"948",1606000,"Powiat namysłowski",2004,21.8
"949",1607000,"Powiat nyski",2004,20.9
"950",1608000,"Powiat oleski",2004,21.1
"951",1609000,"Powiat opolski",2004,19.9
"952",1610000,"Powiat prudnicki",2004,21.1
"953",1611000,"Powiat strzelecki",2004,20.6
"954",1661000,"Powiat m.Opole",2004,16.8
"955",1801000,"Powiat bieszczadzki",2004,24.1
"956",1802000,"Powiat brzozowski",2004,25.8
"957",1803000,"Powiat dębicki",2004,25
"958",1804000,"Powiat jarosławski",2004,24.4
"959",1805000,"Powiat jasielski",2004,23.9
"960",1806000,"Powiat kolbuszowski",2004,25.6
"961",1807000,"Powiat krośnieński",2004,24.4
"962",1808000,"Powiat leżajski",2004,25.3
"963",1809000,"Powiat lubaczowski",2004,24.5
"964",1810000,"Powiat łańcucki",2004,24.5
"965",1811000,"Powiat mielecki",2004,24.5
"966",1812000,"Powiat niżański",2004,25.1
"967",1813000,"Powiat przemyski",2004,26
"968",1814000,"Powiat przeworski",2004,24.7
"969",1815000,"Powiat ropczycko-sędziszowski",2004,26
"970",1816000,"Powiat rzeszowski",2004,25
"971",1817000,"Powiat sanocki",2004,23.3
"972",1818000,"Powiat stalowowolski",2004,22.1
"973",1819000,"Powiat strzyżowski",2004,24.7
"974",1820000,"Powiat tarnobrzeski",2004,24
"975",1821000,"Powiat leski",2004,23.9
"976",1861000,"Powiat m.Krosno",2004,20.2
"977",1862000,"Powiat m.Przemyśl",2004,21
"978",1863000,"Powiat m.Rzeszów",2004,19.2
"979",1864000,"Powiat m.Tarnobrzeg",2004,21.2
"980",2001000,"Powiat augustowski",2004,24
"981",2002000,"Powiat białostocki",2004,22.5
"982",2003000,"Powiat bielski",2004,21.1
"983",2004000,"Powiat grajewski",2004,24.5
"984",2005000,"Powiat hajnowski",2004,18
"985",2006000,"Powiat kolneński",2004,26.1
"986",2007000,"Powiat łomżyński",2004,25.6
"987",2008000,"Powiat moniecki",2004,24
"988",2009000,"Powiat sejneński",2004,22.9
"989",2010000,"Powiat siemiatycki",2004,22.3
"990",2011000,"Powiat sokólski",2004,22.5
"991",2012000,"Powiat suwalski",2004,27.1
"992",2013000,"Powiat wysokomazowiecki",2004,24.1
"993",2014000,"Powiat zambrowski",2004,24.2
"994",2061000,"Powiat m.Białystok",2004,19.3
"995",2062000,"Powiat m.Łomża",2004,23.3
"996",2063000,"Powiat m.Suwałki",2004,24.7
"997",2201000,"Powiat bytowski",2004,26.7
"998",2202000,"Powiat chojnicki",2004,25.4
"999",2203000,"Powiat człuchowski",2004,24.7
"1000",2204000,"Powiat gdański",2004,24.8
"1001",2205000,"Powiat kartuski",2004,29.4
"1002",2206000,"Powiat kościerski",2004,26.6
"1003",2207000,"Powiat kwidzyński",2004,24.9
"1004",2208000,"Powiat lęborski",2004,25
"1005",2209000,"Powiat malborski",2004,22.6
"1006",2210000,"Powiat nowodworski",2004,24.1
"1007",2211000,"Powiat pucki",2004,25.6
"1008",2212000,"Powiat słupski",2004,24.5
"1009",2213000,"Powiat starogardzki",2004,25.4
"1010",2214000,"Powiat tczewski",2004,24
"1011",2215000,"Powiat wejherowski",2004,26
"1012",2216000,"Powiat sztumski",2004,25.4
"1013",2261000,"Powiat m.Gdańsk",2004,17.1
"1014",2262000,"Powiat m.Gdynia",2004,17.6
"1015",2263000,"Powiat m.Słupsk",2004,18.9
"1016",2264000,"Powiat m.Sopot",2004,14
"1017",2401000,"Powiat będziński",2004,16.6
"1018",2402000,"Powiat bielski",2004,22.4
"1019",2403000,"Powiat cieszyński",2004,22
"1020",2404000,"Powiat częstochowski",2004,21.1
"1021",2405000,"Powiat gliwicki",2004,20.2
"1022",2406000,"Powiat kłobucki",2004,21.9
