"","Kod","Nazwa","rok","Liczba_ludnosci_na_1_miejsce_w_kinach_stalych_ogolem_osoba"
"5673",3014000,"Powiat międzychodzki",2016,0
"5674",3015000,"Powiat nowotomyski",2016,0
"5675",3016000,"Powiat obornicki",2016,0
"5676",3017000,"Powiat ostrowski",2016,404
"5677",3018000,"Powiat ostrzeszowski",2016,184
"5678",3019000,"Powiat pilski",2016,127
"5679",3020000,"Powiat pleszewski",2016,413
"5680",3021000,"Powiat poznański",2016,2030
"5681",3022000,"Powiat rawicki",2016,330
"5682",3023000,"Powiat słupecki",2016,181
"5683",3024000,"Powiat szamotulski",2016,231
"5684",3025000,"Powiat średzki",2016,421
"5685",3026000,"Powiat śremski",2016,527
"5686",3027000,"Powiat turecki",2016,275
"5687",3028000,"Powiat wągrowiecki",2016,287
"5688",3029000,"Powiat wolsztyński",2016,0
"5689",3030000,"Powiat wrzesiński",2016,362
"5690",3031000,"Powiat złotowski",2016,0
"5691",3061000,"Powiat m.Kalisz",2016,34
"5692",3062000,"Powiat m.Konin",2016,53
"5693",3063000,"Powiat m.Leszno",2016,72
"5694",3064000,"Powiat m.Poznań",2016,30
"5695",3201000,"Powiat białogardzki",2016,214
"5696",3202000,"Powiat choszczeński",2016,0
"5697",3203000,"Powiat drawski",2016,123
"5698",3204000,"Powiat goleniowski",2016,338
"5699",3205000,"Powiat gryficki",2016,344
"5700",3206000,"Powiat gryfiński",2016,608
"5701",3207000,"Powiat kamieński",2016,150
"5702",3208000,"Powiat kołobrzeski",2016,342
"5703",3209000,"Powiat koszaliński",2016,0
"5704",3210000,"Powiat myśliborski",2016,185
"5705",3211000,"Powiat policki",2016,0
"5706",3212000,"Powiat pyrzycki",2016,142
"5707",3213000,"Powiat sławieński",2016,132
"5708",3214000,"Powiat stargardzki",2016,254
"5709",3215000,"Powiat szczecinecki",2016,263
"5710",3216000,"Powiat świdwiński",2016,171
"5711",3217000,"Powiat wałecki",2016,130
"5712",3218000,"Powiat łobeski",2016,0
"5713",3261000,"Powiat m.Koszalin",2016,78
"5714",3262000,"Powiat m.Szczecin",2016,83
"5715",3263000,"Powiat m.Świnoujście",2016,114
"5716",201000,"Powiat bolesławiecki",2017,192
"5717",202000,"Powiat dzierżoniowski",2017,188
"5718",203000,"Powiat głogowski",2017,60
"5719",204000,"Powiat górowski",2017,111
"5720",205000,"Powiat jaworski",2017,0
"5721",206000,"Powiat jeleniogórski",2017,3209
"5722",207000,"Powiat kamiennogórski",2017,0
"5723",208000,"Powiat kłodzki",2017,108
"5724",209000,"Powiat legnicki",2017,285
"5725",210000,"Powiat lubański",2017,126
"5726",211000,"Powiat lubiński",2017,64
"5727",212000,"Powiat lwówecki",2017,2318
"5728",213000,"Powiat milicki",2017,0
"5729",214000,"Powiat oleśnicki",2017,351
"5730",215000,"Powiat oławski",2017,222
"5731",216000,"Powiat polkowicki",2017,339
"5732",217000,"Powiat strzeliński",2017,0
"5733",218000,"Powiat średzki",2017,271
"5734",219000,"Powiat świdnicki",2017,113
"5735",220000,"Powiat trzebnicki",2017,266
"5736",221000,"Powiat wałbrzyski",2017,0
"5737",222000,"Powiat wołowski",2017,161
"5738",223000,"Powiat wrocławski",2017,0
"5739",224000,"Powiat ząbkowicki",2017,0
"5740",225000,"Powiat zgorzelecki",2017,96
"5741",226000,"Powiat złotoryjski",2017,210
"5742",261000,"Powiat m.Jelenia Góra",2017,48
"5743",262000,"Powiat m.Legnica",2017,76
"5744",263000,"Powiat m.Wałbrzych do 2002",2017,NA
"5745",264000,"Powiat m.Wrocław",2017,48
"5746",265000,"Powiat m.Wałbrzych od 2013",2017,62
"5747",401000,"Powiat aleksandrowski",2017,211
"5748",402000,"Powiat brodnicki",2017,0
"5749",403000,"Powiat bydgoski",2017,0
"5750",404000,"Powiat chełmiński",2017,0
"5751",405000,"Powiat golubsko-dobrzyński",2017,0
"5752",406000,"Powiat grudziądzki",2017,0
"5753",407000,"Powiat inowrocławski",2017,474
"5754",408000,"Powiat lipnowski",2017,456
"5755",409000,"Powiat mogileński",2017,236
"5756",410000,"Powiat nakielski",2017,0
"5757",411000,"Powiat radziejowski",2017,0
"5758",412000,"Powiat rypiński",2017,209
"5759",413000,"Powiat sępoleński",2017,188
"5760",414000,"Powiat świecki",2017,296
"5761",415000,"Powiat toruński",2017,0
"5762",416000,"Powiat tucholski",2017,0
"5763",417000,"Powiat wąbrzeski",2017,104
"5764",418000,"Powiat włocławski",2017,0
"5765",419000,"Powiat żniński",2017,0
"5766",461000,"Powiat m.Bydgoszcz",2017,62
"5767",462000,"Powiat m.Grudziądz",2017,74
"5768",463000,"Powiat m.Toruń",2017,48
"5769",464000,"Powiat m.Włocławek",2017,92
"5770",601000,"Powiat bialski",2017,5596
"5771",602000,"Powiat biłgorajski",2017,364
"5772",603000,"Powiat chełmski",2017,0
"5773",604000,"Powiat hrubieszowski",2017,156
"5774",605000,"Powiat janowski",2017,227
"5775",606000,"Powiat krasnostawski",2017,294
"5776",607000,"Powiat kraśnicki",2017,259
"5777",608000,"Powiat lubartowski",2017,497
"5778",609000,"Powiat lubelski",2017,0
"5779",610000,"Powiat łęczyński",2017,0
"5780",611000,"Powiat łukowski",2017,1587
"5781",612000,"Powiat opolski",2017,174
"5782",613000,"Powiat parczewski",2017,0
"5783",614000,"Powiat puławski",2017,162
"5784",615000,"Powiat radzyński",2017,0
"5785",616000,"Powiat rycki",2017,265
"5786",617000,"Powiat świdnicki",2017,216
"5787",618000,"Powiat tomaszowski",2017,251
"5788",619000,"Powiat włodawski",2017,144
"5789",620000,"Powiat zamojski",2017,1076
"5790",661000,"Powiat m.Biała Podlaska",2017,66
"5791",662000,"Powiat m.Chełm",2017,170
"5792",663000,"Powiat m.Lublin",2017,61
"5793",664000,"Powiat m.Zamość",2017,82
"5794",801000,"Powiat gorzowski",2017,0
"5795",802000,"Powiat krośnieński",2017,0
"5796",803000,"Powiat międzyrzecki",2017,117
"5797",804000,"Powiat nowosolski",2017,763
"5798",805000,"Powiat słubicki",2017,560
"5799",806000,"Powiat strzelecko-drezdenecki",2017,0
"5800",807000,"Powiat sulęciński",2017,0
"5801",808000,"Powiat świebodziński",2017,140
"5802",809000,"Powiat zielonogórski",2017,0
"5803",810000,"Powiat żagański",2017,2225
"5804",811000,"Powiat żarski",2017,292
"5805",812000,"Powiat wschowski",2017,0
"5806",861000,"Powiat m.Gorzów Wielkopolski",2017,58
"5807",862000,"Powiat m.Zielona Góra",2017,92
"5808",1001000,"Powiat bełchatowski",2017,106
"5809",1002000,"Powiat kutnowski",2017,280
"5810",1003000,"Powiat łaski",2017,0
"5811",1004000,"Powiat łęczycki",2017,193
"5812",1005000,"Powiat łowicki",2017,572
"5813",1006000,"Powiat łódzki wschodni",2017,393
"5814",1007000,"Powiat opoczyński",2017,257
"5815",1008000,"Powiat pabianicki",2017,429
"5816",1009000,"Powiat pajęczański",2017,0
"5817",1010000,"Powiat piotrkowski",2017,0
"5818",1011000,"Powiat poddębicki",2017,0
"5819",1012000,"Powiat radomszczański",2017,187
"5820",1013000,"Powiat rawski",2017,163
"5821",1014000,"Powiat sieradzki",2017,0
"5822",1015000,"Powiat skierniewicki",2017,0
"5823",1016000,"Powiat tomaszowski",2017,119
"5824",1017000,"Powiat wieluński",2017,0
"5825",1018000,"Powiat wieruszowski",2017,423
"5826",1019000,"Powiat zduńskowolski",2017,214
"5827",1020000,"Powiat zgierski",2017,0
"5828",1021000,"Powiat brzeziński",2017,0
"5829",1061000,"Powiat m.Łódź",2017,98
"5830",1062000,"Powiat m.Piotrków Trybunalski",2017,70
"5831",1063000,"Powiat m.Skierniewice",2017,101
"5832",1201000,"Powiat bocheński",2017,589
"5833",1202000,"Powiat brzeski",2017,661
"5834",1203000,"Powiat chrzanowski",2017,159
"5835",1204000,"Powiat dąbrowski",2017,378
"5836",1205000,"Powiat gorlicki",2017,496
"5837",1206000,"Powiat krakowski",2017,4581
"5838",1207000,"Powiat limanowski",2017,1541
"5839",1208000,"Powiat miechowski",2017,222
"5840",1209000,"Powiat myślenicki",2017,322
"5841",1210000,"Powiat nowosądecki",2017,827
"5842",1211000,"Powiat nowotarski",2017,428
"5843",1212000,"Powiat olkuski",2017,155
"5844",1213000,"Powiat oświęcimski",2017,80
"5845",1214000,"Powiat proszowicki",2017,0
"5846",1215000,"Powiat suski",2017,0
"5847",1216000,"Powiat tarnowski",2017,1071
"5848",1217000,"Powiat tatrzański",2017,128
"5849",1218000,"Powiat wadowicki",2017,384
"5850",1219000,"Powiat wielicki",2017,0
"5851",1261000,"Powiat m.Kraków",2017,53
"5852",1262000,"Powiat m.Nowy Sącz",2017,47
"5853",1263000,"Powiat m.Tarnów",2017,62
"5854",1401000,"Powiat białobrzeski",2017,0
"5855",1402000,"Powiat ciechanowski",2017,197
"5856",1403000,"Powiat garwoliński",2017,432
"5857",1404000,"Powiat gostyniński",2017,117
"5858",1405000,"Powiat grodziski",2017,204
"5859",1406000,"Powiat grójecki",2017,354
"5860",1407000,"Powiat kozienicki",2017,125
"5861",1408000,"Powiat legionowski",2017,0
"5862",1409000,"Powiat lipski",2017,1725
"5863",1410000,"Powiat łosicki",2017,783
"5864",1411000,"Powiat makowski",2017,211
"5865",1412000,"Powiat miński",2017,1055
"5866",1413000,"Powiat mławski",2017,238
"5867",1414000,"Powiat nowodworski",2017,475
"5868",1415000,"Powiat ostrołęcki",2017,0
"5869",1416000,"Powiat ostrowski",2017,489
"5870",1417000,"Powiat otwocki",2017,680
"5871",1418000,"Powiat piaseczyński",2017,1103
"5872",1419000,"Powiat płocki",2017,0
"5873",1420000,"Powiat płoński",2017,267
"5874",1421000,"Powiat pruszkowski",2017,74
"5875",1422000,"Powiat przasnyski",2017,0
"5876",1423000,"Powiat przysuski",2017,0
"5877",1424000,"Powiat pułtuski",2017,235
"5878",1425000,"Powiat radomski",2017,0
"5879",1426000,"Powiat siedlecki",2017,0
"5880",1427000,"Powiat sierpecki",2017,176
"5881",1428000,"Powiat sochaczewski",2017,291
"5882",1429000,"Powiat sokołowski",2017,146
"5883",1430000,"Powiat szydłowiecki",2017,0
"5884",1432000,"Powiat warszawski zachodni",2017,444
"5885",1433000,"Powiat węgrowski",2017,238
"5886",1434000,"Powiat wołomiński",2017,227
"5887",1435000,"Powiat wyszkowski",2017,1346
"5888",1436000,"Powiat zwoleński",2017,0
"5889",1437000,"Powiat żuromiński",2017,228
"5890",1438000,"Powiat żyrardowski",2017,135
"5891",1461000,"Powiat m.Ostrołęka",2017,103
"5892",1462000,"Powiat m.Płock",2017,70
"5893",1463000,"Powiat m.Radom",2017,83
"5894",1464000,"Powiat m.Siedlce",2017,40
"5895",1465000,"Powiat m. st. Warszawa",2017,56
"5896",1601000,"Powiat brzeski",2017,377
"5897",1602000,"Powiat głubczycki",2017,0
"5898",1603000,"Powiat kędzierzyńsko-kozielski",2017,73
"5899",1604000,"Powiat kluczborski",2017,0
"5900",1605000,"Powiat krapkowicki",2017,218
"5901",1606000,"Powiat namysłowski",2017,0
"5902",1607000,"Powiat nyski",2017,152
"5903",1608000,"Powiat oleski",2017,0
"5904",1609000,"Powiat opolski",2017,0
"5905",1610000,"Powiat prudnicki",2017,0
"5906",1611000,"Powiat strzelecki",2017,0
"5907",1661000,"Powiat m.Opole",2017,89
"5908",1801000,"Powiat bieszczadzki",2017,116
"5909",1802000,"Powiat brzozowski",2017,229
"5910",1803000,"Powiat dębicki",2017,387
"5911",1804000,"Powiat jarosławski",2017,367
"5912",1805000,"Powiat jasielski",2017,610
"5913",1806000,"Powiat kolbuszowski",2017,0
"5914",1807000,"Powiat krośnieński",2017,306
"5915",1808000,"Powiat leżajski",2017,108
"5916",1809000,"Powiat lubaczowski",2017,275
"5917",1810000,"Powiat łańcucki",2017,0
"5918",1811000,"Powiat mielecki",2017,102
"5919",1812000,"Powiat niżański",2017,314
"5920",1813000,"Powiat przemyski",2017,0
"5921",1814000,"Powiat przeworski",2017,177
"5922",1815000,"Powiat ropczycko-sędziszowski",2017,268
"5923",1816000,"Powiat rzeszowski",2017,0
"5924",1817000,"Powiat sanocki",2017,279
"5925",1818000,"Powiat stalowowolski",2017,57
"5926",1819000,"Powiat strzyżowski",2017,207
"5927",1820000,"Powiat tarnobrzeski",2017,201
"5928",1821000,"Powiat leski",2017,0
"5929",1861000,"Powiat m.Krosno",2017,30
"5930",1862000,"Powiat m.Przemyśl",2017,69
"5931",1863000,"Powiat m.Rzeszów",2017,42
"5932",1864000,"Powiat m.Tarnobrzeg",2017,149
"5933",2001000,"Powiat augustowski",2017,349
"5934",2002000,"Powiat białostocki",2017,1336
"5935",2003000,"Powiat bielski",2017,0
"5936",2004000,"Powiat grajewski",2017,162
"5937",2005000,"Powiat hajnowski",2017,0
"5938",2006000,"Powiat kolneński",2017,0
"5939",2007000,"Powiat łomżyński",2017,0
"5940",2008000,"Powiat moniecki",2017,0
"5941",2009000,"Powiat sejneński",2017,0
"5942",2010000,"Powiat siemiatycki",2017,377
"5943",2011000,"Powiat sokólski",2017,399
"5944",2012000,"Powiat suwalski",2017,0
"5945",2013000,"Powiat wysokomazowiecki",2017,191
"5946",2014000,"Powiat zambrowski",2017,128
"5947",2061000,"Powiat m.Białystok",2017,69
"5948",2062000,"Powiat m.Łomża",2017,186
"5949",2063000,"Powiat m.Suwałki",2017,116
"5950",2201000,"Powiat bytowski",2017,432
"5951",2202000,"Powiat chojnicki",2017,2431
"5952",2203000,"Powiat człuchowski",2017,0
"5953",2204000,"Powiat gdański",2017,1425
"5954",2205000,"Powiat kartuski",2017,0
"5955",2206000,"Powiat kościerski",2017,285
"5956",2207000,"Powiat kwidzyński",2017,223
"5957",2208000,"Powiat lęborski",2017,145
"5958",2209000,"Powiat malborski",2017,0
"5959",2210000,"Powiat nowodworski",2017,0
"5960",2211000,"Powiat pucki",2017,0
"5961",2212000,"Powiat słupski",2017,408
"5962",2213000,"Powiat starogardzki",2017,129
"5963",2214000,"Powiat tczewski",2017,155
"5964",2215000,"Powiat wejherowski",2017,148
"5965",2216000,"Powiat sztumski",2017,183
"5966",2261000,"Powiat m.Gdańsk",2017,53
"5967",2262000,"Powiat m.Gdynia",2017,67
"5968",2263000,"Powiat m.Słupsk",2017,78
"5969",2264000,"Powiat m.Sopot",2017,32
"5970",2401000,"Powiat będziński",2017,0
"5971",2402000,"Powiat bielski",2017,160
"5972",2403000,"Powiat cieszyński",2017,557
"5973",2404000,"Powiat częstochowski",2017,0
"5974",2405000,"Powiat gliwicki",2017,609
"5975",2406000,"Powiat kłobucki",2017,0
"5976",2407000,"Powiat lubliniecki",2017,237
"5977",2408000,"Powiat mikołowski",2017,0
"5978",2409000,"Powiat myszkowski",2017,165
"5979",2410000,"Powiat pszczyński",2017,0
"5980",2411000,"Powiat raciborski",2017,184
"5981",2412000,"Powiat rybnicki",2017,0
"5982",2413000,"Powiat tarnogórski",2017,208
"5983",2414000,"Powiat bieruńsko-lędziński",2017,0
"5984",2415000,"Powiat wodzisławski",2017,245
"5985",2416000,"Powiat zawierciański",2017,198
"5986",2417000,"Powiat żywiecki",2017,625
"5987",2461000,"Powiat m.Bielsko-Biała",2017,54
"5988",2462000,"Powiat m.Bytom",2017,89
"5989",2463000,"Powiat m.Chorzów",2017,2726
"5990",2464000,"Powiat m.Częstochowa",2017,61
"5991",2465000,"Powiat m.Dąbrowa Górnicza",2017,132
"5992",2466000,"Powiat m.Gliwice",2017,67
"5993",2467000,"Powiat m.Jastrzębie-Zdrój",2017,192
"5994",2468000,"Powiat m.Jaworzno",2017,134
"5995",2469000,"Powiat m.Katowice",2017,36
"5996",2470000,"Powiat m.Mysłowice",2017,141
"5997",2471000,"Powiat m.Piekary Śląskie",2017,0
"5998",2472000,"Powiat m.Ruda Śląska",2017,73
"5999",2473000,"Powiat m.Rybnik",2017,50
"6000",2474000,"Powiat m.Siemianowice Śląskie",2017,0
"6001",2475000,"Powiat m.Sosnowiec",2017,98
"6002",2476000,"Powiat m.Świętochłowice",2017,0
"6003",2477000,"Powiat m.Tychy",2017,107
"6004",2478000,"Powiat m.Zabrze",2017,53
"6005",2479000,"Powiat m.Żory",2017,218
"6006",2601000,"Powiat buski",2017,177
"6007",2602000,"Powiat jędrzejowski",2017,348
"6008",2603000,"Powiat kazimierski",2017,0
"6009",2604000,"Powiat kielecki",2017,0
"6010",2605000,"Powiat konecki",2017,0
"6011",2606000,"Powiat opatowski",2017,0
"6012",2607000,"Powiat ostrowiecki",2017,239
"6013",2608000,"Powiat pińczowski",2017,0
"6014",2609000,"Powiat sandomierski",2017,1600
"6015",2610000,"Powiat skarżyski",2017,125
"6016",2611000,"Powiat starachowicki",2017,89
"6017",2612000,"Powiat staszowski",2017,284
"6018",2613000,"Powiat włoszczowski",2017,200
"6019",2661000,"Powiat m.Kielce",2017,46
"6020",2801000,"Powiat bartoszycki",2017,0
"6021",2802000,"Powiat braniewski",2017,136
"6022",2803000,"Powiat działdowski",2017,0
"6023",2804000,"Powiat elbląski",2017,263
"6024",2805000,"Powiat ełcki",2017,98
"6025",2806000,"Powiat giżycki",2017,0
"6026",2807000,"Powiat iławski",2017,225
"6027",2808000,"Powiat kętrzyński",2017,387
"6028",2809000,"Powiat lidzbarski",2017,132
"6029",2810000,"Powiat mrągowski",2017,157
"6030",2811000,"Powiat nidzicki",2017,0
"6031",2812000,"Powiat nowomiejski",2017,0
"6032",2813000,"Powiat olecki",2017,96
"6033",2814000,"Powiat olsztyński",2017,1252
"6034",2815000,"Powiat ostródzki",2017,234
"6035",2816000,"Powiat piski",2017,0
"6036",2817000,"Powiat szczycieński",2017,0
"6037",2818000,"Powiat gołdapski",2017,180
"6038",2819000,"Powiat węgorzewski",2017,0
"6039",2861000,"Powiat m.Elbląg",2017,121
"6040",2862000,"Powiat m.Olsztyn",2017,53
"6041",3001000,"Powiat chodzieski",2017,103
"6042",3002000,"Powiat czarnkowsko-trzcianecki",2017,359
"6043",3003000,"Powiat gnieźnieński",2017,427
"6044",3004000,"Powiat gostyński",2017,170
"6045",3005000,"Powiat grodziski",2017,0
"6046",3006000,"Powiat jarociński",2017,364
"6047",3007000,"Powiat kaliski",2017,0
"6048",3008000,"Powiat kępiński",2017,320
"6049",3009000,"Powiat kolski",2017,346
"6050",3010000,"Powiat koniński",2017,0
"6051",3011000,"Powiat kościański",2017,0
"6052",3012000,"Powiat krotoszyński",2017,218
"6053",3013000,"Powiat leszczyński",2017,0
"6054",3014000,"Powiat międzychodzki",2017,0
"6055",3015000,"Powiat nowotomyski",2017,0
"6056",3016000,"Powiat obornicki",2017,0
"6057",3017000,"Powiat ostrowski",2017,404
"6058",3018000,"Powiat ostrzeszowski",2017,184
"6059",3019000,"Powiat pilski",2017,126
"6060",3020000,"Powiat pleszewski",2017,413
"6061",3021000,"Powiat poznański",2017,2074
"6062",3022000,"Powiat rawicki",2017,330
"6063",3023000,"Powiat słupecki",2017,181
"6064",3024000,"Powiat szamotulski",2017,233
"6065",3025000,"Powiat średzki",2017,424
"6066",3026000,"Powiat śremski",2017,528
"6067",3027000,"Powiat turecki",2017,274
"6068",3028000,"Powiat wągrowiecki",2017,288
"6069",3029000,"Powiat wolsztyński",2017,0
"6070",3030000,"Powiat wrzesiński",2017,363
"6071",3031000,"Powiat złotowski",2017,0
"6072",3061000,"Powiat m.Kalisz",2017,34
"6073",3062000,"Powiat m.Konin",2017,52
"6074",3063000,"Powiat m.Leszno",2017,82
"6075",3064000,"Powiat m.Poznań",2017,30
"6076",3201000,"Powiat białogardzki",2017,213
"6077",3202000,"Powiat choszczeński",2017,0
"6078",3203000,"Powiat drawski",2017,124
"6079",3204000,"Powiat goleniowski",2017,192
"6080",3205000,"Powiat gryficki",2017,342
"6081",3206000,"Powiat gryfiński",2017,593
"6082",3207000,"Powiat kamieński",2017,150
"6083",3208000,"Powiat kołobrzeski",2017,343
"6084",3209000,"Powiat koszaliński",2017,0
"6085",3210000,"Powiat myśliborski",2017,184
"6086",3211000,"Powiat policki",2017,0
"6087",3212000,"Powiat pyrzycki",2017,141
"6088",3213000,"Powiat sławieński",2017,132
"6089",3214000,"Powiat stargardzki",2017,190
"6090",3215000,"Powiat szczecinecki",2017,263
"6091",3216000,"Powiat świdwiński",2017,171
"6092",3217000,"Powiat wałecki",2017,130
"6093",3218000,"Powiat łobeski",2017,0
"6094",3261000,"Powiat m.Koszalin",2017,80
"6095",3262000,"Powiat m.Szczecin",2017,83
"6096",3263000,"Powiat m.Świnoujście",2017,113
"6097",201000,"Powiat bolesławiecki",2018,174
"6098",202000,"Powiat dzierżoniowski",2018,165
"6099",203000,"Powiat głogowski",2018,90
"6100",204000,"Powiat górowski",2018,110
"6101",205000,"Powiat jaworski",2018,0
"6102",206000,"Powiat jeleniogórski",2018,3193
"6103",207000,"Powiat kamiennogórski",2018,2181
"6104",208000,"Powiat kłodzki",2018,107
"6105",209000,"Powiat legnicki",2018,285
"6106",210000,"Powiat lubański",2018,125
"6107",211000,"Powiat lubiński",2018,64
"6108",212000,"Powiat lwówecki",2018,2303
"6109",213000,"Powiat milicki",2018,0
"6110",214000,"Powiat oleśnicki",2018,351
"6111",215000,"Powiat oławski",2018,100
"6112",216000,"Powiat polkowicki",2018,339
"6113",217000,"Powiat strzeliński",2018,156
"6114",218000,"Powiat średzki",2018,274
"6115",219000,"Powiat świdnicki",2018,112
"6116",220000,"Powiat trzebnicki",2018,267
"6117",221000,"Powiat wałbrzyski",2018,0
"6118",222000,"Powiat wołowski",2018,161
"6119",223000,"Powiat wrocławski",2018,0
"6120",224000,"Powiat ząbkowicki",2018,0
"6121",225000,"Powiat zgorzelecki",2018,95
"6122",226000,"Powiat złotoryjski",2018,209
"6123",261000,"Powiat m.Jelenia Góra",2018,53
"6124",262000,"Powiat m.Legnica",2018,75
"6125",263000,"Powiat m.Wałbrzych do 2002",2018,NA
"6126",264000,"Powiat m.Wrocław",2018,39
"6127",265000,"Powiat m.Wałbrzych od 2013",2018,61
"6128",401000,"Powiat aleksandrowski",2018,211
"6129",402000,"Powiat brodnicki",2018,0
"6130",403000,"Powiat bydgoski",2018,451
"6131",404000,"Powiat chełmiński",2018,0
"6132",405000,"Powiat golubsko-dobrzyński",2018,0
"6133",406000,"Powiat grudziądzki",2018,0
"6134",407000,"Powiat inowrocławski",2018,471
"6135",408000,"Powiat lipnowski",2018,452
"6136",409000,"Powiat mogileński",2018,235
"6137",410000,"Powiat nakielski",2018,0
"6138",411000,"Powiat radziejowski",2018,0
"6139",412000,"Powiat rypiński",2018,164
"6140",413000,"Powiat sępoleński",2018,187
"6141",414000,"Powiat świecki",2018,295
"6142",415000,"Powiat toruński",2018,0
"6143",416000,"Powiat tucholski",2018,0
"6144",417000,"Powiat wąbrzeski",2018,0
"6145",418000,"Powiat włocławski",2018,0
"6146",419000,"Powiat żniński",2018,0
"6147",461000,"Powiat m.Bydgoszcz",2018,62
"6148",462000,"Powiat m.Grudziądz",2018,73
"6149",463000,"Powiat m.Toruń",2018,48
"6150",464000,"Powiat m.Włocławek",2018,91
"6151",601000,"Powiat bialski",2018,5570
"6152",602000,"Powiat biłgorajski",2018,362
"6153",603000,"Powiat chełmski",2018,0
"6154",604000,"Powiat hrubieszowski",2018,154
"6155",605000,"Powiat janowski",2018,226
"6156",606000,"Powiat krasnostawski",2018,292
"6157",607000,"Powiat kraśnicki",2018,257
"6158",608000,"Powiat lubartowski",2018,496
"6159",609000,"Powiat lubelski",2018,0
"6160",610000,"Powiat łęczyński",2018,0
"6161",611000,"Powiat łukowski",2018,1580
"6162",612000,"Powiat opolski",2018,474
"6163",613000,"Powiat parczewski",2018,0
"6164",614000,"Powiat puławski",2018,168
"6165",615000,"Powiat radzyński",2018,0
"6166",616000,"Powiat rycki",2018,262
"6167",617000,"Powiat świdnicki",2018,215
"6168",618000,"Powiat tomaszowski",2018,248
"6169",619000,"Powiat włodawski",2018,143
"6170",620000,"Powiat zamojski",2018,1069
"6171",661000,"Powiat m.Biała Podlaska",2018,65
"6172",662000,"Powiat m.Chełm",2018,168
"6173",663000,"Powiat m.Lublin",2018,61
"6174",664000,"Powiat m.Zamość",2018,81
"6175",801000,"Powiat gorzowski",2018,0
"6176",802000,"Powiat krośnieński",2018,0
"6177",803000,"Powiat międzyrzecki",2018,117
"6178",804000,"Powiat nowosolski",2018,760
"6179",805000,"Powiat słubicki",2018,561
"6180",806000,"Powiat strzelecko-drezdenecki",2018,0
"6181",807000,"Powiat sulęciński",2018,0
"6182",808000,"Powiat świebodziński",2018,140
"6183",809000,"Powiat zielonogórski",2018,0
"6184",810000,"Powiat żagański",2018,2211
"6185",811000,"Powiat żarski",2018,290
"6186",812000,"Powiat wschowski",2018,0
"6187",861000,"Powiat m.Gorzów Wielkopolski",2018,57
"6188",862000,"Powiat m.Zielona Góra",2018,92
"6189",1001000,"Powiat bełchatowski",2018,105
"6190",1002000,"Powiat kutnowski",2018,278
"6191",1003000,"Powiat łaski",2018,0
"6192",1004000,"Powiat łęczycki",2018,191
"6193",1005000,"Powiat łowicki",2018,425
"6194",1006000,"Powiat łódzki wschodni",2018,396
"6195",1007000,"Powiat opoczyński",2018,255
"6196",1008000,"Powiat pabianicki",2018,375
"6197",1009000,"Powiat pajęczański",2018,0
"6198",1010000,"Powiat piotrkowski",2018,0
"6199",1011000,"Powiat poddębicki",2018,0
"6200",1012000,"Powiat radomszczański",2018,186
"6201",1013000,"Powiat rawski",2018,163
"6202",1014000,"Powiat sieradzki",2018,0
"6203",1015000,"Powiat skierniewicki",2018,0
"6204",1016000,"Powiat tomaszowski",2018,117
"6205",1017000,"Powiat wieluński",2018,0
"6206",1018000,"Powiat wieruszowski",2018,422
"6207",1019000,"Powiat zduńskowolski",2018,213
"6208",1020000,"Powiat zgierski",2018,0
"6209",1021000,"Powiat brzeziński",2018,0
"6210",1061000,"Powiat m.Łódź",2018,95
"6211",1062000,"Powiat m.Piotrków Trybunalski",2018,69
"6212",1063000,"Powiat m.Skierniewice",2018,101
"6213",1201000,"Powiat bocheński",2018,592
"6214",1202000,"Powiat brzeski",2018,661
"6215",1203000,"Powiat chrzanowski",2018,158
"6216",1204000,"Powiat dąbrowski",2018,378
"6217",1205000,"Powiat gorlicki",2018,496
"6218",1206000,"Powiat krakowski",2018,4619
"6219",1207000,"Powiat limanowski",2018,1547
"6220",1208000,"Powiat miechowski",2018,221
"6221",1209000,"Powiat myślenicki",2018,324
"6222",1210000,"Powiat nowosądecki",2018,831
"6223",1211000,"Powiat nowotarski",2018,428
"6224",1212000,"Powiat olkuski",2018,154
"6225",1213000,"Powiat oświęcimski",2018,79
"6226",1214000,"Powiat proszowicki",2018,0
"6227",1215000,"Powiat suski",2018,0
"6228",1216000,"Powiat tarnowski",2018,1072
"6229",1217000,"Powiat tatrzański",2018,128
"6230",1218000,"Powiat wadowicki",2018,434
"6231",1219000,"Powiat wielicki",2018,374
"6232",1261000,"Powiat m.Kraków",2018,55
"6233",1262000,"Powiat m.Nowy Sącz",2018,46
"6234",1263000,"Powiat m.Tarnów",2018,62
"6235",1401000,"Powiat białobrzeski",2018,0
"6236",1402000,"Powiat ciechanowski",2018,197
"6237",1403000,"Powiat garwoliński",2018,433
"6238",1404000,"Powiat gostyniński",2018,116
"6239",1405000,"Powiat grodziski",2018,207
"6240",1406000,"Powiat grójecki",2018,353
"6241",1407000,"Powiat kozienicki",2018,124
"6242",1408000,"Powiat legionowski",2018,0
"6243",1409000,"Powiat lipski",2018,1711
"6244",1410000,"Powiat łosicki",2018,776
"6245",1411000,"Powiat makowski",2018,209
"6246",1412000,"Powiat miński",2018,1061
"6247",1413000,"Powiat mławski",2018,254
"6248",1414000,"Powiat nowodworski",2018,475
"6249",1415000,"Powiat ostrołęcki",2018,0
