"","Kod","Nazwa","rok","SKOLARYZACJA_CTAB_wspolczynnik_skolaryzacji_netto_gimnazja_proc"
"18764",1407000,"Powiat kozienicki",2004,98.51
"18765",1408000,"Powiat legionowski",2004,90.18
"18766",1409000,"Powiat lipski",2004,93.51
"18767",1410000,"Powiat łosicki",2004,97.36
"18768",1411000,"Powiat makowski",2004,96.01
"18769",1412000,"Powiat miński",2004,99.03
"18770",1413000,"Powiat mławski",2004,96.23
"18771",1414000,"Powiat nowodworski",2004,96.32
"18772",1415000,"Powiat ostrołęcki",2004,90.63
"18773",1416000,"Powiat ostrowski",2004,99.14
"18774",1417000,"Powiat otwocki",2004,93.78
"18775",1418000,"Powiat piaseczyński",2004,89.44
"18776",1419000,"Powiat płocki",2004,91.94
"18777",1420000,"Powiat płoński",2004,97.74
"18778",1421000,"Powiat pruszkowski",2004,90.23
"18779",1422000,"Powiat przasnyski",2004,97.84
"18780",1423000,"Powiat przysuski",2004,100.09
"18781",1424000,"Powiat pułtuski",2004,98.5
"18782",1425000,"Powiat radomski",2004,92.49
"18783",1426000,"Powiat siedlecki",2004,90.14
"18784",1427000,"Powiat sierpecki",2004,97.58
"18785",1428000,"Powiat sochaczewski",2004,98.4
"18786",1429000,"Powiat sokołowski",2004,97.27
"18787",1430000,"Powiat szydłowiecki",2004,95.75
"18788",1432000,"Powiat warszawski zachodni",2004,82.59
"18789",1433000,"Powiat węgrowski",2004,96.93
"18790",1434000,"Powiat wołomiński",2004,93.89
"18791",1435000,"Powiat wyszkowski",2004,95.96
"18792",1436000,"Powiat zwoleński",2004,93.37
"18793",1437000,"Powiat żuromiński",2004,98.96
"18794",1438000,"Powiat żyrardowski",2004,95.34
"18795",1461000,"Powiat m.Ostrołęka",2004,109.32
"18796",1462000,"Powiat m.Płock",2004,102.75
"18797",1463000,"Powiat m.Radom",2004,101.59
"18798",1464000,"Powiat m.Siedlce",2004,103.77
"18799",1465000,"Powiat m. st. Warszawa",2004,96.04
"18800",1601000,"Powiat brzeski",2004,93.9
"18801",1602000,"Powiat głubczycki",2004,91.49
"18802",1603000,"Powiat kędzierzyńsko-kozielski",2004,88.53
"18803",1604000,"Powiat kluczborski",2004,91.76
"18804",1605000,"Powiat krapkowicki",2004,90.27
"18805",1606000,"Powiat namysłowski",2004,92.49
"18806",1607000,"Powiat nyski",2004,94.27
"18807",1608000,"Powiat oleski",2004,90.6
"18808",1609000,"Powiat opolski",2004,86.1
"18809",1610000,"Powiat prudnicki",2004,91.83
"18810",1611000,"Powiat strzelecki",2004,88.4
"18811",1661000,"Powiat m.Opole",2004,96.4
"18812",1801000,"Powiat bieszczadzki",2004,93.56
"18813",1802000,"Powiat brzozowski",2004,96.97
"18814",1803000,"Powiat dębicki",2004,96.85
"18815",1804000,"Powiat jarosławski",2004,96.4
"18816",1805000,"Powiat jasielski",2004,96.77
"18817",1806000,"Powiat kolbuszowski",2004,92.7
"18818",1807000,"Powiat krośnieński",2004,93.62
"18819",1808000,"Powiat leżajski",2004,94.18
"18820",1809000,"Powiat lubaczowski",2004,96.8
"18821",1810000,"Powiat łańcucki",2004,97.04
"18822",1811000,"Powiat mielecki",2004,94.62
"18823",1812000,"Powiat niżański",2004,93.65
"18824",1813000,"Powiat przemyski",2004,91.22
"18825",1814000,"Powiat przeworski",2004,98.82
"18826",1815000,"Powiat ropczycko-sędziszowski",2004,96.26
"18827",1816000,"Powiat rzeszowski",2004,91.72
"18828",1817000,"Powiat sanocki",2004,95.31
"18829",1818000,"Powiat stalowowolski",2004,97.04
"18830",1819000,"Powiat strzyżowski",2004,95.18
"18831",1820000,"Powiat tarnobrzeski",2004,95.46
"18832",1821000,"Powiat leski",2004,100.24
"18833",1861000,"Powiat m.Krosno",2004,110.61
"18834",1862000,"Powiat m.Przemyśl",2004,102.15
"18835",1863000,"Powiat m.Rzeszów",2004,102.42
"18836",1864000,"Powiat m.Tarnobrzeg",2004,96.76
"18837",2001000,"Powiat augustowski",2004,96.27
"18838",2002000,"Powiat białostocki",2004,86.43
"18839",2003000,"Powiat bielski",2004,96.37
"18840",2004000,"Powiat grajewski",2004,95.07
"18841",2005000,"Powiat hajnowski",2004,97.81
"18842",2006000,"Powiat kolneński",2004,97.22
"18843",2007000,"Powiat łomżyński",2004,87.15
"18844",2008000,"Powiat moniecki",2004,94.38
"18845",2009000,"Powiat sejneński",2004,100.1
"18846",2010000,"Powiat siemiatycki",2004,95.8
"18847",2011000,"Powiat sokólski",2004,96.21
"18848",2012000,"Powiat suwalski",2004,79.54
"18849",2013000,"Powiat wysokomazowiecki",2004,95.39
"18850",2014000,"Powiat zambrowski",2004,91.19
"18851",2061000,"Powiat m.Białystok",2004,100.11
"18852",2062000,"Powiat m.Łomża",2004,96.95
"18853",2063000,"Powiat m.Suwałki",2004,104.8
"18854",2201000,"Powiat bytowski",2004,94.02
"18855",2202000,"Powiat chojnicki",2004,98.54
"18856",2203000,"Powiat człuchowski",2004,94.16
"18857",2204000,"Powiat gdański",2004,92.88
"18858",2205000,"Powiat kartuski",2004,96.6
"18859",2206000,"Powiat kościerski",2004,97.58
"18860",2207000,"Powiat kwidzyński",2004,93.38
"18861",2208000,"Powiat lęborski",2004,96.28
"18862",2209000,"Powiat malborski",2004,98.15
"18863",2210000,"Powiat nowodworski",2004,94.82
"18864",2211000,"Powiat pucki",2004,89.99
"18865",2212000,"Powiat słupski",2004,90.74
"18866",2213000,"Powiat starogardzki",2004,95.39
"18867",2214000,"Powiat tczewski",2004,92.32
"18868",2215000,"Powiat wejherowski",2004,95.64
"18869",2216000,"Powiat sztumski",2004,90.1
"18870",2261000,"Powiat m.Gdańsk",2004,96.31
"18871",2262000,"Powiat m.Gdynia",2004,100.24
"18872",2263000,"Powiat m.Słupsk",2004,98.73
"18873",2264000,"Powiat m.Sopot",2004,86.06
"18874",2401000,"Powiat będziński",2004,92.41
"18875",2402000,"Powiat bielski",2004,94.89
"18876",2403000,"Powiat cieszyński",2004,97.22
"18877",2404000,"Powiat częstochowski",2004,94.42
"18878",2405000,"Powiat gliwicki",2004,93.07
"18879",2406000,"Powiat kłobucki",2004,95.73
"18880",2407000,"Powiat lubliniecki",2004,93.19
"18881",2408000,"Powiat mikołowski",2004,94.64
"18882",2409000,"Powiat myszkowski",2004,98.1
"18883",2410000,"Powiat pszczyński",2004,96.3
"18884",2411000,"Powiat raciborski",2004,90.74
"18885",2412000,"Powiat rybnicki",2004,97.03
"18886",2413000,"Powiat tarnogórski",2004,92.63
"18887",2414000,"Powiat bieruńsko-lędziński",2004,95.87
"18888",2415000,"Powiat wodzisławski",2004,95.85
"18889",2416000,"Powiat zawierciański",2004,98.05
"18890",2417000,"Powiat żywiecki",2004,98.05
"18891",2461000,"Powiat m.Bielsko-Biała",2004,96.47
"18892",2462000,"Powiat m.Bytom",2004,88.69
"18893",2463000,"Powiat m.Chorzów",2004,100.02
"18894",2464000,"Powiat m.Częstochowa",2004,97.24
"18895",2465000,"Powiat m.Dąbrowa Górnicza",2004,96.73
"18896",2466000,"Powiat m.Gliwice",2004,94.41
"18897",2467000,"Powiat m.Jastrzębie-Zdrój",2004,94.63
"18898",2468000,"Powiat m.Jaworzno",2004,95.47
"18899",2469000,"Powiat m.Katowice",2004,94.73
"18900",2470000,"Powiat m.Mysłowice",2004,96.24
"18901",2471000,"Powiat m.Piekary Śląskie",2004,90.82
"18902",2472000,"Powiat m.Ruda Śląska",2004,92.25
"18903",2473000,"Powiat m.Rybnik",2004,96.45
"18904",2474000,"Powiat m.Siemianowice Śląskie",2004,91.35
"18905",2475000,"Powiat m.Sosnowiec",2004,96.72
"18906",2476000,"Powiat m.Świętochłowice",2004,91.2
"18907",2477000,"Powiat m.Tychy",2004,97.02
"18908",2478000,"Powiat m.Zabrze",2004,87.99
"18909",2479000,"Powiat m.Żory",2004,97.94
"18910",2601000,"Powiat buski",2004,99.04
"18911",2602000,"Powiat jędrzejowski",2004,95.98
"18912",2603000,"Powiat kazimierski",2004,94.51
"18913",2604000,"Powiat kielecki",2004,94.86
"18914",2605000,"Powiat konecki",2004,98.67
"18915",2606000,"Powiat opatowski",2004,97.77
"18916",2607000,"Powiat ostrowiecki",2004,96.84
"18917",2608000,"Powiat pińczowski",2004,97.01
"18918",2609000,"Powiat sandomierski",2004,96.24
"18919",2610000,"Powiat skarżyski",2004,95.14
"18920",2611000,"Powiat starachowicki",2004,97.4
"18921",2612000,"Powiat staszowski",2004,97.56
"18922",2613000,"Powiat włoszczowski",2004,97.43
"18923",2661000,"Powiat m.Kielce",2004,100.2
"18924",2801000,"Powiat bartoszycki",2004,96.27
"18925",2802000,"Powiat braniewski",2004,94.46
"18926",2803000,"Powiat działdowski",2004,98.83
"18927",2804000,"Powiat elbląski",2004,87.85
"18928",2805000,"Powiat ełcki",2004,92.46
"18929",2806000,"Powiat giżycki",2004,94.8
"18930",2807000,"Powiat iławski",2004,95.33
"18931",2808000,"Powiat kętrzyński",2004,94.02
"18932",2809000,"Powiat lidzbarski",2004,96.19
"18933",2810000,"Powiat mrągowski",2004,95.84
"18934",2811000,"Powiat nidzicki",2004,92.64
"18935",2812000,"Powiat nowomiejski",2004,93.66
"18936",2813000,"Powiat olecki",2004,94.81
"18937",2814000,"Powiat olsztyński",2004,86.34
"18938",2815000,"Powiat ostródzki",2004,95.51
"18939",2816000,"Powiat piski",2004,93.38
"18940",2817000,"Powiat szczycieński",2004,96.45
"18941",2818000,"Powiat gołdapski",2004,91.67
"18942",2819000,"Powiat węgorzewski",2004,95.27
"18943",2861000,"Powiat m.Elbląg",2004,95.67
"18944",2862000,"Powiat m.Olsztyn",2004,102.91
"18945",3001000,"Powiat chodzieski",2004,97.13
"18946",3002000,"Powiat czarnkowsko-trzcianecki",2004,96.27
"18947",3003000,"Powiat gnieźnieński",2004,97.85
"18948",3004000,"Powiat gostyński",2004,98.87
"18949",3005000,"Powiat grodziski",2004,96.41
"18950",3006000,"Powiat jarociński",2004,98.68
"18951",3007000,"Powiat kaliski",2004,94.22
"18952",3008000,"Powiat kępiński",2004,97.9
"18953",3009000,"Powiat kolski",2004,96.92
"18954",3010000,"Powiat koniński",2004,94.53
"18955",3011000,"Powiat kościański",2004,97.59
"18956",3012000,"Powiat krotoszyński",2004,95.68
"18957",3013000,"Powiat leszczyński",2004,92.54
"18958",3014000,"Powiat międzychodzki",2004,97.33
"18959",3015000,"Powiat nowotomyski",2004,97.42
"18960",3016000,"Powiat obornicki",2004,96.13
"18961",3017000,"Powiat ostrowski",2004,98
"18962",3018000,"Powiat ostrzeszowski",2004,97.2
"18963",3019000,"Powiat pilski",2004,96.6
"18964",3020000,"Powiat pleszewski",2004,95.76
"18965",3021000,"Powiat poznański",2004,92.07
"18966",3022000,"Powiat rawicki",2004,97.61
"18967",3023000,"Powiat słupecki",2004,96.88
"18968",3024000,"Powiat szamotulski",2004,96.46
"18969",3025000,"Powiat średzki",2004,97.21
"18970",3026000,"Powiat śremski",2004,97.14
"18971",3027000,"Powiat turecki",2004,98.02
"18972",3028000,"Powiat wągrowiecki",2004,96.73
"18973",3029000,"Powiat wolsztyński",2004,97.61
"18974",3030000,"Powiat wrzesiński",2004,97.26
"18975",3031000,"Powiat złotowski",2004,92.75
"18976",3061000,"Powiat m.Kalisz",2004,100
"18977",3062000,"Powiat m.Konin",2004,103.61
"18978",3063000,"Powiat m.Leszno",2004,106.01
"18979",3064000,"Powiat m.Poznań",2004,99.69
"18980",3201000,"Powiat białogardzki",2004,95.72
"18981",3202000,"Powiat choszczeński",2004,95.85
"18982",3203000,"Powiat drawski",2004,95.43
"18983",3204000,"Powiat goleniowski",2004,94.13
"18984",3205000,"Powiat gryficki",2004,94.95
"18985",3206000,"Powiat gryfiński",2004,92.14
"18986",3207000,"Powiat kamieński",2004,92.37
"18987",3208000,"Powiat kołobrzeski",2004,98.5
"18988",3209000,"Powiat koszaliński",2004,79.29
"18989",3210000,"Powiat myśliborski",2004,95.78
"18990",3211000,"Powiat policki",2004,78.85
"18991",3212000,"Powiat pyrzycki",2004,92.66
"18992",3213000,"Powiat sławieński",2004,94.12
"18993",3214000,"Powiat stargardzki",2004,96.45
"18994",3215000,"Powiat szczecinecki",2004,95.79
"18995",3216000,"Powiat świdwiński",2004,95.58
"18996",3217000,"Powiat wałecki",2004,96.67
"18997",3218000,"Powiat łobeski",2004,93.21
"18998",3261000,"Powiat m.Koszalin",2004,106
"18999",3262000,"Powiat m.Szczecin",2004,99.23
"19000",3263000,"Powiat m.Świnoujście",2004,94.84
"19001",201000,"Powiat bolesławiecki",2005,98.53
"19002",202000,"Powiat dzierżoniowski",2005,93.33
"19003",203000,"Powiat głogowski",2005,97.74
"19004",204000,"Powiat górowski",2005,94.63
"19005",205000,"Powiat jaworski",2005,95.6
"19006",206000,"Powiat jeleniogórski",2005,80.29
"19007",207000,"Powiat kamiennogórski",2005,95.11
"19008",208000,"Powiat kłodzki",2005,93.16
"19009",209000,"Powiat legnicki",2005,90.08
"19010",210000,"Powiat lubański",2005,97.42
"19011",211000,"Powiat lubiński",2005,98.23
"19012",212000,"Powiat lwówecki",2005,93.16
"19013",213000,"Powiat milicki",2005,95.06
"19014",214000,"Powiat oleśnicki",2005,95.24
"19015",215000,"Powiat oławski",2005,96.18
"19016",216000,"Powiat polkowicki",2005,95.17
"19017",217000,"Powiat strzeliński",2005,97.71
"19018",218000,"Powiat średzki",2005,90.71
"19019",219000,"Powiat świdnicki",2005,95.11
"19020",220000,"Powiat trzebnicki",2005,92.75
"19021",221000,"Powiat wałbrzyski",2005,93.69
"19022",222000,"Powiat wołowski",2005,95.3
"19023",223000,"Powiat wrocławski",2005,88.8
"19024",224000,"Powiat ząbkowicki",2005,92.19
"19025",225000,"Powiat zgorzelecki",2005,94.63
"19026",226000,"Powiat złotoryjski",2005,95.08
"19027",261000,"Powiat m.Jelenia Góra",2005,109.56
"19028",262000,"Powiat m.Legnica",2005,96.24
"19029",264000,"Powiat m.Wrocław",2005,97.22
"19030",265000,"Powiat m.Wałbrzych od 2013",2005,NA
"19031",401000,"Powiat aleksandrowski",2005,93.84
"19032",402000,"Powiat brodnicki",2005,95.09
"19033",403000,"Powiat bydgoski",2005,90.95
"19034",404000,"Powiat chełmiński",2005,94.89
"19035",405000,"Powiat golubsko-dobrzyński",2005,93.71
"19036",406000,"Powiat grudziądzki",2005,87.43
"19037",407000,"Powiat inowrocławski",2005,96.83
"19038",408000,"Powiat lipnowski",2005,96.95
"19039",409000,"Powiat mogileński",2005,95.6
"19040",410000,"Powiat nakielski",2005,95.67
"19041",411000,"Powiat radziejowski",2005,98.87
"19042",412000,"Powiat rypiński",2005,96.16
"19043",413000,"Powiat sępoleński",2005,92.51
"19044",414000,"Powiat świecki",2005,96.8
"19045",415000,"Powiat toruński",2005,87.57
"19046",416000,"Powiat tucholski",2005,95.39
"19047",417000,"Powiat wąbrzeski",2005,96.1
"19048",418000,"Powiat włocławski",2005,89.81
"19049",419000,"Powiat żniński",2005,98.76
"19050",461000,"Powiat m.Bydgoszcz",2005,98.24
"19051",462000,"Powiat m.Grudziądz",2005,98.93
"19052",463000,"Powiat m.Toruń",2005,100.33
"19053",464000,"Powiat m.Włocławek",2005,98.58
"19054",601000,"Powiat bialski",2005,93.57
"19055",602000,"Powiat biłgorajski",2005,98.05
"19056",603000,"Powiat chełmski",2005,90.83
"19057",604000,"Powiat hrubieszowski",2005,97.62
"19058",605000,"Powiat janowski",2005,97.21
"19059",606000,"Powiat krasnostawski",2005,97.67
"19060",607000,"Powiat kraśnicki",2005,96.6
"19061",608000,"Powiat lubartowski",2005,98.25
"19062",609000,"Powiat lubelski",2005,87.57
"19063",610000,"Powiat łęczyński",2005,96.6
"19064",611000,"Powiat łukowski",2005,98.31
"19065",612000,"Powiat opolski",2005,97.38
"19066",613000,"Powiat parczewski",2005,98.12
"19067",614000,"Powiat puławski",2005,98.27
"19068",615000,"Powiat radzyński",2005,98.53
"19069",616000,"Powiat rycki",2005,101.72
"19070",617000,"Powiat świdnicki",2005,94.4
"19071",618000,"Powiat tomaszowski",2005,98.37
"19072",619000,"Powiat włodawski",2005,97.05
"19073",620000,"Powiat zamojski",2005,88.27
"19074",661000,"Powiat m.Biała Podlaska",2005,109.37
"19075",662000,"Powiat m.Chełm",2005,105.32
"19076",663000,"Powiat m.Lublin",2005,100.26
"19077",664000,"Powiat m.Zamość",2005,109.23
"19078",801000,"Powiat gorzowski",2005,82.58
"19079",802000,"Powiat krośnieński",2005,95.12
"19080",803000,"Powiat międzyrzecki",2005,92.68
"19081",804000,"Powiat nowosolski",2005,93.69
"19082",805000,"Powiat słubicki",2005,96.39
"19083",806000,"Powiat strzelecko-drezdenecki",2005,93.48
"19084",807000,"Powiat sulęciński",2005,98.14
"19085",808000,"Powiat świebodziński",2005,94.16
"19086",809000,"Powiat zielonogórski",2005,81.15
"19087",810000,"Powiat żagański",2005,96.15
"19088",811000,"Powiat żarski",2005,94.82
"19089",812000,"Powiat wschowski",2005,94.74
"19090",861000,"Powiat m.Gorzów Wielkopolski",2005,102.47
"19091",862000,"Powiat m.Zielona Góra",2005,110.94
"19092",1001000,"Powiat bełchatowski",2005,97.41
"19093",1002000,"Powiat kutnowski",2005,97.31
"19094",1003000,"Powiat łaski",2005,98.41
"19095",1004000,"Powiat łęczycki",2005,94.31
"19096",1005000,"Powiat łowicki",2005,96.93
"19097",1006000,"Powiat łódzki wschodni",2005,96.1
"19098",1007000,"Powiat opoczyński",2005,98.94
"19099",1008000,"Powiat pabianicki",2005,92.66
"19100",1009000,"Powiat pajęczański",2005,99.55
"19101",1010000,"Powiat piotrkowski",2005,93.39
"19102",1011000,"Powiat poddębicki",2005,97.94
"19103",1012000,"Powiat radomszczański",2005,96.45
"19104",1013000,"Powiat rawski",2005,98.42
"19105",1014000,"Powiat sieradzki",2005,96.9
"19106",1015000,"Powiat skierniewicki",2005,88.18
"19107",1016000,"Powiat tomaszowski",2005,97.44
"19108",1017000,"Powiat wieluński",2005,97.49
"19109",1018000,"Powiat wieruszowski",2005,97.93
"19110",1019000,"Powiat zduńskowolski",2005,96.7
"19111",1020000,"Powiat zgierski",2005,93.82
"19112",1021000,"Powiat brzeziński",2005,87.27
"19113",1061000,"Powiat m.Łódź",2005,95.94
"19114",1062000,"Powiat m.Piotrków Trybunalski",2005,98.99
"19115",1063000,"Powiat m.Skierniewice",2005,104.87
"19116",1201000,"Powiat bocheński",2005,96.38
"19117",1202000,"Powiat brzeski",2005,97.89
"19118",1203000,"Powiat chrzanowski",2005,96.47
"19119",1204000,"Powiat dąbrowski",2005,92.87
"19120",1205000,"Powiat gorlicki",2005,96.24
"19121",1206000,"Powiat krakowski",2005,89.74
"19122",1207000,"Powiat limanowski",2005,98.08
"19123",1208000,"Powiat miechowski",2005,95.1
"19124",1209000,"Powiat myślenicki",2005,97.38
"19125",1210000,"Powiat nowosądecki",2005,96.69
"19126",1211000,"Powiat nowotarski",2005,91.49
"19127",1212000,"Powiat olkuski",2005,98.32
"19128",1213000,"Powiat oświęcimski",2005,100.32
"19129",1214000,"Powiat proszowicki",2005,98.13
"19130",1215000,"Powiat suski",2005,98.97
"19131",1216000,"Powiat tarnowski",2005,91.71
"19132",1217000,"Powiat tatrzański",2005,88.09
"19133",1218000,"Powiat wadowicki",2005,100.07
"19134",1219000,"Powiat wielicki",2005,95.69
"19135",1261000,"Powiat m.Kraków",2005,98.8
"19136",1262000,"Powiat m.Nowy Sącz",2005,101.25
"19137",1263000,"Powiat m.Tarnów",2005,101.86
"19138",1401000,"Powiat białobrzeski",2005,98.13
"19139",1402000,"Powiat ciechanowski",2005,97.26
"19140",1403000,"Powiat garwoliński",2005,98.28
"19141",1404000,"Powiat gostyniński",2005,94.17
"19142",1405000,"Powiat grodziski",2005,102.9
"19143",1406000,"Powiat grójecki",2005,96.69
"19144",1407000,"Powiat kozienicki",2005,98.42
"19145",1408000,"Powiat legionowski",2005,90.65
"19146",1409000,"Powiat lipski",2005,95.08
"19147",1410000,"Powiat łosicki",2005,97.59
"19148",1411000,"Powiat makowski",2005,97.34
"19149",1412000,"Powiat miński",2005,98.77
"19150",1413000,"Powiat mławski",2005,96.65
"19151",1414000,"Powiat nowodworski",2005,95.24
"19152",1415000,"Powiat ostrołęcki",2005,90.06
"19153",1416000,"Powiat ostrowski",2005,99.66
"19154",1417000,"Powiat otwocki",2005,92.42
"19155",1418000,"Powiat piaseczyński",2005,89.3
"19156",1419000,"Powiat płocki",2005,92.26
"19157",1420000,"Powiat płoński",2005,98.06
"19158",1421000,"Powiat pruszkowski",2005,88.19
"19159",1422000,"Powiat przasnyski",2005,97.13
"19160",1423000,"Powiat przysuski",2005,99.64
"19161",1424000,"Powiat pułtuski",2005,99.38
"19162",1425000,"Powiat radomski",2005,92.39
"19163",1426000,"Powiat siedlecki",2005,90.47
"19164",1427000,"Powiat sierpecki",2005,97.46
"19165",1428000,"Powiat sochaczewski",2005,99.97
"19166",1429000,"Powiat sokołowski",2005,98.2
"19167",1430000,"Powiat szydłowiecki",2005,95.82
"19168",1432000,"Powiat warszawski zachodni",2005,82.06
"19169",1433000,"Powiat węgrowski",2005,97.71
"19170",1434000,"Powiat wołomiński",2005,93.41
"19171",1435000,"Powiat wyszkowski",2005,96.58
"19172",1436000,"Powiat zwoleński",2005,93.54
"19173",1437000,"Powiat żuromiński",2005,98.46
"19174",1438000,"Powiat żyrardowski",2005,94.93
"19175",1461000,"Powiat m.Ostrołęka",2005,110.47
"19176",1462000,"Powiat m.Płock",2005,103.76
"19177",1463000,"Powiat m.Radom",2005,103.03
"19178",1464000,"Powiat m.Siedlce",2005,104.65
"19179",1465000,"Powiat m. st. Warszawa",2005,97.02
"19180",1601000,"Powiat brzeski",2005,93.18
"19181",1602000,"Powiat głubczycki",2005,90.99
"19182",1603000,"Powiat kędzierzyńsko-kozielski",2005,89.78
"19183",1604000,"Powiat kluczborski",2005,92.03
"19184",1605000,"Powiat krapkowicki",2005,91.7
"19185",1606000,"Powiat namysłowski",2005,92.18
"19186",1607000,"Powiat nyski",2005,93.84
"19187",1608000,"Powiat oleski",2005,92.44
"19188",1609000,"Powiat opolski",2005,86.59
"19189",1610000,"Powiat prudnicki",2005,91.2
"19190",1611000,"Powiat strzelecki",2005,89.57
"19191",1661000,"Powiat m.Opole",2005,95.74
"19192",1801000,"Powiat bieszczadzki",2005,93.2
