"","Kod","Nazwa","rok","Lozka_w_szpitalach_ogolnych_wskazniki_loZka_w_szpitalach_ogolnych"
"592",2209000,"Powiat malborski",2006,152
"593",2210000,"Powiat nowodworski",2006,152
"594",2211000,"Powiat pucki",2006,137
"595",2213000,"Powiat starogardzki",2006,267
"596",2214000,"Powiat tczewski",2006,229
"597",2215000,"Powiat wejherowski",2006,506
"598",2216000,"Powiat sztumski",2006,245
"599",2261000,"Powiat m.Gdańsk",2006,2992
"600",2262000,"Powiat m.Gdynia",2006,903
"601",2263000,"Powiat m.Słupsk",2006,649
"602",2264000,"Powiat m.Sopot",2006,165
"603",2401000,"Powiat będziński",2006,602
"604",2402000,"Powiat bielski",2006,643
"605",2403000,"Powiat cieszyński",2006,1719
"606",2404000,"Powiat częstochowski",2006,176
"607",2405000,"Powiat gliwicki",2006,538
"608",2406000,"Powiat kłobucki",2006,120
"609",2407000,"Powiat lubliniecki",2006,363
"610",2408000,"Powiat mikołowski",2006,392
"611",2409000,"Powiat myszkowski",2006,230
"612",2410000,"Powiat pszczyński",2006,490
"613",2411000,"Powiat raciborski",2006,346
"614",2413000,"Powiat tarnogórski",2006,1223
"615",2414000,"Powiat bieruńsko-lędziński",2006,42
"616",2415000,"Powiat wodzisławski",2006,893
"617",2416000,"Powiat zawierciański",2006,409
"618",2417000,"Powiat żywiecki",2006,345
"619",2461000,"Powiat m.Bielsko-Biała",2006,1133
"620",2462000,"Powiat m.Bytom",2006,1608
"621",2463000,"Powiat m.Chorzów",2006,895
"622",2464000,"Powiat m.Częstochowa",2006,1719
"623",2465000,"Powiat m.Dąbrowa Górnicza",2006,501
"624",2466000,"Powiat m.Gliwice",2006,960
"625",2467000,"Powiat m.Jastrzębie-Zdrój",2006,709
"626",2468000,"Powiat m.Jaworzno",2006,344
"627",2469000,"Powiat m.Katowice",2006,3578
"628",2470000,"Powiat m.Mysłowice",2006,301
"629",2471000,"Powiat m.Piekary Śląskie",2006,419
"630",2472000,"Powiat m.Ruda Śląska",2006,592
"631",2473000,"Powiat m.Rybnik",2006,702
"632",2474000,"Powiat m.Siemianowice Śląskie",2006,278
"633",2475000,"Powiat m.Sosnowiec",2006,1758
"634",2476000,"Powiat m.Świętochłowice",2006,251
"635",2477000,"Powiat m.Tychy",2006,826
"636",2478000,"Powiat m.Zabrze",2006,1351
"637",2479000,"Powiat m.Żory",2006,151
"638",2601000,"Powiat buski",2006,459
"639",2602000,"Powiat jędrzejowski",2006,190
"640",2603000,"Powiat kazimierski",2006,57
"641",2604000,"Powiat kielecki",2006,472
"642",2605000,"Powiat konecki",2006,552
"643",2606000,"Powiat opatowski",2006,129
"644",2607000,"Powiat ostrowiecki",2006,478
"645",2608000,"Powiat pińczowski",2006,139
"646",2609000,"Powiat sandomierski",2006,461
"647",2610000,"Powiat skarżyski",2006,366
"648",2611000,"Powiat starachowicki",2006,386
"649",2612000,"Powiat staszowski",2006,298
"650",2613000,"Powiat włoszczowski",2006,309
"651",2661000,"Powiat m.Kielce",2006,1438
"652",2801000,"Powiat bartoszycki",2006,327
"653",2802000,"Powiat braniewski",2006,92
"654",2803000,"Powiat działdowski",2006,376
"655",2804000,"Powiat elbląski",2006,95
"656",2805000,"Powiat ełcki",2006,275
"657",2806000,"Powiat giżycki",2006,248
"658",2807000,"Powiat iławski",2006,327
"659",2808000,"Powiat kętrzyński",2006,181
"660",2809000,"Powiat lidzbarski",2006,134
"661",2810000,"Powiat mrągowski",2006,137
"662",2811000,"Powiat nidzicki",2006,80
"663",2812000,"Powiat nowomiejski",2006,151
"664",2813000,"Powiat olecki",2006,120
"665",2814000,"Powiat olsztyński",2006,463
"666",2815000,"Powiat ostródzki",2006,314
"667",2816000,"Powiat piski",2006,182
"668",2817000,"Powiat szczycieński",2006,152
"669",2818000,"Powiat gołdapski",2006,66
"670",2819000,"Powiat węgorzewski",2006,96
"671",2861000,"Powiat m.Elbląg",2006,922
"672",2862000,"Powiat m.Olsztyn",2006,1201
"673",3001000,"Powiat chodzieski",2006,347
"674",3002000,"Powiat czarnkowsko-trzcianecki",2006,277
"675",3003000,"Powiat gnieźnieński",2006,356
"676",3004000,"Powiat gostyński",2006,268
"677",3005000,"Powiat grodziski",2006,106
"678",3006000,"Powiat jarociński",2006,161
"679",3007000,"Powiat kaliski",2006,154
"680",3008000,"Powiat kępiński",2006,230
"681",3009000,"Powiat kolski",2006,267
"682",3011000,"Powiat kościański",2006,274
"683",3012000,"Powiat krotoszyński",2006,251
"684",3013000,"Powiat leszczyński",2006,80
"685",3014000,"Powiat międzychodzki",2006,145
"686",3015000,"Powiat nowotomyski",2006,126
"687",3016000,"Powiat obornicki",2006,399
"688",3017000,"Powiat ostrowski",2006,481
"689",3018000,"Powiat ostrzeszowski",2006,165
"690",3019000,"Powiat pilski",2006,839
"691",3020000,"Powiat pleszewski",2006,253
"692",3021000,"Powiat poznański",2006,689
"693",3022000,"Powiat rawicki",2006,141
"694",3023000,"Powiat słupecki",2006,223
"695",3024000,"Powiat szamotulski",2006,221
"696",3025000,"Powiat średzki",2006,135
"697",3026000,"Powiat śremski",2006,402
"698",3027000,"Powiat turecki",2006,211
"699",3028000,"Powiat wągrowiecki",2006,205
"700",3029000,"Powiat wolsztyński",2006,164
"701",3030000,"Powiat wrzesiński",2006,174
"702",3031000,"Powiat złotowski",2006,326
"703",3061000,"Powiat m.Kalisz",2006,871
"704",3062000,"Powiat m.Konin",2006,860
"705",3063000,"Powiat m.Leszno",2006,485
"706",3064000,"Powiat m.Poznań",2006,5193
"707",3201000,"Powiat białogardzki",2006,228
"708",3202000,"Powiat choszczeński",2006,334
"709",3203000,"Powiat drawski",2006,136
"710",3204000,"Powiat goleniowski",2006,237
"711",3205000,"Powiat gryficki",2006,469
"712",3206000,"Powiat gryfiński",2006,86
"713",3207000,"Powiat kamieński",2006,83
"714",3208000,"Powiat kołobrzeski",2006,404
"715",3210000,"Powiat myśliborski",2006,237
"716",3211000,"Powiat policki",2006,160
"717",3212000,"Powiat pyrzycki",2006,140
"718",3213000,"Powiat sławieński",2006,176
"719",3214000,"Powiat stargardzki",2006,309
"720",3215000,"Powiat szczecinecki",2006,171
"721",3216000,"Powiat świdwiński",2006,124
"722",3217000,"Powiat wałecki",2006,147
"723",3218000,"Powiat łobeski",2006,50
"724",3261000,"Powiat m.Koszalin",2006,733
"725",3262000,"Powiat m.Szczecin",2006,3516
"726",3263000,"Powiat m.Świnoujście",2006,100
"727",201000,"Powiat bolesławiecki",2007,195
"728",202000,"Powiat dzierżoniowski",2007,230
"729",203000,"Powiat głogowski",2007,283
"730",204000,"Powiat górowski",2007,120
"731",205000,"Powiat jaworski",2007,104
"732",206000,"Powiat jeleniogórski",2007,687
"733",207000,"Powiat kamiennogórski",2007,426
"734",208000,"Powiat kłodzki",2007,726
"735",210000,"Powiat lubański",2007,220
"736",211000,"Powiat lubiński",2007,657
"737",212000,"Powiat lwówecki",2007,284
"738",213000,"Powiat milicki",2007,199
"739",214000,"Powiat oleśnicki",2007,266
"740",215000,"Powiat oławski",2007,236
"741",217000,"Powiat strzeliński",2007,105
"742",218000,"Powiat średzki",2007,145
"743",219000,"Powiat świdnicki",2007,449
"744",220000,"Powiat trzebnicki",2007,506
"745",221000,"Powiat wałbrzyski",2007,768
"746",222000,"Powiat wołowski",2007,130
"747",223000,"Powiat wrocławski",2007,0
"748",224000,"Powiat ząbkowicki",2007,91
"749",225000,"Powiat zgorzelecki",2007,525
"750",226000,"Powiat złotoryjski",2007,260
"751",261000,"Powiat m.Jelenia Góra",2007,484
"752",262000,"Powiat m.Legnica",2007,556
"753",264000,"Powiat m.Wrocław",2007,4480
"754",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"755",401000,"Powiat aleksandrowski",2007,206
"756",402000,"Powiat brodnicki",2007,0
"757",403000,"Powiat bydgoski",2007,0
"758",404000,"Powiat chełmiński",2007,165
"759",405000,"Powiat golubsko-dobrzyński",2007,205
"760",406000,"Powiat grudziądzki",2007,43
"761",407000,"Powiat inowrocławski",2007,519
"762",408000,"Powiat lipnowski",2007,334
"763",409000,"Powiat mogileński",2007,154
"764",410000,"Powiat nakielski",2007,268
"765",411000,"Powiat radziejowski",2007,253
"766",412000,"Powiat rypiński",2007,153
"767",413000,"Powiat sępoleński",2007,139
"768",414000,"Powiat świecki",2007,284
"769",415000,"Powiat toruński",2007,107
"770",416000,"Powiat tucholski",2007,126
"771",417000,"Powiat wąbrzeski",2007,112
"772",419000,"Powiat żniński",2007,155
"773",461000,"Powiat m.Bydgoszcz",2007,2885
"774",462000,"Powiat m.Grudziądz",2007,775
"775",463000,"Powiat m.Toruń",2007,1212
"776",464000,"Powiat m.Włocławek",2007,652
"777",601000,"Powiat bialski",2007,135
"778",602000,"Powiat biłgorajski",2007,379
"779",603000,"Powiat chełmski",2007,34
"780",604000,"Powiat hrubieszowski",2007,372
"781",605000,"Powiat janowski",2007,286
"782",606000,"Powiat krasnostawski",2007,351
"783",607000,"Powiat kraśnicki",2007,375
"784",608000,"Powiat lubartowski",2007,304
"785",609000,"Powiat lubelski",2007,213
"786",610000,"Powiat łęczyński",2007,52
"787",611000,"Powiat łukowski",2007,521
"788",612000,"Powiat opolski",2007,264
"789",613000,"Powiat parczewski",2007,230
"790",614000,"Powiat puławski",2007,538
"791",615000,"Powiat radzyński",2007,262
"792",616000,"Powiat rycki",2007,67
"793",617000,"Powiat świdnicki",2007,235
"794",618000,"Powiat tomaszowski",2007,452
"795",619000,"Powiat włodawski",2007,265
"796",620000,"Powiat zamojski",2007,81
"797",661000,"Powiat m.Biała Podlaska",2007,588
"798",662000,"Powiat m.Chełm",2007,585
"799",663000,"Powiat m.Lublin",2007,3649
"800",664000,"Powiat m.Zamość",2007,744
"801",801000,"Powiat gorzowski",2007,146
"802",802000,"Powiat krośnieński",2007,152
"803",803000,"Powiat międzyrzecki",2007,227
"804",804000,"Powiat nowosolski",2007,440
"805",805000,"Powiat słubicki",2007,145
"806",806000,"Powiat strzelecko-drezdenecki",2007,122
"807",807000,"Powiat sulęciński",2007,363
"808",808000,"Powiat świebodziński",2007,251
"809",809000,"Powiat zielonogórski",2007,202
"810",810000,"Powiat żagański",2007,161
"811",811000,"Powiat żarski",2007,165
"812",812000,"Powiat wschowski",2007,229
"813",861000,"Powiat m.Gorzów Wielkopolski",2007,914
"814",862000,"Powiat m.Zielona Góra",2007,795
"815",1001000,"Powiat bełchatowski",2007,839
"816",1002000,"Powiat kutnowski",2007,410
"817",1003000,"Powiat łaski",2007,317
"818",1004000,"Powiat łęczycki",2007,243
"819",1005000,"Powiat łowicki",2007,206
"820",1006000,"Powiat łódzki wschodni",2007,364
"821",1007000,"Powiat opoczyński",2007,242
"822",1008000,"Powiat pabianicki",2007,564
"823",1009000,"Powiat pajęczański",2007,68
"824",1010000,"Powiat piotrkowski",2007,0
"825",1011000,"Powiat poddębicki",2007,125
"826",1012000,"Powiat radomszczański",2007,305
"827",1013000,"Powiat rawski",2007,185
"828",1014000,"Powiat sieradzki",2007,755
"829",1016000,"Powiat tomaszowski",2007,421
"830",1017000,"Powiat wieluński",2007,338
"831",1018000,"Powiat wieruszowski",2007,77
"832",1019000,"Powiat zduńskowolski",2007,195
"833",1020000,"Powiat zgierski",2007,909
"834",1021000,"Powiat brzeziński",2007,166
"835",1061000,"Powiat m.Łódź",2007,5628
"836",1062000,"Powiat m.Piotrków Trybunalski",2007,485
"837",1063000,"Powiat m.Skierniewice",2007,358
"838",1201000,"Powiat bocheński",2007,190
"839",1202000,"Powiat brzeski",2007,347
"840",1203000,"Powiat chrzanowski",2007,534
"841",1204000,"Powiat dąbrowski",2007,251
"842",1205000,"Powiat gorlicki",2007,518
"843",1206000,"Powiat krakowski",2007,332
"844",1207000,"Powiat limanowski",2007,363
"845",1208000,"Powiat miechowski",2007,324
"846",1209000,"Powiat myślenicki",2007,324
"847",1210000,"Powiat nowosądecki",2007,206
"848",1211000,"Powiat nowotarski",2007,637
"849",1212000,"Powiat olkuski",2007,507
"850",1213000,"Powiat oświęcimski",2007,491
"851",1214000,"Powiat proszowicki",2007,277
"852",1215000,"Powiat suski",2007,424
"853",1216000,"Powiat tarnowski",2007,92
"854",1217000,"Powiat tatrzański",2007,660
"855",1218000,"Powiat wadowicki",2007,279
"856",1219000,"Powiat wielicki",2007,5
"857",1261000,"Powiat m.Kraków",2007,5307
"858",1262000,"Powiat m.Nowy Sącz",2007,563
"859",1263000,"Powiat m.Tarnów",2007,992
"860",1402000,"Powiat ciechanowski",2007,700
"861",1403000,"Powiat garwoliński",2007,176
"862",1404000,"Powiat gostyniński",2007,342
"863",1405000,"Powiat grodziski",2007,291
"864",1406000,"Powiat grójecki",2007,357
"865",1407000,"Powiat kozienicki",2007,406
"866",1408000,"Powiat legionowski",2007,0
"867",1409000,"Powiat lipski",2007,214
"868",1410000,"Powiat łosicki",2007,116
"869",1411000,"Powiat makowski",2007,231
"870",1412000,"Powiat miński",2007,415
"871",1413000,"Powiat mławski",2007,160
"872",1414000,"Powiat nowodworski",2007,148
"873",1416000,"Powiat ostrowski",2007,218
"874",1417000,"Powiat otwocki",2007,1083
"875",1418000,"Powiat piaseczyński",2007,688
"876",1420000,"Powiat płoński",2007,243
"877",1421000,"Powiat pruszkowski",2007,268
"878",1422000,"Powiat przasnyski",2007,252
"879",1423000,"Powiat przysuski",2007,58
"880",1424000,"Powiat pułtuski",2007,132
"881",1425000,"Powiat radomski",2007,231
"882",1427000,"Powiat sierpecki",2007,173
"883",1428000,"Powiat sochaczewski",2007,350
"884",1429000,"Powiat sokołowski",2007,260
"885",1432000,"Powiat warszawski zachodni",2007,156
"886",1433000,"Powiat węgrowski",2007,156
"887",1434000,"Powiat wołomiński",2007,371
"888",1435000,"Powiat wyszkowski",2007,227
"889",1436000,"Powiat zwoleński",2007,45
"890",1437000,"Powiat żuromiński",2007,154
"891",1438000,"Powiat żyrardowski",2007,291
"892",1461000,"Powiat m.Ostrołęka",2007,455
"893",1462000,"Powiat m.Płock",2007,1055
"894",1463000,"Powiat m.Radom",2007,1419
"895",1464000,"Powiat m.Siedlce",2007,738
"896",1465000,"Powiat m. st. Warszawa",2007,10379
"897",1601000,"Powiat brzeski",2007,259
"898",1602000,"Powiat głubczycki",2007,140
"899",1603000,"Powiat kędzierzyńsko-kozielski",2007,366
"900",1604000,"Powiat kluczborski",2007,151
"901",1605000,"Powiat krapkowicki",2007,141
"902",1606000,"Powiat namysłowski",2007,209
"903",1607000,"Powiat nyski",2007,886
"904",1608000,"Powiat oleski",2007,221
"905",1609000,"Powiat opolski",2007,287
"906",1610000,"Powiat prudnicki",2007,178
"907",1611000,"Powiat strzelecki",2007,177
"908",1661000,"Powiat m.Opole",2007,1201
"909",1801000,"Powiat bieszczadzki",2007,141
"910",1802000,"Powiat brzozowski",2007,362
"911",1803000,"Powiat dębicki",2007,578
"912",1804000,"Powiat jarosławski",2007,306
"913",1805000,"Powiat jasielski",2007,376
"914",1806000,"Powiat kolbuszowski",2007,201
"915",1808000,"Powiat leżajski",2007,385
"916",1809000,"Powiat lubaczowski",2007,206
"917",1810000,"Powiat łańcucki",2007,279
"918",1811000,"Powiat mielecki",2007,493
"919",1812000,"Powiat niżański",2007,202
"920",1813000,"Powiat przemyski",2007,0
"921",1814000,"Powiat przeworski",2007,306
"922",1815000,"Powiat ropczycko-sędziszowski",2007,55
"923",1816000,"Powiat rzeszowski",2007,120
"924",1817000,"Powiat sanocki",2007,381
"925",1818000,"Powiat stalowowolski",2007,616
"926",1819000,"Powiat strzyżowski",2007,112
"927",1820000,"Powiat tarnobrzeski",2007,260
"928",1821000,"Powiat leski",2007,161
"929",1861000,"Powiat m.Krosno",2007,658
"930",1862000,"Powiat m.Przemyśl",2007,690
"931",1863000,"Powiat m.Rzeszów",2007,1830
"932",1864000,"Powiat m.Tarnobrzeg",2007,303
"933",2001000,"Powiat augustowski",2007,161
"934",2002000,"Powiat białostocki",2007,127
"935",2003000,"Powiat bielski",2007,224
"936",2004000,"Powiat grajewski",2007,291
"937",2005000,"Powiat hajnowski",2007,317
"938",2006000,"Powiat kolneński",2007,146
"939",2008000,"Powiat moniecki",2007,198
"940",2009000,"Powiat sejneński",2007,85
"941",2010000,"Powiat siemiatycki",2007,149
"942",2011000,"Powiat sokólski",2007,364
"943",2013000,"Powiat wysokomazowiecki",2007,159
"944",2014000,"Powiat zambrowski",2007,104
"945",2061000,"Powiat m.Białystok",2007,2468
"946",2062000,"Powiat m.Łomża",2007,582
"947",2063000,"Powiat m.Suwałki",2007,559
"948",2201000,"Powiat bytowski",2007,216
"949",2202000,"Powiat chojnicki",2007,364
"950",2203000,"Powiat człuchowski",2007,133
"951",2205000,"Powiat kartuski",2007,378
"952",2206000,"Powiat kościerski",2007,353
"953",2207000,"Powiat kwidzyński",2007,340
"954",2208000,"Powiat lęborski",2007,227
"955",2209000,"Powiat malborski",2007,152
"956",2210000,"Powiat nowodworski",2007,152
"957",2211000,"Powiat pucki",2007,137
"958",2213000,"Powiat starogardzki",2007,267
"959",2214000,"Powiat tczewski",2007,231
"960",2215000,"Powiat wejherowski",2007,506
"961",2216000,"Powiat sztumski",2007,242
"962",2261000,"Powiat m.Gdańsk",2007,2751
"963",2262000,"Powiat m.Gdynia",2007,924
"964",2263000,"Powiat m.Słupsk",2007,647
"965",2264000,"Powiat m.Sopot",2007,239
"966",2401000,"Powiat będziński",2007,602
"967",2402000,"Powiat bielski",2007,644
"968",2403000,"Powiat cieszyński",2007,1510
"969",2404000,"Powiat częstochowski",2007,176
"970",2405000,"Powiat gliwicki",2007,538
"971",2406000,"Powiat kłobucki",2007,120
"972",2407000,"Powiat lubliniecki",2007,363
"973",2408000,"Powiat mikołowski",2007,392
"974",2409000,"Powiat myszkowski",2007,230
"975",2410000,"Powiat pszczyński",2007,489
"976",2411000,"Powiat raciborski",2007,346
"977",2413000,"Powiat tarnogórski",2007,1223
"978",2414000,"Powiat bieruńsko-lędziński",2007,52
"979",2415000,"Powiat wodzisławski",2007,872
"980",2416000,"Powiat zawierciański",2007,409
"981",2417000,"Powiat żywiecki",2007,345
"982",2461000,"Powiat m.Bielsko-Biała",2007,1103
"983",2462000,"Powiat m.Bytom",2007,1561
"984",2463000,"Powiat m.Chorzów",2007,841
"985",2464000,"Powiat m.Częstochowa",2007,1716
"986",2465000,"Powiat m.Dąbrowa Górnicza",2007,440
"987",2466000,"Powiat m.Gliwice",2007,964
"988",2467000,"Powiat m.Jastrzębie-Zdrój",2007,703
"989",2468000,"Powiat m.Jaworzno",2007,364
"990",2469000,"Powiat m.Katowice",2007,3581
"991",2470000,"Powiat m.Mysłowice",2007,301
"992",2471000,"Powiat m.Piekary Śląskie",2007,419
"993",2472000,"Powiat m.Ruda Śląska",2007,517
"994",2473000,"Powiat m.Rybnik",2007,702
"995",2474000,"Powiat m.Siemianowice Śląskie",2007,278
"996",2475000,"Powiat m.Sosnowiec",2007,1626
"997",2476000,"Powiat m.Świętochłowice",2007,242
"998",2477000,"Powiat m.Tychy",2007,816
"999",2478000,"Powiat m.Zabrze",2007,1342
"1000",2479000,"Powiat m.Żory",2007,151
"1001",2601000,"Powiat buski",2007,419
"1002",2602000,"Powiat jędrzejowski",2007,190
"1003",2603000,"Powiat kazimierski",2007,57
"1004",2604000,"Powiat kielecki",2007,458
"1005",2605000,"Powiat konecki",2007,557
"1006",2606000,"Powiat opatowski",2007,129
"1007",2607000,"Powiat ostrowiecki",2007,480
"1008",2608000,"Powiat pińczowski",2007,119
"1009",2609000,"Powiat sandomierski",2007,473
"1010",2610000,"Powiat skarżyski",2007,366
"1011",2611000,"Powiat starachowicki",2007,386
"1012",2612000,"Powiat staszowski",2007,284
"1013",2613000,"Powiat włoszczowski",2007,309
"1014",2661000,"Powiat m.Kielce",2007,1438
"1015",2801000,"Powiat bartoszycki",2007,327
"1016",2802000,"Powiat braniewski",2007,92
"1017",2803000,"Powiat działdowski",2007,349
"1018",2804000,"Powiat elbląski",2007,95
"1019",2805000,"Powiat ełcki",2007,282
"1020",2806000,"Powiat giżycki",2007,244
"1021",2807000,"Powiat iławski",2007,327
"1022",2808000,"Powiat kętrzyński",2007,181
"1023",2809000,"Powiat lidzbarski",2007,134
"1024",2810000,"Powiat mrągowski",2007,137
"1025",2811000,"Powiat nidzicki",2007,78
"1026",2812000,"Powiat nowomiejski",2007,121
"1027",2813000,"Powiat olecki",2007,109
"1028",2814000,"Powiat olsztyński",2007,463
"1029",2815000,"Powiat ostródzki",2007,314
"1030",2816000,"Powiat piski",2007,182
"1031",2817000,"Powiat szczycieński",2007,152
"1032",2818000,"Powiat gołdapski",2007,66
"1033",2819000,"Powiat węgorzewski",2007,89
"1034",2861000,"Powiat m.Elbląg",2007,911
"1035",2862000,"Powiat m.Olsztyn",2007,1220
"1036",3001000,"Powiat chodzieski",2007,347
"1037",3002000,"Powiat czarnkowsko-trzcianecki",2007,277
"1038",3003000,"Powiat gnieźnieński",2007,345
"1039",3004000,"Powiat gostyński",2007,272
"1040",3005000,"Powiat grodziski",2007,106
