"","Kod","Nazwa","rok","Ludnosc_wg_grup_wieku_i_plci_ogolem_ogolem_osoba"
"568",1605000,"Powiat krapkowicki",1996,73926
"569",1606000,"Powiat namysłowski",1996,44457
"570",1607000,"Powiat nyski",1996,150253
"571",1608000,"Powiat oleski",1996,72211
"572",1609000,"Powiat opolski",1996,139359
"573",1610000,"Powiat prudnicki",1996,63701
"574",1611000,"Powiat strzelecki",1996,86804
"575",1661000,"Powiat m.Opole",1996,130555
"576",1801000,"Powiat bieszczadzki",1996,50524
"577",1802000,"Powiat brzozowski",1996,65590
"578",1803000,"Powiat dębicki",1996,131808
"579",1804000,"Powiat jarosławski",1996,123042
"580",1805000,"Powiat jasielski",1996,123782
"581",1806000,"Powiat kolbuszowski",1996,59925
"582",1807000,"Powiat krośnieński",1996,107971
"583",1808000,"Powiat leżajski",1996,69037
"584",1809000,"Powiat lubaczowski",1996,58419
"585",1810000,"Powiat łańcucki",1996,76733
"586",1811000,"Powiat mielecki",1996,134414
"587",1812000,"Powiat niżański",1996,67132
"588",1813000,"Powiat przemyski",1996,71623
"589",1814000,"Powiat przeworski",1996,79763
"590",1815000,"Powiat ropczycko-sędziszowski",1996,70414
"591",1816000,"Powiat rzeszowski",1996,164238
"592",1817000,"Powiat sanocki",1996,95492
"593",1818000,"Powiat stalowowolski",1996,115064
"594",1819000,"Powiat strzyżowski",1996,62000
"595",1820000,"Powiat tarnobrzeski",1996,55368
"596",1821000,"Powiat leski",1996,NA
"597",1861000,"Powiat m.Krosno",1996,49466
"598",1862000,"Powiat m.Przemyśl",1996,69033
"599",1863000,"Powiat m.Rzeszów",1996,160837
"600",1864000,"Powiat m.Tarnobrzeg",1996,50885
"601",2001000,"Powiat augustowski",1996,60932
"602",2002000,"Powiat białostocki",1996,139075
"603",2003000,"Powiat bielski",1996,64986
"604",2004000,"Powiat grajewski",1996,51732
"605",2005000,"Powiat hajnowski",1996,54757
"606",2006000,"Powiat kolneński",1996,41686
"607",2007000,"Powiat łomżyński",1996,51716
"608",2008000,"Powiat moniecki",1996,46350
"609",2009000,"Powiat sejneński",1996,22158
"610",2010000,"Powiat siemiatycki",1996,52697
"611",2011000,"Powiat sokólski",1996,79969
"612",2012000,"Powiat suwalski",1996,35934
"613",2013000,"Powiat wysokomazowiecki",1996,63011
"614",2014000,"Powiat zambrowski",1996,46527
"615",2061000,"Powiat m.Białystok",1996,280592
"616",2062000,"Powiat m.Łomża",1996,63757
"617",2063000,"Powiat m.Suwałki",1996,67254
"618",2201000,"Powiat bytowski",1996,75728
"619",2202000,"Powiat chojnicki",1996,89856
"620",2203000,"Powiat człuchowski",1996,58578
"621",2204000,"Powiat gdański",1996,74003
"622",2205000,"Powiat kartuski",1996,96705
"623",2206000,"Powiat kościerski",1996,64548
"624",2207000,"Powiat kwidzyński",1996,82165
"625",2208000,"Powiat lęborski",1996,64742
"626",2209000,"Powiat malborski",1996,108581
"627",2210000,"Powiat nowodworski",1996,36452
"628",2211000,"Powiat pucki",1996,69485
"629",2212000,"Powiat słupski",1996,93281
"630",2213000,"Powiat starogardzki",1996,120300
"631",2214000,"Powiat tczewski",1996,112933
"632",2215000,"Powiat wejherowski",1996,165094
"633",2216000,"Powiat sztumski",1996,NA
"634",2261000,"Powiat m.Gdańsk",1996,462336
"635",2262000,"Powiat m.Gdynia",1996,251932
"636",2263000,"Powiat m.Słupsk",1996,102461
"637",2264000,"Powiat m.Sopot",1996,43360
"638",2401000,"Powiat będziński",1996,150101
"639",2402000,"Powiat bielski",1996,143677
"640",2403000,"Powiat cieszyński",1996,169109
"641",2404000,"Powiat częstochowski",1996,134039
"642",2405000,"Powiat gliwicki",1996,126757
"643",2406000,"Powiat kłobucki",1996,85976
"644",2407000,"Powiat lubliniecki",1996,80047
"645",2408000,"Powiat mikołowski",1996,92670
"646",2409000,"Powiat myszkowski",1996,73499
"647",2410000,"Powiat pszczyński",1996,101563
"648",2411000,"Powiat raciborski",1996,121519
"649",2412000,"Powiat rybnicki",1996,73912
"650",2413000,"Powiat tarnogórski",1996,126967
"651",2414000,"Powiat bieruńsko-lędziński",1996,58750
"652",2415000,"Powiat wodzisławski",1996,158481
"653",2416000,"Powiat zawierciański",1996,129859
"654",2417000,"Powiat żywiecki",1996,149498
"655",2461000,"Powiat m.Bielsko-Biała",1996,180340
"656",2462000,"Powiat m.Bytom",1996,225287
"657",2463000,"Powiat m.Chorzów",1996,123608
"658",2464000,"Powiat m.Częstochowa",1996,258886
"659",2465000,"Powiat m.Dąbrowa Górnicza",1996,131687
"660",2466000,"Powiat m.Gliwice",1996,213395
"661",2467000,"Powiat m.Jastrzębie-Zdrój",1996,103180
"662",2468000,"Powiat m.Jaworzno",1996,98064
"663",2469000,"Powiat m.Katowice",1996,350974
"664",2470000,"Powiat m.Mysłowice",1996,79643
"665",2471000,"Powiat m.Piekary Śląskie",1996,66670
"666",2472000,"Powiat m.Ruda Śląska",1996,165182
"667",2473000,"Powiat m.Rybnik",1996,144878
"668",2474000,"Powiat m.Siemianowice Śląskie",1996,77932
"669",2475000,"Powiat m.Sosnowiec",1996,246313
"670",2476000,"Powiat m.Świętochłowice",1996,59458
"671",2477000,"Powiat m.Tychy",1996,133646
"672",2478000,"Powiat m.Zabrze",1996,201122
"673",2479000,"Powiat m.Żory",1996,66224
"674",2601000,"Powiat buski",1996,77790
"675",2602000,"Powiat jędrzejowski",1996,94450
"676",2603000,"Powiat kazimierski",1996,38987
"677",2604000,"Powiat kielecki",1996,192513
"678",2605000,"Powiat konecki",1996,88943
"679",2606000,"Powiat opatowski",1996,60941
"680",2607000,"Powiat ostrowiecki",1996,122572
"681",2608000,"Powiat pińczowski",1996,44749
"682",2609000,"Powiat sandomierski",1996,86679
"683",2610000,"Powiat skarżyski",1996,82316
"684",2611000,"Powiat starachowicki",1996,100164
"685",2612000,"Powiat staszowski",1996,77959
"686",2613000,"Powiat włoszczowski",1996,48649
"687",2661000,"Powiat m.Kielce",1996,213748
"688",2801000,"Powiat bartoszycki",1996,65035
"689",2802000,"Powiat braniewski",1996,45822
"690",2803000,"Powiat działdowski",1996,66979
"691",2804000,"Powiat elbląski",1996,57955
"692",2805000,"Powiat ełcki",1996,84515
"693",2806000,"Powiat giżycki",1996,89179
"694",2807000,"Powiat iławski",1996,90006
"695",2808000,"Powiat kętrzyński",1996,72018
"696",2809000,"Powiat lidzbarski",1996,46061
"697",2810000,"Powiat mrągowski",1996,51654
"698",2811000,"Powiat nidzicki",1996,35281
"699",2812000,"Powiat nowomiejski",1996,43394
"700",2813000,"Powiat olecki",1996,59134
"701",2814000,"Powiat olsztyński",1996,112565
"702",2815000,"Powiat ostródzki",1996,108668
"703",2816000,"Powiat piski",1996,59794
"704",2817000,"Powiat szczycieński",1996,71125
"705",2818000,"Powiat gołdapski",1996,NA
"706",2819000,"Powiat węgorzewski",1996,NA
"707",2861000,"Powiat m.Elbląg",1996,128828
"708",2862000,"Powiat m.Olsztyn",1996,168711
"709",3001000,"Powiat chodzieski",1996,46835
"710",3002000,"Powiat czarnkowsko-trzcianecki",1996,87242
"711",3003000,"Powiat gnieźnieński",1996,140613
"712",3004000,"Powiat gostyński",1996,76078
"713",3005000,"Powiat grodziski",1996,48364
"714",3006000,"Powiat jarociński",1996,70506
"715",3007000,"Powiat kaliski",1996,80753
"716",3008000,"Powiat kępiński",1996,55028
"717",3009000,"Powiat kolski",1996,92122
"718",3010000,"Powiat koniński",1996,118903
"719",3011000,"Powiat kościański",1996,77891
"720",3012000,"Powiat krotoszyński",1996,77585
"721",3013000,"Powiat leszczyński",1996,47365
"722",3014000,"Powiat międzychodzki",1996,36372
"723",3015000,"Powiat nowotomyski",1996,70856
"724",3016000,"Powiat obornicki",1996,54625
"725",3017000,"Powiat ostrowski",1996,160649
"726",3018000,"Powiat ostrzeszowski",1996,54388
"727",3019000,"Powiat pilski",1996,137986
"728",3020000,"Powiat pleszewski",1996,62223
"729",3021000,"Powiat poznański",1996,243075
"730",3022000,"Powiat rawicki",1996,59298
"731",3023000,"Powiat słupecki",1996,59850
"732",3024000,"Powiat szamotulski",1996,85086
"733",3025000,"Powiat średzki",1996,54487
"734",3026000,"Powiat śremski",1996,57696
"735",3027000,"Powiat turecki",1996,85108
"736",3028000,"Powiat wągrowiecki",1996,67644
"737",3029000,"Powiat wolsztyński",1996,54484
"738",3030000,"Powiat wrzesiński",1996,73820
"739",3031000,"Powiat złotowski",1996,70143
"740",3061000,"Powiat m.Kalisz",1996,106746
"741",3062000,"Powiat m.Konin",1996,83160
"742",3063000,"Powiat m.Leszno",1996,61945
"743",3064000,"Powiat m.Poznań",1996,580831
"744",3201000,"Powiat białogardzki",1996,50222
"745",3202000,"Powiat choszczeński",1996,51263
"746",3203000,"Powiat drawski",1996,60842
"747",3204000,"Powiat goleniowski",1996,81460
"748",3205000,"Powiat gryficki",1996,75371
"749",3206000,"Powiat gryfiński",1996,83798
"750",3207000,"Powiat kamieński",1996,50082
"751",3208000,"Powiat kołobrzeski",1996,76620
"752",3209000,"Powiat koszaliński",1996,62539
"753",3210000,"Powiat myśliborski",1996,70395
"754",3211000,"Powiat policki",1996,55040
"755",3212000,"Powiat pyrzycki",1996,41173
"756",3213000,"Powiat sławieński",1996,59864
"757",3214000,"Powiat stargardzki",1996,143944
"758",3215000,"Powiat szczecinecki",1996,80327
"759",3216000,"Powiat świdwiński",1996,51841
"760",3217000,"Powiat wałecki",1996,56862
"761",3218000,"Powiat łobeski",1996,NA
"762",3261000,"Powiat m.Koszalin",1996,111912
"763",3262000,"Powiat m.Szczecin",1996,418826
"764",3263000,"Powiat m.Świnoujście",1996,43375
"765",201000,"Powiat bolesławiecki",1997,89596
"766",202000,"Powiat dzierżoniowski",1997,112857
"767",203000,"Powiat głogowski",1997,91656
"768",204000,"Powiat górowski",1997,37976
"769",205000,"Powiat jaworski",1997,54921
"770",206000,"Powiat jeleniogórski",1997,67596
"771",207000,"Powiat kamiennogórski",1997,49260
"772",208000,"Powiat kłodzki",1997,181688
"773",209000,"Powiat legnicki",1997,54465
"774",210000,"Powiat lubański",1997,60463
"775",211000,"Powiat lubiński",1997,110675
"776",212000,"Powiat lwówecki",1997,51615
"777",213000,"Powiat milicki",1997,37319
"778",214000,"Powiat oleśnicki",1997,104496
"779",215000,"Powiat oławski",1997,71819
"780",216000,"Powiat polkowicki",1997,61739
"781",217000,"Powiat strzeliński",1997,46137
"782",218000,"Powiat średzki",1997,49245
"783",219000,"Powiat świdnicki",1997,168698
"784",220000,"Powiat trzebnicki",1997,75488
"785",221000,"Powiat wałbrzyski",1997,62756
"786",222000,"Powiat wołowski",1997,49866
"787",223000,"Powiat wrocławski",1997,92842
"788",224000,"Powiat ząbkowicki",1997,73558
"789",225000,"Powiat zgorzelecki",1997,101258
"790",226000,"Powiat złotoryjski",1997,47794
"791",261000,"Powiat m.Jelenia Góra",1997,93400
"792",262000,"Powiat m.Legnica",1997,108970
"793",263000,"Powiat m.Wałbrzych do 2002",1997,137829
"794",264000,"Powiat m.Wrocław",1997,639399
"795",265000,"Powiat m.Wałbrzych od 2013",1997,NA
"796",401000,"Powiat aleksandrowski",1997,56762
"797",402000,"Powiat brodnicki",1997,75495
"798",403000,"Powiat bydgoski",1997,83845
"799",404000,"Powiat chełmiński",1997,53291
"800",405000,"Powiat golubsko-dobrzyński",1997,45446
"801",406000,"Powiat grudziądzki",1997,39137
"802",407000,"Powiat inowrocławski",1997,169587
"803",408000,"Powiat lipnowski",1997,68764
"804",409000,"Powiat mogileński",1997,47487
"805",410000,"Powiat nakielski",1997,84736
"806",411000,"Powiat radziejowski",1997,44443
"807",412000,"Powiat rypiński",1997,45775
"808",413000,"Powiat sępoleński",1997,41872
"809",414000,"Powiat świecki",1997,99698
"810",415000,"Powiat toruński",1997,80779
"811",416000,"Powiat tucholski",1997,47697
"812",417000,"Powiat wąbrzeski",1997,35908
"813",418000,"Powiat włocławski",1997,87501
"814",419000,"Powiat żniński",1997,71555
"815",461000,"Powiat m.Bydgoszcz",1997,386268
"816",462000,"Powiat m.Grudziądz",1997,102829
"817",463000,"Powiat m.Toruń",1997,205840
"818",464000,"Powiat m.Włocławek",1997,123303
"819",601000,"Powiat bialski",1997,118360
"820",602000,"Powiat biłgorajski",1997,106223
"821",603000,"Powiat chełmski",1997,77008
"822",604000,"Powiat hrubieszowski",1997,75767
"823",605000,"Powiat janowski",1997,50376
"824",606000,"Powiat krasnostawski",1997,82270
"825",607000,"Powiat kraśnicki",1997,103696
"826",608000,"Powiat lubartowski",1997,93225
"827",609000,"Powiat lubelski",1997,134585
"828",610000,"Powiat łęczyński",1997,57492
"829",611000,"Powiat łukowski",1997,111192
"830",612000,"Powiat opolski",1997,66048
"831",613000,"Powiat parczewski",1997,39159
"832",614000,"Powiat puławski",1997,123332
"833",615000,"Powiat radzyński",1997,64171
"834",616000,"Powiat rycki",1997,63609
"835",617000,"Powiat świdnicki",1997,73702
"836",618000,"Powiat tomaszowski",1997,93597
"837",619000,"Powiat włodawski",1997,43054
"838",620000,"Powiat zamojski",1997,113541
"839",661000,"Powiat m.Biała Podlaska",1997,57607
"840",662000,"Powiat m.Chełm",1997,70292
"841",663000,"Powiat m.Lublin",1997,356010
"842",664000,"Powiat m.Zamość",1997,67636
"843",801000,"Powiat gorzowski",1997,62323
"844",802000,"Powiat krośnieński",1997,60190
"845",803000,"Powiat międzyrzecki",1997,60966
"846",804000,"Powiat nowosolski",1997,127444
"847",805000,"Powiat słubicki",1997,47195
"848",806000,"Powiat strzelecko-drezdenecki",1997,51401
"849",807000,"Powiat sulęciński",1997,35847
"850",808000,"Powiat świebodziński",1997,57555
"851",809000,"Powiat zielonogórski",1997,85681
"852",810000,"Powiat żagański",1997,85740
"853",811000,"Powiat żarski",1997,102417
"854",812000,"Powiat wschowski",1997,NA
"855",861000,"Powiat m.Gorzów Wielkopolski",1997,125736
"856",862000,"Powiat m.Zielona Góra",1997,117850
"857",1001000,"Powiat bełchatowski",1997,110683
"858",1002000,"Powiat kutnowski",1997,112362
"859",1003000,"Powiat łaski",1997,52784
"860",1004000,"Powiat łęczycki",1997,57883
"861",1005000,"Powiat łowicki",1997,86902
"862",1006000,"Powiat łódzki wschodni",1997,92301
"863",1007000,"Powiat opoczyński",1997,80753
"864",1008000,"Powiat pabianicki",1997,121508
"865",1009000,"Powiat pajęczański",1997,55528
"866",1010000,"Powiat piotrkowski",1997,92822
"867",1011000,"Powiat poddębicki",1997,45149
"868",1012000,"Powiat radomszczański",1997,123548
"869",1013000,"Powiat rawski",1997,51788
"870",1014000,"Powiat sieradzki",1997,125720
"871",1015000,"Powiat skierniewicki",1997,39406
"872",1016000,"Powiat tomaszowski",1997,125895
"873",1017000,"Powiat wieluński",1997,81774
"874",1018000,"Powiat wieruszowski",1997,42761
"875",1019000,"Powiat zduńskowolski",1997,69217
"876",1020000,"Powiat zgierski",1997,161742
"877",1021000,"Powiat brzeziński",1997,NA
"878",1061000,"Powiat m.Łódź",1997,812317
"879",1062000,"Powiat m.Piotrków Trybunalski",1997,81456
"880",1063000,"Powiat m.Skierniewice",1997,48524
"881",1201000,"Powiat bocheński",1997,97185
"882",1202000,"Powiat brzeski",1997,88732
"883",1203000,"Powiat chrzanowski",1997,131496
"884",1204000,"Powiat dąbrowski",1997,58673
"885",1205000,"Powiat gorlicki",1997,107845
"886",1206000,"Powiat krakowski",1997,232998
"887",1207000,"Powiat limanowski",1997,116218
"888",1208000,"Powiat miechowski",1997,53362
"889",1209000,"Powiat myślenicki",1997,110948
"890",1210000,"Powiat nowosądecki",1997,188158
"891",1211000,"Powiat nowotarski",1997,176357
"892",1212000,"Powiat olkuski",1997,124420
"893",1213000,"Powiat oświęcimski",1997,154178
"894",1214000,"Powiat proszowicki",1997,44885
"895",1215000,"Powiat suski",1997,80394
"896",1216000,"Powiat tarnowski",1997,177957
"897",1217000,"Powiat tatrzański",1997,65558
"898",1218000,"Powiat wadowicki",1997,153106
"899",1219000,"Powiat wielicki",1997,98599
"900",1261000,"Powiat m.Kraków",1997,740537
"901",1262000,"Powiat m.Nowy Sącz",1997,83290
"902",1263000,"Powiat m.Tarnów",1997,121734
"903",1401000,"Powiat białobrzeski",1997,34297
"904",1402000,"Powiat ciechanowski",1997,93944
"905",1403000,"Powiat garwoliński",1997,107999
"906",1404000,"Powiat gostyniński",1997,49436
"907",1405000,"Powiat grodziski",1997,70949
"908",1406000,"Powiat grójecki",1997,108906
"909",1407000,"Powiat kozienicki",1997,66633
"910",1408000,"Powiat legionowski",1997,85983
"911",1409000,"Powiat lipski",1997,41403
"912",1410000,"Powiat łosicki",1997,35449
"913",1411000,"Powiat makowski",1997,50148
"914",1412000,"Powiat miński",1997,149433
"915",1413000,"Powiat mławski",1997,75922
"916",1414000,"Powiat nowodworski",1997,74278
"917",1415000,"Powiat ostrołęcki",1997,83792
"918",1416000,"Powiat ostrowski",1997,79015
"919",1417000,"Powiat otwocki",1997,111605
"920",1418000,"Powiat piaseczyński",1997,103860
"921",1419000,"Powiat płocki",1997,106871
"922",1420000,"Powiat płoński",1997,91149
"923",1421000,"Powiat pruszkowski",1997,133888
"924",1422000,"Powiat przasnyski",1997,55437
"925",1423000,"Powiat przysuski",1997,47667
"926",1424000,"Powiat pułtuski",1997,51652
"927",1425000,"Powiat radomski",1997,141630
"928",1426000,"Powiat siedlecki",1997,82020
"929",1427000,"Powiat sierpecki",1997,56428
"930",1428000,"Powiat sochaczewski",1997,84866
"931",1429000,"Powiat sokołowski",1997,61454
"932",1430000,"Powiat szydłowiecki",1997,45658
"933",1431000,"Powiat warszawski",1997,1624843
"934",1432000,"Powiat warszawski zachodni",1997,85566
"935",1433000,"Powiat węgrowski",1997,71615
"936",1434000,"Powiat wołomiński",1997,178674
"937",1435000,"Powiat wyszkowski",1997,71400
"938",1436000,"Powiat zwoleński",1997,38780
"939",1437000,"Powiat żuromiński",1997,42280
"940",1438000,"Powiat żyrardowski",1997,76465
"941",1461000,"Powiat m.Ostrołęka",1997,54981
"942",1462000,"Powiat m.Płock",1997,130596
"943",1463000,"Powiat m.Radom",1997,232636
"944",1464000,"Powiat m.Siedlce",1997,75342
"945",1465000,"Powiat m. st. Warszawa",1997,NA
"946",1601000,"Powiat brzeski",1997,93930
"947",1602000,"Powiat głubczycki",1997,53716
"948",1603000,"Powiat kędzierzyńsko-kozielski",1997,110569
"949",1604000,"Powiat kluczborski",1997,72700
"950",1605000,"Powiat krapkowicki",1997,73663
"951",1606000,"Powiat namysłowski",1997,44477
"952",1607000,"Powiat nyski",1997,150224
"953",1608000,"Powiat oleski",1997,71815
"954",1609000,"Powiat opolski",1997,139515
"955",1610000,"Powiat prudnicki",1997,63449
"956",1611000,"Powiat strzelecki",1997,86900
"957",1661000,"Powiat m.Opole",1997,130119
"958",1801000,"Powiat bieszczadzki",1997,50601
"959",1802000,"Powiat brzozowski",1997,65649
"960",1803000,"Powiat dębicki",1997,132181
"961",1804000,"Powiat jarosławski",1997,123171
"962",1805000,"Powiat jasielski",1997,124042
"963",1806000,"Powiat kolbuszowski",1997,60174
"964",1807000,"Powiat krośnieński",1997,108484
"965",1808000,"Powiat leżajski",1997,69422
"966",1809000,"Powiat lubaczowski",1997,58501
"967",1810000,"Powiat łańcucki",1997,77087
"968",1811000,"Powiat mielecki",1997,134657
"969",1812000,"Powiat niżański",1997,67342
"970",1813000,"Powiat przemyski",1997,71982
"971",1814000,"Powiat przeworski",1997,79784
"972",1815000,"Powiat ropczycko-sędziszowski",1997,70630
"973",1816000,"Powiat rzeszowski",1997,165202
"974",1817000,"Powiat sanocki",1997,95740
"975",1818000,"Powiat stalowowolski",1997,115044
"976",1819000,"Powiat strzyżowski",1997,62115
"977",1820000,"Powiat tarnobrzeski",1997,55402
"978",1821000,"Powiat leski",1997,NA
"979",1861000,"Powiat m.Krosno",1997,49375
"980",1862000,"Powiat m.Przemyśl",1997,68582
"981",1863000,"Powiat m.Rzeszów",1997,161267
"982",1864000,"Powiat m.Tarnobrzeg",1997,50907
"983",2001000,"Powiat augustowski",1997,60959
"984",2002000,"Powiat białostocki",1997,139484
"985",2003000,"Powiat bielski",1997,64466
"986",2004000,"Powiat grajewski",1997,51771
"987",2005000,"Powiat hajnowski",1997,54318
"988",2006000,"Powiat kolneński",1997,41532
"989",2007000,"Powiat łomżyński",1997,51583
