"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_od_80_m2_szt"
"28307",1608000,"Powiat oleski",2019,NA
"28308",1609000,"Powiat opolski",2019,NA
"28309",1610000,"Powiat prudnicki",2019,NA
"28310",1611000,"Powiat strzelecki",2019,NA
"28311",1661000,"Powiat m.Opole",2019,NA
"28312",1801000,"Powiat bieszczadzki",2019,NA
"28313",1802000,"Powiat brzozowski",2019,NA
"28314",1803000,"Powiat dębicki",2019,NA
"28315",1804000,"Powiat jarosławski",2019,NA
"28316",1805000,"Powiat jasielski",2019,NA
"28317",1806000,"Powiat kolbuszowski",2019,NA
"28318",1807000,"Powiat krośnieński",2019,NA
"28319",1808000,"Powiat leżajski",2019,NA
"28320",1809000,"Powiat lubaczowski",2019,NA
"28321",1810000,"Powiat łańcucki",2019,NA
"28322",1811000,"Powiat mielecki",2019,NA
"28323",1812000,"Powiat niżański",2019,NA
"28324",1813000,"Powiat przemyski",2019,NA
"28325",1814000,"Powiat przeworski",2019,NA
"28326",1815000,"Powiat ropczycko-sędziszowski",2019,NA
"28327",1816000,"Powiat rzeszowski",2019,NA
"28328",1817000,"Powiat sanocki",2019,NA
"28329",1818000,"Powiat stalowowolski",2019,NA
"28330",1819000,"Powiat strzyżowski",2019,NA
"28331",1820000,"Powiat tarnobrzeski",2019,NA
"28332",1821000,"Powiat leski",2019,NA
"28333",1861000,"Powiat m.Krosno",2019,NA
"28334",1862000,"Powiat m.Przemyśl",2019,NA
"28335",1863000,"Powiat m.Rzeszów",2019,NA
"28336",1864000,"Powiat m.Tarnobrzeg",2019,NA
"28337",2001000,"Powiat augustowski",2019,NA
"28338",2002000,"Powiat białostocki",2019,NA
"28339",2003000,"Powiat bielski",2019,NA
"28340",2004000,"Powiat grajewski",2019,NA
"28341",2005000,"Powiat hajnowski",2019,NA
"28342",2006000,"Powiat kolneński",2019,NA
"28343",2007000,"Powiat łomżyński",2019,NA
"28344",2008000,"Powiat moniecki",2019,NA
"28345",2009000,"Powiat sejneński",2019,NA
"28346",2010000,"Powiat siemiatycki",2019,NA
"28347",2011000,"Powiat sokólski",2019,NA
"28348",2012000,"Powiat suwalski",2019,NA
"28349",2013000,"Powiat wysokomazowiecki",2019,NA
"28350",2014000,"Powiat zambrowski",2019,NA
"28351",2061000,"Powiat m.Białystok",2019,NA
"28352",2062000,"Powiat m.Łomża",2019,NA
"28353",2063000,"Powiat m.Suwałki",2019,NA
"28354",2201000,"Powiat bytowski",2019,NA
"28355",2202000,"Powiat chojnicki",2019,NA
"28356",2203000,"Powiat człuchowski",2019,NA
"28357",2204000,"Powiat gdański",2019,NA
"28358",2205000,"Powiat kartuski",2019,NA
"28359",2206000,"Powiat kościerski",2019,NA
"28360",2207000,"Powiat kwidzyński",2019,NA
"28361",2208000,"Powiat lęborski",2019,NA
"28362",2209000,"Powiat malborski",2019,NA
"28363",2210000,"Powiat nowodworski",2019,NA
"28364",2211000,"Powiat pucki",2019,NA
"28365",2212000,"Powiat słupski",2019,NA
"28366",2213000,"Powiat starogardzki",2019,NA
"28367",2214000,"Powiat tczewski",2019,NA
"28368",2215000,"Powiat wejherowski",2019,NA
"28369",2216000,"Powiat sztumski",2019,NA
"28370",2261000,"Powiat m.Gdańsk",2019,NA
"28371",2262000,"Powiat m.Gdynia",2019,NA
"28372",2263000,"Powiat m.Słupsk",2019,NA
"28373",2264000,"Powiat m.Sopot",2019,NA
"28374",2401000,"Powiat będziński",2019,NA
"28375",2402000,"Powiat bielski",2019,NA
"28376",2403000,"Powiat cieszyński",2019,NA
"28377",2404000,"Powiat częstochowski",2019,NA
"28378",2405000,"Powiat gliwicki",2019,NA
"28379",2406000,"Powiat kłobucki",2019,NA
"28380",2407000,"Powiat lubliniecki",2019,NA
"28381",2408000,"Powiat mikołowski",2019,NA
"28382",2409000,"Powiat myszkowski",2019,NA
"28383",2410000,"Powiat pszczyński",2019,NA
"28384",2411000,"Powiat raciborski",2019,NA
"28385",2412000,"Powiat rybnicki",2019,NA
"28386",2413000,"Powiat tarnogórski",2019,NA
"28387",2414000,"Powiat bieruńsko-lędziński",2019,NA
"28388",2415000,"Powiat wodzisławski",2019,NA
"28389",2416000,"Powiat zawierciański",2019,NA
"28390",2417000,"Powiat żywiecki",2019,NA
"28391",2461000,"Powiat m.Bielsko-Biała",2019,NA
"28392",2462000,"Powiat m.Bytom",2019,NA
"28393",2463000,"Powiat m.Chorzów",2019,NA
"28394",2464000,"Powiat m.Częstochowa",2019,NA
"28395",2465000,"Powiat m.Dąbrowa Górnicza",2019,NA
"28396",2466000,"Powiat m.Gliwice",2019,NA
"28397",2467000,"Powiat m.Jastrzębie-Zdrój",2019,NA
"28398",2468000,"Powiat m.Jaworzno",2019,NA
"28399",2469000,"Powiat m.Katowice",2019,NA
"28400",2470000,"Powiat m.Mysłowice",2019,NA
"28401",2471000,"Powiat m.Piekary Śląskie",2019,NA
"28402",2472000,"Powiat m.Ruda Śląska",2019,NA
"28403",2473000,"Powiat m.Rybnik",2019,NA
"28404",2474000,"Powiat m.Siemianowice Śląskie",2019,NA
"28405",2475000,"Powiat m.Sosnowiec",2019,NA
"28406",2476000,"Powiat m.Świętochłowice",2019,NA
"28407",2477000,"Powiat m.Tychy",2019,NA
"28408",2478000,"Powiat m.Zabrze",2019,NA
"28409",2479000,"Powiat m.Żory",2019,NA
"28410",2601000,"Powiat buski",2019,NA
"28411",2602000,"Powiat jędrzejowski",2019,NA
"28412",2603000,"Powiat kazimierski",2019,NA
"28413",2604000,"Powiat kielecki",2019,NA
"28414",2605000,"Powiat konecki",2019,NA
"28415",2606000,"Powiat opatowski",2019,NA
"28416",2607000,"Powiat ostrowiecki",2019,NA
"28417",2608000,"Powiat pińczowski",2019,NA
"28418",2609000,"Powiat sandomierski",2019,NA
"28419",2610000,"Powiat skarżyski",2019,NA
"28420",2611000,"Powiat starachowicki",2019,NA
"28421",2612000,"Powiat staszowski",2019,NA
"28422",2613000,"Powiat włoszczowski",2019,NA
"28423",2661000,"Powiat m.Kielce",2019,NA
"28424",2801000,"Powiat bartoszycki",2019,NA
"28425",2802000,"Powiat braniewski",2019,NA
"28426",2803000,"Powiat działdowski",2019,NA
"28427",2804000,"Powiat elbląski",2019,NA
"28428",2805000,"Powiat ełcki",2019,NA
"28429",2806000,"Powiat giżycki",2019,NA
"28430",2807000,"Powiat iławski",2019,NA
"28431",2808000,"Powiat kętrzyński",2019,NA
"28432",2809000,"Powiat lidzbarski",2019,NA
"28433",2810000,"Powiat mrągowski",2019,NA
"28434",2811000,"Powiat nidzicki",2019,NA
"28435",2812000,"Powiat nowomiejski",2019,NA
"28436",2813000,"Powiat olecki",2019,NA
"28437",2814000,"Powiat olsztyński",2019,NA
"28438",2815000,"Powiat ostródzki",2019,NA
"28439",2816000,"Powiat piski",2019,NA
"28440",2817000,"Powiat szczycieński",2019,NA
"28441",2818000,"Powiat gołdapski",2019,NA
"28442",2819000,"Powiat węgorzewski",2019,NA
"28443",2861000,"Powiat m.Elbląg",2019,NA
"28444",2862000,"Powiat m.Olsztyn",2019,NA
"28445",3001000,"Powiat chodzieski",2019,NA
"28446",3002000,"Powiat czarnkowsko-trzcianecki",2019,NA
"28447",3003000,"Powiat gnieźnieński",2019,NA
"28448",3004000,"Powiat gostyński",2019,NA
"28449",3005000,"Powiat grodziski",2019,NA
"28450",3006000,"Powiat jarociński",2019,NA
"28451",3007000,"Powiat kaliski",2019,NA
"28452",3008000,"Powiat kępiński",2019,NA
"28453",3009000,"Powiat kolski",2019,NA
"28454",3010000,"Powiat koniński",2019,NA
"28455",3011000,"Powiat kościański",2019,NA
"28456",3012000,"Powiat krotoszyński",2019,NA
"28457",3013000,"Powiat leszczyński",2019,NA
"28458",3014000,"Powiat międzychodzki",2019,NA
"28459",3015000,"Powiat nowotomyski",2019,NA
"28460",3016000,"Powiat obornicki",2019,NA
"28461",3017000,"Powiat ostrowski",2019,NA
"28462",3018000,"Powiat ostrzeszowski",2019,NA
"28463",3019000,"Powiat pilski",2019,NA
"28464",3020000,"Powiat pleszewski",2019,NA
"28465",3021000,"Powiat poznański",2019,NA
"28466",3022000,"Powiat rawicki",2019,NA
"28467",3023000,"Powiat słupecki",2019,NA
"28468",3024000,"Powiat szamotulski",2019,NA
"28469",3025000,"Powiat średzki",2019,NA
"28470",3026000,"Powiat śremski",2019,NA
"28471",3027000,"Powiat turecki",2019,NA
"28472",3028000,"Powiat wągrowiecki",2019,NA
"28473",3029000,"Powiat wolsztyński",2019,NA
"28474",3030000,"Powiat wrzesiński",2019,NA
"28475",3031000,"Powiat złotowski",2019,NA
"28476",3061000,"Powiat m.Kalisz",2019,NA
"28477",3062000,"Powiat m.Konin",2019,NA
"28478",3063000,"Powiat m.Leszno",2019,NA
"28479",3064000,"Powiat m.Poznań",2019,NA
"28480",3201000,"Powiat białogardzki",2019,NA
"28481",3202000,"Powiat choszczeński",2019,NA
"28482",3203000,"Powiat drawski",2019,NA
"28483",3204000,"Powiat goleniowski",2019,NA
"28484",3205000,"Powiat gryficki",2019,NA
"28485",3206000,"Powiat gryfiński",2019,NA
"28486",3207000,"Powiat kamieński",2019,NA
"28487",3208000,"Powiat kołobrzeski",2019,NA
"28488",3209000,"Powiat koszaliński",2019,NA
"28489",3210000,"Powiat myśliborski",2019,NA
"28490",3211000,"Powiat policki",2019,NA
"28491",3212000,"Powiat pyrzycki",2019,NA
"28492",3213000,"Powiat sławieński",2019,NA
"28493",3214000,"Powiat stargardzki",2019,NA
"28494",3215000,"Powiat szczecinecki",2019,NA
"28495",3216000,"Powiat świdwiński",2019,NA
"28496",3217000,"Powiat wałecki",2019,NA
"28497",3218000,"Powiat łobeski",2019,NA
"28498",3261000,"Powiat m.Koszalin",2019,NA
"28499",3262000,"Powiat m.Szczecin",2019,NA
"28500",3263000,"Powiat m.Świnoujście",2019,NA
