"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_produkcyjnym_proc"
"7391",1414000,"Powiat nowodworski",2003,63.1
"7392",1415000,"Powiat ostrołęcki",2003,56.2
"7393",1416000,"Powiat ostrowski",2003,58.3
"7394",1417000,"Powiat otwocki",2003,62.2
"7395",1418000,"Powiat piaseczyński",2003,64.6
"7396",1419000,"Powiat płocki",2003,59.3
"7397",1420000,"Powiat płoński",2003,60.3
"7398",1421000,"Powiat pruszkowski",2003,64.7
"7399",1422000,"Powiat przasnyski",2003,58.1
"7400",1423000,"Powiat przysuski",2003,56.2
"7401",1424000,"Powiat pułtuski",2003,59.8
"7402",1425000,"Powiat radomski",2003,59.6
"7403",1426000,"Powiat siedlecki",2003,56.3
"7404",1427000,"Powiat sierpecki",2003,58.5
"7405",1428000,"Powiat sochaczewski",2003,61.8
"7406",1429000,"Powiat sokołowski",2003,57.2
"7407",1430000,"Powiat szydłowiecki",2003,59.4
"7408",1432000,"Powiat warszawski zachodni",2003,64
"7409",1433000,"Powiat węgrowski",2003,58.1
"7410",1434000,"Powiat wołomiński",2003,62.9
"7411",1435000,"Powiat wyszkowski",2003,60.2
"7412",1436000,"Powiat zwoleński",2003,57.6
"7413",1437000,"Powiat żuromiński",2003,57.2
"7414",1438000,"Powiat żyrardowski",2003,62.9
"7415",1461000,"Powiat m.Ostrołęka",2003,65.9
"7416",1462000,"Powiat m.Płock",2003,67
"7417",1463000,"Powiat m.Radom",2003,64.3
"7418",1464000,"Powiat m.Siedlce",2003,66.2
"7419",1465000,"Powiat m. st. Warszawa",2003,65.3
"7420",1601000,"Powiat brzeski",2003,62.8
"7421",1602000,"Powiat głubczycki",2003,61.6
"7422",1603000,"Powiat kędzierzyńsko-kozielski",2003,63.4
"7423",1604000,"Powiat kluczborski",2003,62.5
"7424",1605000,"Powiat krapkowicki",2003,64.2
"7425",1606000,"Powiat namysłowski",2003,62.9
"7426",1607000,"Powiat nyski",2003,63.2
"7427",1608000,"Powiat oleski",2003,62.1
"7428",1609000,"Powiat opolski",2003,63.9
"7429",1610000,"Powiat prudnicki",2003,60.9
"7430",1611000,"Powiat strzelecki",2003,62.8
"7431",1661000,"Powiat m.Opole",2003,67.7
"7432",1801000,"Powiat bieszczadzki",2003,62
"7433",1802000,"Powiat brzozowski",2003,58
"7434",1803000,"Powiat dębicki",2003,60.5
"7435",1804000,"Powiat jarosławski",2003,60.1
"7436",1805000,"Powiat jasielski",2003,60
"7437",1806000,"Powiat kolbuszowski",2003,58.9
"7438",1807000,"Powiat krośnieński",2003,59.2
"7439",1808000,"Powiat leżajski",2003,59.7
"7440",1809000,"Powiat lubaczowski",2003,58.9
"7441",1810000,"Powiat łańcucki",2003,58.8
"7442",1811000,"Powiat mielecki",2003,60.4
"7443",1812000,"Powiat niżański",2003,59.2
"7444",1813000,"Powiat przemyski",2003,57.8
"7445",1814000,"Powiat przeworski",2003,58.3
"7446",1815000,"Powiat ropczycko-sędziszowski",2003,59.4
"7447",1816000,"Powiat rzeszowski",2003,58.8
"7448",1817000,"Powiat sanocki",2003,61.9
"7449",1818000,"Powiat stalowowolski",2003,63.2
"7450",1819000,"Powiat strzyżowski",2003,58.5
"7451",1820000,"Powiat tarnobrzeski",2003,61.1
"7452",1821000,"Powiat leski",2003,61.4
"7453",1861000,"Powiat m.Krosno",2003,65.1
"7454",1862000,"Powiat m.Przemyśl",2003,63.2
"7455",1863000,"Powiat m.Rzeszów",2003,66.6
"7456",1864000,"Powiat m.Tarnobrzeg",2003,65.7
"7457",2001000,"Powiat augustowski",2003,58.5
"7458",2002000,"Powiat białostocki",2003,59.7
"7459",2003000,"Powiat bielski",2003,56
"7460",2004000,"Powiat grajewski",2003,60.2
"7461",2005000,"Powiat hajnowski",2003,57.6
"7462",2006000,"Powiat kolneński",2003,57.3
"7463",2007000,"Powiat łomżyński",2003,55.7
"7464",2008000,"Powiat moniecki",2003,56.6
"7465",2009000,"Powiat sejneński",2003,58
"7466",2010000,"Powiat siemiatycki",2003,56.1
"7467",2011000,"Powiat sokólski",2003,57.6
"7468",2012000,"Powiat suwalski",2003,55
"7469",2013000,"Powiat wysokomazowiecki",2003,56.3
"7470",2014000,"Powiat zambrowski",2003,59.5
"7471",2061000,"Powiat m.Białystok",2003,65.8
"7472",2062000,"Powiat m.Łomża",2003,64.7
"7473",2063000,"Powiat m.Suwałki",2003,63.2
"7474",2201000,"Powiat bytowski",2003,61.4
"7475",2202000,"Powiat chojnicki",2003,61
"7476",2203000,"Powiat człuchowski",2003,62.5
"7477",2204000,"Powiat gdański",2003,63.8
"7478",2205000,"Powiat kartuski",2003,58.9
"7479",2206000,"Powiat kościerski",2003,60.5
"7480",2207000,"Powiat kwidzyński",2003,63.1
"7481",2208000,"Powiat lęborski",2003,62.2
"7482",2209000,"Powiat malborski",2003,63.1
"7483",2210000,"Powiat nowodworski",2003,62
"7484",2211000,"Powiat pucki",2003,62.3
"7485",2212000,"Powiat słupski",2003,63
"7486",2213000,"Powiat starogardzki",2003,61.2
"7487",2214000,"Powiat tczewski",2003,63
"7488",2215000,"Powiat wejherowski",2003,62.3
"7489",2216000,"Powiat sztumski",2003,62.4
"7490",2261000,"Powiat m.Gdańsk",2003,65.8
"7491",2262000,"Powiat m.Gdynia",2003,65.3
"7492",2263000,"Powiat m.Słupsk",2003,66
"7493",2264000,"Powiat m.Sopot",2003,63.5
"7494",2401000,"Powiat będziński",2003,65.4
"7495",2402000,"Powiat bielski",2003,62.3
"7496",2403000,"Powiat cieszyński",2003,62.7
"7497",2404000,"Powiat częstochowski",2003,61
"7498",2405000,"Powiat gliwicki",2003,64.2
"7499",2406000,"Powiat kłobucki",2003,61
"7500",2407000,"Powiat lubliniecki",2003,62.5
"7501",2408000,"Powiat mikołowski",2003,64
"7502",2409000,"Powiat myszkowski",2003,62.7
"7503",2410000,"Powiat pszczyński",2003,62.9
"7504",2411000,"Powiat raciborski",2003,63.5
"7505",2412000,"Powiat rybnicki",2003,62.5
"7506",2413000,"Powiat tarnogórski",2003,64.3
"7507",2414000,"Powiat bieruńsko-lędziński",2003,63.4
"7508",2415000,"Powiat wodzisławski",2003,63
"7509",2416000,"Powiat zawierciański",2003,63.2
"7510",2417000,"Powiat żywiecki",2003,60.3
"7511",2461000,"Powiat m.Bielsko-Biała",2003,65.2
"7512",2462000,"Powiat m.Bytom",2003,64.9
"7513",2463000,"Powiat m.Chorzów",2003,63.5
"7514",2464000,"Powiat m.Częstochowa",2003,65.2
"7515",2465000,"Powiat m.Dąbrowa Górnicza",2003,68.6
"7516",2466000,"Powiat m.Gliwice",2003,66.3
"7517",2467000,"Powiat m.Jastrzębie-Zdrój",2003,67.1
"7518",2468000,"Powiat m.Jaworzno",2003,64.5
"7519",2469000,"Powiat m.Katowice",2003,64.8
"7520",2470000,"Powiat m.Mysłowice",2003,65.5
"7521",2471000,"Powiat m.Piekary Śląskie",2003,64.7
"7522",2472000,"Powiat m.Ruda Śląska",2003,65.3
"7523",2473000,"Powiat m.Rybnik",2003,65.4
"7524",2474000,"Powiat m.Siemianowice Śląskie",2003,66.1
"7525",2475000,"Powiat m.Sosnowiec",2003,68.3
"7526",2476000,"Powiat m.Świętochłowice",2003,65.9
"7527",2477000,"Powiat m.Tychy",2003,68.5
"7528",2478000,"Powiat m.Zabrze",2003,65.1
"7529",2479000,"Powiat m.Żory",2003,72
"7530",2601000,"Powiat buski",2003,59.3
"7531",2602000,"Powiat jędrzejowski",2003,60.4
"7532",2603000,"Powiat kazimierski",2003,58.3
"7533",2604000,"Powiat kielecki",2003,59.8
"7534",2605000,"Powiat konecki",2003,60.9
"7535",2606000,"Powiat opatowski",2003,58.6
"7536",2607000,"Powiat ostrowiecki",2003,62.7
"7537",2608000,"Powiat pińczowski",2003,58.7
"7538",2609000,"Powiat sandomierski",2003,59.7
"7539",2610000,"Powiat skarżyski",2003,62.2
"7540",2611000,"Powiat starachowicki",2003,60.7
"7541",2612000,"Powiat staszowski",2003,59.8
"7542",2613000,"Powiat włoszczowski",2003,59
"7543",2661000,"Powiat m.Kielce",2003,66.9
"7544",2801000,"Powiat bartoszycki",2003,62.2
"7545",2802000,"Powiat braniewski",2003,61.6
"7546",2803000,"Powiat działdowski",2003,61
"7547",2804000,"Powiat elbląski",2003,60.5
"7548",2805000,"Powiat ełcki",2003,62
"7549",2806000,"Powiat giżycki",2003,62.3
"7550",2807000,"Powiat iławski",2003,61.9
"7551",2808000,"Powiat kętrzyński",2003,62.2
"7552",2809000,"Powiat lidzbarski",2003,61.4
"7553",2810000,"Powiat mrągowski",2003,63
"7554",2811000,"Powiat nidzicki",2003,61.2
"7555",2812000,"Powiat nowomiejski",2003,59.4
"7556",2813000,"Powiat olecki",2003,59.6
"7557",2814000,"Powiat olsztyński",2003,63.3
"7558",2815000,"Powiat ostródzki",2003,62.3
"7559",2816000,"Powiat piski",2003,60.3
"7560",2817000,"Powiat szczycieński",2003,61.7
"7561",2818000,"Powiat gołdapski",2003,60.3
"7562",2819000,"Powiat węgorzewski",2003,62
"7563",2861000,"Powiat m.Elbląg",2003,65.2
"7564",2862000,"Powiat m.Olsztyn",2003,67.6
"7565",3001000,"Powiat chodzieski",2003,63.6
"7566",3002000,"Powiat czarnkowsko-trzcianecki",2003,62.4
"7567",3003000,"Powiat gnieźnieński",2003,63.8
"7568",3004000,"Powiat gostyński",2003,60.9
"7569",3005000,"Powiat grodziski",2003,61.1
"7570",3006000,"Powiat jarociński",2003,61.8
"7571",3007000,"Powiat kaliski",2003,59.9
"7572",3008000,"Powiat kępiński",2003,61.9
"7573",3009000,"Powiat kolski",2003,61.2
"7574",3010000,"Powiat koniński",2003,60
"7575",3011000,"Powiat kościański",2003,62.2
"7576",3012000,"Powiat krotoszyński",2003,61.2
"7577",3013000,"Powiat leszczyński",2003,61.4
"7578",3014000,"Powiat międzychodzki",2003,62.9
"7579",3015000,"Powiat nowotomyski",2003,62.7
"7580",3016000,"Powiat obornicki",2003,63.9
"7581",3017000,"Powiat ostrowski",2003,62.4
"7582",3018000,"Powiat ostrzeszowski",2003,61.3
"7583",3019000,"Powiat pilski",2003,63.9
"7584",3020000,"Powiat pleszewski",2003,62.1
"7585",3021000,"Powiat poznański",2003,64.8
"7586",3022000,"Powiat rawicki",2003,62.2
"7587",3023000,"Powiat słupecki",2003,61.6
"7588",3024000,"Powiat szamotulski",2003,63.3
"7589",3025000,"Powiat średzki",2003,63
"7590",3026000,"Powiat śremski",2003,63.5
"7591",3027000,"Powiat turecki",2003,60.8
"7592",3028000,"Powiat wągrowiecki",2003,61.9
"7593",3029000,"Powiat wolsztyński",2003,62.2
"7594",3030000,"Powiat wrzesiński",2003,63.2
"7595",3031000,"Powiat złotowski",2003,61.9
"7596",3061000,"Powiat m.Kalisz",2003,64.7
"7597",3062000,"Powiat m.Konin",2003,66.4
"7598",3063000,"Powiat m.Leszno",2003,65.7
"7599",3064000,"Powiat m.Poznań",2003,66.9
"7600",3201000,"Powiat białogardzki",2003,62.4
"7601",3202000,"Powiat choszczeński",2003,62.3
"7602",3203000,"Powiat drawski",2003,62.8
"7603",3204000,"Powiat goleniowski",2003,64
"7604",3205000,"Powiat gryficki",2003,63.1
"7605",3206000,"Powiat gryfiński",2003,64
"7606",3207000,"Powiat kamieński",2003,64.4
"7607",3208000,"Powiat kołobrzeski",2003,64.6
"7608",3209000,"Powiat koszaliński",2003,62.9
"7609",3210000,"Powiat myśliborski",2003,63.5
"7610",3211000,"Powiat policki",2003,67.8
"7611",3212000,"Powiat pyrzycki",2003,62.9
"7612",3213000,"Powiat sławieński",2003,62.2
"7613",3214000,"Powiat stargardzki",2003,64.3
"7614",3215000,"Powiat szczecinecki",2003,61.8
"7615",3216000,"Powiat świdwiński",2003,62.3
"7616",3217000,"Powiat wałecki",2003,63.3
"7617",3218000,"Powiat łobeski",2003,61.5
"7618",3261000,"Powiat m.Koszalin",2003,66.8
"7619",3262000,"Powiat m.Szczecin",2003,66.3
"7620",3263000,"Powiat m.Świnoujście",2003,67.2
"7621",201000,"Powiat bolesławiecki",2004,63.9
"7622",202000,"Powiat dzierżoniowski",2004,63.5
"7623",203000,"Powiat głogowski",2004,68.3
"7624",204000,"Powiat górowski",2004,61.5
"7625",205000,"Powiat jaworski",2004,64.3
"7626",206000,"Powiat jeleniogórski",2004,65.3
"7627",207000,"Powiat kamiennogórski",2004,63.5
"7628",208000,"Powiat kłodzki",2004,64.2
"7629",209000,"Powiat legnicki",2004,63.8
"7630",210000,"Powiat lubański",2004,63.8
"7631",211000,"Powiat lubiński",2004,67.8
"7632",212000,"Powiat lwówecki",2004,63
"7633",213000,"Powiat milicki",2004,63.5
"7634",214000,"Powiat oleśnicki",2004,64.4
"7635",215000,"Powiat oławski",2004,66.4
"7636",216000,"Powiat polkowicki",2004,64.3
"7637",217000,"Powiat strzeliński",2004,63
"7638",218000,"Powiat średzki",2004,63.9
"7639",219000,"Powiat świdnicki",2004,64.7
"7640",220000,"Powiat trzebnicki",2004,64.4
"7641",221000,"Powiat wałbrzyski",2004,64.2
"7642",222000,"Powiat wołowski",2004,63.2
"7643",223000,"Powiat wrocławski",2004,64.4
"7644",224000,"Powiat ząbkowicki",2004,63.5
"7645",225000,"Powiat zgorzelecki",2004,64.8
"7646",226000,"Powiat złotoryjski",2004,64.9
"7647",261000,"Powiat m.Jelenia Góra",2004,65.4
"7648",262000,"Powiat m.Legnica",2004,66.3
"7649",263000,"Powiat m.Wałbrzych do 2002",2004,NA
"7650",264000,"Powiat m.Wrocław",2004,66.8
"7651",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"7652",401000,"Powiat aleksandrowski",2004,62.3
"7653",402000,"Powiat brodnicki",2004,61
"7654",403000,"Powiat bydgoski",2004,63.5
"7655",404000,"Powiat chełmiński",2004,62.8
"7656",405000,"Powiat golubsko-dobrzyński",2004,60.7
"7657",406000,"Powiat grudziądzki",2004,61.8
"7658",407000,"Powiat inowrocławski",2004,64.4
"7659",408000,"Powiat lipnowski",2004,60.3
"7660",409000,"Powiat mogileński",2004,62.7
"7661",410000,"Powiat nakielski",2004,63.1
"7662",411000,"Powiat radziejowski",2004,60.4
"7663",412000,"Powiat rypiński",2004,60.5
"7664",413000,"Powiat sępoleński",2004,61.7
"7665",414000,"Powiat świecki",2004,63.7
"7666",415000,"Powiat toruński",2004,62.8
"7667",416000,"Powiat tucholski",2004,61.7
"7668",417000,"Powiat wąbrzeski",2004,61.5
"7669",418000,"Powiat włocławski",2004,60.9
"7670",419000,"Powiat żniński",2004,63.4
"7671",461000,"Powiat m.Bydgoszcz",2004,65.3
"7672",462000,"Powiat m.Grudziądz",2004,64.2
"7673",463000,"Powiat m.Toruń",2004,67.4
"7674",464000,"Powiat m.Włocławek",2004,66.4
"7675",601000,"Powiat bialski",2004,56.9
"7676",602000,"Powiat biłgorajski",2004,59.7
"7677",603000,"Powiat chełmski",2004,58.6
"7678",604000,"Powiat hrubieszowski",2004,59.5
"7679",605000,"Powiat janowski",2004,58.2
"7680",606000,"Powiat krasnostawski",2004,58.8
"7681",607000,"Powiat kraśnicki",2004,60.1
"7682",608000,"Powiat lubartowski",2004,60.3
"7683",609000,"Powiat lubelski",2004,60
"7684",610000,"Powiat łęczyński",2004,63.4
"7685",611000,"Powiat łukowski",2004,58.3
"7686",612000,"Powiat opolski",2004,60.2
"7687",613000,"Powiat parczewski",2004,58.7
"7688",614000,"Powiat puławski",2004,61.3
"7689",615000,"Powiat radzyński",2004,58.5
"7690",616000,"Powiat rycki",2004,60.7
"7691",617000,"Powiat świdnicki",2004,63.6
"7692",618000,"Powiat tomaszowski",2004,59.2
"7693",619000,"Powiat włodawski",2004,60.9
"7694",620000,"Powiat zamojski",2004,57.2
"7695",661000,"Powiat m.Biała Podlaska",2004,66.1
"7696",662000,"Powiat m.Chełm",2004,66.2
"7697",663000,"Powiat m.Lublin",2004,67.1
"7698",664000,"Powiat m.Zamość",2004,65.8
"7699",801000,"Powiat gorzowski",2004,63.7
"7700",802000,"Powiat krośnieński",2004,64.8
"7701",803000,"Powiat międzyrzecki",2004,64.7
"7702",804000,"Powiat nowosolski",2004,64
"7703",805000,"Powiat słubicki",2004,65.1
"7704",806000,"Powiat strzelecko-drezdenecki",2004,63.6
"7705",807000,"Powiat sulęciński",2004,62.4
"7706",808000,"Powiat świebodziński",2004,63.3
"7707",809000,"Powiat zielonogórski",2004,64.8
"7708",810000,"Powiat żagański",2004,63.7
"7709",811000,"Powiat żarski",2004,63.9
"7710",812000,"Powiat wschowski",2004,62.9
"7711",861000,"Powiat m.Gorzów Wielkopolski",2004,67.4
"7712",862000,"Powiat m.Zielona Góra",2004,67.3
"7713",1001000,"Powiat bełchatowski",2004,65.9
"7714",1002000,"Powiat kutnowski",2004,63.4
"7715",1003000,"Powiat łaski",2004,62.3
"7716",1004000,"Powiat łęczycki",2004,60.3
"7717",1005000,"Powiat łowicki",2004,61.2
"7718",1006000,"Powiat łódzki wschodni",2004,64
"7719",1007000,"Powiat opoczyński",2004,59.7
"7720",1008000,"Powiat pabianicki",2004,64.2
"7721",1009000,"Powiat pajęczański",2004,59.9
"7722",1010000,"Powiat piotrkowski",2004,59.6
"7723",1011000,"Powiat poddębicki",2004,60.5
"7724",1012000,"Powiat radomszczański",2004,61.1
"7725",1013000,"Powiat rawski",2004,61.3
"7726",1014000,"Powiat sieradzki",2004,61.1
"7727",1015000,"Powiat skierniewicki",2004,57.7
"7728",1016000,"Powiat tomaszowski",2004,62.6
"7729",1017000,"Powiat wieluński",2004,61
"7730",1018000,"Powiat wieruszowski",2004,61.4
"7731",1019000,"Powiat zduńskowolski",2004,63.3
"7732",1020000,"Powiat zgierski",2004,64.4
"7733",1021000,"Powiat brzeziński",2004,63.1
"7734",1061000,"Powiat m.Łódź",2004,65.9
"7735",1062000,"Powiat m.Piotrków Trybunalski",2004,65.9
"7736",1063000,"Powiat m.Skierniewice",2004,66.8
"7737",1201000,"Powiat bocheński",2004,60.4
"7738",1202000,"Powiat brzeski",2004,60.1
"7739",1203000,"Powiat chrzanowski",2004,64
"7740",1204000,"Powiat dąbrowski",2004,60.2
"7741",1205000,"Powiat gorlicki",2004,60
"7742",1206000,"Powiat krakowski",2004,62
"7743",1207000,"Powiat limanowski",2004,57.7
"7744",1208000,"Powiat miechowski",2004,59.5
"7745",1209000,"Powiat myślenicki",2004,60.4
"7746",1210000,"Powiat nowosądecki",2004,58.1
"7747",1211000,"Powiat nowotarski",2004,59.9
"7748",1212000,"Powiat olkuski",2004,63.8
"7749",1213000,"Powiat oświęcimski",2004,63
"7750",1214000,"Powiat proszowicki",2004,60.8
"7751",1215000,"Powiat suski",2004,59.5
"7752",1216000,"Powiat tarnowski",2004,58.8
"7753",1217000,"Powiat tatrzański",2004,60.4
"7754",1218000,"Powiat wadowicki",2004,61.4
"7755",1219000,"Powiat wielicki",2004,62.3
"7756",1261000,"Powiat m.Kraków",2004,66.4
"7757",1262000,"Powiat m.Nowy Sącz",2004,63.9
"7758",1263000,"Powiat m.Tarnów",2004,64.3
"7759",1401000,"Powiat białobrzeski",2004,58.7
"7760",1402000,"Powiat ciechanowski",2004,62.1
"7761",1403000,"Powiat garwoliński",2004,58.9
"7762",1404000,"Powiat gostyniński",2004,62.1
"7763",1405000,"Powiat grodziski",2004,63.1
"7764",1406000,"Powiat grójecki",2004,61.7
"7765",1407000,"Powiat kozienicki",2004,61
"7766",1408000,"Powiat legionowski",2004,66.7
"7767",1409000,"Powiat lipski",2004,58.4
"7768",1410000,"Powiat łosicki",2004,56.8
"7769",1411000,"Powiat makowski",2004,58.6
"7770",1412000,"Powiat miński",2004,61.9
"7771",1413000,"Powiat mławski",2004,59.6
"7772",1414000,"Powiat nowodworski",2004,63.8
"7773",1415000,"Powiat ostrołęcki",2004,57
"7774",1416000,"Powiat ostrowski",2004,58.9
"7775",1417000,"Powiat otwocki",2004,62.6
"7776",1418000,"Powiat piaseczyński",2004,64.9
"7777",1419000,"Powiat płocki",2004,60
"7778",1420000,"Powiat płoński",2004,60.9
"7779",1421000,"Powiat pruszkowski",2004,64.9
"7780",1422000,"Powiat przasnyski",2004,58.9
"7781",1423000,"Powiat przysuski",2004,56.9
"7782",1424000,"Powiat pułtuski",2004,60.7
"7783",1425000,"Powiat radomski",2004,60.4
"7784",1426000,"Powiat siedlecki",2004,57.1
"7785",1427000,"Powiat sierpecki",2004,59.2
"7786",1428000,"Powiat sochaczewski",2004,62.5
"7787",1429000,"Powiat sokołowski",2004,58
"7788",1430000,"Powiat szydłowiecki",2004,60.3
"7789",1432000,"Powiat warszawski zachodni",2004,64.6
"7790",1433000,"Powiat węgrowski",2004,58.8
"7791",1434000,"Powiat wołomiński",2004,63.3
"7792",1435000,"Powiat wyszkowski",2004,60.8
"7793",1436000,"Powiat zwoleński",2004,58.4
"7794",1437000,"Powiat żuromiński",2004,57.8
"7795",1438000,"Powiat żyrardowski",2004,63.4
"7796",1461000,"Powiat m.Ostrołęka",2004,66.8
"7797",1462000,"Powiat m.Płock",2004,67.3
"7798",1463000,"Powiat m.Radom",2004,64.6
"7799",1464000,"Powiat m.Siedlce",2004,66.7
"7800",1465000,"Powiat m. st. Warszawa",2004,65.5
"7801",1601000,"Powiat brzeski",2004,63.5
"7802",1602000,"Powiat głubczycki",2004,62.3
"7803",1603000,"Powiat kędzierzyńsko-kozielski",2004,63.7
"7804",1604000,"Powiat kluczborski",2004,63.2
"7805",1605000,"Powiat krapkowicki",2004,64.6
"7806",1606000,"Powiat namysłowski",2004,63.6
"7807",1607000,"Powiat nyski",2004,63.9
"7808",1608000,"Powiat oleski",2004,62.7
"7809",1609000,"Powiat opolski",2004,64.5
"7810",1610000,"Powiat prudnicki",2004,61.6
"7811",1611000,"Powiat strzelecki",2004,63.5
"7812",1661000,"Powiat m.Opole",2004,68
"7813",1801000,"Powiat bieszczadzki",2004,62.9
"7814",1802000,"Powiat brzozowski",2004,58.7
"7815",1803000,"Powiat dębicki",2004,61.2
"7816",1804000,"Powiat jarosławski",2004,60.9
"7817",1805000,"Powiat jasielski",2004,60.7
"7818",1806000,"Powiat kolbuszowski",2004,59.8
"7819",1807000,"Powiat krośnieński",2004,60
"7820",1808000,"Powiat leżajski",2004,60.5
"7821",1809000,"Powiat lubaczowski",2004,59.8
"7822",1810000,"Powiat łańcucki",2004,59.5
"7823",1811000,"Powiat mielecki",2004,61.1
"7824",1812000,"Powiat niżański",2004,60.1
"7825",1813000,"Powiat przemyski",2004,58.8
"7826",1814000,"Powiat przeworski",2004,59.2
"7827",1815000,"Powiat ropczycko-sędziszowski",2004,60.1
"7828",1816000,"Powiat rzeszowski",2004,59.6
"7829",1817000,"Powiat sanocki",2004,62.7
"7830",1818000,"Powiat stalowowolski",2004,64
"7831",1819000,"Powiat strzyżowski",2004,59.2
"7832",1820000,"Powiat tarnobrzeski",2004,61.9
"7833",1821000,"Powiat leski",2004,62.1
"7834",1861000,"Powiat m.Krosno",2004,65.4
"7835",1862000,"Powiat m.Przemyśl",2004,63.5
"7836",1863000,"Powiat m.Rzeszów",2004,66.8
"7837",1864000,"Powiat m.Tarnobrzeg",2004,66.2
"7838",2001000,"Powiat augustowski",2004,59.2
"7839",2002000,"Powiat białostocki",2004,60.5
"7840",2003000,"Powiat bielski",2004,56.8
"7841",2004000,"Powiat grajewski",2004,61
"7842",2005000,"Powiat hajnowski",2004,58
"7843",2006000,"Powiat kolneński",2004,58.1
"7844",2007000,"Powiat łomżyński",2004,56.6
"7845",2008000,"Powiat moniecki",2004,57.5
"7846",2009000,"Powiat sejneński",2004,58.8
"7847",2010000,"Powiat siemiatycki",2004,56.8
"7848",2011000,"Powiat sokólski",2004,58.4
"7849",2012000,"Powiat suwalski",2004,56
"7850",2013000,"Powiat wysokomazowiecki",2004,57.3
"7851",2014000,"Powiat zambrowski",2004,60.2
"7852",2061000,"Powiat m.Białystok",2004,66.3
"7853",2062000,"Powiat m.Łomża",2004,65.5
"7854",2063000,"Powiat m.Suwałki",2004,64.2
"7855",2201000,"Powiat bytowski",2004,62.1
"7856",2202000,"Powiat chojnicki",2004,61.6
